"plh0176","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","Realschulabschluss","402","0.0556794458284941","0.0501974548471111","0.0611614368098771"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","(Fach-)Abitur","272","0.0778658063382807","0.0693527765140327","0.0863788361625287"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","(noch) kein Abschluss","63","0.0655604534831277","0.048430448617019","0.0826904583492364"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","AkademikerInnen","251","0.0477571060542663","0.0424191461888208","0.0530950659197119"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","Hauptschulabschluss","615","0.0792393740387384","0.0733244576092666","0.0851542904682103"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","Realschulabschluss","484","0.0657134934173309","0.0597897197157947","0.0716372671188671"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","(Fach-)Abitur","482","0.122589692547599","0.112170308571831","0.133009076523366"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","(noch) kein Abschluss","121","0.151236462484788","0.126440411584816","0.17603251338476"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","AkademikerInnen","531","0.0896880426263526","0.0825357573296594","0.0968403279230458"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","Hauptschulabschluss","1258","0.147681143913158","0.139912087101391","0.155450200724926"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","Realschulabschluss","938","0.141421869515629","0.133091210830783","0.149752528200475"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","(Fach-)Abitur","480","0.132108022456179","0.121350527978531","0.142865516933828"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","(noch) kein Abschluss","85","0.111878226706317","0.0900624865262459","0.133693966886388"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","AkademikerInnen","562","0.0975926692392957","0.0901643195742454","0.105021018904346"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","Hauptschulabschluss","910","0.109630316029763","0.10278875444951","0.116471877610015"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","Realschulabschluss","802","0.11960884244361","0.111850827300496","0.127366857586723"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","(Fach-)Abitur","623","0.151830978459451","0.140430184483819","0.163231772435084"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","(noch) kein Abschluss","84","0.101385762409099","0.0804958778416052","0.122275646976594"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","AkademikerInnen","1082","0.168124020098107","0.158762926056305","0.17748511413991"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","Hauptschulabschluss","1189","0.149864179289772","0.142047940787615","0.157680417791929"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","Realschulabschluss","1157","0.189501351417045","0.180131915469475","0.198870787364615"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","(Fach-)Abitur","726","0.20391544165606","0.19111519447622","0.2167156888359"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","(noch) kein Abschluss","84","0.109599981818669","0.0879798305603422","0.131220133076995"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","AkademikerInnen","1445","0.223978897032164","0.213543169066622","0.234414624997706"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","Hauptschulabschluss","1468","0.195960656632538","0.187268494504333","0.204652818760743"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","Realschulabschluss","1317","0.188049112295644","0.178707288581786","0.197390936009502"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","(Fach-)Abitur","356","0.0949366995259999","0.0856241147088972","0.104249284343103"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","(noch) kein Abschluss","46","0.049591688650055","0.0345664815079906","0.0646168957921194"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","AkademikerInnen","1006","0.166002279183303","0.156688586788915","0.175315971577691"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","Hauptschulabschluss","562","0.0678454278033289","0.0623385050466979","0.07335235055996"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","Realschulabschluss","556","0.0832820855001495","0.0766762949633465","0.0898878760369524"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(Fach-)Abitur","143","0.0282240043609305","0.0230936460861612","0.0333543626356999"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(noch) kein Abschluss","108","0.104004708272519","0.0829038835239147","0.125105533021123"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","AkademikerInnen","142","0.0166748247970143","0.0135248371490774","0.0198248124449513"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Hauptschulabschluss","317","0.0370580473643603","0.0328249457518851","0.0412911489768355"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Realschulabschluss","203","0.0309250683158516","0.02668482914595","0.0351653074857532"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(Fach-)Abitur","95","0.0228385727565028","0.0182107903183945","0.0274663551946112"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(noch) kein Abschluss","42","0.0771982799480279","0.0587490571186374","0.0956475027774184"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","AkademikerInnen","108","0.0152289255989305","0.0122163919518979","0.0182414592459631"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Hauptschulabschluss","198","0.0249758550512491","0.0214789387200456","0.0284727713824525"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Realschulabschluss","144","0.0193553253230533","0.0159808021493477","0.022729848496759"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(Fach-)Abitur","258","0.0671919768270966","0.0594364707654025","0.0749474828887906"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(noch) kein Abschluss","36","0.0345135217007222","0.0218956007389375","0.047131442662507"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","AkademikerInnen","628","0.10703426671598","0.0994291050964454","0.114639428335514"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Hauptschulabschluss","419","0.0609591465189328","0.0555977360772055","0.0663205569606602"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Realschulabschluss","329","0.0506784296835327","0.0453059523820358","0.0560509069850296"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(Fach-)Abitur","155","0.0370582746261298","0.0312063611465788","0.0429101881056809"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(noch) kein Abschluss","56","0.0682047976585196","0.0507791967205265","0.0856303985965128"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","AkademikerInnen","142","0.0271920744453741","0.0231911131293058","0.0311930357614424"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Hauptschulabschluss","361","0.0451493252354683","0.0404965643360961","0.0498020861348405"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Realschulabschluss","252","0.0389385628743059","0.0342002702816141","0.0436768554669976"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(Fach-)Abitur","224","0.0547454883300544","0.0476984952920747","0.0617924813680341"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(noch) kein Abschluss","54","0.0738308661712424","0.0557556208622672","0.0919061114802176"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","AkademikerInnen","243","0.0401275088199722","0.0352996172891455","0.0449554003507989"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Hauptschulabschluss","503","0.0695369439883577","0.063836945497108","0.0752369424796074"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Realschulabschluss","375","0.0538706719336643","0.0483408927557403","0.0594004511115884"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(Fach-)Abitur","258","0.0605676289388221","0.0531782431202746","0.0679570147573696"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(noch) kein Abschluss","73","0.0927429993524351","0.0726924720169266","0.112793526687944"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","AkademikerInnen","292","0.0429142761293696","0.0379288079716408","0.0478997442870983"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Hauptschulabschluss","587","0.0680326525045739","0.0623900894141608","0.0736752155949869"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Realschulabschluss","445","0.0679377477022047","0.0617741487531625","0.074101346651247"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(Fach-)Abitur","539","0.123743624015429","0.113542869249289","0.133944378781569"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(noch) kein Abschluss","128","0.163801508695541","0.138219555193224","0.189383462197859"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","AkademikerInnen","526","0.084789891798747","0.077937186165111","0.091642597432383"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Hauptschulabschluss","1107","0.136459851448665","0.12876746511662","0.14415223778071"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Realschulabschluss","764","0.118547143283366","0.110629399729291","0.126464886837442"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(Fach-)Abitur","448","0.114532857600577","0.104667642266123","0.12439807293503"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(noch) kein Abschluss","73","0.0991878959668509","0.0785261740516939","0.119849617882008"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","AkademikerInnen","645","0.097307901392933","0.0900171295831444","0.104598673202722"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Hauptschulabschluss","869","0.11335967906539","0.106255393403613","0.120463964727168"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Realschulabschluss","811","0.122728072820383","0.114691046076823","0.130765099563943"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(Fach-)Abitur","646","0.180548626674147","0.168633079665673","0.19246417368262"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(noch) kein Abschluss","83","0.080739018743844","0.0619076792314562","0.0995703582562318"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","AkademikerInnen","1055","0.166414144841183","0.157251941646808","0.175576348035559"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Hauptschulabschluss","1227","0.164114153911867","0.155814425560626","0.172413882263108"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Realschulabschluss","1119","0.18486858996836","0.175360315302556","0.194376864634163"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(Fach-)Abitur","818","0.194624751779091","0.182360149454834","0.206889354103347"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(noch) kein Abschluss","105","0.151181271765907","0.126419795105048","0.175942748426767"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","AkademikerInnen","1534","0.233853586984931","0.223441026524002","0.244266147445861"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Hauptschulabschluss","1475","0.201112410927626","0.192130274508189","0.210094547347063"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Realschulabschluss","1352","0.22080355951202","0.210643813400819","0.23096330562322"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(Fach-)Abitur","419","0.115924194091221","0.106007039311437","0.125841348871004"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","(noch) kein Abschluss","46","0.0545951317243903","0.0388912887906951","0.0702989746580855"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","AkademikerInnen","1033","0.168462598475565","0.159255510909772","0.177669686041358"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Hauptschulabschluss","587","0.0792419339835089","0.0731889758132797","0.0852948921537381"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","Realschulabschluss","609","0.0913468285832587","0.0842901205291568","0.0984035366373606"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(Fach-)Abitur","128","0.0224351757965703","0.0176607666752182","0.0272095849179224"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(noch) kein Abschluss","87","0.0736907546384561","0.0556425231692053","0.091738986107707"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","AkademikerInnen","109","0.017387788008018","0.0140614929787733","0.0207140830372626"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Hauptschulabschluss","250","0.0291764546880345","0.0252279023275673","0.0331250070485017"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Realschulabschluss","161","0.023377049957056","0.0195257932571854","0.0272283066569267"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(Fach-)Abitur","81","0.0163613776799682","0.0122715045977312","0.0204512507622053"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(noch) kein Abschluss","33","0.0377393190861929","0.0245751469941879","0.0509034911781978"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","AkademikerInnen","75","0.0122103857134439","0.0094156262256191","0.0150051452012687"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Hauptschulabschluss","177","0.023582674637256","0.0200225454312836","0.0271428038432284"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Realschulabschluss","124","0.0223621312381183","0.0185934469654789","0.0261308155107578"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(Fach-)Abitur","225","0.064096167243059","0.0562000470026017","0.0719922874835162"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(noch) kein Abschluss","55","0.047912541960024","0.0331584264500203","0.0626666574700278"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","AkademikerInnen","625","0.110662237685627","0.102678971495655","0.118645503875599"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Hauptschulabschluss","417","0.066472393559718","0.0606280500641241","0.0723167370553119"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Realschulabschluss","327","0.0555708726976774","0.0497316848547326","0.0614100605406223"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(Fach-)Abitur","148","0.0401210003426369","0.033794315059945","0.0464476856253287"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(noch) kein Abschluss","52","0.0574576544118175","0.0413817826665429","0.0735335261570921"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","AkademikerInnen","128","0.0279513982469798","0.0237567719153342","0.0321460245786254"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Hauptschulabschluss","330","0.0463431713083168","0.0414109741556734","0.0512753684609602"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Realschulabschluss","237","0.0402271389052139","0.0352188663356534","0.0452354114747744"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(Fach-)Abitur","193","0.0573990513640768","0.0499001368386874","0.0648979658894663"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(noch) kein Abschluss","57","0.0935615893961297","0.0734443633175771","0.113678815474682"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","AkademikerInnen","241","0.0446864438700022","0.0394285915022654","0.0499442962377389"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Hauptschulabschluss","461","0.0629938005717101","0.057293842912936","0.0686937582304843"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Realschulabschluss","312","0.0502962389195841","0.044725587473217","0.0558668903659512"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(Fach-)Abitur","244","0.0634237976304278","0.0555663808432944","0.0712812144175612"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(noch) kein Abschluss","67","0.10940448234677","0.0878415430080918","0.130967421685448"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","AkademikerInnen","276","0.0456007255186776","0.0402919000685385","0.0509095509688167"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Hauptschulabschluss","478","0.0629769468155874","0.0572777004540647","0.0686761931771101"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Realschulabschluss","382","0.0640034836513411","0.0577649420695082","0.070242025233174"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(Fach-)Abitur","455","0.108812885720473","0.0987735096521714","0.118852261788774"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(noch) kein Abschluss","130","0.145972530698024","0.12158197812855","0.170363083267497"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","AkademikerInnen","492","0.0822089384234751","0.075218909837914","0.0891989670090362"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Hauptschulabschluss","1015","0.1452459983935","0.136979451165499","0.153512545621501"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Realschulabschluss","732","0.120535179361725","0.112236474933806","0.128833883789645"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(Fach-)Abitur","419","0.126598549611812","0.115878336246925","0.1373187629767"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(noch) kein Abschluss","67","0.0934718134353474","0.0733632455732825","0.113580381297412"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","AkademikerInnen","554","0.0910711676019552","0.0837496196322788","0.0983927155716315"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Hauptschulabschluss","778","0.106435669489477","0.099200345183736","0.113670993795219"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Realschulabschluss","711","0.120003522179843","0.111720637497195","0.128286406862491"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(Fach-)Abitur","643","0.171528605549492","0.159375447465897","0.183681763633086"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(noch) kein Abschluss","124","0.179327695865001","0.152826911784563","0.205828479945439"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","AkademikerInnen","1006","0.166213654816225","0.156740202823385","0.175687106809065"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Hauptschulabschluss","1132","0.166718604762622","0.157974016449893","0.175463193075351"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Realschulabschluss","1067","0.175415143298017","0.165721313946288","0.185108972649746"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(Fach-)Abitur","742","0.218892554517844","0.205561853341823","0.232223255693865"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(noch) kein Abschluss","85","0.105156264982348","0.0839657589512629","0.126346771013433"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","AkademikerInnen","1470","0.238504216315054","0.227659222670389","0.249349209959719"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Hauptschulabschluss","1339","0.202255224639557","0.192831266449294","0.211679182829821"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Realschulabschluss","1210","0.213797270866908","0.203347361985628","0.224247179748189"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(Fach-)Abitur","418","0.11033083454364","0.100230289010501","0.12043138007678"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","(noch) kein Abschluss","48","0.0563053531798897","0.0403817722287681","0.0722289341310113"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","AkademikerInnen","956","0.163503043800542","0.154091895364211","0.172914192236873"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Hauptschulabschluss","602","0.0877990611342205","0.0811594646661478","0.0944386576022932"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","Realschulabschluss","650","0.114411968924515","0.106298702261126","0.122525235587905"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(Fach-)Abitur","163","0.0347151051435368","0.029352923255052","0.0400772870320216"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(noch) kein Abschluss","136","0.0839332969607552","0.070967688557143","0.0968989053643673"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","AkademikerInnen","115","0.0143635965588741","0.0115738701758625","0.0171533229418858"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Hauptschulabschluss","282","0.03191502584568","0.0279815504352457","0.0358485012561143"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Realschulabschluss","165","0.022176134647081","0.0186802544470779","0.0256720148470841"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(Fach-)Abitur","75","0.0187162623991331","0.0147465283965744","0.0226859964016919"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(noch) kein Abschluss","46","0.0360589759248456","0.027341432158871","0.0447765196908202"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","AkademikerInnen","90","0.0125142134315601","0.00990782674649073","0.0151206001166295"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Hauptschulabschluss","153","0.0200834133196222","0.0169440945461121","0.0232227320931324"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Realschulabschluss","131","0.0189380118582562","0.0157020848505971","0.0221739388659152"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(Fach-)Abitur","313","0.0663653877984567","0.0590739389417057","0.0736568366552077"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(noch) kein Abschluss","199","0.0725843496625905","0.0604526705233106","0.0847160288018704"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","AkademikerInnen","765","0.121633693775749","0.113970030321021","0.129297357230476"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Hauptschulabschluss","484","0.0627969106537574","0.05736805749615","0.0682257638113648"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Realschulabschluss","377","0.0610316187114557","0.0553485065340527","0.0667147308888587"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(Fach-)Abitur","178","0.0396309968982999","0.0339163275191731","0.0453456662774266"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(noch) kein Abschluss","79","0.062572126727914","0.0512475598812202","0.0738966935746077"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","AkademikerInnen","163","0.0236256414100788","0.0200646442313208","0.0271866385888369"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Hauptschulabschluss","300","0.0384859768349165","0.034181194786285","0.0427907588835479"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Realschulabschluss","223","0.0323628916834734","0.0281617897666314","0.0365639936003155"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(Fach-)Abitur","241","0.0553284665432515","0.048631636535088","0.062025296551415"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(noch) kein Abschluss","118","0.0828578857209371","0.0699680479322955","0.0957477235095788"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","AkademikerInnen","254","0.0336142208029885","0.0293884257305218","0.0378400158754552"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Hauptschulabschluss","456","0.0661979421050269","0.0606341389382018","0.0717617452718519"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Realschulabschluss","349","0.0526919950355363","0.0473880230095718","0.0579959670615007"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(Fach-)Abitur","277","0.061846888380135","0.0547910222447415","0.0689027545155285"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(noch) kein Abschluss","115","0.0816198052599431","0.0688179992442191","0.0944216112756671"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","AkademikerInnen","295","0.0415680840270831","0.0368882302874296","0.0462479377667367"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Hauptschulabschluss","535","0.0664287809994442","0.0608559744393162","0.0720015875595721"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Realschulabschluss","458","0.0668594692829639","0.0609296932658107","0.0727892453001172"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(Fach-)Abitur","608","0.128711306675318","0.118901873057242","0.138520740293395"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(noch) kein Abschluss","342","0.163304727297916","0.14602068795248","0.180588766643352"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","AkademikerInnen","631","0.0764727051687656","0.0702418201472799","0.0827035901902513"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Hauptschulabschluss","1202","0.143724597852029","0.13587415087021","0.151575044833848"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Realschulabschluss","913","0.131013281340219","0.123003004393606","0.139023558286831"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(Fach-)Abitur","476","0.103228433795496","0.0943160244006424","0.11214084319035"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(noch) kein Abschluss","163","0.105764922728569","0.0913849226226989","0.120144922834439"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","AkademikerInnen","680","0.0925281891790378","0.0857341938189267","0.0993221845391488"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Hauptschulabschluss","935","0.118661847077286","0.111425007637029","0.125898686517543"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Realschulabschluss","830","0.110488612994624","0.10304613058204","0.117931095407207"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(Fach-)Abitur","818","0.177123818212371","0.16594076806078","0.188306868363961"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(noch) kein Abschluss","217","0.114541462234982","0.099650331149618","0.129432593320345"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","AkademikerInnen","1193","0.178279835381322","0.169305863026668","0.187253807735977"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Hauptschulabschluss","1304","0.173789157343592","0.165309488669491","0.182268826017693"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Realschulabschluss","1284","0.194465605108172","0.185069524277496","0.203861685938848"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(Fach-)Abitur","889","0.214770215720036","0.202740926890121","0.226799504549951"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(noch) kein Abschluss","219","0.112809509474825","0.0980169438464733","0.127602075103178"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","AkademikerInnen","1725","0.244794652405927","0.234713617133609","0.254875687678245"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Hauptschulabschluss","1412","0.192172561497009","0.183355434640645","0.200989688353373"
