"pgfamstd","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1985","(noch) kein Abschluss","31","0.024795789735127","0.0151092815453537","0.0344822979249002"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1985","AkademikerIn","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1985","Hauptschule","105","0.015729103086988","0.0125576853343987","0.0189005208395773"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1985","Realschule","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1985","(Fach-)Abitur","320","0.361879041785683","0.32739549746965","0.396362586101715"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1985","(noch) kein Abschluss","656","0.336435225943971","0.307003015094885","0.365867436793057"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1985","AkademikerIn","503","0.669571842593852","0.634875567236381","0.704268117951324"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1985","Hauptschule","4115","0.64424603026511","0.632043640174338","0.656448420355883"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1985","Realschule","871","0.485380460682287","0.461474454715851","0.509286466648723"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","(Fach-)Abitur","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","AkademikerIn","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","Hauptschule","505","0.142493928780286","0.133584272834199","0.151403584726373"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1985","Realschule","93","0.0906880214908028","0.0769522150404711","0.104423827941135"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","(Fach-)Abitur","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","(noch) kein Abschluss","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","AkademikerIn","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","Hauptschule","211","0.0425526272236796","0.0374444553010468","0.0476607991463124"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1986","Realschule","68","0.0491110981009499","0.0389747694541076","0.0592474267477921"
"Ledig","1986","(Fach-)Abitur","418","0.568256716133679","0.533890499040966","0.602622933226393"
"Ledig","1986","(noch) kein Abschluss","282","0.536812280366251","0.505906634031704","0.567717926700798"
"Ledig","1986","AkademikerIn","141","0.212695921288901","0.183330954846188","0.242060887731613"
"Ledig","1986","Hauptschule","1007","0.151632279008614","0.142555479149316","0.160709078867911"
"Ledig","1986","Realschule","631","0.347183645066316","0.324853007972538","0.369514282160094"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","(Fach-)Abitur","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","(noch) kein Abschluss","41","0.0323540510606654","0.0213874848332551","0.0433206172880757"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","AkademikerIn","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","Hauptschule","145","0.0224280184516441","0.0186807510463027","0.0261752858569854"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1986","Realschule","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","(Fach-)Abitur","331","0.346480692770726","0.313465383018157","0.379496002523294"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","(noch) kein Abschluss","639","0.369235129732245","0.339323963470079","0.399146295994411"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","AkademikerIn","539","0.671412274814118","0.637706913769585","0.705117635858652"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","Hauptschule","4156","0.646964700225869","0.634870024770308","0.659059375681429"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1986","Realschule","937","0.501284289168716","0.477831497646814","0.524737080690618"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1986","(Fach-)Abitur","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1986","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1986","AkademikerIn","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1986","Hauptschule","479","0.136422375090194","0.127736004495986","0.145108745684403"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1986","Realschule","93","0.0914545350159789","0.0779337493975624","0.104975320634395"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1987","(Fach-)Abitur","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1987","(noch) kein Abschluss","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1987","AkademikerIn","33","0.0518326613600744","0.0358600295426884","0.0678052931774605"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1987","Hauptschule","224","0.0468914260808164","0.0415296817641518","0.0522531703974811"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1987","Realschule","67","0.0478852183681122","0.0378726146358525","0.0578978221003718"
"Ledig","1987","(Fach-)Abitur","381","0.546618466051418","0.511569815361674","0.581667116741162"
"Ledig","1987","(noch) kein Abschluss","274","0.492389930552212","0.461136979779367","0.523642881325058"
"Ledig","1987","AkademikerIn","145","0.222469640500096","0.19250381229134","0.252435468708852"
"Ledig","1987","Hauptschule","1025","0.149121604388275","0.140087351907193","0.158155856869357"
"Ledig","1987","Realschule","646","0.344815106331787","0.322526817952433","0.367103394711142"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1987","(Fach-)Abitur","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1987","(noch) kein Abschluss","42","0.0397333529184815","0.0275225320038299","0.051944173833133"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1987","AkademikerIn","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1987","Hauptschule","132","0.017590582319014","0.0142565135121639","0.0209246511258642"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1987","Realschule","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1987","(Fach-)Abitur","346","0.36956392796754","0.335580862338487","0.403546993596593"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1987","(noch) kein Abschluss","626","0.410575897248907","0.379823285667068","0.441328508830747"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1987","AkademikerIn","524","0.651514370689777","0.617183353781932","0.685845387597622"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1987","Hauptschule","4094","0.647477731368129","0.635360765407924","0.659594697328334"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1987","Realschule","922","0.50243080264728","0.478984924125338","0.525876681169221"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1987","(Fach-)Abitur","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1987","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1987","AkademikerIn","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1987","Hauptschule","497","0.138918655843766","0.130146818543926","0.147690493143605"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1987","Realschule","95","0.0943734189870766","0.0806645677532274","0.108082270220926"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1988","(Fach-)Abitur","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1988","(noch) kein Abschluss","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1988","AkademikerIn","34","0.056006903855207","0.0389855432106977","0.0730282644997163"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1988","Hauptschule","208","0.0471577555474467","0.0416581540708929","0.0526573570240004"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1988","Realschule","61","0.0459848600786446","0.0359959446920079","0.0559737754652814"
"Ledig","1988","(Fach-)Abitur","364","0.556748546511424","0.520834937382832","0.592662155640015"
"Ledig","1988","(noch) kein Abschluss","231","0.508354937238697","0.475729661845347","0.540980212632047"
"Ledig","1988","AkademikerIn","141","0.233523977046058","0.202205249547551","0.264842704544564"
"Ledig","1988","Hauptschule","973","0.14991185577989","0.1406500829487","0.159173628611081"
"Ledig","1988","Realschule","618","0.332322216481464","0.309857734059968","0.354786698902961"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1988","(Fach-)Abitur","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1988","(noch) kein Abschluss","36","0.0348009719199438","0.0228404826234477","0.0467614612164398"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1988","AkademikerIn","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1988","Hauptschule","153","0.0246934769495173","0.0206671796334266","0.028719774265608"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1988","Realschule","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1988","(Fach-)Abitur","324","0.356995658758233","0.32235845363972","0.391632863876747"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1988","(noch) kein Abschluss","593","0.402424718070036","0.370422251026766","0.434427185113306"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1988","AkademikerIn","484","0.626151772018828","0.590335815655041","0.661967728382615"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1988","Hauptschule","3907","0.641098568187454","0.628653589600819","0.653543546774088"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1988","Realschule","895","0.513000777764352","0.489163513464504","0.536838042064199"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1988","(Fach-)Abitur","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1988","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1988","AkademikerIn","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1988","Hauptschule","466","0.137138343535692","0.128213631961072","0.146063055110313"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1988","Realschule","95","0.0958317551242403","0.0817935167563989","0.109869993492082"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","(Fach-)Abitur","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","(noch) kein Abschluss","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","AkademikerIn","39","0.0678371973378641","0.0491417646234576","0.0865326300522705"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","Hauptschule","221","0.0520584974947301","0.0461666894866142","0.0579503055028461"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1989","Realschule","62","0.0498704551971213","0.0393385515288889","0.0604023588653537"
"Ledig","1989","(Fach-)Abitur","381","0.554594152244454","0.519047907825272","0.590140396663636"
"Ledig","1989","(noch) kein Abschluss","246","0.537575223948692","0.504670824542621","0.570479623354763"
"Ledig","1989","AkademikerIn","139","0.228722879619629","0.197496925447633","0.259948833791625"
"Ledig","1989","Hauptschule","930","0.149721918856684","0.140258780563408","0.15918505714996"
"Ledig","1989","Realschule","593","0.319582126755033","0.297020370742977","0.34214388276709"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","(Fach-)Abitur","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","(noch) kein Abschluss","30","0.0239874962171167","0.0138895291768686","0.0340854632573648"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","AkademikerIn","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","Hauptschule","132","0.0228765218164897","0.0189111700084508","0.0268418736245287"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1989","Realschule","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","(Fach-)Abitur","320","0.351397964756567","0.317253768268074","0.385542161245061"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","(noch) kein Abschluss","561","0.379802855958661","0.34777279298484","0.411832918932481"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","AkademikerIn","476","0.62812605908939","0.592194425071798","0.664057693106981"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","Hauptschule","3720","0.637422387623236","0.624671918863933","0.650172856382539"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1989","Realschule","874","0.523388139658229","0.499223063860751","0.547553215455706"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","(Fach-)Abitur","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","AkademikerIn","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","Hauptschule","458","0.13792067420886","0.128775324786101","0.147066023631619"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1989","Realschule","92","0.0945713384038973","0.0804133782011799","0.108729298606615"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","(Fach-)Abitur","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","(noch) kein Abschluss","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","AkademikerIn","107","0.0803221683418177","0.0673602632462524","0.0932840734373829"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","Hauptschule","346","0.0593117465677389","0.0537716123410641","0.0648518807944136"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1990","Realschule","143","0.0561593474719307","0.04816620736883","0.0641524875750314"
"Ledig","1990","(Fach-)Abitur","451","0.576182415888467","0.543439786650402","0.608925045126532"
"Ledig","1990","(noch) kein Abschluss","259","0.503648459581816","0.470707602281327","0.536589316882305"
"Ledig","1990","AkademikerIn","210","0.179918565718555","0.1615996507649","0.19823748067221"
"Ledig","1990","Hauptschule","1010","0.139449276684727","0.131324275369339","0.147574278000115"
"Ledig","1990","Realschule","1054","0.328889108151105","0.312578169715787","0.345200046586424"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","(Fach-)Abitur","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","(noch) kein Abschluss","32","0.0285783305075674","0.0176009485315426","0.0395557124835921"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","AkademikerIn","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","Hauptschule","132","0.01911526081355","0.0159036258821471","0.022326895744953"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1990","Realschule","35","0.0113349636610939","0.0076596728119329","0.0150102545102549"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","(Fach-)Abitur","374","0.345065768810045","0.313566980419299","0.376564557200791"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","(noch) kein Abschluss","545","0.394849802505176","0.362644750268942","0.42705485474141"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","AkademikerIn","1310","0.685128916286616","0.662978300481417","0.707279532091814"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","Hauptschule","4825","0.637654334566207","0.626380250643407","0.648928418489007"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1990","Realschule","1840","0.533152176262945","0.515831281552081","0.550473070973808"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","(Fach-)Abitur","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","AkademikerIn","38","0.0325460860113336","0.0240836033254241","0.0410085686972431"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","Hauptschule","670","0.144469381367777","0.136223582160622","0.152715180574932"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1990","Realschule","115","0.0704644044529255","0.0615790457547615","0.0793497631510895"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","(Fach-)Abitur","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","(noch) kein Abschluss","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","AkademikerIn","112","0.0858600240867073","0.0724514247628769","0.0992686234105377"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","Hauptschule","340","0.0615363433849149","0.0557915632857585","0.0672811234840714"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1991","Realschule","139","0.0588893183946648","0.0506472310968568","0.0671314056924728"
"Ledig","1991","(Fach-)Abitur","453","0.545929887743229","0.513182889082646","0.578676886403813"
"Ledig","1991","(noch) kein Abschluss","266","0.499798160846959","0.466706522961832","0.532889798732086"
"Ledig","1991","AkademikerIn","201","0.171190466807067","0.153162418350797","0.189218515263336"
"Ledig","1991","Hauptschule","947","0.133695323135148","0.125559672810254","0.141830973460043"
"Ledig","1991","Realschule","1050","0.332404580100602","0.315911993667148","0.348897166534056"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","(Fach-)Abitur","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","(noch) kein Abschluss","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","AkademikerIn","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","Hauptschule","124","0.017821519024858","0.014658757815682","0.020984280234034"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1991","Realschule","37","0.0157044699608579","0.0113516270627939","0.020057312858922"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","(Fach-)Abitur","392","0.376212316643919","0.344350061527507","0.408074571760331"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","(noch) kein Abschluss","536","0.408423944780676","0.375892062979295","0.440955826582056"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","AkademikerIn","1298","0.688981884936489","0.666826550818004","0.711137219054975"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","Hauptschule","4676","0.636153244714151","0.624652155734451","0.647654333693851"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1991","Realschule","1795","0.520756114347212","0.503265942595577","0.538246286098847"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1991","(Fach-)Abitur","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1991","(noch) kein Abschluss","","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1991","AkademikerIn","42","0.0327359856804446","0.024219375170195","0.0412525961906942"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1991","Hauptschule","635","0.150793569740928","0.142239025332457","0.159348114149399"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1991","Realschule","113","0.0722455171966636","0.0631815029820572","0.08130953141127"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1992","(Fach-)Abitur","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1992","(noch) kein Abschluss","","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1992","AkademikerIn","107","0.0809546470697852","0.0678093712827052","0.0940999228568652"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1992","Hauptschule","328","0.0628656850994334","0.0569686723652061","0.0687626978336607"
