"pgfamstd","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Geschieden","1995","AkademikerIn","2","33","0.122189326173083","0.0919970443105528","0.152381608035614"
"Geschieden","1995","AkademikerIn","3","19","","",""
"Geschieden","1995","AkademikerIn","4","16","","",""
"Geschieden","1995","AkademikerIn","5 Einkommensstärkstes Quintil","24","","",""
"Verwitwet","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","18","","",""
"Verwitwet","1995","(noch) kein Abschluss","2","5","","",""
"Verwitwet","1995","(noch) kein Abschluss","3","1","","",""
"Verwitwet","1995","(noch) kein Abschluss","4","","","",""
"Verwitwet","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Verwitwet","1995","Hauptschule","1 Einkommensschwächstes Quintil","253","0.173285134002627","0.158492768705359","0.188077499299894"
"Verwitwet","1995","Hauptschule","2","181","0.153680040539158","0.137369200750938","0.169990880327379"
"Verwitwet","1995","Hauptschule","3","97","0.145288584687","0.122891920860723","0.167685248513277"
"Verwitwet","1995","Hauptschule","4","47","0.108818089631377","0.0830489220233501","0.134587257239404"
"Verwitwet","1995","Hauptschule","5 Einkommensstärkstes Quintil","30","0.233504259368098","0.171700610724387","0.295307908011809"
"Verwitwet","1995","Realschule","1 Einkommensschwächstes Quintil","30","0.0514758304467062","0.0383157136275224","0.06463594726589"
"Verwitwet","1995","Realschule","2","27","","",""
"Verwitwet","1995","Realschule","3","22","","",""
"Verwitwet","1995","Realschule","4","14","","",""
"Verwitwet","1995","Realschule","5 Einkommensstärkstes Quintil","7","","",""
"Verwitwet","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","2","","",""
"Verwitwet","1995","(Fach-)Abitur","2","4","","",""
"Verwitwet","1995","(Fach-)Abitur","3","3","","",""
"Verwitwet","1995","(Fach-)Abitur","4","4","","",""
"Verwitwet","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","3","","",""
"Verwitwet","1995","AkademikerIn","1 Einkommensschwächstes Quintil","5","","",""
"Verwitwet","1995","AkademikerIn","2","16","","",""
"Verwitwet","1995","AkademikerIn","3","7","","",""
"Verwitwet","1995","AkademikerIn","4","8","","",""
"Verwitwet","1995","AkademikerIn","5 Einkommensstärkstes Quintil","9","","",""
"Zusammenlebend","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","239","0.455560500748743","0.407645457285783","0.503475544211703"
"Zusammenlebend","1996","(noch) kein Abschluss","2","127","0.341630582465003","0.283421440718784","0.399839724211221"
"Zusammenlebend","1996","(noch) kein Abschluss","3","34","0.168894157264148","0.0910567128964824","0.246731601631815"
"Zusammenlebend","1996","(noch) kein Abschluss","4","22","","",""
"Zusammenlebend","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","4","","",""
"Zusammenlebend","1996","Hauptschule","1 Einkommensschwächstes Quintil","1524","0.571584449384117","0.551360918218467","0.591807980549766"
"Zusammenlebend","1996","Hauptschule","2","1332","0.667609983339454","0.64606833610005","0.689151630578858"
"Zusammenlebend","1996","Hauptschule","3","676","0.667614266679518","0.63821113253287","0.697017400826167"
"Zusammenlebend","1996","Hauptschule","4","383","0.631027740239881","0.592191084255517","0.669864396224244"
"Zusammenlebend","1996","Hauptschule","5 Einkommensstärkstes Quintil","133","0.589753674578706","0.522255708725043","0.657251640432368"
"Zusammenlebend","1996","Realschule","1 Einkommensschwächstes Quintil","525","0.497565499448944","0.466356884862841","0.528774114035047"
"Zusammenlebend","1996","Realschule","2","558","0.590045919401379","0.557985116942776","0.622106721859981"
"Zusammenlebend","1996","Realschule","3","356","0.546108009052811","0.506566341778426","0.585649676327195"
"Zusammenlebend","1996","Realschule","4","234","0.582171826391926","0.533348258872962","0.630995393910891"
"Zusammenlebend","1996","Realschule","5 Einkommensstärkstes Quintil","126","0.626191318893223","0.560441488587512","0.691941149198934"
"Zusammenlebend","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","153","0.381358608652811","0.329189641517912","0.433527575787711"
"Zusammenlebend","1996","(Fach-)Abitur","2","142","0.468087557355699","0.410156789596247","0.526018325115152"
"Zusammenlebend","1996","(Fach-)Abitur","3","85","0.408387871756302","0.342065230151534","0.474710513361069"
"Zusammenlebend","1996","(Fach-)Abitur","4","59","0.420161867830087","0.33531454987026","0.505009185789913"
"Zusammenlebend","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","32","0.437292221761633","0.321086795937412","0.553497647585854"
"Zusammenlebend","1996","AkademikerIn","1 Einkommensschwächstes Quintil","205","0.585086383042218","0.528766302759536","0.641406463324899"
"Zusammenlebend","1996","AkademikerIn","2","358","0.699098151025677","0.657589064645447","0.740607237405908"
"Zusammenlebend","1996","AkademikerIn","3","278","0.745094510902157","0.700138293177323","0.790050728626991"
"Zusammenlebend","1996","AkademikerIn","4","229","0.635210709318627","0.583586334731772","0.686835083905482"
"Zusammenlebend","1996","AkademikerIn","5 Einkommensstärkstes Quintil","201","0.595523673987367","0.540353117022558","0.650694230952177"
"Getrennt lebend","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","11","","",""
"Getrennt lebend","1996","(noch) kein Abschluss","2","7","","",""
"Getrennt lebend","1996","(noch) kein Abschluss","3","1","","",""
"Getrennt lebend","1996","(noch) kein Abschluss","4","2","","",""
"Getrennt lebend","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Getrennt lebend","1996","Hauptschule","1 Einkommensschwächstes Quintil","49","0.0213070630748483","0.0154054708835323","0.0272086552661644"
"Getrennt lebend","1996","Hauptschule","2","41","0.0232222206970471","0.0163350115344234","0.0301094298596708"
"Getrennt lebend","1996","Hauptschule","3","18","","",""
"Getrennt lebend","1996","Hauptschule","4","18","","",""
"Getrennt lebend","1996","Hauptschule","5 Einkommensstärkstes Quintil","7","","",""
"Getrennt lebend","1996","Realschule","1 Einkommensschwächstes Quintil","35","0.040985980736204","0.0286111354689058","0.0533608260035022"
"Getrennt lebend","1996","Realschule","2","12","","",""
"Getrennt lebend","1996","Realschule","3","11","","",""
"Getrennt lebend","1996","Realschule","4","13","","",""
"Getrennt lebend","1996","Realschule","5 Einkommensstärkstes Quintil","7","","",""
"Getrennt lebend","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","8","","",""
"Getrennt lebend","1996","(Fach-)Abitur","2","1","","",""
"Getrennt lebend","1996","(Fach-)Abitur","3","2","","",""
"Getrennt lebend","1996","(Fach-)Abitur","4","1","","",""
"Getrennt lebend","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Getrennt lebend","1996","AkademikerIn","1 Einkommensschwächstes Quintil","5","","",""
"Getrennt lebend","1996","AkademikerIn","2","9","","",""
"Getrennt lebend","1996","AkademikerIn","3","4","","",""
"Getrennt lebend","1996","AkademikerIn","4","5","","",""
"Getrennt lebend","1996","AkademikerIn","5 Einkommensstärkstes Quintil","8","","",""
"Ledig","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","131","0.406123921759233","0.358873983616222","0.453373859902243"
"Ledig","1996","(noch) kein Abschluss","2","114","0.608408616538739","0.54849959281727","0.668317640260207"
"Ledig","1996","(noch) kein Abschluss","3","50","0.772403051740495","0.685295000995384","0.859511102485606"
"Ledig","1996","(noch) kein Abschluss","4","26","","",""
"Ledig","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","21","","",""
"Ledig","1996","Hauptschule","1 Einkommensschwächstes Quintil","349","0.145263752211814","0.130863209388733","0.159664295034894"
"Ledig","1996","Hauptschule","2","197","0.101300690936286","0.0875029838648084","0.115098398007763"
"Ledig","1996","Hauptschule","3","148","0.128440148653978","0.10755639116358","0.149323906144376"
"Ledig","1996","Hauptschule","4","103","0.160315215935447","0.130785024783558","0.189845407087337"
"Ledig","1996","Hauptschule","5 Einkommensstärkstes Quintil","29","","",""
"Ledig","1996","Realschule","1 Einkommensschwächstes Quintil","329","0.313754738331262","0.284791677289346","0.342717799373179"
"Ledig","1996","Realschule","2","269","0.27339613384266","0.244341934470432","0.302450333214888"
"Ledig","1996","Realschule","3","197","0.305642499549254","0.269054566003727","0.342230433094782"
"Ledig","1996","Realschule","4","112","0.263566255327323","0.219953171030419","0.307179339624226"
"Ledig","1996","Realschule","5 Einkommensstärkstes Quintil","51","0.184638727050471","0.131909323089151","0.23736813101179"
"Ledig","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","157","0.516984715746705","0.463313026682092","0.570656404811318"
"Ledig","1996","(Fach-)Abitur","2","136","0.477891350916589","0.41989900328365","0.535883698549529"
"Ledig","1996","(Fach-)Abitur","3","115","0.51063001655777","0.443180522344782","0.578079510770758"
"Ledig","1996","(Fach-)Abitur","4","60","0.464809529372451","0.379072563069936","0.550546495674965"
"Ledig","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","32","0.436683274352276","0.320495970705931","0.55287057799862"
"Ledig","1996","AkademikerIn","1 Einkommensschwächstes Quintil","50","0.27520897281298","0.224157047571749","0.32626089805421"
"Ledig","1996","AkademikerIn","2","56","0.155466972346597","0.122673375042044","0.18826056965115"
"Ledig","1996","AkademikerIn","3","54","0.161648674079763","0.123674040573377","0.19962330758615"
"Ledig","1996","AkademikerIn","4","78","0.272247493386087","0.22451120401063","0.319983782761543"
"Ledig","1996","AkademikerIn","5 Einkommensstärkstes Quintil","62","0.223421752228871","0.176597954309051","0.27024555014869"
"Geschieden","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","13","","",""
"Geschieden","1996","(noch) kein Abschluss","2","6","","",""
"Geschieden","1996","(noch) kein Abschluss","3","2","","",""
"Geschieden","1996","(noch) kein Abschluss","4","1","","",""
"Geschieden","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Geschieden","1996","Hauptschule","1 Einkommensschwächstes Quintil","153","0.0875580532334616","0.0760066473848846","0.0991094590820387"
"Geschieden","1996","Hauptschule","2","86","0.059895856160675","0.0490446032693514","0.0707471090519985"
"Geschieden","1996","Hauptschule","3","44","0.0466370060914262","0.0334755448255566","0.0597984673572959"
"Geschieden","1996","Hauptschule","4","34","0.0639378674454843","0.0442475754678888","0.0836281594230798"
"Geschieden","1996","Hauptschule","5 Einkommensstärkstes Quintil","5","","",""
"Geschieden","1996","Realschule","1 Einkommensschwächstes Quintil","75","0.0951642272696921","0.0768481959554542","0.11348025858393"
"Geschieden","1996","Realschule","2","40","0.0778561449857061","0.0603894932081123","0.0953227967632999"
"Geschieden","1996","Realschule","3","22","","",""
"Geschieden","1996","Realschule","4","20","","",""
"Geschieden","1996","Realschule","5 Einkommensstärkstes Quintil","13","","",""
"Geschieden","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","12","","",""
"Geschieden","1996","(Fach-)Abitur","2","3","","",""
"Geschieden","1996","(Fach-)Abitur","3","5","","",""
"Geschieden","1996","(Fach-)Abitur","4","6","","",""
"Geschieden","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","3","","",""
"Geschieden","1996","AkademikerIn","1 Einkommensschwächstes Quintil","27","","",""
"Geschieden","1996","AkademikerIn","2","32","0.089442580114817","0.0636147751744335","0.1152703850552"
"Geschieden","1996","AkademikerIn","3","19","","",""
"Geschieden","1996","AkademikerIn","4","10","","",""
"Geschieden","1996","AkademikerIn","5 Einkommensstärkstes Quintil","26","","",""
"Verwitwet","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","21","","",""
"Verwitwet","1996","(noch) kein Abschluss","2","1","","",""
"Verwitwet","1996","(noch) kein Abschluss","3","2","","",""
"Verwitwet","1996","(noch) kein Abschluss","4","1","","",""
"Verwitwet","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Verwitwet","1996","Hauptschule","1 Einkommensschwächstes Quintil","225","0.17428668209576","0.158783140498457","0.189790223693063"
"Verwitwet","1996","Hauptschule","2","181","0.147971248866538","0.131734117383232","0.164208380349844"
"Verwitwet","1996","Hauptschule","3","100","0.141988500200419","0.120202235607838","0.163774764793001"
"Verwitwet","1996","Hauptschule","4","55","0.112353451355379","0.0869358837303703","0.137771018980387"
"Verwitwet","1996","Hauptschule","5 Einkommensstärkstes Quintil","30","0.227809919887001","0.170255135397823","0.285364704376179"
"Verwitwet","1996","Realschule","1 Einkommensschwächstes Quintil","22","","",""
"Verwitwet","1996","Realschule","2","25","","",""
"Verwitwet","1996","Realschule","3","23","","",""
"Verwitwet","1996","Realschule","4","13","","",""
"Verwitwet","1996","Realschule","5 Einkommensstärkstes Quintil","11","","",""
"Verwitwet","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","3","","",""
"Verwitwet","1996","(Fach-)Abitur","2","3","","",""
"Verwitwet","1996","(Fach-)Abitur","3","4","","",""
"Verwitwet","1996","(Fach-)Abitur","4","4","","",""
"Verwitwet","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","3","","",""
"Verwitwet","1996","AkademikerIn","1 Einkommensschwächstes Quintil","7","","",""
"Verwitwet","1996","AkademikerIn","2","14","","",""
"Verwitwet","1996","AkademikerIn","3","6","","",""
"Verwitwet","1996","AkademikerIn","4","12","","",""
"Verwitwet","1996","AkademikerIn","5 Einkommensstärkstes Quintil","7","","",""
"Zusammenlebend","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","214","0.3998332183488","0.35275968051398","0.446906756183621"
"Zusammenlebend","1997","(noch) kein Abschluss","2","119","0.426659994633652","0.361745340971203","0.491574648296101"
"Zusammenlebend","1997","(noch) kein Abschluss","3","45","0.217235369025956","0.141204538549637","0.293266199502275"
"Zusammenlebend","1997","(noch) kein Abschluss","4","20","","",""
"Zusammenlebend","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Zusammenlebend","1997","Hauptschule","1 Einkommensschwächstes Quintil","1406","0.580714260262355","0.559689717929684","0.601738802595027"
"Zusammenlebend","1997","Hauptschule","2","1298","0.653934312879974","0.632102891749639","0.675765734010309"
"Zusammenlebend","1997","Hauptschule","3","691","0.618393617426526","0.588712467829411","0.648074767023642"
"Zusammenlebend","1997","Hauptschule","4","363","0.633456465030564","0.593724043394634","0.673188886666495"
"Zusammenlebend","1997","Hauptschule","5 Einkommensstärkstes Quintil","140","0.655348314324423","0.590448899990669","0.720247728658177"
"Zusammenlebend","1997","Realschule","1 Einkommensschwächstes Quintil","506","0.508123941468958","0.47613061902232","0.540117263915595"
"Zusammenlebend","1997","Realschule","2","571","0.577119491023194","0.545622150043279","0.608616832003109"
"Zusammenlebend","1997","Realschule","3","331","0.550109135686206","0.509124800827791","0.591093470544622"
"Zusammenlebend","1997","Realschule","4","252","0.586866733485722","0.539435682273208","0.634297784698236"
"Zusammenlebend","1997","Realschule","5 Einkommensstärkstes Quintil","120","0.625155732626283","0.557898174054702","0.692413291197863"
"Zusammenlebend","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","155","0.429658925816862","0.374992326544865","0.484325525088858"
"Zusammenlebend","1997","(Fach-)Abitur","2","139","0.454760877656066","0.395584457119313","0.513937298192819"
"Zusammenlebend","1997","(Fach-)Abitur","3","84","0.378213322244516","0.31339198612107","0.443034658367962"
"Zusammenlebend","1997","(Fach-)Abitur","4","67","0.431535969224703","0.351196000456248","0.511875937993158"
"Zusammenlebend","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","26","","",""
"Zusammenlebend","1997","AkademikerIn","1 Einkommensschwächstes Quintil","226","0.63810807576039","0.584265733528902","0.691950417991879"
"Zusammenlebend","1997","AkademikerIn","2","310","0.662655977050517","0.617863325042841","0.707448629058193"
"Zusammenlebend","1997","AkademikerIn","3","273","0.721944549002884","0.675917299116335","0.767971798889432"
"Zusammenlebend","1997","AkademikerIn","4","228","0.577938593553936","0.526991060547587","0.628886126560286"
"Zusammenlebend","1997","AkademikerIn","5 Einkommensstärkstes Quintil","207","0.605218055950101","0.550270816546357","0.660165295353844"
"Getrennt lebend","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","12","","",""
"Getrennt lebend","1997","(noch) kein Abschluss","2","6","","",""
"Getrennt lebend","1997","(noch) kein Abschluss","3","3","","",""
"Getrennt lebend","1997","(noch) kein Abschluss","4","","","",""
"Getrennt lebend","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Getrennt lebend","1997","Hauptschule","1 Einkommensschwächstes Quintil","50","0.0238325662792497","0.0173336967000516","0.0303314358584479"
"Getrennt lebend","1997","Hauptschule","2","43","0.0231170704049036","0.0162206562878208","0.0300134845219864"
"Getrennt lebend","1997","Hauptschule","3","21","","",""
"Getrennt lebend","1997","Hauptschule","4","10","","",""
"Getrennt lebend","1997","Hauptschule","5 Einkommensstärkstes Quintil","6","","",""
"Getrennt lebend","1997","Realschule","1 Einkommensschwächstes Quintil","42","0.0541997063894504","0.0397104912486429","0.0686889215302578"
"Getrennt lebend","1997","Realschule","2","14","","",""
"Getrennt lebend","1997","Realschule","3","8","","",""
"Getrennt lebend","1997","Realschule","4","6","","",""
"Getrennt lebend","1997","Realschule","5 Einkommensstärkstes Quintil","9","","",""
"Getrennt lebend","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","12","","",""
"Getrennt lebend","1997","(Fach-)Abitur","2","1","","",""
"Getrennt lebend","1997","(Fach-)Abitur","3","4","","",""
"Getrennt lebend","1997","(Fach-)Abitur","4","","","",""
"Getrennt lebend","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Getrennt lebend","1997","AkademikerIn","1 Einkommensschwächstes Quintil","7","","",""
"Getrennt lebend","1997","AkademikerIn","2","8","","",""
"Getrennt lebend","1997","AkademikerIn","3","6","","",""
"Getrennt lebend","1997","AkademikerIn","4","10","","",""
"Getrennt lebend","1997","AkademikerIn","5 Einkommensstärkstes Quintil","9","","",""
"Ledig","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","157","0.449530390560351","0.401728218789483","0.49733256233122"
"Ledig","1997","(noch) kein Abschluss","2","88","0.513986717880806","0.448387950830058","0.579585484931555"
"Ledig","1997","(noch) kein Abschluss","3","62","0.702060086887847","0.617734309339753","0.786385864435941"
"Ledig","1997","(noch) kein Abschluss","4","31","0.677194924842173","0.552491541796489","0.801898307887856"
"Ledig","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","19","","",""
"Ledig","1997","Hauptschule","1 Einkommensschwächstes Quintil","326","0.148567736562339","0.133413726745283","0.163721746379394"
"Ledig","1997","Hauptschule","2","194","0.0984792938954883","0.0848052808452704","0.112153306945706"
"Ledig","1997","Hauptschule","3","153","0.133749101791694","0.112951766683335","0.154546436900052"
"Ledig","1997","Hauptschule","4","99","0.14157085105397","0.112825804481992","0.170315897625947"
"Ledig","1997","Hauptschule","5 Einkommensstärkstes Quintil","27","","",""
"Ledig","1997","Realschule","1 Einkommensschwächstes Quintil","300","0.304522951316561","0.275072084065338","0.333973818567783"
