year,quintil_oecd,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,2nd Quintile,Daily,0.04047,234,5190,0.03511,0.04583
2013,2nd Quintile,At least once per week,0.35202,2000,5190,0.33903,0.36502
2013,2nd Quintile,At least once per month,0.30513,1586,5190,0.29260,0.31766
2013,2nd Quintile,Seldom,0.25189,1147,5190,0.24008,0.26371
2013,2nd Quintile,Never,0.05048,223,5190,0.04453,0.05644
2013,3rd Quintile,Daily,0.03612,184,4841,0.03086,0.04138
2013,3rd Quintile,At least once per week,0.35141,1809,4841,0.33796,0.36486
2013,3rd Quintile,At least once per month,0.33784,1607,4841,0.32452,0.35117
2013,3rd Quintile,Seldom,0.23793,1081,4841,0.22594,0.24993
2013,3rd Quintile,Never,0.03670,160,4841,0.03140,0.04199
2013,4th Quintile,Daily,0.03784,167,4815,0.03245,0.04323
2013,4th Quintile,At least once per week,0.38080,1884,4815,0.36708,0.39452
2013,4th Quintile,At least once per month,0.34293,1718,4815,0.32952,0.35634
2013,4th Quintile,Seldom,0.21071,938,4815,0.19919,0.22223
2013,4th Quintile,Never,0.02773,108,4815,0.02309,0.03237
2013,5th Quintile,Daily,0.01998,122,5462,0.01627,0.02369
2013,5th Quintile,At least once per week,0.38186,2094,5462,0.36898,0.39475
2013,5th Quintile,At least once per month,0.39451,2177,5462,0.38155,0.40747
2013,5th Quintile,Seldom,0.18846,1001,5462,0.17809,0.19884
2013,5th Quintile,Never,0.01518,68,5462,0.01194,0.01843
2019,1st Quintile,Daily,0.07322,335,4438,0.06556,0.08089
2019,1st Quintile,At least once per week,0.38133,1581,4438,0.36704,0.39563
2019,1st Quintile,At least once per month,0.23985,1132,4438,0.22728,0.25241
2019,1st Quintile,Seldom,0.21958,1029,4438,0.20740,0.23176
2019,1st Quintile,Never,0.08601,361,4438,0.07776,0.09426
2019,2nd Quintile,Daily,0.03573,204,4756,0.03046,0.04101
2019,2nd Quintile,At least once per week,0.33939,1642,4756,0.32593,0.35285
2019,2nd Quintile,At least once per month,0.32839,1476,4756,0.31504,0.34174
2019,2nd Quintile,Seldom,0.24538,1166,4756,0.23315,0.25761
2019,2nd Quintile,Never,0.05111,268,4756,0.04485,0.05737
2019,3rd Quintile,Daily,0.02788,141,4408,0.02302,0.03274
2019,3rd Quintile,At least once per week,0.36874,1610,4408,0.35450,0.38299
2019,3rd Quintile,At least once per month,0.33869,1530,4408,0.32472,0.35266
2019,3rd Quintile,Seldom,0.21745,968,4408,0.20527,0.22963
2019,3rd Quintile,Never,0.04723,159,4408,0.04097,0.05350
2019,4th Quintile,Daily,0.02662,118,4255,0.02179,0.03146
2019,4th Quintile,At least once per week,0.38902,1583,4255,0.37437,0.40368
2019,4th Quintile,At least once per month,0.34113,1561,4255,0.32688,0.35538
2019,4th Quintile,Seldom,0.20728,877,4255,0.19509,0.21946
2019,4th Quintile,Never,0.03595,116,4255,0.03035,0.04154
2019,5th Quintile,Daily,0.02428,108,4796,0.01992,0.02863
2019,5th Quintile,At least once per week,0.34894,1704,4796,0.33545,0.36243
2019,5th Quintile,At least once per month,0.40245,1934,4796,0.38857,0.41633
2019,5th Quintile,Seldom,0.20413,959,4796,0.19272,0.21554
2019,5th Quintile,Never,0.02020,91,4796,0.01622,0.02418
2021,1st Quintile,Daily,0.07619,248,3237,0.06705,0.08533
2021,1st Quintile,At least once per week,0.42402,1346,3237,0.40699,0.44105
2021,1st Quintile,At least once per month,0.21567,740,3237,0.20150,0.22984
2021,1st Quintile,Seldom,0.20943,692,3237,0.19541,0.22345
2021,1st Quintile,Never,0.07469,211,3237,0.06564,0.08375
2021,2nd Quintile,Daily,0.05815,202,3339,0.05021,0.06609
2021,2nd Quintile,At least once per week,0.40016,1382,3339,0.38354,0.41678
2021,2nd Quintile,At least once per month,0.27476,928,3339,0.25962,0.28991
2021,2nd Quintile,Seldom,0.21657,691,3339,0.20259,0.23054
2021,2nd Quintile,Never,0.05035,136,3339,0.04294,0.05777
2021,3rd Quintile,Daily,0.04834,136,3095,0.04079,0.05590
2021,3rd Quintile,At least once per week,0.44680,1411,3095,0.42928,0.46432
2021,3rd Quintile,At least once per month,0.25428,850,3095,0.23894,0.26962
2021,3rd Quintile,Seldom,0.19493,575,3095,0.18097,0.20888
2021,3rd Quintile,Never,0.05565,123,3095,0.04758,0.06373
2021,4th Quintile,Daily,0.05355,148,3184,0.04573,0.06137
2021,4th Quintile,At least once per week,0.46094,1482,3184,0.44362,0.47825
2021,4th Quintile,At least once per month,0.27698,915,3184,0.26143,0.29253
2021,4th Quintile,Seldom,0.18516,565,3184,0.17166,0.19865
2021,4th Quintile,Never,0.02338,74,3184,0.01813,0.02862
2021,5th Quintile,Daily,0.04934,194,4274,0.04285,0.05584
2021,5th Quintile,At least once per week,0.46390,2014,4274,0.44895,0.47885
2021,5th Quintile,At least once per month,0.28600,1281,4274,0.27245,0.29955
2021,5th Quintile,Seldom,0.17080,676,4274,0.15951,0.18208
2021,5th Quintile,Never,0.02997,109,4274,0.02485,0.03508
