"pli0080","year","age_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Woche","2007","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2007","17-34","Hauptschule","","","",""
"Min 1x pro Woche","2007","17-34","Realschule","","","",""
"Min 1x pro Woche","2007","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2007","17-34","AkademikerIn","","","",""
"Min 1x pro Woche","2007","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2007","35-65","Hauptschule","","","",""
"Min 1x pro Woche","2007","35-65","Realschule","","","",""
"Min 1x pro Woche","2007","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2007","35-65","AkademikerIn","","","",""
"Min 1x pro Woche","2007","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2007","66 +","Hauptschule","","","",""
"Min 1x pro Woche","2007","66 +","Realschule","","","",""
"Min 1x pro Woche","2007","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2007","66 +","AkademikerIn","","","",""
"Min 1x pro Monat","2007","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2007","17-34","Hauptschule","","","",""
"Min 1x pro Monat","2007","17-34","Realschule","","","",""
"Min 1x pro Monat","2007","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2007","17-34","AkademikerIn","","","",""
"Min 1x pro Monat","2007","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2007","35-65","Hauptschule","","","",""
"Min 1x pro Monat","2007","35-65","Realschule","","","",""
"Min 1x pro Monat","2007","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2007","35-65","AkademikerIn","","","",""
"Min 1x pro Monat","2007","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2007","66 +","Hauptschule","","","",""
"Min 1x pro Monat","2007","66 +","Realschule","","","",""
"Min 1x pro Monat","2007","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2007","66 +","AkademikerIn","","","",""
"Seltener","2007","17-34","(noch) kein Abschluss","","","",""
"Seltener","2007","17-34","Hauptschule","","","",""
"Seltener","2007","17-34","Realschule","","","",""
"Seltener","2007","17-34","(Fach-)Abitur","","","",""
"Seltener","2007","17-34","AkademikerIn","","","",""
"Seltener","2007","35-65","(noch) kein Abschluss","","","",""
"Seltener","2007","35-65","Hauptschule","","","",""
"Seltener","2007","35-65","Realschule","","","",""
"Seltener","2007","35-65","(Fach-)Abitur","","","",""
"Seltener","2007","35-65","AkademikerIn","","","",""
"Seltener","2007","66 +","(noch) kein Abschluss","","","",""
"Seltener","2007","66 +","Hauptschule","","","",""
"Seltener","2007","66 +","Realschule","","","",""
"Seltener","2007","66 +","(Fach-)Abitur","","","",""
"Seltener","2007","66 +","AkademikerIn","","","",""
"Nie","2007","17-34","(noch) kein Abschluss","","","",""
"Nie","2007","17-34","Hauptschule","","","",""
"Nie","2007","17-34","Realschule","","","",""
"Nie","2007","17-34","(Fach-)Abitur","","","",""
"Nie","2007","17-34","AkademikerIn","","","",""
"Nie","2007","35-65","(noch) kein Abschluss","","","",""
"Nie","2007","35-65","Hauptschule","","","",""
"Nie","2007","35-65","Realschule","","","",""
"Nie","2007","35-65","(Fach-)Abitur","","","",""
"Nie","2007","35-65","AkademikerIn","","","",""
"Nie","2007","66 +","(noch) kein Abschluss","","","",""
"Nie","2007","66 +","Hauptschule","","","",""
"Nie","2007","66 +","Realschule","","","",""
"Nie","2007","66 +","(Fach-)Abitur","","","",""
"Nie","2007","66 +","AkademikerIn","","","",""
"Taeglich","2008","17-34","(noch) kein Abschluss","59","0.152328147182827","0.11657319600924","0.188083098356413"
"Taeglich","2008","17-34","Hauptschule","82","0.113071088682017","0.0900036698718198","0.136138507492215"
"Taeglich","2008","17-34","Realschule","99","0.0851744120672968","0.069785841585898","0.100562982548696"
"Taeglich","2008","17-34","(Fach-)Abitur","92","0.0982576235347084","0.0798086393426843","0.116706607726732"
"Taeglich","2008","17-34","AkademikerIn","","","",""
"Taeglich","2008","35-65","(noch) kein Abschluss","","","",""
"Taeglich","2008","35-65","Hauptschule","89","0.0267428156256166","0.0213609844302252","0.0321246468210079"
"Taeglich","2008","35-65","Realschule","57","0.0190604695040415","0.0143852476245354","0.0237356913835476"
"Taeglich","2008","35-65","(Fach-)Abitur","","","",""
"Taeglich","2008","35-65","AkademikerIn","41","0.018630457602116","0.0136077080427263","0.0236532071615057"
"Taeglich","2008","66 +","(noch) kein Abschluss","","","",""
"Taeglich","2008","66 +","Hauptschule","82","0.0352737771047298","0.0282007322690095","0.04234682194045"
"Taeglich","2008","66 +","Realschule","","","",""
"Taeglich","2008","66 +","(Fach-)Abitur","","","",""
"Taeglich","2008","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","2008","17-34","(noch) kein Abschluss","243","0.651578049811717","0.604168240930101","0.698987858693333"
"Min 1x pro Woche","2008","17-34","Hauptschule","393","0.546625173207251","0.510363125641486","0.582887220773017"
"Min 1x pro Woche","2008","17-34","Realschule","730","0.579539400802605","0.552326258655066","0.606752542950144"
"Min 1x pro Woche","2008","17-34","(Fach-)Abitur","581","0.588232540430578","0.557729114057315","0.618735966803841"
"Min 1x pro Woche","2008","17-34","AkademikerIn","281","0.537010003186993","0.494397974500932","0.579622031873054"
"Min 1x pro Woche","2008","35-65","(noch) kein Abschluss","43","0.420936690593147","0.324171422051126","0.517701959135169"
"Min 1x pro Woche","2008","35-65","Hauptschule","1168","0.340825660111657","0.325013944802742","0.356637375420572"
"Min 1x pro Woche","2008","35-65","Realschule","1124","0.334143028026611","0.318015381766857","0.350270674286364"
"Min 1x pro Woche","2008","35-65","(Fach-)Abitur","366","0.383088262091773","0.352667189194617","0.413509334988929"
"Min 1x pro Woche","2008","35-65","AkademikerIn","935","0.345090548938157","0.327431364717875","0.362749733158438"
"Min 1x pro Woche","2008","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2008","66 +","Hauptschule","807","0.308659596787519","0.290947733648731","0.326371459926307"
"Min 1x pro Woche","2008","66 +","Realschule","189","0.37172233223372","0.331149532436095","0.412295132031346"
"Min 1x pro Woche","2008","66 +","(Fach-)Abitur","63","0.33091311268921","0.262738795971201","0.399087429407218"
"Min 1x pro Woche","2008","66 +","AkademikerIn","285","0.337760164164241","0.306224419978518","0.369295908349963"
"Min 1x pro Monat","2008","17-34","(noch) kein Abschluss","55","0.0991578145613585","0.0694192460801368","0.12889638304258"
"Min 1x pro Monat","2008","17-34","Hauptschule","145","0.20382444473486","0.17448098205075","0.23316790741897"
"Min 1x pro Monat","2008","17-34","Realschule","299","0.223152754984939","0.200199541530222","0.246105968439657"
"Min 1x pro Monat","2008","17-34","(Fach-)Abitur","245","0.224083153836591","0.198239120908816","0.249927186764365"
"Min 1x pro Monat","2008","17-34","AkademikerIn","178","0.335578861478675","0.295226009196636","0.375931713760714"
"Min 1x pro Monat","2008","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2008","35-65","Hauptschule","1118","0.313938588541855","0.298456963514506","0.329420213569205"
"Min 1x pro Monat","2008","35-65","Realschule","1262","0.377654414677039","0.361078503877698","0.39423032547638"
"Min 1x pro Monat","2008","35-65","(Fach-)Abitur","372","0.363067254935725","0.332975056532852","0.393159453338598"
"Min 1x pro Monat","2008","35-65","AkademikerIn","1232","0.438955463227414","0.42052134477881","0.457389581676017"
"Min 1x pro Monat","2008","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2008","66 +","Hauptschule","768","0.27637632117132","0.259229438079878","0.293523204262762"
"Min 1x pro Monat","2008","66 +","Realschule","182","0.311402308140433","0.272525237398786","0.35027937888208"
"Min 1x pro Monat","2008","66 +","(Fach-)Abitur","69","0.389787835055478","0.319127268166722","0.460448401944233"
"Min 1x pro Monat","2008","66 +","AkademikerIn","321","0.324010627074495","0.292804434702987","0.355216819446002"
"Seltener","2008","17-34","(noch) kein Abschluss","","","",""
"Seltener","2008","17-34","Hauptschule","91","0.119523087301197","0.0958930887225438","0.14315308587985"
"Seltener","2008","17-34","Realschule","131","0.108657901465698","0.0915014518138948","0.125814351117501"
"Seltener","2008","17-34","(Fach-)Abitur","75","0.0802750596322794","0.0634340784263848","0.097116040838174"
"Seltener","2008","17-34","AkademikerIn","48","0.0953831802351535","0.0702803061679096","0.120486054302397"
"Seltener","2008","35-65","(noch) kein Abschluss","","","",""
"Seltener","2008","35-65","Hauptschule","945","0.278878618856764","0.263918863436607","0.293838374276921"
"Seltener","2008","35-65","Realschule","778","0.244511296902547","0.229816020354699","0.259206573450395"
"Seltener","2008","35-65","(Fach-)Abitur","204","0.201465541002069","0.176366287470125","0.226564794534012"
"Seltener","2008","35-65","AkademikerIn","552","0.185195631599521","0.170765990838811","0.199625272360231"
"Seltener","2008","66 +","(noch) kein Abschluss","","","",""
"Seltener","2008","66 +","Hauptschule","762","0.302232046317373","0.284624284620309","0.319839808014438"
"Seltener","2008","66 +","Realschule","142","0.261601008366464","0.224701966080864","0.298500050652064"
"Seltener","2008","66 +","(Fach-)Abitur","38","0.203686103867133","0.145335494758669","0.262036712975597"
"Seltener","2008","66 +","AkademikerIn","222","0.28088606418063","0.250918242991944","0.310853885369316"
"Nie","2008","17-34","(noch) kein Abschluss","","","",""
"Nie","2008","17-34","Hauptschule","","","",""
"Nie","2008","17-34","Realschule","","","",""
"Nie","2008","17-34","(Fach-)Abitur","","","",""
"Nie","2008","17-34","AkademikerIn","","","",""
"Nie","2008","35-65","(noch) kein Abschluss","","","",""
"Nie","2008","35-65","Hauptschule","132","0.0396143168641067","0.0331076043064669","0.0461210294217465"
"Nie","2008","35-65","Realschule","65","0.0246307908897621","0.0193312528872116","0.0299303288923125"
"Nie","2008","35-65","(Fach-)Abitur","","","",""
"Nie","2008","35-65","AkademikerIn","","","",""
"Nie","2008","66 +","(noch) kein Abschluss","","","",""
"Nie","2008","66 +","Hauptschule","194","0.0774582586190579","0.0672086976438663","0.0877078195942495"
"Nie","2008","66 +","Realschule","","","",""
"Nie","2008","66 +","(Fach-)Abitur","","","",""
"Nie","2008","66 +","AkademikerIn","","","",""
"Taeglich","2009","17-34","(noch) kein Abschluss","","","",""
"Taeglich","2009","17-34","Hauptschule","","","",""
"Taeglich","2009","17-34","Realschule","","","",""
"Taeglich","2009","17-34","(Fach-)Abitur","","","",""
"Taeglich","2009","17-34","AkademikerIn","","","",""
"Taeglich","2009","35-65","(noch) kein Abschluss","","","",""
"Taeglich","2009","35-65","Hauptschule","","","",""
"Taeglich","2009","35-65","Realschule","","","",""
"Taeglich","2009","35-65","(Fach-)Abitur","","","",""
"Taeglich","2009","35-65","AkademikerIn","","","",""
"Taeglich","2009","66 +","(noch) kein Abschluss","","","",""
"Taeglich","2009","66 +","Hauptschule","","","",""
"Taeglich","2009","66 +","Realschule","","","",""
"Taeglich","2009","66 +","(Fach-)Abitur","","","",""
"Taeglich","2009","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","2009","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2009","17-34","Hauptschule","","","",""
"Min 1x pro Woche","2009","17-34","Realschule","","","",""
"Min 1x pro Woche","2009","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2009","17-34","AkademikerIn","","","",""
"Min 1x pro Woche","2009","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2009","35-65","Hauptschule","","","",""
"Min 1x pro Woche","2009","35-65","Realschule","","","",""
"Min 1x pro Woche","2009","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2009","35-65","AkademikerIn","","","",""
"Min 1x pro Woche","2009","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2009","66 +","Hauptschule","","","",""
"Min 1x pro Woche","2009","66 +","Realschule","","","",""
"Min 1x pro Woche","2009","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2009","66 +","AkademikerIn","","","",""
"Min 1x pro Monat","2009","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2009","17-34","Hauptschule","","","",""
"Min 1x pro Monat","2009","17-34","Realschule","","","",""
"Min 1x pro Monat","2009","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2009","17-34","AkademikerIn","","","",""
"Min 1x pro Monat","2009","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2009","35-65","Hauptschule","","","",""
"Min 1x pro Monat","2009","35-65","Realschule","","","",""
"Min 1x pro Monat","2009","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2009","35-65","AkademikerIn","","","",""
"Min 1x pro Monat","2009","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2009","66 +","Hauptschule","","","",""
"Min 1x pro Monat","2009","66 +","Realschule","","","",""
"Min 1x pro Monat","2009","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2009","66 +","AkademikerIn","","","",""
"Seltener","2009","17-34","(noch) kein Abschluss","","","",""
"Seltener","2009","17-34","Hauptschule","","","",""
"Seltener","2009","17-34","Realschule","","","",""
"Seltener","2009","17-34","(Fach-)Abitur","","","",""
"Seltener","2009","17-34","AkademikerIn","","","",""
"Seltener","2009","35-65","(noch) kein Abschluss","","","",""
"Seltener","2009","35-65","Hauptschule","","","",""
"Seltener","2009","35-65","Realschule","","","",""
"Seltener","2009","35-65","(Fach-)Abitur","","","",""
"Seltener","2009","35-65","AkademikerIn","","","",""
"Seltener","2009","66 +","(noch) kein Abschluss","","","",""
"Seltener","2009","66 +","Hauptschule","","","",""
"Seltener","2009","66 +","Realschule","","","",""
"Seltener","2009","66 +","(Fach-)Abitur","","","",""
"Seltener","2009","66 +","AkademikerIn","","","",""
"Nie","2009","17-34","(noch) kein Abschluss","","","",""
"Nie","2009","17-34","Hauptschule","","","",""
"Nie","2009","17-34","Realschule","","","",""
"Nie","2009","17-34","(Fach-)Abitur","","","",""
"Nie","2009","17-34","AkademikerIn","","","",""
"Nie","2009","35-65","(noch) kein Abschluss","","","",""
"Nie","2009","35-65","Hauptschule","","","",""
"Nie","2009","35-65","Realschule","","","",""
"Nie","2009","35-65","(Fach-)Abitur","","","",""
"Nie","2009","35-65","AkademikerIn","","","",""
"Nie","2009","66 +","(noch) kein Abschluss","","","",""
"Nie","2009","66 +","Hauptschule","","","",""
"Nie","2009","66 +","Realschule","","","",""
"Nie","2009","66 +","(Fach-)Abitur","","","",""
"Nie","2009","66 +","AkademikerIn","","","",""
"Taeglich","2010","17-34","(noch) kein Abschluss","","","",""
"Taeglich","2010","17-34","Hauptschule","","","",""
"Taeglich","2010","17-34","Realschule","","","",""
"Taeglich","2010","17-34","(Fach-)Abitur","","","",""
"Taeglich","2010","17-34","AkademikerIn","","","",""
"Taeglich","2010","35-65","(noch) kein Abschluss","","","",""
"Taeglich","2010","35-65","Hauptschule","","","",""
"Taeglich","2010","35-65","Realschule","","","",""
"Taeglich","2010","35-65","(Fach-)Abitur","","","",""
"Taeglich","2010","35-65","AkademikerIn","","","",""
"Taeglich","2010","66 +","(noch) kein Abschluss","","","",""
"Taeglich","2010","66 +","Hauptschule","","","",""
"Taeglich","2010","66 +","Realschule","","","",""
"Taeglich","2010","66 +","(Fach-)Abitur","","","",""
"Taeglich","2010","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","2010","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2010","17-34","Hauptschule","","","",""
"Min 1x pro Woche","2010","17-34","Realschule","","","",""
"Min 1x pro Woche","2010","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2010","17-34","AkademikerIn","","","",""
"Min 1x pro Woche","2010","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2010","35-65","Hauptschule","","","",""
"Min 1x pro Woche","2010","35-65","Realschule","","","",""
"Min 1x pro Woche","2010","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2010","35-65","AkademikerIn","","","",""
"Min 1x pro Woche","2010","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2010","66 +","Hauptschule","","","",""
"Min 1x pro Woche","2010","66 +","Realschule","","","",""
"Min 1x pro Woche","2010","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2010","66 +","AkademikerIn","","","",""
"Min 1x pro Monat","2010","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2010","17-34","Hauptschule","","","",""
"Min 1x pro Monat","2010","17-34","Realschule","","","",""
"Min 1x pro Monat","2010","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2010","17-34","AkademikerIn","","","",""
"Min 1x pro Monat","2010","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2010","35-65","Hauptschule","","","",""
"Min 1x pro Monat","2010","35-65","Realschule","","","",""
"Min 1x pro Monat","2010","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2010","35-65","AkademikerIn","","","",""
"Min 1x pro Monat","2010","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2010","66 +","Hauptschule","","","",""
"Min 1x pro Monat","2010","66 +","Realschule","","","",""
"Min 1x pro Monat","2010","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2010","66 +","AkademikerIn","","","",""
"Seltener","2010","17-34","(noch) kein Abschluss","","","",""
"Seltener","2010","17-34","Hauptschule","","","",""
"Seltener","2010","17-34","Realschule","","","",""
"Seltener","2010","17-34","(Fach-)Abitur","","","",""
"Seltener","2010","17-34","AkademikerIn","","","",""
"Seltener","2010","35-65","(noch) kein Abschluss","","","",""
"Seltener","2010","35-65","Hauptschule","","","",""
"Seltener","2010","35-65","Realschule","","","",""
"Seltener","2010","35-65","(Fach-)Abitur","","","",""
"Seltener","2010","35-65","AkademikerIn","","","",""
"Seltener","2010","66 +","(noch) kein Abschluss","","","",""
"Seltener","2010","66 +","Hauptschule","","","",""
"Seltener","2010","66 +","Realschule","","","",""
"Seltener","2010","66 +","(Fach-)Abitur","","","",""
"Seltener","2010","66 +","AkademikerIn","","","",""
"Nie","2010","17-34","(noch) kein Abschluss","","","",""
"Nie","2010","17-34","Hauptschule","","","",""
"Nie","2010","17-34","Realschule","","","",""
"Nie","2010","17-34","(Fach-)Abitur","","","",""
"Nie","2010","17-34","AkademikerIn","","","",""
"Nie","2010","35-65","(noch) kein Abschluss","","","",""
"Nie","2010","35-65","Hauptschule","","","",""
"Nie","2010","35-65","Realschule","","","",""
"Nie","2010","35-65","(Fach-)Abitur","","","",""
"Nie","2010","35-65","AkademikerIn","","","",""
"Nie","2010","66 +","(noch) kein Abschluss","","","",""
"Nie","2010","66 +","Hauptschule","","","",""
"Nie","2010","66 +","Realschule","","","",""
"Nie","2010","66 +","(Fach-)Abitur","","","",""
"Nie","2010","66 +","AkademikerIn","","","",""
"Taeglich","2011","17-34","(noch) kein Abschluss","","","",""
"Taeglich","2011","17-34","Hauptschule","","","",""
"Taeglich","2011","17-34","Realschule","","","",""
"Taeglich","2011","17-34","(Fach-)Abitur","","","",""
"Taeglich","2011","17-34","AkademikerIn","","","",""
"Taeglich","2011","35-65","(noch) kein Abschluss","","","",""
"Taeglich","2011","35-65","Hauptschule","","","",""
"Taeglich","2011","35-65","Realschule","","","",""
"Taeglich","2011","35-65","(Fach-)Abitur","","","",""
"Taeglich","2011","35-65","AkademikerIn","","","",""
"Taeglich","2011","66 +","(noch) kein Abschluss","","","",""
"Taeglich","2011","66 +","Hauptschule","","","",""
"Taeglich","2011","66 +","Realschule","","","",""
"Taeglich","2011","66 +","(Fach-)Abitur","","","",""
"Taeglich","2011","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","2011","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2011","17-34","Hauptschule","","","",""
"Min 1x pro Woche","2011","17-34","Realschule","","","",""
"Min 1x pro Woche","2011","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2011","17-34","AkademikerIn","","","",""
"Min 1x pro Woche","2011","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2011","35-65","Hauptschule","","","",""
"Min 1x pro Woche","2011","35-65","Realschule","","","",""
"Min 1x pro Woche","2011","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2011","35-65","AkademikerIn","","","",""
"Min 1x pro Woche","2011","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2011","66 +","Hauptschule","","","",""
"Min 1x pro Woche","2011","66 +","Realschule","","","",""
"Min 1x pro Woche","2011","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2011","66 +","AkademikerIn","","","",""
"Min 1x pro Monat","2011","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2011","17-34","Hauptschule","","","",""
"Min 1x pro Monat","2011","17-34","Realschule","","","",""
"Min 1x pro Monat","2011","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2011","17-34","AkademikerIn","","","",""
"Min 1x pro Monat","2011","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2011","35-65","Hauptschule","","","",""
"Min 1x pro Monat","2011","35-65","Realschule","","","",""
"Min 1x pro Monat","2011","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2011","35-65","AkademikerIn","","","",""
"Min 1x pro Monat","2011","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2011","66 +","Hauptschule","","","",""
"Min 1x pro Monat","2011","66 +","Realschule","","","",""
"Min 1x pro Monat","2011","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2011","66 +","AkademikerIn","","","",""
"Seltener","2011","17-34","(noch) kein Abschluss","","","",""
"Seltener","2011","17-34","Hauptschule","","","",""
"Seltener","2011","17-34","Realschule","","","",""
"Seltener","2011","17-34","(Fach-)Abitur","","","",""
"Seltener","2011","17-34","AkademikerIn","","","",""
"Seltener","2011","35-65","(noch) kein Abschluss","","","",""
"Seltener","2011","35-65","Hauptschule","","","",""
"Seltener","2011","35-65","Realschule","","","",""
"Seltener","2011","35-65","(Fach-)Abitur","","","",""
"Seltener","2011","35-65","AkademikerIn","","","",""
"Seltener","2011","66 +","(noch) kein Abschluss","","","",""
"Seltener","2011","66 +","Hauptschule","","","",""
"Seltener","2011","66 +","Realschule","","","",""
"Seltener","2011","66 +","(Fach-)Abitur","","","",""
"Seltener","2011","66 +","AkademikerIn","","","",""
"Nie","2011","17-34","(noch) kein Abschluss","","","",""
"Nie","2011","17-34","Hauptschule","","","",""
"Nie","2011","17-34","Realschule","","","",""
"Nie","2011","17-34","(Fach-)Abitur","","","",""
"Nie","2011","17-34","AkademikerIn","","","",""
"Nie","2011","35-65","(noch) kein Abschluss","","","",""
"Nie","2011","35-65","Hauptschule","","","",""
"Nie","2011","35-65","Realschule","","","",""
"Nie","2011","35-65","(Fach-)Abitur","","","",""
"Nie","2011","35-65","AkademikerIn","","","",""
"Nie","2011","66 +","(noch) kein Abschluss","","","",""
"Nie","2011","66 +","Hauptschule","","","",""
"Nie","2011","66 +","Realschule","","","",""
"Nie","2011","66 +","(Fach-)Abitur","","","",""
"Nie","2011","66 +","AkademikerIn","","","",""
"Taeglich","2012","17-34","(noch) kein Abschluss","","","",""
"Taeglich","2012","17-34","Hauptschule","","","",""
"Taeglich","2012","17-34","Realschule","","","",""
"Taeglich","2012","17-34","(Fach-)Abitur","","","",""
"Taeglich","2012","17-34","AkademikerIn","","","",""
"Taeglich","2012","35-65","(noch) kein Abschluss","","","",""
"Taeglich","2012","35-65","Hauptschule","","","",""
"Taeglich","2012","35-65","Realschule","","","",""
"Taeglich","2012","35-65","(Fach-)Abitur","","","",""
"Taeglich","2012","35-65","AkademikerIn","","","",""
"Taeglich","2012","66 +","(noch) kein Abschluss","","","",""
"Taeglich","2012","66 +","Hauptschule","","","",""
"Taeglich","2012","66 +","Realschule","","","",""
"Taeglich","2012","66 +","(Fach-)Abitur","","","",""
"Taeglich","2012","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","2012","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2012","17-34","Hauptschule","","","",""
"Min 1x pro Woche","2012","17-34","Realschule","","","",""
"Min 1x pro Woche","2012","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2012","17-34","AkademikerIn","","","",""
"Min 1x pro Woche","2012","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2012","35-65","Hauptschule","","","",""
"Min 1x pro Woche","2012","35-65","Realschule","","","",""
"Min 1x pro Woche","2012","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2012","35-65","AkademikerIn","","","",""
"Min 1x pro Woche","2012","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2012","66 +","Hauptschule","","","",""
"Min 1x pro Woche","2012","66 +","Realschule","","","",""
"Min 1x pro Woche","2012","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2012","66 +","AkademikerIn","","","",""
"Min 1x pro Monat","2012","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2012","17-34","Hauptschule","","","",""
"Min 1x pro Monat","2012","17-34","Realschule","","","",""
"Min 1x pro Monat","2012","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2012","17-34","AkademikerIn","","","",""
"Min 1x pro Monat","2012","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2012","35-65","Hauptschule","","","",""
"Min 1x pro Monat","2012","35-65","Realschule","","","",""
"Min 1x pro Monat","2012","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2012","35-65","AkademikerIn","","","",""
"Min 1x pro Monat","2012","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2012","66 +","Hauptschule","","","",""
"Min 1x pro Monat","2012","66 +","Realschule","","","",""
"Min 1x pro Monat","2012","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2012","66 +","AkademikerIn","","","",""
"Seltener","2012","17-34","(noch) kein Abschluss","","","",""
"Seltener","2012","17-34","Hauptschule","","","",""
"Seltener","2012","17-34","Realschule","","","",""
"Seltener","2012","17-34","(Fach-)Abitur","","","",""
"Seltener","2012","17-34","AkademikerIn","","","",""
"Seltener","2012","35-65","(noch) kein Abschluss","","","",""
"Seltener","2012","35-65","Hauptschule","","","",""
"Seltener","2012","35-65","Realschule","","","",""
"Seltener","2012","35-65","(Fach-)Abitur","","","",""
"Seltener","2012","35-65","AkademikerIn","","","",""
"Seltener","2012","66 +","(noch) kein Abschluss","","","",""
"Seltener","2012","66 +","Hauptschule","","","",""
"Seltener","2012","66 +","Realschule","","","",""
"Seltener","2012","66 +","(Fach-)Abitur","","","",""
"Seltener","2012","66 +","AkademikerIn","","","",""
"Nie","2012","17-34","(noch) kein Abschluss","","","",""
"Nie","2012","17-34","Hauptschule","","","",""
"Nie","2012","17-34","Realschule","","","",""
"Nie","2012","17-34","(Fach-)Abitur","","","",""
"Nie","2012","17-34","AkademikerIn","","","",""
"Nie","2012","35-65","(noch) kein Abschluss","","","",""
"Nie","2012","35-65","Hauptschule","","","",""
"Nie","2012","35-65","Realschule","","","",""
"Nie","2012","35-65","(Fach-)Abitur","","","",""
"Nie","2012","35-65","AkademikerIn","","","",""
"Nie","2012","66 +","(noch) kein Abschluss","","","",""
"Nie","2012","66 +","Hauptschule","","","",""
"Nie","2012","66 +","Realschule","","","",""
"Nie","2012","66 +","(Fach-)Abitur","","","",""
"Nie","2012","66 +","AkademikerIn","","","",""
"Taeglich","2013","17-34","(noch) kein Abschluss","78","0.145102155244449","0.115613711415065","0.174590599073832"
"Taeglich","2013","17-34","Hauptschule","138","0.150654673717263","0.128572019085143","0.172737328349382"
"Taeglich","2013","17-34","Realschule","143","0.0834202533263291","0.0696052923792327","0.0972352142734255"
