"pli0080","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Monat","1992","(Fach-)Abitur","Staedtischer Raum","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","Laendlicher Raum","","","",""
"Min 1x pro Monat","1992","AkademikerIn","Staedtischer Raum","","","",""
"Min 1x pro Monat","1992","AkademikerIn","Laendlicher Raum","","","",""
"Seltener","1992","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Seltener","1992","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Seltener","1992","Hauptschule","Staedtischer Raum","","","",""
"Seltener","1992","Hauptschule","Laendlicher Raum","","","",""
"Seltener","1992","Realschule","Staedtischer Raum","","","",""
"Seltener","1992","Realschule","Laendlicher Raum","","","",""
"Seltener","1992","(Fach-)Abitur","Staedtischer Raum","","","",""
"Seltener","1992","(Fach-)Abitur","Laendlicher Raum","","","",""
"Seltener","1992","AkademikerIn","Staedtischer Raum","","","",""
"Seltener","1992","AkademikerIn","Laendlicher Raum","","","",""
"Nie","1992","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nie","1992","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nie","1992","Hauptschule","Staedtischer Raum","","","",""
"Nie","1992","Hauptschule","Laendlicher Raum","","","",""
"Nie","1992","Realschule","Staedtischer Raum","","","",""
"Nie","1992","Realschule","Laendlicher Raum","","","",""
"Nie","1992","(Fach-)Abitur","Staedtischer Raum","","","",""
"Nie","1992","(Fach-)Abitur","Laendlicher Raum","","","",""
"Nie","1992","AkademikerIn","Staedtischer Raum","","","",""
"Nie","1992","AkademikerIn","Laendlicher Raum","","","",""
"Taeglich","1993","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Taeglich","1993","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Taeglich","1993","Hauptschule","Staedtischer Raum","","","",""
"Taeglich","1993","Hauptschule","Laendlicher Raum","","","",""
"Taeglich","1993","Realschule","Staedtischer Raum","","","",""
"Taeglich","1993","Realschule","Laendlicher Raum","","","",""
"Taeglich","1993","(Fach-)Abitur","Staedtischer Raum","","","",""
"Taeglich","1993","(Fach-)Abitur","Laendlicher Raum","","","",""
"Taeglich","1993","AkademikerIn","Staedtischer Raum","","","",""
"Taeglich","1993","AkademikerIn","Laendlicher Raum","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Min 1x pro Woche","1993","Hauptschule","Staedtischer Raum","","","",""
"Min 1x pro Woche","1993","Hauptschule","Laendlicher Raum","","","",""
"Min 1x pro Woche","1993","Realschule","Staedtischer Raum","","","",""
"Min 1x pro Woche","1993","Realschule","Laendlicher Raum","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Staedtischer Raum","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Laendlicher Raum","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Staedtischer Raum","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Laendlicher Raum","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Min 1x pro Monat","1993","Hauptschule","Staedtischer Raum","","","",""
"Min 1x pro Monat","1993","Hauptschule","Laendlicher Raum","","","",""
"Min 1x pro Monat","1993","Realschule","Staedtischer Raum","","","",""
"Min 1x pro Monat","1993","Realschule","Laendlicher Raum","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Staedtischer Raum","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Laendlicher Raum","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Staedtischer Raum","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Laendlicher Raum","","","",""
"Seltener","1993","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Seltener","1993","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Seltener","1993","Hauptschule","Staedtischer Raum","","","",""
"Seltener","1993","Hauptschule","Laendlicher Raum","","","",""
"Seltener","1993","Realschule","Staedtischer Raum","","","",""
"Seltener","1993","Realschule","Laendlicher Raum","","","",""
"Seltener","1993","(Fach-)Abitur","Staedtischer Raum","","","",""
"Seltener","1993","(Fach-)Abitur","Laendlicher Raum","","","",""
"Seltener","1993","AkademikerIn","Staedtischer Raum","","","",""
"Seltener","1993","AkademikerIn","Laendlicher Raum","","","",""
"Nie","1993","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nie","1993","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nie","1993","Hauptschule","Staedtischer Raum","","","",""
"Nie","1993","Hauptschule","Laendlicher Raum","","","",""
"Nie","1993","Realschule","Staedtischer Raum","","","",""
"Nie","1993","Realschule","Laendlicher Raum","","","",""
"Nie","1993","(Fach-)Abitur","Staedtischer Raum","","","",""
"Nie","1993","(Fach-)Abitur","Laendlicher Raum","","","",""
"Nie","1993","AkademikerIn","Staedtischer Raum","","","",""
"Nie","1993","AkademikerIn","Laendlicher Raum","","","",""
"Taeglich","1994","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Taeglich","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Taeglich","1994","Hauptschule","Staedtischer Raum","","","",""
"Taeglich","1994","Hauptschule","Laendlicher Raum","","","",""
"Taeglich","1994","Realschule","Staedtischer Raum","","","",""
"Taeglich","1994","Realschule","Laendlicher Raum","","","",""
"Taeglich","1994","(Fach-)Abitur","Staedtischer Raum","","","",""
"Taeglich","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"Taeglich","1994","AkademikerIn","Staedtischer Raum","","","",""
"Taeglich","1994","AkademikerIn","Laendlicher Raum","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Min 1x pro Woche","1994","Hauptschule","Staedtischer Raum","","","",""
"Min 1x pro Woche","1994","Hauptschule","Laendlicher Raum","","","",""
"Min 1x pro Woche","1994","Realschule","Staedtischer Raum","","","",""
"Min 1x pro Woche","1994","Realschule","Laendlicher Raum","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","Staedtischer Raum","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"Min 1x pro Woche","1994","AkademikerIn","Staedtischer Raum","","","",""
"Min 1x pro Woche","1994","AkademikerIn","Laendlicher Raum","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Min 1x pro Monat","1994","Hauptschule","Staedtischer Raum","","","",""
"Min 1x pro Monat","1994","Hauptschule","Laendlicher Raum","","","",""
"Min 1x pro Monat","1994","Realschule","Staedtischer Raum","","","",""
"Min 1x pro Monat","1994","Realschule","Laendlicher Raum","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","Staedtischer Raum","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"Min 1x pro Monat","1994","AkademikerIn","Staedtischer Raum","","","",""
"Min 1x pro Monat","1994","AkademikerIn","Laendlicher Raum","","","",""
"Seltener","1994","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Seltener","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Seltener","1994","Hauptschule","Staedtischer Raum","","","",""
"Seltener","1994","Hauptschule","Laendlicher Raum","","","",""
"Seltener","1994","Realschule","Staedtischer Raum","","","",""
"Seltener","1994","Realschule","Laendlicher Raum","","","",""
"Seltener","1994","(Fach-)Abitur","Staedtischer Raum","","","",""
"Seltener","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"Seltener","1994","AkademikerIn","Staedtischer Raum","","","",""
"Seltener","1994","AkademikerIn","Laendlicher Raum","","","",""
"Nie","1994","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nie","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nie","1994","Hauptschule","Staedtischer Raum","","","",""
"Nie","1994","Hauptschule","Laendlicher Raum","","","",""
"Nie","1994","Realschule","Staedtischer Raum","","","",""
"Nie","1994","Realschule","Laendlicher Raum","","","",""
"Nie","1994","(Fach-)Abitur","Staedtischer Raum","","","",""
"Nie","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"Nie","1994","AkademikerIn","Staedtischer Raum","","","",""
"Nie","1994","AkademikerIn","Laendlicher Raum","","","",""
"Taeglich","1995","(noch) kein Abschluss","Staedtischer Raum","102","","",""
"Taeglich","1995","(noch) kein Abschluss","Laendlicher Raum","32","0.15028599454473","0.0982259606261069","0.202346028463354"
"Taeglich","1995","Hauptschule","Staedtischer Raum","271","","",""
"Taeglich","1995","Hauptschule","Laendlicher Raum","105","","",""
"Taeglich","1995","Realschule","Staedtischer Raum","105","","",""
"Taeglich","1995","Realschule","Laendlicher Raum","67","0.0471212974478548","0.0358387836446854","0.0584038112510243"
"Taeglich","1995","(Fach-)Abitur","Staedtischer Raum","73","0.104661567996116","0.0835413422697455","0.125781793722486"
"Taeglich","1995","(Fach-)Abitur","Laendlicher Raum","21","","",""
"Taeglich","1995","AkademikerIn","Staedtischer Raum","23","","",""
"Taeglich","1995","AkademikerIn","Laendlicher Raum","20","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","Staedtischer Raum","366","0.506636328178785","0.469386284068648","0.543886372288921"
"Min 1x pro Woche","1995","(noch) kein Abschluss","Laendlicher Raum","100","","",""
"Min 1x pro Woche","1995","Hauptschule","Staedtischer Raum","1668","","",""
"Min 1x pro Woche","1995","Hauptschule","Laendlicher Raum","703","0.352584193995558","0.3317799739216","0.373388414069516"
"Min 1x pro Woche","1995","Realschule","Staedtischer Raum","773","0.43619067230966","0.412896192273846","0.459485152345473"
"Min 1x pro Woche","1995","Realschule","Laendlicher Raum","491","0.376751347931972","0.350950348763087","0.402552347100857"
"Min 1x pro Woche","1995","(Fach-)Abitur","Staedtischer Raum","437","0.530315703481019","0.495882170294018","0.56474923666802"
"Min 1x pro Woche","1995","(Fach-)Abitur","Laendlicher Raum","120","","",""
"Min 1x pro Woche","1995","AkademikerIn","Staedtischer Raum","441","0.435693344319759","0.406337750964155","0.465048937675363"
"Min 1x pro Woche","1995","AkademikerIn","Laendlicher Raum","180","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","Staedtischer Raum","136","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","Laendlicher Raum","27","","",""
"Min 1x pro Monat","1995","Hauptschule","Staedtischer Raum","1194","","",""
"Min 1x pro Monat","1995","Hauptschule","Laendlicher Raum","600","0.289414471755503","0.269667674303712","0.309161269207294"
"Min 1x pro Monat","1995","Realschule","Staedtischer Raum","514","0.299176621267676","0.277667789508016","0.320685453027336"
"Min 1x pro Monat","1995","Realschule","Laendlicher Raum","441","0.32294359423248","0.298046182213788","0.347841006251172"
"Min 1x pro Monat","1995","(Fach-)Abitur","Staedtischer Raum","211","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","Laendlicher Raum","61","0.223465425443412","0.171931075981024","0.274999774905799"
"Min 1x pro Monat","1995","AkademikerIn","Staedtischer Raum","400","0.345097970499584","0.316952910118847","0.373243030880321"
"Min 1x pro Monat","1995","AkademikerIn","Laendlicher Raum","230","","",""
"Seltener","1995","(noch) kein Abschluss","Staedtischer Raum","66","0.0950947986069442","0.0732385829333082","0.11695101428058"
"Seltener","1995","(noch) kein Abschluss","Laendlicher Raum","21","","",""
"Seltener","1995","Hauptschule","Staedtischer Raum","781","0.221671420994802","0.208919742786405","0.2344230992032"
"Seltener","1995","Hauptschule","Laendlicher Raum","533","0.25452386403409","0.235556390045854","0.273491338022326"
"Seltener","1995","Realschule","Staedtischer Raum","321","0.188836746581973","0.17045248907953","0.207221004084417"
"Seltener","1995","Realschule","Laendlicher Raum","330","0.237161053832228","0.214513747321488","0.259808360342968"
"Seltener","1995","(Fach-)Abitur","Staedtischer Raum","77","0.0923259649824711","0.072353199274178","0.112298730690764"
"Seltener","1995","(Fach-)Abitur","Laendlicher Raum","45","0.169252311334756","0.122863514859971","0.215641107809542"
"Seltener","1995","AkademikerIn","Staedtischer Raum","223","","",""
"Seltener","1995","AkademikerIn","Laendlicher Raum","203","","",""
"Nie","1995","(noch) kein Abschluss","Staedtischer Raum","22","","",""
"Nie","1995","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Nie","1995","Hauptschule","Staedtischer Raum","162","","",""
"Nie","1995","Hauptschule","Laendlicher Raum","85","0.0470328505314959","0.0378141865363367","0.0562515145266552"
"Nie","1995","Realschule","Staedtischer Raum","28","","",""
"Nie","1995","Realschule","Laendlicher Raum","26","","",""
"Nie","1995","(Fach-)Abitur","Staedtischer Raum","9","0.0145407041034202","0.00628178166870906","0.0227996265381313"
"Nie","1995","(Fach-)Abitur","Laendlicher Raum","4","0.0252380608316139","0.00583418426437773","0.04464193739885"
"Nie","1995","AkademikerIn","Staedtischer Raum","9","0.0099235641711126","0.00405528160874183","0.0157918467334834"
"Nie","1995","AkademikerIn","Laendlicher Raum","20","","",""
"Taeglich","1996","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Taeglich","1996","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Taeglich","1996","Hauptschule","Staedtischer Raum","","","",""
"Taeglich","1996","Hauptschule","Laendlicher Raum","","","",""
"Taeglich","1996","Realschule","Staedtischer Raum","","","",""
"Taeglich","1996","Realschule","Laendlicher Raum","","","",""
"Taeglich","1996","(Fach-)Abitur","Staedtischer Raum","","","",""
"Taeglich","1996","(Fach-)Abitur","Laendlicher Raum","","","",""
"Taeglich","1996","AkademikerIn","Staedtischer Raum","","","",""
"Taeglich","1996","AkademikerIn","Laendlicher Raum","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Min 1x pro Woche","1996","Hauptschule","Staedtischer Raum","","","",""
"Min 1x pro Woche","1996","Hauptschule","Laendlicher Raum","","","",""
"Min 1x pro Woche","1996","Realschule","Staedtischer Raum","","","",""
"Min 1x pro Woche","1996","Realschule","Laendlicher Raum","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Staedtischer Raum","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","Laendlicher Raum","","","",""
"Min 1x pro Woche","1996","AkademikerIn","Staedtischer Raum","","","",""
"Min 1x pro Woche","1996","AkademikerIn","Laendlicher Raum","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Min 1x pro Monat","1996","Hauptschule","Staedtischer Raum","","","",""
"Min 1x pro Monat","1996","Hauptschule","Laendlicher Raum","","","",""
"Min 1x pro Monat","1996","Realschule","Staedtischer Raum","","","",""
"Min 1x pro Monat","1996","Realschule","Laendlicher Raum","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Staedtischer Raum","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","Laendlicher Raum","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Staedtischer Raum","","","",""
"Min 1x pro Monat","1996","AkademikerIn","Laendlicher Raum","","","",""
"Seltener","1996","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Seltener","1996","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Seltener","1996","Hauptschule","Staedtischer Raum","","","",""
"Seltener","1996","Hauptschule","Laendlicher Raum","","","",""
"Seltener","1996","Realschule","Staedtischer Raum","","","",""
"Seltener","1996","Realschule","Laendlicher Raum","","","",""
"Seltener","1996","(Fach-)Abitur","Staedtischer Raum","","","",""
"Seltener","1996","(Fach-)Abitur","Laendlicher Raum","","","",""
"Seltener","1996","AkademikerIn","Staedtischer Raum","","","",""
"Seltener","1996","AkademikerIn","Laendlicher Raum","","","",""
"Nie","1996","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Nie","1996","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nie","1996","Hauptschule","Staedtischer Raum","","","",""
"Nie","1996","Hauptschule","Laendlicher Raum","","","",""
"Nie","1996","Realschule","Staedtischer Raum","","","",""
"Nie","1996","Realschule","Laendlicher Raum","","","",""
"Nie","1996","(Fach-)Abitur","Staedtischer Raum","","","",""
"Nie","1996","(Fach-)Abitur","Laendlicher Raum","","","",""
"Nie","1996","AkademikerIn","Staedtischer Raum","","","",""
"Nie","1996","AkademikerIn","Laendlicher Raum","","","",""
"Taeglich","1997","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Taeglich","1997","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Taeglich","1997","Hauptschule","Staedtischer Raum","","","",""
"Taeglich","1997","Hauptschule","Laendlicher Raum","","","",""
"Taeglich","1997","Realschule","Staedtischer Raum","","","",""
"Taeglich","1997","Realschule","Laendlicher Raum","","","",""
"Taeglich","1997","(Fach-)Abitur","Staedtischer Raum","","","",""
"Taeglich","1997","(Fach-)Abitur","Laendlicher Raum","","","",""
"Taeglich","1997","AkademikerIn","Staedtischer Raum","","","",""
"Taeglich","1997","AkademikerIn","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Hauptschule","Staedtischer Raum","","","",""
