"year","hhtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2009","(Ehe-)Paar ohne Kind(er)","1734.9","1531.67","7100","866.67","1133.33","2000","2700","5133.33","1705.72","1764.08","200","20000","1573.33337402344","1666.66662597656"
"2009","1-Pers.- Haushalt","1497.96","1299","2860","699","935","1800","2500","4750","1459.39","1536.53","0","22000","1300","1350"
"2009","Alleinerziehende","1078.49","948.68","1589","538.46","750","1266.67","1750","3000","1047.99","1108.99","124.67","6000","950","1000"
"2009","Paar mit Kind(ern)","1445.4","1302.17","11228","794.44","1000","1714.29","2222.22","3809.52","1430.61","1460.19","186","14350","1350","1388.88891601562"
"2009","Sonstige","1321.26","1240.38","444","650","960","1600","2300","2900","1265.06","1377.46","138.4","2900","1186.66662597656","1285.71435546875"
"2010","(Ehe-)Paar ohne Kind(er)","1795.75","1564","6744","900","1200","2133.33","2833.33","5000","1767.28","1824.22","100","16666.67","1666.66662597656","1666.66662597656"
"2010","1-Pers.- Haushalt","1563.73","1337","2711","700","962","1900","2600","5000","1518.57","1608.89","0","25000","1300","1400"
"2010","Alleinerziehende","1109.33","955.76","4747","600","755","1333.33","1750","2933.33","1093.36","1125.3","239.33","11538.46","933.333312988281","947.368408203125"
"2010","Paar mit Kind(ern)","1504.43","1380.48","22667","800","1033.33","1777.78","2333.33","4444.44","1493.61","1515.25","102.22","14583.33","1217.39135742188","1238.09533691406"
"2010","Sonstige","1337.82","1341.9","599","625","830","1557.14","2033.33","3600","1286.56","1389.08","232","4100","1111.11108398438","1218.46154785156"
"2011","(Ehe-)Paar ohne Kind(er)","1836.35","1598.67","8748","900","1200","2200","3000","5640","1809.55","1863.15","212","36666.67","1666.66662597656","1666.66662597656"
"2011","1-Pers.- Haushalt","1547.73","1299","3551","700","958","1900","2600","5000","1512.04","1583.42","40","20000","1300","1340"
"2011","Alleinerziehende","1136.08","997.81","5866","600","769.23","1333.33","1786.67","3133.33","1122.34","1149.82","230","7433.33","961.538513183594","1000"
"2011","Paar mit Kind(ern)","1527.27","1396.81","25054","777.78","1040","1833.33","2391.3","4152","1517.14","1537.4","119.05","13888.89","1295.23815917969","1323.52941894531"
"2011","Sonstige","1217.03","1102.63","782","621.21","800","1466.67","2000","2800","1177.65","1256.41","250","3500","1040","1133.33337402344"
"2012","(Ehe-)Paar ohne Kind(er)","1895","1665.33","8900","933.33","1233.33","2333.33","3055.33","5600","1870.39","1919.61","200","28000","1666.66662597656","1666.66662597656"
"2012","1-Pers.- Haushalt","1553.79","1399","3682","700","982","1900","2500","5000","1519.6","1587.98","96","20000","1307","1400"
"2012","Alleinerziehende","1206.42","1049.38","5593","666.67","833.33","1400","1900","3652.17","1191.04","1221.8","250","8461.54","1000","1017.85717773438"
"2012","Paar mit Kind(ern)","1583.1","1428.29","23464","833.33","1086.96","1900","2500","4074.07","1570.83","1595.37","81.67","31034.48","1333.33337402344","1361.29040527344"
"2012","Sonstige","1347.68","1184.69","766","666.67","806.45","1600","2000","4000","1279.64","1415.72","170","12000","1128.205078125","1200"
"2013","(Ehe-)Paar ohne Kind(er)","1933.08","1661.33","9278","933.33","1266.67","2333.33","3133.33","5533.33","1905.92","1960.24","166.67","46666.67","1666.66662597656","1666.66662597656"
"2013","1-Pers.- Haushalt","1602.26","1397.5","3843","720","990","2000","2700","5000","1565.29","1639.23","0","40000","1320","1400"
"2013","Alleinerziehende","1184.92","1051.53","5802","666.67","826.09","1400","1866.67","3076.92","1170.93","1198.91","195.86","7692.31","1000","1030.71435546875"
"2013","Paar mit Kind(ern)","1597.68","1428.57","26921","800","1047.62","1913.04","2500","4761.9","1587.59","1607.77","175","15000","1333.33337402344","1333.33337402344"
"2013","Sonstige","1236.47","1109.13","1820","600","806.45","1600","2000","3666.67","1211.76","1261.18","240","4000","1000","1105.26318359375"
"2014","(Ehe-)Paar ohne Kind(er)","1999.1","1731","8726","1000","1290.67","2333.33","3320.67","6000","1969.51","2028.69","200","43333.33","1693.33337402344","1733.33337402344"
"2014","1-Pers.- Haushalt","1619.84","1395.5","3566","730","1000","2000","2800","4750","1582.51","1657.17","150","35000","1351","1400"
"2014","Alleinerziehende","1199.48","1067.14","4688","666.67","842.61","1388.89","1923.08","3333.33","1182.37","1216.59","200","11538.46","1026.15393066406","1061.53845214844"
"2014","Paar mit Kind(ern)","1669.21","1495.24","23106","833.33","1100","2000","2633","4500","1657.99","1680.43","83.33","13333.33","1400","1428.57153320312"
"2014","Sonstige","1270.4","1197.22","1421","627.91","866.67","1520","2000","2866.67","1241.68","1299.12","285.71","3500","1076.92309570312","1173.9130859375"
"2015","(Ehe-)Paar ohne Kind(er)","2049.22","1795.33","8750","1000","1333.33","2476","3333.33","6333.33","2020.74","2077.7","266.67","40000","1733.33337402344","1800"
"2015","1-Pers.- Haushalt","1652.76","1458","3627","748","1000","2000","2700","5000","1607.01","1698.51","0","60000","1400","1450"
"2015","Alleinerziehende","1253.35","1099.5","4428","698","866.67","1494.67","1933.33","3700","1235.09","1271.61","144.62","7692.31","1041.72412109375","1071.53845214844"
"2015","Paar mit Kind(ern)","1720.98","1553.64","22783","833.33","1148.5","2111.11","2750","5000","1709.89","1732.07","111.52","11904.76","1428.57141113281","1428.57153320312"
"2015","Sonstige","1327.14","1214.76","1462","600","944.44","1666.67","2200","3000","1293.64","1360.64","125","6000","1100","1200"
"2016","(Ehe-)Paar ohne Kind(er)","2084.99","1864.67","8318","1000","1333.33","2537.33","3333.33","6000","2057.77","2112.21","0","20000","1833.33337402344","1866.66662597656"
"2016","1-Pers.- Haushalt","1693.02","1499","3805","750","1010","2000","2750","5000","1654.85","1731.19","0","40000","1350","1400"
"2016","Alleinerziehende","1281.41","1148.91","4582","680","867.5","1522.67","1961.54","3666.67","1260.31","1302.51","175","13333.33","1000","1034.78259277344"
"2016","Paar mit Kind(ern)","1759.91","1598.65","26291","857.14","1175","2111.11","2777.78","4761.9","1748.13","1771.69","0","19142.86","1242.42431640625","1250"
"2016","Sonstige","1318.69","1245","2092","604.65","866.67","1607.14","2000","3666.67","1292.98","1344.4","0","3750","626.111145019531","714"
"2017","(Ehe-)Paar ohne Kind(er)","2293.5","1951.67","9424","1066.67","1400","2666.67","3333.33","6133.33","2096.46","2490.54","218","666666","1933.33337402344","2000"
"2017","1-Pers.- Haushalt","1740.36","1548","4294","780","1100","2100","2800","5000","1703.55","1777.17","88","35000","1400","1500"
"2017","Alleinerziehende","1346.39","1191.39","4745","684.62","902.17","1600","2135","4666.67","1320.14","1372.64","204.5","24536.67","1033.33337402344","1066.66662597656"
"2017","Paar mit Kind(ern)","1782.02","1636.93","28958","880","1200","2142.86","2800","4800","1770.7","1793.34","120","20000","1261.90478515625","1291.66662597656"
"2017","Sonstige","1391.84","1231.06","2732","607.74","900","1760","2200","4000","1366.16","1417.52","94.87","5000","699.285705566406","750"
"2018","(Ehe-)Paar ohne Kind(er)","2228.27","1996.67","9277","1079.33","1466.67","2666.67","3333.33","6666.67","2201.21","2255.33","200","33333.33","2000","2000"
"2018","1-Pers.- Haushalt","1802.82","1597.5","4460","808","1100","2200","3000","5000","1764.21","1841.43","100","50000","1450","1500"
"2018","Alleinerziehende","1408.18","1263.77","4681","733.33","933.33","1666.67","2153.85","4000","1382.16","1434.2","163.04","26666.67","1066.66662597656","1111.11108398438"
"2018","Paar mit Kind(ern)","1871.48","1721.11","27474","933.33","1290.32","2238.1","2900","5000","1859.43","1883.53","102.56","23809.53","1333.33325195312","1346.15393066406"
"2018","Sonstige","1536.21","1427.62","2251","733.33","1000","2000","2500","3733.33","1507.84","1564.58","150","5333.33","848.48486328125","882.352905273438"
"2019","(Ehe-)Paar ohne Kind(er)","2351.66","1993.33","10351","1133.33","1500","2733.33","3666.67","6666.67","2273.32","2430","23.33","133333.33","2200","2266.66674804688"
"2019","1-Pers.- Haushalt","1936.05","1599.5","4641","810","1140","2250","3000","5100","1206.03","2666.07","144","1700000","1500","1600"
"2019","Alleinerziehende","1453.46","1306.02","4330","750","950","1750","2250","3333.33","1392.55","1514.37","147.6","80000","1153.84619140625","1200"
"2019","Paar mit Kind(ern)","1958.17","1776.67","27453","964.29","1333.33","2380.95","3043.48","5000","1938.53","1977.81","117.5","61111.11","1476.19055175781","1500"
"2019","Sonstige","1624.36","1510","1886","714.29","1131.58","2000","2660","5133.33","1583.68","1665.04","135.6","7500","1000","1066.66662597656"
"2020","(Ehe-)Paar ohne Kind(er)","2384.39","2131.67","10393","1133.33","1586.67","2806.67","3733.33","7166.67","2312.9","2455.88","166.67","133333.33","2133.33325195312","2200"
"2020","1-Pers.- Haushalt","1882.33","1699.5","5430","844","1180","2305","3075","5450","1839.47","1925.19","0","47500","1500","1600"
"2020","Alleinerziehende","1497.92","1398.08","4287","800","1000","1846.15","2250","3333.33","1470.5","1525.34","0.67","16666.67","1200","1250"
"2020","Paar mit Kind(ern)","2028.83","1848.08","27485","1000","1391.3","2400","3111.11","5250","1999.33","2058.33","100","124999.99","1413.79309082031","1428.57153320312"
"2020","Sonstige","1694.63","1483.33","2336","800","1066.67","2000","2600","7000","1653.31","1735.95","133.33","13333.33","1000","1050"
