,Unnamed: 0,year,bula_h,sampreg,hlf0186,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
340,340,2019,Mecklenburg-Western Pomerania,East,No,0.2905,98,16028,0.2208,0.36316
341,341,2019,Saxony,East,Yes,0.80319,859,16028,0.73961,0.85903
342,342,2019,Saxony,East,No,0.19681,177,16028,0.15757,0.24052
343,343,2019,Saxony-Anhalt,East,Yes,0.71349,416,16028,0.62217,0.79529
344,344,2019,Saxony-Anhalt,East,No,0.28651,152,16028,0.22916,0.34342
345,345,2019,Thuringa,East,Yes,0.73478,447,16028,0.63946,0.81771
346,346,2019,Thuringa,East,No,0.26522,137,16028,0.21078,0.31819
347,347,2021,Schleswig-Holstein,West,Yes,0.85583,365,12477,0.73913,0.97932
348,348,2021,Schleswig-Holstein,West,No,0.14417,147,12477,0.11397,0.1851
349,349,2021,Hamburg,West,Yes,0.84646,223,12477,0.72463,0.96508
350,350,2021,Hamburg,West,No,0.15354,85,12477,0.11844,0.18965
351,351,2021,Lower Saxony,West,Yes,0.80252,872,12477,0.74419,0.88215
352,352,2021,Lower Saxony,West,No,0.19748,325,12477,0.16213,0.23541
353,353,2021,Bremen,West,Yes,0.92496,69,12477,0.69746,1.17084
354,354,2021,Bremen,West,No,0.07504,35,12477,0.04067,0.12256
355,355,2021,North Rhine-Westphalia,West,Yes,0.83089,1938,12477,0.78315,0.86941
356,356,2021,North Rhine-Westphalia,West,No,0.16911,731,12477,0.14802,0.18852
357,357,2021,Hesse,West,Yes,0.79469,603,12477,0.71919,0.89038
358,358,2021,Hesse,West,No,0.20531,252,12477,0.16166,0.24467
359,359,2021,"Rhineland-Palatinate, Saarland",West,Yes,0.78247,447,12477,0.69411,0.86703
360,360,2021,"Rhineland-Palatinate, Saarland",West,No,0.21753,188,12477,0.17294,0.26887
361,361,2021,Baden-Wuerttemberg,West,Yes,0.8673,1056,12477,0.80784,0.93907
362,362,2021,Baden-Wuerttemberg,West,No,0.1327,291,12477,0.11011,0.15959
363,363,2021,Bavaria,West,Yes,0.85416,1521,12477,0.8026,0.91172
364,364,2021,Bavaria,West,No,0.14584,344,12477,0.12398,0.16358
365,365,2021,Berlin,West,Yes,0.78008,306,12477,0.66928,0.88642
366,366,2021,Berlin,West,No,0.21992,104,12477,0.16829,0.29509
367,367,2021,Berlin,East,Yes,0.83515,175,12477,0.69044,0.9874
368,368,2021,Berlin,East,No,0.16485,67,12477,0.08703,0.24798
369,369,2021,Brandenburg,East,Yes,0.83354,360,12477,0.73811,0.93458
370,370,2021,Brandenburg,East,No,0.16646,121,12477,0.12201,0.21817
371,371,2021,Mecklenburg-Western Pomerania,East,Yes,0.83157,211,12477,0.70629,0.97942
372,372,2021,Mecklenburg-Western Pomerania,East,No,0.16843,60,12477,0.12653,0.23003
373,373,2021,Saxony,East,Yes,0.81306,614,12477,0.74221,0.88652
374,374,2021,Saxony,East,No,0.18694,156,12477,0.14448,0.22527
375,375,2021,Saxony-Anhalt,East,Yes,0.7993,300,12477,0.68867,0.90175
376,376,2021,Saxony-Anhalt,East,No,0.2007,99,12477,0.14041,0.27369
377,377,2021,Thuringa,East,Yes,0.80218,320,12477,0.69759,0.90818
378,378,2021,Thuringa,East,No,0.19782,92,12477,0.14646,0.26351
