year,bula_h,rentown,hlf0186,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2003,Bremen,Tenant,Yes,1.00000,35,11637,1.00000,1.00000
2003,North Rhine-Westphalia,Owner,Yes,0.86969,997,11637,0.86932,0.87006
2003,North Rhine-Westphalia,Owner,No,0.13031,145,11637,0.12994,0.13068
2003,North Rhine-Westphalia,Tenant,Yes,0.64144,844,11637,0.64103,0.64186
2003,North Rhine-Westphalia,Tenant,No,0.35856,487,11637,0.35814,0.35897
2003,Hesse,Owner,Yes,0.85914,338,11637,0.85852,0.85975
2003,Hesse,Owner,No,0.14086,57,11637,0.14025,0.14148
2003,Hesse,Tenant,Yes,0.56969,244,11637,0.56893,0.57046
2003,Hesse,Tenant,No,0.43031,160,11637,0.42954,0.43107
2003,"Rhineland-Palatinate, Saarland",Owner,Yes,0.81724,336,11637,0.81658,0.81791
2003,"Rhineland-Palatinate, Saarland",Owner,No,0.18276,85,11637,0.18209,0.18342
2003,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.57793,179,11637,0.57700,0.57887
2003,"Rhineland-Palatinate, Saarland",Tenant,No,0.42207,121,11637,0.42113,0.42300
2003,Baden-Wuerttemberg,Owner,Yes,0.81572,591,11637,0.81523,0.81622
2003,Baden-Wuerttemberg,Owner,No,0.18428,123,11637,0.18378,0.18477
2003,Baden-Wuerttemberg,Tenant,Yes,0.60287,412,11637,0.60227,0.60348
2003,Baden-Wuerttemberg,Tenant,No,0.39713,274,11637,0.39652,0.39773
2003,Bavaria,Owner,Yes,0.85138,793,11637,0.85096,0.85179
2003,Bavaria,Owner,No,0.14862,118,11637,0.14821,0.14904
2003,Bavaria,Tenant,Yes,0.68617,494,11637,0.68563,0.68672
2003,Bavaria,Tenant,No,0.31383,236,11637,0.31328,0.31437
2003,Berlin,Owner,Yes,1.00000,59,11637,1.00000,1.00000
2003,Berlin,Tenant,Yes,0.59582,246,11637,0.59507,0.59658
2003,Berlin,Tenant,No,0.40418,169,11637,0.40342,0.40493
2003,Brandenburg,Owner,Yes,0.75755,153,11637,0.75628,0.75881
2003,Brandenburg,Owner,No,0.24245,45,11637,0.24119,0.24372
2003,Brandenburg,Tenant,Yes,0.67438,190,11637,0.67336,0.67540
2003,Brandenburg,Tenant,No,0.32562,105,11637,0.32460,0.32664
2003,Mecklenburg-Western Pomerania,Owner,Yes,1.00000,82,11637,1.00000,1.00000
2003,Mecklenburg-Western Pomerania,Tenant,Yes,0.66298,114,11637,0.66169,0.66427
2003,Mecklenburg-Western Pomerania,Tenant,No,0.33702,53,11637,0.33573,0.33831
2003,Saxony,Owner,Yes,0.75362,245,11637,0.75259,0.75464
2003,Saxony,Owner,No,0.24638,68,11637,0.24536,0.24741
2003,Saxony,Tenant,Yes,0.70653,370,11637,0.70578,0.70727
2003,Saxony,Tenant,No,0.29347,149,11637,0.29273,0.29422
2003,Saxony-Anhalt,Owner,Yes,0.72947,162,11637,0.72819,0.73076
2003,Saxony-Anhalt,Owner,No,0.27053,55,11637,0.26924,0.27181
2003,Saxony-Anhalt,Tenant,Yes,0.66995,170,11637,0.66888,0.67102
2003,Saxony-Anhalt,Tenant,No,0.33005,100,11637,0.32898,0.33112
2003,Thuringa,Owner,Yes,0.82659,191,11637,0.82544,0.82774
2003,Thuringa,Owner,No,0.17341,44,11637,0.17226,0.17456
2003,Thuringa,Tenant,Yes,0.63351,160,11637,0.63237,0.63464
2003,Thuringa,Tenant,No,0.36649,86,11637,0.36536,0.36763
2005,Schleswig-Holstein,Owner,Yes,0.79461,166,11020,0.79371,0.79550
2005,Schleswig-Holstein,Owner,No,0.20539,35,11020,0.20450,0.20629
2005,Schleswig-Holstein,Tenant,Yes,0.55879,85,11020,0.55762,0.55996
2005,Schleswig-Holstein,Tenant,No,0.44121,67,11020,0.44004,0.44238
2005,Hamburg,Owner,Yes,1.00000,43,11020,1.00000,1.00000
2005,Hamburg,Tenant,Yes,0.63566,85,11020,0.63449,0.63682
2005,Hamburg,Tenant,No,0.36434,43,11020,0.36318,0.36551
2005,Lower Saxony,Owner,Yes,0.77961,456,11020,0.77903,0.78018
2005,Lower Saxony,Owner,No,0.22039,104,11020,0.21982,0.22097
2005,Lower Saxony,Tenant,Yes,0.67226,246,11020,0.67155,0.67297
2005,Lower Saxony,Tenant,No,0.32774,131,11020,0.32703,0.32845
2005,Bremen,Owner,Yes,1.00000,32,11020,1.00000,1.00000
2005,North Rhine-Westphalia,Owner,Yes,0.84076,910,11020,0.84036,0.84117
2005,North Rhine-Westphalia,Owner,No,0.15924,167,11020,0.15883,0.15964
2005,North Rhine-Westphalia,Tenant,Yes,0.62145,770,11020,0.62103,0.62187
2005,North Rhine-Westphalia,Tenant,No,0.37855,495,11020,0.37813,0.37897
2005,Hesse,Owner,Yes,0.87573,321,11020,0.87514,0.87632
2005,Hesse,Owner,No,0.12427,49,11020,0.12368,0.12486
2005,Hesse,Tenant,Yes,0.57393,240,11020,0.57318,0.57468
2005,Hesse,Tenant,No,0.42607,153,11020,0.42532,0.42682
2005,"Rhineland-Palatinate, Saarland",Owner,Yes,0.78942,299,11020,0.78869,0.79014
2005,"Rhineland-Palatinate, Saarland",Owner,No,0.21058,86,11020,0.20986,0.21131
2005,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.53027,154,11020,0.52936,0.53118
2005,"Rhineland-Palatinate, Saarland",Tenant,No,0.46973,136,11020,0.46882,0.47064
2005,Baden-Wuerttemberg,Owner,Yes,0.83221,560,11020,0.83174,0.83269
2005,Baden-Wuerttemberg,Owner,No,0.16779,110,11020,0.16731,0.16826
2005,Baden-Wuerttemberg,Tenant,Yes,0.57147,375,11020,0.57085,0.57208
2005,Baden-Wuerttemberg,Tenant,No,0.42853,269,11020,0.42792,0.42915
2005,Bavaria,Owner,Yes,0.83606,724,11020,0.83563,0.83650
2005,Bavaria,Owner,No,0.16394,125,11020,0.16350,0.16437
2005,Bavaria,Tenant,Yes,0.63013,444,11020,0.62958,0.63068
2005,Bavaria,Tenant,No,0.36987,250,11020,0.36932,0.37042
2005,Berlin,Owner,Yes,1.00000,62,11020,1.00000,1.00000
2005,Berlin,Tenant,Yes,0.58195,226,11020,0.58120,0.58270
2005,Berlin,Tenant,No,0.41805,153,11020,0.41730,0.41880
2005,Brandenburg,Owner,Yes,0.71567,139,11020,0.71428,0.71705
2005,Brandenburg,Owner,No,0.28433,45,11020,0.28295,0.28572
2005,Brandenburg,Tenant,Yes,0.60259,168,11020,0.60152,0.60365
2005,Brandenburg,Tenant,No,0.39741,116,11020,0.39635,0.39848
2005,Mecklenburg-Western Pomerania,Owner,Yes,1.00000,88,11020,1.00000,1.00000
2005,Mecklenburg-Western Pomerania,Tenant,Yes,0.60508,99,11020,0.60375,0.60641
2005,Mecklenburg-Western Pomerania,Tenant,No,0.39492,57,11020,0.39359,0.39625
2005,Saxony,Owner,Yes,0.75916,251,11020,0.75815,0.76017
2005,Saxony,Owner,No,0.24084,70,11020,0.23983,0.24185
2005,Saxony,Tenant,Yes,0.67062,335,11020,0.66986,0.67138
2005,Saxony,Tenant,No,0.32938,150,11020,0.32862,0.33014
2005,Saxony-Anhalt,Owner,Yes,0.72577,169,11020,0.72447,0.72706
2005,Saxony-Anhalt,Owner,No,0.27423,54,11020,0.27294,0.27553
2005,Saxony-Anhalt,Tenant,Yes,0.59745,142,11020,0.59632,0.59858
2005,Saxony-Anhalt,Tenant,No,0.40255,105,11020,0.40142,0.40368
2005,Thuringa,Owner,Yes,0.79316,178,11020,0.79193,0.79438
2005,Thuringa,Owner,No,0.20684,51,11020,0.20562,0.20807
2005,Thuringa,Tenant,Yes,0.53698,122,11020,0.53580,0.53816
2005,Thuringa,Tenant,No,0.46302,110,11020,0.46184,0.46420
2007,Schleswig-Holstein,Owner,Yes,0.73436,150,11298,0.73336,0.73537
2007,Schleswig-Holstein,Owner,No,0.26564,43,11298,0.26463,0.26664
2007,Schleswig-Holstein,Tenant,Yes,0.51840,91,11298,0.51726,0.51955
2007,Schleswig-Holstein,Tenant,No,0.48160,77,11298,0.48045,0.48274
2007,Hamburg,Owner,Yes,1.00000,41,11298,1.00000,1.00000
2007,Hamburg,Tenant,Yes,0.65423,88,11298,0.65311,0.65535
2007,Hamburg,Tenant,No,0.34577,51,11298,0.34465,0.34689
2007,Lower Saxony,Owner,Yes,0.77890,477,11298,0.77831,0.77949
2007,Lower Saxony,Owner,No,0.22110,109,11298,0.22051,0.22169
2007,Lower Saxony,Tenant,Yes,0.59927,253,11298,0.59855,0.59999
2007,Lower Saxony,Tenant,No,0.40073,157,11298,0.40001,0.40145
2007,Bremen,Owner,Yes,1.00000,33,11298,1.00000,1.00000
2007,Bremen,Tenant,Yes,1.00000,35,11298,1.00000,1.00000
2007,North Rhine-Westphalia,Owner,Yes,0.85286,949,11298,0.85248,0.85324
2007,North Rhine-Westphalia,Owner,No,0.14714,158,11298,0.14676,0.14752
2007,North Rhine-Westphalia,Tenant,Yes,0.56379,707,11298,0.56336,0.56422
2007,North Rhine-Westphalia,Tenant,No,0.43621,510,11298,0.43578,0.43664
2007,Hesse,Owner,Yes,0.80469,315,11298,0.80399,0.80540
2007,Hesse,Owner,No,0.19531,74,11298,0.19460,0.19601
2007,Hesse,Tenant,Yes,0.56218,241,11298,0.56142,0.56293
2007,Hesse,Tenant,No,0.43782,149,11298,0.43707,0.43858
2007,"Rhineland-Palatinate, Saarland",Owner,Yes,0.83023,304,11298,0.82956,0.83091
2007,"Rhineland-Palatinate, Saarland",Owner,No,0.16977,74,11298,0.16909,0.17044
2007,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.54504,155,11298,0.54414,0.54594
2007,"Rhineland-Palatinate, Saarland",Tenant,No,0.45496,126,11298,0.45406,0.45586
2007,Baden-Wuerttemberg,Owner,Yes,0.82087,608,11298,0.82039,0.82135
2007,Baden-Wuerttemberg,Owner,No,0.17913,119,11298,0.17865,0.17961
2007,Baden-Wuerttemberg,Tenant,Yes,0.52675,332,11298,0.52612,0.52737
2007,Baden-Wuerttemberg,Tenant,No,0.47325,285,11298,0.47263,0.47388
2007,Bavaria,Owner,Yes,0.81739,774,11298,0.81694,0.81783
2007,Bavaria,Owner,No,0.18261,143,11298,0.18217,0.18306
2007,Bavaria,Tenant,Yes,0.58340,423,11298,0.58284,0.58397
2007,Bavaria,Tenant,No,0.41660,287,11298,0.41603,0.41716
2007,Berlin,Owner,Yes,1.00000,73,11298,1.00000,1.00000
2007,Berlin,Tenant,Yes,0.56740,215,11298,0.56665,0.56816
2007,Berlin,Tenant,No,0.43260,158,11298,0.43184,0.43335
2007,Brandenburg,Owner,Yes,0.70307,143,11298,0.70169,0.70446
2007,Brandenburg,Owner,No,0.29693,48,11298,0.29554,0.29831
2007,Brandenburg,Tenant,Yes,0.61418,180,11298,0.61314,0.61522
2007,Brandenburg,Tenant,No,0.38582,117,11298,0.38478,0.38686
2007,Mecklenburg-Western Pomerania,Owner,Yes,1.00000,97,11298,1.00000,1.00000
2007,Mecklenburg-Western Pomerania,Tenant,Yes,0.64644,101,11298,0.64514,0.64774
2007,Mecklenburg-Western Pomerania,Tenant,No,0.35356,53,11298,0.35226,0.35486
2007,Saxony,Owner,Yes,0.71973,242,11298,0.71865,0.72080
2007,Saxony,Owner,No,0.28027,81,11298,0.27920,0.28135
2007,Saxony,Tenant,Yes,0.62174,330,11298,0.62097,0.62251
2007,Saxony,Tenant,No,0.37826,175,11298,0.37749,0.37903
2007,Saxony-Anhalt,Owner,Yes,0.70939,151,11298,0.70807,0.71071
2007,Saxony-Anhalt,Owner,No,0.29061,65,11298,0.28929,0.29193
2007,Saxony-Anhalt,Tenant,Yes,0.56613,136,11298,0.56499,0.56726
2007,Saxony-Anhalt,Tenant,No,0.43387,110,11298,0.43274,0.43501
2007,Thuringa,Owner,Yes,0.74618,193,11298,0.74495,0.74741
2007,Thuringa,Owner,No,0.25382,52,11298,0.25259,0.25505
2007,Thuringa,Tenant,Yes,0.55745,128,11298,0.55623,0.55866
2007,Thuringa,Tenant,No,0.44255,112,11298,0.44134,0.44377
2011,Schleswig-Holstein,Owner,Yes,0.84475,159,11910,0.84387,0.84563
2011,Schleswig-Holstein,Owner,No,0.15525,35,11910,0.15437,0.15613
2011,Schleswig-Holstein,Tenant,Yes,0.63230,122,11910,0.63114,0.63346
2011,Schleswig-Holstein,Tenant,No,0.36770,86,11910,0.36654,0.36886
2011,Hamburg,Owner,Yes,1.00000,46,11910,1.00000,1.00000
2011,Hamburg,Tenant,Yes,0.70024,102,11910,0.69910,0.70138
2011,Hamburg,Tenant,No,0.29976,42,11910,0.29862,0.30090
2011,Lower Saxony,Owner,Yes,0.82241,544,11910,0.82187,0.82294
2011,Lower Saxony,Owner,No,0.17759,106,11910,0.17706,0.17813
2011,Lower Saxony,Tenant,Yes,0.67475,282,11910,0.67400,0.67551
2011,Lower Saxony,Tenant,No,0.32525,143,11910,0.32449,0.32600
2011,Bremen,Tenant,Yes,1.00000,33,11910,1.00000,1.00000
2011,North Rhine-Westphalia,Owner,Yes,0.87361,1001,11910,0.87327,0.87396
2011,North Rhine-Westphalia,Owner,No,0.12639,129,11910,0.12604,0.12673
2011,North Rhine-Westphalia,Tenant,Yes,0.60332,723,11910,0.60286,0.60379
2011,North Rhine-Westphalia,Tenant,No,0.39668,490,11910,0.39621,0.39714
2011,Hesse,Owner,Yes,0.87887,371,11910,0.87831,0.87944
2011,Hesse,Owner,No,0.12113,61,11910,0.12056,0.12169
2011,Hesse,Tenant,Yes,0.62030,242,11910,0.61948,0.62113
2011,Hesse,Tenant,No,0.37970,149,11910,0.37887,0.38052
2011,"Rhineland-Palatinate, Saarland",Owner,Yes,0.81429,329,11910,0.81359,0.81499
2011,"Rhineland-Palatinate, Saarland",Owner,No,0.18571,78,11910,0.18501,0.18641
2011,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.52940,160,11910,0.52842,0.53039
2011,"Rhineland-Palatinate, Saarland",Tenant,No,0.47060,141,11910,0.46961,0.47158
2011,Baden-Wuerttemberg,Owner,Yes,0.84973,681,11910,0.84929,0.85018
2011,Baden-Wuerttemberg,Owner,No,0.15027,114,11910,0.14982,0.15071
2011,Baden-Wuerttemberg,Tenant,Yes,0.65862,381,11910,0.65797,0.65928
2011,Baden-Wuerttemberg,Tenant,No,0.34138,218,11910,0.34072,0.34203
2011,Bavaria,Owner,Yes,0.87205,888,11910,0.87166,0.87243
2011,Bavaria,Owner,No,0.12795,122,11910,0.12757,0.12834
2011,Bavaria,Tenant,Yes,0.62660,528,11910,0.62601,0.62718
2011,Bavaria,Tenant,No,0.37340,289,11910,0.37282,0.37399
2011,Berlin,Owner,Yes,1.00000,78,11910,1.00000,1.00000
2011,Berlin,Tenant,Yes,0.55717,240,11910,0.55636,0.55798
2011,Berlin,Tenant,No,0.44283,170,11910,0.44202,0.44364
2011,Brandenburg,Owner,Yes,0.81001,189,11910,0.80884,0.81119
2011,Brandenburg,Owner,No,0.18999,42,11910,0.18881,0.19116
2011,Brandenburg,Tenant,Yes,0.60918,171,11910,0.60802,0.61034
2011,Brandenburg,Tenant,No,0.39082,113,11910,0.38966,0.39198
2011,Mecklenburg-Western Pomerania,Owner,Yes,1.00000,97,11910,1.00000,1.00000
2011,Mecklenburg-Western Pomerania,Tenant,Yes,0.56201,105,11910,0.56051,0.56351
2011,Mecklenburg-Western Pomerania,Tenant,No,0.43799,81,11910,0.43649,0.43949
2011,Saxony,Owner,Yes,0.81530,244,11910,0.81434,0.81626
2011,Saxony,Owner,No,0.18470,54,11910,0.18374,0.18566
2011,Saxony,Tenant,Yes,0.66582,340,11910,0.66503,0.66661
2011,Saxony,Tenant,No,0.33418,164,11910,0.33339,0.33497
2011,Saxony-Anhalt,Owner,Yes,0.76598,180,11910,0.76472,0.76723
2011,Saxony-Anhalt,Owner,No,0.23402,48,11910,0.23277,0.23528
2011,Saxony-Anhalt,Tenant,Yes,0.58893,161,11910,0.58773,0.59013
2011,Saxony-Anhalt,Tenant,No,0.41107,120,11910,0.40987,0.41227
2011,Thuringa,Owner,Yes,0.78588,189,11910,0.78465,0.78711
2011,Thuringa,Owner,No,0.21412,46,11910,0.21289,0.21535
2011,Thuringa,Tenant,Yes,0.60661,163,11910,0.60536,0.60787
2011,Thuringa,Tenant,No,0.39339,120,11910,0.39213,0.39464
2013,Schleswig-Holstein,Owner,Yes,0.84452,167,13787,0.84365,0.84540
2013,Schleswig-Holstein,Owner,No,0.15548,37,13787,0.15460,0.15635
2013,Schleswig-Holstein,Tenant,Yes,0.54888,130,13787,0.54773,0.55004
2013,Schleswig-Holstein,Tenant,No,0.45112,134,13787,0.44996,0.45227
2013,Hamburg,Owner,Yes,1.00000,56,13787,1.00000,1.00000
2013,Hamburg,Tenant,Yes,0.65092,123,13787,0.64973,0.65210
2013,Hamburg,Tenant,No,0.34908,83,13787,0.34790,0.35027
2013,Lower Saxony,Owner,Yes,0.84546,532,13787,0.84494,0.84598
2013,Lower Saxony,Owner,No,0.15454,108,13787,0.15402,0.15506
2013,Lower Saxony,Tenant,Yes,0.59723,338,13787,0.59648,0.59797
2013,Lower Saxony,Tenant,No,0.40277,253,13787,0.40203,0.40352
2013,Bremen,Tenant,Yes,0.59046,40,13787,0.58834,0.59258
2013,Bremen,Tenant,No,0.40954,33,13787,0.40742,0.41166
2013,North Rhine-Westphalia,Owner,Yes,0.85980,1024,13787,0.85944,0.86016
2013,North Rhine-Westphalia,Owner,No,0.14020,171,13787,0.13984,0.14056
2013,North Rhine-Westphalia,Tenant,Yes,0.59265,882,13787,0.59219,0.59311
2013,North Rhine-Westphalia,Tenant,No,0.40735,749,13787,0.40689,0.40781
2013,Hesse,Owner,Yes,0.84517,388,13787,0.84455,0.84579
2013,Hesse,Owner,No,0.15483,70,13787,0.15421,0.15545
2013,Hesse,Tenant,Yes,0.58207,309,13787,0.58126,0.58287
2013,Hesse,Tenant,No,0.41793,264,13787,0.41713,0.41874
2013,"Rhineland-Palatinate, Saarland",Owner,Yes,0.87904,365,13787,0.87845,0.87963
2013,"Rhineland-Palatinate, Saarland",Owner,No,0.12096,70,13787,0.12037,0.12155
2013,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.55399,202,13787,0.55303,0.55495
2013,"Rhineland-Palatinate, Saarland",Tenant,No,0.44601,194,13787,0.44505,0.44697
2013,Baden-Wuerttemberg,Owner,Yes,0.86801,699,13787,0.86759,0.86842
2013,Baden-Wuerttemberg,Owner,No,0.13199,122,13787,0.13158,0.13241
2013,Baden-Wuerttemberg,Tenant,Yes,0.65698,473,13787,0.65634,0.65761
2013,Baden-Wuerttemberg,Tenant,No,0.34302,336,13787,0.34239,0.34366
2013,Bavaria,Owner,Yes,0.84887,897,13787,0.84846,0.84928
2013,Bavaria,Owner,No,0.15113,146,13787,0.15072,0.15154
2013,Bavaria,Tenant,Yes,0.61090,679,13787,0.61033,0.61147
2013,Bavaria,Tenant,No,0.38910,482,13787,0.38853,0.38967
2013,Berlin,Owner,Yes,1.00000,86,13787,1.00000,1.00000
2013,Berlin,Tenant,Yes,0.56018,294,13787,0.55938,0.56097
2013,Berlin,Tenant,No,0.43982,225,13787,0.43903,0.44062
2013,Brandenburg,Owner,Yes,0.75709,183,13787,0.75591,0.75827
2013,Brandenburg,Owner,No,0.24291,47,13787,0.24173,0.24409
2013,Brandenburg,Tenant,Yes,0.62527,178,13787,0.62409,0.62644
2013,Brandenburg,Tenant,No,0.37473,114,13787,0.37356,0.37591
2013,Mecklenburg-Western Pomerania,Owner,Yes,1.00000,86,13787,1.00000,1.00000
2013,Mecklenburg-Western Pomerania,Tenant,Yes,0.55854,109,13787,0.55716,0.55992
2013,Mecklenburg-Western Pomerania,Tenant,No,0.44146,87,13787,0.44008,0.44284
2013,Saxony,Owner,Yes,0.80438,237,13787,0.80344,0.80532
2013,Saxony,Owner,No,0.19562,58,13787,0.19468,0.19656
2013,Saxony,Tenant,Yes,0.63557,356,13787,0.63475,0.63639
2013,Saxony,Tenant,No,0.36443,175,13787,0.36361,0.36525
2013,Saxony-Anhalt,Owner,Yes,0.84655,170,13787,0.84550,0.84760
2013,Saxony-Anhalt,Owner,No,0.15345,40,13787,0.15240,0.15450
2013,Saxony-Anhalt,Tenant,Yes,0.61932,171,13787,0.61812,0.62053
2013,Saxony-Anhalt,Tenant,No,0.38068,122,13787,0.37947,0.38188
2013,Thuringa,Owner,Yes,0.79745,191,13787,0.79628,0.79862
2013,Thuringa,Owner,No,0.20255,43,13787,0.20138,0.20372
2013,Thuringa,Tenant,Yes,0.62665,155,13787,0.62540,0.62790
2013,Thuringa,Tenant,No,0.37335,104,13787,0.37210,0.37460
2015,Schleswig-Holstein,Owner,Yes,0.85289,203,15602,0.85210,0.85368
2015,Schleswig-Holstein,Owner,No,0.14711,48,15602,0.14632,0.14790
2015,Schleswig-Holstein,Tenant,Yes,0.52642,129,15602,0.52526,0.52758
2015,Schleswig-Holstein,Tenant,No,0.47358,167,15602,0.47242,0.47474
2015,Hamburg,Owner,Yes,1.00000,68,15602,1.00000,1.00000
2015,Hamburg,Tenant,Yes,0.69929,131,15602,0.69818,0.70040
2015,Hamburg,Tenant,No,0.30071,75,15602,0.29960,0.30182
2015,Lower Saxony,Owner,Yes,0.83869,628,15602,0.83819,0.83919
2015,Lower Saxony,Owner,No,0.16131,113,15602,0.16081,0.16181
2015,Lower Saxony,Tenant,Yes,0.60051,376,15602,0.59979,0.60123
2015,Lower Saxony,Tenant,No,0.39949,362,15602,0.39877,0.40021
2015,Bremen,Owner,Yes,1.00000,31,15602,1.00000,1.00000
2015,Bremen,Tenant,Yes,0.66466,35,15602,0.66268,0.66663
2015,Bremen,Tenant,No,0.33534,42,15602,0.33337,0.33732
2015,North Rhine-Westphalia,Owner,Yes,0.87066,1090,15602,0.87032,0.87100
2015,North Rhine-Westphalia,Owner,No,0.12934,200,15602,0.12900,0.12968
2015,North Rhine-Westphalia,Tenant,Yes,0.57414,1003,15602,0.57370,0.57458
2015,North Rhine-Westphalia,Tenant,No,0.42586,897,15602,0.42542,0.42630
2015,Hesse,Owner,Yes,0.83789,391,15602,0.83729,0.83850
2015,Hesse,Owner,No,0.16211,82,15602,0.16150,0.16271
2015,Hesse,Tenant,Yes,0.60000,384,15602,0.59923,0.60077
2015,Hesse,Tenant,No,0.40000,267,15602,0.39923,0.40077
2015,"Rhineland-Palatinate, Saarland",Owner,Yes,0.86088,376,15602,0.86026,0.86149
