year,quintil_oecd_hh,rentown,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,5th Quintile,Tenant,No,0.10641,96,899,0.08624,0.12658
2016,1st Quintile,Owner,Yes,0.63288,232,390,0.58498,0.68078
2016,1st Quintile,Owner,No,0.34313,158,390,0.29595,0.39031
2016,1st Quintile,Tenant,Yes,0.36244,873,2684,0.34425,0.38063
2016,1st Quintile,Tenant,No,0.62605,1811,2684,0.60774,0.64436
2016,2nd Quintile,Owner,Yes,0.77164,773,1020,0.74586,0.79741
2016,2nd Quintile,Owner,No,0.21859,247,1020,0.19322,0.24397
2016,2nd Quintile,Tenant,Yes,0.64296,1240,1999,0.62195,0.66397
2016,2nd Quintile,Tenant,No,0.34789,759,1999,0.32701,0.36878
2016,3rd Quintile,Owner,Yes,0.89336,1164,1333,0.87679,0.90994
2016,3rd Quintile,Owner,No,0.10172,169,1333,0.08549,0.11796
2016,3rd Quintile,Tenant,Yes,0.77093,1074,1397,0.74889,0.79298
2016,3rd Quintile,Tenant,No,0.22207,323,1397,0.20026,0.24387
2016,4th Quintile,Owner,Yes,0.89693,1395,1554,0.88180,0.91205
2016,4th Quintile,Owner,No,0.09502,159,1554,0.08044,0.10961
2016,4th Quintile,Tenant,Yes,0.85284,936,1095,0.83184,0.87383
2016,4th Quintile,Tenant,No,0.14319,159,1095,0.12243,0.16395
2016,5th Quintile,Owner,Yes,0.95668,1895,1976,0.94770,0.96565
2016,5th Quintile,Owner,No,0.04315,81,1976,0.03418,0.05211
2016,5th Quintile,Tenant,Yes,0.91371,722,777,0.89396,0.93347
2016,5th Quintile,Tenant,No,0.08629,55,777,0.06653,0.10604
2017,1st Quintile,Owner,Yes,0.73307,264,390,0.68911,0.77703
2017,1st Quintile,Owner,No,0.26673,126,390,0.22278,0.31068
2017,1st Quintile,Tenant,Yes,0.38135,1198,4425,0.36704,0.39566
2017,1st Quintile,Tenant,No,0.61088,3227,4425,0.59651,0.62524
2017,2nd Quintile,Owner,Yes,0.77632,828,1089,0.75156,0.80108
2017,2nd Quintile,Owner,No,0.20657,261,1089,0.18251,0.23063
2017,2nd Quintile,Tenant,Yes,0.65417,1344,2223,0.63440,0.67395
2017,2nd Quintile,Tenant,No,0.34065,879,2223,0.32095,0.36036
2017,3rd Quintile,Owner,Yes,0.88316,1346,1522,0.86702,0.89930
2017,3rd Quintile,Owner,No,0.10911,176,1522,0.09344,0.12478
2017,3rd Quintile,Tenant,Yes,0.80711,1234,1568,0.78757,0.82664
2017,3rd Quintile,Tenant,No,0.18660,334,1568,0.16731,0.20589
2017,4th Quintile,Owner,Yes,0.91013,1649,1791,0.89688,0.92338
2017,4th Quintile,Owner,No,0.08531,142,1791,0.07237,0.09825
2017,4th Quintile,Tenant,Yes,0.83947,1066,1242,0.81905,0.85990
2017,4th Quintile,Tenant,No,0.15405,176,1242,0.13396,0.17413
2017,5th Quintile,Owner,Yes,0.96228,2164,2239,0.95439,0.97018
2017,5th Quintile,Owner,No,0.03411,75,2239,0.02659,0.04163
2017,5th Quintile,Tenant,Yes,0.92942,793,848,0.91217,0.94667
2017,5th Quintile,Tenant,No,0.06968,55,848,0.05254,0.08683
2018,1st Quintile,Owner,Yes,0.63532,239,379,0.58679,0.68384
2018,1st Quintile,Owner,No,0.34289,140,379,0.29504,0.39074
2018,1st Quintile,Tenant,Yes,0.34397,1150,4956,0.33075,0.35720
2018,1st Quintile,Tenant,No,0.64647,3806,4956,0.63316,0.65978
2018,2nd Quintile,Owner,Yes,0.83420,859,1075,0.81196,0.85644
2018,2nd Quintile,Owner,No,0.15605,216,1075,0.13435,0.17776
2018,2nd Quintile,Tenant,Yes,0.65919,1402,2353,0.64003,0.67834
2018,2nd Quintile,Tenant,No,0.33365,951,2353,0.31460,0.35271
2018,3rd Quintile,Owner,Yes,0.88676,1234,1394,0.87012,0.90341
2018,3rd Quintile,Owner,No,0.10462,160,1394,0.08854,0.12069
2018,3rd Quintile,Tenant,Yes,0.77983,1218,1595,0.75949,0.80017
2018,3rd Quintile,Tenant,No,0.21691,377,1595,0.19668,0.23715
2018,4th Quintile,Owner,Yes,0.91965,1569,1708,0.90675,0.93254
2018,4th Quintile,Owner,No,0.07759,139,1708,0.06490,0.09028
2018,4th Quintile,Tenant,Yes,0.86794,1008,1187,0.84867,0.88720
2018,4th Quintile,Tenant,No,0.12713,179,1187,0.10817,0.14609
2018,5th Quintile,Owner,Yes,0.96522,2094,2173,0.95751,0.97292
2018,5th Quintile,Owner,No,0.03478,79,2173,0.02708,0.04249
2018,5th Quintile,Tenant,Yes,0.91913,782,842,0.90071,0.93756
2018,5th Quintile,Tenant,No,0.08040,60,842,0.06202,0.09878
2019,1st Quintile,Owner,Yes,0.73905,276,389,0.69536,0.78275
2019,1st Quintile,Owner,No,0.25550,113,389,0.21210,0.29890
2019,1st Quintile,Tenant,Yes,0.41534,1046,2541,0.39617,0.43450
2019,1st Quintile,Tenant,No,0.53595,1495,2541,0.51655,0.55534
2019,2nd Quintile,Owner,Yes,0.87974,875,1027,0.85984,0.89964
2019,2nd Quintile,Owner,No,0.11635,152,1027,0.09673,0.13597
2019,2nd Quintile,Tenant,Yes,0.70464,1369,1999,0.68464,0.72465
2019,2nd Quintile,Tenant,No,0.28797,630,1999,0.26811,0.30782
2019,3rd Quintile,Owner,Yes,0.90815,1271,1403,0.89303,0.92327
2019,3rd Quintile,Owner,No,0.08895,132,1403,0.07404,0.10385
2019,3rd Quintile,Tenant,Yes,0.76990,1172,1465,0.74834,0.79146
2019,3rd Quintile,Tenant,No,0.22935,293,1465,0.20782,0.25089
2019,4th Quintile,Owner,Yes,0.93674,1670,1773,0.92540,0.94807
2019,4th Quintile,Owner,No,0.05456,103,1773,0.04398,0.06513
2019,4th Quintile,Tenant,Yes,0.89430,1008,1142,0.87646,0.91214
2019,4th Quintile,Tenant,No,0.10120,134,1142,0.08370,0.11870
2019,5th Quintile,Owner,Yes,0.96402,3172,3259,0.95762,0.97041
2019,5th Quintile,Owner,No,0.03215,87,3259,0.02609,0.03820
2019,5th Quintile,Tenant,Yes,0.93273,1036,1089,0.91784,0.94761
2019,5th Quintile,Tenant,No,0.06713,53,1089,0.05226,0.08200
2021,1st Quintile,Owner,Yes,0.72886,207,279,0.67661,0.78112
2021,1st Quintile,Owner,No,0.25640,72,279,0.20507,0.30773
2021,1st Quintile,Tenant,Yes,0.51633,1108,2924,0.49821,0.53444
2021,1st Quintile,Tenant,No,0.47081,1816,2924,0.45272,0.48891
2021,2nd Quintile,Owner,Yes,0.85959,575,671,0.83328,0.88590
2021,2nd Quintile,Owner,No,0.12218,96,671,0.09738,0.14698
2021,2nd Quintile,Tenant,Yes,0.73708,1118,1681,0.71603,0.75813
2021,2nd Quintile,Tenant,No,0.25659,563,1681,0.23571,0.27748
2021,3rd Quintile,Owner,Yes,0.93288,848,925,0.91675,0.94902
2021,3rd Quintile,Owner,No,0.06033,77,925,0.04498,0.07568
2021,3rd Quintile,Tenant,Yes,0.85752,937,1139,0.83721,0.87783
2021,3rd Quintile,Tenant,No,0.13807,202,1139,0.11803,0.15811
2021,4th Quintile,Owner,Yes,0.93161,1143,1211,0.91738,0.94583
2021,4th Quintile,Owner,No,0.06766,68,1211,0.05351,0.08181
2021,4th Quintile,Tenant,Yes,0.90815,795,883,0.88909,0.92721
2021,4th Quintile,Tenant,No,0.08607,88,883,0.06756,0.10458
2021,5th Quintile,Owner,Yes,0.96482,1941,1988,0.95672,0.97293
2021,5th Quintile,Owner,No,0.02925,47,1988,0.02184,0.03666
2021,5th Quintile,Tenant,Yes,0.95878,693,732,0.94437,0.97319
2021,5th Quintile,Tenant,No,0.03550,39,732,0.02209,0.04892
