year,quintil_oecd_hh,sampreg,hlf0186,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2005,3rd Quintile,East,Yes,0.030955644421592897,455,11196,0.030901143625673505,0.03101014521751229
2005,3rd Quintile,East,No,0.007441214564594233,117,11196,0.007414171175018644,0.007468257954169822
2005,4th Quintile,West,Yes,0.13548895862195226,1397,11196,0.13538126293360916,0.13559665431029536
2005,4th Quintile,West,No,0.03502270177335615,355,11196,0.034964852958895155,0.03508055058781715
2005,4th Quintile,East,Yes,0.024333914849564986,380,11196,0.024285428700951718,0.024382400998178254
2005,4th Quintile,East,No,0.005915632545440502,79,11196,0.005891501657169952,0.005939763433711053
2005,5th Quintile,West,Yes,0.16817162453751988,2263,11196,0.16805393053917989,0.16828931853585988
2005,5th Quintile,West,No,0.01801472107237496,242,11196,0.01797286799931204,0.018056574145437883
2005,5th Quintile,East,Yes,0.013058624616589869,288,11196,0.013022900994300165,0.013094348238879573
2005,5th Quintile,East,No,0.0011389162266123634,31,11196,0.0011283027045092889,0.001149529748715438
2007,1st Quintile,West,Yes,0.052826516640099686,474,11449,0.05275658789054471,0.05289644538965466
2007,1st Quintile,West,No,0.09669272580880255,840,11449,0.09660033480938612,0.09678511680821897
2007,1st Quintile,East,Yes,0.016803028420413004,195,11449,0.016762846651043252,0.016843210189782756
2007,1st Quintile,East,No,0.033050666821665055,408,11449,0.03299478031268277,0.03310655333064734
2007,2nd Quintile,West,Yes,0.09064377073532531,868,11449,0.09055401731359662,0.090733524157054
2007,2nd Quintile,West,No,0.0624627681442379,598,11449,0.06238711623640613,0.06253842005206967
2007,2nd Quintile,East,Yes,0.031239427959969965,433,11449,0.031185043505886925,0.031293812414053004
2007,2nd Quintile,East,No,0.01547404224670455,225,11449,0.0154354561823559,0.0155126283110532
2007,3rd Quintile,West,Yes,0.10977163538495209,1094,11449,0.10967390923475047,0.10986936153515371
2007,3rd Quintile,West,No,0.045304179732294336,450,11449,0.04523916426985345,0.04536919519473522
2007,3rd Quintile,East,Yes,0.03424819334327202,496,11449,0.034191338612480665,0.03430504807406337
2007,3rd Quintile,East,No,0.010709018009513146,148,11449,0.010676840542102056,0.010741195476924236
2007,4th Quintile,West,Yes,0.1348235106514973,1470,11449,0.13471674042109094,0.13493028088190367
2007,4th Quintile,West,No,0.034800332124672886,349,11449,0.03474303731437415,0.034857626934971624
2007,4th Quintile,East,Yes,0.02480322630122438,400,11449,0.024754606270905616,0.024851846331543144
2007,4th Quintile,East,No,0.005575966886704112,94,11449,0.005552688069587085,0.005599245703821139
2007,5th Quintile,West,Yes,0.16244510369630252,2233,11449,0.16232979157453684,0.1625604158180682
2007,5th Quintile,West,No,0.021548821255532948,250,11449,0.021503427475449612,0.021594215035616284
2007,5th Quintile,East,Yes,0.014042578483440895,301,11449,0.01400579375793153,0.014079363208950259
2007,5th Quintile,East,No,0.002734487353375302,43,11449,0.002718162158679322,0.002750812548071282
2011,1st Quintile,West,Yes,0.05561988698226206,619,16600,0.055545141223079415,0.0556946327414447
2011,1st Quintile,West,No,0.08139095703655459,885,16600,0.08130178031019174,0.08148013376291745
2011,1st Quintile,East,Yes,0.01835428733516052,268,16600,0.018310510512209683,0.01839806415811136
2011,1st Quintile,East,No,0.03125600045635676,441,16600,0.03119925000698404,0.03131275090572948
2011,2nd Quintile,West,Yes,0.09841878712659183,988,16600,0.0983216378612451,0.09851593639193855
2011,2nd Quintile,West,No,0.047804090848053774,514,16600,0.04773450934962783,0.04787367234647972
2011,2nd Quintile,East,Yes,0.033220077168935484,508,16600,0.03316163016956727,0.0332785241683037
2011,2nd Quintile,East,No,0.014373635052050915,234,16600,0.01433481665903044,0.01441245344507139
2011,3rd Quintile,West,Yes,0.12110631871234011,1299,16600,0.120999916743931,0.12121272068074922
2011,3rd Quintile,West,No,0.03954444828411877,420,16600,0.03948088892847132,0.03960800763976623
2011,3rd Quintile,East,Yes,0.035298838629585105,529,16600,0.035238655509543526,0.035359021749626685
2011,3rd Quintile,East,No,0.007458459910401362,121,16600,0.007430399306354125,0.007486520514448598
2011,4th Quintile,West,Yes,0.1517390260540409,1642,16600,0.15162201915240994,0.15185603295567188
2011,4th Quintile,West,No,0.025550215023900515,304,16600,0.025498754393565082,0.025601675654235947
2011,4th Quintile,East,Yes,0.02410215308915834,392,16600,0.024052134874042848,0.024152171304273835
2011,4th Quintile,East,No,0.005270288727743038,66,16600,0.005246674821265792,0.005293902634220284
2011,5th Quintile,West,Yes,0.17337700105415518,2239,16600,0.1732535349981549,0.17350046711015546
2011,5th Quintile,West,No,0.020764726719165176,216,16600,0.02071822117567617,0.020811232262654182
2011,5th Quintile,East,Yes,0.013757044808796377,288,16600,0.013719056267053496,0.013795033350539257
2011,5th Quintile,East,No,0.001593756980629128,31,16600,0.0015807474153764444,0.0016067665458818117
2013,1st Quintile,West,Yes,0.05370949592773306,755,17862,0.053636951293041586,0.053782040562424534
2013,1st Quintile,West,No,0.08990366493252246,1502,17862,0.08981161999661086,0.08999570986843405
2013,1st Quintile,East,Yes,0.016671404560827413,257,17862,0.016630204017004963,0.016712605104649864
2013,1st Quintile,East,No,0.0319785218550644,492,17862,0.03192190585171594,0.03203513785841285
2013,2nd Quintile,West,Yes,0.09531423051413739,1193,17862,0.09521973846406732,0.09540872256420745
2013,2nd Quintile,West,No,0.054329857670586304,847,17862,0.05425691920191686,0.05440279613925575
2013,2nd Quintile,East,Yes,0.03477096842503367,542,17862,0.03471201743540824,0.03482991941465909
2013,2nd Quintile,East,No,0.011963014675360756,199,17862,0.011928030274747953,0.01199799907597356
2013,3rd Quintile,West,Yes,0.1219822111190251,1497,17862,0.1218769016490412,0.122087520589009
2013,3rd Quintile,West,No,0.04059674928046763,528,17862,0.04053324342927048,0.04066025513166478
2013,3rd Quintile,East,Yes,0.031119708766929863,497,17862,0.031063833405975457,0.03117558412788427
2013,3rd Quintile,East,No,0.00727902407128839,101,17862,0.007251670269482038,0.0073063778730947425
2013,4th Quintile,West,Yes,0.1490556838886784,1800,17862,0.14894108184550747,0.14917028593184933
2013,4th Quintile,West,No,0.026447630204592537,329,17862,0.026395995635156707,0.026499264774028367
2013,4th Quintile,East,Yes,0.024735458974710613,383,17862,0.02468547984118353,0.024785438108237696
2013,4th Quintile,East,No,0.004799083827333899,75,17862,0.004776845502460798,0.004821322152207001
2013,5th Quintile,West,Yes,0.17210249086746812,2314,17862,0.17198102636241822,0.17222395537251803
2013,5th Quintile,West,No,0.016917760969239578,216,17862,0.01687626232714588,0.016959259611333277
2013,5th Quintile,East,Yes,0.016323039469000437,304,17862,0.01628226443949197,0.016363814498508905
2015,1st Quintile,West,Yes,0.06094265890720715,899,15758,0.06086886557280912,0.061016452241605186
2015,1st Quintile,West,No,0.08944359568112682,1736,15758,0.08935556411446095,0.08953162724779269
2015,1st Quintile,East,Yes,0.0189136111554433,293,15758,0.01887159162134794,0.018955630689538663
2015,1st Quintile,East,No,0.030325421666535863,574,15758,0.030272525182188093,0.030378318150883633
2015,2nd Quintile,West,Yes,0.0969466179329595,1423,15758,0.09685534680397943,0.09703788906193957
2015,2nd Quintile,West,No,0.05309702058859427,1016,15758,0.053027853706801645,0.0531661874703869
2015,2nd Quintile,East,Yes,0.034372481179960834,616,15758,0.034316283208713105,0.03442867915120856
2015,2nd Quintile,East,No,0.0158778707401504,303,15758,0.015839311274294807,0.015916430206005996
2015,3rd Quintile,West,Yes,0.12316513791469066,1745,15758,0.12306376704267236,0.12326650878670897
2015,3rd Quintile,West,No,0.03912815303680894,627,15758,0.03906834111070627,0.0391879649629116
2015,3rd Quintile,East,Yes,0.03000784681930492,514,15758,0.029955219420238054,0.030060474218371786
2015,3rd Quintile,East,No,0.007963602453756356,131,15758,0.00793618488327647,0.007991020024236241
2015,4th Quintile,West,Yes,0.14454783972145335,1927,15758,0.14443936862108617,0.14465631082182054
2015,4th Quintile,West,No,0.026986353537499723,384,15758,0.026936368278379617,0.02703633879661983
2015,4th Quintile,East,Yes,0.02462155973031689,424,15758,0.024573756776202913,0.02466936268443087
2015,4th Quintile,East,No,0.003544164681048601,68,15758,0.003525833250682781,0.003562496111414421
2015,5th Quintile,West,Yes,0.17161075574928428,2449,15758,0.17149445035524044,0.1717270611433281
2015,5th Quintile,West,No,0.013944676156905698,194,15758,0.01390850476367915,0.013980847550132246
2015,5th Quintile,East,Yes,0.01456063234695239,306,15758,0.014523682261126531,0.01459758243277825
2016,1st Quintile,West,Yes,0.060106837605790595,939,16402,0.06003373544745277,0.06017993976412842
2016,1st Quintile,West,No,0.09082221657801401,2981,16402,0.09073383749912396,0.09091059565690406
2016,1st Quintile,East,Yes,0.019336390450172155,330,16402,0.019294038174730632,0.019378742725613678
2016,1st Quintile,East,No,0.02904510512772713,858,16402,0.0289934557588419,0.029096754496612358
2016,2nd Quintile,West,Yes,0.10279161986970414,1429,16402,0.10269821822349909,0.1028850215159092
2016,2nd Quintile,West,No,0.05007376195033694,840,16402,0.05000668411068684,0.05014083978998705
2016,2nd Quintile,East,Yes,0.035509928828448174,604,16402,0.035453010413613276,0.03556684724328307
2016,2nd Quintile,East,No,0.011116908681321484,205,16402,0.01108466137005272,0.011149155992590247
2016,3rd Quintile,West,Yes,0.13132964746959933,1670,16402,0.13122576604327588,0.13143352889592277
2016,3rd Quintile,West,No,0.027543792777005496,394,16402,0.027493457100181164,0.027594128453829827
2016,3rd Quintile,East,Yes,0.035123140697335645,572,16402,0.03506652177066452,0.03517975962400677
2016,3rd Quintile,East,No,0.005969439768123291,98,16402,0.005945748098353889,0.005993131437892692
2016,4th Quintile,West,Yes,0.15349863814048229,1944,16402,0.153387772975156,0.15360950330580858
2016,4th Quintile,West,No,0.021041867950533564,264,16402,0.02099772582722196,0.02108601007384517
2016,4th Quintile,East,Yes,0.024070038319089167,390,16402,0.024022899713493483,0.02411717692468485
2016,4th Quintile,East,No,0.0022082361050430495,52,16402,0.00219379927892753,0.002222672931158569
2016,5th Quintile,West,Yes,0.1750840595595429,2281,16402,0.17496717499401662,0.17520094412506917
2016,5th Quintile,West,No,0.00869421489598402,109,16402,0.008665662140866682,0.008722767651101358
2016,5th Quintile,East,Yes,0.0166341552257467,315,16402,0.01659481951969203,0.01667349093180137
2017,1st Quintile,West,Yes,0.06519678965302245,1150,18230,0.06512121760707427,0.06527236169897062
2017,1st Quintile,West,No,0.08732953731264577,3246,18230,0.08724311506561305,0.08741595955967849
2017,1st Quintile,East,Yes,0.01926789469843802,337,18230,0.019225814255248563,0.019309975141627477
2017,1st Quintile,East,No,0.02824070655959542,863,18230,0.028189995217181116,0.028291417902009723
2017,2nd Quintile,West,Yes,0.1089579086401267,1545,18230,0.10886252663102948,0.10905329064922391
2017,2nd Quintile,West,No,0.04510856443350405,862,18230,0.045045032148006224,0.045172096719001874
2017,2nd Quintile,East,Yes,0.03332924284374172,659,18230,0.03327429634915185,0.03338418933833159
2017,2nd Quintile,East,No,0.01218174356143329,249,18230,0.012148163520022787,0.012215323602843794
2017,3rd Quintile,West,Yes,0.1342691390484231,1931,18230,0.13416477100822857,0.13437350708861764
2017,3rd Quintile,West,No,0.02564731070856322,418,18230,0.025598919442200278,0.025695701974926165
2017,3rd Quintile,East,Yes,0.03494083728113755,630,18230,0.03488462494949815,0.034997049612776956
2017,3rd Quintile,East,No,0.00511737018044406,101,18230,0.00509552793324173,0.00513921242764639
2017,4th Quintile,West,Yes,0.15355860074803843,2215,18230,0.1534482377478822,0.15366896374819466
2017,4th Quintile,West,No,0.020597920672032588,280,18230,0.02055444160883136,0.020641399735233816
2017,4th Quintile,East,Yes,0.023834444912852224,489,18230,0.023787751863473955,0.023881137962230493
2017,4th Quintile,East,No,0.0021584512855370055,46,18230,0.002144244693993465,0.002172657877080546
2017,5th Quintile,West,Yes,0.175652838327428,2606,18230,0.1755363531578835,0.17576932349697252
2017,5th Quintile,West,No,0.008032526223490898,117,18230,0.008005201060018468,0.008059851386963328
2017,5th Quintile,East,Yes,0.016578172909545538,373,18230,0.01653908645926303,0.016617259359828048
2018,1st Quintile,West,Yes,0.058015424666955175,997,17728,0.057943924941582285,0.058086924392328064
2018,1st Quintile,West,No,0.09169266880408945,3051,17728,0.09160440259865012,0.09178093500952879
2018,1st Quintile,East,Yes,0.019784685578403457,374,17728,0.019742092791419193,0.01982727836538772
2018,1st Quintile,East,No,0.029726960817862264,850,17728,0.029675017106395574,0.029778904529328954
2018,2nd Quintile,West,Yes,0.10938184244112491,1607,17728,0.10928638074863098,0.10947730413361884
2018,2nd Quintile,West,No,0.04320770818555082,936,17728,0.043145521102007,0.043269895269094645
2018,2nd Quintile,East,Yes,0.035270085319014884,697,17728,0.03521366742533585,0.03532650321269392
2018,2nd Quintile,East,No,0.01210363017931607,286,17728,0.012070185713956707,0.012137074644675432
2018,3rd Quintile,West,Yes,0.13466648307919082,1830,17728,0.1345620754432961,0.13477089071508555
2018,3rd Quintile,West,No,0.026785408618516898,431,17728,0.02673602712917883,0.026834790107854965
2018,3rd Quintile,East,Yes,0.03384430154536722,613,17728,0.03378899493044737,0.033899608160287066
2018,3rd Quintile,East,No,0.00486450691013145,87,17728,0.004843226927915369,0.0048857868923475305
2018,4th Quintile,West,Yes,0.15815599275770947,2122,17728,0.15804439142551807,0.15826759408990088
2018,4th Quintile,West,No,0.0178743503130001,277,17728,0.01783382658426399,0.01791487404173621
2018,4th Quintile,East,Yes,0.022342042094231334,439,17728,0.022296839262411244,0.022387244926051424
2018,4th Quintile,East,No,0.002159005839255089,41,17728,0.0021448097631258235,0.0021732019153843543
2018,5th Quintile,West,Yes,0.17551217633164087,2531,17728,0.17539582898350156,0.17562852367978019
2018,5th Quintile,West,No,0.008559236476664865,121,17728,0.008531061624987997,0.008587411328341734
2018,5th Quintile,East,Yes,0.016053490041974927,345,17728,0.01601505023338008,0.016091929850569776
2019,1st Quintile,West,Yes,0.07504204760150361,970,18329,0.07496129577645577,0.07512279942655145
2019,1st Quintile,West,No,0.07368394279664933,1122,18329,0.073603866304909,0.07376401928838966
2019,1st Quintile,East,Yes,0.01948620982282079,336,18329,0.019443842643236505,0.019528577002405078
2019,1st Quintile,East,No,0.02568005337203579,463,18329,0.025631570563361936,0.02572853618070964
2019,2nd Quintile,West,Yes,0.1170750688494378,1542,18329,0.1169765241851532,0.11717361351372241
2019,2nd Quintile,West,No,0.03890884815597396,600,18329,0.0388495767144191,0.03896811959752882
2019,2nd Quintile,East,Yes,0.03569588201365893,651,18329,0.035639015699140186,0.03575274832817768
2019,2nd Quintile,East,No,0.009416652299515056,182,18329,0.009387049499435397,0.009446255099594715
2019,3rd Quintile,West,Yes,0.1382105327514181,1839,18329,0.138104751140923,0.1383163143619132
2019,3rd Quintile,West,No,0.02387965847602913,341,18329,0.02383286290506902,0.023926454046989242
2019,3rd Quintile,East,Yes,0.034560985881082334,637,18329,0.03450499793997495,0.03461697382218972
2019,3rd Quintile,East,No,0.005616218821013322,85,18329,0.005593313412608635,0.005639124229418009
2019,4th Quintile,West,Yes,0.1586765476900383,2197,18329,0.15856455829917185,0.15878853708090476
2019,4th Quintile,West,No,0.014596759559756197,207,18329,0.014559999667185694,0.0146335194523267
2019,4th Quintile,East,Yes,0.025411391356095138,491,18329,0.025363156176363658,0.02545962653582662
2019,4th Quintile,East,No,0.0027043110783154063,46,18329,0.00268839341524353,0.0027202287413872826
2019,5th Quintile,West,Yes,0.17674094280360553,3520,18329,0.1766240262902055,0.17685785931700557
2019,5th Quintile,West,No,0.006934440374683152,108,18329,0.0069090052610241565,0.006959875488342147
2019,5th Quintile,East,Yes,0.017679506296368146,670,18329,0.017639113801156896,0.017719898791579397
2021,1st Quintile,West,Yes,0.08730560930291992,1012,12522,0.08721925691402056,0.08739196169181927
2021,1st Quintile,West,No,0.06620715796181881,1545,12522,0.06613109585770746,0.06628322006593015
2021,1st Quintile,East,Yes,0.02494346478331882,319,12522,0.024895757588540096,0.024991171978097547
2021,1st Quintile,East,No,0.020344288824044134,368,12522,0.020301102266640097,0.02038747538144817
2021,2nd Quintile,West,Yes,0.1220713595102775,1232,12522,0.12197121501285817,0.12217150400769684
2021,2nd Quintile,West,No,0.036161322736615174,511,12522,0.03610421237355496,0.03621843309967539
2021,2nd Quintile,East,Yes,0.03582968078528849,484,12522,0.03577282313072152,0.03588653843985546
2021,2nd Quintile,East,No,0.006046182190765731,130,12522,0.006022467672325148,0.006069896709206314
2021,3rd Quintile,West,Yes,0.14611016733479185,1361,12522,0.14600211560287968,0.146218219066704
2021,3rd Quintile,West,No,0.01729282045063711,218,12522,0.017252942248287072,0.01733269865298715
2021,3rd Quintile,East,Yes,0.034487453451185895,412,12522,0.034431632129306486,0.034543274773065305
2021,3rd Quintile,East,No,0.0029987297307401965,55,12522,0.002982003152333004,0.0030154563091473892
2021,4th Quintile,West,Yes,0.1595852482559763,1582,12522,0.15947321839491646,0.15969727811703616
2021,4th Quintile,West,No,0.01349469546451763,134,12522,0.01345939976051733,0.01352999116851793
2021,4th Quintile,East,Yes,0.026638265001497363,361,12522,0.026589006556907595,0.02668752344608713
2021,5th Quintile,West,Yes,0.1746162142598267,2202,12522,0.1745000798699044,0.17473234864974901
2021,5th Quintile,West,No,0.005699462659998282,69,12522,0.005676434121017007,0.005722491198979557
2021,5th Quintile,East,Yes,0.02016787729578019,403,12522,0.02012487451661318,0.020210880074947198
