,Unnamed: 0,year,bula_h,hlf0186,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
55,55,2003,Saxony-Anhalt,No,0.30727,155,11689,0.26915,0.34728
56,56,2003,Thuringa,Yes,0.70595,351,11689,0.65248,0.76441
57,57,2003,Thuringa,No,0.29405,130,11689,0.2568,0.33475
58,58,2005,Schleswig-Holstein,Yes,0.68402,251,11091,0.622,0.74515
59,59,2005,Schleswig-Holstein,No,0.31598,102,11091,0.28148,0.35625
60,60,2005,Hamburg,Yes,0.68262,128,11091,0.59956,0.77172
61,61,2005,Hamburg,No,0.31738,45,11091,0.26354,0.37347
62,62,2005,Lower Saxony,Yes,0.73043,702,11091,0.68775,0.77582
63,63,2005,Lower Saxony,No,0.26957,235,11091,0.24357,0.29842
64,64,2005,Bremen,Yes,1.0,56,11091,0.82447,1.20598
65,65,2005,North Rhine-Westphalia,Yes,0.70467,1680,11091,0.67507,0.73394
66,66,2005,North Rhine-Westphalia,No,0.29533,662,11091,0.27803,0.31078
67,67,2005,Hesse,Yes,0.70199,561,11091,0.65496,0.74808
68,68,2005,Hesse,No,0.29801,202,11091,0.2749,0.3276
69,69,2005,"Rhineland-Palatinate, Saarland",Yes,0.6627,453,11091,0.61846,0.71514
70,70,2005,"Rhineland-Palatinate, Saarland",No,0.3373,222,11091,0.3006,0.3792
71,71,2005,Baden-Wuerttemberg,Yes,0.697,935,11091,0.65907,0.7327
72,72,2005,Baden-Wuerttemberg,No,0.303,379,11091,0.27297,0.32891
73,73,2005,Bavaria,Yes,0.72939,1168,11091,0.69635,0.75783
74,74,2005,Bavaria,No,0.27061,375,11091,0.25179,0.28868
75,75,2005,Berlin,Yes,0.59898,288,11091,0.55327,0.64693
76,76,2005,Berlin,No,0.40102,170,11091,0.36145,0.44406
77,77,2005,Brandenburg,Yes,0.64022,307,11091,0.58682,0.69464
78,78,2005,Brandenburg,No,0.35978,161,11091,0.32297,0.40233
79,79,2005,Mecklenburg-Western Pomerania,Yes,0.63696,187,11091,0.57733,0.69531
80,80,2005,Mecklenburg-Western Pomerania,No,0.36304,85,11091,0.30729,0.43061
81,81,2005,Saxony,Yes,0.69897,586,11091,0.6493,0.74437
82,82,2005,Saxony,No,0.30103,220,11091,0.27554,0.33331
83,83,2005,Saxony-Anhalt,Yes,0.64704,311,11091,0.59517,0.69613
84,84,2005,Saxony-Anhalt,No,0.35296,159,11091,0.30393,0.39444
85,85,2005,Thuringa,Yes,0.63381,300,11091,0.58011,0.69882
86,86,2005,Thuringa,No,0.36619,161,11091,0.31413,0.41382
87,87,2007,Schleswig-Holstein,Yes,0.62653,241,11352,0.57931,0.68993
88,88,2007,Schleswig-Holstein,No,0.37347,120,11352,0.32802,0.41294
89,89,2007,Hamburg,Yes,0.68649,129,11352,0.60973,0.76853
90,90,2007,Hamburg,No,0.31351,57,11352,0.25924,0.36237
91,91,2007,Lower Saxony,Yes,0.69216,730,11352,0.64981,0.73228
92,92,2007,Lower Saxony,No,0.30784,266,11352,0.28121,0.33793
93,93,2007,Bremen,Yes,1.0,68,11352,0.82228,1.16381
94,94,2007,North Rhine-Westphalia,Yes,0.67817,1656,11352,0.65177,0.70585
95,95,2007,North Rhine-Westphalia,No,0.32183,668,11352,0.30431,0.33811
96,96,2007,Hesse,Yes,0.66479,556,11352,0.62205,0.70258
97,97,2007,Hesse,No,0.33521,223,11352,0.3059,0.36957
98,98,2007,"Rhineland-Palatinate, Saarland",Yes,0.68815,459,11352,0.63786,0.73081
99,99,2007,"Rhineland-Palatinate, Saarland",No,0.31185,200,11352,0.27868,0.34471
100,100,2007,Baden-Wuerttemberg,Yes,0.6742,940,11352,0.64197,0.71148
101,101,2007,Baden-Wuerttemberg,No,0.3258,404,11352,0.30114,0.35094
102,102,2007,Bavaria,Yes,0.69969,1197,11352,0.66693,0.73224
103,103,2007,Bavaria,No,0.30031,430,11352,0.27875,0.32318
104,104,2007,Berlin,Yes,0.59498,288,11352,0.54987,0.63698
105,105,2007,Berlin,No,0.40502,176,11352,0.36655,0.44747
106,106,2007,Brandenburg,Yes,0.64353,323,11352,0.59183,0.70293
107,107,2007,Brandenburg,No,0.35647,165,11352,0.31833,0.40228
108,108,2007,Mecklenburg-Western Pomerania,Yes,0.68259,198,11352,0.60437,0.7436
109,109,2007,Mecklenburg-Western Pomerania,No,0.31741,83,11352,0.26332,0.37841
110,110,2007,Saxony,Yes,0.6517,572,11352,0.61054,0.68905
111,111,2007,Saxony,No,0.3483,256,11352,0.31814,0.38597
112,112,2007,Saxony-Anhalt,Yes,0.62098,287,11352,0.56782,0.68221
113,113,2007,Saxony-Anhalt,No,0.37902,175,11352,0.33547,0.43144
114,114,2007,Thuringa,Yes,0.63806,321,11352,0.57925,0.69543
115,115,2007,Thuringa,No,0.36194,164,11352,0.31748,0.39804
116,116,2011,Schleswig-Holstein,Yes,0.73745,281,11983,0.65523,0.81604
117,117,2011,Schleswig-Holstein,No,0.26255,121,11983,0.21892,0.3095
118,118,2011,Hamburg,Yes,0.74735,148,11983,0.65932,0.84407
119,119,2011,Hamburg,No,0.25265,45,11983,0.19088,0.30117
120,120,2011,Lower Saxony,Yes,0.75872,826,11983,0.72112,0.80435
121,121,2011,Lower Saxony,No,0.24128,249,11983,0.21839,0.27206
122,122,2011,Bremen,Yes,1.0,56,11983,0.7956,1.25297
123,123,2011,North Rhine-Westphalia,Yes,0.72531,1724,11983,0.69826,0.75106
124,124,2011,North Rhine-Westphalia,No,0.27469,619,11983,0.25903,0.29599
125,125,2011,Hesse,Yes,0.74791,613,11983,0.7046,0.80625
126,126,2011,Hesse,No,0.25209,210,11983,0.2193,0.28161
127,127,2011,"Rhineland-Palatinate, Saarland",Yes,0.68455,489,11983,0.64125,0.73049
128,128,2011,"Rhineland-Palatinate, Saarland",No,0.31545,219,11983,0.27614,0.35651
129,129,2011,Baden-Wuerttemberg,Yes,0.76365,1062,11983,0.72792,0.80842
130,130,2011,Baden-Wuerttemberg,No,0.23635,332,11983,0.21504,0.26015
131,131,2011,Bavaria,Yes,0.75564,1416,11983,0.72755,0.79232
132,132,2011,Bavaria,No,0.24436,411,11983,0.2231,0.26672
133,133,2011,Berlin,Yes,0.59251,318,11983,0.53663,0.63626
134,134,2011,Berlin,No,0.40749,189,11983,0.36205,0.45912
135,135,2011,Brandenburg,Yes,0.6866,360,11983,0.61798,0.75709
136,136,2011,Brandenburg,No,0.3134,155,11983,0.27143,0.36442
137,137,2011,Mecklenburg-Western Pomerania,Yes,0.63642,202,11983,0.5554,0.70472
138,138,2011,Mecklenburg-Western Pomerania,No,0.36358,109,11983,0.29999,0.43664
139,139,2011,Saxony,Yes,0.71305,584,11983,0.66838,0.7575
140,140,2011,Saxony,No,0.28695,218,11983,0.25088,0.31818
141,141,2011,Saxony-Anhalt,Yes,0.66069,341,11983,0.59927,0.721
142,142,2011,Saxony-Anhalt,No,0.33931,168,11983,0.29364,0.38509
143,143,2011,Thuringa,Yes,0.6824,352,11983,0.61757,0.75509
144,144,2011,Thuringa,No,0.3176,166,11983,0.27912,0.36298
145,145,2013,Schleswig-Holstein,Yes,0.69084,297,13862,0.63155,0.75441
146,146,2013,Schleswig-Holstein,No,0.30916,171,13862,0.25898,0.3609
147,147,2013,Hamburg,Yes,0.67341,179,13862,0.58756,0.75856
148,148,2013,Hamburg,No,0.32659,91,13862,0.26981,0.39758
149,149,2013,Lower Saxony,Yes,0.72933,870,13862,0.68697,0.76837
150,150,2013,Lower Saxony,No,0.27067,361,13862,0.24389,0.30563
151,151,2013,Bremen,Yes,0.67805,64,13862,0.51461,0.80651
152,152,2013,Bremen,No,0.32195,41,13862,0.22318,0.44878
153,153,2013,North Rhine-Westphalia,Yes,0.71391,1906,13862,0.67815,0.74086
154,154,2013,North Rhine-Westphalia,No,0.28609,920,13862,0.26526,0.30377
155,155,2013,Hesse,Yes,0.70733,697,13862,0.66231,0.76594
156,156,2013,Hesse,No,0.29267,334,13862,0.26081,0.32703
157,157,2013,"Rhineland-Palatinate, Saarland",Yes,0.72707,567,13862,0.67455,0.77104
158,158,2013,"Rhineland-Palatinate, Saarland",No,0.27293,264,13862,0.23814,0.30558
159,159,2013,Baden-Wuerttemberg,Yes,0.77072,1172,13862,0.73112,0.80829
160,160,2013,Baden-Wuerttemberg,No,0.22928,458,13862,0.20759,0.2539
161,161,2013,Bavaria,Yes,0.73166,1576,13862,0.69703,0.76593
162,162,2013,Bavaria,No,0.26834,628,13862,0.24718,0.29573
163,163,2013,Berlin,Yes,0.6012,380,13862,0.55671,0.64804
164,164,2013,Berlin,No,0.3988,243,13862,0.35872,0.44884
165,165,2013,Brandenburg,Yes,0.68302,361,13862,0.6221,0.74592
166,166,2013,Brandenburg,No,0.31698,161,13862,0.26857,0.37193
167,167,2013,Mecklenburg-Western Pomerania,Yes,0.65477,195,13862,0.57092,0.74288
168,168,2013,Mecklenburg-Western Pomerania,No,0.34523,104,13862,0.28282,0.41414
169,169,2013,Saxony,Yes,0.69291,593,13862,0.64229,0.75343
170,170,2013,Saxony,No,0.30709,233,13862,0.27283,0.35134
171,171,2013,Saxony-Anhalt,Yes,0.7152,341,13862,0.65363,0.78772
172,172,2013,Saxony-Anhalt,No,0.2848,162,13862,0.23498,0.33654
173,173,2013,Thuringa,Yes,0.70162,346,13862,0.64258,0.76348
174,174,2013,Thuringa,No,0.29838,147,13862,0.25459,0.33879
175,175,2015,Schleswig-Holstein,Yes,0.69623,332,15664,0.62089,0.77061
176,176,2015,Schleswig-Holstein,No,0.30377,215,15664,0.26192,0.3511
177,177,2015,Hamburg,Yes,0.76834,199,15664,0.67871,0.87571
178,178,2015,Hamburg,No,0.23166,82,15664,0.17916,0.28848
179,179,2015,Lower Saxony,Yes,0.72894,1004,15664,0.67961,0.77935
180,180,2015,Lower Saxony,No,0.27106,475,15664,0.23612,0.30204
181,181,2015,Bremen,Yes,0.74146,66,15664,0.58422,0.93938
182,182,2015,Bremen,No,0.25854,50,15664,0.17983,0.35066
183,183,2015,North Rhine-Westphalia,Yes,0.70526,2093,15664,0.67444,0.73526
184,184,2015,North Rhine-Westphalia,No,0.29474,1097,15664,0.27316,0.31497
185,185,2015,Hesse,Yes,0.71365,775,15664,0.67078,0.77918
186,186,2015,Hesse,No,0.28635,349,15664,0.257,0.32751
187,187,2015,"Rhineland-Palatinate, Saarland",Yes,0.7106,604,15664,0.66476,0.7696
188,188,2015,"Rhineland-Palatinate, Saarland",No,0.2894,312,15664,0.25387,0.32813
189,189,2015,Baden-Wuerttemberg,Yes,0.76714,1279,15664,0.71973,0.81639
190,190,2015,Baden-Wuerttemberg,No,0.23286,536,15664,0.21001,0.25752
191,191,2015,Bavaria,Yes,0.75624,1863,15664,0.71981,0.7902
192,192,2015,Bavaria,No,0.24376,707,15664,0.22157,0.26571
193,193,2015,Berlin,Yes,0.63446,403,15664,0.58315,0.68884
194,194,2015,Berlin,No,0.36554,244,15664,0.32291,0.42025
195,195,2015,Brandenburg,Yes,0.72556,408,15664,0.648,0.81968
196,196,2015,Brandenburg,No,0.27444,194,15664,0.2267,0.31808
197,197,2015,Mecklenburg-Western Pomerania,Yes,0.64893,216,15664,0.56524,0.73909
198,198,2015,Mecklenburg-Western Pomerania,No,0.35107,134,15664,0.29579,0.42217
199,199,2015,Saxony,Yes,0.70033,635,15664,0.65127,0.76293
200,200,2015,Saxony,No,0.29967,274,15664,0.25762,0.33804
201,201,2015,Saxony-Anhalt,Yes,0.65844,337,15664,0.58424,0.74216
202,202,2015,Saxony-Anhalt,No,0.34156,204,15664,0.28846,0.40265
203,203,2015,Thuringa,Yes,0.64182,383,15664,0.56788,0.71599
204,204,2015,Thuringa,No,0.35818,194,15664,0.3011,0.42895
205,205,2016,Schleswig-Holstein,Yes,0.72633,343,16292,0.65071,0.80279
206,206,2016,Schleswig-Holstein,No,0.27367,284,16292,0.21699,0.32029
207,207,2016,Hamburg,Yes,0.78276,196,16292,0.66897,0.87605
208,208,2016,Hamburg,No,0.21724,89,16292,0.1621,0.27472
209,209,2016,Lower Saxony,Yes,0.72861,946,16292,0.68417,0.77491
210,210,2016,Lower Saxony,No,0.27139,612,16292,0.23719,0.30746
211,211,2016,Bremen,Yes,0.65311,64,16292,0.49385,0.8248
212,212,2016,Bremen,No,0.34689,65,16292,0.22481,0.50825
213,213,2016,North Rhine-Westphalia,Yes,0.74515,2098,16292,0.71353,0.77629
214,214,2016,North Rhine-Westphalia,No,0.25485,1256,16292,0.23536,0.28227
215,215,2016,Hesse,Yes,0.74123,711,16292,0.68626,0.79939
216,216,2016,Hesse,No,0.25877,408,16292,0.22225,0.31136
217,217,2016,"Rhineland-Palatinate, Saarland",Yes,0.75544,621,16292,0.70232,0.8119
218,218,2016,"Rhineland-Palatinate, Saarland",No,0.24456,409,16292,0.20494,0.28957
219,219,2016,Baden-Wuerttemberg,Yes,0.79304,1259,16292,0.73992,0.83283
220,220,2016,Baden-Wuerttemberg,No,0.20696,597,16292,0.1856,0.23647
221,221,2016,Bavaria,Yes,0.79669,1779,16292,0.75734,0.83717
222,222,2016,Bavaria,No,0.20331,731,16292,0.18195,0.22733
223,223,2016,Berlin,Yes,0.67417,426,16292,0.60957,0.74325
224,224,2016,Berlin,No,0.32583,241,16292,0.28264,0.37748
225,225,2016,Brandenburg,Yes,0.77151,421,16292,0.69526,0.84849
226,226,2016,Brandenburg,No,0.22849,224,16292,0.18153,0.27923
227,227,2016,Mecklenburg-Western Pomerania,Yes,0.68504,225,16292,0.59529,0.78484
228,228,2016,Mecklenburg-Western Pomerania,No,0.31496,151,16292,0.24224,0.40711
229,229,2016,Saxony,Yes,0.75941,659,16292,0.70477,0.81529
230,230,2016,Saxony,No,0.24059,307,16292,0.19857,0.28108
231,231,2016,Saxony-Anhalt,Yes,0.72394,344,16292,0.64374,0.81159
232,232,2016,Saxony-Anhalt,No,0.27606,223,16292,0.22573,0.32381
233,233,2016,Thuringa,Yes,0.70189,383,16292,0.62042,0.77576
234,234,2016,Thuringa,No,0.29811,220,16292,0.2336,0.35831
235,235,2017,Schleswig-Holstein,Yes,0.78178,448,18177,0.70869,0.85593
236,236,2017,Schleswig-Holstein,No,0.21822,273,18177,0.17996,0.2584
237,237,2017,Hamburg,Yes,0.7505,219,18177,0.66278,0.85071
238,238,2017,Hamburg,No,0.2495,113,18177,0.19322,0.30388
239,239,2017,Lower Saxony,Yes,0.77857,1215,18177,0.72924,0.82748
240,240,2017,Lower Saxony,No,0.22143,673,18177,0.19227,0.25415
241,241,2017,Bremen,Yes,0.76008,92,18177,0.60482,0.92296
242,242,2017,Bremen,No,0.23992,89,18177,0.16107,0.32744
243,243,2017,North Rhine-Westphalia,Yes,0.75704,2402,18177,0.72872,0.78963
244,244,2017,North Rhine-Westphalia,No,0.24296,1408,18177,0.22561,0.26414
245,245,2017,Hesse,Yes,0.73806,799,18177,0.67774,0.80538
246,246,2017,Hesse,No,0.26194,471,18177,0.22622,0.29668
247,247,2017,"Rhineland-Palatinate, Saarland",Yes,0.73859,638,18177,0.68635,0.78641
248,248,2017,"Rhineland-Palatinate, Saarland",No,0.26141,422,18177,0.22495,0.30087
249,249,2017,Baden-Wuerttemberg,Yes,0.81181,1377,18177,0.77156,0.85974
250,250,2017,Baden-Wuerttemberg,No,0.18819,626,18177,0.16606,0.2116
251,251,2017,Bavaria,Yes,0.81197,2007,18177,0.77893,0.85713
252,252,2017,Bavaria,No,0.18803,734,18177,0.16982,0.20997
253,253,2017,Berlin,Yes,0.65602,461,18177,0.60396,0.71366
254,254,2017,Berlin,No,0.34398,258,18177,0.30046,0.39023
255,255,2017,Brandenburg,Yes,0.75496,458,18177,0.68412,0.83017
256,256,2017,Brandenburg,No,0.24504,242,18177,0.20088,0.29343
257,257,2017,Mecklenburg-Western Pomerania,Yes,0.67868,250,18177,0.60373,0.76049
258,258,2017,Mecklenburg-Western Pomerania,No,0.32132,154,18177,0.26077,0.39557
259,259,2017,Saxony,Yes,0.74238,759,18177,0.69142,0.78926
260,260,2017,Saxony,No,0.25762,318,18177,0.22041,0.29982
261,261,2017,Saxony-Anhalt,Yes,0.7372,393,18177,0.67445,0.80278
262,262,2017,Saxony-Anhalt,No,0.2628,233,18177,0.21464,0.31517
263,263,2017,Thuringa,Yes,0.74615,425,18177,0.66875,0.8309
264,264,2017,Thuringa,No,0.25385,220,18177,0.20706,0.29655
265,265,2018,Schleswig-Holstein,Yes,0.76275,396,17802,0.67457,0.86313
266,266,2018,Schleswig-Holstein,No,0.23725,281,17802,0.20094,0.27548
267,267,2018,Hamburg,Yes,0.81838,241,17802,0.72376,0.91779
268,268,2018,Hamburg,No,0.18162,121,17802,0.14227,0.228
269,269,2018,Lower Saxony,Yes,0.76728,1105,17802,0.7214,0.81305
270,270,2018,Lower Saxony,No,0.23272,686,17802,0.20318,0.25721
271,271,2018,Bremen,Yes,0.80427,101,17802,0.64094,0.96095
272,272,2018,Bremen,No,0.19573,82,17802,0.11958,0.26918
273,273,2018,North Rhine-Westphalia,Yes,0.75004,2334,17802,0.72048,0.78031
274,274,2018,North Rhine-Westphalia,No,0.24996,1418,17802,0.22741,0.27285
275,275,2018,Hesse,Yes,0.75191,767,17802,0.69727,0.80327
276,276,2018,Hesse,No,0.24809,459,17802,0.2125,0.28687
277,277,2018,"Rhineland-Palatinate, Saarland",Yes,0.74779,634,17802,0.69338,0.80546
278,278,2018,"Rhineland-Palatinate, Saarland",No,0.25221,428,17802,0.2043,0.29443
279,279,2018,Baden-Wuerttemberg,Yes,0.80049,1318,17802,0.76122,0.84427
280,280,2018,Baden-Wuerttemberg,No,0.19951,557,17802,0.17553,0.22741
281,281,2018,Bavaria,Yes,0.80504,1917,17802,0.76787,0.84735
282,282,2018,Bavaria,No,0.19496,716,17802,0.17129,0.21543
283,283,2018,Berlin,Yes,0.65873,480,17802,0.61327,0.72381
284,284,2018,Berlin,No,0.34127,300,17802,0.29123,0.39056
285,285,2018,Brandenburg,Yes,0.74445,463,17802,0.67699,0.81016
286,286,2018,Brandenburg,No,0.25555,255,17802,0.20377,0.31956
287,287,2018,Mecklenburg-Western Pomerania,Yes,0.66784,248,17802,0.57853,0.75244
288,288,2018,Mecklenburg-Western Pomerania,No,0.33216,170,17802,0.27048,0.40225
289,289,2018,Saxony,Yes,0.75232,758,17802,0.68817,0.81261
290,290,2018,Saxony,No,0.24768,300,17802,0.20033,0.29396
291,291,2018,Saxony-Anhalt,Yes,0.7286,382,17802,0.64263,0.80521
292,292,2018,Saxony-Anhalt,No,0.2714,238,17802,0.22133,0.31697
293,293,2018,Thuringa,Yes,0.72632,430,17802,0.65202,0.80404
294,294,2018,Thuringa,No,0.27368,217,17802,0.22846,0.32941
295,295,2019,Schleswig-Holstein,Yes,0.79721,458,16091,0.71254,0.88884
296,296,2019,Schleswig-Holstein,No,0.20279,135,16091,0.16661,0.24284
297,297,2019,Hamburg,Yes,0.85747,303,16091,0.73773,0.96186
298,298,2019,Hamburg,No,0.14253,56,16091,0.10696,0.18679
299,299,2019,Lower Saxony,Yes,0.79079,1171,16091,0.73771,0.83989
300,300,2019,Lower Saxony,No,0.20921,320,16091,0.18217,0.23436
301,301,2019,Bremen,Yes,0.82053,94,16091,0.61858,1.02715
302,302,2019,Bremen,No,0.17947,35,16091,0.11951,0.23987
303,303,2019,North Rhine-Westphalia,Yes,0.79449,2597,16091,0.76004,0.83188
304,304,2019,North Rhine-Westphalia,No,0.20551,670,16091,0.18914,0.22373
305,305,2019,Hesse,Yes,0.79849,892,16091,0.72908,0.8598
306,306,2019,Hesse,No,0.20151,197,16091,0.17447,0.23027
307,307,2019,"Rhineland-Palatinate, Saarland",Yes,0.7958,716,16091,0.73608,0.86733
308,308,2019,"Rhineland-Palatinate, Saarland",No,0.2042,187,16091,0.16912,0.24697
309,309,2019,Baden-Wuerttemberg,Yes,0.8418,1422,16091,0.8003,0.88691
310,310,2019,Baden-Wuerttemberg,No,0.1582,265,16091,0.13811,0.18629
311,311,2019,Bavaria,Yes,0.82989,2119,16091,0.78966,0.88131
312,312,2019,Bavaria,No,0.17011,406,16091,0.14991,0.18884
313,313,2019,Berlin,Yes,0.679,537,16091,0.6088,0.7368
314,314,2019,Berlin,No,0.321,203,16091,0.27339,0.37121
315,315,2019,Brandenburg,Yes,0.80309,561,16091,0.71767,0.87424
316,316,2019,Brandenburg,No,0.19691,157,16091,0.15669,0.2413
317,317,2019,Mecklenburg-Western Pomerania,Yes,0.7095,304,16091,0.63109,0.82581
318,318,2019,Mecklenburg-Western Pomerania,No,0.2905,98,16091,0.22476,0.35713
319,319,2019,Saxony,Yes,0.80319,859,16091,0.74925,0.86401
320,320,2019,Saxony,No,0.19681,177,16091,0.16057,0.23234
321,321,2019,Saxony-Anhalt,Yes,0.71349,416,16091,0.62091,0.80233
322,322,2019,Saxony-Anhalt,No,0.28651,152,16091,0.22815,0.33505
323,323,2019,Thuringa,Yes,0.73478,447,16091,0.64692,0.83034
324,324,2019,Thuringa,No,0.26522,137,16091,0.22314,0.31126
325,325,2021,Schleswig-Holstein,Yes,0.85583,365,12477,0.74038,0.97404
326,326,2021,Schleswig-Holstein,No,0.14417,147,12477,0.10796,0.19134
327,327,2021,Hamburg,Yes,0.84646,223,12477,0.7135,0.98081
328,328,2021,Hamburg,No,0.15354,85,12477,0.11208,0.19129
329,329,2021,Lower Saxony,Yes,0.80252,872,12477,0.74427,0.87174
330,330,2021,Lower Saxony,No,0.19748,325,12477,0.16302,0.23811
331,331,2021,Bremen,Yes,0.92496,69,12477,0.68486,1.12527
332,332,2021,Bremen,No,0.07504,35,12477,0.03806,0.12444
333,333,2021,North Rhine-Westphalia,Yes,0.83089,1938,12477,0.78152,0.87927
334,334,2021,North Rhine-Westphalia,No,0.16911,731,12477,0.14862,0.18905
335,335,2021,Hesse,Yes,0.79469,603,12477,0.72791,0.88397
336,336,2021,Hesse,No,0.20531,252,12477,0.16841,0.25681
337,337,2021,"Rhineland-Palatinate, Saarland",Yes,0.78247,447,12477,0.70606,0.87284
338,338,2021,"Rhineland-Palatinate, Saarland",No,0.21753,188,12477,0.16453,0.2687
339,339,2021,Baden-Wuerttemberg,Yes,0.8673,1056,12477,0.80596,0.94003
340,340,2021,Baden-Wuerttemberg,No,0.1327,291,12477,0.1119,0.1556
341,341,2021,Bavaria,Yes,0.85416,1521,12477,0.80122,0.90614
342,342,2021,Bavaria,No,0.14584,344,12477,0.12385,0.16993
343,343,2021,Berlin,Yes,0.79792,481,12477,0.70245,0.88988
344,344,2021,Berlin,No,0.20208,171,12477,0.1494,0.25325
345,345,2021,Brandenburg,Yes,0.83354,360,12477,0.73167,0.93672
346,346,2021,Brandenburg,No,0.16646,121,12477,0.12319,0.21374
347,347,2021,Mecklenburg-Western Pomerania,Yes,0.83157,211,12477,0.69622,0.96934
348,348,2021,Mecklenburg-Western Pomerania,No,0.16843,60,12477,0.12609,0.22532
349,349,2021,Saxony,Yes,0.81306,614,12477,0.74144,0.90329
350,350,2021,Saxony,No,0.18694,156,12477,0.15027,0.22961
351,351,2021,Saxony-Anhalt,Yes,0.7993,300,12477,0.6879,0.92871
352,352,2021,Saxony-Anhalt,No,0.2007,99,12477,0.14554,0.2734
353,353,2021,Thuringa,Yes,0.80218,320,12477,0.69781,0.90731
354,354,2021,Thuringa,No,0.19782,92,12477,0.14582,0.25774
