"hlf0186","year","quintil","regtyp","n","percent","lower_confidence","upper_confidence"
"Ja","2019","4","Laendlicher Raum","3265","0.863748931289169","0.852780780224573","0.874717082353764"
"Ja","2019","5","Staedtischer Raum","10598","0.942400430593629","0.938083259917426","0.946717601269832"
"Ja","2019","5","Laendlicher Raum","4323","0.941473135586131","0.934646509423176","0.948299761749085"
"Nein","2019","1","Staedtischer Raum","1226","0.620605832893592","0.599063366563824","0.64214829922336"
"Nein","2019","1","Laendlicher Raum","825","0.566610995210311","0.539029443732748","0.594192546687874"
"Nein","2019","2","Staedtischer Raum","1306","0.451562116133847","0.432742205369066","0.470382026898628"
"Nein","2019","2","Laendlicher Raum","728","0.437992269037865","0.412783537529451","0.463201000546278"
"Nein","2019","3","Staedtischer Raum","938","0.257344418733713","0.242531650621067","0.272157186846359"
"Nein","2019","3","Laendlicher Raum","600","0.247770586431857","0.230176759945032","0.265364412918682"
"Nein","2019","4","Staedtischer Raum","912","0.151947679567808","0.142920147147893","0.160975211987724"
"Nein","2019","4","Laendlicher Raum","493","0.136251068710831","0.125282917646236","0.147219219775427"
"Nein","2019","5","Staedtischer Raum","590","0.0575995694063713","0.0532823987301685","0.061916740082574"
"Nein","2019","5","Laendlicher Raum","219","0.0585268644138691","0.0517002382509145","0.0653534905768238"
