year,bula_h,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Hamburg,Part Time,0.14150,42,280,0.10060,0.18240
1985,Hamburg,Not Working,0.46296,109,280,0.40445,0.52147
1985,Lower Saxony,Full Time,0.37066,441,1107,0.34220,0.39913
1985,Lower Saxony,Part Time,0.15514,184,1107,0.13380,0.17648
1985,Lower Saxony,Not Working,0.47420,482,1107,0.44477,0.50362
1985,Bremen,Not Working,0.65298,65,65,0.53636,0.76961
1985,North Rhine-Westphalia,Full Time,0.39305,1285,2961,0.37546,0.41065
1985,North Rhine-Westphalia,Part Time,0.15597,474,2961,0.14290,0.16905
1985,North Rhine-Westphalia,Not Working,0.45097,1202,2961,0.43305,0.46890
1985,Hesse,Full Time,0.40226,519,1134,0.37371,0.43081
1985,Hesse,Part Time,0.16024,191,1134,0.13888,0.18160
1985,Hesse,Not Working,0.43751,424,1134,0.40862,0.46639
1985,"Rhineland-Palatinate, Saarland",Full Time,0.38906,332,772,0.35464,0.42347
1985,"Rhineland-Palatinate, Saarland",Part Time,0.12824,105,772,0.10464,0.15185
1985,"Rhineland-Palatinate, Saarland",Not Working,0.48270,335,772,0.44742,0.51797
1985,Baden-Wuerttemberg,Full Time,0.43975,1021,2041,0.41821,0.46128
1985,Baden-Wuerttemberg,Part Time,0.16967,341,2041,0.15338,0.18596
1985,Baden-Wuerttemberg,Not Working,0.39058,679,2041,0.36941,0.41175
1985,Bavaria,Full Time,0.41011,876,1897,0.38797,0.43225
1985,Bavaria,Part Time,0.18219,357,1897,0.16482,0.19957
1985,Bavaria,Not Working,0.40770,664,1897,0.38558,0.42982
1985,Berlin,Full Time,0.40932,163,365,0.35881,0.45984
1985,Berlin,Part Time,0.18571,81,365,0.14576,0.22566
1985,Berlin,Not Working,0.40497,121,365,0.35454,0.45540
1986,Schleswig-Holstein,Full Time,0.40902,140,323,0.35531,0.46272
1986,Schleswig-Holstein,Part Time,0.22752,74,323,0.18173,0.27331
1986,Schleswig-Holstein,Not Working,0.36346,109,323,0.31093,0.41600
1986,Hamburg,Full Time,0.41230,115,256,0.35188,0.47272
1986,Hamburg,Part Time,0.11857,37,256,0.07889,0.15825
1986,Hamburg,Not Working,0.46913,104,256,0.40788,0.53039
1986,Lower Saxony,Full Time,0.38364,457,1108,0.35499,0.41228
1986,Lower Saxony,Part Time,0.15845,190,1108,0.13694,0.17996
1986,Lower Saxony,Not Working,0.45791,461,1108,0.42856,0.48726
1986,Bremen,Full Time,0.21039,33,92,0.12665,0.29413
1986,Bremen,Not Working,0.65854,59,92,0.56111,0.75597
1986,North Rhine-Westphalia,Full Time,0.39439,1259,2858,0.37647,0.41231
1986,North Rhine-Westphalia,Part Time,0.15079,444,2858,0.13767,0.16391
1986,North Rhine-Westphalia,Not Working,0.45482,1155,2858,0.43656,0.47307
1986,Hesse,Full Time,0.40485,477,1049,0.37513,0.43457
1986,Hesse,Part Time,0.15387,188,1049,0.13202,0.17571
1986,Hesse,Not Working,0.44128,384,1049,0.41122,0.47134
1986,"Rhineland-Palatinate, Saarland",Full Time,0.39205,343,769,0.35752,0.42658
1986,"Rhineland-Palatinate, Saarland",Part Time,0.14072,111,769,0.11613,0.16531
1986,"Rhineland-Palatinate, Saarland",Not Working,0.46723,315,769,0.43194,0.50252
1986,Baden-Wuerttemberg,Full Time,0.44930,999,1988,0.42742,0.47117
1986,Baden-Wuerttemberg,Part Time,0.17282,350,1988,0.15619,0.18944
1986,Baden-Wuerttemberg,Not Working,0.37789,639,1988,0.35657,0.39921
1986,Bavaria,Full Time,0.42460,843,1773,0.40158,0.44761
1986,Bavaria,Part Time,0.18280,341,1773,0.16480,0.20079
1986,Bavaria,Not Working,0.39260,589,1773,0.36987,0.41534
1986,Berlin,Full Time,0.44144,169,352,0.38949,0.49339
1986,Berlin,Part Time,0.15910,71,352,0.12083,0.19736
1986,Berlin,Not Working,0.39947,112,352,0.34823,0.45071
1987,Schleswig-Holstein,Full Time,0.43747,146,326,0.38354,0.49141
1987,Schleswig-Holstein,Part Time,0.18685,64,326,0.14447,0.22923
1987,Schleswig-Holstein,Not Working,0.37568,116,326,0.32302,0.42833
1987,Hamburg,Full Time,0.44266,106,226,0.37775,0.50756
1987,Hamburg,Part Time,0.13286,34,226,0.08851,0.17721
1987,Hamburg,Not Working,0.42448,86,226,0.35990,0.48907
1987,Lower Saxony,Full Time,0.38863,470,1105,0.35988,0.41738
1987,Lower Saxony,Part Time,0.18157,207,1105,0.15883,0.20431
1987,Lower Saxony,Not Working,0.42980,428,1105,0.40060,0.45900
1987,Bremen,Not Working,0.62046,51,51,0.48595,0.75497
1987,North Rhine-Westphalia,Full Time,0.40666,1253,2827,0.38855,0.42478
1987,North Rhine-Westphalia,Part Time,0.14833,441,2827,0.13522,0.16143
1987,North Rhine-Westphalia,Not Working,0.44501,1133,2827,0.42669,0.46333
1987,Hesse,Full Time,0.42547,498,1056,0.39564,0.45531
1987,Hesse,Part Time,0.15671,189,1056,0.13477,0.17864
1987,Hesse,Not Working,0.41782,369,1056,0.38806,0.44758
1987,"Rhineland-Palatinate, Saarland",Full Time,0.39384,340,766,0.35922,0.42847
1987,"Rhineland-Palatinate, Saarland",Part Time,0.14408,112,766,0.11920,0.16897
1987,"Rhineland-Palatinate, Saarland",Not Working,0.46207,314,766,0.42674,0.49740
1987,Baden-Wuerttemberg,Full Time,0.47023,1026,1962,0.44813,0.49232
1987,Baden-Wuerttemberg,Part Time,0.16836,328,1962,0.15180,0.18492
1987,Baden-Wuerttemberg,Not Working,0.36142,608,1962,0.34015,0.38268
1987,Bavaria,Full Time,0.42541,823,1724,0.40207,0.44876
1987,Bavaria,Part Time,0.19370,348,1724,0.17504,0.21236
1987,Bavaria,Not Working,0.38089,553,1724,0.35796,0.40382
1987,Berlin,Full Time,0.44754,179,362,0.39625,0.49884
1987,Berlin,Part Time,0.15686,66,362,0.11934,0.19437
1987,Berlin,Not Working,0.39560,117,362,0.34516,0.44604
1988,Schleswig-Holstein,Full Time,0.40526,142,324,0.35172,0.45880
1988,Schleswig-Holstein,Part Time,0.19308,64,324,0.15004,0.23613
1988,Schleswig-Holstein,Not Working,0.40166,118,324,0.34819,0.45512
1988,Hamburg,Full Time,0.43651,91,202,0.36795,0.50508
1988,Hamburg,Part Time,0.13074,31,202,0.08414,0.17735
1988,Hamburg,Not Working,0.43275,80,202,0.36425,0.50124
1988,Lower Saxony,Full Time,0.39320,444,1048,0.36361,0.42278
1988,Lower Saxony,Part Time,0.17251,198,1048,0.14962,0.19539
1988,Lower Saxony,Not Working,0.43430,406,1048,0.40427,0.46432
1988,Bremen,Not Working,0.60907,51,51,0.47381,0.74432
1988,North Rhine-Westphalia,Full Time,0.40279,1171,2692,0.38426,0.42132
1988,North Rhine-Westphalia,Part Time,0.16400,472,2692,0.15001,0.17799
1988,North Rhine-Westphalia,Not Working,0.43321,1049,2692,0.41449,0.45193
1988,Hesse,Full Time,0.38982,454,1002,0.35960,0.42003
1988,Hesse,Part Time,0.18649,199,1002,0.16236,0.21061
1988,Hesse,Not Working,0.42370,349,1002,0.39309,0.45431
1988,"Rhineland-Palatinate, Saarland",Full Time,0.39820,324,738,0.36286,0.43355
1988,"Rhineland-Palatinate, Saarland",Part Time,0.14025,111,738,0.11518,0.16532
1988,"Rhineland-Palatinate, Saarland",Not Working,0.46155,303,738,0.42556,0.49754
1988,Baden-Wuerttemberg,Full Time,0.45940,953,1886,0.43690,0.48189
1988,Baden-Wuerttemberg,Part Time,0.17605,345,1886,0.15886,0.19325
1988,Baden-Wuerttemberg,Not Working,0.36455,588,1886,0.34282,0.38628
1988,Bavaria,Full Time,0.43296,801,1647,0.40903,0.45690
1988,Bavaria,Part Time,0.20544,347,1647,0.18592,0.22496
1988,Bavaria,Not Working,0.36159,499,1647,0.33838,0.38480
1988,Berlin,Full Time,0.48592,170,333,0.43216,0.53968
1988,Berlin,Part Time,0.15153,59,333,0.11296,0.19010
1988,Berlin,Not Working,0.36255,104,333,0.31084,0.41426
1989,Schleswig-Holstein,Full Time,0.39805,133,303,0.34284,0.45326
1989,Schleswig-Holstein,Part Time,0.20678,61,303,0.16110,0.25246
1989,Schleswig-Holstein,Not Working,0.39517,109,303,0.34003,0.45031
1989,Hamburg,Full Time,0.49630,97,168,0.42047,0.57214
1989,Hamburg,Not Working,0.40575,71,168,0.33128,0.48023
1989,Lower Saxony,Full Time,0.40208,443,996,0.37161,0.43255
1989,Lower Saxony,Part Time,0.16275,171,996,0.13981,0.18568
1989,Lower Saxony,Not Working,0.43517,382,996,0.40437,0.46598
1989,Bremen,Full Time,0.30391,41,91,0.20889,0.39894
1989,Bremen,Not Working,0.55263,50,91,0.44991,0.65536
1989,North Rhine-Westphalia,Full Time,0.41102,1157,2615,0.39216,0.42988
1989,North Rhine-Westphalia,Part Time,0.15808,439,2615,0.14409,0.17206
1989,North Rhine-Westphalia,Not Working,0.43090,1019,2615,0.41192,0.44989
1989,Hesse,Full Time,0.40359,460,996,0.37311,0.43408
1989,Hesse,Part Time,0.16192,183,996,0.13903,0.18481
1989,Hesse,Not Working,0.43449,353,996,0.40369,0.46529
1989,"Rhineland-Palatinate, Saarland",Full Time,0.42871,319,694,0.39187,0.46556
1989,"Rhineland-Palatinate, Saarland",Part Time,0.13637,102,694,0.11082,0.16192
1989,"Rhineland-Palatinate, Saarland",Not Working,0.43492,273,694,0.39801,0.47183
1989,Baden-Wuerttemberg,Full Time,0.45298,922,1813,0.43006,0.47590
1989,Baden-Wuerttemberg,Part Time,0.19106,351,1813,0.17296,0.20916
1989,Baden-Wuerttemberg,Not Working,0.35595,540,1813,0.33391,0.37800
1989,Bavaria,Full Time,0.44818,803,1614,0.42391,0.47245
1989,Bavaria,Part Time,0.17023,297,1614,0.15189,0.18857
1989,Bavaria,Not Working,0.38159,514,1614,0.35788,0.40529
1989,Berlin,Full Time,0.45484,164,330,0.40103,0.50865
1989,Berlin,Part Time,0.16611,60,330,0.12589,0.20633
1989,Berlin,Not Working,0.37905,106,330,0.32663,0.43148
1990,Schleswig-Holstein,Full Time,0.38767,118,283,0.33080,0.44453
1990,Schleswig-Holstein,Part Time,0.21393,62,283,0.16607,0.26179
1990,Schleswig-Holstein,Not Working,0.39840,103,283,0.34126,0.45554
1990,Hamburg,Full Time,0.42948,73,167,0.35418,0.50479
1990,Hamburg,Part Time,0.16064,32,167,0.10478,0.21650
1990,Hamburg,Not Working,0.40988,62,167,0.33506,0.48470
1990,Lower Saxony,Full Time,0.40415,432,978,0.37338,0.43492
1990,Lower Saxony,Part Time,0.17907,175,978,0.15503,0.20311
1990,Lower Saxony,Not Working,0.41678,371,978,0.38587,0.44770
1990,Bremen,Full Time,0.28431,36,90,0.19059,0.37803
1990,Bremen,Not Working,0.59742,54,90,0.49553,0.69931
1990,North Rhine-Westphalia,Full Time,0.43119,1138,2557,0.41199,0.45039
1990,North Rhine-Westphalia,Part Time,0.15815,429,2557,0.14400,0.17230
1990,North Rhine-Westphalia,Not Working,0.41066,990,2557,0.39158,0.42973
1990,Hesse,Full Time,0.39960,459,985,0.36900,0.43021
1990,Hesse,Part Time,0.18372,190,985,0.15952,0.20792
1990,Hesse,Not Working,0.41668,336,985,0.38587,0.44748
1990,"Rhineland-Palatinate, Saarland",Full Time,0.41355,299,673,0.37632,0.45079
1990,"Rhineland-Palatinate, Saarland",Part Time,0.15644,105,673,0.12897,0.18390
1990,"Rhineland-Palatinate, Saarland",Not Working,0.43001,269,673,0.39258,0.46744
1990,Baden-Wuerttemberg,Full Time,0.47007,917,1792,0.44695,0.49318
1990,Baden-Wuerttemberg,Part Time,0.18729,343,1792,0.16922,0.20536
1990,Baden-Wuerttemberg,Not Working,0.34265,532,1792,0.32067,0.36463
1990,Bavaria,Full Time,0.45544,797,1599,0.43102,0.47986
1990,Bavaria,Part Time,0.18102,309,1599,0.16214,0.19990
1990,Bavaria,Not Working,0.36354,493,1599,0.33996,0.38713
1990,Berlin,Full Time,0.45501,155,326,0.40087,0.50915
1990,Berlin,Part Time,0.18645,68,326,0.14411,0.22879
1990,Berlin,Not Working,0.35854,103,326,0.30640,0.41068
1991,Schleswig-Holstein,Full Time,0.41340,129,296,0.35721,0.46960
1991,Schleswig-Holstein,Part Time,0.23964,71,296,0.19093,0.28835
1991,Schleswig-Holstein,Not Working,0.34696,96,296,0.29264,0.40128
1991,Hamburg,Full Time,0.47753,73,134,0.39264,0.56242
1991,Hamburg,Not Working,0.40926,61,134,0.32569,0.49283
1991,Lower Saxony,Full Time,0.40641,428,972,0.37551,0.43730
1991,Lower Saxony,Part Time,0.17487,176,972,0.15097,0.19876
1991,Lower Saxony,Not Working,0.41873,368,972,0.38770,0.44976
1991,Bremen,Full Time,0.28295,34,87,0.18775,0.37815
1991,Bremen,Not Working,0.64012,53,87,0.53868,0.74156
1991,North Rhine-Westphalia,Full Time,0.42613,1150,2540,0.40689,0.44536
1991,North Rhine-Westphalia,Part Time,0.17088,447,2540,0.15624,0.18552
1991,North Rhine-Westphalia,Not Working,0.40299,943,2540,0.38391,0.42207
1991,Hesse,Full Time,0.40122,445,962,0.37023,0.43221
1991,Hesse,Part Time,0.17126,191,962,0.14744,0.19508
1991,Hesse,Not Working,0.42752,326,962,0.39624,0.45880
1991,"Rhineland-Palatinate, Saarland",Full Time,0.39500,291,666,0.35785,0.43216
1991,"Rhineland-Palatinate, Saarland",Part Time,0.17795,112,666,0.14888,0.20702
1991,"Rhineland-Palatinate, Saarland",Not Working,0.42705,263,666,0.38945,0.46465
1991,Baden-Wuerttemberg,Full Time,0.46730,922,1788,0.44417,0.49043
1991,Baden-Wuerttemberg,Part Time,0.19195,338,1788,0.17369,0.21021
1991,Baden-Wuerttemberg,Not Working,0.34075,528,1788,0.31878,0.36273
1991,Bavaria,Full Time,0.44283,789,1595,0.41845,0.46722
1991,Bavaria,Part Time,0.18157,307,1595,0.16265,0.20050
1991,Bavaria,Not Working,0.37560,499,1595,0.35182,0.39937
1991,Berlin,Full Time,0.47342,155,332,0.41963,0.52721
1991,Berlin,Part Time,0.17020,73,332,0.12971,0.21068
1991,Berlin,Not Working,0.35638,104,332,0.30479,0.40798
1992,Schleswig-Holstein,Full Time,0.39164,116,272,0.33352,0.44975
1992,Schleswig-Holstein,Part Time,0.22148,59,272,0.17204,0.27092
1992,Schleswig-Holstein,Not Working,0.38688,97,272,0.32889,0.44487
1992,Hamburg,Full Time,0.45084,70,132,0.36563,0.53605
1992,Hamburg,Not Working,0.44706,62,132,0.36192,0.53220
1992,Lower Saxony,Full Time,0.41934,434,970,0.38827,0.45041
1992,Lower Saxony,Part Time,0.16700,172,970,0.14352,0.19048
1992,Lower Saxony,Not Working,0.41366,364,970,0.38265,0.44467
1992,Bremen,Full Time,0.30493,34,81,0.20404,0.40581
1992,Bremen,Not Working,0.60614,47,81,0.49907,0.71321
1992,North Rhine-Westphalia,Full Time,0.42944,1144,2523,0.41012,0.44876
1992,North Rhine-Westphalia,Part Time,0.17071,466,2523,0.15602,0.18539
1992,North Rhine-Westphalia,Not Working,0.39986,913,2523,0.38074,0.41898
1992,Hesse,Full Time,0.41406,455,953,0.38277,0.44535
1992,Hesse,Part Time,0.16613,179,953,0.14249,0.18978
1992,Hesse,Not Working,0.41981,319,953,0.38846,0.45116
1992,"Rhineland-Palatinate, Saarland",Full Time,0.41717,296,660,0.37952,0.45481
1992,"Rhineland-Palatinate, Saarland",Part Time,0.17107,113,660,0.14232,0.19982
1992,"Rhineland-Palatinate, Saarland",Not Working,0.41177,251,660,0.37419,0.44934
1992,Baden-Wuerttemberg,Full Time,0.45965,894,1760,0.43635,0.48294
1992,Baden-Wuerttemberg,Part Time,0.20125,343,1760,0.18251,0.21998
1992,Baden-Wuerttemberg,Not Working,0.33911,523,1760,0.31698,0.36123
1992,Bavaria,Full Time,0.43934,810,1640,0.41531,0.46336
1992,Bavaria,Part Time,0.18473,316,1640,0.16594,0.20352
1992,Bavaria,Not Working,0.37593,514,1640,0.35248,0.39938
1992,Berlin,Full Time,0.51403,323,598,0.47394,0.55413
1992,Berlin,Part Time,0.15700,104,598,0.12782,0.18618
1992,Berlin,Not Working,0.32896,171,598,0.29128,0.36665
1992,Brandenburg,Full Time,0.50643,369,661,0.46829,0.54458
1992,Brandenburg,Part Time,0.17443,116,661,0.14548,0.20339
1992,Brandenburg,Not Working,0.31913,176,661,0.28357,0.35470
1992,Mecklenburg-Western Pomerania,Full Time,0.49765,226,418,0.44966,0.54564
1992,Mecklenburg-Western Pomerania,Part Time,0.21546,91,418,0.17600,0.25492
1992,Mecklenburg-Western Pomerania,Not Working,0.28689,101,418,0.24348,0.33031
1992,Saxony,Full Time,0.48742,633,1162,0.45867,0.51618
1992,Saxony,Part Time,0.18030,221,1162,0.15819,0.20242
1992,Saxony,Not Working,0.33227,308,1162,0.30518,0.35937
1992,Saxony-Anhalt,Full Time,0.50036,420,772,0.46506,0.53565
1992,Saxony-Anhalt,Part Time,0.16234,145,772,0.13631,0.18837
1992,Saxony-Anhalt,Not Working,0.33730,207,772,0.30393,0.37068
1992,Thuringa,Full Time,0.45835,355,683,0.42096,0.49575
1992,Thuringa,Part Time,0.20155,145,683,0.17144,0.23165
1992,Thuringa,Not Working,0.34010,183,683,0.30454,0.37566
1993,Schleswig-Holstein,Full Time,0.41213,127,287,0.35509,0.46918
1993,Schleswig-Holstein,Part Time,0.19399,59,287,0.14816,0.23981
1993,Schleswig-Holstein,Not Working,0.39388,101,287,0.33725,0.45051
1993,Hamburg,Full Time,0.43631,63,121,0.34757,0.52504
1993,Hamburg,Not Working,0.43609,58,121,0.34737,0.52482
1993,Lower Saxony,Full Time,0.41442,431,979,0.38355,0.44530
1993,Lower Saxony,Part Time,0.18140,188,979,0.15725,0.20555
1993,Lower Saxony,Not Working,0.40418,360,979,0.37343,0.43494
1993,Bremen,Full Time,0.32848,37,82,0.22620,0.43076
1993,Bremen,Not Working,0.57179,45,82,0.46403,0.67955
1993,North Rhine-Westphalia,Full Time,0.42238,1128,2501,0.40302,0.44174
1993,North Rhine-Westphalia,Part Time,0.17384,462,2501,0.15898,0.18869
1993,North Rhine-Westphalia,Not Working,0.40378,911,2501,0.38455,0.42302
1993,Hesse,Full Time,0.41147,434,932,0.37986,0.44308
1993,Hesse,Part Time,0.20307,201,932,0.17723,0.22891
1993,Hesse,Not Working,0.38546,297,932,0.35420,0.41672
1993,"Rhineland-Palatinate, Saarland",Full Time,0.41218,278,640,0.37402,0.45035
1993,"Rhineland-Palatinate, Saarland",Part Time,0.15830,110,640,0.12999,0.18660
1993,"Rhineland-Palatinate, Saarland",Not Working,0.42952,252,640,0.39114,0.46790
1993,Baden-Wuerttemberg,Full Time,0.45810,886,1780,0.43494,0.48125
1993,Baden-Wuerttemberg,Part Time,0.20073,356,1780,0.18212,0.21935
1993,Baden-Wuerttemberg,Not Working,0.34117,538,1780,0.31914,0.36320
1993,Bavaria,Full Time,0.43882,790,1619,0.41464,0.46300
1993,Bavaria,Part Time,0.18438,332,1619,0.16548,0.20327
1993,Bavaria,Not Working,0.37681,497,1619,0.35319,0.40042
1993,Berlin,Full Time,0.48563,296,575,0.44474,0.52652
1993,Berlin,Part Time,0.18231,110,575,0.15073,0.21390
1993,Berlin,Not Working,0.33205,169,575,0.29353,0.37058
1993,Brandenburg,Full Time,0.47436,330,629,0.43530,0.51341
1993,Brandenburg,Part Time,0.14860,88,629,0.12078,0.17642
1993,Brandenburg,Not Working,0.37704,211,629,0.33914,0.41495
1993,Mecklenburg-Western Pomerania,Full Time,0.40201,189,406,0.35426,0.44976
1993,Mecklenburg-Western Pomerania,Part Time,0.19756,84,406,0.15878,0.23634
1993,Mecklenburg-Western Pomerania,Not Working,0.40043,133,406,0.35271,0.44815
1993,Saxony,Full Time,0.45611,574,1118,0.42690,0.48532
1993,Saxony,Part Time,0.13302,163,1118,0.11310,0.15293
1993,Saxony,Not Working,0.41087,381,1118,0.38202,0.43973
1993,Saxony-Anhalt,Full Time,0.44514,371,739,0.40928,0.48100
1993,Saxony-Anhalt,Part Time,0.16738,137,739,0.14044,0.19431
1993,Saxony-Anhalt,Not Working,0.38748,231,739,0.35233,0.42263
1993,Thuringa,Full Time,0.41043,314,663,0.37296,0.44790
1993,Thuringa,Part Time,0.18368,129,663,0.15418,0.21318
1993,Thuringa,Not Working,0.40589,220,663,0.36848,0.44329
1994,Schleswig-Holstein,Full Time,0.38718,121,287,0.33073,0.44363
1994,Schleswig-Holstein,Part Time,0.23418,64,287,0.18510,0.28326
1994,Schleswig-Holstein,Not Working,0.37864,102,287,0.32243,0.43486
1994,Hamburg,Full Time,0.41788,59,120,0.32926,0.50650
1994,Hamburg,Not Working,0.44466,61,120,0.35537,0.53394
1994,Lower Saxony,Full Time,0.40809,421,967,0.37710,0.43908
1994,Lower Saxony,Part Time,0.18141,189,967,0.15711,0.20571
1994,Lower Saxony,Not Working,0.41050,357,967,0.37948,0.44153
1994,Bremen,Not Working,0.61432,47,47,0.47365,0.75499
1994,North Rhine-Westphalia,Full Time,0.42385,1087,2448,0.40427,0.44343
1994,North Rhine-Westphalia,Part Time,0.17785,469,2448,0.16270,0.19300
1994,North Rhine-Westphalia,Not Working,0.39830,892,2448,0.37890,0.41770
1994,Hesse,Full Time,0.39025,414,920,0.35871,0.42178
1994,Hesse,Part Time,0.17857,180,920,0.15381,0.20333
1994,Hesse,Not Working,0.43118,326,920,0.39916,0.46320
1994,"Rhineland-Palatinate, Saarland",Full Time,0.40521,275,635,0.36700,0.44343
1994,"Rhineland-Palatinate, Saarland",Part Time,0.14720,97,635,0.11962,0.17478
1994,"Rhineland-Palatinate, Saarland",Not Working,0.44759,263,635,0.40888,0.48629
1994,Baden-Wuerttemberg,Full Time,0.42524,807,1732,0.40195,0.44853
1994,Baden-Wuerttemberg,Part Time,0.19745,360,1732,0.17869,0.21620
1994,Baden-Wuerttemberg,Not Working,0.37731,565,1732,0.35448,0.40015
1994,Bavaria,Full Time,0.42699,768,1587,0.40264,0.45133
1994,Bavaria,Part Time,0.19160,311,1587,0.17223,0.21097
1994,Bavaria,Not Working,0.38141,508,1587,0.35750,0.40531
1994,Berlin,Full Time,0.46218,269,552,0.42055,0.50381
1994,Berlin,Part Time,0.17997,110,552,0.14789,0.21205
1994,Berlin,Not Working,0.35784,173,552,0.31782,0.39787
1994,Brandenburg,Full Time,0.46890,308,606,0.42914,0.50867
1994,Brandenburg,Part Time,0.13390,88,606,0.10676,0.16104
1994,Brandenburg,Not Working,0.39720,210,606,0.35820,0.43619
1994,Mecklenburg-Western Pomerania,Full Time,0.38570,182,413,0.33870,0.43270
1994,Mecklenburg-Western Pomerania,Part Time,0.19125,84,413,0.15327,0.22922
1994,Mecklenburg-Western Pomerania,Not Working,0.42305,147,413,0.37535,0.47076
1994,Saxony,Full Time,0.43872,560,1128,0.40974,0.46769
1994,Saxony,Part Time,0.11821,151,1128,0.09936,0.13706
1994,Saxony,Not Working,0.44308,417,1128,0.41408,0.47208
1994,Saxony-Anhalt,Full Time,0.43812,354,703,0.40141,0.47482
1994,Saxony-Anhalt,Part Time,0.13953,109,703,0.11389,0.16516
1994,Saxony-Anhalt,Not Working,0.42236,240,703,0.38582,0.45890
1994,Thuringa,Full Time,0.40465,314,665,0.36731,0.44198
1994,Thuringa,Part Time,0.15531,113,665,0.12776,0.18286
1994,Thuringa,Not Working,0.44005,238,665,0.40229,0.47780
1995,Schleswig-Holstein,Full Time,0.37072,113,284,0.31445,0.42699
1995,Schleswig-Holstein,Part Time,0.22437,69,284,0.17576,0.27297
1995,Schleswig-Holstein,Not Working,0.40491,102,284,0.34772,0.46210
1995,Hamburg,Full Time,0.41431,57,109,0.32141,0.50722
1995,Hamburg,Not Working,0.40448,52,109,0.31192,0.49704
1995,Lower Saxony,Full Time,0.40036,443,1043,0.37060,0.43011
1995,Lower Saxony,Part Time,0.17287,205,1043,0.14991,0.19583
1995,Lower Saxony,Not Working,0.42678,395,1043,0.39674,0.45681
1995,Bremen,Not Working,0.61751,48,48,0.47857,0.75645
1995,North Rhine-Westphalia,Full Time,0.39684,1077,2583,0.37797,0.41571
1995,North Rhine-Westphalia,Part Time,0.19647,557,2583,0.18114,0.21179
1995,North Rhine-Westphalia,Not Working,0.40669,949,2583,0.38774,0.42564
1995,Hesse,Full Time,0.36451,400,944,0.33379,0.39523
1995,Hesse,Part Time,0.19033,200,944,0.16528,0.21539
1995,Hesse,Not Working,0.44516,344,944,0.41344,0.47688
1995,"Rhineland-Palatinate, Saarland",Full Time,0.38040,285,712,0.34471,0.41608
1995,"Rhineland-Palatinate, Saarland",Part Time,0.16895,130,712,0.14141,0.19649
1995,"Rhineland-Palatinate, Saarland",Not Working,0.45065,297,712,0.41408,0.48722
1995,Baden-Wuerttemberg,Full Time,0.40486,810,1791,0.38212,0.42760
1995,Baden-Wuerttemberg,Part Time,0.20383,363,1791,0.18517,0.22249
1995,Baden-Wuerttemberg,Not Working,0.39131,618,1791,0.36870,0.41392
1995,Bavaria,Full Time,0.39304,763,1689,0.36973,0.41634
1995,Bavaria,Part Time,0.21161,364,1689,0.19212,0.23110
1995,Bavaria,Not Working,0.39535,562,1689,0.37203,0.41868
1995,Berlin,Full Time,0.42088,260,569,0.38028,0.46148
