"e11103","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig","1988","Hauptschule","Laendlicher Raum","496","0.43554439164272","0.409124544420783","0.461964238864656"
"nicht erwerbstätig","1988","Hauptschule","Staedtischer Raum","1617","0.454161836295333","0.439435197337316","0.46888847525335"
"nicht erwerbstätig","1988","Realschule","Laendlicher Raum","101","0.308954257843673","0.262312178216815","0.355596337470532"
"nicht erwerbstätig","1988","Realschule","Staedtischer Raum","410","0.338403355816729","0.312916393556513","0.363890318076944"
"Teilzeit","1988","(Fach-)Abitur","Laendlicher Raum","","","",""
"Teilzeit","1988","(Fach-)Abitur","Staedtischer Raum","152","0.239971052566479","0.20688441767315","0.273057687459808"
"Teilzeit","1988","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teilzeit","1988","(noch) kein Abschluss","Staedtischer Raum","91","0.0926923916755022","0.0724056367351009","0.112979146615903"
"Teilzeit","1988","AkademikerIn","Laendlicher Raum","31","0.272053697843554","0.190718943436904","0.353388452250204"
"Teilzeit","1988","AkademikerIn","Staedtischer Raum","114","0.197261079003227","0.165069898537971","0.229452259468483"
"Teilzeit","1988","Hauptschule","Laendlicher Raum","271","0.188901893276464","0.168044787585025","0.209758998967903"
"Teilzeit","1988","Hauptschule","Staedtischer Raum","743","0.147564993162613","0.137074674479028","0.158055311846197"
"Teilzeit","1988","Realschule","Laendlicher Raum","88","0.217150360780776","0.17553085953905","0.258769862022503"
"Teilzeit","1988","Realschule","Staedtischer Raum","272","0.187899838768726","0.166858561437674","0.208941116099777"
"Vollzeit","1988","(Fach-)Abitur","Laendlicher Raum","38","0.363690741697341","0.267957565543499","0.459423917851184"
"Vollzeit","1988","(Fach-)Abitur","Staedtischer Raum","248","0.36218112020971","0.324944548201651","0.399417692217769"
"Vollzeit","1988","(noch) kein Abschluss","Laendlicher Raum","44","0.196861314953452","0.126591145834487","0.267131484072417"
"Vollzeit","1988","(noch) kein Abschluss","Staedtischer Raum","293","0.244190967021932","0.214138225296642","0.274243708747222"
"Vollzeit","1988","AkademikerIn","Laendlicher Raum","61","0.485325173907896","0.393980749503874","0.576669598311917"
"Vollzeit","1988","AkademikerIn","Staedtischer Raum","366","0.598625335963478","0.558971832434738","0.638278839492217"
"Vollzeit","1988","Hauptschule","Laendlicher Raum","586","0.375553715080816","0.349749968558067","0.401357461603566"
"Vollzeit","1988","Hauptschule","Staedtischer Raum","2031","0.398273170542054","0.383793569823606","0.412752771260502"
"Vollzeit","1988","Realschule","Laendlicher Raum","188","0.473895381375551","0.423492575814333","0.524298186936768"
"Vollzeit","1988","Realschule","Staedtischer Raum","642","0.473696805414546","0.446801757057653","0.500591853771439"
"nicht erwerbstätig","1989","(Fach-)Abitur","Laendlicher Raum","38","0.430197565898144","0.331669865110214","0.528725266686073"
"nicht erwerbstätig","1989","(Fach-)Abitur","Staedtischer Raum","243","0.381123285755641","0.343986849977198","0.418259721534083"
"nicht erwerbstätig","1989","(noch) kein Abschluss","Laendlicher Raum","52","0.636895411779886","0.54822906853823","0.725561755021542"
"nicht erwerbstätig","1989","(noch) kein Abschluss","Staedtischer Raum","399","0.652718219926545","0.61919844397703","0.68623799587606"
"nicht erwerbstätig","1989","AkademikerIn","Laendlicher Raum","","","",""
"nicht erwerbstätig","1989","AkademikerIn","Staedtischer Raum","100","0.202732484170577","0.170125894880769","0.235339073460384"
"nicht erwerbstätig","1989","Hauptschule","Laendlicher Raum","486","0.457898006814969","0.430539760482067","0.48525625314787"
"nicht erwerbstätig","1989","Hauptschule","Staedtischer Raum","1532","0.446910746769926","0.431910449195404","0.461911044344448"
"nicht erwerbstätig","1989","Realschule","Laendlicher Raum","84","0.28392912635686","0.237090292965146","0.330767959748574"
"nicht erwerbstätig","1989","Realschule","Staedtischer Raum","398","0.343071786348823","0.317215588285322","0.368927984412325"
"Teilzeit","1989","(Fach-)Abitur","Laendlicher Raum","","","",""
"Teilzeit","1989","(Fach-)Abitur","Staedtischer Raum","139","0.213573303369562","0.182235538857484","0.244911067881639"
"Teilzeit","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teilzeit","1989","(noch) kein Abschluss","Staedtischer Raum","108","0.122629999740726","0.0995366467627588","0.145723352718694"
"Teilzeit","1989","AkademikerIn","Laendlicher Raum","","","",""
"Teilzeit","1989","AkademikerIn","Staedtischer Raum","109","0.169485906157017","0.139057306542315","0.19991450577172"
"Teilzeit","1989","Hauptschule","Laendlicher Raum","226","0.164467528783488","0.144111871666301","0.184823185900676"
"Teilzeit","1989","Hauptschule","Staedtischer Raum","684","0.146344988126784","0.135680942620978","0.15700903363259"
"Teilzeit","1989","Realschule","Laendlicher Raum","85","0.21195243292456","0.169498443112976","0.254406422736144"
"Teilzeit","1989","Realschule","Staedtischer Raum","249","0.177667533512413","0.156849439668493","0.198485627356333"
"Vollzeit","1989","(Fach-)Abitur","Laendlicher Raum","36","0.340440615219419","0.246141013311079","0.434740217127758"
"Vollzeit","1989","(Fach-)Abitur","Staedtischer Raum","275","0.405303410874798","0.367762633687466","0.44284418806213"
"Vollzeit","1989","(noch) kein Abschluss","Laendlicher Raum","41","0.19056125133325","0.118147980826352","0.262974521840148"
"Vollzeit","1989","(noch) kein Abschluss","Staedtischer Raum","268","0.224651780332729","0.195268480341875","0.254035080323583"
"Vollzeit","1989","AkademikerIn","Laendlicher Raum","61","0.470985325510983","0.379356269370214","0.562614381651751"
"Vollzeit","1989","AkademikerIn","Staedtischer Raum","375","0.627781609672406","0.588576301187432","0.666986918157379"
"Vollzeit","1989","Hauptschule","Laendlicher Raum","562","0.377634464401543","0.351013612096647","0.404255316706438"
"Vollzeit","1989","Hauptschule","Staedtischer Raum","2004","0.40674426510329","0.391923399902893","0.421565130303687"
"Vollzeit","1989","Realschule","Laendlicher Raum","187","0.50411844071858","0.452181260966258","0.556055620470902"
"Vollzeit","1989","Realschule","Staedtischer Raum","648","0.479260680138763","0.452051886147345","0.506469474130182"
"nicht erwerbstätig","1990","(Fach-)Abitur","Laendlicher Raum","41","0.388472070083999","0.295685908963461","0.481258231204537"
"nicht erwerbstätig","1990","(Fach-)Abitur","Staedtischer Raum","215","0.335907060941655","0.299372442602438","0.372441679280872"
"nicht erwerbstätig","1990","(noch) kein Abschluss","Laendlicher Raum","56","0.691557815431584","0.606777154596765","0.776338476266404"
"nicht erwerbstätig","1990","(noch) kein Abschluss","Staedtischer Raum","377","0.62605606546765","0.590980937601497","0.661131193333802"
"nicht erwerbstätig","1990","AkademikerIn","Laendlicher Raum","","","",""
"nicht erwerbstätig","1990","AkademikerIn","Staedtischer Raum","110","0.21221074626299","0.179162521135544","0.245258971390437"
"nicht erwerbstätig","1990","Hauptschule","Laendlicher Raum","475","0.45078238238793","0.423253921843217","0.478310842932643"
"nicht erwerbstätig","1990","Hauptschule","Staedtischer Raum","1508","0.440726246118508","0.425516432392421","0.455936059844595"
"nicht erwerbstätig","1990","Realschule","Laendlicher Raum","82","0.282091261157735","0.235604822415049","0.328577699900421"
"nicht erwerbstätig","1990","Realschule","Staedtischer Raum","362","0.313345451129063","0.28778410764934","0.338906794608786"
"Teilzeit","1990","(Fach-)Abitur","Laendlicher Raum","","","",""
"Teilzeit","1990","(Fach-)Abitur","Staedtischer Raum","162","0.251850913733627","0.218273563758199","0.285428263709055"
"Teilzeit","1990","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teilzeit","1990","(noch) kein Abschluss","Staedtischer Raum","108","0.134432186503286","0.109704038976089","0.159160334030483"
"Teilzeit","1990","AkademikerIn","Laendlicher Raum","","","",""
"Teilzeit","1990","AkademikerIn","Staedtischer Raum","110","0.184634846488091","0.153273670738418","0.215996022237764"
"Teilzeit","1990","Hauptschule","Laendlicher Raum","221","0.166561484616201","0.145948052711708","0.187174916520694"
"Teilzeit","1990","Hauptschule","Staedtischer Raum","683","0.15665986089414","0.14552441857607","0.16779530321221"
"Teilzeit","1990","Realschule","Laendlicher Raum","90","0.219296190798172","0.176554122511982","0.262038259084363"
"Teilzeit","1990","Realschule","Staedtischer Raum","245","0.17893888536946","0.157816501338088","0.200061269400832"
"Vollzeit","1990","(Fach-)Abitur","Laendlicher Raum","38","0.35179021208092","0.260883735249495","0.442696688912345"
"Vollzeit","1990","(Fach-)Abitur","Staedtischer Raum","265","0.412242025324718","0.374165617154239","0.450318433495196"
"Vollzeit","1990","(noch) kein Abschluss","Laendlicher Raum","42","0.227356095786407","0.150418491657413","0.304293699915401"
"Vollzeit","1990","(noch) kein Abschluss","Staedtischer Raum","246","0.239511748029064","0.208573261307528","0.2704502347506"
"Vollzeit","1990","AkademikerIn","Laendlicher Raum","66","0.573671747426818","0.481671204629306","0.66567229022433"
"Vollzeit","1990","AkademikerIn","Staedtischer Raum","368","0.603154407248919","0.563610055410467","0.64269875908737"
"Vollzeit","1990","Hauptschule","Laendlicher Raum","559","0.382656132995869","0.355765926561316","0.409546339430421"
"Vollzeit","1990","Hauptschule","Staedtischer Raum","1902","0.402613892987352","0.387589423143565","0.417638362831138"
"Vollzeit","1990","Realschule","Laendlicher Raum","188","0.498612548044093","0.44696316087237","0.550261935215815"
"Vollzeit","1990","Realschule","Staedtischer Raum","658","0.507715663501476","0.480165694275453","0.5352656327275"
"nicht erwerbstätig","1991","(Fach-)Abitur","Laendlicher Raum","40","0.371853364717619","0.281944403848511","0.461762325586727"
"nicht erwerbstätig","1991","(Fach-)Abitur","Staedtischer Raum","217","0.322389509438317","0.286622989752793","0.35815602912384"
"nicht erwerbstätig","1991","(noch) kein Abschluss","Laendlicher Raum","57","0.660763407622438","0.575698791108696","0.74582802413618"
"nicht erwerbstätig","1991","(noch) kein Abschluss","Staedtischer Raum","351","0.582873436441923","0.546501468802625","0.619245404081221"
"nicht erwerbstätig","1991","AkademikerIn","Laendlicher Raum","","","",""
"nicht erwerbstätig","1991","AkademikerIn","Staedtischer Raum","112","0.211946279245684","0.179163049609018","0.24472950888235"
"nicht erwerbstätig","1991","Hauptschule","Laendlicher Raum","466","0.43531969471549","0.407856477937838","0.462782911493142"
"nicht erwerbstätig","1991","Hauptschule","Staedtischer Raum","1448","0.444552925247417","0.429155542929907","0.459950307564926"
"nicht erwerbstätig","1991","Realschule","Laendlicher Raum","92","0.29732519583796","0.250814355774203","0.343836035901717"
"nicht erwerbstätig","1991","Realschule","Staedtischer Raum","366","0.324009201431501","0.298208969019537","0.349809433843466"
"Teilzeit","1991","(Fach-)Abitur","Laendlicher Raum","","","",""
"Teilzeit","1991","(Fach-)Abitur","Staedtischer Raum","172","0.254720883640675","0.221379169506342","0.288062597775009"
"Teilzeit","1991","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teilzeit","1991","(noch) kein Abschluss","Staedtischer Raum","108","0.154673852802195","0.128001191906741","0.181346513697649"
"Teilzeit","1991","AkademikerIn","Laendlicher Raum","","","",""
"Teilzeit","1991","AkademikerIn","Staedtischer Raum","122","0.203822238204475","0.171508163091347","0.236136313317602"
"Teilzeit","1991","Hauptschule","Laendlicher Raum","221","0.171915134363184","0.151015417345974","0.192814851380393"
"Teilzeit","1991","Hauptschule","Staedtischer Raum","644","0.150867828663286","0.139777362963465","0.161958294363108"
"Teilzeit","1991","Realschule","Laendlicher Raum","94","0.226231112944189","0.183657262159171","0.268804963729208"
"Teilzeit","1991","Realschule","Staedtischer Raum","258","0.185519459627145","0.164090077676018","0.206948841578273"
"Vollzeit","1991","(Fach-)Abitur","Laendlicher Raum","42","0.336546582378098","0.248641413672112","0.424451751084085"
"Vollzeit","1991","(Fach-)Abitur","Staedtischer Raum","267","0.422889606921008","0.385085487618763","0.460693726223254"
"Vollzeit","1991","(noch) kein Abschluss","Laendlicher Raum","40","0.204698262906499","0.1322049988734","0.277191526939598"
"Vollzeit","1991","(noch) kein Abschluss","Staedtischer Raum","247","0.262452710755883","0.229998862033058","0.294906559478707"
"Vollzeit","1991","AkademikerIn","Laendlicher Raum","71","0.553057997633746","0.464835550669525","0.641280444597967"
"Vollzeit","1991","AkademikerIn","Staedtischer Raum","363","0.584231482549841","0.544696713696263","0.623766251403419"
"Vollzeit","1991","Hauptschule","Laendlicher Raum","565","0.392765170921327","0.365713708534087","0.419816633308567"
"Vollzeit","1991","Hauptschule","Staedtischer Raum","1909","0.404579246089297","0.389371053630505","0.419787438548088"
"Vollzeit","1991","Realschule","Laendlicher Raum","185","0.476443691217851","0.425622057114204","0.527265325321497"
"Vollzeit","1991","Realschule","Staedtischer Raum","640","0.490471338941353","0.462912197724694","0.518030480158013"
"nicht erwerbstätig","1992","(Fach-)Abitur","Laendlicher Raum","63","0.353251027360022","0.284187497731224","0.42231455698882"
"nicht erwerbstätig","1992","(Fach-)Abitur","Staedtischer Raum","243","0.330631107478897","0.296027328027081","0.365234886930713"
"nicht erwerbstätig","1992","(noch) kein Abschluss","Laendlicher Raum","86","0.584453928334612","0.510153816016106","0.658754040653118"
"nicht erwerbstätig","1992","(noch) kein Abschluss","Staedtischer Raum","362","0.585118973486358","0.548671837053402","0.621566109919314"
"nicht erwerbstätig","1992","AkademikerIn","Laendlicher Raum","114","0.216539693748211","0.184554010440424","0.248525377055998"
"nicht erwerbstätig","1992","AkademikerIn","Staedtischer Raum","155","0.195324982067197","0.17060439532732","0.220045568807073"
"nicht erwerbstätig","1992","Hauptschule","Laendlicher Raum","880","0.466748396969205","0.445825140602703","0.487671653335706"
"nicht erwerbstätig","1992","Hauptschule","Staedtischer Raum","1568","0.446471257764954","0.431652141187205","0.461290374342703"
"nicht erwerbstätig","1992","Realschule","Laendlicher Raum","221","0.218642370748509","0.196403910100154","0.240880831396864"
"nicht erwerbstätig","1992","Realschule","Staedtischer Raum","440","0.311326126397767","0.289475286797354","0.33317696599818"
"Teilzeit","1992","(Fach-)Abitur","Laendlicher Raum","43","0.253616913378046","0.190751875634303","0.31648195112179"
"Teilzeit","1992","(Fach-)Abitur","Staedtischer Raum","163","0.231905282372818","0.200860999900401","0.262949564845234"
"Teilzeit","1992","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teilzeit","1992","(noch) kein Abschluss","Staedtischer Raum","103","0.146789320550292","0.120610208830706","0.172968432269877"
"Teilzeit","1992","AkademikerIn","Laendlicher Raum","123","0.185502531158586","0.155317045734035","0.215688016583137"
"Teilzeit","1992","AkademikerIn","Staedtischer Raum","200","0.21208058724727","0.186591107127493","0.237570067367047"
"Teilzeit","1992","Hauptschule","Laendlicher Raum","406","0.168535659818489","0.152836027162334","0.184235292474643"
"Teilzeit","1992","Hauptschule","Staedtischer Raum","720","0.149338350166062","0.138713579250904","0.159963121081219"
"Teilzeit","1992","Realschule","Laendlicher Raum","314","0.240990397877223","0.217979363882975","0.264001431871472"
"Teilzeit","1992","Realschule","Staedtischer Raum","338","0.180472591932016","0.162324084633054","0.198621099230978"
"Vollzeit","1992","(Fach-)Abitur","Laendlicher Raum","78","0.393132059261932","0.322556308315348","0.463707810208516"
"Vollzeit","1992","(Fach-)Abitur","Staedtischer Raum","304","0.437463610148285","0.400974338566511","0.47395288173006"
"Vollzeit","1992","(noch) kein Abschluss","Laendlicher Raum","59","0.270156338665895","0.20320993684212","0.337102740489669"
"Vollzeit","1992","(noch) kein Abschluss","Staedtischer Raum","237","0.268091705963351","0.235323734373701","0.300859677553"
"Vollzeit","1992","AkademikerIn","Laendlicher Raum","400","0.597957775093203","0.559881937358343","0.636033612828063"
"Vollzeit","1992","AkademikerIn","Staedtischer Raum","633","0.592594430685533","0.561956326947741","0.623232534423325"
"Vollzeit","1992","Hauptschule","Laendlicher Raum","898","0.364715943212307","0.344528415938331","0.384903470486282"
"Vollzeit","1992","Hauptschule","Staedtischer Raum","2035","0.404190392068984","0.389561810512996","0.418818973624972"
"Vollzeit","1992","Realschule","Laendlicher Raum","792","0.540367231374268","0.513553168480814","0.567181294267722"
"Vollzeit","1992","Realschule","Staedtischer Raum","947","0.508201281670216","0.484609262327743","0.53179330101269"
"nicht erwerbstätig","1993","(Fach-)Abitur","Laendlicher Raum","67","0.344599602691671","0.279063117987829","0.410136087395513"
"nicht erwerbstätig","1993","(Fach-)Abitur","Staedtischer Raum","212","0.285010288870382","0.251758759314271","0.318261818426493"
"nicht erwerbstätig","1993","(noch) kein Abschluss","Laendlicher Raum","90","0.604485628097888","0.531199097882254","0.677772158313523"
"nicht erwerbstätig","1993","(noch) kein Abschluss","Staedtischer Raum","380","0.627549188690796","0.591185196785256","0.663913180596337"
"nicht erwerbstätig","1993","AkademikerIn","Laendlicher Raum","140","0.276867524832927","0.241788054743431","0.311946994922423"
"nicht erwerbstätig","1993","AkademikerIn","Staedtischer Raum","183","0.211013322023726","0.185861914985083","0.23616472906237"
"nicht erwerbstätig","1993","Hauptschule","Laendlicher Raum","936","0.49732446101125","0.476045934870834","0.518602987151666"
"nicht erwerbstätig","1993","Hauptschule","Staedtischer Raum","1582","0.450286161969394","0.435285998920178","0.465286325018611"
