year,bula_h,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.37668,144,445,0.33161,0.42175
2001,Saxony,Urban regions,Full Time,0.41873,357,790,0.38430,0.45315
2001,Saxony,Urban regions,Part Time,0.15688,135,790,0.13150,0.18226
2001,Saxony,Urban regions,Not Working,0.42439,298,790,0.38990,0.45888
2001,Saxony,Rural regions,Full Time,0.40158,372,852,0.36865,0.43452
2001,Saxony,Rural regions,Part Time,0.15850,142,852,0.13397,0.18304
2001,Saxony,Rural regions,Not Working,0.43991,338,852,0.40656,0.47326
2001,Saxony-Anhalt,Urban regions,Full Time,0.40587,80,159,0.32930,0.48244
2001,Saxony-Anhalt,Urban regions,Not Working,0.45300,79,159,0.37538,0.53062
2001,Saxony-Anhalt,Rural regions,Full Time,0.35935,337,814,0.32636,0.39233
2001,Saxony-Anhalt,Rural regions,Part Time,0.17114,145,814,0.14525,0.19703
2001,Saxony-Anhalt,Rural regions,Not Working,0.46951,332,814,0.43520,0.50382
2001,Thuringa,Urban regions,Full Time,0.39806,122,280,0.34062,0.45550
2001,Thuringa,Urban regions,Part Time,0.19182,52,280,0.14562,0.23802
2001,Thuringa,Urban regions,Not Working,0.41012,106,280,0.35241,0.46784
2001,Thuringa,Rural regions,Full Time,0.35169,284,687,0.31596,0.38742
2001,Thuringa,Rural regions,Part Time,0.18830,133,687,0.15904,0.21755
2001,Thuringa,Rural regions,Not Working,0.46001,270,687,0.42271,0.49731
2002,Schleswig-Holstein,Urban regions,Full Time,0.32324,115,308,0.27092,0.37556
2002,Schleswig-Holstein,Urban regions,Part Time,0.25708,82,308,0.20819,0.30597
2002,Schleswig-Holstein,Urban regions,Not Working,0.41968,111,308,0.36448,0.47489
2002,Schleswig-Holstein,Rural regions,Full Time,0.41878,175,411,0.37103,0.46654
2002,Schleswig-Holstein,Rural regions,Part Time,0.24959,98,411,0.20770,0.29148
2002,Schleswig-Holstein,Rural regions,Not Working,0.33162,138,411,0.28605,0.37719
2002,Hamburg,Urban regions,Full Time,0.36993,134,325,0.31736,0.42250
2002,Hamburg,Urban regions,Part Time,0.24759,80,325,0.20059,0.29459
2002,Hamburg,Urban regions,Not Working,0.38248,111,325,0.32956,0.43540
2002,Lower Saxony,Urban regions,Full Time,0.35988,379,961,0.32952,0.39024
2002,Lower Saxony,Urban regions,Part Time,0.20743,209,961,0.18178,0.23308
2002,Lower Saxony,Urban regions,Not Working,0.43269,373,961,0.40135,0.46403
2002,Lower Saxony,Rural regions,Full Time,0.37030,404,1017,0.34061,0.40000
2002,Lower Saxony,Rural regions,Part Time,0.22738,244,1017,0.20161,0.25316
2002,Lower Saxony,Rural regions,Not Working,0.40231,369,1017,0.37216,0.43247
2002,Bremen,Urban regions,Full Time,0.32120,71,172,0.25121,0.39118
2002,Bremen,Urban regions,Part Time,0.22574,40,172,0.16308,0.28840
2002,Bremen,Urban regions,Not Working,0.45306,61,172,0.37845,0.52767
2002,North Rhine-Westphalia,Urban regions,Full Time,0.37843,1909,4752,0.36464,0.39222
2002,North Rhine-Westphalia,Urban regions,Part Time,0.21677,1104,4752,0.20505,0.22849
2002,North Rhine-Westphalia,Urban regions,Not Working,0.40480,1739,4752,0.39084,0.41876
2002,North Rhine-Westphalia,Rural regions,Full Time,0.38870,45,91,0.28799,0.48941
2002,North Rhine-Westphalia,Rural regions,Not Working,0.39715,46,91,0.29606,0.49824
2002,Hesse,Urban regions,Full Time,0.38846,578,1337,0.36232,0.41459
2002,Hesse,Urban regions,Part Time,0.23404,330,1337,0.21133,0.25674
2002,Hesse,Urban regions,Not Working,0.37751,429,1337,0.35151,0.40350
2002,Hesse,Rural regions,Full Time,0.38886,125,302,0.33378,0.44393
2002,Hesse,Rural regions,Part Time,0.22777,76,302,0.18039,0.27515
2002,Hesse,Rural regions,Not Working,0.38337,101,302,0.32844,0.43830
2002,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.34915,376,1037,0.32013,0.37818
2002,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.21706,237,1037,0.19196,0.24217
2002,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.43378,424,1037,0.40360,0.46396
2002,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.38945,137,339,0.33746,0.44143
2002,"Rhineland-Palatinate, Saarland",Rural regions,Part Time,0.22219,91,339,0.17787,0.26651
2002,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.38837,111,339,0.33641,0.44033
2002,Baden-Wuerttemberg,Urban regions,Full Time,0.41013,1082,2542,0.39101,0.42926
2002,Baden-Wuerttemberg,Urban regions,Part Time,0.23023,637,2542,0.21387,0.24660
2002,Baden-Wuerttemberg,Urban regions,Not Working,0.35963,823,2542,0.34097,0.37829
2002,Baden-Wuerttemberg,Rural regions,Full Time,0.40589,102,258,0.34585,0.46592
2002,Baden-Wuerttemberg,Rural regions,Part Time,0.20295,58,258,0.15378,0.25213
2002,Baden-Wuerttemberg,Rural regions,Not Working,0.39116,98,258,0.33149,0.45082
2002,Bavaria,Urban regions,Full Time,0.41270,732,1636,0.38883,0.43656
2002,Bavaria,Urban regions,Part Time,0.20927,388,1636,0.18955,0.22899
2002,Bavaria,Urban regions,Not Working,0.37803,516,1636,0.35452,0.40153
2002,Bavaria,Rural regions,Full Time,0.40238,685,1620,0.37850,0.42627
2002,Bavaria,Rural regions,Part Time,0.21555,400,1620,0.19552,0.23558
2002,Bavaria,Rural regions,Not Working,0.38207,535,1620,0.35840,0.40574
2002,Berlin,Urban regions,Full Time,0.40819,361,828,0.37469,0.44169
2002,Berlin,Urban regions,Part Time,0.21435,179,828,0.18638,0.24231
2002,Berlin,Urban regions,Not Working,0.37747,288,828,0.34443,0.41050
2002,Brandenburg,Urban regions,Full Time,0.42898,32,32,0.25475,0.60321
2002,Brandenburg,Rural regions,Full Time,0.36224,368,894,0.33071,0.39376
2002,Brandenburg,Rural regions,Part Time,0.17905,155,894,0.15390,0.20420
2002,Brandenburg,Rural regions,Not Working,0.45871,371,894,0.42603,0.49139
2002,Mecklenburg-Western Pomerania,Urban regions,Full Time,0.40150,38,38,0.24355,0.55945
2002,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.38053,194,444,0.33531,0.42574
2002,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.19901,96,444,0.16183,0.23619
2002,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.42047,154,444,0.37450,0.46644
2002,Saxony,Urban regions,Full Time,0.38631,349,798,0.35251,0.42011
2002,Saxony,Urban regions,Part Time,0.16662,145,798,0.14075,0.19249
2002,Saxony,Urban regions,Not Working,0.44707,304,798,0.41255,0.48158
2002,Saxony,Rural regions,Full Time,0.40181,371,850,0.36883,0.43478
2002,Saxony,Rural regions,Part Time,0.18341,164,850,0.15738,0.20944
2002,Saxony,Rural regions,Not Working,0.41479,315,850,0.38164,0.44793
2002,Saxony-Anhalt,Urban regions,Full Time,0.37424,78,180,0.30335,0.44513
2002,Saxony-Anhalt,Urban regions,Part Time,0.15801,32,180,0.10458,0.21145
2002,Saxony-Anhalt,Urban regions,Not Working,0.46775,70,180,0.39465,0.54084
2002,Saxony-Anhalt,Rural regions,Full Time,0.33676,315,791,0.30380,0.36971
2002,Saxony-Anhalt,Rural regions,Part Time,0.18870,145,791,0.16141,0.21598
2002,Saxony-Anhalt,Rural regions,Not Working,0.47454,331,791,0.43972,0.50937
2002,Thuringa,Urban regions,Full Time,0.40719,129,288,0.35035,0.46403
2002,Thuringa,Urban regions,Part Time,0.13826,51,288,0.09833,0.17820
2002,Thuringa,Urban regions,Not Working,0.45455,108,288,0.39694,0.51215
2002,Thuringa,Rural regions,Full Time,0.35691,285,679,0.32085,0.39298
2002,Thuringa,Rural regions,Part Time,0.17452,125,679,0.14595,0.20309
2002,Thuringa,Rural regions,Not Working,0.46857,269,679,0.43101,0.50613
2003,Schleswig-Holstein,Urban regions,Full Time,0.36307,111,289,0.30753,0.41861
2003,Schleswig-Holstein,Urban regions,Part Time,0.24563,72,289,0.19592,0.29535
2003,Schleswig-Holstein,Urban regions,Not Working,0.39130,106,289,0.33493,0.44766
2003,Schleswig-Holstein,Rural regions,Full Time,0.43068,160,378,0.38069,0.48066
2003,Schleswig-Holstein,Rural regions,Part Time,0.20949,82,378,0.16841,0.25057
2003,Schleswig-Holstein,Rural regions,Not Working,0.35984,136,378,0.31139,0.40829
2003,Hamburg,Urban regions,Full Time,0.39516,123,294,0.33918,0.45114
2003,Hamburg,Urban regions,Part Time,0.20345,66,294,0.15735,0.24954
2003,Hamburg,Urban regions,Not Working,0.40139,105,294,0.34527,0.45752
2003,Lower Saxony,Urban regions,Full Time,0.35724,343,921,0.32628,0.38821
2003,Lower Saxony,Urban regions,Part Time,0.22873,226,921,0.20159,0.25587
2003,Lower Saxony,Urban regions,Not Working,0.41403,352,921,0.38220,0.44586
2003,Lower Saxony,Rural regions,Full Time,0.35755,384,986,0.32762,0.38748
2003,Lower Saxony,Rural regions,Part Time,0.22753,245,986,0.20134,0.25371
2003,Lower Saxony,Rural regions,Not Working,0.41492,357,986,0.38415,0.44569
2003,Bremen,Urban regions,Full Time,0.30720,65,174,0.23845,0.37595
2003,Bremen,Urban regions,Part Time,0.18457,39,174,0.12676,0.24239
2003,Bremen,Urban regions,Not Working,0.50823,70,174,0.43373,0.58272
2003,North Rhine-Westphalia,Urban regions,Full Time,0.36659,1756,4560,0.35261,0.38058
2003,North Rhine-Westphalia,Urban regions,Part Time,0.21828,1084,4560,0.20629,0.23027
2003,North Rhine-Westphalia,Urban regions,Not Working,0.41512,1720,4560,0.40082,0.42943
2003,North Rhine-Westphalia,Rural regions,Full Time,0.30934,37,82,0.20868,0.41001
2003,North Rhine-Westphalia,Rural regions,Not Working,0.44746,45,82,0.33918,0.55575
2003,Hesse,Urban regions,Full Time,0.37658,520,1228,0.34947,0.40369
2003,Hesse,Urban regions,Part Time,0.23535,309,1228,0.21162,0.25909
2003,Hesse,Urban regions,Not Working,0.38807,399,1228,0.36080,0.41533
2003,Hesse,Rural regions,Full Time,0.40608,121,270,0.34739,0.46477
2003,Hesse,Rural regions,Part Time,0.26122,67,270,0.20873,0.31372
2003,Hesse,Rural regions,Not Working,0.33269,82,270,0.27639,0.38900
2003,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.34211,374,1031,0.31314,0.37109
2003,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.22173,231,1031,0.19636,0.24710
2003,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.43616,426,1031,0.40587,0.46645
2003,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.37214,122,322,0.31926,0.42502
2003,"Rhineland-Palatinate, Saarland",Rural regions,Part Time,0.21378,78,322,0.16893,0.25863
2003,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.41408,122,322,0.36019,0.46796
2003,Baden-Wuerttemberg,Urban regions,Full Time,0.39080,1000,2457,0.37151,0.41010
2003,Baden-Wuerttemberg,Urban regions,Part Time,0.23999,641,2457,0.22310,0.25688
2003,Baden-Wuerttemberg,Urban regions,Not Working,0.36921,816,2457,0.35012,0.38830
2003,Baden-Wuerttemberg,Rural regions,Full Time,0.41293,98,230,0.34916,0.47670
2003,Baden-Wuerttemberg,Rural regions,Part Time,0.22585,52,230,0.17169,0.28001
2003,Baden-Wuerttemberg,Rural regions,Not Working,0.36122,80,230,0.29900,0.42343
2003,Bavaria,Urban regions,Full Time,0.41420,687,1598,0.39004,0.43836
2003,Bavaria,Urban regions,Part Time,0.19983,382,1598,0.18021,0.21944
2003,Bavaria,Urban regions,Not Working,0.38597,529,1598,0.36210,0.40985
2003,Bavaria,Rural regions,Full Time,0.38597,631,1528,0.36155,0.41039
2003,Bavaria,Rural regions,Part Time,0.22743,385,1528,0.20641,0.24846
2003,Bavaria,Rural regions,Not Working,0.38660,512,1528,0.36217,0.41102
2003,Berlin,Urban regions,Full Time,0.37455,334,823,0.34146,0.40764
2003,Berlin,Urban regions,Part Time,0.22493,191,823,0.19639,0.25348
2003,Berlin,Urban regions,Not Working,0.40052,298,823,0.36702,0.43402
2003,Brandenburg,Urban regions,Full Time,0.38297,32,32,0.21184,0.55409
2003,Brandenburg,Rural regions,Full Time,0.35235,348,873,0.32064,0.38406
2003,Brandenburg,Rural regions,Part Time,0.17702,156,873,0.15169,0.20236
2003,Brandenburg,Rural regions,Not Working,0.47063,369,873,0.43750,0.50376
2003,Mecklenburg-Western Pomerania,Urban regions,Full Time,0.38098,34,34,0.21529,0.54667
2003,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.37491,189,453,0.33028,0.41954
2003,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.21471,101,453,0.17686,0.25257
2003,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.41038,163,453,0.36503,0.45573
2003,Saxony,Urban regions,Full Time,0.36206,333,780,0.32831,0.39581
2003,Saxony,Urban regions,Part Time,0.17418,148,780,0.14755,0.20081
2003,Saxony,Urban regions,Not Working,0.46376,299,780,0.42874,0.49878
2003,Saxony,Rural regions,Full Time,0.37731,351,831,0.34433,0.41029
2003,Saxony,Rural regions,Part Time,0.19540,160,831,0.16843,0.22238
2003,Saxony,Rural regions,Not Working,0.42729,320,831,0.39363,0.46094
2003,Saxony-Anhalt,Urban regions,Full Time,0.34901,74,179,0.27899,0.41904
2003,Saxony-Anhalt,Urban regions,Part Time,0.17752,35,179,0.12138,0.23365
2003,Saxony-Anhalt,Urban regions,Not Working,0.47347,70,179,0.40012,0.54682
2003,Saxony-Anhalt,Rural regions,Full Time,0.32332,298,755,0.28993,0.35670
2003,Saxony-Anhalt,Rural regions,Part Time,0.17455,126,755,0.14746,0.20164
2003,Saxony-Anhalt,Rural regions,Not Working,0.50213,331,755,0.46644,0.53782
2003,Thuringa,Urban regions,Full Time,0.36191,113,288,0.30631,0.41751
2003,Thuringa,Urban regions,Part Time,0.23123,63,288,0.18245,0.28001
2003,Thuringa,Urban regions,Not Working,0.40686,112,288,0.35003,0.46370
2003,Thuringa,Rural regions,Full Time,0.35894,276,668,0.32254,0.39535
2003,Thuringa,Rural regions,Part Time,0.16713,122,668,0.13882,0.19545
2003,Thuringa,Rural regions,Not Working,0.47392,270,668,0.43603,0.51182
2004,Schleswig-Holstein,Urban regions,Full Time,0.37512,113,287,0.31901,0.43123
2004,Schleswig-Holstein,Urban regions,Part Time,0.20944,64,287,0.16228,0.25660
2004,Schleswig-Holstein,Urban regions,Not Working,0.41544,110,287,0.35833,0.47255
2004,Schleswig-Holstein,Rural regions,Full Time,0.37829,150,382,0.32959,0.42699
2004,Schleswig-Holstein,Rural regions,Part Time,0.24510,93,382,0.20190,0.28829
2004,Schleswig-Holstein,Rural regions,Not Working,0.37661,139,382,0.32796,0.42527
2004,Hamburg,Urban regions,Full Time,0.36589,118,294,0.31074,0.42105
2004,Hamburg,Urban regions,Part Time,0.25133,71,294,0.20166,0.30100
2004,Hamburg,Urban regions,Not Working,0.38277,105,294,0.32712,0.43843
2004,Lower Saxony,Urban regions,Full Time,0.32373,317,905,0.29323,0.35423
2004,Lower Saxony,Urban regions,Part Time,0.24829,240,905,0.22013,0.27646
2004,Lower Saxony,Urban regions,Not Working,0.42798,348,905,0.39573,0.46023
2004,Lower Saxony,Rural regions,Full Time,0.36128,376,980,0.33119,0.39138
2004,Lower Saxony,Rural regions,Part Time,0.22182,248,980,0.19579,0.24785
2004,Lower Saxony,Rural regions,Not Working,0.41690,356,980,0.38601,0.44778
2004,Bremen,Urban regions,Full Time,0.29525,62,167,0.22586,0.36465
2004,Bremen,Urban regions,Part Time,0.21563,42,167,0.15306,0.27819
2004,Bremen,Urban regions,Not Working,0.48912,63,167,0.41308,0.56517
2004,North Rhine-Westphalia,Urban regions,Full Time,0.36060,1672,4436,0.34647,0.37473
2004,North Rhine-Westphalia,Urban regions,Part Time,0.22298,1053,4436,0.21073,0.23523
2004,North Rhine-Westphalia,Urban regions,Not Working,0.41642,1711,4436,0.40191,0.43093
2004,North Rhine-Westphalia,Rural regions,Full Time,0.33207,34,107,0.24241,0.42172
2004,North Rhine-Westphalia,Rural regions,Part Time,0.29856,33,107,0.21144,0.38568
2004,North Rhine-Westphalia,Rural regions,Not Working,0.36937,40,107,0.27749,0.46125
2004,Hesse,Urban regions,Full Time,0.40115,509,1187,0.37325,0.42904
2004,Hesse,Urban regions,Part Time,0.21461,291,1187,0.19125,0.23798
2004,Hesse,Urban regions,Not Working,0.38424,387,1187,0.35655,0.41192
2004,Hesse,Rural regions,Full Time,0.37775,105,255,0.31813,0.43737
2004,Hesse,Rural regions,Part Time,0.29288,71,255,0.23691,0.34885
2004,Hesse,Rural regions,Not Working,0.32937,79,255,0.27157,0.38717
2004,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.33731,347,996,0.30793,0.36669
2004,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.21483,224,996,0.18931,0.24035
2004,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.44786,425,996,0.41696,0.47876
2004,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.36998,118,309,0.31606,0.42390
2004,"Rhineland-Palatinate, Saarland",Rural regions,Part Time,0.23417,83,309,0.18688,0.28147
2004,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.39584,108,309,0.34123,0.45046
2004,Baden-Wuerttemberg,Urban regions,Full Time,0.38586,957,2375,0.36628,0.40545
2004,Baden-Wuerttemberg,Urban regions,Part Time,0.22764,581,2375,0.21077,0.24451
2004,Baden-Wuerttemberg,Urban regions,Not Working,0.38649,837,2375,0.36691,0.40608
2004,Baden-Wuerttemberg,Rural regions,Full Time,0.41849,92,231,0.35473,0.48224
2004,Baden-Wuerttemberg,Rural regions,Part Time,0.20450,53,231,0.15237,0.25663
2004,Baden-Wuerttemberg,Rural regions,Not Working,0.37701,86,231,0.31438,0.43965
2004,Bavaria,Urban regions,Full Time,0.39762,637,1532,0.37311,0.42214
2004,Bavaria,Urban regions,Part Time,0.21065,367,1532,0.19023,0.23108
2004,Bavaria,Urban regions,Not Working,0.39172,528,1532,0.36727,0.41618
2004,Bavaria,Rural regions,Full Time,0.39137,619,1513,0.36677,0.41597
2004,Bavaria,Rural regions,Part Time,0.22580,376,1513,0.20472,0.24687
2004,Bavaria,Rural regions,Not Working,0.38283,518,1513,0.35833,0.40733
2004,Berlin,Urban regions,Full Time,0.35731,321,805,0.32418,0.39043
2004,Berlin,Urban regions,Part Time,0.24351,188,805,0.21384,0.27317
2004,Berlin,Urban regions,Not Working,0.39918,296,805,0.36533,0.43304
2004,Brandenburg,Urban regions,Full Time,0.41234,32,32,0.23905,0.58563
2004,Brandenburg,Rural regions,Full Time,0.32987,299,829,0.29784,0.36189
2004,Brandenburg,Rural regions,Part Time,0.17638,165,829,0.15042,0.20234
2004,Brandenburg,Rural regions,Not Working,0.49375,365,829,0.45970,0.52781
2004,Mecklenburg-Western Pomerania,Urban regions,Full Time,0.32819,35,35,0.17036,0.48602
2004,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.35706,169,435,0.31198,0.40213
2004,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.21362,99,435,0.17505,0.25218
2004,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.42933,167,435,0.38276,0.47590
2004,Saxony,Urban regions,Full Time,0.34416,318,781,0.31082,0.37750
2004,Saxony,Urban regions,Part Time,0.16048,144,781,0.13472,0.18624
2004,Saxony,Urban regions,Not Working,0.49536,319,781,0.46027,0.53044
2004,Saxony,Rural regions,Full Time,0.38060,324,790,0.34672,0.41448
2004,Saxony,Rural regions,Part Time,0.17519,151,790,0.14866,0.20171
2004,Saxony,Rural regions,Not Working,0.44422,315,790,0.40954,0.47889
2004,Saxony-Anhalt,Urban regions,Full Time,0.34423,67,179,0.27443,0.41403
2004,Saxony-Anhalt,Urban regions,Part Time,0.15518,35,179,0.10199,0.20838
2004,Saxony-Anhalt,Urban regions,Not Working,0.50059,77,179,0.42713,0.57404
2004,Saxony-Anhalt,Rural regions,Full Time,0.29641,282,744,0.26357,0.32924
2004,Saxony-Anhalt,Rural regions,Part Time,0.18709,133,744,0.15905,0.21513
2004,Saxony-Anhalt,Rural regions,Not Working,0.51650,329,744,0.48057,0.55244
2004,Thuringa,Urban regions,Full Time,0.36414,115,284,0.30808,0.42020
2004,Thuringa,Urban regions,Part Time,0.18647,52,284,0.14109,0.23185
2004,Thuringa,Urban regions,Not Working,0.44939,117,284,0.39144,0.50735
2004,Thuringa,Rural regions,Full Time,0.36202,271,661,0.32536,0.39869
2004,Thuringa,Rural regions,Part Time,0.16405,120,661,0.13580,0.19231
2004,Thuringa,Rural regions,Not Working,0.47392,270,661,0.43583,0.51202
2005,Schleswig-Holstein,Urban regions,Full Time,0.36793,102,277,0.31104,0.42483
2005,Schleswig-Holstein,Urban regions,Part Time,0.23649,64,277,0.18636,0.28662
2005,Schleswig-Holstein,Urban regions,Not Working,0.39558,111,277,0.33789,0.45327
2005,Schleswig-Holstein,Rural regions,Full Time,0.39075,145,369,0.34090,0.44060
2005,Schleswig-Holstein,Rural regions,Part Time,0.26088,94,369,0.21602,0.30575
2005,Schleswig-Holstein,Rural regions,Not Working,0.34837,130,369,0.29969,0.39705
2005,Hamburg,Urban regions,Full Time,0.37849,106,287,0.32228,0.43470
2005,Hamburg,Urban regions,Part Time,0.21713,74,287,0.16935,0.26492
2005,Hamburg,Urban regions,Not Working,0.40437,107,287,0.34750,0.46125
2005,Lower Saxony,Urban regions,Full Time,0.34033,291,856,0.30857,0.37209
2005,Lower Saxony,Urban regions,Part Time,0.22944,226,856,0.20125,0.25762
2005,Lower Saxony,Urban regions,Not Working,0.43023,339,856,0.39705,0.46342
2005,Lower Saxony,Rural regions,Full Time,0.34757,342,927,0.31689,0.37824
2005,Lower Saxony,Rural regions,Part Time,0.24304,240,927,0.21541,0.27066
2005,Lower Saxony,Rural regions,Not Working,0.40940,345,927,0.37773,0.44107
2005,Bremen,Urban regions,Full Time,0.29111,50,146,0.21717,0.36505
