year,quintil_oecd,plg0267_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,3rd Quintile,Vocational training,0.02259,156,459,0.00898,0.03620
2015,3rd Quintile,Further training/ Retraining,0.01300,49,459,0.00263,0.02338
2015,4th Quintile,General education,0.00762,68,410,-0.00081,0.01604
2015,4th Quintile,University/ Technical university,0.02933,157,410,0.01298,0.04568
2015,4th Quintile,Vocational training,0.02389,139,410,0.00909,0.03868
2015,4th Quintile,Further training/ Retraining,0.00800,46,410,-0.00063,0.01664
2015,5th Quintile,General education,0.00836,60,332,-0.00145,0.01817
2015,5th Quintile,University/ Technical university,0.02927,155,332,0.01111,0.04742
2015,5th Quintile,Vocational training,0.01356,70,332,0.00110,0.02602
2015,5th Quintile,Further training/ Retraining,0.00819,47,332,-0.00152,0.01790
2016,1st Quintile,General education,0.01278,134,799,0.00498,0.02057
2016,1st Quintile,University/ Technical university,0.06775,307,799,0.05031,0.08519
2016,1st Quintile,Vocational training,0.03905,264,799,0.02561,0.05249
2016,1st Quintile,Further training/ Retraining,0.00981,94,799,0.00297,0.01664
2016,2nd Quintile,General education,0.01172,104,512,0.00239,0.02106
2016,2nd Quintile,University/ Technical university,0.03419,147,512,0.01844,0.04995
2016,2nd Quintile,Vocational training,0.03019,213,512,0.01536,0.04503
2016,2nd Quintile,Further training/ Retraining,0.00679,48,512,-0.00033,0.01391
2016,3rd Quintile,General education,0.00928,75,401,-0.00012,0.01867
2016,3rd Quintile,University/ Technical university,0.03013,135,401,0.01337,0.04688
2016,3rd Quintile,Vocational training,0.02427,149,401,0.00919,0.03936
2016,3rd Quintile,Further training/ Retraining,0.00923,42,401,-0.00014,0.01860
2016,4th Quintile,General education,0.01210,69,380,0.00109,0.02311
2016,4th Quintile,University/ Technical university,0.02864,160,380,0.01185,0.04543
2016,4th Quintile,Vocational training,0.01548,101,380,0.00305,0.02791
2016,4th Quintile,Further training/ Retraining,0.01083,50,380,0.00041,0.02125
2016,5th Quintile,General education,0.00822,55,318,-0.00172,0.01816
2016,5th Quintile,University/ Technical university,0.02529,143,318,0.00801,0.04257
2016,5th Quintile,Vocational training,0.01467,72,318,0.00144,0.02791
2016,5th Quintile,Further training/ Retraining,0.01006,48,318,-0.00093,0.02105
2017,1st Quintile,General education,0.01232,157,885,0.00505,0.01959
2017,1st Quintile,University/ Technical university,0.06228,292,885,0.04635,0.07821
2017,1st Quintile,Vocational training,0.03802,319,885,0.02542,0.05063
2017,1st Quintile,Further training/ Retraining,0.00964,117,885,0.00320,0.01608
2017,2nd Quintile,General education,0.01049,98,494,0.00150,0.01948
2017,2nd Quintile,University/ Technical university,0.03332,164,494,0.01748,0.04917
2017,2nd Quintile,Vocational training,0.03008,193,494,0.01500,0.04515
2017,2nd Quintile,Further training/ Retraining,0.00422,39,494,-0.00150,0.00995
2017,3rd Quintile,General education,0.01100,85,405,0.00083,0.02117
2017,3rd Quintile,University/ Technical university,0.02677,145,405,0.01103,0.04251
2017,3rd Quintile,Vocational training,0.01802,132,405,0.00505,0.03099
2017,3rd Quintile,Further training/ Retraining,0.00692,43,405,-0.00116,0.01500
2017,4th Quintile,General education,0.01453,69,353,0.00203,0.02703
2017,4th Quintile,University/ Technical university,0.02628,137,353,0.00957,0.04300
2017,4th Quintile,Vocational training,0.01906,106,353,0.00478,0.03335
2017,4th Quintile,Further training/ Retraining,0.00749,41,353,-0.00152,0.01649
2017,5th Quintile,General education,0.00948,57,323,-0.00110,0.02006
2017,5th Quintile,University/ Technical university,0.02702,147,323,0.00931,0.04473
2017,5th Quintile,Vocational training,0.01778,68,323,0.00335,0.03222
2017,5th Quintile,Further training/ Retraining,0.01102,51,323,-0.00038,0.02242
2018,1st Quintile,General education,0.01233,173,1021,0.00555,0.01910
2018,1st Quintile,University/ Technical university,0.06246,354,1021,0.04761,0.07731
2018,1st Quintile,Vocational training,0.04163,383,1021,0.02937,0.05389
2018,1st Quintile,Further training/ Retraining,0.00922,111,1021,0.00335,0.01508
2018,2nd Quintile,General education,0.01089,106,567,0.00234,0.01944
2018,2nd Quintile,University/ Technical university,0.02922,188,567,0.01535,0.04310
2018,2nd Quintile,Vocational training,0.02552,225,567,0.01253,0.03851
2018,2nd Quintile,Further training/ Retraining,0.00837,48,567,0.00087,0.01588
2018,3rd Quintile,General education,0.01477,95,445,0.00355,0.02599
2018,3rd Quintile,University/ Technical university,0.02977,169,445,0.01396,0.04558
2018,3rd Quintile,Vocational training,0.02119,133,445,0.00780,0.03459
2018,3rd Quintile,Further training/ Retraining,0.00728,48,445,-0.00063,0.01518
2018,4th Quintile,General education,0.00839,59,357,-0.00108,0.01787
2018,4th Quintile,University/ Technical university,0.02941,159,357,0.01186,0.04696
2018,4th Quintile,Vocational training,0.01709,102,357,0.00362,0.03055
2018,4th Quintile,Further training/ Retraining,0.00554,37,357,-0.00217,0.01325
2018,5th Quintile,General education,0.00687,58,332,-0.00203,0.01576
2018,5th Quintile,University/ Technical university,0.02398,158,332,0.00750,0.04046
2018,5th Quintile,Vocational training,0.01205,70,332,0.00029,0.02380
2018,5th Quintile,Further training/ Retraining,0.00836,46,332,-0.00145,0.01816
2019,1st Quintile,General education,0.01304,154,958,0.00586,0.02023
2019,1st Quintile,University/ Technical university,0.06809,324,958,0.05213,0.08404
2019,1st Quintile,Vocational training,0.03772,386,958,0.02565,0.04979
2019,1st Quintile,Further training/ Retraining,0.00856,94,958,0.00272,0.01440
2019,2nd Quintile,General education,0.01049,96,536,0.00186,0.01912
2019,2nd Quintile,University/ Technical university,0.02709,172,536,0.01333,0.04085
2019,2nd Quintile,Vocational training,0.02563,228,536,0.01224,0.03902
2019,2nd Quintile,Further training/ Retraining,0.00599,40,536,-0.00055,0.01253
2019,3rd Quintile,General education,0.00867,65,430,-0.00010,0.01744
2019,3rd Quintile,University/ Technical university,0.02507,169,430,0.01028,0.03987
2019,3rd Quintile,Vocational training,0.02615,148,430,0.01105,0.04125
2019,3rd Quintile,Further training/ Retraining,0.00858,48,430,-0.00015,0.01730
2019,4th Quintile,General education,0.00719,55,360,-0.00155,0.01593
2019,4th Quintile,University/ Technical university,0.02903,151,360,0.01166,0.04639
2019,4th Quintile,Vocational training,0.01673,106,360,0.00346,0.03000
2019,4th Quintile,Further training/ Retraining,0.00829,48,360,-0.00109,0.01767
2019,5th Quintile,General education,0.00769,52,282,-0.00252,0.01790
2019,5th Quintile,University/ Technical university,0.01956,140,282,0.00337,0.03576
2019,5th Quintile,Vocational training,0.01097,53,282,-0.00121,0.02316
2019,5th Quintile,Further training/ Retraining,0.00783,37,282,-0.00247,0.01814
2020,1st Quintile,General education,0.00925,119,884,0.00294,0.01557
2020,1st Quintile,University/ Technical university,0.06186,343,884,0.04597,0.07775
2020,1st Quintile,Vocational training,0.03615,355,884,0.02384,0.04847
2020,1st Quintile,Further training/ Retraining,0.00950,67,884,0.00310,0.01589
2020,2nd Quintile,General education,0.01023,85,499,0.00139,0.01907
2020,2nd Quintile,University/ Technical university,0.03774,183,499,0.02100,0.05447
2020,2nd Quintile,Vocational training,0.02759,190,499,0.01320,0.04197
2020,2nd Quintile,Further training/ Retraining,0.00481,41,499,-0.00127,0.01089
2020,3rd Quintile,General education,0.00816,67,416,-0.00050,0.01681
2020,3rd Quintile,University/ Technical university,0.03079,163,416,0.01417,0.04740
2020,3rd Quintile,Vocational training,0.02186,143,416,0.00779,0.03593
2020,3rd Quintile,Further training/ Retraining,0.00733,43,416,-0.00088,0.01553
2020,4th Quintile,General education,0.00763,57,366,-0.00130,0.01655
2020,4th Quintile,University/ Technical university,0.02973,165,366,0.01230,0.04715
2020,4th Quintile,Vocational training,0.02363,108,366,0.00805,0.03921
2020,4th Quintile,Further training/ Retraining,0.00724,36,366,-0.00146,0.01594
2020,5th Quintile,General education,0.00524,64,375,-0.00208,0.01256
2020,5th Quintile,University/ Technical university,0.02401,181,375,0.00850,0.03953
2020,5th Quintile,Vocational training,0.01227,81,375,0.00111,0.02343
2020,5th Quintile,Further training/ Retraining,0.00753,49,375,-0.00123,0.01629
2021,1st Quintile,General education,0.00826,86,728,0.00168,0.01484
2021,1st Quintile,University/ Technical university,0.07114,311,728,0.05245,0.08982
2021,1st Quintile,Vocational training,0.03025,274,728,0.01780,0.04270
2021,1st Quintile,Further training/ Retraining,0.00409,57,728,-0.00055,0.00873
2021,2nd Quintile,General education,0.00900,56,383,-0.00047,0.01847
2021,2nd Quintile,University/ Technical university,0.03814,147,383,0.01893,0.05735
2021,2nd Quintile,Vocational training,0.02549,137,383,0.00968,0.04129
2021,2nd Quintile,Further training/ Retraining,0.00842,43,383,-0.00074,0.01758
2021,3rd Quintile,General education,0.00666,34,299,-0.00257,0.01590
2021,3rd Quintile,University/ Technical university,0.04118,128,299,0.01862,0.06374
2021,3rd Quintile,Vocational training,0.01908,102,299,0.00355,0.03462
2021,3rd Quintile,Further training/ Retraining,0.00722,35,299,-0.00239,0.01684
2021,4th Quintile,General education,0.00981,50,253,-0.00236,0.02199
2021,4th Quintile,University/ Technical university,0.03538,136,253,0.01257,0.05818
2021,4th Quintile,Vocational training,0.01815,67,253,0.00167,0.03463
2021,5th Quintile,General education,0.00392,33,257,-0.00373,0.01157
2021,5th Quintile,University/ Technical university,0.02362,127,257,0.00501,0.04222
2021,5th Quintile,Vocational training,0.00817,51,257,-0.00286,0.01920
2021,5th Quintile,Further training/ Retraining,0.00715,46,257,-0.00317,0.01747
