year,pgisced97,plg0267_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Pre-primary Level,General education,0.43774,305,305,0.38197,0.49351
2020,Primary Level,Vocational training,0.03337,70,70,-0.00901,0.07575
2020,Lower Secondary Level,General education,0.01260,80,472,0.00253,0.02268
2020,Lower Secondary Level,Vocational training,0.09441,358,472,0.06800,0.12081
2020,Lower Secondary Level,Further training/ Retraining,0.00916,34,472,0.00055,0.01776
2020,Upper Secondary Level,University/ Technical university,0.04608,541,972,0.03289,0.05927
2020,Upper Secondary Level,Vocational training,0.02064,333,972,0.01170,0.02958
2020,Upper Secondary Level,Further training/ Retraining,0.00584,98,972,0.00105,0.01063
2020,Post-secondary Non-tertiary Level,University/ Technical university,0.06049,104,189,0.02641,0.09457
2020,Post-secondary Non-tertiary Level,Vocational training,0.01052,43,189,-0.00406,0.02511
2020,Post-secondary Non-tertiary Level,Further training/ Retraining,0.01899,42,189,-0.00052,0.03851
2020,Second Stage of Tertiary Education,University/ Technical university,0.04716,300,535,0.02918,0.06514
2020,Second Stage of Tertiary Education,Vocational training,0.01127,136,535,0.00232,0.02023
2020,Second Stage of Tertiary Education,Further training/ Retraining,0.01205,99,535,0.00279,0.02130
2021,Pre-primary Level,General education,0.43080,160,160,0.35382,0.50777
2021,Primary Level,Vocational training,0.02243,40,40,-0.02404,0.06890
2021,Lower Secondary Level,General education,0.02051,64,276,0.00376,0.03726
2021,Lower Secondary Level,Vocational training,0.07738,212,276,0.04580,0.10896
2021,Upper Secondary Level,General education,0.00152,35,748,-0.00127,0.00432
2021,Upper Secondary Level,University/ Technical university,0.05275,424,748,0.03672,0.06878
2021,Upper Secondary Level,Vocational training,0.02245,221,748,0.01183,0.03308
2021,Upper Secondary Level,Further training/ Retraining,0.00570,68,748,0.00030,0.01110
2021,Post-secondary Non-tertiary Level,University/ Technical university,0.06519,82,82,0.01143,0.11896
2021,Second Stage of Tertiary Education,University/ Technical university,0.06127,265,437,0.03876,0.08378
2021,Second Stage of Tertiary Education,Vocational training,0.00967,91,437,0.00048,0.01885
2021,Second Stage of Tertiary Education,Further training/ Retraining,0.01064,81,437,0.00101,0.02026
