"plb0218","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 3-4 Wochen","2005","Berlin","Staedtischer Raum","30","0.0542374628533145","0.0322339701918229","0.0762409555148061"
"Ja, alle 3-4 Wochen","2005","Berlin","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2005","Brandenburg","Staedtischer Raum","3","","",""
"Ja, alle 3-4 Wochen","2005","Brandenburg","Laendlicher Raum","44","0.122985595059297","0.090679584969068","0.155291605149526"
"Ja, alle 3-4 Wochen","2005","Mecklenburg-Vorpommern","Staedtischer Raum","6","0.0977466988704569","0.00793379564932815","0.187559602091586"
"Ja, alle 3-4 Wochen","2005","Mecklenburg-Vorpommern","Laendlicher Raum","22","","",""
"Ja, alle 3-4 Wochen","2005","Sachsen","Staedtischer Raum","48","0.153747105822306","0.117994041482946","0.189500170161665"
"Ja, alle 3-4 Wochen","2005","Sachsen","Laendlicher Raum","40","0.0842507193187394","0.0573971337647862","0.111104304872693"
"Ja, alle 3-4 Wochen","2005","Sachsen-Anhalt","Staedtischer Raum","11","","",""
"Ja, alle 3-4 Wochen","2005","Sachsen-Anhalt","Laendlicher Raum","41","0.121953362637829","0.0877686100425818","0.156138115233075"
"Ja, alle 3-4 Wochen","2005","Thueringen","Staedtischer Raum","8","0.0581302182110735","0.0186592649483379","0.0976011714738091"
"Ja, alle 3-4 Wochen","2005","Thueringen","Laendlicher Raum","32","0.0938315344110928","0.0606129503275268","0.127050118494659"
"Seltener","2005","Schleswig-Holstein","Staedtischer Raum","38","0.249467461613796","0.180221543451885","0.318713379775708"
"Seltener","2005","Schleswig-Holstein","Laendlicher Raum","62","0.303907223838911","0.241098704423498","0.366715743254323"
"Seltener","2005","Hamburg","Staedtischer Raum","52","0.334362913199045","0.260568060422726","0.408157765975364"
"Seltener","2005","Hamburg","Laendlicher Raum","","","",""
"Seltener","2005","Niedersachsen","Staedtischer Raum","130","","",""
"Seltener","2005","Niedersachsen","Laendlicher Raum","122","","",""
"Seltener","2005","Bremen","Staedtischer Raum","19","","",""
"Seltener","2005","Bremen","Laendlicher Raum","","","",""
"Seltener","2005","Nordrhein-Westfalen","Staedtischer Raum","575","0.233989228013726","0.216890334564529","0.251088121462923"
"Seltener","2005","Nordrhein-Westfalen","Laendlicher Raum","10","","",""
"Seltener","2005","Hessen","Staedtischer Raum","200","","",""
"Seltener","2005","Hessen","Laendlicher Raum","33","0.212037586125004","0.145276095988234","0.278799076261774"
"Seltener","2005","Rheinland-Pfalz,Saarland","Staedtischer Raum","119","","",""
"Seltener","2005","Rheinland-Pfalz,Saarland","Laendlicher Raum","32","0.191358453240623","0.131697291356033","0.251019615125213"
"Seltener","2005","Baden-Wuerttemberg","Staedtischer Raum","324","0.252885808705314","0.229365831543969","0.27640578586666"
"Seltener","2005","Baden-Wuerttemberg","Laendlicher Raum","37","0.310156468335129","0.22807712082831","0.392235815841948"
"Seltener","2005","Bayern","Staedtischer Raum","197","","",""
"Seltener","2005","Bayern","Laendlicher Raum","229","","",""
"Seltener","2005","Saarland","Staedtischer Raum","","","",""
"Seltener","2005","Saarland","Laendlicher Raum","","","",""
"Seltener","2005","Berlin","Staedtischer Raum","113","","",""
"Seltener","2005","Berlin","Laendlicher Raum","","","",""
"Seltener","2005","Brandenburg","Staedtischer Raum","13","","",""
"Seltener","2005","Brandenburg","Laendlicher Raum","86","0.188693903861475","0.150206010367656","0.227181797355294"
"Seltener","2005","Mecklenburg-Vorpommern","Staedtischer Raum","8","0.164447883372142","0.0523430437592869","0.276552722984997"
"Seltener","2005","Mecklenburg-Vorpommern","Laendlicher Raum","57","0.23580699048052","0.179195956973844","0.292418023987195"
"Seltener","2005","Sachsen","Staedtischer Raum","111","","",""
"Seltener","2005","Sachsen","Laendlicher Raum","119","","",""
"Seltener","2005","Sachsen-Anhalt","Staedtischer Raum","29","","",""
"Seltener","2005","Sachsen-Anhalt","Laendlicher Raum","85","0.230884555483669","0.18686253547356","0.274906575493778"
"Seltener","2005","Thueringen","Staedtischer Raum","33","0.21806699936926","0.148410611166723","0.287723387571796"
"Seltener","2005","Thueringen","Laendlicher Raum","77","0.211128632221475","0.164636560472944","0.257620703970006"
"Nein, nie","2006","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nein, nie","2006","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nein, nie","2006","Hamburg","Staedtischer Raum","","","",""
"Nein, nie","2006","Hamburg","Laendlicher Raum","","","",""
"Nein, nie","2006","Niedersachsen","Staedtischer Raum","","","",""
"Nein, nie","2006","Niedersachsen","Laendlicher Raum","","","",""
"Nein, nie","2006","Bremen","Staedtischer Raum","","","",""
"Nein, nie","2006","Bremen","Laendlicher Raum","","","",""
"Nein, nie","2006","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nein, nie","2006","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nein, nie","2006","Hessen","Staedtischer Raum","","","",""
"Nein, nie","2006","Hessen","Laendlicher Raum","","","",""
"Nein, nie","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nein, nie","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nein, nie","2006","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nein, nie","2006","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nein, nie","2006","Bayern","Staedtischer Raum","","","",""
"Nein, nie","2006","Bayern","Laendlicher Raum","","","",""
"Nein, nie","2006","Saarland","Staedtischer Raum","","","",""
"Nein, nie","2006","Saarland","Laendlicher Raum","","","",""
"Nein, nie","2006","Berlin","Staedtischer Raum","","","",""
"Nein, nie","2006","Berlin","Laendlicher Raum","","","",""
"Nein, nie","2006","Brandenburg","Staedtischer Raum","","","",""
"Nein, nie","2006","Brandenburg","Laendlicher Raum","","","",""
"Nein, nie","2006","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nein, nie","2006","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nein, nie","2006","Sachsen","Staedtischer Raum","","","",""
"Nein, nie","2006","Sachsen","Laendlicher Raum","","","",""
"Nein, nie","2006","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nein, nie","2006","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nein, nie","2006","Thueringen","Staedtischer Raum","","","",""
"Nein, nie","2006","Thueringen","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Schleswig-Holstein","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Schleswig-Holstein","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Hamburg","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Hamburg","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Niedersachsen","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Niedersachsen","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Bremen","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Bremen","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Hessen","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Hessen","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Bayern","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Bayern","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Saarland","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Saarland","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Berlin","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Berlin","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Brandenburg","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Brandenburg","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Sachsen","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Sachsen","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Ja, jede Woche","2006","Thueringen","Staedtischer Raum","","","",""
"Ja, jede Woche","2006","Thueringen","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Schleswig-Holstein","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Schleswig-Holstein","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Hamburg","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Hamburg","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Niedersachsen","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Niedersachsen","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Bremen","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Bremen","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Hessen","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Hessen","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Bayern","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Bayern","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Saarland","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Saarland","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Berlin","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Berlin","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Brandenburg","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Brandenburg","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Sachsen","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Sachsen","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2006","Thueringen","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2006","Thueringen","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Schleswig-Holstein","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Schleswig-Holstein","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Hamburg","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Hamburg","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Niedersachsen","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Niedersachsen","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Bremen","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Bremen","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Hessen","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Hessen","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Bayern","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Bayern","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Saarland","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Saarland","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Berlin","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Berlin","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Brandenburg","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Brandenburg","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Sachsen","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Sachsen","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Thueringen","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2006","Thueringen","Laendlicher Raum","","","",""
"Seltener","2006","Schleswig-Holstein","Staedtischer Raum","","","",""
"Seltener","2006","Schleswig-Holstein","Laendlicher Raum","","","",""
"Seltener","2006","Hamburg","Staedtischer Raum","","","",""
"Seltener","2006","Hamburg","Laendlicher Raum","","","",""
"Seltener","2006","Niedersachsen","Staedtischer Raum","","","",""
"Seltener","2006","Niedersachsen","Laendlicher Raum","","","",""
"Seltener","2006","Bremen","Staedtischer Raum","","","",""
"Seltener","2006","Bremen","Laendlicher Raum","","","",""
"Seltener","2006","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Seltener","2006","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Seltener","2006","Hessen","Staedtischer Raum","","","",""
"Seltener","2006","Hessen","Laendlicher Raum","","","",""
"Seltener","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Seltener","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Seltener","2006","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Seltener","2006","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Seltener","2006","Bayern","Staedtischer Raum","","","",""
"Seltener","2006","Bayern","Laendlicher Raum","","","",""
"Seltener","2006","Saarland","Staedtischer Raum","","","",""
"Seltener","2006","Saarland","Laendlicher Raum","","","",""
"Seltener","2006","Berlin","Staedtischer Raum","","","",""
"Seltener","2006","Berlin","Laendlicher Raum","","","",""
"Seltener","2006","Brandenburg","Staedtischer Raum","","","",""
"Seltener","2006","Brandenburg","Laendlicher Raum","","","",""
"Seltener","2006","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Seltener","2006","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Seltener","2006","Sachsen","Staedtischer Raum","","","",""
"Seltener","2006","Sachsen","Laendlicher Raum","","","",""
"Seltener","2006","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Seltener","2006","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Seltener","2006","Thueringen","Staedtischer Raum","","","",""
