"plb0218","year","regtyp","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, jede Woche","2019","Städtischer Raum","Westdeutschland","1399","0.123878748553753","0.11729377615642","0.130463720951087"
"Ja, jede Woche","2019","Städtischer Raum","Ostdeutschland","139","0.0977470972134026","0.0809795072139356","0.11451468721287"
"Ja, jede Woche","2019","Ländlicher Raum","Westdeutschland","548","0.135399459450188","0.124109301457444","0.146689617442932"
"Ja, jede Woche","2019","Ländlicher Raum","Ostdeutschland","286","0.138748582598432","0.124237523973727","0.153259641223137"
"Ja, alle 2 Wochen","2019","Städtischer Raum","Westdeutschland","1322","0.13932208251553","0.13240052621814","0.14624363881292"
"Ja, alle 2 Wochen","2019","Städtischer Raum","Ostdeutschland","191","0.151937937741694","0.131670376261464","0.172205499221924"
"Ja, alle 2 Wochen","2019","Ländlicher Raum","Westdeutschland","532","0.144951271327602","0.133334371352267","0.156568171302936"
"Ja, alle 2 Wochen","2019","Ländlicher Raum","Ostdeutschland","385","0.184389554560729","0.168110492030605","0.200668617090853"
"Ja, alle 3-4 Wochen","2019","Städtischer Raum","Westdeutschland","829","0.0805840086289705","0.0751433195600209","0.08602469769792"
"Ja, alle 3-4 Wochen","2019","Städtischer Raum","Ostdeutschland","105","0.0869758192782923","0.0710649110228665","0.102886727533718"
"Ja, alle 3-4 Wochen","2019","Ländlicher Raum","Westdeutschland","345","0.0982929989746465","0.0884692373311002","0.108116760618193"
"Ja, alle 3-4 Wochen","2019","Ländlicher Raum","Ostdeutschland","196","0.0932957132327871","0.0810866168192757","0.105504809646298"
"Seltener","2019","Städtischer Raum","Westdeutschland","2023","0.216348175144995","0.208117951446708","0.224578398843283"
"Seltener","2019","Städtischer Raum","Ostdeutschland","264","0.229941430753173","0.206182600140849","0.253700261365497"
"Seltener","2019","Ländlicher Raum","Westdeutschland","655","0.20958734158487","0.196156807890181","0.223017875279559"
"Seltener","2019","Ländlicher Raum","Ostdeutschland","459","0.20209756514326","0.185240759480219","0.2189543708063"
