"plb0218","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 2 Wochen","2014","Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Berlin","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Berlin","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Brandenburg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Brandenburg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Sachsen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Sachsen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Sachsen-Anhalt","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Thueringen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Thueringen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Schleswig-Holstein","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Hamburg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Hamburg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Niedersachsen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Bremen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Bremen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Nordrhein-Westfalen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Hessen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Hessen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Baden-Wuerttemberg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Bayern","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Bayern","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Saarland","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Berlin","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Berlin","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Brandenburg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Brandenburg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Sachsen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Sachsen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Sachsen-Anhalt","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Thueringen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2014","Thueringen","Ostdeutschland","","","",""
"Seltener","2014","Schleswig-Holstein","Westdeutschland","","","",""
"Seltener","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2014","Hamburg","Westdeutschland","","","",""
"Seltener","2014","Hamburg","Ostdeutschland","","","",""
"Seltener","2014","Niedersachsen","Westdeutschland","","","",""
"Seltener","2014","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2014","Bremen","Westdeutschland","","","",""
"Seltener","2014","Bremen","Ostdeutschland","","","",""
"Seltener","2014","Nordrhein-Westfalen","Westdeutschland","","","",""
"Seltener","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2014","Hessen","Westdeutschland","","","",""
"Seltener","2014","Hessen","Ostdeutschland","","","",""
"Seltener","2014","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Seltener","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2014","Baden-Wuerttemberg","Westdeutschland","","","",""
"Seltener","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2014","Bayern","Westdeutschland","","","",""
"Seltener","2014","Bayern","Ostdeutschland","","","",""
"Seltener","2014","Saarland","Westdeutschland","","","",""
"Seltener","2014","Saarland","Ostdeutschland","","","",""
"Seltener","2014","Berlin","Westdeutschland","","","",""
"Seltener","2014","Berlin","Ostdeutschland","","","",""
"Seltener","2014","Brandenburg","Westdeutschland","","","",""
"Seltener","2014","Brandenburg","Ostdeutschland","","","",""
"Seltener","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2014","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Seltener","2014","Sachsen","Westdeutschland","","","",""
"Seltener","2014","Sachsen","Ostdeutschland","","","",""
"Seltener","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2014","Sachsen-Anhalt","Ostdeutschland","","","",""
"Seltener","2014","Thueringen","Westdeutschland","","","",""
"Seltener","2014","Thueringen","Ostdeutschland","","","",""
"Nein, nie","2015","Schleswig-Holstein","Westdeutschland","214","","",""
"Nein, nie","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Nein, nie","2015","Hamburg","Westdeutschland","123","","",""
"Nein, nie","2015","Hamburg","Ostdeutschland","","","",""
"Nein, nie","2015","Niedersachsen","Westdeutschland","542","0.374229210099315","0.349432023338936","0.399026396859694"
"Nein, nie","2015","Niedersachsen","Ostdeutschland","","","",""
"Nein, nie","2015","Bremen","Westdeutschland","38","0.319081796989177","0.222782010754173","0.415381583224182"
"Nein, nie","2015","Bremen","Ostdeutschland","","","",""
"Nein, nie","2015","Nordrhein-Westfalen","Westdeutschland","1329","","",""
"Nein, nie","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nein, nie","2015","Hessen","Westdeutschland","380","0.312630849175056","0.285173919896338","0.340087778453774"
"Nein, nie","2015","Hessen","Ostdeutschland","","","",""
"Nein, nie","2015","Rheinland-Pfalz,Saarland","Westdeutschland","343","0.35127802369656","0.319845009717051","0.382711037676068"
"Nein, nie","2015","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nein, nie","2015","Baden-Wuerttemberg","Westdeutschland","802","0.388982695049631","0.367327753745652","0.41063763635361"
"Nein, nie","2015","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nein, nie","2015","Bayern","Westdeutschland","1086","","",""
"Nein, nie","2015","Bayern","Ostdeutschland","","","",""
"Nein, nie","2015","Saarland","Westdeutschland","","","",""
"Nein, nie","2015","Saarland","Ostdeutschland","","","",""
"Nein, nie","2015","Berlin","Westdeutschland","104","","",""
"Nein, nie","2015","Berlin","Ostdeutschland","86","0.297825494079618","0.239481580982998","0.356169407176238"
"Nein, nie","2015","Brandenburg","Westdeutschland","","","",""
"Nein, nie","2015","Brandenburg","Ostdeutschland","180","","",""
"Nein, nie","2015","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nein, nie","2015","Mecklenburg-Vorpommern","Ostdeutschland","114","","",""
"Nein, nie","2015","Sachsen","Westdeutschland","","","",""
"Nein, nie","2015","Sachsen","Ostdeutschland","347","0.366350984641115","0.334995211676146","0.397706757606084"
"Nein, nie","2015","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein, nie","2015","Sachsen-Anhalt","Ostdeutschland","175","","",""
"Nein, nie","2015","Thueringen","Westdeutschland","","","",""
"Nein, nie","2015","Thueringen","Ostdeutschland","186","","",""
"Ja, jede Woche","2015","Schleswig-Holstein","Westdeutschland","71","0.114899972811446","0.0876212156728186","0.142178729950073"
"Ja, jede Woche","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, jede Woche","2015","Hamburg","Westdeutschland","36","0.222087098048474","0.17146672272717","0.272707473369778"
"Ja, jede Woche","2015","Hamburg","Ostdeutschland","","","",""
"Ja, jede Woche","2015","Niedersachsen","Westdeutschland","209","","",""
"Ja, jede Woche","2015","Niedersachsen","Ostdeutschland","","","",""
"Ja, jede Woche","2015","Bremen","Westdeutschland","16","","",""
"Ja, jede Woche","2015","Bremen","Ostdeutschland","","","",""
"Ja, jede Woche","2015","Nordrhein-Westfalen","Westdeutschland","420","0.137600198156367","0.125530145544573","0.149670250768162"
"Ja, jede Woche","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, jede Woche","2015","Hessen","Westdeutschland","173","","",""
"Ja, jede Woche","2015","Hessen","Ostdeutschland","","","",""
"Ja, jede Woche","2015","Rheinland-Pfalz,Saarland","Westdeutschland","131","","",""
"Ja, jede Woche","2015","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2015","Baden-Wuerttemberg","Westdeutschland","231","","",""
"Ja, jede Woche","2015","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, jede Woche","2015","Bayern","Westdeutschland","386","0.13686460340131","0.123738819772041","0.149990387030578"
"Ja, jede Woche","2015","Bayern","Ostdeutschland","","","",""
"Ja, jede Woche","2015","Saarland","Westdeutschland","","","",""
"Ja, jede Woche","2015","Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2015","Berlin","Westdeutschland","46","0.114126518354784","0.077842429819153","0.150410606890414"
"Ja, jede Woche","2015","Berlin","Ostdeutschland","32","0.178890033746272","0.129992627322168","0.227787440170377"
"Ja, jede Woche","2015","Brandenburg","Westdeutschland","","","",""
"Ja, jede Woche","2015","Brandenburg","Ostdeutschland","68","0.141284801481142","0.111433068776326","0.171136534185958"
"Ja, jede Woche","2015","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, jede Woche","2015","Mecklenburg-Vorpommern","Ostdeutschland","31","0.0998612276162627","0.0660471298290901","0.133675325403435"
"Ja, jede Woche","2015","Sachsen","Westdeutschland","","","",""
"Ja, jede Woche","2015","Sachsen","Ostdeutschland","103","","",""
"Ja, jede Woche","2015","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, jede Woche","2015","Sachsen-Anhalt","Ostdeutschland","49","0.0849460029530944","0.0598735906109728","0.110018415295216"
"Ja, jede Woche","2015","Thueringen","Westdeutschland","","","",""
"Ja, jede Woche","2015","Thueringen","Ostdeutschland","66","0.111599451426418","0.0846652639794443","0.138533638873391"
"Ja, alle 2 Wochen","2015","Schleswig-Holstein","Westdeutschland","90","0.164338743278752","0.132639159934882","0.196038326622622"
"Ja, alle 2 Wochen","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Hamburg","Westdeutschland","24","","",""
"Ja, alle 2 Wochen","2015","Hamburg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Niedersachsen","Westdeutschland","250","","",""
"Ja, alle 2 Wochen","2015","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Bremen","Westdeutschland","7","0.0363270389327233","-0.00232804964567428","0.0749821275111209"
"Ja, alle 2 Wochen","2015","Bremen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Nordrhein-Westfalen","Westdeutschland","490","0.155853911436285","0.143144864934719","0.168562957937852"
"Ja, alle 2 Wochen","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Hessen","Westdeutschland","175","","",""
"Ja, alle 2 Wochen","2015","Hessen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Rheinland-Pfalz,Saarland","Westdeutschland","140","","",""
"Ja, alle 2 Wochen","2015","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Baden-Wuerttemberg","Westdeutschland","249","","",""
"Ja, alle 2 Wochen","2015","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Bayern","Westdeutschland","350","0.140600735912091","0.127325828786348","0.153875643037835"
"Ja, alle 2 Wochen","2015","Bayern","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Saarland","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Berlin","Westdeutschland","44","0.149569008582922","0.108870599792675","0.19026741737317"
"Ja, alle 2 Wochen","2015","Berlin","Ostdeutschland","39","0.167633285544721","0.119975970561448","0.215290600527994"
"Ja, alle 2 Wochen","2015","Brandenburg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Brandenburg","Ostdeutschland","107","","",""
"Ja, alle 2 Wochen","2015","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Mecklenburg-Vorpommern","Ostdeutschland","56","0.191208172075954","0.146855864370494","0.235560479781414"
"Ja, alle 2 Wochen","2015","Sachsen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Sachsen","Ostdeutschland","163","","",""
"Ja, alle 2 Wochen","2015","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Sachsen-Anhalt","Ostdeutschland","78","0.186873948376998","0.151818574379926","0.221929322374071"
"Ja, alle 2 Wochen","2015","Thueringen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2015","Thueringen","Ostdeutschland","96","0.180713728710432","0.147799638773136","0.213627818647727"
"Ja, alle 3-4 Wochen","2015","Schleswig-Holstein","Westdeutschland","33","0.0581341876854915","0.0381181200371239","0.0781502553338591"
"Ja, alle 3-4 Wochen","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Hamburg","Westdeutschland","29","","",""
"Ja, alle 3-4 Wochen","2015","Hamburg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Niedersachsen","Westdeutschland","117","","",""
"Ja, alle 3-4 Wochen","2015","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Bremen","Westdeutschland","11","","",""
"Ja, alle 3-4 Wochen","2015","Bremen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Nordrhein-Westfalen","Westdeutschland","228","","",""
"Ja, alle 3-4 Wochen","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Hessen","Westdeutschland","95","0.0910274446344208","0.0739900731697451","0.108064816099097"
"Ja, alle 3-4 Wochen","2015","Hessen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Rheinland-Pfalz,Saarland","Westdeutschland","82","0.0963201713983635","0.0768935557602415","0.115746787036486"
"Ja, alle 3-4 Wochen","2015","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Baden-Wuerttemberg","Westdeutschland","193","","",""
"Ja, alle 3-4 Wochen","2015","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Bayern","Westdeutschland","220","","",""
"Ja, alle 3-4 Wochen","2015","Bayern","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Saarland","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Berlin","Westdeutschland","29","","",""
"Ja, alle 3-4 Wochen","2015","Berlin","Ostdeutschland","18","","",""
"Ja, alle 3-4 Wochen","2015","Brandenburg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Brandenburg","Ostdeutschland","47","0.110681783125903","0.0837934478720783","0.137570118379727"
"Ja, alle 3-4 Wochen","2015","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Mecklenburg-Vorpommern","Ostdeutschland","29","","",""
"Ja, alle 3-4 Wochen","2015","Sachsen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Sachsen","Ostdeutschland","86","0.0958478646758102","0.0766895887158974","0.115006140635723"
"Ja, alle 3-4 Wochen","2015","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Sachsen-Anhalt","Ostdeutschland","44","0.0894626309560639","0.0637958735215924","0.115129388390535"
"Ja, alle 3-4 Wochen","2015","Thueringen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2015","Thueringen","Ostdeutschland","43","0.0849256286378414","0.0610796022312668","0.108771655044416"
"Seltener","2015","Schleswig-Holstein","Westdeutschland","117","","",""
"Seltener","2015","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2015","Hamburg","Westdeutschland","47","0.211433973530995","0.161705557503588","0.261162389558401"
"Seltener","2015","Hamburg","Ostdeutschland","","","",""
"Seltener","2015","Niedersachsen","Westdeutschland","345","0.248754878543317","0.226603407937357","0.270906349149277"
"Seltener","2015","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2015","Bremen","Westdeutschland","18","","",""
"Seltener","2015","Bremen","Ostdeutschland","","","",""
"Seltener","2015","Nordrhein-Westfalen","Westdeutschland","662","0.216544818879248","0.202112826645573","0.230976811112922"
"Seltener","2015","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2015","Hessen","Westdeutschland","272","","",""
"Seltener","2015","Hessen","Ostdeutschland","","","",""
"Seltener","2015","Rheinland-Pfalz,Saarland","Westdeutschland","190","","",""
"Seltener","2015","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2015","Baden-Wuerttemberg","Westdeutschland","472","0.24341217883206","0.224350289656862","0.262474068007258"
"Seltener","2015","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2015","Bayern","Westdeutschland","592","0.233305111001244","0.217153582940681","0.249456639061808"
"Seltener","2015","Bayern","Ostdeutschland","","","",""
"Seltener","2015","Saarland","Westdeutschland","","","",""
"Seltener","2015","Saarland","Ostdeutschland","","","",""
"Seltener","2015","Berlin","Westdeutschland","72","0.239511106177859","0.190809156310251","0.288213056045467"
"Seltener","2015","Berlin","Ostdeutschland","61","0.259608638205701","0.203673807154929","0.315543469256472"
"Seltener","2015","Brandenburg","Westdeutschland","","","",""
"Seltener","2015","Brandenburg","Ostdeutschland","121","","",""
"Seltener","2015","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2015","Mecklenburg-Vorpommern","Ostdeutschland","72","0.197862751585776","0.152931244730086","0.242794258441465"
"Seltener","2015","Sachsen","Westdeutschland","","","",""
"Seltener","2015","Sachsen","Ostdeutschland","208","","",""
"Seltener","2015","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2015","Sachsen-Anhalt","Ostdeutschland","129","","",""
