"pli0096_h","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Nie","1986","66 und älter","Ost","","","",""
"Taeglich","1987","16-34 J.","West","","","",""
"Taeglich","1987","16-34 J.","Ost","","","",""
"Taeglich","1987","35-65 J.","West","","","",""
"Taeglich","1987","35-65 J.","Ost","","","",""
"Taeglich","1987","66 und älter","West","","","",""
"Taeglich","1987","66 und älter","Ost","","","",""
"Min 1x pro Woche","1987","16-34 J.","West","","","",""
"Min 1x pro Woche","1987","16-34 J.","Ost","","","",""
"Min 1x pro Woche","1987","35-65 J.","West","","","",""
"Min 1x pro Woche","1987","35-65 J.","Ost","","","",""
"Min 1x pro Woche","1987","66 und älter","West","","","",""
"Min 1x pro Woche","1987","66 und älter","Ost","","","",""
"Min 1x pro Monat","1987","16-34 J.","West","","","",""
"Min 1x pro Monat","1987","16-34 J.","Ost","","","",""
"Min 1x pro Monat","1987","35-65 J.","West","","","",""
"Min 1x pro Monat","1987","35-65 J.","Ost","","","",""
"Min 1x pro Monat","1987","66 und älter","West","","","",""
"Min 1x pro Monat","1987","66 und älter","Ost","","","",""
"Seltener","1987","16-34 J.","West","","","",""
"Seltener","1987","16-34 J.","Ost","","","",""
"Seltener","1987","35-65 J.","West","","","",""
"Seltener","1987","35-65 J.","Ost","","","",""
"Seltener","1987","66 und älter","West","","","",""
"Seltener","1987","66 und älter","Ost","","","",""
"Nie","1987","16-34 J.","West","","","",""
"Nie","1987","16-34 J.","Ost","","","",""
"Nie","1987","35-65 J.","West","","","",""
"Nie","1987","35-65 J.","Ost","","","",""
"Nie","1987","66 und älter","West","","","",""
"Nie","1987","66 und älter","Ost","","","",""
"Taeglich","1988","16-34 J.","West","","","",""
"Taeglich","1988","16-34 J.","Ost","","","",""
"Taeglich","1988","35-65 J.","West","","","",""
"Taeglich","1988","35-65 J.","Ost","","","",""
"Taeglich","1988","66 und älter","West","","","",""
"Taeglich","1988","66 und älter","Ost","","","",""
"Min 1x pro Woche","1988","16-34 J.","West","331","0.0985441879528385","0.0890889004201987","0.107999475485478"
"Min 1x pro Woche","1988","16-34 J.","Ost","","","",""
"Min 1x pro Woche","1988","35-65 J.","West","423","0.0989681482770698","0.0907091470439914","0.107227149510148"
"Min 1x pro Woche","1988","35-65 J.","Ost","","","",""
"Min 1x pro Woche","1988","66 und älter","West","54","0.0533551937940668","0.0395018570116603","0.0672085305764734"
"Min 1x pro Woche","1988","66 und älter","Ost","","","",""
"Min 1x pro Monat","1988","16-34 J.","West","168","0.0457301625779094","0.039103055585924","0.0523572695698949"
"Min 1x pro Monat","1988","16-34 J.","Ost","","","",""
"Min 1x pro Monat","1988","35-65 J.","West","390","0.0911815380950819","0.0832199122502067","0.0991431639399572"
"Min 1x pro Monat","1988","35-65 J.","Ost","","","",""
"Min 1x pro Monat","1988","66 und älter","West","41","0.0351271787096061","0.0237789211237697","0.0464754362954426"
"Min 1x pro Monat","1988","66 und älter","Ost","","","",""
"Seltener","1988","16-34 J.","West","353","0.105350818320131","0.095611414968741","0.11509022167152"
"Seltener","1988","16-34 J.","Ost","","","",""
"Seltener","1988","35-65 J.","West","438","0.100522733935995","0.0922063031339731","0.108839164738016"
"Seltener","1988","35-65 J.","Ost","","","",""
"Seltener","1988","66 und älter","West","49","0.0473086654225972","0.0342223022363755","0.0603950286088189"
"Seltener","1988","66 und älter","Ost","","","",""
"Nie","1988","16-34 J.","West","2965","0.750374831149121","0.736644837821373","0.76410482447687"
"Nie","1988","16-34 J.","Ost","","","",""
"Nie","1988","35-65 J.","West","3771","0.709327579691853","0.696769157668881","0.721886001714826"
"Nie","1988","35-65 J.","Ost","","","",""
"Nie","1988","66 und älter","West","867","0.86420896207373","0.84309268022769","0.88532524391977"
"Nie","1988","66 und älter","Ost","","","",""
"Taeglich","1989","16-34 J.","West","","","",""
"Taeglich","1989","16-34 J.","Ost","","","",""
"Taeglich","1989","35-65 J.","West","","","",""
"Taeglich","1989","35-65 J.","Ost","","","",""
"Taeglich","1989","66 und älter","West","","","",""
"Taeglich","1989","66 und älter","Ost","","","",""
"Min 1x pro Woche","1989","16-34 J.","West","","","",""
"Min 1x pro Woche","1989","16-34 J.","Ost","","","",""
"Min 1x pro Woche","1989","35-65 J.","West","","","",""
"Min 1x pro Woche","1989","35-65 J.","Ost","","","",""
"Min 1x pro Woche","1989","66 und älter","West","","","",""
"Min 1x pro Woche","1989","66 und älter","Ost","","","",""
"Min 1x pro Monat","1989","16-34 J.","West","","","",""
"Min 1x pro Monat","1989","16-34 J.","Ost","","","",""
"Min 1x pro Monat","1989","35-65 J.","West","","","",""
"Min 1x pro Monat","1989","35-65 J.","Ost","","","",""
"Min 1x pro Monat","1989","66 und älter","West","","","",""
"Min 1x pro Monat","1989","66 und älter","Ost","","","",""
"Seltener","1989","16-34 J.","West","","","",""
"Seltener","1989","16-34 J.","Ost","","","",""
"Seltener","1989","35-65 J.","West","","","",""
"Seltener","1989","35-65 J.","Ost","","","",""
"Seltener","1989","66 und älter","West","","","",""
"Seltener","1989","66 und älter","Ost","","","",""
"Nie","1989","16-34 J.","West","","","",""
"Nie","1989","16-34 J.","Ost","","","",""
"Nie","1989","35-65 J.","West","","","",""
"Nie","1989","35-65 J.","Ost","","","",""
"Nie","1989","66 und älter","West","","","",""
"Nie","1989","66 und älter","Ost","","","",""
"Taeglich","1990","16-34 J.","West","43","0.0134509426533143","0.00970457086278963","0.0171973144438391"
"Taeglich","1990","16-34 J.","Ost","","","",""
"Taeglich","1990","35-65 J.","West","44","0.0124532207309797","0.00929951644981364","0.0156069250121458"
"Taeglich","1990","35-65 J.","Ost","","","",""
"Taeglich","1990","66 und älter","West","","","",""
"Taeglich","1990","66 und älter","Ost","","","",""
"Min 1x pro Woche","1990","16-34 J.","West","225","0.0735902550765083","0.0650987068079544","0.0820818033450622"
"Min 1x pro Woche","1990","16-34 J.","Ost","87","0.0534752105895831","0.0426394307409709","0.0643109904381954"
"Min 1x pro Woche","1990","35-65 J.","West","349","0.0846092146353878","0.0766948986413676","0.0925235306294081"
"Min 1x pro Woche","1990","35-65 J.","Ost","174","0.0725790836246494","0.0618565467908654","0.0833016204584334"
"Min 1x pro Woche","1990","66 und älter","West","40","0.0383596437963813","0.0266416877257872","0.0500775998669754"
"Min 1x pro Woche","1990","66 und älter","Ost","","","",""
"Min 1x pro Monat","1990","16-34 J.","West","171","0.0562929279208926","0.048797081241998","0.0637887745997871"
"Min 1x pro Monat","1990","16-34 J.","Ost","141","0.0790169282648756","0.0660240963538762","0.092009760175875"
"Min 1x pro Monat","1990","35-65 J.","West","361","0.0879715072301522","0.0799163039289563","0.0960267105313482"
"Min 1x pro Monat","1990","35-65 J.","Ost","336","0.143935851692455","0.129428404148116","0.158443299236793"
"Min 1x pro Monat","1990","66 und älter","West","58","0.0505021395527292","0.0371420267064312","0.0638622523990272"
"Min 1x pro Monat","1990","66 und älter","Ost","","","",""
"Seltener","1990","16-34 J.","West","405","0.131176764874199","0.120197599100841","0.142155930647558"
"Seltener","1990","16-34 J.","Ost","169","0.0924071685988606","0.0784590290104469","0.106355308187274"
"Seltener","1990","35-65 J.","West","591","0.137458325043507","0.127666202181483","0.147250447905531"
"Seltener","1990","35-65 J.","Ost","273","0.11362136683044","0.100505620536189","0.12673711312469"
"Seltener","1990","66 und älter","West","52","0.0467527756533982","0.0338728096470496","0.0596327416597468"
"Seltener","1990","66 und älter","Ost","","","",""
"Nie","1990","16-34 J.","West","2788","0.725489109475085","0.710975667893387","0.740002551056784"
"Nie","1990","16-34 J.","Ost","1259","0.775100692546681","0.754991666052735","0.795209719040626"
"Nie","1990","35-65 J.","West","3405","0.677507732359973","0.664214883485351","0.690800581234595"
"Nie","1990","35-65 J.","Ost","1466","0.669863697852456","0.650428309374475","0.689299086330438"
"Nie","1990","66 und älter","West","874","0.855746056550213","0.834310017341455","0.87718209575897"
"Nie","1990","66 und älter","Ost","336","0.846202425347519","0.81106803227857","0.881336818416467"
"Taeglich","1991","16-34 J.","West","","","",""
"Taeglich","1991","16-34 J.","Ost","","","",""
"Taeglich","1991","35-65 J.","West","","","",""
"Taeglich","1991","35-65 J.","Ost","","","",""
"Taeglich","1991","66 und älter","West","","","",""
"Taeglich","1991","66 und älter","Ost","","","",""
"Min 1x pro Woche","1991","16-34 J.","West","","","",""
"Min 1x pro Woche","1991","16-34 J.","Ost","","","",""
"Min 1x pro Woche","1991","35-65 J.","West","","","",""
"Min 1x pro Woche","1991","35-65 J.","Ost","","","",""
"Min 1x pro Woche","1991","66 und älter","West","","","",""
"Min 1x pro Woche","1991","66 und älter","Ost","","","",""
"Min 1x pro Monat","1991","16-34 J.","West","","","",""
"Min 1x pro Monat","1991","16-34 J.","Ost","","","",""
"Min 1x pro Monat","1991","35-65 J.","West","","","",""
"Min 1x pro Monat","1991","35-65 J.","Ost","","","",""
"Min 1x pro Monat","1991","66 und älter","West","","","",""
"Min 1x pro Monat","1991","66 und älter","Ost","","","",""
"Seltener","1991","16-34 J.","West","","","",""
"Seltener","1991","16-34 J.","Ost","","","",""
"Seltener","1991","35-65 J.","West","","","",""
"Seltener","1991","35-65 J.","Ost","","","",""
"Seltener","1991","66 und älter","West","","","",""
"Seltener","1991","66 und älter","Ost","","","",""
"Nie","1991","16-34 J.","West","","","",""
"Nie","1991","16-34 J.","Ost","","","",""
"Nie","1991","35-65 J.","West","","","",""
"Nie","1991","35-65 J.","Ost","","","",""
"Nie","1991","66 und älter","West","","","",""
"Nie","1991","66 und älter","Ost","","","",""
"Taeglich","1992","16-34 J.","West","","","",""
"Taeglich","1992","16-34 J.","Ost","","","",""
"Taeglich","1992","35-65 J.","West","","","",""
"Taeglich","1992","35-65 J.","Ost","","","",""
"Taeglich","1992","66 und älter","West","","","",""
"Taeglich","1992","66 und älter","Ost","","","",""
"Min 1x pro Woche","1992","16-34 J.","West","230","0.0703380642079384","0.0619415715897493","0.0787345568261275"
"Min 1x pro Woche","1992","16-34 J.","Ost","41","0.0300139589103378","0.0210181866215076","0.0390097311991681"
"Min 1x pro Woche","1992","35-65 J.","West","341","0.0822684660034781","0.074346104899563","0.0901908271073931"
"Min 1x pro Woche","1992","35-65 J.","Ost","105","0.0477055367139051","0.0387231891830119","0.0566878842447983"
"Min 1x pro Woche","1992","66 und älter","West","48","0.0491620550220474","0.0359067138661154","0.0624173961779794"
"Min 1x pro Woche","1992","66 und älter","Ost","","","",""
"Min 1x pro Monat","1992","16-34 J.","West","153","0.0453925971547178","0.0385574936629224","0.0522277006465132"
"Min 1x pro Monat","1992","16-34 J.","Ost","60","0.0388301055457106","0.0286446974426093","0.049015513648812"
"Min 1x pro Monat","1992","35-65 J.","West","336","0.0824675143149214","0.0745364351688444","0.0903985934609985"
"Min 1x pro Monat","1992","35-65 J.","Ost","159","0.0697933989056701","0.0590555642016381","0.080531233609702"
"Min 1x pro Monat","1992","66 und älter","West","58","0.0589415743263099","0.0445024185205233","0.0733807301320965"
"Min 1x pro Monat","1992","66 und älter","Ost","","","",""
"Seltener","1992","16-34 J.","West","425","0.132629631383379","0.121492771596587","0.14376649117017"
"Seltener","1992","16-34 J.","Ost","140","0.0977083161673505","0.0820540284617421","0.113362603872959"
"Seltener","1992","35-65 J.","West","501","0.122723228858801","0.113262778562268","0.132183679155333"
"Seltener","1992","35-65 J.","Ost","232","0.100844736649138","0.0881546731627737","0.113534800135503"
"Seltener","1992","66 und älter","West","54","0.0505068620552643","0.0370809514290282","0.0639327726815004"
"Seltener","1992","66 und älter","Ost","","","",""
"Nie","1992","16-34 J.","West","2755","0.751639707253965","0.737452852619824","0.765826561888106"
"Nie","1992","16-34 J.","Ost","1141","0.833447619376601","0.813804581817515","0.853090656935687"
"Nie","1992","35-65 J.","West","3443","0.7125407908228","0.699491915377014","0.725589666268586"
"Nie","1992","35-65 J.","Ost","1667","0.781656327731287","0.764246356220509","0.799066299242064"
"Nie","1992","66 und älter","West","862","0.841389508596378","0.818992648112831","0.863786369079925"
"Nie","1992","66 und älter","Ost","348","0.902373543260556","0.872878418952091","0.931868667569021"
"Taeglich","1993","16-34 J.","West","","","",""
"Taeglich","1993","16-34 J.","Ost","","","",""
"Taeglich","1993","35-65 J.","West","","","",""
"Taeglich","1993","35-65 J.","Ost","","","",""
"Taeglich","1993","66 und älter","West","","","",""
"Taeglich","1993","66 und älter","Ost","","","",""
"Min 1x pro Woche","1993","16-34 J.","West","","","",""
"Min 1x pro Woche","1993","16-34 J.","Ost","","","",""
"Min 1x pro Woche","1993","35-65 J.","West","","","",""
"Min 1x pro Woche","1993","35-65 J.","Ost","","","",""
"Min 1x pro Woche","1993","66 und älter","West","","","",""
"Min 1x pro Woche","1993","66 und älter","Ost","","","",""
"Min 1x pro Monat","1993","16-34 J.","West","","","",""
"Min 1x pro Monat","1993","16-34 J.","Ost","","","",""
"Min 1x pro Monat","1993","35-65 J.","West","","","",""
"Min 1x pro Monat","1993","35-65 J.","Ost","","","",""
"Min 1x pro Monat","1993","66 und älter","West","","","",""
"Min 1x pro Monat","1993","66 und älter","Ost","","","",""
"Seltener","1993","16-34 J.","West","","","",""
"Seltener","1993","16-34 J.","Ost","","","",""
"Seltener","1993","35-65 J.","West","","","",""
"Seltener","1993","35-65 J.","Ost","","","",""
"Seltener","1993","66 und älter","West","","","",""
"Seltener","1993","66 und älter","Ost","","","",""
"Nie","1993","16-34 J.","West","","","",""
"Nie","1993","16-34 J.","Ost","","","",""
"Nie","1993","35-65 J.","West","","","",""
"Nie","1993","35-65 J.","Ost","","","",""
"Nie","1993","66 und älter","West","","","",""
"Nie","1993","66 und älter","Ost","","","",""
"Taeglich","1994","16-34 J.","West","","","",""
"Taeglich","1994","16-34 J.","Ost","","","",""
"Taeglich","1994","35-65 J.","West","","","",""
"Taeglich","1994","35-65 J.","Ost","","","",""
"Taeglich","1994","66 und älter","West","","","",""
"Taeglich","1994","66 und älter","Ost","","","",""
"Min 1x pro Woche","1994","16-34 J.","West","248","0.0777592298868972","0.0688886876166979","0.0866297721570965"
"Min 1x pro Woche","1994","16-34 J.","Ost","32","0.0246326230783908","0.0160842029292863","0.0331810432274953"
"Min 1x pro Woche","1994","35-65 J.","West","334","0.0854351284878893","0.0772074797310354","0.0936627772447431"
"Min 1x pro Woche","1994","35-65 J.","Ost","91","0.0406570723376873","0.0321920898307871","0.0491220548445875"
"Min 1x pro Woche","1994","66 und älter","West","53","0.0487177692775678","0.0358428551897515","0.0615926833653841"
"Min 1x pro Woche","1994","66 und älter","Ost","","","",""
"Min 1x pro Monat","1994","16-34 J.","West","166","0.0493145057669402","0.042142216252939","0.0564867952809415"
"Min 1x pro Monat","1994","16-34 J.","Ost","60","0.0484425333010549","0.0366018340676973","0.0602832325344124"
"Min 1x pro Monat","1994","35-65 J.","West","319","0.0771413210399362","0.0692878547667708","0.0849947873131016"
"Min 1x pro Monat","1994","35-65 J.","Ost","161","0.0751363249215668","0.0638374575633947","0.0864351922797389"
"Min 1x pro Monat","1994","66 und älter","West","69","0.0688951960043165","0.0537477398508597","0.0840426521577732"
"Min 1x pro Monat","1994","66 und älter","Ost","","","",""
"Seltener","1994","16-34 J.","West","438","0.137744824227536","0.126328991799088","0.149160656655984"
"Seltener","1994","16-34 J.","Ost","111","0.0856428961587529","0.0702099084585575","0.101075883858948"
"Seltener","1994","35-65 J.","West","566","0.133219035610546","0.123217007474748","0.143221063746345"
"Seltener","1994","35-65 J.","Ost","210","0.0897466651711923","0.0774959519384743","0.10199737840391"
"Seltener","1994","66 und älter","West","72","0.0630422296872366","0.0485070052716312","0.0775774541028421"
"Seltener","1994","66 und älter","Ost","","","",""
"Nie","1994","16-34 J.","West","2649","0.735181440118627","0.720565609119405","0.749797271117849"
"Nie","1994","16-34 J.","Ost","1060","0.841281947461801","0.821129380927597","0.861434513996006"
"Nie","1994","35-65 J.","West","3215","0.704204514861628","0.690770821846627","0.717638207876629"
"Nie","1994","35-65 J.","Ost","1629","0.794459937569554","0.777139641257207","0.811780233881901"
"Nie","1994","66 und älter","West","880","0.819344805030879","0.796335445512135","0.842354164549623"
"Nie","1994","66 und älter","Ost","338","0.870765140822598","0.837599211558872","0.903931070086324"
"Taeglich","1995","16-34 J.","West","35","0.0101599040705369","0.00692029574060303","0.0133995124004707"
"Taeglich","1995","16-34 J.","Ost","","","",""
"Taeglich","1995","35-65 J.","West","68","0.0158770605087122","0.0123166684238495","0.0194374525935749"
"Taeglich","1995","35-65 J.","Ost","","","",""
"Taeglich","1995","66 und älter","West","","","",""
"Taeglich","1995","66 und älter","Ost","","","",""
"Min 1x pro Woche","1995","16-34 J.","West","239","0.0747744723228843","0.0662774714248305","0.083271473220938"
"Min 1x pro Woche","1995","16-34 J.","Ost","42","0.0272859316344241","0.0181441642234515","0.0364276990453966"
"Min 1x pro Woche","1995","35-65 J.","West","332","0.0775808300916776","0.0699612775104228","0.0852003826729323"
"Min 1x pro Woche","1995","35-65 J.","Ost","95","0.042865251957897","0.0340841933193028","0.0516463105964913"
"Min 1x pro Woche","1995","66 und älter","West","50","0.044593212828295","0.0323898987884454","0.0567965268681446"
"Min 1x pro Woche","1995","66 und älter","Ost","","","",""
"Min 1x pro Monat","1995","16-34 J.","West","150","0.0473941754485213","0.0405300646593519","0.0542582862376908"
"Min 1x pro Monat","1995","16-34 J.","Ost","47","0.0391649890521234","0.0282796592896582","0.0500503188145887"
"Min 1x pro Monat","1995","35-65 J.","West","289","0.0655993873156892","0.0585475132457787","0.0726512613855997"
"Min 1x pro Monat","1995","35-65 J.","Ost","156","0.0693508359186989","0.0583373071342462","0.0803643647031516"
"Min 1x pro Monat","1995","66 und älter","West","57","0.0541402706347384","0.0407612962040526","0.0675192450654242"
"Min 1x pro Monat","1995","66 und älter","Ost","","","",""
"Seltener","1995","16-34 J.","West","304","0.0982590987282771","0.0886431430062477","0.107875054450307"
"Seltener","1995","16-34 J.","Ost","85","0.0694732130400278","0.0552059289851532","0.0837404970949024"
"Seltener","1995","35-65 J.","West","456","0.105249111042913","0.0965083673234799","0.113989854762347"
"Seltener","1995","35-65 J.","Ost","160","0.0720475622552078","0.0608382194948804","0.0832569050155352"
"Seltener","1995","66 und älter","West","58","0.0537720300940043","0.0404360373045378","0.0671080228834707"
"Seltener","1995","66 und älter","Ost","","","",""
"Nie","1995","16-34 J.","West","2953","0.76941234942978","0.755805337022021","0.78301936183754"
"Nie","1995","16-34 J.","Ost","1038","0.854977936716799","0.835219040990096","0.874736832443502"
"Nie","1995","35-65 J.","West","3590","0.735693611041008","0.723133588400718","0.748253633681297"
"Nie","1995","35-65 J.","Ost","1620","0.808797179962523","0.791749134057081","0.825845225867966"
"Nie","1995","66 und älter","West","922","0.836330753228504","0.814457074954266","0.858204431502742"
"Nie","1995","66 und älter","Ost","351","0.88373394632225","0.852321241738949","0.915146650905552"
"Taeglich","1996","16-34 J.","West","","","",""
"Taeglich","1996","16-34 J.","Ost","","","",""
"Taeglich","1996","35-65 J.","West","","","",""
"Taeglich","1996","35-65 J.","Ost","","","",""
"Taeglich","1996","66 und älter","West","","","",""
"Taeglich","1996","66 und älter","Ost","","","",""
"Min 1x pro Woche","1996","16-34 J.","West","256","0.0812196689882964","0.0722436952880526","0.0901956426885402"
"Min 1x pro Woche","1996","16-34 J.","Ost","46","0.0409781594202505","0.029710138711823","0.052246180128678"
"Min 1x pro Woche","1996","35-65 J.","West","382","0.0896395095281662","0.0814253161146685","0.097853702941664"
"Min 1x pro Woche","1996","35-65 J.","Ost","107","0.0467624766092828","0.0376562725138317","0.0558686807047339"
"Min 1x pro Woche","1996","66 und älter","West","63","0.0617760260590957","0.0476449932706998","0.0759070588474916"
"Min 1x pro Woche","1996","66 und älter","Ost","","","",""
"Min 1x pro Monat","1996","16-34 J.","West","196","0.0671436162563367","0.0589201507125329","0.0753670818001404"
"Min 1x pro Monat","1996","16-34 J.","Ost","56","0.0455295584967702","0.0336804650385345","0.0573786519550059"
"Min 1x pro Monat","1996","35-65 J.","West","355","0.0854909750724557","0.0774508533937215","0.09353109675119"
"Min 1x pro Monat","1996","35-65 J.","Ost","175","0.0809647918134596","0.0691995125669084","0.0927300710600109"
"Min 1x pro Monat","1996","66 und älter","West","56","0.0518233667027194","0.0388121445127321","0.0648345888927068"
"Min 1x pro Monat","1996","66 und älter","Ost","","","",""
"Seltener","1996","16-34 J.","West","532","0.164038947617468","0.151871159785508","0.176206735449429"
"Seltener","1996","16-34 J.","Ost","156","0.135141963698573","0.115709642115432","0.154574285281714"
"Seltener","1996","35-65 J.","West","718","0.170068698015433","0.159265763234329","0.180871632796538"
"Seltener","1996","35-65 J.","Ost","279","0.121708958176112","0.107607352638271","0.135810563713952"
"Seltener","1996","66 und älter","West","79","0.0705291469929167","0.0555007430181612","0.0855575509676722"
"Seltener","1996","66 und älter","Ost","","","",""
"Nie","1996","16-34 J.","West","2574","0.687597767137898","0.672368836359065","0.702826697916732"
"Nie","1996","16-34 J.","Ost","931","0.778350318384406","0.754741281356629","0.801959355412183"
"Nie","1996","35-65 J.","West","3191","0.654800817383945","0.641129890075262","0.668471744692628"
"Nie","1996","35-65 J.","Ost","1504","0.750563773401146","0.731901625519334","0.769225921282958"
"Nie","1996","66 und älter","West","917","0.815871460245268","0.793121424542852","0.838621495947685"
"Nie","1996","66 und älter","Ost","347","0.840729191230157","0.805394960617717","0.876063421842597"
"Taeglich","1997","16-34 J.","West","","","",""
"Taeglich","1997","16-34 J.","Ost","","","",""
"Taeglich","1997","35-65 J.","West","","","",""
"Taeglich","1997","35-65 J.","Ost","","","",""
"Taeglich","1997","66 und älter","West","","","",""
"Taeglich","1997","66 und älter","Ost","","","",""
"Min 1x pro Woche","1997","16-34 J.","West","248","0.0783408668372272","0.0693483681543774","0.087333365520077"
"Min 1x pro Woche","1997","16-34 J.","Ost","47","0.0437824599160682","0.0320027443166698","0.0555621755154665"
"Min 1x pro Woche","1997","35-65 J.","West","413","0.0966869237254769","0.0881289496813929","0.105244897769561"
"Min 1x pro Woche","1997","35-65 J.","Ost","108","0.0519290203466039","0.0422481812600043","0.0616098594332034"
"Min 1x pro Woche","1997","66 und älter","West","57","0.0493831521400177","0.036654199630108","0.0621121046499274"
"Min 1x pro Woche","1997","66 und älter","Ost","","","",""
"Min 1x pro Monat","1997","16-34 J.","West","177","0.059242959676824","0.0513423948118162","0.0671435245418319"
"Min 1x pro Monat","1997","16-34 J.","Ost","49","0.0466092254960584","0.0344731634317367","0.0587452875603802"
"Min 1x pro Monat","1997","35-65 J.","West","350","0.0860984338693559","0.0779754557802817","0.0942214119584301"
"Min 1x pro Monat","1997","35-65 J.","Ost","168","0.0804369524360092","0.0685709052921691","0.0923029995798492"
"Min 1x pro Monat","1997","66 und älter","West","71","0.0720721116380324","0.056879191818372","0.0872650314576927"
"Min 1x pro Monat","1997","66 und älter","Ost","","","",""
"Seltener","1997","16-34 J.","West","518","0.166935197260248","0.154455203126261","0.179415191394235"
"Seltener","1997","16-34 J.","Ost","138","0.124207076218861","0.105219030952954","0.143195121484768"
"Seltener","1997","35-65 J.","West","613","0.14039221425419","0.130332407753387","0.150452020754994"
"Seltener","1997","35-65 J.","Ost","212","0.0910367642654859","0.0784860317001113","0.10358749683086"
"Seltener","1997","66 und älter","West","71","0.0630954180540219","0.0488115081765511","0.0773793279314928"
"Seltener","1997","66 und älter","Ost","","","",""
"Nie","1997","16-34 J.","West","2487","0.695480976225701","0.680079907000027","0.710882045451376"
