year,bula_h,pgisced97,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Saxony,First Stage of Tertiary Education,Never,0.74455,47,47,0.61852,0.87058
1990,Lower Saxony,Second Stage of Tertiary Education,Never,0.53006,39,39,0.37137,0.68875
1990,Bremen,Upper Secondary Level,Never,0.79772,41,41,0.67324,0.92221
1990,North Rhine-Westphalia,No answer / don't know,Never,0.76182,45,45,0.63595,0.88769
1990,North Rhine-Westphalia,Pre-primary Level,Never,0.79829,50,50,0.68593,0.91065
1990,North Rhine-Westphalia,Primary Level,Never,0.89714,176,176,0.85214,0.94215
1990,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.06768,33,596,0.04749,0.08786
1990,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.07193,43,596,0.05117,0.09270
1990,North Rhine-Westphalia,Lower Secondary Level,Never,0.83045,520,596,0.80030,0.86060
1990,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.07381,81,1213,0.05909,0.08853
1990,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.08517,89,1213,0.06946,0.10089
1990,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.11398,146,1213,0.09609,0.13187
1990,North Rhine-Westphalia,Upper Secondary Level,Never,0.72704,897,1213,0.70196,0.75212
1990,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.72134,62,62,0.60882,0.83385
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.63609,86,86,0.53381,0.73837
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.18067,34,161,0.12106,0.24029
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.63817,127,161,0.56371,0.71262
1990,Hesse,Primary Level,Never,0.95273,67,67,0.90153,1.00393
1990,Hesse,Lower Secondary Level,Never,0.81801,222,222,0.76713,0.86888
1990,Hesse,Upper Secondary Level,At least once per week,0.09903,39,422,0.07050,0.12756
1990,Hesse,Upper Secondary Level,Seldom,0.14736,55,422,0.11350,0.18122
1990,Hesse,Upper Secondary Level,Never,0.68302,328,422,0.63858,0.72747
1990,Hesse,Second Stage of Tertiary Education,Never,0.56107,50,50,0.42212,0.70002
1990,"Rhineland-Palatinate, Saarland",Primary Level,Never,0.98919,35,35,0.95444,1.02395
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.82483,178,178,0.76883,0.88083
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.09869,32,303,0.06505,0.13233
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.08450,31,303,0.05313,0.11587
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.76263,240,303,0.71464,0.81062
1990,Baden-Wuerttemberg,Primary Level,Never,0.89381,165,165,0.84665,0.94096
1990,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.11587,57,458,0.08653,0.14522
1990,Baden-Wuerttemberg,Lower Secondary Level,Never,0.73971,401,458,0.69948,0.77994
1990,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.10780,76,791,0.08617,0.12943
1990,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.10739,76,791,0.08580,0.12899
1990,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.17683,132,791,0.15022,0.20343
1990,Baden-Wuerttemberg,Upper Secondary Level,Never,0.60798,507,791,0.57393,0.64202
1990,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.76882,46,46,0.64564,0.89200
1990,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.52090,53,53,0.38512,0.65668
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.60291,59,59,0.47698,0.72883
1990,Bavaria,Primary Level,Never,0.77074,53,53,0.65649,0.88500
1990,Bavaria,Lower Secondary Level,Seldom,0.10075,39,359,0.06957,0.13193
1990,Bavaria,Lower Secondary Level,Never,0.78973,320,359,0.74752,0.83194
1990,Bavaria,Upper Secondary Level,At least once per week,0.11276,88,808,0.09094,0.13458
1990,Bavaria,Upper Secondary Level,At least once per month,0.07451,58,808,0.05639,0.09263
1990,Bavaria,Upper Secondary Level,Seldom,0.13366,107,808,0.11018,0.15713
1990,Bavaria,Upper Secondary Level,Never,0.67907,555,808,0.64686,0.71128
1990,Bavaria,Post-secondary Non-tertiary Level,Never,0.74800,36,36,0.60416,0.89183
1990,Bavaria,First Stage of Tertiary Education,Never,0.63321,55,55,0.50467,0.76175
1990,Bavaria,Second Stage of Tertiary Education,Never,0.52979,74,74,0.41529,0.64428
1990,Berlin,Lower Secondary Level,Never,0.89506,91,91,0.83174,0.95838
1990,Berlin,Upper Secondary Level,Never,0.83654,227,227,0.78833,0.88476
1990,Berlin,Second Stage of Tertiary Education,Never,0.59524,84,84,0.48965,0.70084
1990,Brandenburg,Lower Secondary Level,Never,0.90987,77,77,0.84548,0.97425
1990,Brandenburg,Upper Secondary Level,At least once per month,0.10197,43,371,0.07114,0.13281
1990,Brandenburg,Upper Secondary Level,Seldom,0.09381,36,371,0.06410,0.12351
1990,Brandenburg,Upper Secondary Level,Never,0.76683,292,371,0.72374,0.80991
1990,Brandenburg,Second Stage of Tertiary Education,At least once per month,0.24164,41,129,0.16748,0.31580
1990,Brandenburg,Second Stage of Tertiary Education,Never,0.52488,88,129,0.43837,0.61139
1990,Mecklenburg-Western Pomerania,Lower Secondary Level,Never,0.94596,58,58,0.88726,1.00466
1990,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.81444,221,221,0.76307,0.86581
1990,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.59822,60,60,0.47312,0.72332
1990,Saxony,Lower Secondary Level,Never,0.84578,122,122,0.78143,0.91013
1990,Saxony,Upper Secondary Level,At least once per week,0.04381,33,741,0.02906,0.05855
1990,Saxony,Upper Secondary Level,At least once per month,0.09666,73,741,0.07537,0.11795
1990,Saxony,Upper Secondary Level,Seldom,0.09090,79,741,0.07019,0.11161
1990,Saxony,Upper Secondary Level,Never,0.76863,556,741,0.73825,0.79902
1990,Saxony,First Stage of Tertiary Education,Never,0.55921,39,39,0.40135,0.71707
1990,Saxony,Second Stage of Tertiary Education,At least once per month,0.19010,52,257,0.14204,0.23817
1990,Saxony,Second Stage of Tertiary Education,Seldom,0.18708,60,257,0.13931,0.23485
1990,Saxony,Second Stage of Tertiary Education,Never,0.53275,145,257,0.47163,0.59387
1990,Saxony-Anhalt,Lower Secondary Level,Never,0.87451,95,95,0.80754,0.94148
1990,Saxony-Anhalt,Upper Secondary Level,At least once per week,0.08131,32,440,0.05574,0.10688
1990,Saxony-Anhalt,Upper Secondary Level,At least once per month,0.07972,42,440,0.05439,0.10506
1990,Saxony-Anhalt,Upper Secondary Level,Seldom,0.07488,39,440,0.05026,0.09950
1990,Saxony-Anhalt,Upper Secondary Level,Never,0.76409,327,440,0.72437,0.80380
1990,Saxony-Anhalt,Second Stage of Tertiary Education,At least once per month,0.20469,33,124,0.13338,0.27600
1990,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.51781,91,124,0.42951,0.60612
1990,Thuringa,Lower Secondary Level,Never,0.79155,54,54,0.68220,0.90091
1990,Thuringa,Upper Secondary Level,At least once per week,0.06556,32,483,0.04346,0.08765
1990,Thuringa,Upper Secondary Level,At least once per month,0.09073,50,483,0.06509,0.11637
1990,Thuringa,Upper Secondary Level,Seldom,0.06295,34,483,0.04127,0.08463
1990,Thuringa,Upper Secondary Level,Never,0.78076,367,483,0.74383,0.81770
1990,Thuringa,Second Stage of Tertiary Education,Never,0.54353,68,68,0.42426,0.66280
1992,Schleswig-Holstein,Lower Secondary Level,Never,0.86391,48,48,0.76588,0.96194
1992,Schleswig-Holstein,Upper Secondary Level,Never,0.79987,128,128,0.73029,0.86946
1992,Hamburg,Upper Secondary Level,Never,0.83309,68,68,0.74380,0.92238
1992,Lower Saxony,Primary Level,Never,0.91375,40,40,0.82565,1.00186
1992,Lower Saxony,Lower Secondary Level,Never,0.77602,179,179,0.71477,0.83727
1992,Lower Saxony,Upper Secondary Level,At least once per week,0.08697,40,458,0.06114,0.11281
1992,Lower Saxony,Upper Secondary Level,Seldom,0.10801,54,458,0.07956,0.13647
1992,Lower Saxony,Upper Secondary Level,Never,0.74802,364,458,0.70821,0.78782
1992,Lower Saxony,First Stage of Tertiary Education,Never,0.72443,46,46,0.59389,0.85498
1992,Lower Saxony,Second Stage of Tertiary Education,Never,0.66884,52,52,0.53967,0.79800
1992,Bremen,Upper Secondary Level,Never,0.74080,38,38,0.59961,0.88200
1992,North Rhine-Westphalia,No answer / don't know,Never,0.83063,47,47,0.72224,0.93903
1992,North Rhine-Westphalia,Pre-primary Level,Never,0.78259,37,37,0.64784,0.91733
1992,North Rhine-Westphalia,Primary Level,Never,0.89303,157,157,0.84453,0.94153
1992,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.07323,39,533,0.05109,0.09537
1992,North Rhine-Westphalia,Lower Secondary Level,Never,0.83086,494,533,0.79900,0.86271
1992,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.05907,69,1205,0.04576,0.07239
1992,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.06015,61,1205,0.04672,0.07358
1992,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.12080,144,1205,0.10240,0.13921
1992,North Rhine-Westphalia,Upper Secondary Level,Never,0.75997,931,1205,0.73584,0.78410
1992,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.81962,75,75,0.73201,0.90723
1992,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.76264,100,100,0.67883,0.84645
1992,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.18552,35,168,0.12656,0.24448
1992,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.61583,133,168,0.54206,0.68960
1992,Hesse,Primary Level,Never,0.96649,64,64,0.92206,1.01093
1992,Hesse,Lower Secondary Level,Never,0.83242,212,212,0.78202,0.88282
1992,Hesse,Upper Secondary Level,At least once per week,0.09747,38,394,0.06814,0.12679
1992,Hesse,Upper Secondary Level,Seldom,0.14175,55,394,0.10726,0.17623
1992,Hesse,Upper Secondary Level,Never,0.69057,301,394,0.64487,0.73628
