year,sampreg,pli0096_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1995,East,At least once per week,0.04625243800501532,17246,0.0431177384970436,0.04938713751298704
1996,West,Never,0.71671388101983,16862,0.7099126569353332,0.7235151051043268
1996,West,Seldom,0.14240575288733928,16862,0.13713095011827742,0.14768055565640115
1996,West,At least once per week,0.0751797777293528,16862,0.07119979940964849,0.07915975604905712
1996,West,At least once per month,0.06570058836347788,16862,0.06196095353427393,0.06944022319268182
1996,East,Never,0.7569676700111483,16862,0.750493677096327,0.7634416629259696
1996,East,Seldom,0.12597547380156077,16862,0.12096698924581693,0.13098395835730461
1996,East,At least once per month,0.07023411371237458,16862,0.06637700050362268,0.07409122692112648
1996,East,At least once per week,0.046822742474916385,16862,0.0436340195183971,0.05001146543143567
1997,West,Never,0.723349687778769,16487,0.7165211929649576,0.7301781825925803
1997,West,Seldom,0.1321364852809991,16487,0.12696729709370663,0.1373056734682916
1997,West,At least once per week,0.07850133809099019,16487,0.07439579006660652,0.08260688611537387
1997,West,At least once per month,0.06601248884924175,16487,0.06222223026079231,0.0698027474376912
1997,East,Never,0.7765474162407723,16487,0.7701888099954163,0.7829060224861283
1997,East,Seldom,0.10562180579216354,16487,0.10093018775166471,0.11031342383266238
1997,East,At least once per month,0.06842703009653606,16487,0.06457306712897577,0.07228099306409634
1997,East,At least once per week,0.049403747870528106,16487,0.04609576501869808,0.05271173072235813
1998,West,Never,0.7466139396935245,18147,0.7402855522760348,0.7529423271110143
1998,West,Seldom,0.1050914483440435,18147,0.10062947810203715,0.10955341858604986
1998,West,At least once per week,0.07958477508650519,18147,0.07564691260747898,0.0835226375655314
1998,West,At least once per month,0.06870983687592684,18147,0.06502934707720541,0.07239032667464827
1998,East,Never,0.8033395176252319,18147,0.7975564034398728,0.8091226318105911
1998,East,Seldom,0.08295785846806256,18147,0.0789447854232376,0.08697093151288751
1998,East,At least once per month,0.06281473628412404,18147,0.059284553865341046,0.06634491870290703
1998,East,At least once per week,0.0508878876225815,18147,0.047690320856757534,0.054085454388405466
1999,West,Never,0.7082170542635658,17396,0.701461756227037,0.7149723523000947
1999,West,Seldom,0.1405684754521964,17396,0.1354033487528062,0.14573360215158657
1999,West,At least once per week,0.08289405684754522,17396,0.07879670911526153,0.08699140457982892
1999,West,At least once per month,0.06832041343669251,17396,0.06457120224483105,0.07206962462855397
1999,East,Never,0.7518327450448005,17396,0.7454137915573245,0.7582516985322765
1999,East,Seldom,0.12326907412435514,17396,0.11838377003426175,0.12815437821444856
1999,East,At least once per month,0.07140917730111322,17396,0.0675825111020092,0.07523584350021724
1999,East,At least once per week,0.0534890035297312,17396,0.050145310056458836,0.05683269700300356
2001,West,Never,0.7127917833800187,27798,0.7074727946687034,0.718110772091334
2001,West,Seldom,0.1225645813881108,27798,0.11870944835075022,0.1264197144254714
2001,West,At least once per week,0.08801742919389978,27798,0.08468679524029427,0.09134806314750529
2001,West,At least once per month,0.07662620603797074,27798,0.07349921432727081,0.07975319774867067
2001,East,Never,0.7501413227812324,27798,0.7450519055101935,0.7552307400522712
2001,East,Seldom,0.119087996985114,27798,0.11528041244160028,0.12289558152862773
2001,East,At least once per month,0.07405313736574336,27798,0.0709748152696409,0.07713145946184581
2001,East,At least once per week,0.05671754286791031,27798,0.05399841970857544,0.05943666602724518
2003,West,Never,0.7119076549210207,27727,0.7065769785019441,0.7172383313400973
2003,West,Seldom,0.11233292831105711,27727,0.10861600821317433,0.11604984840893989
2003,West,At least once per week,0.09933171324422843,27727,0.09581099696173519,0.10285242952672168
2003,West,At least once per month,0.0764277035236938,27727,0.073300432765767,0.07955497428162059
2003,East,Never,0.7791586998087954,27727,0.7742760256841509,0.7840413739334399
2003,East,Seldom,0.0904397705544933,27727,0.0870637888268569,0.0938157522821297
2003,East,At least once per month,0.06634799235181645,27727,0.06341837404500193,0.06927761065863096
2003,East,At least once per week,0.06405353728489484,27727,0.06117148607808851,0.06693558849170116
2005,West,Never,0.6615636244684331,25520,0.6557581186729132,0.667369130263953
2005,West,Seldom,0.14465161923454367,25520,0.1403359425154825,0.14896729595360483
2005,West,At least once per week,0.10245338567222767,25520,0.09873283348904566,0.10617393785540968
2005,West,At least once per month,0.09133137062479556,25520,0.08779686651183456,0.09486587473775655
2005,East,Never,0.7142567430541472,25520,0.7087139213844946,0.7197995647237998
2005,East,Seldom,0.1391198539849929,25520,0.13487383786194207,0.14336587010804375
2005,East,At least once per month,0.08659501115392415,25520,0.08314441715855117,0.09004560514929713
2005,East,At least once per week,0.06002839180693571,25520,0.05711397637013154,0.06294280724373988
2007,West,Never,0.6749755938821999,25385,0.6692136435675871,0.6807375441968126
2007,West,Seldom,0.12717214448421738,25385,0.12307361764094177,0.13127067132749298
2007,West,At least once per week,0.10953465668727627,25385,0.10569270610899129,0.11337660726556126
2007,West,At least once per month,0.08831760494630654,25385,0.08482690183364322,0.09180830805896986
2007,East,Never,0.7292462311557789,25385,0.7237799515886498,0.734712510722908
2007,East,Seldom,0.12442211055276382,25385,0.12036175876411732,0.12848246234141034
2007,East,At least once per month,0.08080402010050251,25385,0.07745137155160427,0.08415666864940076
2007,East,At least once per week,0.06552763819095478,25385,0.06248350973001256,0.068571766651897
2008,West,Never,0.692615596963423,23673,0.6867377744294942,0.6984934194973518
2008,West,Seldom,0.11359558316080055,23673,0.1095533058799647,0.1176378604416364
2008,West,At least once per week,0.11256038647342995,23673,0.10853422104352957,0.11658655190333032
2008,West,At least once per month,0.08122843340234645,23673,0.07774836937541253,0.08470849742928037
2008,East,Never,0.7649905322953924,23673,0.7595892095080066,0.7703918550827782
2008,East,Seldom,0.09278350515463918,23673,0.08908760458584948,0.09647940572342888
2008,East,At least once per month,0.07363770250368189,23673,0.07031057095117091,0.07696483405619287
2008,East,At least once per week,0.06858826004628656,23673,0.06536848767772094,0.07180803241485217
2009,West,Never,0.6739471912633704,21983,0.6677503624624149,0.680144020064326
2009,West,Seldom,0.1261126486648216,21983,0.12172411290432178,0.13050118442532144
2009,West,At least once per week,0.1115266661680006,21983,0.10736541288966436,0.11568791944633683
2009,West,At least once per month,0.08841349390380732,21983,0.0846605608968742,0.09216642691074044
2009,East,Never,0.731604609929078,21983,0.7257467587487157,0.7374624611094404
2009,East,Seldom,0.1196808510638298,21983,0.11538998458815093,0.12397171753950866
2009,East,At least once per month,0.0813386524822695,21983,0.07772506311230751,0.08495224185223149
2009,East,At least once per week,0.0673758865248227,21983,0.06406214860289787,0.07068962444674752
2011,West,Never,0.6521126119979989,41903,0.6475520941998667,0.656673129796131
2011,West,Seldom,0.13194160185564197,41903,0.1287012000863524,0.13518200362493152
2011,West,At least once per week,0.12038932096238686,41903,0.11727349822645039,0.12350514369832333
2011,West,At least once per month,0.09555646518397234,41903,0.09274162151337222,0.09837130885457247
2011,East,Never,0.7221072735954162,41903,0.7178181065307986,0.7263964406600337
2011,East,Seldom,0.11554989654623588,41903,0.11248895552282877,0.11861083756964298
2011,East,At least once per month,0.08499124621995861,41903,0.08232111111853244,0.08766138132138479
2011,East,At least once per week,0.0773515836383893,41903,0.07479366787683099,0.07990949939994761
2013,West,Never,0.6695956928078017,44486,0.6652247656557321,0.6739666199598714
2013,West,At least once per week,0.12657456318569688,44486,0.12348476204536649,0.12966436432602726
2013,West,Seldom,0.10864485981308411,44486,0.10575301907678285,0.11153670054938537
2013,West,At least once per month,0.09518488419341731,44486,0.09245773869391832,0.09791202969291629
2013,East,Never,0.7406365394759978,44486,0.7365636619032081,0.7447094170487876
2013,East,Seldom,0.09618427993669773,44486,0.09344436937158758,0.09892419050180788
2013,East,At least once per week,0.08475470371021629,44486,0.08216652029248796,0.08734288712794462
2013,East,At least once per month,0.07842447687708809,44486,0.07592622815716038,0.0809227255970158
2015,West,Never,0.6692491900267643,38036,0.6645209116536966,0.673977468399832
2015,West,Seldom,0.12828097854157863,38036,0.12492029170128696,0.1316416653818703
2015,West,At least once per week,0.11316147814246139,38036,0.10997779210664788,0.1163451641782749
2015,West,At least once per month,0.08930835328919566,38036,0.08644225968906223,0.09217444688932909
2015,East,Never,0.7115812917594655,38036,0.7070284492619547,0.7161341342569763
2015,East,Seldom,0.11581291759465479,38036,0.11259696797781986,0.11902886721148971
2015,East,At least once per month,0.09558277654046028,38036,0.0926279439179709,0.09853760916294967
2015,East,At least once per week,0.07702301410541945,38036,0.07434344881891584,0.07970257939192306
2017,West,Never,0.6546952066274003,45410,0.6503219878461292,0.6590684254086715
2017,West,Seldom,0.12507781449025523,45410,0.12203514221639261,0.12812048676411786
2017,West,At least once per week,0.1219173490398889,45410,0.1189079430983271,0.12492675498145071
2017,West,At least once per month,0.09830962984245559,45410,0.09557116564965565,0.10104809403525553
2017,East,Never,0.7018299246501615,45410,0.6976223843070322,0.7060374649932908
2017,East,Seldom,0.10853964836742017,45410,0.10567859774762758,0.11140069898721275
2017,East,At least once per month,0.10118406889128095,45410,0.09841029043340169,0.10395784734916022
2017,East,At least once per week,0.08844635809113742,45410,0.08583472950799956,0.09105798667427528
2019,West,Never,0.6621182586094867,42417,0.6576169764133983,0.6666195408055751
2019,West,At least once per week,0.13525266156845103,42417,0.1319980165763644,0.13850730656053767
2019,West,Seldom,0.10921177587844255,42417,0.10624347401351501,0.11218007774337009
2019,West,At least once per month,0.09341730394361973,42417,0.09064779052249414,0.09618681736474533
2019,East,Never,0.7107363075807036,42417,0.7064212428954141,0.7150513722659931
2019,East,At least once per week,0.10337323177366703,42417,0.10047591491229954,0.10627054863503452
2019,East,Seldom,0.09466811751904244,42417,0.09188204847520287,0.09745418656288202
2019,East,At least once per month,0.09122234312658686,42417,0.08848224870280468,0.09396243755036905
2021,West,Never,0.6189633561896336,27598,0.6132336400447025,0.6246930723345647
2021,West,At least once per week,0.1434785814347858,27598,0.13934258727262291,0.1476145755969487
2021,West,Seldom,0.13411487134114872,27598,0.13009431756545076,0.13813542511684668
2021,West,At least once per month,0.1034431910344319,27598,0.09985019177715514,0.10703619029170867
2021,East,Never,0.6410610665929815,27598,0.6354015771899313,0.6467205559960316
2021,East,Seldom,0.1276595744680851,27598,0.12372237913345953,0.13159676980271065
2021,East,At least once per week,0.11688311688311688,27598,0.113092566687251,0.12067366707898276
2021,East,At least once per month,0.11439624205581653,27598,0.11064095733198924,0.11815152677964381
