year,age_gr,pgisced97,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2011,46-65 y.,First Stage of Tertiary Education,Seldom,0.17072683378580217,108,27424,0.17018647602509418,0.17126719154651016
2011,46-65 y.,First Stage of Tertiary Education,Never,0.5764765980894496,412,27424,0.5757670019549757,0.5771861942239236
2011,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.15096321507939828,398,27424,0.1506362428836167,0.15129018727517984
2011,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.12258730711974138,305,27424,0.12228777961324268,0.12288683462624007
2011,46-65 y.,Second Stage of Tertiary Education,Seldom,0.19424121099620462,430,27424,0.19387989664117453,0.1946025253512347
2011,46-65 y.,Second Stage of Tertiary Education,Never,0.5322082668046558,1202,27424,0.5317525667489358,0.5326639668603759
2011,66 and older,Primary Level,Never,1.0,56,27424,1.0,1.0
2011,66 and older,Lower Secondary Level,At least once per week,0.05806584381239014,55,27424,0.057793940899767304,0.058337746725012976
2011,66 and older,Lower Secondary Level,At least once per month,0.04030115354491398,32,27424,0.04007250447388729,0.04052980261594067
2011,66 and older,Lower Secondary Level,Seldom,0.06610867768334343,57,27424,0.06581979559069162,0.06639755977599524
2011,66 and older,Lower Secondary Level,Never,0.8355243249593525,670,27424,0.8350933285975848,0.8359553213211202
2011,66 and older,Upper Secondary Level,At least once per week,0.08406286071496401,223,27424,0.08387491243050407,0.08425080899942394
2011,66 and older,Upper Secondary Level,At least once per month,0.0854533829229794,215,27424,0.085264030440741,0.08564273540521779
2011,66 and older,Upper Secondary Level,Seldom,0.09241856342997687,237,27424,0.09222239647185948,0.09261473038809426
2011,66 and older,Upper Secondary Level,Never,0.7380651929320797,1952,27424,0.7377673773494255,0.7383630085147339
2011,66 and older,Post-secondary Non-tertiary Level,Never,1.0,92,27424,1.0,1.0
2011,66 and older,First Stage of Tertiary Education,At least once per week,0.10009640356425548,43,27424,0.09954813498551521,0.10064467214299574
2011,66 and older,First Stage of Tertiary Education,At least once per month,0.12805309841291798,40,27424,0.12744268201519338,0.1286635148106426
2011,66 and older,First Stage of Tertiary Education,Seldom,0.12606083163326032,44,27424,0.12545449080508667,0.12666717246143397
2011,66 and older,First Stage of Tertiary Education,Never,0.6457896663895664,250,27424,0.6449159664899758,0.6466633662891569
2011,66 and older,Second Stage of Tertiary Education,At least once per week,0.17730592414164678,185,27424,0.17684929011361356,0.17776255816968
2011,66 and older,Second Stage of Tertiary Education,At least once per month,0.09546867733881431,130,27424,0.0951173356200642,0.09582001905756442
2011,66 and older,Second Stage of Tertiary Education,Seldom,0.12818272714745046,139,27424,0.12778304481456507,0.12858240948033586
2011,66 and older,Second Stage of Tertiary Education,Never,0.5990426713720884,629,27424,0.5984567148116196,0.5996286279325573
2013,17-29 y.,Pre-primary Level,At least once per week,0.18115135432035193,70,24703,0.18023127061291935,0.1820714380277845
2013,17-29 y.,Pre-primary Level,At least once per month,0.04889393862121044,33,24703,0.048378773186080845,0.04940910405634004
2013,17-29 y.,Pre-primary Level,Seldom,0.19890542441666934,66,24703,0.1979518162991596,0.19985903253417908
2013,17-29 y.,Pre-primary Level,Never,0.5710492826417684,275,24703,0.5698669349043205,0.5722316303792162
2013,17-29 y.,Primary Level,Never,1.0,61,24703,1.0,1.0
2013,17-29 y.,Lower Secondary Level,At least once per week,0.09008119220597025,56,24703,0.08960187688527585,0.09056050752666464
2013,17-29 y.,Lower Secondary Level,At least once per month,0.04755778949703112,35,24703,0.0472014753428636,0.04791410365119864
2013,17-29 y.,Lower Secondary Level,Seldom,0.12356204662503519,65,24703,0.12301110439590729,0.12411298885416308
2013,17-29 y.,Lower Secondary Level,Never,0.7387989716719635,537,24703,0.7380635210669071,0.7395344222770199
2013,17-29 y.,Upper Secondary Level,At least once per week,0.12119533083612048,136,24703,0.12087064627285976,0.1215200153993812
2013,17-29 y.,Upper Secondary Level,At least once per month,0.07906325246273026,117,24703,0.07879479544681245,0.07933170947864807
2013,17-29 y.,Upper Secondary Level,Seldom,0.14159992289208123,184,24703,0.14125306713969712,0.14194677864446534
2013,17-29 y.,Upper Secondary Level,Never,0.6581414938090681,989,24703,0.6576695879705398,0.6586133996475964
2013,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.21907667218169494,33,24703,0.21795432541868012,0.22019901894470975
2013,17-29 y.,Post-secondary Non-tertiary Level,Never,0.7809233278183051,126,24703,0.7798009810552903,0.7820456745813199
2013,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.22396246352602067,44,24703,0.22309311893353226,0.22483180811850909
2013,17-29 y.,Second Stage of Tertiary Education,Seldom,0.15777956449299524,46,24703,0.15701941109915069,0.1585397178868398
2013,17-29 y.,Second Stage of Tertiary Education,Never,0.6182579719809842,195,24703,0.6172449174446962,0.6192710265172722
2013,30-45 y.,Primary Level,Never,1.0,127,24703,1.0,1.0
2013,30-45 y.,Lower Secondary Level,At least once per week,0.06768704849106684,34,24703,0.0671537663417369,0.06822033064039677
2013,30-45 y.,Lower Secondary Level,Seldom,0.09614755586177089,43,24703,0.09552174760015752,0.09677336412338425
2013,30-45 y.,Lower Secondary Level,Never,0.8361653956471622,493,24703,0.8353796674965299,0.8369511237977945
2013,30-45 y.,Upper Secondary Level,At least once per week,0.09883547948725604,378,24703,0.09860184504563882,0.09906911392887327
2013,30-45 y.,Upper Secondary Level,At least once per month,0.07726555501307628,328,24703,0.07705652448540422,0.07747458554074833
2013,30-45 y.,Upper Secondary Level,Seldom,0.09077394146435373,350,24703,0.09054903863456283,0.09099884429414463
2013,30-45 y.,Upper Secondary Level,Never,0.7331250240353139,2756,24703,0.7327787488784535,0.7334712991921742
2013,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.10351390161263702,90,24703,0.10302714687502344,0.10400065635025059
2013,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.10824586208336232,86,24703,0.10774942148910534,0.10874230267761929
2013,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.11033898723450263,95,24703,0.1098383584175333,0.11083961605147195
2013,30-45 y.,Post-secondary Non-tertiary Level,Never,0.677901249069498,595,24703,0.6771545995227242,0.6786478986162718
2013,30-45 y.,First Stage of Tertiary Education,At least once per week,0.1861108668672306,78,24703,0.1853432796195443,0.1868784541149169
2013,30-45 y.,First Stage of Tertiary Education,At least once per month,0.09548564879434629,62,24703,0.09490603856362556,0.09606525902506702
2013,30-45 y.,First Stage of Tertiary Education,Seldom,0.12203640089291873,61,24703,0.12139083257221178,0.12268196921362567
2013,30-45 y.,First Stage of Tertiary Education,Never,0.5963670834455044,297,24703,0.5953994533213893,0.5973347135696194
2013,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.10120258572573594,245,24703,0.100898180997834,0.10150699045363788
2013,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.0979314606729178,273,24703,0.09763147150995595,0.09823144983587966
2013,30-45 y.,Second Stage of Tertiary Education,Seldom,0.11508120339313921,273,24703,0.11475911239355374,0.11540329439272468
2013,30-45 y.,Second Stage of Tertiary Education,Never,0.6857847502082071,1228,24703,0.6853162257976133,0.6862532746188008
2013,46-65 y.,Primary Level,Never,1.0,64,24703,1.0,1.0
2013,46-65 y.,Lower Secondary Level,At least once per week,0.08255307859015033,47,24703,0.08211042243964445,0.08299573474065622
2013,46-65 y.,Lower Secondary Level,Seldom,0.08304565484599485,35,24703,0.08260179924392545,0.08348951044806426
2013,46-65 y.,Lower Secondary Level,Never,0.8344012665638547,461,24703,0.8338033709396928,0.8349991621880166
2013,46-65 y.,Upper Secondary Level,At least once per week,0.10828783104024316,521,24703,0.10811643357678688,0.10845922850369943
2013,46-65 y.,Upper Secondary Level,At least once per month,0.08258174391215692,401,24703,0.08242992428163917,0.08273356354267467
2013,46-65 y.,Upper Secondary Level,Seldom,0.09516574921695763,441,24703,0.09500389386386324,0.09532760457005202
2013,46-65 y.,Upper Secondary Level,Never,0.7139646758306423,3225,24703,0.713715417080067,0.7142139345812175
2013,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.14990205161075365,85,24703,0.14927918481831406,0.15052491840319324
2013,46-65 y.,Post-secondary Non-tertiary Level,At least once per month,0.08742853562095955,60,24703,0.08693568313732641,0.08792138810459268
2013,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.10957774106915133,67,24703,0.10903271649944732,0.11012276563885534
2013,46-65 y.,Post-secondary Non-tertiary Level,Never,0.6530916716991355,386,24703,0.6522611493169899,0.6539221940812812
2013,46-65 y.,First Stage of Tertiary Education,At least once per week,0.1565720557961086,142,24703,0.1560556116747376,0.1570884999174796
2013,46-65 y.,First Stage of Tertiary Education,At least once per month,0.09984821315959468,93,24703,0.09942215367171856,0.1002742726474708
2013,46-65 y.,First Stage of Tertiary Education,Seldom,0.1352508336552186,92,24703,0.1347648101539428,0.1357368571564944
2013,46-65 y.,First Stage of Tertiary Education,Never,0.608328897389078,449,24703,0.6076351965699991,0.609022598208157
2013,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.16308218291631962,404,24703,0.16274737640529027,0.16341698942734897
2013,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.1258594644162782,315,24703,0.12555886869124114,0.12616006014131528
2013,46-65 y.,Second Stage of Tertiary Education,Seldom,0.14316906169918672,333,24703,0.14285165112589251,0.14348647227248093
2013,46-65 y.,Second Stage of Tertiary Education,Never,0.5678892909682155,1276,24703,0.5674403610133582,0.5683382209230728
2013,66 and older,Primary Level,Never,1.0,44,24703,1.0,1.0
2013,66 and older,Lower Secondary Level,At least once per week,0.06771690444637671,58,24703,0.06741467598697963,0.06801913290577379
2013,66 and older,Lower Secondary Level,At least once per month,0.06931425925793339,45,24703,0.06900874904890425,0.06961976946696252
2013,66 and older,Lower Secondary Level,Seldom,0.06228248432254812,51,24703,0.061991793124394554,0.06257317552070168
2013,66 and older,Lower Secondary Level,Never,0.8006863519731418,566,24703,0.8002058306811679,0.8011668732651156
2013,66 and older,Upper Secondary Level,At least once per week,0.09493990452059803,236,24703,0.09474164979227147,0.09513815924892459
2013,66 and older,Upper Secondary Level,At least once per month,0.06683615530893938,173,24703,0.06666724928771674,0.06700506133016203
2013,66 and older,Upper Secondary Level,Seldom,0.09193298309138441,222,24703,0.09173756936023189,0.09212839682253693
2013,66 and older,Upper Secondary Level,Never,0.7462909570790782,1875,24703,0.7459966623300752,0.7465852518280812
2013,66 and older,Post-secondary Non-tertiary Level,Never,1.0,89,24703,1.0,1.0
2013,66 and older,First Stage of Tertiary Education,At least once per week,0.1234228908850432,40,24703,0.12281720280032385,0.12402857896976255
2013,66 and older,First Stage of Tertiary Education,At least once per month,0.11357659761450253,38,24703,0.11299231744826349,0.11416087778074158
2013,66 and older,First Stage of Tertiary Education,Seldom,0.10120508144176628,37,24703,0.10064970484637495,0.10176045803715761
2013,66 and older,First Stage of Tertiary Education,Never,0.6617954300586879,229,24703,0.6609242503968669,0.662666609720509
2013,66 and older,Second Stage of Tertiary Education,At least once per week,0.16730184225764197,213,24703,0.16687801792748053,0.1677256665878034
2013,66 and older,Second Stage of Tertiary Education,At least once per month,0.09920941679239141,136,24703,0.09886996345114892,0.09954887013363391
2013,66 and older,Second Stage of Tertiary Education,Seldom,0.09621462847729875,106,24703,0.09587978262156809,0.09654947433302942
2013,66 and older,Second Stage of Tertiary Education,Never,0.6372741124726679,688,24703,0.6367281734534846,0.6378200514918511
2015,17-29 y.,Pre-primary Level,At least once per week,0.1344231211277853,48,25811,0.1335927742832053,0.1352534679723653
2015,17-29 y.,Pre-primary Level,At least once per month,0.07304327279885629,38,25811,0.07240985600899558,0.07367668958871701
2015,17-29 y.,Pre-primary Level,Seldom,0.21146994157073734,63,25811,0.2104759031337599,0.21246398000771477
2015,17-29 y.,Pre-primary Level,Never,0.581063664502621,221,25811,0.5798626296709857,0.5822646993342564
2015,17-29 y.,Primary Level,Never,1.0,101,25811,1.0,1.0
2015,17-29 y.,Lower Secondary Level,At least once per week,0.07433512896901096,61,25811,0.07394855086163052,0.07472170707639139
2015,17-29 y.,Lower Secondary Level,At least once per month,0.03687470666658457,42,25811,0.036596979095559486,0.03715243423760966
2015,17-29 y.,Lower Secondary Level,Seldom,0.10233990974010282,82,25811,0.10189323459424837,0.10278658488595727
2015,17-29 y.,Lower Secondary Level,Never,0.7864502546243015,697,25811,0.7858463081194768,0.7870542011291263
2015,17-29 y.,Upper Secondary Level,At least once per week,0.09978512935040673,159,25811,0.0995098452790467,0.10006041342176676
2015,17-29 y.,Upper Secondary Level,At least once per month,0.07113346579529682,131,25811,0.07089736974505007,0.07136956184554358
2015,17-29 y.,Upper Secondary Level,Seldom,0.1493061062021317,241,25811,0.14897876511415703,0.14963344729010636
2015,17-29 y.,Upper Secondary Level,Never,0.6797752986521648,1230,25811,0.6793467647521375,0.6802038325521921
2015,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.13610429902456614,41,25811,0.1352548364926447,0.13695376155648759
2015,17-29 y.,Post-secondary Non-tertiary Level,Never,0.8638957009754339,196,25811,0.8630462384435125,0.8647451635073553
2015,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.11692323659174818,53,25811,0.11640179062739353,0.11744468255610283
2015,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.09435201815531927,53,25811,0.09387765060108266,0.09482638570955587
2015,17-29 y.,Second Stage of Tertiary Education,Seldom,0.22677294012346258,83,25811,0.22609340985688725,0.2274524703900379
2015,17-29 y.,Second Stage of Tertiary Education,Never,0.56195180512947,312,25811,0.5611466674519869,0.562756942806953
2015,30-45 y.,Primary Level,Never,1.0,205,25811,1.0,1.0
2015,30-45 y.,Lower Secondary Level,Seldom,0.13936022991157657,67,25811,0.13877199561396628,0.13994846420918686
2015,30-45 y.,Lower Secondary Level,Never,0.8606397700884235,646,25811,0.8600515357908133,0.8612280043860338
2015,30-45 y.,Upper Secondary Level,At least once per week,0.08433671804699462,287,25811,0.08412314927254749,0.08455028682144175
2015,30-45 y.,Upper Secondary Level,At least once per month,0.08403788478528143,282,25811,0.08382465993426941,0.08425110963629345
2015,30-45 y.,Upper Secondary Level,Seldom,0.14241451697468865,464,25811,0.14214593469943165,0.14268309924994566
2015,30-45 y.,Upper Secondary Level,Never,0.6892108801930353,2412,25811,0.6888551911612881,0.6895665692247825
2015,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.10779598728173158,96,25811,0.10736808127557712,0.10822389328788604
2015,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.06648275156493123,65,25811,0.0661390110959327,0.06682649203392976
2015,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.16184629391210273,120,25811,0.16133810145654862,0.16235448636765684
2015,30-45 y.,Post-secondary Non-tertiary Level,Never,0.6638749672412345,728,25811,0.6632231759186877,0.6645267585637813
2015,30-45 y.,First Stage of Tertiary Education,At least once per week,0.16782736766342557,64,25811,0.16703604467610778,0.16861869065074336
2015,30-45 y.,First Stage of Tertiary Education,At least once per month,0.090530382709026,50,25811,0.08992279783756339,0.0911379675804886
2015,30-45 y.,First Stage of Tertiary Education,Seldom,0.11108922483116095,61,25811,0.11042382799831775,0.11175462166400414
2015,30-45 y.,First Stage of Tertiary Education,Never,0.6305530247963874,215,25811,0.6295310209267704,0.6315750286660045
2015,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.09441720671533532,235,25811,0.09415773993923046,0.09467667349144018
2015,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.11112121160843601,275,25811,0.11084233514898617,0.11140008806788584
2015,30-45 y.,Second Stage of Tertiary Education,Seldom,0.15778616307620222,377,25811,0.15746269029349066,0.15810963585891377
2015,30-45 y.,Second Stage of Tertiary Education,Never,0.6366754186000265,1460,25811,0.6362486440305157,0.6371021931695373
2015,46-65 y.,Primary Level,Never,1.0,133,25811,1.0,1.0
2015,46-65 y.,Lower Secondary Level,At least once per week,0.07866747951544963,48,25811,0.07827477055618383,0.07906018847471542
2015,46-65 y.,Lower Secondary Level,At least once per month,0.061198759794488675,41,25811,0.06084911817027858,0.06154840141869877
2015,46-65 y.,Lower Secondary Level,Seldom,0.06689039800275198,40,25811,0.06652596876691948,0.06725482723858449
2015,46-65 y.,Lower Secondary Level,Never,0.7932433626873098,531,25811,0.7926526205571873,0.7938341048174322
2015,46-65 y.,Upper Secondary Level,At least once per week,0.09519559700091189,454,25811,0.0950350693106096,0.09535612469121418
2015,46-65 y.,Upper Secondary Level,At least once per month,0.09227788044030973,417,25811,0.0921195773335946,0.09243618354702485
2015,46-65 y.,Upper Secondary Level,Seldom,0.12334284995987879,533,25811,0.1231629893537573,0.12352271056600028
2015,46-65 y.,Upper Secondary Level,Never,0.6891836725988996,2993,25811,0.688930519308962,0.6894368258888371
2015,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.14231171337754764,89,25811,0.14176374596583727,0.142859680789258
2015,46-65 y.,Post-secondary Non-tertiary Level,At least once per month,0.0954950548786224,72,25811,0.09503409239367111,0.0959560173635737
2015,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.14977891962722772,108,25811,0.1492192123556692,0.15033862689878624
2015,46-65 y.,Post-secondary Non-tertiary Level,Never,0.6124143121166022,462,25811,0.6116501663706465,0.613178457862558
2015,46-65 y.,First Stage of Tertiary Education,At least once per week,0.12496719173643883,109,25811,0.12453216332554838,0.1254022201473293
2015,46-65 y.,First Stage of Tertiary Education,At least once per month,0.11402379213376188,105,25811,0.11360565742693145,0.1144419268405923
2015,46-65 y.,First Stage of Tertiary Education,Seldom,0.17132641469187426,127,25811,0.1708307233213477,0.17182210606240084
2015,46-65 y.,First Stage of Tertiary Education,Never,0.589682601437925,397,25811,0.5890354937333343,0.5903297091425156
2015,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.16689857419412685,409,25811,0.16658015774210871,0.16721699064614498
2015,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.12089334341628086,315,25811,0.12061496072743742,0.12117172610512429
2015,46-65 y.,Second Stage of Tertiary Education,Seldom,0.18050950748480163,401,25811,0.180181077918319,0.18083793705128426
2015,46-65 y.,Second Stage of Tertiary Education,Never,0.5316985749047907,1259,25811,0.5312724707836479,0.5321246790259334
2015,66 and older,Primary Level,Never,1.0,39,25811,1.0,1.0
2015,66 and older,Lower Secondary Level,At least once per week,0.06986815841483407,50,25811,0.06955501928744791,0.07018129754222023
2015,66 and older,Lower Secondary Level,At least once per month,0.06937503520940928,43,25811,0.06906292038946776,0.0696871500293508
2015,66 and older,Lower Secondary Level,Seldom,0.07941566781527257,45,25811,0.07908353612277512,0.07974779950777001
2015,66 and older,Lower Secondary Level,Never,0.781341138560484,508,25811,0.7808334126587485,0.7818488644622196
2015,66 and older,Upper Secondary Level,At least once per week,0.09223710213763307,249,25811,0.0920462608413132,0.09242794343395294
2015,66 and older,Upper Secondary Level,At least once per month,0.08065522683648435,207,25811,0.08047563409381364,0.08083481957915506
2015,66 and older,Upper Secondary Level,Seldom,0.08567233542074072,208,25811,0.08548774695848553,0.08585692388299591
2015,66 and older,Upper Secondary Level,Never,0.7414353356051419,1842,25811,0.7411465639609933,0.7417241072492904
2015,66 and older,Post-secondary Non-tertiary Level,Never,1.0,100,25811,1.0,1.0
2015,66 and older,First Stage of Tertiary Education,At least once per week,0.10877723375609542,38,25811,0.10821240864212735,0.1093420588700635
2015,66 and older,First Stage of Tertiary Education,At least once per month,0.10199468680758066,41,25811,0.10144567702260716,0.10254369659255415
2015,66 and older,First Stage of Tertiary Education,Seldom,0.12461340761337028,33,25811,0.12401425951008005,0.1252125557166605
2015,66 and older,First Stage of Tertiary Education,Never,0.6646146718229536,226,25811,0.6637582083420734,0.6654711353038338
2015,66 and older,Second Stage of Tertiary Education,At least once per week,0.1775633977123275,221,25811,0.17714792467412946,0.17797887075052551
2015,66 and older,Second Stage of Tertiary Education,At least once per month,0.09766958922643837,130,25811,0.09734683095184128,0.09799234750103546
2015,66 and older,Second Stage of Tertiary Education,Seldom,0.10816107571849701,143,25811,0.10782340483208024,0.10849874660491378
2015,66 and older,Second Stage of Tertiary Education,Never,0.6166059373427372,684,25811,0.6160773199479953,0.617134554737479
2017,17-29 y.,Pre-primary Level,At least once per week,0.20248129511762844,65,25693,0.20156935125296777,0.20339323898228912
2017,17-29 y.,Pre-primary Level,At least once per month,0.1312060631024962,44,25693,0.13043986591241474,0.13197226029257764
2017,17-29 y.,Pre-primary Level,Seldom,0.13125095969996148,67,25693,0.13048465123193467,0.13201726816798828
2017,17-29 y.,Pre-primary Level,Never,0.5350616820799139,233,25693,0.5339297905572427,0.5361935736025851
2017,17-29 y.,Primary Level,Never,1.0,66,25693,1.0,1.0
2017,17-29 y.,Lower Secondary Level,At least once per week,0.05959914723382357,52,25693,0.059242290522267094,0.059956003945380046
2017,17-29 y.,Lower Secondary Level,At least once per month,0.03672374163095494,37,25693,0.03644023303644265,0.03700725022546723
2017,17-29 y.,Lower Secondary Level,Seldom,0.08711734740349104,68,25693,0.08669226107460778,0.0875424337323743
2017,17-29 y.,Lower Secondary Level,Never,0.8165597637317304,618,25693,0.8159763742056588,0.8171431532578021
2017,17-29 y.,Upper Secondary Level,At least once per week,0.11148335714209899,182,25693,0.1111909856729205,0.11177572861127748
2017,17-29 y.,Upper Secondary Level,At least once per month,0.08589209302440512,159,25693,0.08563179401634677,0.08615239203246347
2017,17-29 y.,Upper Secondary Level,Seldom,0.13536253766679263,254,25693,0.13504473066922276,0.1356803446643625
2017,17-29 y.,Upper Secondary Level,Never,0.6672620121667032,1193,25693,0.6668242919749486,0.6676997323584578
2017,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.13067631548290737,44,25693,0.12999402694249487,0.13135860402331986
2017,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.13972192603588537,38,25693,0.13902009819947866,0.14042375387229208
2017,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.08895889528630516,31,25693,0.08838260333086913,0.08953518724174118
2017,17-29 y.,Post-secondary Non-tertiary Level,Never,0.640642863194902,197,25693,0.6396715707424175,0.6416141556473866
2017,17-29 y.,First Stage of Tertiary Education,Never,1.0,32,25693,1.0,1.0
2017,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.13526240230847272,63,25693,0.13470960800528345,0.135815196611662
2017,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.0970870539899448,46,25693,0.09660849393986569,0.09756561404002391
2017,17-29 y.,Second Stage of Tertiary Education,Seldom,0.18858542297156614,87,25693,0.1879531446344212,0.18921770130871107
2017,17-29 y.,Second Stage of Tertiary Education,Never,0.5790651207300164,276,25693,0.5782671186936033,0.5798631227664295
2017,30-45 y.,Primary Level,Never,1.0,151,25693,1.0,1.0
2017,30-45 y.,Lower Secondary Level,At least once per week,0.05465758460301746,36,25693,0.05427761645556531,0.05503755275046961
2017,30-45 y.,Lower Secondary Level,Seldom,0.04863510109128488,49,25693,0.04827553736301774,0.048994664819552024
2017,30-45 y.,Lower Secondary Level,Never,0.8967073143056977,549,25693,0.89619858407898,0.8972160445324154
2017,30-45 y.,Upper Secondary Level,At least once per week,0.08536297235324963,260,25693,0.08514419797891744,0.08558174672758183
2017,30-45 y.,Upper Secondary Level,At least once per month,0.07346754851685473,253,25693,0.07326327343736604,0.07367182359634343
2017,30-45 y.,Upper Secondary Level,Seldom,0.1280425859276102,320,25693,0.1277809712222064,0.12830420063301398
2017,30-45 y.,Upper Secondary Level,Never,0.7131268932022855,2088,25693,0.7127727608352836,0.7134810255692874
2017,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.09559386974769961,88,25693,0.09517880972104475,0.09600892977435446
2017,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.11455050849289078,87,25693,0.1141009413667051,0.11500007561907646
2017,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.13193158083183235,111,25693,0.131453869546554,0.1324092921171107
2017,30-45 y.,Post-secondary Non-tertiary Level,Never,0.6579240409275773,625,25693,0.6572543671490233,0.6585937147061313
2017,30-45 y.,First Stage of Tertiary Education,At least once per week,0.18138227967206558,55,25693,0.180567301525052,0.18219725781907917
2017,30-45 y.,First Stage of Tertiary Education,At least once per month,0.12086389341434606,59,25693,0.12017447272301579,0.12155331410567632
2017,30-45 y.,First Stage of Tertiary Education,Seldom,0.1322296085042312,54,25693,0.13151317690146436,0.13294604010699806
2017,30-45 y.,First Stage of Tertiary Education,Never,0.5655242184093572,179,25693,0.5644758441345237,0.5665725926841907
2017,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.10908448461768,236,25693,0.10881216575647573,0.10935680347888427
2017,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.09831856594681944,248,25693,0.09805847675779347,0.0985786551358454
2017,30-45 y.,Second Stage of Tertiary Education,Seldom,0.1381282679807482,337,25693,0.13782686983888803,0.13842966612260837
2017,30-45 y.,Second Stage of Tertiary Education,Never,0.6544686814547523,1330,25693,0.6540532818181821,0.6548840810913226
2017,46-65 y.,Primary Level,Never,1.0,137,25693,1.0,1.0
2017,46-65 y.,Lower Secondary Level,At least once per week,0.09026990419304932,62,25693,0.08986276800162935,0.0906770403844693
2017,46-65 y.,Lower Secondary Level,At least once per month,0.04655094946039832,40,25693,0.04625163689123981,0.046850262029556826
2017,46-65 y.,Lower Secondary Level,Seldom,0.0648003047808289,55,25693,0.06445055887415778,0.06515005068750003
2017,46-65 y.,Lower Secondary Level,Never,0.7983788415657235,541,25693,0.7978088289076056,0.7989488542238413
2017,46-65 y.,Upper Secondary Level,At least once per week,0.10114220468364733,516,25693,0.10097629959297191,0.10130810977432275
2017,46-65 y.,Upper Secondary Level,At least once per month,0.08923518820857783,462,25693,0.08907832568303083,0.08939205073412483
2017,46-65 y.,Upper Secondary Level,Seldom,0.11577677639785465,576,25693,0.11560072491200027,0.11595282788370903
2017,46-65 y.,Upper Secondary Level,Never,0.6938458307099202,3230,25693,0.6935922305108252,0.6940994309090153
2017,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.1278175544702346,100,25693,0.1273240520739996,0.1283110568664696
2017,46-65 y.,Post-secondary Non-tertiary Level,At least once per month,0.08828113279844736,87,25693,0.08786180392934756,0.08870046166754716
2017,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.1269772092082155,104,25693,0.12648509486568457,0.12746932355074644
2017,46-65 y.,Post-secondary Non-tertiary Level,Never,0.6569241035231025,559,25693,0.6562224171458839,0.6576257899003211
2017,46-65 y.,First Stage of Tertiary Education,At least once per week,0.15255620109262275,138,25693,0.15206974288232805,0.15304265930291744
2017,46-65 y.,First Stage of Tertiary Education,At least once per month,0.134585960767435,117,25693,0.13412423192981515,0.13504768960505487
2017,46-65 y.,First Stage of Tertiary Education,Seldom,0.15887452176062475,128,25693,0.15837994617476941,0.15936909734648008
2017,46-65 y.,First Stage of Tertiary Education,Never,0.5539833163793175,400,25693,0.5533108059142703,0.5546558268443648
2017,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.1661810102258958,447,25693,0.16586940421546925,0.16649261623632233
2017,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.1252648645232177,369,25693,0.12498776730886181,0.12554196173757357
2017,46-65 y.,Second Stage of Tertiary Education,Seldom,0.16783626819581374,424,25693,0.16752342512729185,0.16814911126433563
2017,46-65 y.,Second Stage of Tertiary Education,Never,0.5407178570550728,1382,25693,0.5403006954075291,0.5411350187026165
2017,66 and older,Primary Level,Never,1.0,38,25693,1.0,1.0
2017,66 and older,Lower Secondary Level,At least once per week,0.08525570611163255,49,25693,0.08490270914110976,0.08560870308215535
2017,66 and older,Lower Secondary Level,At least once per month,0.06979427527629063,44,25693,0.06947219895226031,0.07011635160032095
