year,age_gr,pgisced97,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1985,66 and older,First Stage of Tertiary Education,Never,1.0,65,10224,1.0,1.0
1985,66 and older,Second Stage of Tertiary Education,Never,1.0,43,10224,1.0,1.0
1986,17-29 y.,Pre-primary Level,Never,1.0,149,9731,1.0,1.0
1986,17-29 y.,Primary Level,Never,1.0,142,9731,1.0,1.0
1986,17-29 y.,Lower Secondary Level,At least once per week,0.09709025197884266,66,9731,0.09677155722117149,0.09740894673651383
1986,17-29 y.,Lower Secondary Level,Seldom,0.0991133455029945,78,9731,0.09879170844630117,0.09943498255968783
1986,17-29 y.,Lower Secondary Level,Never,0.8037964025181629,764,9731,0.8033689464893016,0.8042238585470242
1986,17-29 y.,Upper Secondary Level,At least once per week,0.09934641951281035,124,9731,0.09911325636683828,0.09957958265878243
1986,17-29 y.,Upper Secondary Level,At least once per month,0.05080670637482023,73,9731,0.05063553042030156,0.0509778823293389
1986,17-29 y.,Upper Secondary Level,Seldom,0.10924411599259437,145,9731,0.10900096094803806,0.10948727103715068
1986,17-29 y.,Upper Secondary Level,Never,0.740602758119775,1045,9731,0.7402611090470996,0.7409444071924505
1986,17-29 y.,Post-secondary Non-tertiary Level,Never,1.0,81,9731,1.0,1.0
1986,17-29 y.,First Stage of Tertiary Education,Never,1.0,73,9731,1.0,1.0
1986,17-29 y.,Second Stage of Tertiary Education,Never,1.0,68,9731,1.0,1.0
1986,30-45 y.,Primary Level,Never,1.0,263,9731,1.0,1.0
1986,30-45 y.,Lower Secondary Level,Seldom,0.08505071930761991,40,9731,0.08462346997220155,0.08547796864303828
1986,30-45 y.,Lower Secondary Level,Never,0.91494928069238,524,9731,0.9145220313569616,0.9153765300277984
1986,30-45 y.,Upper Secondary Level,At least once per week,0.09584416616170834,147,9731,0.09563228498311276,0.09605604734030392
1986,30-45 y.,Upper Secondary Level,At least once per month,0.09312309141722008,138,9731,0.09291392557758348,0.09333225725685669
1986,30-45 y.,Upper Secondary Level,Seldom,0.08049993581896353,119,9731,0.08030411379142381,0.08069575784650325
1986,30-45 y.,Upper Secondary Level,Never,0.7305328066021081,1238,9731,0.7302134611722151,0.730852152032001
1986,30-45 y.,Post-secondary Non-tertiary Level,Never,1.0,70,9731,1.0,1.0
1986,30-45 y.,First Stage of Tertiary Education,Never,1.0,145,9731,1.0,1.0
1986,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.10926771703283063,42,9731,0.10881000717336818,0.10972542689229307
1986,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.10169689248811908,43,9731,0.10125345130036177,0.1021403336758764
1986,30-45 y.,Second Stage of Tertiary Education,Seldom,0.11820428900544185,42,9731,0.11773062395084724,0.11867795406003645
1986,30-45 y.,Second Stage of Tertiary Education,Never,0.6708311014736085,247,9731,0.6701416769489268,0.6715205259982902
1986,46-65 y.,Primary Level,Never,1.0,300,9731,1.0,1.0
1986,46-65 y.,Lower Secondary Level,At least once per week,0.04349870718264869,33,9731,0.043316348130147786,0.0436810662351496
1986,46-65 y.,Lower Secondary Level,At least once per month,0.060764693726732384,47,9731,0.06055111439025046,0.06097827306321431
1986,46-65 y.,Lower Secondary Level,Seldom,0.05798310548110374,51,9731,0.05777416314152982,0.05819204782067766
1986,46-65 y.,Lower Secondary Level,Never,0.8377534936095152,804,9731,0.8374238898380799,0.8380830973809505
1986,46-65 y.,Upper Secondary Level,At least once per week,0.09381636585597049,126,9731,0.09361410269942609,0.09401862901251488
1986,46-65 y.,Upper Secondary Level,At least once per month,0.0853956851189795,117,9731,0.08520181808898251,0.0855895521489765
1986,46-65 y.,Upper Secondary Level,Seldom,0.071367215286316,97,9731,0.07118863202408272,0.07154579854854927
1986,46-65 y.,Upper Secondary Level,Never,0.7494207337387341,1099,9731,0.7491201227934654,0.7497213446840028
1986,46-65 y.,Post-secondary Non-tertiary Level,Never,1.0,40,9731,1.0,1.0
1986,46-65 y.,First Stage of Tertiary Education,Never,1.0,120,9731,1.0,1.0
1986,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.20672473316016401,37,9731,0.20590931933640427,0.20754014698392376
1986,46-65 y.,Second Stage of Tertiary Education,Never,0.7932752668398358,141,9731,0.7924598530160761,0.7940906806635956
1986,66 and older,Lower Secondary Level,Never,1.0,349,9731,1.0,1.0
1986,66 and older,Upper Secondary Level,Never,1.0,403,9731,1.0,1.0
1986,66 and older,First Stage of Tertiary Education,Never,1.0,62,9731,1.0,1.0
1986,66 and older,Second Stage of Tertiary Education,Never,1.0,39,9731,1.0,1.0
1988,17-29 y.,Pre-primary Level,Never,1.0,119,9214,1.0,1.0
1988,17-29 y.,Primary Level,Never,1.0,118,9214,1.0,1.0
1988,17-29 y.,Lower Secondary Level,At least once per week,0.09190538095220593,73,9214,0.09157718947181989,0.09223357243259198
1988,17-29 y.,Lower Secondary Level,At least once per month,0.037162081512247286,31,9214,0.03694719067872025,0.03737697234577432
1988,17-29 y.,Lower Secondary Level,Seldom,0.0840956306237189,59,9214,0.0837803458023167,0.0844109154451211
1988,17-29 y.,Lower Secondary Level,Never,0.7868369069118278,747,9214,0.7863716534107376,0.7873021604129181
1988,17-29 y.,Upper Secondary Level,At least once per week,0.1021231261392465,119,9214,0.10188841795876992,0.10235783431972308
1988,17-29 y.,Upper Secondary Level,At least once per month,0.04934930761473046,64,9214,0.04918142381127338,0.04951719141818755
1988,17-29 y.,Upper Secondary Level,Seldom,0.11718144980036001,143,9214,0.11693214941951115,0.11743075018120887
1988,17-29 y.,Upper Secondary Level,Never,0.7313461164456629,978,9214,0.7310025459790932,0.7316896869122327
1988,17-29 y.,Post-secondary Non-tertiary Level,Never,1.0,74,9214,1.0,1.0
1988,17-29 y.,First Stage of Tertiary Education,Never,1.0,63,9214,1.0,1.0
1988,17-29 y.,Second Stage of Tertiary Education,Never,1.0,52,9214,1.0,1.0
1988,30-45 y.,Primary Level,Never,1.0,221,9214,1.0,1.0
1988,30-45 y.,Lower Secondary Level,Seldom,0.0959787469861093,37,9214,0.0955030668948414,0.09645442707737718
1988,30-45 y.,Lower Secondary Level,Never,0.9040212530138907,442,9214,0.9035455729226228,0.9044969331051586
1988,30-45 y.,Upper Secondary Level,At least once per week,0.09652543546606354,132,9214,0.09631395549838692,0.09673691543374016
1988,30-45 y.,Upper Secondary Level,At least once per month,0.08414084199000907,120,9214,0.08394204575346746,0.08433963822655068
1988,30-45 y.,Upper Secondary Level,Seldom,0.10255606774099107,148,9214,0.10233881026567404,0.10277332521630811
1988,30-45 y.,Upper Secondary Level,Never,0.7167776548029363,1084,9214,0.7164549938800663,0.7171003157258063
1988,30-45 y.,Post-secondary Non-tertiary Level,Never,1.0,71,9214,1.0,1.0
1988,30-45 y.,First Stage of Tertiary Education,At least once per month,0.15968016463924098,32,9214,0.15895773540017283,0.16040259387830913
1988,30-45 y.,First Stage of Tertiary Education,Seldom,0.1860071528494432,34,9214,0.1852397513586882,0.18677455434019818
1988,30-45 y.,First Stage of Tertiary Education,Never,0.6543126825113158,122,9214,0.6533747277031655,0.6552506373194661
1988,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.14255882786531432,47,9214,0.14204976293632424,0.1430678927943044
1988,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.10220928990276024,36,9214,0.10176822074257702,0.10265035906294345
1988,30-45 y.,Second Stage of Tertiary Education,Seldom,0.13989580752024966,44,9214,0.1393907372150398,0.1404008778254595
1988,30-45 y.,Second Stage of Tertiary Education,Never,0.6153360747116758,214,9214,0.6146276872404773,0.6160444621828743
1988,46-65 y.,Primary Level,Never,1.0,292,9214,1.0,1.0
1988,46-65 y.,Lower Secondary Level,At least once per week,0.05863936585713106,43,9214,0.0584254625111791,0.058853269203083015
1988,46-65 y.,Lower Secondary Level,At least once per month,0.06655551026946145,47,9214,0.0663285858746639,0.066782434664259
1988,46-65 y.,Lower Secondary Level,Seldom,0.0764268052404892,60,9214,0.07618492330130117,0.07666868717967723
1988,46-65 y.,Lower Secondary Level,Never,0.7983783186329183,725,9214,0.7980130453463558,0.7987435919194809
1988,46-65 y.,Upper Secondary Level,At least once per week,0.10236942130705587,141,9214,0.10216149115263372,0.10257735146147802
1988,46-65 y.,Upper Secondary Level,At least once per month,0.09465822095558575,126,9214,0.09445741851699235,0.09485902339417915
1988,46-65 y.,Upper Secondary Level,Seldom,0.09857999551268372,128,9214,0.09837551989655718,0.09878447112881025
1988,46-65 y.,Upper Secondary Level,Never,0.7043923622246747,1011,9214,0.7040793590970558,0.7047053653522937
1988,46-65 y.,Post-secondary Non-tertiary Level,Never,1.0,42,9214,1.0,1.0
1988,46-65 y.,First Stage of Tertiary Education,At least once per week,0.22528088964994725,31,9214,0.22442410388741738,0.22613767541247712
1988,46-65 y.,First Stage of Tertiary Education,Never,0.7747191103500528,110,9214,0.7738623245875229,0.7755758961125827
1988,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.18843826602079145,35,9214,0.18772149494357465,0.18915503709800824
1988,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.15224988132643438,31,9214,0.1515913937990606,0.15290836885380818
1988,46-65 y.,Second Stage of Tertiary Education,Never,0.6593118526527741,129,9214,0.658443174105942,0.6601805311996063
1988,66 and older,Lower Secondary Level,Never,1.0,333,9214,1.0,1.0
1988,66 and older,Upper Secondary Level,Never,1.0,413,9214,1.0,1.0
1988,66 and older,First Stage of Tertiary Education,Never,1.0,52,9214,1.0,1.0
1988,66 and older,Second Stage of Tertiary Education,Never,1.0,41,9214,1.0,1.0
1990,17-29 y.,Pre-primary Level,Never,1.0,152,13096,1.0,1.0
1990,17-29 y.,Primary Level,Never,1.0,107,13096,1.0,1.0
1990,17-29 y.,Lower Secondary Level,At least once per week,0.09559166400227428,67,13096,0.09527481922123536,0.09590850878331321
1990,17-29 y.,Lower Secondary Level,Seldom,0.10716471748511183,89,13096,0.10683139404712773,0.10749804092309594
1990,17-29 y.,Lower Secondary Level,Never,0.7972436185126139,788,13096,0.7968103700197174,0.7976768670055104
1990,17-29 y.,Upper Secondary Level,At least once per week,0.07431716497725588,120,13096,0.07413752541071335,0.07449680454379841
1990,17-29 y.,Upper Secondary Level,At least once per month,0.060695885316709,109,13096,0.06053235093859085,0.060859419694827145
1990,17-29 y.,Upper Secondary Level,Seldom,0.11975085056246006,213,13096,0.11952848453548356,0.11997321658943655
1990,17-29 y.,Upper Secondary Level,Never,0.745236099143575,1507,13096,0.744937669326232,0.7455345289609181
1990,17-29 y.,Post-secondary Non-tertiary Level,Never,1.0,119,13096,1.0,1.0
1990,17-29 y.,First Stage of Tertiary Education,Never,1.0,70,13096,1.0,1.0
1990,17-29 y.,Second Stage of Tertiary Education,Seldom,0.19706453813299024,35,13096,0.19614167190351073,0.19798740436246975
1990,17-29 y.,Second Stage of Tertiary Education,Never,0.8029354618670098,163,13096,0.8020125956375304,0.8038583280964893
1990,30-45 y.,Primary Level,Never,1.0,182,13096,1.0,1.0
1990,30-45 y.,Lower Secondary Level,Seldom,0.10608424234302907,43,13096,0.10559702681180293,0.10657145787425522
1990,30-45 y.,Lower Secondary Level,Never,0.8939157576569708,429,13096,0.8934285421257447,0.894402973188197
1990,30-45 y.,Upper Secondary Level,At least once per week,0.08498700082404091,171,13096,0.0848135571394429,0.08516044450863892
1990,30-45 y.,Upper Secondary Level,At least once per month,0.08553925215682891,202,13096,0.08536529837849528,0.08571320593516253
1990,30-45 y.,Upper Secondary Level,Seldom,0.1459763803674461,307,13096,0.1457567740427257,0.1461959866921665
1990,30-45 y.,Upper Secondary Level,Never,0.683497366651684,1578,13096,0.6832080817989665,0.6837866515044015
1990,30-45 y.,Post-secondary Non-tertiary Level,Never,1.0,85,13096,1.0,1.0
1990,30-45 y.,First Stage of Tertiary Education,At least once per week,0.11091196632519944,33,13096,0.11039105879510182,0.11143287385529706
1990,30-45 y.,First Stage of Tertiary Education,At least once per month,0.13237087432367725,47,13096,0.13180871122997678,0.13293303741737772
1990,30-45 y.,First Stage of Tertiary Education,Seldom,0.14751081484951697,35,13096,0.14692257367422965,0.1480990560248043
1990,30-45 y.,First Stage of Tertiary Education,Never,0.6092063445016063,185,13096,0.6083969597624872,0.6100157292407253
1990,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.11420474747407602,94,13096,0.11384932985634034,0.1145601650918117
1990,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.12863444968392032,129,13096,0.12826033131008918,0.12900856805775146
1990,30-45 y.,Second Stage of Tertiary Education,Seldom,0.18385584863216395,144,13096,0.1834229837436877,0.1842887135206402
1990,30-45 y.,Second Stage of Tertiary Education,Never,0.5733049542098396,439,13096,0.5727522639053245,0.5738576445143547
1990,46-65 y.,Primary Level,Never,1.0,284,13096,1.0,1.0
1990,46-65 y.,Lower Secondary Level,At least once per week,0.052667330778069295,41,13096,0.052471835467977304,0.052862826088161285
1990,46-65 y.,Lower Secondary Level,At least once per month,0.0497453200990986,44,13096,0.049555032469935874,0.049935607728261326
1990,46-65 y.,Lower Secondary Level,Seldom,0.09810151317494364,80,13096,0.09784117904146573,0.09836184730842155
1990,46-65 y.,Lower Secondary Level,Never,0.7994858359478886,782,13096,0.7991354131549433,0.7998362587408339
1990,46-65 y.,Upper Secondary Level,At least once per week,0.09988697598746482,181,13096,0.09970982056630107,0.10006413140862858
1990,46-65 y.,Upper Secondary Level,At least once per month,0.09638910994079886,201,13096,0.09621474618931365,0.09656347369228406
1990,46-65 y.,Upper Secondary Level,Seldom,0.11518164315519802,228,13096,0.11499303077824088,0.11537025553215516
1990,46-65 y.,Upper Secondary Level,Never,0.6885422709165383,1482,13096,0.6882686707537644,0.6888158710793122
1990,46-65 y.,Post-secondary Non-tertiary Level,Never,1.0,48,13096,1.0,1.0
1990,46-65 y.,First Stage of Tertiary Education,At least once per week,0.1333366332936237,35,13096,0.13279122470734508,0.1338820418799023
1990,46-65 y.,First Stage of Tertiary Education,At least once per month,0.12027201366733033,40,13096,0.11975012423432996,0.1207939031003307
1990,46-65 y.,First Stage of Tertiary Education,Seldom,0.1970494428288212,52,13096,0.19641124691998263,0.19768763873765977
1990,46-65 y.,First Stage of Tertiary Education,Never,0.5493419102102247,137,13096,0.5485436086818513,0.5501402117385982
1990,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.14270969662494298,74,13096,0.14226968370911636,0.1431497095407696
1990,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.18754016239986362,111,13096,0.18704911567120988,0.18803120912851737
1990,46-65 y.,Second Stage of Tertiary Education,Seldom,0.1756451919920488,91,13096,0.1751665068493837,0.17612387713471392
1990,46-65 y.,Second Stage of Tertiary Education,Never,0.4941049489831447,251,13096,0.49347600126650837,0.4947338966997811
1990,66 and older,Lower Secondary Level,Never,1.0,454,13096,1.0,1.0
1990,66 and older,Upper Secondary Level,At least once per week,0.056207390283331174,41,13096,0.05601101939313095,0.0564037611735314
1990,66 and older,Upper Secondary Level,At least once per month,0.048502447846464444,38,13096,0.048319289051153146,0.04868560664177574
1990,66 and older,Upper Secondary Level,Seldom,0.05388879771742928,41,13096,0.05369628365809984,0.05408131177675871
1990,66 and older,Upper Secondary Level,Never,0.8414013641527751,562,13096,0.8410899104906955,0.8417128178148547
1990,66 and older,First Stage of Tertiary Education,Never,1.0,82,13096,1.0,1.0
1990,66 and older,Second Stage of Tertiary Education,Never,1.0,74,13096,1.0,1.0
1992,17-29 y.,Pre-primary Level,Never,1.0,145,12432,1.0,1.0
1992,17-29 y.,Primary Level,Never,1.0,115,12432,1.0,1.0
1992,17-29 y.,Lower Secondary Level,At least once per week,0.08134000547799028,48,12432,0.08103656740781673,0.08164344354816383
1992,17-29 y.,Lower Secondary Level,Seldom,0.0911101990286541,77,12432,0.09079076610271353,0.09142963195459466
1992,17-29 y.,Lower Secondary Level,Never,0.8275497954933556,774,12432,0.8271304524028595,0.8279691385838517
1992,17-29 y.,Upper Secondary Level,At least once per week,0.05690583368199521,96,12432,0.05674056448540148,0.05707110287858894
1992,17-29 y.,Upper Secondary Level,At least once per month,0.04914418494708838,79,12432,0.04898996896165758,0.04929840093251918
1992,17-29 y.,Upper Secondary Level,Seldom,0.13150000708121123,217,12432,0.13125891453185465,0.13174109963056782
1992,17-29 y.,Upper Secondary Level,Never,0.7624499742897051,1360,12432,0.762146362096176,0.7627535864832341
1992,17-29 y.,Post-secondary Non-tertiary Level,Never,1.0,127,12432,1.0,1.0
1992,17-29 y.,First Stage of Tertiary Education,Never,1.0,71,12432,1.0,1.0
1992,17-29 y.,Second Stage of Tertiary Education,Never,1.0,135,12432,1.0,1.0
1992,30-45 y.,Primary Level,Never,1.0,177,12432,1.0,1.0
1992,30-45 y.,Lower Secondary Level,Seldom,0.11847838282027892,43,12432,0.11798670943482821,0.11897005620572963
1992,30-45 y.,Lower Secondary Level,Never,0.8815216171797211,398,12432,0.8810299437942704,0.8820132905651719
1992,30-45 y.,Upper Secondary Level,At least once per week,0.07239528018410275,143,12432,0.07223609008820636,0.07255447027999914
1992,30-45 y.,Upper Secondary Level,At least once per month,0.05985064571528201,132,12432,0.059704928021554755,0.05999636340900926
1992,30-45 y.,Upper Secondary Level,Seldom,0.1367385617550603,278,12432,0.13652750652562015,0.13694961698450045
1992,30-45 y.,Upper Secondary Level,Never,0.731015512345555,1690,12432,0.730743112813749,0.7312879118773609
1992,30-45 y.,Post-secondary Non-tertiary Level,Never,1.0,99,12432,1.0,1.0
1992,30-45 y.,First Stage of Tertiary Education,Seldom,0.19028323362280428,46,12432,0.18961695725330588,0.19094950999230267
1992,30-45 y.,First Stage of Tertiary Education,Never,0.8097167663771958,209,12432,0.8090504900076975,0.8103830427466941
1992,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.0714806166937516,57,12432,0.07121077586960854,0.07175045751789465
1992,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.07743366698526448,68,12432,0.07715371617018132,0.07771361780034763
1992,30-45 y.,Second Stage of Tertiary Education,Seldom,0.17457379679826104,128,12432,0.17417619652283123,0.17497139707369086
1992,30-45 y.,Second Stage of Tertiary Education,Never,0.6765119195227228,569,12432,0.6760219321478975,0.6770019068975481
1992,46-65 y.,Primary Level,Never,1.0,261,12432,1.0,1.0
1992,46-65 y.,Lower Secondary Level,At least once per month,0.0566855440851374,45,12432,0.05646928039665238,0.05690180777362242
1992,46-65 y.,Lower Secondary Level,Seldom,0.09130443198876073,66,12432,0.09103504641432066,0.09157381756320081
1992,46-65 y.,Lower Secondary Level,Never,0.8520100239261019,728,12432,0.8516779324693414,0.8523421153828624
1992,46-65 y.,Upper Secondary Level,At least once per week,0.07553785694108796,133,12432,0.0753798837208732,0.07569583016130271
1992,46-65 y.,Upper Secondary Level,At least once per month,0.08596131406594625,143,12432,0.08579374633562072,0.08612888179627178
1992,46-65 y.,Upper Secondary Level,Seldom,0.10109141245715283,189,12432,0.1009112055335412,0.10127161938076447
1992,46-65 y.,Upper Secondary Level,Never,0.737409416535813,1473,12432,0.7371463591563822,0.7376724739152439
1992,46-65 y.,Post-secondary Non-tertiary Level,Never,1.0,46,12432,1.0,1.0
1992,46-65 y.,First Stage of Tertiary Education,At least once per week,0.15566423339761495,33,12432,0.15509094565345166,0.15623752114177825
1992,46-65 y.,First Stage of Tertiary Education,At least once per month,0.1077046886349644,32,12432,0.10721446724640026,0.10819491002352853
1992,46-65 y.,First Stage of Tertiary Education,Seldom,0.14569489626407575,41,12432,0.14513700531557272,0.14625278721257878
1992,46-65 y.,First Stage of Tertiary Education,Never,0.5909361817033449,145,12432,0.5901587066366437,0.5917136567700462
1992,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.10710390174289262,55,12432,0.10673561577054573,0.10747218771523952
1992,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.13112427790845918,77,12432,0.13072229975154903,0.13152625606536933
1992,46-65 y.,Second Stage of Tertiary Education,Seldom,0.16179501223636236,88,12432,0.16135644139540645,0.16223358307731828
1992,46-65 y.,Second Stage of Tertiary Education,Never,0.5999768081122859,323,12432,0.5993933739090188,0.600560242315553
1992,66 and older,Lower Secondary Level,Never,1.0,427,12432,1.0,1.0
1992,66 and older,Upper Secondary Level,At least once per week,0.06055884823608762,40,12432,0.06036155017906395,0.06075614629311129
1992,66 and older,Upper Secondary Level,At least once per month,0.05079212487299658,35,12432,0.05061049885057472,0.05097375089541844
1992,66 and older,Upper Secondary Level,Seldom,0.05382332926524858,38,12432,0.0536366609483929,0.054009997582104265
1992,66 and older,Upper Secondary Level,Never,0.8348256976256673,580,12432,0.834518535008042,0.8351328602432926
1992,66 and older,First Stage of Tertiary Education,Never,1.0,80,12432,1.0,1.0
1992,66 and older,Second Stage of Tertiary Education,Never,1.0,73,12432,1.0,1.0
1994,17-29 y.,Pre-primary Level,Seldom,0.23296473931841338,32,12008,0.23207034170903618,0.2338591369277906
1994,17-29 y.,Pre-primary Level,Never,0.7670352606815867,173,12008,0.7661408630722095,0.7679296582909638
1994,17-29 y.,Primary Level,Never,1.0,95,12008,1.0,1.0
1994,17-29 y.,Lower Secondary Level,At least once per week,0.05753612073781362,36,12008,0.05725908142080045,0.057813160054826784
1994,17-29 y.,Lower Secondary Level,At least once per month,0.04172417827762612,32,12008,0.04148628732601861,0.04196206922923362
1994,17-29 y.,Lower Secondary Level,Seldom,0.11606255343951767,70,12008,0.11568149148660845,0.1164436153924269
1994,17-29 y.,Lower Secondary Level,Never,0.7846771475450426,626,12008,0.7841881244988085,0.7851661705912767
1994,17-29 y.,Upper Secondary Level,At least once per week,0.0732711525445406,103,12008,0.07307632674648852,0.07346597834259268
1994,17-29 y.,Upper Secondary Level,At least once per month,0.05124226696395503,75,12008,0.051077414499842246,0.05140711942806781
1994,17-29 y.,Upper Secondary Level,Seldom,0.12852312829423698,202,12008,0.12827290819719378,0.12877334839128018
1994,17-29 y.,Upper Secondary Level,Never,0.7469634521972675,1264,12008,0.7466384061308365,0.7472884982636984
1994,17-29 y.,Post-secondary Non-tertiary Level,Never,1.0,121,12008,1.0,1.0
1994,17-29 y.,First Stage of Tertiary Education,Never,1.0,70,12008,1.0,1.0
1994,17-29 y.,Second Stage of Tertiary Education,Never,1.0,124,12008,1.0,1.0
1994,30-45 y.,Primary Level,Never,1.0,142,12008,1.0,1.0
1994,30-45 y.,Lower Secondary Level,Seldom,0.08012584134022473,31,12008,0.079704957211335,0.08054672546911446
1994,30-45 y.,Lower Secondary Level,Never,0.9198741586597752,370,12008,0.9194532745308854,0.9202950427886649
1994,30-45 y.,Upper Secondary Level,At least once per week,0.06859597313680842,134,12008,0.06844494328747501,0.06874700298614182
1994,30-45 y.,Upper Secondary Level,At least once per month,0.07187545957824837,152,12008,0.07172113401595731,0.07202978514053943
1994,30-45 y.,Upper Secondary Level,Seldom,0.12522201039509298,266,12008,0.12502425256765765,0.12541976822252832
1994,30-45 y.,Upper Secondary Level,Never,0.7343065568898504,1663,12008,0.7340426361352644,0.7345704776444363
