year,bula_h,pgisced97,plg0292_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,"Rhineland-Palatinate, Saarland",higher education,Further vocational education,0.5,16099,0.4922762781479938,0.5077237218520062
1984,"Rhineland-Palatinate, Saarland",higher education,Further general/political education,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Baden-Wuerttemberg,general elementary,Further vocational education,0.4,16099,0.39243232901896025,0.4075676709810398
1984,Baden-Wuerttemberg,general elementary,Others,0.4,16099,0.39243232901896025,0.4075676709810398
1984,Baden-Wuerttemberg,general elementary,Vocational Retraining,0.2,16099,0.19382102251839506,0.20617897748160496
1984,Baden-Wuerttemberg,middle vocational,Further vocational education,0.6428571428571429,16099,0.6354553855284059,0.65025890018588
1984,Baden-Wuerttemberg,middle vocational,Others,0.21428571428571427,16099,0.2079472279938165,0.22062420057761203
1984,Baden-Wuerttemberg,middle vocational,Vocational Retraining,0.07142857142857142,16099,0.0674502464035957,0.07540689645354715
1984,Baden-Wuerttemberg,middle vocational,Further general/political education,0.07142857142857142,16099,0.0674502464035957,0.07540689645354715
1984,Baden-Wuerttemberg,vocational + Abi,Further vocational education,1.0,16099,1.0,1.0
1984,Baden-Wuerttemberg,higher vocational,Further vocational education,1.0,16099,1.0,1.0
1984,Baden-Wuerttemberg,higher education,Further vocational education,0.8,16099,0.793821022518395,0.806178977481605
1984,Baden-Wuerttemberg,higher education,Others,0.2,16099,0.19382102251839506,0.20617897748160496
1984,Bavaria,inadequately,Others,1.0,16099,1.0,1.0
1984,Bavaria,general elementary,Others,1.0,16099,1.0,1.0
1984,Bavaria,middle vocational,Further vocational education,0.7272727272727273,16099,0.7203930263808729,0.7341524281645817
1984,Bavaria,middle vocational,Vocational Retraining,0.18181818181818182,16099,0.1758601860753975,0.18777617756096615
1984,Bavaria,middle vocational,Further general/political education,0.09090909090909091,16099,0.08646826307891753,0.0953499187392643
1984,Bavaria,vocational + Abi,Further vocational education,0.6666666666666666,16099,0.6593846718699302,0.673948661463403
1984,Bavaria,vocational + Abi,Further general/political education,0.3333333333333333,16099,0.3260513385365969,0.3406153281300697
1984,Bavaria,higher vocational,Further vocational education,1.0,16099,1.0,1.0
1984,Bavaria,higher education,Further vocational education,0.6666666666666666,16099,0.6593846718699302,0.673948661463403
1984,Bavaria,higher education,Multiple answers,0.16666666666666666,16099,0.16090974429987118,0.17242358903346214
1984,Bavaria,higher education,Others,0.16666666666666666,16099,0.16090974429987118,0.17242358903346214
1984,Berlin,middle vocational,Further vocational education,0.7777777777777778,16099,0.7713556620175674,0.7841998935379881
1984,Berlin,middle vocational,Others,0.2222222222222222,16099,0.21580010646201192,0.2286443379824325
1984,Berlin,vocational + Abi,Others,1.0,16099,1.0,1.0
1984,Berlin,higher education,Further vocational education,1.0,16099,1.0,1.0
1985,Schleswig-Holstein,general elementary,Others,1.0,14443,1.0,1.0
1985,Schleswig-Holstein,middle vocational,Further vocational education,0.75,14443,0.7429379953081331,0.7570620046918669
1985,Schleswig-Holstein,middle vocational,Further general/political education,0.25,14443,0.24293799530813312,0.2570620046918669
1985,Hamburg,general elementary,Vocational Retraining,1.0,14443,1.0,1.0
1985,Hamburg,middle vocational,Further vocational education,1.0,14443,1.0,1.0
1985,Lower Saxony,inadequately,Vocational Retraining,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Lower Saxony,inadequately,Others,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Lower Saxony,general elementary,Further vocational education,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Lower Saxony,general elementary,Others,0.25,14443,0.24293799530813312,0.2570620046918669
1985,Lower Saxony,general elementary,Further general/political education,0.25,14443,0.24293799530813312,0.2570620046918669
1985,Lower Saxony,middle vocational,Further vocational education,0.9090909090909091,14443,0.9044024008837056,0.9137794172981125
1985,Lower Saxony,middle vocational,Further general/political education,0.09090909090909091,14443,0.0862205827018875,0.09559759911629433
1985,Lower Saxony,vocational + Abi,Multiple answers,1.0,14443,1.0,1.0
1985,Lower Saxony,higher vocational,Vocational Retraining,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,Lower Saxony,higher vocational,Further vocational education,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,Lower Saxony,higher vocational,Others,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,Lower Saxony,higher education,Further vocational education,1.0,14443,1.0,1.0
1985,Bremen,middle vocational,Multiple answers,1.0,14443,1.0,1.0
1985,North Rhine-Westphalia,general elementary,Vocational Retraining,0.75,14443,0.7429379953081331,0.7570620046918669
1985,North Rhine-Westphalia,general elementary,Others,0.25,14443,0.24293799530813312,0.2570620046918669
1985,North Rhine-Westphalia,middle vocational,Further vocational education,0.5833333333333334,14443,0.575292887290385,0.5913737793762818
1985,North Rhine-Westphalia,middle vocational,Others,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1985,North Rhine-Westphalia,middle vocational,Vocational Retraining,0.125,14443,0.11960630482356445,0.13039369517643554
1985,North Rhine-Westphalia,middle vocational,Further general/political education,0.08333333333333333,14443,0.07882576351526946,0.0878409031513972
1985,North Rhine-Westphalia,middle vocational,Vocational rehabilitation,0.041666666666666664,14443,0.03840769907258328,0.044925634260750046
1985,North Rhine-Westphalia,vocational + Abi,Further vocational education,1.0,14443,1.0,1.0
1985,North Rhine-Westphalia,higher vocational,Further vocational education,0.5714285714285714,14443,0.5633577089235807,0.5794994339335621
1985,North Rhine-Westphalia,higher vocational,Multiple answers,0.2857142857142857,14443,0.2783466299601089,0.2930819414684625
1985,North Rhine-Westphalia,higher vocational,Others,0.14285714285714285,14443,0.13715018124983966,0.14856410446444604
1985,North Rhine-Westphalia,higher education,Others,0.75,14443,0.7429379953081331,0.7570620046918669
1985,North Rhine-Westphalia,higher education,Further vocational education,0.25,14443,0.24293799530813312,0.2570620046918669
1985,Hesse,general elementary,Others,1.0,14443,1.0,1.0
1985,Hesse,middle vocational,Further vocational education,0.7,14443,0.6925262767310996,0.7074737232689003
1985,Hesse,middle vocational,Vocational Retraining,0.2,14443,0.1934763995042116,0.2065236004957884
1985,Hesse,middle vocational,Others,0.1,14443,0.09510729962815871,0.1048927003718413
1985,Hesse,higher vocational,Further vocational education,1.0,14443,1.0,1.0
1985,Hesse,higher education,Further vocational education,0.75,14443,0.7429379953081331,0.7570620046918669
1985,Hesse,higher education,Further general/political education,0.25,14443,0.24293799530813312,0.2570620046918669
1985,"Rhineland-Palatinate, Saarland",inadequately,Others,1.0,14443,1.0,1.0
1985,"Rhineland-Palatinate, Saarland",general elementary,Further vocational education,1.0,14443,1.0,1.0
1985,"Rhineland-Palatinate, Saarland",middle vocational,Further vocational education,1.0,14443,1.0,1.0
1985,"Rhineland-Palatinate, Saarland",higher education,Further vocational education,1.0,14443,1.0,1.0
1985,Baden-Wuerttemberg,inadequately,Vocational Retraining,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Baden-Wuerttemberg,inadequately,Others,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Baden-Wuerttemberg,general elementary,Others,1.0,14443,1.0,1.0
1985,Baden-Wuerttemberg,middle vocational,Further vocational education,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Baden-Wuerttemberg,middle vocational,Vocational Retraining,0.3,14443,0.29252627673109954,0.30747372326890043
1985,Baden-Wuerttemberg,middle vocational,Others,0.2,14443,0.1934763995042116,0.2065236004957884
1985,Baden-Wuerttemberg,vocational + Abi,Further vocational education,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Baden-Wuerttemberg,vocational + Abi,Further general/political education,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Baden-Wuerttemberg,higher vocational,Further vocational education,0.4,14443,0.39201025374977555,0.4079897462502245
1985,Baden-Wuerttemberg,higher vocational,Multiple answers,0.2,14443,0.1934763995042116,0.2065236004957884
1985,Baden-Wuerttemberg,higher vocational,Vocational Retraining,0.2,14443,0.1934763995042116,0.2065236004957884
1985,Baden-Wuerttemberg,higher vocational,Others,0.2,14443,0.1934763995042116,0.2065236004957884
1985,Baden-Wuerttemberg,higher education,Further vocational education,1.0,14443,1.0,1.0
1985,Bavaria,general elementary,Further vocational education,0.6666666666666666,14443,0.6589785297527935,0.6743548035805398
1985,Bavaria,general elementary,Multiple answers,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1985,Bavaria,general elementary,Vocational Retraining,0.16666666666666666,14443,0.1605886607639024,0.1727446725694309
1985,Bavaria,middle vocational,Further vocational education,0.7368421052631579,14443,0.729660479258021,0.7440237312682947
1985,Bavaria,middle vocational,Vocational Retraining,0.10526315789473684,14443,0.10025805254314064,0.11026826324633303
1985,Bavaria,middle vocational,Others,0.10526315789473684,14443,0.10025805254314064,0.11026826324633303
1985,Bavaria,middle vocational,Further general/political education,0.05263157894736842,14443,0.04898982988290219,0.05627332801183465
1985,Bavaria,higher vocational,Further vocational education,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Bavaria,higher vocational,Others,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Bavaria,higher education,Further vocational education,0.75,14443,0.7429379953081331,0.7570620046918669
1985,Bavaria,higher education,Others,0.25,14443,0.24293799530813312,0.2570620046918669
1985,Berlin,middle vocational,Further vocational education,1.0,14443,1.0,1.0
1985,Berlin,vocational + Abi,Vocational Retraining,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Berlin,vocational + Abi,Further vocational education,0.5,14443,0.4918454993802645,0.5081545006197354
1985,Berlin,higher vocational,Further vocational education,1.0,14443,1.0,1.0
1985,Berlin,higher education,Further vocational education,1.0,14443,1.0,1.0
1986,Schleswig-Holstein,general elementary,Further vocational education,1.0,13742,1.0,1.0
1986,Schleswig-Holstein,middle vocational,Further vocational education,0.7142857142857143,13742,0.7067324782013823,0.7218389503700463
1986,Schleswig-Holstein,middle vocational,Further general/political education,0.14285714285714285,13742,0.13700643134422466,0.14870785437006104
1986,Schleswig-Holstein,middle vocational,Others,0.14285714285714285,13742,0.13700643134422466,0.14870785437006104
1986,Hamburg,middle vocational,Further vocational education,0.4,13742,0.3918090038819146,0.40819099611808546
1986,Hamburg,middle vocational,Further general/political education,0.2,13742,0.19331207967519096,0.20668792032480907
1986,Hamburg,middle vocational,Vocational Retraining,0.2,13742,0.19331207967519096,0.20668792032480907
1986,Hamburg,middle vocational,Others,0.2,13742,0.19331207967519096,0.20668792032480907
1986,Hamburg,higher education,Further vocational education,1.0,13742,1.0,1.0
1986,Lower Saxony,general elementary,Vocational Retraining,0.5,13742,0.4916400995939887,0.5083599004060113
1986,Lower Saxony,general elementary,Vocational rehabilitation,0.5,13742,0.4916400995939887,0.5083599004060113
1986,Lower Saxony,middle vocational,Further vocational education,0.6363636363636364,13742,0.6283206481965186,0.6444066245307541
1986,Lower Saxony,middle vocational,Others,0.2727272727272727,13742,0.2652809126199223,0.2801736328346231
1986,Lower Saxony,middle vocational,Vocational Retraining,0.09090909090909091,13742,0.08610248612815234,0.09571569569002948
1986,Lower Saxony,higher education,Further vocational education,0.6666666666666666,13742,0.6587848769771536,0.6745484563561797
1986,Lower Saxony,higher education,Others,0.3333333333333333,13742,0.3254515436438203,0.34121512302284634
1986,North Rhine-Westphalia,general elementary,Others,0.3333333333333333,13742,0.3254515436438203,0.34121512302284634
1986,North Rhine-Westphalia,general elementary,Further vocational education,0.3333333333333333,13742,0.3254515436438203,0.34121512302284634
1986,North Rhine-Westphalia,general elementary,Vocational Retraining,0.3333333333333333,13742,0.3254515436438203,0.34121512302284634
1986,North Rhine-Westphalia,middle vocational,Further vocational education,0.6190476190476191,13742,0.6109281342282011,0.627167103867037
1986,North Rhine-Westphalia,middle vocational,Vocational Retraining,0.19047619047619047,13742,0.18391071382978502,0.1970416671225959
1986,North Rhine-Westphalia,middle vocational,Further general/political education,0.09523809523809523,13742,0.09033010598797693,0.10014608448821354
1986,North Rhine-Westphalia,middle vocational,Others,0.09523809523809523,13742,0.09033010598797693,0.10014608448821354
1986,North Rhine-Westphalia,vocational + Abi,Further vocational education,1.0,13742,1.0,1.0
1986,North Rhine-Westphalia,higher vocational,Further vocational education,0.5714285714285714,13742,0.5631544158574701,0.5797027269996727
1986,North Rhine-Westphalia,higher vocational,Others,0.2857142857142857,13742,0.27816104962995364,0.29326752179861776
1986,North Rhine-Westphalia,higher vocational,Further general/political education,0.14285714285714285,13742,0.13700643134422466,0.14870785437006104
1986,North Rhine-Westphalia,higher education,Further vocational education,0.46153846153846156,13742,0.45320333126217327,0.46987359181474986
1986,North Rhine-Westphalia,higher education,Others,0.23076923076923078,13742,0.22372475995250926,0.2378137015859523
1986,North Rhine-Westphalia,higher education,Vocational Retraining,0.23076923076923078,13742,0.22372475995250926,0.2378137015859523
1986,North Rhine-Westphalia,higher education,Further general/political education,0.07692307692307693,13742,0.0724677623847916,0.08137839146136225
1986,Hesse,general elementary,Further vocational education,0.5,13742,0.4916400995939887,0.5083599004060113
1986,Hesse,general elementary,Others,0.5,13742,0.4916400995939887,0.5083599004060113
1986,Hesse,middle vocational,Further vocational education,0.5714285714285714,13742,0.5631544158574701,0.5797027269996727
1986,Hesse,middle vocational,Vocational Retraining,0.42857142857142855,13742,0.42029727300032727,0.43684558414252983
1986,Hesse,higher vocational,Further vocational education,1.0,13742,1.0,1.0
1986,Hesse,higher education,Further vocational education,0.75,13742,0.7427601138752864,0.7572398861247136
1986,Hesse,higher education,Vocational Retraining,0.25,13742,0.24276011387528634,0.25723988612471366
1986,"Rhineland-Palatinate, Saarland",inadequately,Others,1.0,13742,1.0,1.0
1986,"Rhineland-Palatinate, Saarland",middle vocational,Further vocational education,0.8,13742,0.793312079675191,0.8066879203248091
1986,"Rhineland-Palatinate, Saarland",middle vocational,Further general/political education,0.2,13742,0.19331207967519096,0.20668792032480907
1986,"Rhineland-Palatinate, Saarland",higher education,Further vocational education,1.0,13742,1.0,1.0
1986,Baden-Wuerttemberg,inadequately,Vocational Retraining,0.6666666666666666,13742,0.6587848769771536,0.6745484563561797
1986,Baden-Wuerttemberg,inadequately,Others,0.3333333333333333,13742,0.3254515436438203,0.34121512302284634
1986,Baden-Wuerttemberg,general elementary,Others,0.6666666666666666,13742,0.6587848769771536,0.6745484563561797
1986,Baden-Wuerttemberg,general elementary,Further general/political education,0.3333333333333333,13742,0.3254515436438203,0.34121512302284634
1986,Baden-Wuerttemberg,middle vocational,Further vocational education,0.7058823529411765,13742,0.6982640576356626,0.7135006482466905
1986,Baden-Wuerttemberg,middle vocational,Others,0.23529411764705882,13742,0.22820187068902445,0.2423863646050932
1986,Baden-Wuerttemberg,middle vocational,Vocational Retraining,0.058823529411764705,13742,0.05488945863246526,0.06275760019106415
1986,Baden-Wuerttemberg,vocational + Abi,Further vocational education,1.0,13742,1.0,1.0
1986,Baden-Wuerttemberg,higher vocational,Further vocational education,0.6666666666666666,13742,0.6587848769771536,0.6745484563561797
1986,Baden-Wuerttemberg,higher vocational,Vocational Retraining,0.3333333333333333,13742,0.3254515436438203,0.34121512302284634
1986,Bavaria,inadequately,Others,1.0,13742,1.0,1.0
1986,Bavaria,general elementary,Further vocational education,0.8571428571428571,13742,0.8512921456299389,0.8629935686557753
1986,Bavaria,general elementary,Vocational Retraining,0.14285714285714285,13742,0.13700643134422466,0.14870785437006104
1986,Bavaria,middle vocational,Further vocational education,0.6666666666666666,13742,0.6587848769771536,0.6745484563561797
1986,Bavaria,middle vocational,Further general/political education,0.1111111111111111,13742,0.10585658465143576,0.11636563757078645
1986,Bavaria,middle vocational,Others,0.1111111111111111,13742,0.10585658465143576,0.11636563757078645
1986,Bavaria,middle vocational,Vocational rehabilitation,0.05555555555555555,13742,0.05172569417848571,0.0593854169326254
1986,Bavaria,middle vocational,Vocational Retraining,0.05555555555555555,13742,0.05172569417848571,0.0593854169326254
1986,Bavaria,vocational + Abi,Vocational Retraining,1.0,13742,1.0,1.0
1986,Bavaria,higher vocational,Vocational Retraining,0.6666666666666666,13742,0.6587848769771536,0.6745484563561797
1986,Bavaria,higher vocational,Further vocational education,0.3333333333333333,13742,0.3254515436438203,0.34121512302284634
1986,Bavaria,higher education,Further vocational education,0.75,13742,0.7427601138752864,0.7572398861247136
1986,Bavaria,higher education,Vocational Retraining,0.25,13742,0.24276011387528634,0.25723988612471366
1986,Berlin,middle vocational,Further vocational education,0.8,13742,0.793312079675191,0.8066879203248091
1986,Berlin,middle vocational,Further general/political education,0.2,13742,0.19331207967519096,0.20668792032480907
1986,Berlin,vocational + Abi,Others,1.0,13742,1.0,1.0
1986,Berlin,higher vocational,Further vocational education,1.0,13742,1.0,1.0
1986,Berlin,higher education,Vocational Retraining,0.5,13742,0.4916400995939887,0.5083599004060113
1986,Berlin,higher education,Further vocational education,0.5,13742,0.4916400995939887,0.5083599004060113
1987,Schleswig-Holstein,middle vocational,Further vocational education,0.75,13496,0.7426944288864863,0.7573055711135137
1987,Schleswig-Holstein,middle vocational,Further general/political education,0.25,13496,0.2426944288864863,0.2573055711135137
1987,Hamburg,middle vocational,Further vocational education,0.6666666666666666,13496,0.6587133682187889,0.6746199651145444
1987,Hamburg,middle vocational,Multiple answers,0.3333333333333333,13496,0.3253800348854556,0.34128663178121105
1987,Lower Saxony,in school,Further general/political education,1.0,13496,1.0,1.0
1987,Lower Saxony,general elementary,Further vocational education,1.0,13496,1.0,1.0
1987,Lower Saxony,middle vocational,Further vocational education,0.5,13496,0.4915642531020578,0.5084357468979421
1987,Lower Saxony,middle vocational,Others,0.25,13496,0.2426944288864863,0.2573055711135137
1987,Lower Saxony,middle vocational,Further general/political education,0.125,13496,0.1194202778962401,0.1305797221037599
1987,Lower Saxony,middle vocational,Vocational Retraining,0.125,13496,0.1194202778962401,0.1305797221037599
1987,Lower Saxony,vocational + Abi,Vocational Retraining,0.5,13496,0.4915642531020578,0.5084357468979421
1987,Lower Saxony,vocational + Abi,Others,0.5,13496,0.4915642531020578,0.5084357468979421
1987,Lower Saxony,higher vocational,Further vocational education,1.0,13496,1.0,1.0
1987,Lower Saxony,higher education,Further vocational education,1.0,13496,1.0,1.0
1987,Bremen,middle vocational,Vocational Retraining,0.5,13496,0.4915642531020578,0.5084357468979421
1987,Bremen,middle vocational,Further general/political education,0.5,13496,0.4915642531020578,0.5084357468979421
1987,Bremen,higher vocational,Others,1.0,13496,1.0,1.0
1987,Bremen,higher education,Further vocational education,1.0,13496,1.0,1.0
1987,North Rhine-Westphalia,inadequately,Others,1.0,13496,1.0,1.0
1987,North Rhine-Westphalia,general elementary,Vocational Retraining,0.5,13496,0.4915642531020578,0.5084357468979421
1987,North Rhine-Westphalia,general elementary,Others,0.25,13496,0.2426944288864863,0.2573055711135137
1987,North Rhine-Westphalia,general elementary,Further vocational education,0.25,13496,0.2426944288864863,0.2573055711135137
1987,North Rhine-Westphalia,middle vocational,Further vocational education,0.4482758620689655,13496,0.4398853743483126,0.45666634978961845
1987,North Rhine-Westphalia,middle vocational,Others,0.20689655172413793,13496,0.2000622353093741,0.21373086813890177
1987,North Rhine-Westphalia,middle vocational,Vocational Retraining,0.13793103448275862,13496,0.1321132780014192,0.14374879096409804
1987,North Rhine-Westphalia,middle vocational,Multiple answers,0.10344827586206896,13496,0.09831017245989708,0.10858637926424085
1987,North Rhine-Westphalia,middle vocational,Further general/political education,0.06896551724137931,13496,0.06469035679326392,0.0732406776894947
1987,North Rhine-Westphalia,middle vocational,Vocational rehabilitation,0.034482758620689655,13496,0.03140429125309799,0.03756122598828132
1987,North Rhine-Westphalia,vocational + Abi,Further vocational education,1.0,13496,1.0,1.0
1987,North Rhine-Westphalia,higher vocational,Further vocational education,0.8571428571428571,13496,0.8512390641430787,0.8630466501426355
1987,North Rhine-Westphalia,higher vocational,Others,0.14285714285714285,13496,0.13695334985736446,0.14876093585692124
1987,North Rhine-Westphalia,higher education,Further vocational education,0.6363636363636364,13496,0.6282476769399856,0.6444795957872871
1987,North Rhine-Westphalia,higher education,Vocational Retraining,0.2727272727272727,13496,0.2652133543639184,0.280241191090627
1987,North Rhine-Westphalia,higher education,Others,0.09090909090909091,13496,0.08605887746141869,0.09575930435676314
1987,Hesse,inadequately,Vocational Retraining,1.0,13496,1.0,1.0
1987,Hesse,general elementary,Further vocational education,1.0,13496,1.0,1.0
1987,Hesse,middle vocational,Vocational Retraining,0.5714285714285714,13496,0.5630793472988415,0.5797777955583013
1987,Hesse,middle vocational,Further vocational education,0.2857142857142857,13496,0.2780925217250865,0.2933360497034849
1987,Hesse,middle vocational,Multiple answers,0.14285714285714285,13496,0.13695334985736446,0.14876093585692124
1987,Hesse,vocational + Abi,Further vocational education,1.0,13496,1.0,1.0
1987,Hesse,higher education,Further vocational education,0.75,13496,0.7426944288864863,0.7573055711135137
1987,Hesse,higher education,Multiple answers,0.25,13496,0.2426944288864863,0.2573055711135137
1987,"Rhineland-Palatinate, Saarland",inadequately,Others,1.0,13496,1.0,1.0
1987,"Rhineland-Palatinate, Saarland",middle vocational,Vocational Retraining,0.2857142857142857,13496,0.2780925217250865,0.2933360497034849
1987,"Rhineland-Palatinate, Saarland",middle vocational,Further vocational education,0.2857142857142857,13496,0.2780925217250865,0.2933360497034849
1987,"Rhineland-Palatinate, Saarland",middle vocational,Further general/political education,0.14285714285714285,13496,0.13695334985736446,0.14876093585692124
1987,"Rhineland-Palatinate, Saarland",middle vocational,Others,0.14285714285714285,13496,0.13695334985736446,0.14876093585692124
1987,"Rhineland-Palatinate, Saarland",middle vocational,Multiple answers,0.14285714285714285,13496,0.13695334985736446,0.14876093585692124
1987,"Rhineland-Palatinate, Saarland",higher education,Further vocational education,1.0,13496,1.0,1.0
1987,Baden-Wuerttemberg,inadequately,Vocational rehabilitation,1.0,13496,1.0,1.0
1987,Baden-Wuerttemberg,general elementary,Vocational Retraining,0.4,13496,0.3917346898003103,0.40826531019968976
1987,Baden-Wuerttemberg,general elementary,Further vocational education,0.4,13496,0.3917346898003103,0.40826531019968976
1987,Baden-Wuerttemberg,general elementary,Vocational rehabilitation,0.2,13496,0.19325140248164627,0.20674859751835375
1987,Baden-Wuerttemberg,middle vocational,Further vocational education,0.625,13496,0.6168321231878623,0.6331678768121377
1987,Baden-Wuerttemberg,middle vocational,Further general/political education,0.25,13496,0.2426944288864863,0.2573055711135137
1987,Baden-Wuerttemberg,middle vocational,Vocational rehabilitation,0.0625,13496,0.05841606159393113,0.06658393840606887
