year,quintil_oecd_hh,regtyp,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,2nd Quintile,Rural regions,No,0.29264,253,862,0.26225,0.32303
2003,3rd Quintile,Urban regions,Yes,0.74874,1077,1435,0.72629,0.77119
2003,3rd Quintile,Urban regions,No,0.24585,358,1435,0.22356,0.26813
2003,3rd Quintile,Rural regions,Yes,0.77110,600,779,0.74158,0.80063
2003,3rd Quintile,Rural regions,No,0.21020,179,779,0.18157,0.23883
2003,4th Quintile,Urban regions,Yes,0.79851,1225,1530,0.77840,0.81862
2003,4th Quintile,Urban regions,No,0.19554,305,1530,0.17566,0.21542
2003,4th Quintile,Rural regions,Yes,0.82879,615,731,0.80146,0.85611
2003,4th Quintile,Rural regions,No,0.16880,116,731,0.14163,0.19597
2003,5th Quintile,Urban regions,Yes,0.87398,2065,2315,0.86046,0.88751
2003,5th Quintile,Urban regions,No,0.11859,250,2315,0.10542,0.13177
2003,5th Quintile,Rural regions,Yes,0.85753,626,702,0.83166,0.88341
2003,5th Quintile,Rural regions,No,0.13406,76,702,0.10884,0.15929
2005,1st Quintile,Urban regions,Yes,0.35674,465,1261,0.33029,0.38319
2005,1st Quintile,Urban regions,No,0.62626,796,1261,0.59954,0.65297
2005,1st Quintile,Rural regions,Yes,0.39425,265,690,0.35776,0.43074
2005,1st Quintile,Rural regions,No,0.59707,425,690,0.56045,0.63370
2005,2nd Quintile,Urban regions,Yes,0.62421,790,1255,0.59741,0.65102
2005,2nd Quintile,Urban regions,No,0.36295,465,1255,0.33633,0.38956
2005,2nd Quintile,Rural regions,Yes,0.67759,524,792,0.64501,0.71016
2005,2nd Quintile,Rural regions,No,0.31669,268,792,0.28427,0.34911
2005,3rd Quintile,Urban regions,Yes,0.72394,971,1326,0.69987,0.74801
2005,3rd Quintile,Urban regions,No,0.27036,355,1326,0.24644,0.29427
2005,3rd Quintile,Rural regions,Yes,0.75820,572,761,0.72776,0.78864
2005,3rd Quintile,Rural regions,No,0.22721,189,761,0.19742,0.25700
2005,4th Quintile,Urban regions,Yes,0.79602,1192,1479,0.77548,0.81656
2005,4th Quintile,Urban regions,No,0.19775,287,1479,0.17745,0.21806
2005,4th Quintile,Rural regions,Yes,0.78322,587,723,0.75316,0.81327
2005,4th Quintile,Rural regions,No,0.21079,136,723,0.18104,0.24054
2005,5th Quintile,Urban regions,Yes,0.89912,1955,2174,0.88646,0.91178
2005,5th Quintile,Urban regions,No,0.09501,219,2174,0.08268,0.10733
2005,5th Quintile,Rural regions,Yes,0.87012,591,656,0.84438,0.89587
2005,5th Quintile,Rural regions,No,0.11742,65,656,0.09277,0.14208
2007,1st Quintile,Urban regions,Yes,0.36194,455,1229,0.33506,0.38882
2007,1st Quintile,Urban regions,No,0.63023,774,1229,0.60323,0.65723
2007,1st Quintile,Rural regions,Yes,0.31790,231,714,0.28372,0.35208
2007,1st Quintile,Rural regions,No,0.66437,483,714,0.62971,0.69903
2007,2nd Quintile,Urban regions,Yes,0.56925,755,1289,0.54221,0.59629
2007,2nd Quintile,Urban regions,No,0.41721,534,1289,0.39028,0.44414
2007,2nd Quintile,Rural regions,Yes,0.63344,513,800,0.60002,0.66685
2007,2nd Quintile,Rural regions,No,0.35384,287,800,0.32068,0.38699
2007,3rd Quintile,Urban regions,Yes,0.72640,993,1368,0.70277,0.75003
2007,3rd Quintile,Urban regions,No,0.26584,375,1368,0.24242,0.28925
2007,3rd Quintile,Rural regions,Yes,0.73312,618,834,0.70308,0.76316
2007,3rd Quintile,Rural regions,No,0.25580,216,834,0.22617,0.28543
2007,4th Quintile,Urban regions,Yes,0.77648,1234,1539,0.75566,0.79731
2007,4th Quintile,Urban regions,No,0.20902,305,1539,0.18870,0.22934
2007,4th Quintile,Rural regions,Yes,0.79092,636,778,0.76232,0.81951
2007,4th Quintile,Rural regions,No,0.20401,142,778,0.17567,0.23234
2007,5th Quintile,Urban regions,Yes,0.88560,1922,2130,0.87208,0.89912
2007,5th Quintile,Urban regions,No,0.10873,208,2130,0.09551,0.12196
2007,5th Quintile,Rural regions,Yes,0.84864,607,689,0.82186,0.87542
2007,5th Quintile,Rural regions,No,0.14224,82,689,0.11614,0.16834
2011,1st Quintile,Urban regions,Yes,0.33382,551,1371,0.30885,0.35880
2011,1st Quintile,Urban regions,No,0.51565,820,1371,0.48918,0.54211
2011,1st Quintile,Rural regions,Yes,0.32994,340,859,0.29848,0.36140
2011,1st Quintile,Rural regions,No,0.52945,519,859,0.49606,0.56285
2011,2nd Quintile,Urban regions,Yes,0.61113,865,1320,0.58483,0.63744
2011,2nd Quintile,Urban regions,No,0.28327,455,1320,0.25895,0.30758
2011,2nd Quintile,Rural regions,Yes,0.61142,622,902,0.57959,0.64324
2011,2nd Quintile,Rural regions,No,0.27401,280,902,0.24489,0.30314
2011,3rd Quintile,Urban regions,Yes,0.69119,1092,1444,0.66735,0.71502
2011,3rd Quintile,Urban regions,No,0.23583,352,1444,0.21393,0.25774
2011,3rd Quintile,Rural regions,Yes,0.74956,739,917,0.72150,0.77762
2011,3rd Quintile,Rural regions,No,0.17939,178,917,0.15454,0.20424
2011,4th Quintile,Urban regions,Yes,0.79892,1365,1630,0.77946,0.81839
2011,4th Quintile,Urban regions,No,0.14382,265,1630,0.12678,0.16086
2011,4th Quintile,Rural regions,Yes,0.79770,671,796,0.76978,0.82563
2011,4th Quintile,Rural regions,No,0.14683,125,796,0.12223,0.17143
2011,5th Quintile,Urban regions,Yes,0.86728,1884,2055,0.85261,0.88196
2011,5th Quintile,Urban regions,No,0.09149,171,2055,0.07902,0.10396
2011,5th Quintile,Rural regions,Yes,0.85238,643,710,0.82627,0.87849
2011,5th Quintile,Rural regions,No,0.11186,67,710,0.08866,0.13506
2013,1st Quintile,Urban regions,Yes,0.32360,658,2022,0.30320,0.34400
2013,1st Quintile,Urban regions,No,0.57103,1364,2022,0.54945,0.59261
2013,1st Quintile,Rural regions,Yes,0.32206,363,1001,0.29310,0.35103
2013,1st Quintile,Rural regions,No,0.57219,638,1001,0.54152,0.60285
2013,2nd Quintile,Urban regions,Yes,0.60652,1059,1753,0.58364,0.62939
2013,2nd Quintile,Urban regions,No,0.30902,694,1753,0.28739,0.33066
2013,2nd Quintile,Rural regions,Yes,0.61175,683,1028,0.58194,0.64156
2013,2nd Quintile,Rural regions,No,0.28825,345,1028,0.26055,0.31596
2013,3rd Quintile,Urban regions,Yes,0.70244,1227,1665,0.68047,0.72440
2013,3rd Quintile,Urban regions,No,0.23542,438,1665,0.21504,0.25581
2013,3rd Quintile,Rural regions,Yes,0.73322,758,951,0.70510,0.76135
2013,3rd Quintile,Rural regions,No,0.19954,193,951,0.17413,0.22496
2013,4th Quintile,Urban regions,Yes,0.81319,1437,1702,0.79467,0.83172
2013,4th Quintile,Urban regions,No,0.14052,265,1702,0.12400,0.15703
2013,4th Quintile,Rural regions,Yes,0.80309,730,875,0.77673,0.82946
2013,4th Quintile,Rural regions,No,0.14955,145,875,0.12591,0.17320
2013,5th Quintile,Urban regions,Yes,0.87508,1981,2167,0.86115,0.88900
2013,5th Quintile,Urban regions,No,0.08915,186,2167,0.07715,0.10115
2013,5th Quintile,Rural regions,Yes,0.86652,646,691,0.84114,0.89189
2013,5th Quintile,Rural regions,No,0.08439,45,691,0.06365,0.10513
2015,1st Quintile,Urban regions,Yes,0.38691,759,2295,0.36698,0.40684
2015,1st Quintile,Urban regions,No,0.60530,1536,2295,0.58529,0.62530
2015,1st Quintile,Rural regions,Yes,0.40425,430,1222,0.37673,0.43178
2015,1st Quintile,Rural regions,No,0.57731,792,1222,0.54960,0.60501
2015,2nd Quintile,Urban regions,Yes,0.65313,1220,2043,0.63248,0.67377
2015,2nd Quintile,Urban regions,No,0.33840,823,2043,0.31787,0.35892
2015,2nd Quintile,Rural regions,Yes,0.67443,836,1313,0.64907,0.69978
2015,2nd Quintile,Rural regions,No,0.31371,477,1313,0.28861,0.33882
2015,3rd Quintile,Urban regions,Yes,0.75566,1400,1902,0.73635,0.77498
2015,3rd Quintile,Urban regions,No,0.23686,502,1902,0.21775,0.25597
2015,3rd Quintile,Rural regions,Yes,0.74529,835,1094,0.71946,0.77112
2015,3rd Quintile,Rural regions,No,0.23902,259,1094,0.21373,0.26430
2015,4th Quintile,Urban regions,Yes,0.83477,1557,1854,0.81786,0.85168
2015,4th Quintile,Urban regions,No,0.15993,297,1854,0.14324,0.17662
2015,4th Quintile,Rural regions,Yes,0.84657,810,963,0.82379,0.86934
2015,4th Quintile,Rural regions,No,0.14195,153,963,0.11990,0.16401
2015,5th Quintile,Urban regions,Yes,0.92899,2072,2232,0.91833,0.93964
2015,5th Quintile,Urban regions,No,0.06959,160,2232,0.05903,0.08015
2015,5th Quintile,Rural regions,Yes,0.89971,677,740,0.87805,0.92137
2015,5th Quintile,Rural regions,No,0.09997,63,740,0.07834,0.12160
2016,1st Quintile,Urban regions,Yes,0.38611,811,3405,0.36976,0.40247
2016,1st Quintile,Urban regions,No,0.60210,2594,3405,0.58566,0.61854
2016,1st Quintile,Rural regions,Yes,0.40981,464,1732,0.38664,0.43298
2016,1st Quintile,Rural regions,No,0.57317,1268,1732,0.54987,0.59648
2016,2nd Quintile,Urban regions,Yes,0.67010,1172,1836,0.64859,0.69162
2016,2nd Quintile,Urban regions,No,0.31984,664,1836,0.29850,0.34118
2016,2nd Quintile,Rural regions,Yes,0.72533,841,1183,0.69989,0.75078
2016,2nd Quintile,Rural regions,No,0.26654,342,1183,0.24133,0.29174
2016,3rd Quintile,Urban regions,Yes,0.81928,1381,1719,0.80108,0.83747
2016,3rd Quintile,Urban regions,No,0.17689,338,1719,0.15885,0.19493
2016,3rd Quintile,Rural regions,Yes,0.85951,857,1011,0.83808,0.88094
2016,3rd Quintile,Rural regions,No,0.13060,154,1011,0.10982,0.15138
2016,4th Quintile,Urban regions,Yes,0.88261,1543,1751,0.86753,0.89769
2016,4th Quintile,Urban regions,No,0.11072,208,1751,0.09602,0.12542
2016,4th Quintile,Rural regions,Yes,0.86857,788,898,0.84646,0.89068
2016,4th Quintile,Rural regions,No,0.12586,110,898,0.10416,0.14757
2016,5th Quintile,Urban regions,Yes,0.94925,1952,2049,0.93975,0.95876
2016,5th Quintile,Urban regions,No,0.05065,97,2049,0.04115,0.06014
2016,5th Quintile,Rural regions,Yes,0.92825,665,704,0.90917,0.94733
2016,5th Quintile,Rural regions,No,0.07155,39,704,0.05250,0.09060
2017,1st Quintile,Urban regions,Yes,0.42556,993,3683,0.40958,0.44153
2017,1st Quintile,Urban regions,No,0.56832,2690,3683,0.55232,0.58432
2017,1st Quintile,Rural regions,Yes,0.42430,518,1924,0.40220,0.44639
2017,1st Quintile,Rural regions,No,0.56765,1406,1924,0.54550,0.58979
2017,2nd Quintile,Urban regions,Yes,0.68360,1262,2022,0.66333,0.70388
2017,2nd Quintile,Urban regions,No,0.31096,760,2022,0.29078,0.33114
2017,2nd Quintile,Rural regions,Yes,0.72365,910,1290,0.69924,0.74806
2017,2nd Quintile,Rural regions,No,0.25942,380,1290,0.23549,0.28334
2017,3rd Quintile,Urban regions,Yes,0.83809,1566,1905,0.82155,0.85464
2017,3rd Quintile,Urban regions,No,0.15707,339,1905,0.14073,0.17342
2017,3rd Quintile,Rural regions,Yes,0.86117,1014,1185,0.84147,0.88086
2017,3rd Quintile,Rural regions,No,0.12767,171,1185,0.10866,0.14668
2017,4th Quintile,Urban regions,Yes,0.87765,1782,2010,0.86332,0.89198
2017,4th Quintile,Urban regions,No,0.12091,228,2010,0.10665,0.13516
2017,4th Quintile,Rural regions,Yes,0.88730,933,1023,0.86791,0.90668
2017,4th Quintile,Rural regions,No,0.09872,90,1023,0.08043,0.11701
2017,5th Quintile,Urban regions,Yes,0.95096,2215,2316,0.94217,0.95976
2017,5th Quintile,Urban regions,No,0.04638,101,2316,0.03782,0.05495
2017,5th Quintile,Rural regions,Yes,0.96230,742,742,0.94858,0.97601
2018,1st Quintile,Urban regions,Yes,0.37723,916,3569,0.36133,0.39314
2018,1st Quintile,Urban regions,No,0.61059,2653,3569,0.59459,0.62659
2018,1st Quintile,Rural regions,Yes,0.39552,473,1766,0.37271,0.41833
2018,1st Quintile,Rural regions,No,0.59529,1293,1766,0.57239,0.61819
2018,2nd Quintile,Urban regions,Yes,0.70905,1346,2146,0.68983,0.72827
2018,2nd Quintile,Urban regions,No,0.28336,800,2146,0.26429,0.30243
2018,2nd Quintile,Rural regions,Yes,0.74837,915,1282,0.72461,0.77213
2018,2nd Quintile,Rural regions,No,0.24254,367,1282,0.21907,0.26601
2018,3rd Quintile,Urban regions,Yes,0.82733,1524,1897,0.81032,0.84434
2018,3rd Quintile,Urban regions,No,0.16988,373,1897,0.15298,0.18678
2018,3rd Quintile,Rural regions,Yes,0.84582,928,1092,0.82439,0.86724
2018,3rd Quintile,Rural regions,No,0.14233,164,1092,0.12160,0.16306
2018,4th Quintile,Urban regions,Yes,0.90480,1725,1933,0.89172,0.91789
2018,4th Quintile,Urban regions,No,0.09493,208,1933,0.08186,0.10800
2018,4th Quintile,Rural regions,Yes,0.88514,852,962,0.86498,0.90530
2018,4th Quintile,Rural regions,No,0.10346,110,962,0.08420,0.12272
2018,5th Quintile,Urban regions,Yes,0.95139,2135,2242,0.94249,0.96030
2018,5th Quintile,Urban regions,No,0.04844,107,2242,0.03955,0.05733
2018,5th Quintile,Rural regions,Yes,0.95678,741,773,0.94244,0.97113
2018,5th Quintile,Rural regions,No,0.04322,32,773,0.02887,0.05756
2019,1st Quintile,Urban regions,Yes,0.45848,815,1805,0.43549,0.48148
2019,1st Quintile,Urban regions,No,0.49652,990,1805,0.47345,0.51959
2019,1st Quintile,Rural regions,Yes,0.45621,442,1017,0.42558,0.48683
2019,1st Quintile,Rural regions,No,0.50316,575,1017,0.47242,0.53391
2019,2nd Quintile,Urban regions,Yes,0.76086,1292,1774,0.74100,0.78072
2019,2nd Quintile,Urban regions,No,0.23172,482,1774,0.21208,0.25136
2019,2nd Quintile,Rural regions,Yes,0.78825,885,1154,0.76467,0.81183
2019,2nd Quintile,Rural regions,No,0.20757,269,1154,0.18416,0.23098
2019,3rd Quintile,Urban regions,Yes,0.84064,1493,1761,0.82354,0.85774
2019,3rd Quintile,Urban regions,No,0.15860,268,1761,0.14153,0.17566
2019,3rd Quintile,Rural regions,Yes,0.83906,891,1031,0.81662,0.86150
2019,3rd Quintile,Rural regions,No,0.15824,140,1031,0.13595,0.18053
2019,4th Quintile,Urban regions,Yes,0.92377,1709,1858,0.91171,0.93584
2019,4th Quintile,Urban regions,No,0.07071,149,1858,0.05905,0.08237
2019,4th Quintile,Rural regions,Yes,0.91163,901,982,0.89387,0.92940
2019,4th Quintile,Rural regions,No,0.07775,81,982,0.06099,0.09451
2019,5th Quintile,Urban regions,Yes,0.95545,2989,3086,0.94817,0.96273
2019,5th Quintile,Urban regions,No,0.04115,97,3086,0.03414,0.04816
2019,5th Quintile,Rural regions,Yes,0.96132,1117,1154,0.95019,0.97245
2019,5th Quintile,Rural regions,No,0.03760,37,1154,0.02662,0.04858
2021,1st Quintile,Urban regions,Yes,0.54760,885,2280,0.52717,0.56804
2021,1st Quintile,Urban regions,No,0.43965,1395,2280,0.41927,0.46003
2021,1st Quintile,Rural regions,Yes,0.55479,429,922,0.52269,0.58689
2021,1st Quintile,Rural regions,No,0.42399,493,922,0.39207,0.45591
2021,2nd Quintile,Urban regions,Yes,0.75838,1025,1476,0.73653,0.78022
2021,2nd Quintile,Urban regions,No,0.22964,451,1476,0.20818,0.25111
2021,2nd Quintile,Rural regions,Yes,0.81001,669,877,0.78403,0.83599
2021,2nd Quintile,Rural regions,No,0.18067,208,877,0.15519,0.20615
2021,3rd Quintile,Urban regions,Yes,0.89548,1144,1335,0.87906,0.91190
2021,3rd Quintile,Urban regions,No,0.10102,191,1335,0.08484,0.11719
2021,3rd Quintile,Rural regions,Yes,0.89206,641,729,0.86952,0.91461
2021,3rd Quintile,Rural regions,No,0.09830,88,729,0.07667,0.11992
2021,4th Quintile,Urban regions,Yes,0.92261,1304,1410,0.90866,0.93657
2021,4th Quintile,Urban regions,No,0.07353,106,1410,0.05990,0.08716
2021,4th Quintile,Rural regions,Yes,0.92147,634,684,0.90129,0.94164
2021,4th Quintile,Rural regions,No,0.07838,50,684,0.05823,0.09854
2021,5th Quintile,Urban regions,Yes,0.96367,1965,2027,0.95552,0.97181
2021,5th Quintile,Urban regions,No,0.03191,62,2027,0.02426,0.03956
2021,5th Quintile,Rural regions,Yes,0.96176,670,670,0.94723,0.97629
