year,rentown,sampreg,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Tenant,East,Yes,0.62324,1394,2517,0.60430,0.64217
2018,Tenant,East,No,0.37014,1123,2517,0.35127,0.38901
2019,Owner,West,Yes,0.92037,5845,6295,0.91368,0.92706
2019,Owner,West,No,0.07523,450,6295,0.06871,0.08174
2019,Owner,East,Yes,0.90767,1407,1541,0.89321,0.92213
2019,Owner,East,No,0.08367,134,1541,0.06984,0.09750
2019,Tenant,West,Yes,0.68304,4223,6152,0.67141,0.69467
2019,Tenant,West,No,0.29664,1929,6152,0.28523,0.30806
2019,Tenant,East,Yes,0.64318,1379,2040,0.62238,0.66397
2019,Tenant,East,No,0.34408,661,2040,0.32346,0.36470
2021,Owner,West,Yes,0.91657,3848,4128,0.90813,0.92501
2021,Owner,West,No,0.07581,280,4128,0.06774,0.08389
2021,Owner,East,Yes,0.92076,870,951,0.90358,0.93794
2021,Owner,East,No,0.07489,81,951,0.05816,0.09163
2021,Tenant,West,Yes,0.73662,3552,5774,0.72526,0.74798
2021,Tenant,West,No,0.25643,2222,5774,0.24516,0.26769
2021,Tenant,East,Yes,0.74005,1109,1623,0.71871,0.76140
2021,Tenant,East,No,0.24800,514,1623,0.22698,0.26902
