year,quintil_oecd,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,1st Quintile,Never,0.01374,1504,2371,0.00906,0.01843
2018,2nd Quintile,Seldom,0.00027,31,162,-0.00226,0.00280
2018,2nd Quintile,Never,0.00127,131,162,-0.00423,0.00676
2018,3rd Quintile,Never,0.00043,47,47,-0.00554,0.00640
2019,1st Quintile,Daily,0.00137,32,7026,0.00050,0.00223
2019,1st Quintile,At least once per week,0.03321,447,7026,0.02902,0.03740
2019,1st Quintile,At least once per month,0.06517,481,7026,0.05939,0.07094
2019,1st Quintile,Seldom,0.16466,1414,7026,0.15599,0.17333
2019,1st Quintile,Never,0.52089,4652,7026,0.50921,0.53258
2019,2nd Quintile,At least once per week,0.04377,311,4905,0.03804,0.04949
2019,2nd Quintile,At least once per month,0.06007,402,4905,0.05342,0.06672
2019,2nd Quintile,Seldom,0.21692,1330,4905,0.20538,0.22845
2019,2nd Quintile,Never,0.49484,2862,4905,0.48085,0.50883
2019,3rd Quintile,At least once per week,0.04621,273,4503,0.04008,0.05235
2019,3rd Quintile,At least once per month,0.08754,476,4503,0.07929,0.09580
2019,3rd Quintile,Seldom,0.25019,1372,4503,0.23754,0.26284
2019,3rd Quintile,Never,0.44980,2382,4503,0.43527,0.46433
2019,4th Quintile,At least once per week,0.05422,300,4252,0.04741,0.06103
2019,4th Quintile,At least once per month,0.08832,477,4252,0.07979,0.09685
2019,4th Quintile,Seldom,0.29011,1459,4252,0.27646,0.30375
2019,4th Quintile,Never,0.41771,2016,4252,0.40288,0.43253
2019,5th Quintile,At least once per week,0.04625,278,4766,0.04028,0.05221
2019,5th Quintile,At least once per month,0.12072,581,4766,0.11147,0.12997
2019,5th Quintile,Seldom,0.32531,1802,4766,0.31201,0.33862
2019,5th Quintile,Never,0.40086,2105,4766,0.38694,0.41477
