"plb0219","year","sampreg","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, jede Woche","2006","Ostdeutschland","maennlich","","","",""
"Ja, jede Woche","2006","Ostdeutschland","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Westdeutschland","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Westdeutschland","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Ostdeutschland","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Ostdeutschland","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Westdeutschland","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Westdeutschland","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Ostdeutschland","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Ostdeutschland","weiblich","","","",""
"Seltener","2006","Westdeutschland","maennlich","","","",""
"Seltener","2006","Westdeutschland","weiblich","","","",""
"Seltener","2006","Ostdeutschland","maennlich","","","",""
"Seltener","2006","Ostdeutschland","weiblich","","","",""
"Nein, nie","2007","Westdeutschland","maennlich","2633","","",""
"Nein, nie","2007","Westdeutschland","weiblich","2691","","",""
"Nein, nie","2007","Ostdeutschland","maennlich","654","0.498776186786403","0.471374233463088","0.526178140109718"
"Nein, nie","2007","Ostdeutschland","weiblich","790","0.627039913593815","0.599992379359407","0.654087447828223"
"Ja, jede Woche","2007","Westdeutschland","maennlich","338","0.0661209368247218","0.058905360051784","0.0733365135976597"
"Ja, jede Woche","2007","Westdeutschland","weiblich","232","","",""
"Ja, jede Woche","2007","Ostdeutschland","maennlich","88","0.0693306017488746","0.0554095188213426","0.0832516846764067"
"Ja, jede Woche","2007","Ostdeutschland","weiblich","67","0.0564640213020374","0.0435543839468426","0.0693736586572322"
"Ja, alle 2 Wochen","2007","Westdeutschland","maennlich","321","0.0740356506117976","0.0664328462528719","0.0816384549707233"
"Ja, alle 2 Wochen","2007","Westdeutschland","weiblich","337","0.0929205625854411","0.0839381688627264","0.101902956308156"
"Ja, alle 2 Wochen","2007","Ostdeutschland","maennlich","140","","",""
"Ja, alle 2 Wochen","2007","Ostdeutschland","weiblich","142","","",""
"Ja, alle 3-4 Wochen","2007","Westdeutschland","maennlich","269","","",""
"Ja, alle 3-4 Wochen","2007","Westdeutschland","weiblich","185","","",""
"Ja, alle 3-4 Wochen","2007","Ostdeutschland","maennlich","90","0.079487166146653","0.0646627960202304","0.0943115362730756"
"Ja, alle 3-4 Wochen","2007","Ostdeutschland","weiblich","49","0.038989780068912","0.02816327450406","0.049816285633764"
"Seltener","2007","Westdeutschland","maennlich","995","0.215715977161497","0.203772409518829","0.227659544804164"
"Seltener","2007","Westdeutschland","weiblich","568","0.138593795755184","0.127903507802649","0.149284083707719"
"Seltener","2007","Ostdeutschland","maennlich","307","0.22982891347542","0.206771597243265","0.252886229707576"
"Seltener","2007","Ostdeutschland","weiblich","180","","",""
"Nein, nie","2008","Westdeutschland","maennlich","","","",""
"Nein, nie","2008","Westdeutschland","weiblich","","","",""
"Nein, nie","2008","Ostdeutschland","maennlich","","","",""
"Nein, nie","2008","Ostdeutschland","weiblich","","","",""
"Ja, jede Woche","2008","Westdeutschland","maennlich","","","",""
"Ja, jede Woche","2008","Westdeutschland","weiblich","","","",""
"Ja, jede Woche","2008","Ostdeutschland","maennlich","","","",""
"Ja, jede Woche","2008","Ostdeutschland","weiblich","","","",""
"Ja, alle 2 Wochen","2008","Westdeutschland","maennlich","","","",""
"Ja, alle 2 Wochen","2008","Westdeutschland","weiblich","","","",""
"Ja, alle 2 Wochen","2008","Ostdeutschland","maennlich","","","",""
"Ja, alle 2 Wochen","2008","Ostdeutschland","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","Westdeutschland","maennlich","","","",""
"Ja, alle 3-4 Wochen","2008","Westdeutschland","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","Ostdeutschland","maennlich","","","",""
"Ja, alle 3-4 Wochen","2008","Ostdeutschland","weiblich","","","",""
"Seltener","2008","Westdeutschland","maennlich","","","",""
"Seltener","2008","Westdeutschland","weiblich","","","",""
"Seltener","2008","Ostdeutschland","maennlich","","","",""
"Seltener","2008","Ostdeutschland","weiblich","","","",""
"Nein, nie","2009","Westdeutschland","maennlich","2217","","",""
"Nein, nie","2009","Westdeutschland","weiblich","2358","","",""
"Nein, nie","2009","Ostdeutschland","maennlich","598","0.500271235509125","0.471682226721527","0.528860244296723"
"Nein, nie","2009","Ostdeutschland","weiblich","695","0.602423295447493","0.573658781428888","0.631187809466098"
"Ja, jede Woche","2009","Westdeutschland","maennlich","291","","",""
"Ja, jede Woche","2009","Westdeutschland","weiblich","224","","",""
"Ja, jede Woche","2009","Ostdeutschland","maennlich","91","0.0695412169509596","0.0549967144450161","0.0840857194569031"
"Ja, jede Woche","2009","Ostdeutschland","weiblich","81","0.0766634544642884","0.0610258615788773","0.0923010473496996"
"Ja, alle 2 Wochen","2009","Westdeutschland","maennlich","291","","",""
"Ja, alle 2 Wochen","2009","Westdeutschland","weiblich","329","0.0867252613282432","0.0775662658545316","0.0958842568019549"
"Ja, alle 2 Wochen","2009","Ostdeutschland","maennlich","104","","",""
"Ja, alle 2 Wochen","2009","Ostdeutschland","weiblich","121","","",""
"Ja, alle 3-4 Wochen","2009","Westdeutschland","maennlich","236","","",""
"Ja, alle 3-4 Wochen","2009","Westdeutschland","weiblich","166","","",""
"Ja, alle 3-4 Wochen","2009","Ostdeutschland","maennlich","82","0.0877776709363441","0.0715979311166246","0.103957410756064"
"Ja, alle 3-4 Wochen","2009","Ostdeutschland","weiblich","65","0.0671566069542436","0.052445530919618","0.0818676829888691"
"Seltener","2009","Westdeutschland","maennlich","862","0.223639231525086","0.210556793851768","0.236721669198404"
"Seltener","2009","Westdeutschland","weiblich","550","0.152315073173198","0.140621075977616","0.16400907036878"
"Seltener","2009","Ostdeutschland","maennlich","300","0.236965275916832","0.212651989615844","0.26127856221782"
"Seltener","2009","Ostdeutschland","weiblich","150","","",""
"Nein, nie","2010","Westdeutschland","maennlich","1108","","",""
"Nein, nie","2010","Westdeutschland","weiblich","1002","","",""
"Nein, nie","2010","Ostdeutschland","maennlich","199","","",""
"Nein, nie","2010","Ostdeutschland","weiblich","238","","",""
"Ja, jede Woche","2010","Westdeutschland","maennlich","144","","",""
"Ja, jede Woche","2010","Westdeutschland","weiblich","122","","",""
"Ja, jede Woche","2010","Ostdeutschland","maennlich","31","0.0694148826793667","0.0451657497717705","0.0936640155869629"
"Ja, jede Woche","2010","Ostdeutschland","weiblich","22","","",""
"Ja, alle 2 Wochen","2010","Westdeutschland","maennlich","214","","",""
"Ja, alle 2 Wochen","2010","Westdeutschland","weiblich","202","","",""
"Ja, alle 2 Wochen","2010","Ostdeutschland","maennlich","51","0.110960443195546","0.080993910231149","0.140926976159943"
"Ja, alle 2 Wochen","2010","Ostdeutschland","weiblich","44","0.119555190980653","0.0875599908813922","0.151550391079914"
"Ja, alle 3-4 Wochen","2010","Westdeutschland","maennlich","146","","",""
"Ja, alle 3-4 Wochen","2010","Westdeutschland","weiblich","83","0.0468861700888044","0.0366892428726207","0.0570830973049881"
"Ja, alle 3-4 Wochen","2010","Ostdeutschland","maennlich","42","0.109600296738628","0.0797952207212597","0.139405372755997"
"Ja, alle 3-4 Wochen","2010","Ostdeutschland","weiblich","24","","",""
"Seltener","2010","Westdeutschland","maennlich","441","0.205493139955298","0.18801476281294","0.222971517097655"
"Seltener","2010","Westdeutschland","weiblich","242","","",""
"Seltener","2010","Ostdeutschland","maennlich","99","0.219028755391501","0.17956849425844","0.258489016524562"
"Seltener","2010","Ostdeutschland","weiblich","67","0.156613626797285","0.120772834095146","0.192454419499425"
"Nein, nie","2011","Westdeutschland","maennlich","3754","0.573036454770823","0.561042979346804","0.585029930194841"
"Nein, nie","2011","Westdeutschland","weiblich","4185","0.661665080447693","0.650109342710204","0.673220818185182"
"Nein, nie","2011","Ostdeutschland","maennlich","879","0.519786592119452","0.496065047037928","0.543508137200977"
"Nein, nie","2011","Ostdeutschland","weiblich","1091","","",""
"Ja, jede Woche","2011","Westdeutschland","maennlich","491","0.0749066652495198","0.0685238608821745","0.081289469616865"
"Ja, jede Woche","2011","Westdeutschland","weiblich","450","0.0676425288741923","0.0615090580633062","0.0737759996850784"
"Ja, jede Woche","2011","Ostdeutschland","maennlich","126","","",""
"Ja, jede Woche","2011","Ostdeutschland","weiblich","118","","",""
"Ja, alle 2 Wochen","2011","Westdeutschland","maennlich","544","0.0834618983229219","0.0767556764610462","0.0901681201847976"
"Ja, alle 2 Wochen","2011","Westdeutschland","weiblich","665","0.100663690286565","0.0933151235094689","0.108012257063661"
"Ja, alle 2 Wochen","2011","Ostdeutschland","maennlich","184","","",""
"Ja, alle 2 Wochen","2011","Ostdeutschland","weiblich","213","","",""
"Ja, alle 3-4 Wochen","2011","Westdeutschland","maennlich","414","0.056796203276866","0.0511841608124099","0.062408245741322"
"Ja, alle 3-4 Wochen","2011","Westdeutschland","weiblich","297","","",""
"Ja, alle 3-4 Wochen","2011","Ostdeutschland","maennlich","139","","",""
"Ja, alle 3-4 Wochen","2011","Ostdeutschland","weiblich","110","","",""
"Seltener","2011","Westdeutschland","maennlich","1331","","",""
"Seltener","2011","Westdeutschland","weiblich","843","0.124379171040724","0.116319134174025","0.132439207907423"
"Seltener","2011","Ostdeutschland","maennlich","376","0.243066697740708","0.222700740261373","0.263432655220044"
"Seltener","2011","Ostdeutschland","weiblich","233","","",""
"Nein, nie","2012","Westdeutschland","maennlich","1207","","",""
"Nein, nie","2012","Westdeutschland","weiblich","1400","","",""
"Nein, nie","2012","Ostdeutschland","maennlich","234","","",""
"Nein, nie","2012","Ostdeutschland","weiblich","328","0.644140248536302","0.602424265094105","0.685856231978499"
"Ja, jede Woche","2012","Westdeutschland","maennlich","150","","",""
"Ja, jede Woche","2012","Westdeutschland","weiblich","180","","",""
"Ja, jede Woche","2012","Ostdeutschland","maennlich","32","0.0733505134839041","0.048297455149444","0.0984035718183641"
"Ja, jede Woche","2012","Ostdeutschland","weiblich","31","0.0534822819112856","0.0338783957888435","0.0730861680337277"
"Ja, alle 2 Wochen","2012","Westdeutschland","maennlich","187","","",""
"Ja, alle 2 Wochen","2012","Westdeutschland","weiblich","238","","",""
"Ja, alle 2 Wochen","2012","Ostdeutschland","maennlich","42","0.0978015849325772","0.069256890254273","0.126346279610881"
"Ja, alle 2 Wochen","2012","Ostdeutschland","weiblich","58","0.117484327441096","0.0894284398073144","0.145540215074877"
"Ja, alle 3-4 Wochen","2012","Westdeutschland","maennlich","136","","",""
"Ja, alle 3-4 Wochen","2012","Westdeutschland","weiblich","104","","",""
"Ja, alle 3-4 Wochen","2012","Ostdeutschland","maennlich","30","0.079981196664642","0.0539140361440343","0.10604835718525"
"Ja, alle 3-4 Wochen","2012","Ostdeutschland","weiblich","31","0.0606377122723719","0.0398426226252677","0.0814328019194761"
"Seltener","2012","Westdeutschland","maennlich","363","0.163099795810827","0.147079244646853","0.179120346974802"
"Seltener","2012","Westdeutschland","weiblich","263","","",""
"Seltener","2012","Ostdeutschland","maennlich","78","0.191327104945232","0.153528469735169","0.229125740155295"
"Seltener","2012","Ostdeutschland","weiblich","58","0.124255429838945","0.0955132801233758","0.152997579554513"
"Nein, nie","2013","Westdeutschland","maennlich","3403","0.574091006066736","0.561416521081846","0.586765491051626"
"Nein, nie","2013","Westdeutschland","weiblich","4031","0.642368637813379","0.630430335280726","0.654306940346032"
"Nein, nie","2013","Ostdeutschland","maennlich","809","0.505016318645096","0.480205908805391","0.529826728484801"
"Nein, nie","2013","Ostdeutschland","weiblich","1058","","",""
"Ja, jede Woche","2013","Westdeutschland","maennlich","389","0.0570178454096728","0.051074394469509","0.0629612963498366"
"Ja, jede Woche","2013","Westdeutschland","weiblich","403","0.0657915634281971","0.0596165257329803","0.0719666011234138"
"Ja, jede Woche","2013","Ostdeutschland","maennlich","107","","",""
"Ja, jede Woche","2013","Ostdeutschland","weiblich","103","","",""
"Ja, alle 2 Wochen","2013","Westdeutschland","maennlich","488","0.0819945747854333","0.074962285514361","0.0890268640565055"
"Ja, alle 2 Wochen","2013","Westdeutschland","weiblich","636","0.102940299293742","0.095371342886333","0.110509255701151"
"Ja, alle 2 Wochen","2013","Ostdeutschland","maennlich","165","","",""
"Ja, alle 2 Wochen","2013","Ostdeutschland","weiblich","206","","",""
"Ja, alle 3-4 Wochen","2013","Westdeutschland","maennlich","335","0.0579801467520716","0.0519898101411298","0.0639704833630134"
"Ja, alle 3-4 Wochen","2013","Westdeutschland","weiblich","272","","",""
"Ja, alle 3-4 Wochen","2013","Ostdeutschland","maennlich","100","","",""
"Ja, alle 3-4 Wochen","2013","Ostdeutschland","weiblich","93","0.0648910841276558","0.0531223528378166","0.076659815417495"
"Seltener","2013","Westdeutschland","maennlich","1232","","",""
"Seltener","2013","Westdeutschland","weiblich","850","0.142179819686609","0.133481212363125","0.150878427010092"
"Seltener","2013","Ostdeutschland","maennlich","379","0.255118241537285","0.233486065040936","0.276750418033633"
"Seltener","2013","Ostdeutschland","weiblich","223","","",""
"Nein, nie","2014","Westdeutschland","maennlich","","","",""
"Nein, nie","2014","Westdeutschland","weiblich","","","",""
"Nein, nie","2014","Ostdeutschland","maennlich","","","",""
"Nein, nie","2014","Ostdeutschland","weiblich","","","",""
"Ja, jede Woche","2014","Westdeutschland","maennlich","","","",""
"Ja, jede Woche","2014","Westdeutschland","weiblich","","","",""
"Ja, jede Woche","2014","Ostdeutschland","maennlich","","","",""
"Ja, jede Woche","2014","Ostdeutschland","weiblich","","","",""
"Ja, alle 2 Wochen","2014","Westdeutschland","maennlich","","","",""
"Ja, alle 2 Wochen","2014","Westdeutschland","weiblich","","","",""
"Ja, alle 2 Wochen","2014","Ostdeutschland","maennlich","","","",""
"Ja, alle 2 Wochen","2014","Ostdeutschland","weiblich","","","",""
"Ja, alle 3-4 Wochen","2014","Westdeutschland","maennlich","","","",""
"Ja, alle 3-4 Wochen","2014","Westdeutschland","weiblich","","","",""
"Ja, alle 3-4 Wochen","2014","Ostdeutschland","maennlich","","","",""
"Ja, alle 3-4 Wochen","2014","Ostdeutschland","weiblich","","","",""
"Seltener","2014","Westdeutschland","maennlich","","","",""
"Seltener","2014","Westdeutschland","weiblich","","","",""
"Seltener","2014","Ostdeutschland","maennlich","","","",""
"Seltener","2014","Ostdeutschland","weiblich","","","",""
"Nein, nie","2015","Westdeutschland","maennlich","3490","0.574513533433635","0.561976104359446","0.587050962507824"
"Nein, nie","2015","Westdeutschland","weiblich","3992","0.625044732357189","0.612991525158194","0.637097939556185"
"Nein, nie","2015","Ostdeutschland","maennlich","770","0.534699584964649","0.508543572755041","0.560855597174258"
"Nein, nie","2015","Ostdeutschland","weiblich","934","0.628976548918975","0.604537986689262","0.653415111148687"
"Ja, jede Woche","2015","Westdeutschland","maennlich","419","0.0666250113315987","0.0603014430943177","0.0729485795688797"
"Ja, jede Woche","2015","Westdeutschland","weiblich","408","0.0648452261358209","0.058714130435072","0.0709763218365698"
"Ja, jede Woche","2015","Ostdeutschland","maennlich","86","0.0544690844888049","0.0425686506966951","0.0663695182809148"
"Ja, jede Woche","2015","Ostdeutschland","weiblich","103","","",""
"Ja, alle 2 Wochen","2015","Westdeutschland","maennlich","507","0.0803946863876835","0.0734997559242459","0.087289616851121"
"Ja, alle 2 Wochen","2015","Westdeutschland","weiblich","667","0.115607757544956","0.107646653610674","0.123568861479237"
"Ja, alle 2 Wochen","2015","Ostdeutschland","maennlich","141","","",""
"Ja, alle 2 Wochen","2015","Ostdeutschland","weiblich","192","","",""
"Ja, alle 3-4 Wochen","2015","Westdeutschland","maennlich","364","0.0648269546500238","0.0585832941186779","0.0710706151813696"
"Ja, alle 3-4 Wochen","2015","Westdeutschland","weiblich","255","","",""
"Ja, alle 3-4 Wochen","2015","Ostdeutschland","maennlich","95","0.0675134524475797","0.0543561658692653","0.0806707390258941"
"Ja, alle 3-4 Wochen","2015","Ostdeutschland","weiblich","92","0.0674442420420494","0.0547569894019744","0.0801314946821244"
"Seltener","2015","Westdeutschland","maennlich","1194","","",""
"Seltener","2015","Westdeutschland","weiblich","875","0.149670815264543","0.140788637768193","0.158552992760893"
"Seltener","2015","Ostdeutschland","maennlich","305","0.224524449419594","0.2026435201181","0.246405378721088"
"Seltener","2015","Ostdeutschland","weiblich","180","","",""
"Nein, nie","2016","Westdeutschland","maennlich","","","",""
"Nein, nie","2016","Westdeutschland","weiblich","","","",""
"Nein, nie","2016","Ostdeutschland","maennlich","","","",""
"Nein, nie","2016","Ostdeutschland","weiblich","","","",""
"Ja, jede Woche","2016","Westdeutschland","maennlich","","","",""
"Ja, jede Woche","2016","Westdeutschland","weiblich","","","",""
"Ja, jede Woche","2016","Ostdeutschland","maennlich","","","",""
"Ja, jede Woche","2016","Ostdeutschland","weiblich","","","",""
"Ja, alle 2 Wochen","2016","Westdeutschland","maennlich","","","",""
"Ja, alle 2 Wochen","2016","Westdeutschland","weiblich","","","",""
"Ja, alle 2 Wochen","2016","Ostdeutschland","maennlich","","","",""
"Ja, alle 2 Wochen","2016","Ostdeutschland","weiblich","","","",""
"Ja, alle 3-4 Wochen","2016","Westdeutschland","maennlich","","","",""
"Ja, alle 3-4 Wochen","2016","Westdeutschland","weiblich","","","",""
"Ja, alle 3-4 Wochen","2016","Ostdeutschland","maennlich","","","",""
"Ja, alle 3-4 Wochen","2016","Ostdeutschland","weiblich","","","",""
"Seltener","2016","Westdeutschland","maennlich","","","",""
"Seltener","2016","Westdeutschland","weiblich","","","",""
"Seltener","2016","Ostdeutschland","maennlich","","","",""
"Seltener","2016","Ostdeutschland","weiblich","","","",""
"Nein, nie","2017","Westdeutschland","maennlich","3889","0.596742517976563","0.584784793713624","0.608700242239502"
"Nein, nie","2017","Westdeutschland","weiblich","4538","0.661489203961096","0.650250346133837","0.672728061788356"
"Nein, nie","2017","Ostdeutschland","maennlich","918","0.581685148268458","0.557269363294968","0.606100933241949"
"Nein, nie","2017","Ostdeutschland","weiblich","1098","","",""
"Ja, jede Woche","2017","Westdeutschland","maennlich","455","0.0676244968216474","0.0615036532996243","0.0737453403436704"
"Ja, jede Woche","2017","Westdeutschland","weiblich","464","0.0635921405126662","0.0577964020154324","0.0693878790099"
"Ja, jede Woche","2017","Ostdeutschland","maennlich","95","0.0679632345734035","0.0555058003168449","0.0804206688299621"
"Ja, jede Woche","2017","Ostdeutschland","weiblich","103","","",""
"Ja, alle 2 Wochen","2017","Westdeutschland","maennlich","562","0.085017499229839","0.0782188226226063","0.0918161758370717"
"Ja, alle 2 Wochen","2017","Westdeutschland","weiblich","705","0.104213667353038","0.096956968665457","0.111470366040619"
"Ja, alle 2 Wochen","2017","Ostdeutschland","maennlich","145","","",""
"Ja, alle 2 Wochen","2017","Ostdeutschland","weiblich","201","","",""
"Ja, alle 3-4 Wochen","2017","Westdeutschland","maennlich","451","0.0672350730713866","0.061130604376976","0.0733395417657973"
"Ja, alle 3-4 Wochen","2017","Westdeutschland","weiblich","360","0.0482158219338637","0.0431279219809755","0.053303721886752"
"Ja, alle 3-4 Wochen","2017","Ostdeutschland","maennlich","121","","",""
"Ja, alle 3-4 Wochen","2017","Ostdeutschland","weiblich","101","","",""
"Seltener","2017","Westdeutschland","maennlich","1108","","",""
"Seltener","2017","Westdeutschland","weiblich","743","0.122489166239336","0.114702534820526","0.130275797658146"
"Seltener","2017","Ostdeutschland","maennlich","289","","",""
"Seltener","2017","Ostdeutschland","weiblich","174","","",""
"Nein, nie","2018","Westdeutschland","maennlich","","","",""
"Nein, nie","2018","Westdeutschland","weiblich","","","",""
"Nein, nie","2018","Ostdeutschland","maennlich","","","",""
"Nein, nie","2018","Ostdeutschland","weiblich","","","",""
"Ja, jede Woche","2018","Westdeutschland","maennlich","","","",""
"Ja, jede Woche","2018","Westdeutschland","weiblich","","","",""
"Ja, jede Woche","2018","Ostdeutschland","maennlich","","","",""
"Ja, jede Woche","2018","Ostdeutschland","weiblich","","","",""
"Ja, alle 2 Wochen","2018","Westdeutschland","maennlich","","","",""
"Ja, alle 2 Wochen","2018","Westdeutschland","weiblich","","","",""
"Ja, alle 2 Wochen","2018","Ostdeutschland","maennlich","","","",""
"Ja, alle 2 Wochen","2018","Ostdeutschland","weiblich","","","",""
"Ja, alle 3-4 Wochen","2018","Westdeutschland","maennlich","","","",""
"Ja, alle 3-4 Wochen","2018","Westdeutschland","weiblich","","","",""
"Ja, alle 3-4 Wochen","2018","Ostdeutschland","maennlich","","","",""
"Ja, alle 3-4 Wochen","2018","Ostdeutschland","weiblich","","","",""
"Seltener","2018","Westdeutschland","maennlich","","","",""
"Seltener","2018","Westdeutschland","weiblich","","","",""
"Seltener","2018","Ostdeutschland","maennlich","","","",""
"Seltener","2018","Ostdeutschland","weiblich","","","",""
"Nein, nie","2019","Westdeutschland","maennlich","3813","0.597702162517492","0.585941246567877","0.609463078467108"
"Nein, nie","2019","Westdeutschland","weiblich","4310","0.6681975762213","0.656822315038292","0.679572837404308"
"Nein, nie","2019","Ostdeutschland","maennlich","947","0.588551052649896","0.565124235494241","0.611977869805551"
"Nein, nie","2019","Ostdeutschland","weiblich","1102","","",""
"Ja, jede Woche","2019","Westdeutschland","maennlich","548","0.067993427414082","0.0619557787423224","0.0740310760858416"
"Ja, jede Woche","2019","Westdeutschland","weiblich","427","0.0635758918953054","0.0576813280524701","0.0694704557381407"
"Ja, jede Woche","2019","Ostdeutschland","maennlich","124","","",""
"Ja, jede Woche","2019","Ostdeutschland","weiblich","102","","",""
"Ja, alle 2 Wochen","2019","Westdeutschland","maennlich","583","0.085818929127308","0.0791010444939816","0.0925368137606343"
"Ja, alle 2 Wochen","2019","Westdeutschland","weiblich","663","0.103271337994813","0.0959196074727827","0.110623068516844"
"Ja, alle 2 Wochen","2019","Ostdeutschland","maennlich","171","","",""
"Ja, alle 2 Wochen","2019","Ostdeutschland","weiblich","200","","",""
"Ja, alle 3-4 Wochen","2019","Westdeutschland","maennlich","454","0.0654141789192945","0.059483964112396","0.071344393726193"
"Ja, alle 3-4 Wochen","2019","Westdeutschland","weiblich","366","0.0459112164838475","0.0408550315847227","0.0509674013829723"
"Ja, alle 3-4 Wochen","2019","Ostdeutschland","maennlich","114","","",""
"Ja, alle 3-4 Wochen","2019","Ostdeutschland","weiblich","86","0.0541646757885643","0.0433317093291388","0.0649976422479899"
"Seltener","2019","Westdeutschland","maennlich","1280","","",""
"Seltener","2019","Westdeutschland","weiblich","816","0.119043977404734","0.111220497328775","0.126867457480694"
"Seltener","2019","Ostdeutschland","maennlich","339","0.174351784094184","0.156289446257772","0.192414121930597"
"Seltener","2019","Ostdeutschland","weiblich","187","","",""
