"hlf0001_h","year","regtyp","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Untermieter","2017","Laendlicher Raum","Westdeutschland","195","","",""
"Untermieter","2017","Laendlicher Raum","Ostdeutschland","141","","",""
"Eigentuemer","2017","Staedtischer Raum","Westdeutschland","10954","","",""
"Eigentuemer","2017","Staedtischer Raum","Ostdeutschland","768","0.291055856259213","0.275484199884316","0.30662751263411"
"Eigentuemer","2017","Laendlicher Raum","Westdeutschland","5121","0.602597088485083","0.593112838340991","0.612081338629176"
"Eigentuemer","2017","Laendlicher Raum","Ostdeutschland","2607","","",""
"Altersheim/Seniorenwohnheim","2017","Staedtischer Raum","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2017","Staedtischer Raum","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2017","Laendlicher Raum","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2017","Laendlicher Raum","Ostdeutschland","","","",""
"Mieter","2017","Staedtischer Raum","Westdeutschland","","","",""
"Mieter","2017","Staedtischer Raum","Ostdeutschland","","","",""
"Mieter","2017","Laendlicher Raum","Westdeutschland","","","",""
"Mieter","2017","Laendlicher Raum","Ostdeutschland","","","",""
"Hauptmieter","2018","Staedtischer Raum","Westdeutschland","17973","","",""
"Hauptmieter","2018","Staedtischer Raum","Ostdeutschland","2610","","",""
"Hauptmieter","2018","Laendlicher Raum","Westdeutschland","5141","0.375247764143721","0.365847688473375","0.384647839814067"
"Hauptmieter","2018","Laendlicher Raum","Ostdeutschland","3172","0.464564548521729","0.451709147133858","0.477419949909601"
"Untermieter","2018","Staedtischer Raum","Westdeutschland","464","0.0152092459191326","0.0137953384992961","0.0166231533389691"
"Untermieter","2018","Staedtischer Raum","Ostdeutschland","51","0.0221688625798975","0.0172111650470349","0.02712656011276"
"Untermieter","2018","Laendlicher Raum","Westdeutschland","185","","",""
"Untermieter","2018","Laendlicher Raum","Ostdeutschland","110","","",""
"Eigentuemer","2018","Staedtischer Raum","Westdeutschland","10343","","",""
"Eigentuemer","2018","Staedtischer Raum","Ostdeutschland","727","0.279673166641265","0.264559613175268","0.294786720107262"
"Eigentuemer","2018","Laendlicher Raum","Westdeutschland","4866","0.606189569891838","0.596703939016389","0.615675200767287"
"Eigentuemer","2018","Laendlicher Raum","Ostdeutschland","2500","","",""
"Altersheim/Seniorenwohnheim","2018","Staedtischer Raum","Westdeutschland","1","","",""
"Altersheim/Seniorenwohnheim","2018","Staedtischer Raum","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2018","Laendlicher Raum","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2018","Laendlicher Raum","Ostdeutschland","","","",""
"Mieter","2018","Staedtischer Raum","Westdeutschland","","","",""
"Mieter","2018","Staedtischer Raum","Ostdeutschland","","","",""
"Mieter","2018","Laendlicher Raum","Westdeutschland","","","",""
"Mieter","2018","Laendlicher Raum","Ostdeutschland","","","",""
"Hauptmieter","2019","Staedtischer Raum","Westdeutschland","16107","","",""
"Hauptmieter","2019","Staedtischer Raum","Ostdeutschland","2385","","",""
"Hauptmieter","2019","Laendlicher Raum","Westdeutschland","4646","0.3787342933724","0.369219922797182","0.388248663947618"
"Hauptmieter","2019","Laendlicher Raum","Ostdeutschland","2906","","",""
"Untermieter","2019","Staedtischer Raum","Westdeutschland","651","0.016322868062557","0.014852256916784","0.01779347920833"
"Untermieter","2019","Staedtischer Raum","Ostdeutschland","49","0.0260095196609079","0.0206453215191115","0.0313737178027043"
"Untermieter","2019","Laendlicher Raum","Westdeutschland","188","","",""
"Untermieter","2019","Laendlicher Raum","Ostdeutschland","94","0.0220313146778665","0.0183078811359408","0.0257547482197922"
"Eigentuemer","2019","Staedtischer Raum","Westdeutschland","11762","","",""
"Eigentuemer","2019","Staedtischer Raum","Ostdeutschland","948","0.291911564311563","0.276589026901854","0.307234101721271"
"Eigentuemer","2019","Laendlicher Raum","Westdeutschland","5151","0.604473651957829","0.594882948701172","0.614064355214486"
"Eigentuemer","2019","Laendlicher Raum","Ostdeutschland","2970","","",""
"Altersheim/Seniorenwohnheim","2019","Staedtischer Raum","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2019","Staedtischer Raum","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2019","Laendlicher Raum","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2019","Laendlicher Raum","Ostdeutschland","","","",""
"Mieter","2019","Staedtischer Raum","Westdeutschland","","","",""
"Mieter","2019","Staedtischer Raum","Ostdeutschland","","","",""
"Mieter","2019","Laendlicher Raum","Westdeutschland","","","",""
"Mieter","2019","Laendlicher Raum","Ostdeutschland","","","",""
"Hauptmieter","2020","Staedtischer Raum","Westdeutschland","19255","","",""
"Hauptmieter","2020","Staedtischer Raum","Ostdeutschland","2645","","",""
"Hauptmieter","2020","Laendlicher Raum","Westdeutschland","5132","0.378780790431071","0.369299840130137","0.388261740732006"
"Hauptmieter","2020","Laendlicher Raum","Ostdeutschland","2887","","",""
"Untermieter","2020","Staedtischer Raum","Westdeutschland","925","0.0192743917278155","0.017737314881351","0.02081146857428"
"Untermieter","2020","Staedtischer Raum","Ostdeutschland","107","","",""
"Untermieter","2020","Laendlicher Raum","Westdeutschland","273","","",""
"Untermieter","2020","Laendlicher Raum","Ostdeutschland","90","0.0160121306939005","0.0127266248174137","0.0192976365703872"
"Eigentuemer","2020","Staedtischer Raum","Westdeutschland","10555","","",""
"Eigentuemer","2020","Staedtischer Raum","Ostdeutschland","781","0.264432394478123","0.24988969939285","0.278975089563396"
"Eigentuemer","2020","Laendlicher Raum","Westdeutschland","4651","0.597552383084199","0.587967691779059","0.60713707438934"
"Eigentuemer","2020","Laendlicher Raum","Ostdeutschland","2630","","",""
"Altersheim/Seniorenwohnheim","2020","Staedtischer Raum","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2020","Staedtischer Raum","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2020","Laendlicher Raum","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2020","Laendlicher Raum","Ostdeutschland","","","",""
"Mieter","2020","Staedtischer Raum","Westdeutschland","","","",""
"Mieter","2020","Staedtischer Raum","Ostdeutschland","","","",""
"Mieter","2020","Laendlicher Raum","Westdeutschland","","","",""
"Mieter","2020","Laendlicher Raum","Ostdeutschland","","","",""
