"hlf0001_h","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mieter","2006","Nordrhein-Westfalen","Westdeutschland","","","",""
"Mieter","2006","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Mieter","2006","Hessen","Westdeutschland","","","",""
"Mieter","2006","Hessen","Ostdeutschland","","","",""
"Mieter","2006","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Mieter","2006","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Mieter","2006","Baden-Württemberg","Westdeutschland","","","",""
"Mieter","2006","Baden-Württemberg","Ostdeutschland","","","",""
"Mieter","2006","Bayern","Westdeutschland","","","",""
"Mieter","2006","Bayern","Ostdeutschland","","","",""
"Mieter","2006","Saarland","Westdeutschland","","","",""
"Mieter","2006","Saarland","Ostdeutschland","","","",""
"Mieter","2006","Berlin","Westdeutschland","","","",""
"Mieter","2006","Berlin","Ostdeutschland","","","",""
"Mieter","2006","Brandenburg","Westdeutschland","","","",""
"Mieter","2006","Brandenburg","Ostdeutschland","","","",""
"Mieter","2006","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Mieter","2006","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Mieter","2006","Sachsen","Westdeutschland","","","",""
"Mieter","2006","Sachsen","Ostdeutschland","","","",""
"Mieter","2006","Sachsen-Anhalt","Westdeutschland","","","",""
"Mieter","2006","Sachsen-Anhalt","Ostdeutschland","","","",""
"Mieter","2006","Thüringen","Westdeutschland","","","",""
"Mieter","2006","Thüringen","Ostdeutschland","","","",""
"Hauptmieter","2007","Schleswig-Holstein","Westdeutschland","157","0.456019233897713","0.404641157220432","0.507397310574995"
"Hauptmieter","2007","Schleswig-Holstein","Ostdeutschland","","","",""
"Hauptmieter","2007","Hamburg","Westdeutschland","139","0.824663764959259","0.770595107609921","0.878732422308597"
"Hauptmieter","2007","Hamburg","Ostdeutschland","","","",""
"Hauptmieter","2007","Niedersachsen","Westdeutschland","385","0.439172541379057","0.408504833029387","0.469840249728728"
"Hauptmieter","2007","Niedersachsen","Ostdeutschland","","","",""
"Hauptmieter","2007","Bremen","Westdeutschland","50","0.54678445827952","0.443362307365719","0.650206609193322"
"Hauptmieter","2007","Bremen","Ostdeutschland","","","",""
"Hauptmieter","2007","Nordrhein-Westfalen","Westdeutschland","1192","0.586362808379395","0.5664129240162","0.60631269274259"
"Hauptmieter","2007","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Hauptmieter","2007","Hessen","Westdeutschland","375","0.545470578939354","0.510638457324221","0.580302700554487"
"Hauptmieter","2007","Hessen","Ostdeutschland","","","",""
"Hauptmieter","2007","Rheinland-Pfalz,Saarland","Westdeutschland","268","0.460490607820568","0.422521622655505","0.498459592985632"
"Hauptmieter","2007","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Hauptmieter","2007","Baden-Württemberg","Westdeutschland","586","0.470124684657394","0.443530139668095","0.496719229646693"
"Hauptmieter","2007","Baden-Württemberg","Ostdeutschland","","","",""
"Hauptmieter","2007","Bayern","Westdeutschland","683","0.477871072277637","0.453710580885621","0.502031563669652"
"Hauptmieter","2007","Bayern","Ostdeutschland","","","",""
"Hauptmieter","2007","Saarland","Westdeutschland","","","",""
"Hauptmieter","2007","Saarland","Ostdeutschland","","","",""
"Hauptmieter","2007","Berlin","Westdeutschland","194","0.795560764201003","0.746912770949814","0.844208757452191"
"Hauptmieter","2007","Berlin","Ostdeutschland","164","0.865364131165275","0.818058490688598","0.912669771641952"
"Hauptmieter","2007","Brandenburg","Westdeutschland","","","",""
"Hauptmieter","2007","Brandenburg","Ostdeutschland","281","0.618038877317298","0.575019162302368","0.661058592332229"
"Hauptmieter","2007","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Hauptmieter","2007","Mecklenburg-Vorpommern","Ostdeutschland","150","0.598528214660977","0.541315393218877","0.655741036103077"
"Hauptmieter","2007","Sachsen","Westdeutschland","","","",""
"Hauptmieter","2007","Sachsen","Ostdeutschland","487","0.665167915359121","0.633138851495174","0.697196979223068"
"Hauptmieter","2007","Sachsen-Anhalt","Westdeutschland","","","",""
"Hauptmieter","2007","Sachsen-Anhalt","Ostdeutschland","236","0.589219926177319","0.544503713654631","0.633936138700006"
"Hauptmieter","2007","Thüringen","Westdeutschland","","","",""
"Hauptmieter","2007","Thüringen","Ostdeutschland","224","0.507560941013719","0.463249690675125","0.551872191352313"
"Untermieter","2007","Schleswig-Holstein","Westdeutschland","11","","",""
"Untermieter","2007","Schleswig-Holstein","Ostdeutschland","","","",""
"Untermieter","2007","Hamburg","Westdeutschland","4","","",""
"Untermieter","2007","Hamburg","Ostdeutschland","","","",""
"Untermieter","2007","Niedersachsen","Westdeutschland","27","","",""
"Untermieter","2007","Niedersachsen","Ostdeutschland","","","",""
"Untermieter","2007","Bremen","Westdeutschland","1","","",""
"Untermieter","2007","Bremen","Ostdeutschland","","","",""
"Untermieter","2007","Nordrhein-Westfalen","Westdeutschland","34","0.0178264642281428","0.0124663492683142","0.0231865791879713"
"Untermieter","2007","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Untermieter","2007","Hessen","Westdeutschland","20","","",""
"Untermieter","2007","Hessen","Ostdeutschland","","","",""
"Untermieter","2007","Rheinland-Pfalz,Saarland","Westdeutschland","13","","",""
"Untermieter","2007","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Untermieter","2007","Baden-Württemberg","Westdeutschland","33","0.0250366384448088","0.0167116938975247","0.033361582992093"
"Untermieter","2007","Baden-Württemberg","Ostdeutschland","","","",""
"Untermieter","2007","Bayern","Westdeutschland","32","0.0233313481474231","0.0160299663979495","0.0306327298968967"
"Untermieter","2007","Bayern","Ostdeutschland","","","",""
"Untermieter","2007","Saarland","Westdeutschland","","","",""
"Untermieter","2007","Saarland","Ostdeutschland","","","",""
"Untermieter","2007","Berlin","Westdeutschland","9","","",""
"Untermieter","2007","Berlin","Ostdeutschland","6","","",""
"Untermieter","2007","Brandenburg","Westdeutschland","","","",""
"Untermieter","2007","Brandenburg","Ostdeutschland","17","","",""
"Untermieter","2007","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Untermieter","2007","Mecklenburg-Vorpommern","Ostdeutschland","4","","",""
"Untermieter","2007","Sachsen","Westdeutschland","","","",""
"Untermieter","2007","Sachsen","Ostdeutschland","20","","",""
"Untermieter","2007","Sachsen-Anhalt","Westdeutschland","","","",""
"Untermieter","2007","Sachsen-Anhalt","Ostdeutschland","13","","",""
"Untermieter","2007","Thüringen","Westdeutschland","","","",""
"Untermieter","2007","Thüringen","Ostdeutschland","17","","",""
"Eigentümer","2007","Schleswig-Holstein","Westdeutschland","193","0.501009919035956","0.449432024655469","0.552587813416443"
"Eigentümer","2007","Schleswig-Holstein","Ostdeutschland","","","",""
"Eigentümer","2007","Hamburg","Westdeutschland","47","0.159960576070012","0.107837792050158","0.212083360089866"
"Eigentümer","2007","Hamburg","Ostdeutschland","","","",""
"Eigentümer","2007","Niedersachsen","Westdeutschland","594","0.523442244398282","0.492579022859462","0.554305465937102"
"Eigentümer","2007","Niedersachsen","Ostdeutschland","","","",""
"Eigentümer","2007","Bremen","Westdeutschland","38","0.450931926440358","0.347555461730838","0.554308391149877"
"Eigentümer","2007","Bremen","Ostdeutschland","","","",""
"Eigentümer","2007","Nordrhein-Westfalen","Westdeutschland","1115","0.395810727392462","0.376001037845208","0.415620416939716"
"Eigentümer","2007","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Eigentümer","2007","Hessen","Westdeutschland","390","0.421210632305826","0.386670563565774","0.455750701045879"
"Eigentümer","2007","Hessen","Ostdeutschland","","","",""
"Eigentümer","2007","Rheinland-Pfalz,Saarland","Westdeutschland","381","0.504835353706808","0.466749053044138","0.542921654369478"
"Eigentümer","2007","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Eigentümer","2007","Baden-Württemberg","Westdeutschland","734","0.504838676897797","0.478197778882294","0.531479574913301"
"Eigentümer","2007","Baden-Württemberg","Ostdeutschland","","","",""
"Eigentümer","2007","Bayern","Westdeutschland","927","0.49879757957494","0.474613461021304","0.522981698128577"
"Eigentümer","2007","Bayern","Ostdeutschland","","","",""
"Eigentümer","2007","Saarland","Westdeutschland","","","",""
"Eigentümer","2007","Saarland","Ostdeutschland","","","",""
"Eigentümer","2007","Berlin","Westdeutschland","61","0.164972586330104","0.120201009956843","0.209744162703365"
"Eigentümer","2007","Berlin","Ostdeutschland","30","0.100864570213071","0.0591281717616368","0.142600968664504"
"Eigentümer","2007","Brandenburg","Westdeutschland","","","",""
"Eigentümer","2007","Brandenburg","Ostdeutschland","192","0.329936889347594","0.288305266227159","0.371568512468028"
"Eigentümer","2007","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Eigentümer","2007","Mecklenburg-Vorpommern","Ostdeutschland","128","0.388522612206594","0.331634452130598","0.445410772282589"
"Eigentümer","2007","Sachsen","Westdeutschland","","","",""
"Eigentümer","2007","Sachsen","Ostdeutschland","326","0.305922298434298","0.274648928760912","0.337195668107683"
"Eigentümer","2007","Sachsen-Anhalt","Westdeutschland","","","",""
"Eigentümer","2007","Sachsen-Anhalt","Ostdeutschland","216","0.37969430093886","0.335583845740533","0.423804756137187"
"Eigentümer","2007","Thüringen","Westdeutschland","","","",""
"Eigentümer","2007","Thüringen","Ostdeutschland","248","0.43202653528215","0.388121645049235","0.475931425515064"
"Altersheim","2007","Schleswig-Holstein","Westdeutschland","","","",""
"Altersheim","2007","Schleswig-Holstein","Ostdeutschland","","","",""
"Altersheim","2007","Hamburg","Westdeutschland","","","",""
"Altersheim","2007","Hamburg","Ostdeutschland","","","",""
"Altersheim","2007","Niedersachsen","Westdeutschland","","","",""
"Altersheim","2007","Niedersachsen","Ostdeutschland","","","",""
"Altersheim","2007","Bremen","Westdeutschland","","","",""
"Altersheim","2007","Bremen","Ostdeutschland","","","",""
"Altersheim","2007","Nordrhein-Westfalen","Westdeutschland","","","",""
"Altersheim","2007","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Altersheim","2007","Hessen","Westdeutschland","","","",""
"Altersheim","2007","Hessen","Ostdeutschland","","","",""
"Altersheim","2007","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Altersheim","2007","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Altersheim","2007","Baden-Württemberg","Westdeutschland","","","",""
"Altersheim","2007","Baden-Württemberg","Ostdeutschland","","","",""
"Altersheim","2007","Bayern","Westdeutschland","","","",""
"Altersheim","2007","Bayern","Ostdeutschland","","","",""
"Altersheim","2007","Saarland","Westdeutschland","","","",""
"Altersheim","2007","Saarland","Ostdeutschland","","","",""
"Altersheim","2007","Berlin","Westdeutschland","","","",""
"Altersheim","2007","Berlin","Ostdeutschland","","","",""
"Altersheim","2007","Brandenburg","Westdeutschland","","","",""
"Altersheim","2007","Brandenburg","Ostdeutschland","","","",""
"Altersheim","2007","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Altersheim","2007","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Altersheim","2007","Sachsen","Westdeutschland","","","",""
"Altersheim","2007","Sachsen","Ostdeutschland","1","","",""
"Altersheim","2007","Sachsen-Anhalt","Westdeutschland","","","",""
"Altersheim","2007","Sachsen-Anhalt","Ostdeutschland","","","",""
"Altersheim","2007","Thüringen","Westdeutschland","","","",""
"Altersheim","2007","Thüringen","Ostdeutschland","","","",""
"Mieter","2007","Schleswig-Holstein","Westdeutschland","","","",""
"Mieter","2007","Schleswig-Holstein","Ostdeutschland","","","",""
"Mieter","2007","Hamburg","Westdeutschland","","","",""
"Mieter","2007","Hamburg","Ostdeutschland","","","",""
"Mieter","2007","Niedersachsen","Westdeutschland","","","",""
"Mieter","2007","Niedersachsen","Ostdeutschland","","","",""
"Mieter","2007","Bremen","Westdeutschland","","","",""
"Mieter","2007","Bremen","Ostdeutschland","","","",""
"Mieter","2007","Nordrhein-Westfalen","Westdeutschland","","","",""
"Mieter","2007","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Mieter","2007","Hessen","Westdeutschland","","","",""
"Mieter","2007","Hessen","Ostdeutschland","","","",""
"Mieter","2007","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Mieter","2007","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Mieter","2007","Baden-Württemberg","Westdeutschland","","","",""
"Mieter","2007","Baden-Württemberg","Ostdeutschland","","","",""
"Mieter","2007","Bayern","Westdeutschland","","","",""
"Mieter","2007","Bayern","Ostdeutschland","","","",""
"Mieter","2007","Saarland","Westdeutschland","","","",""
"Mieter","2007","Saarland","Ostdeutschland","","","",""
"Mieter","2007","Berlin","Westdeutschland","","","",""
"Mieter","2007","Berlin","Ostdeutschland","","","",""
"Mieter","2007","Brandenburg","Westdeutschland","","","",""
"Mieter","2007","Brandenburg","Ostdeutschland","","","",""
"Mieter","2007","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Mieter","2007","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Mieter","2007","Sachsen","Westdeutschland","","","",""
"Mieter","2007","Sachsen","Ostdeutschland","","","",""
"Mieter","2007","Sachsen-Anhalt","Westdeutschland","","","",""
"Mieter","2007","Sachsen-Anhalt","Ostdeutschland","","","",""
"Mieter","2007","Thüringen","Westdeutschland","","","",""
"Mieter","2007","Thüringen","Ostdeutschland","","","",""
"Hauptmieter","2008","Schleswig-Holstein","Westdeutschland","144","0.45766020569536","0.403826106079739","0.511494305310982"
"Hauptmieter","2008","Schleswig-Holstein","Ostdeutschland","","","",""
"Hauptmieter","2008","Hamburg","Westdeutschland","135","0.812149741702715","0.755865582815309","0.868433900590121"
"Hauptmieter","2008","Hamburg","Ostdeutschland","","","",""
"Hauptmieter","2008","Niedersachsen","Westdeutschland","359","0.43568569930784","0.40440102666146","0.46697037195422"
"Hauptmieter","2008","Niedersachsen","Ostdeutschland","","","",""
"Hauptmieter","2008","Bremen","Westdeutschland","46","0.536901908157137","0.429628268896813","0.644175547417461"
"Hauptmieter","2008","Bremen","Ostdeutschland","","","",""
"Hauptmieter","2008","Nordrhein-Westfalen","Westdeutschland","1086","0.571176353417114","0.550391659857983","0.591961046976244"
"Hauptmieter","2008","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Hauptmieter","2008","Hessen","Westdeutschland","345","0.548311946386562","0.512333899969466","0.584289992803657"
"Hauptmieter","2008","Hessen","Ostdeutschland","","","",""
"Hauptmieter","2008","Rheinland-Pfalz,Saarland","Westdeutschland","249","0.455533816499131","0.416332738225032","0.494734894773229"
"Hauptmieter","2008","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Hauptmieter","2008","Baden-Württemberg","Westdeutschland","550","0.458134061933977","0.430892077253107","0.485376046614848"
"Hauptmieter","2008","Baden-Württemberg","Ostdeutschland","","","",""
"Hauptmieter","2008","Bayern","Westdeutschland","630","0.461432745343796","0.436502493785888","0.486362996901704"
"Hauptmieter","2008","Bayern","Ostdeutschland","","","",""
"Hauptmieter","2008","Saarland","Westdeutschland","","","",""
"Hauptmieter","2008","Saarland","Ostdeutschland","","","",""
"Hauptmieter","2008","Berlin","Westdeutschland","186","0.802191866196088","0.753299708854046","0.85108402353813"
"Hauptmieter","2008","Berlin","Ostdeutschland","159","0.852006731882459","0.802167277546192","0.901846186218726"
"Hauptmieter","2008","Brandenburg","Westdeutschland","","","",""
"Hauptmieter","2008","Brandenburg","Ostdeutschland","257","0.577460701431223","0.532803250203029","0.622118152659417"
"Hauptmieter","2008","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Hauptmieter","2008","Mecklenburg-Vorpommern","Ostdeutschland","144","0.577312412748627","0.51903386179633","0.635590963700924"
"Hauptmieter","2008","Sachsen","Westdeutschland","","","",""
"Hauptmieter","2008","Sachsen","Ostdeutschland","472","0.660088560130777","0.627264893645963","0.69291222661559"
"Hauptmieter","2008","Sachsen-Anhalt","Westdeutschland","","","",""
"Hauptmieter","2008","Sachsen-Anhalt","Ostdeutschland","224","0.581492122254766","0.535240059209804","0.627744185299728"
"Hauptmieter","2008","Thüringen","Westdeutschland","","","",""
"Hauptmieter","2008","Thüringen","Ostdeutschland","217","0.514314351229546","0.469273200494527","0.559355501964565"
