"hlf0001_h","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Untermieter","2019","Ostdeutschland","148","0.0234808527762687","0.0204307373079393","0.0265309682445982"
"Eigentuemer","2019","Westdeutschland","17155","0.530496604938123","0.525549533802787","0.535443676073459"
"Eigentuemer","2019","Ostdeutschland","3957","0.447677806694399","0.437661721818218","0.457693891570581"
"Altersheim/Seniorenwohnheim","2019","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2019","Ostdeutschland","","","",""
"Mieter","2019","Westdeutschland","","","",""
"Mieter","2019","Ostdeutschland","","","",""
"Hauptmieter","2020","Westdeutschland","24387","0.452565495858147","0.447735211278684","0.457395780437609"
"Hauptmieter","2020","Ostdeutschland","5532","0.546362636015597","0.536156299156537","0.556568972874658"
"Untermieter","2020","Westdeutschland","1198","0.0203798022537059","0.0190086213282359","0.0217509831791759"
"Untermieter","2020","Ostdeutschland","197","0.0226476270436625","0.0195975421221035","0.0256977119652215"
"Eigentuemer","2020","Westdeutschland","15206","0.527054701888148","0.522209641247834","0.531899762528461"
"Eigentuemer","2020","Ostdeutschland","3411","0.43098973694074","0.420837341923822","0.441142131957659"
"Altersheim/Seniorenwohnheim","2020","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2020","Ostdeutschland","","","",""
"Mieter","2020","Westdeutschland","","","",""
"Mieter","2020","Ostdeutschland","","","",""
