"hlf0001_h","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Untermieter","1987","Baden-Württemberg","Ländlicher Raum","6","","",""
"Untermieter","1987","Bayern","Städtischer Raum","13","","",""
"Untermieter","1987","Bayern","Ländlicher Raum","9","","",""
"Untermieter","1987","Saarland","Städtischer Raum","","","",""
"Untermieter","1987","Saarland","Ländlicher Raum","","","",""
"Untermieter","1987","Berlin","Städtischer Raum","5","","",""
"Untermieter","1987","Berlin","Ländlicher Raum","","","",""
"Untermieter","1987","Brandenburg","Städtischer Raum","","","",""
"Untermieter","1987","Brandenburg","Ländlicher Raum","","","",""
"Untermieter","1987","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Untermieter","1987","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Untermieter","1987","Sachsen","Städtischer Raum","","","",""
"Untermieter","1987","Sachsen","Ländlicher Raum","","","",""
"Untermieter","1987","Sachsen-Anhalt","Städtischer Raum","","","",""
"Untermieter","1987","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Untermieter","1987","Thüringen","Städtischer Raum","","","",""
"Untermieter","1987","Thüringen","Ländlicher Raum","","","",""
"Eigentümer","1987","Schleswig-Holstein","Städtischer Raum","30","0.401762777372148","0.292964416040709","0.510561138703587"
"Eigentümer","1987","Schleswig-Holstein","Ländlicher Raum","56","0.632705696789296","0.530223931717277","0.735187461861316"
"Eigentümer","1987","Hamburg","Städtischer Raum","23","","",""
"Eigentümer","1987","Hamburg","Ländlicher Raum","1","","",""
"Eigentümer","1987","Niedersachsen","Städtischer Raum","92","0.35168501564185","0.293078221877879","0.410291809405821"
"Eigentümer","1987","Niedersachsen","Ländlicher Raum","138","0.521384196230552","0.460429006560795","0.582339385900309"
"Eigentümer","1987","Bremen","Städtischer Raum","14","","",""
"Eigentümer","1987","Bremen","Ländlicher Raum","","","",""
"Eigentümer","1987","Nordrhein-Westfalen","Städtischer Raum","394","0.309823347160472","0.284868041363344","0.334778652957601"
"Eigentümer","1987","Nordrhein-Westfalen","Ländlicher Raum","21","","",""
"Eigentümer","1987","Hessen","Städtischer Raum","130","0.383850259457555","0.337668832749362","0.430031686165748"
"Eigentümer","1987","Hessen","Ländlicher Raum","26","","",""
"Eigentümer","1987","Rheinland-Pfalz,Saarland","Städtischer Raum","146","0.514695753395859","0.457074658286154","0.572316848505564"
"Eigentümer","1987","Rheinland-Pfalz,Saarland","Ländlicher Raum","39","0.566478909104599","0.444108953004181","0.688848865205018"
"Eigentümer","1987","Baden-Württemberg","Städtischer Raum","289","0.468314131855654","0.432744171306835","0.503884092404474"
"Eigentümer","1987","Baden-Württemberg","Ländlicher Raum","55","0.519590782070006","0.434359796537896","0.604821767602115"
"Eigentümer","1987","Bayern","Städtischer Raum","164","0.385625049033656","0.340703038159697","0.430547059907615"
"Eigentümer","1987","Bayern","Ländlicher Raum","196","0.52783810412276","0.477377783496745","0.578298424748775"
"Eigentümer","1987","Saarland","Städtischer Raum","","","",""
"Eigentümer","1987","Saarland","Ländlicher Raum","","","",""
"Eigentümer","1987","Berlin","Städtischer Raum","16","","",""
"Eigentümer","1987","Berlin","Ländlicher Raum","","","",""
"Eigentümer","1987","Brandenburg","Städtischer Raum","","","",""
"Eigentümer","1987","Brandenburg","Ländlicher Raum","","","",""
"Eigentümer","1987","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Eigentümer","1987","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Eigentümer","1987","Sachsen","Städtischer Raum","","","",""
"Eigentümer","1987","Sachsen","Ländlicher Raum","","","",""
"Eigentümer","1987","Sachsen-Anhalt","Städtischer Raum","","","",""
"Eigentümer","1987","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Eigentümer","1987","Thüringen","Städtischer Raum","","","",""
"Eigentümer","1987","Thüringen","Ländlicher Raum","","","",""
"Altersheim","1987","Schleswig-Holstein","Städtischer Raum","","","",""
"Altersheim","1987","Schleswig-Holstein","Ländlicher Raum","","","",""
"Altersheim","1987","Hamburg","Städtischer Raum","","","",""
"Altersheim","1987","Hamburg","Ländlicher Raum","","","",""
"Altersheim","1987","Niedersachsen","Städtischer Raum","","","",""
"Altersheim","1987","Niedersachsen","Ländlicher Raum","","","",""
"Altersheim","1987","Bremen","Städtischer Raum","","","",""
"Altersheim","1987","Bremen","Ländlicher Raum","","","",""
"Altersheim","1987","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Altersheim","1987","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Altersheim","1987","Hessen","Städtischer Raum","","","",""
"Altersheim","1987","Hessen","Ländlicher Raum","","","",""
"Altersheim","1987","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Altersheim","1987","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Altersheim","1987","Baden-Württemberg","Städtischer Raum","","","",""
"Altersheim","1987","Baden-Württemberg","Ländlicher Raum","","","",""
"Altersheim","1987","Bayern","Städtischer Raum","","","",""
"Altersheim","1987","Bayern","Ländlicher Raum","","","",""
"Altersheim","1987","Saarland","Städtischer Raum","","","",""
"Altersheim","1987","Saarland","Ländlicher Raum","","","",""
"Altersheim","1987","Berlin","Städtischer Raum","","","",""
"Altersheim","1987","Berlin","Ländlicher Raum","","","",""
"Altersheim","1987","Brandenburg","Städtischer Raum","","","",""
"Altersheim","1987","Brandenburg","Ländlicher Raum","","","",""
"Altersheim","1987","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Altersheim","1987","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Altersheim","1987","Sachsen","Städtischer Raum","","","",""
"Altersheim","1987","Sachsen","Ländlicher Raum","","","",""
"Altersheim","1987","Sachsen-Anhalt","Städtischer Raum","","","",""
"Altersheim","1987","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Altersheim","1987","Thüringen","Städtischer Raum","","","",""
"Altersheim","1987","Thüringen","Ländlicher Raum","","","",""
"Mieter","1987","Schleswig-Holstein","Städtischer Raum","","","",""
"Mieter","1987","Schleswig-Holstein","Ländlicher Raum","","","",""
"Mieter","1987","Hamburg","Städtischer Raum","","","",""
"Mieter","1987","Hamburg","Ländlicher Raum","","","",""
"Mieter","1987","Niedersachsen","Städtischer Raum","","","",""
"Mieter","1987","Niedersachsen","Ländlicher Raum","","","",""
"Mieter","1987","Bremen","Städtischer Raum","","","",""
"Mieter","1987","Bremen","Ländlicher Raum","","","",""
"Mieter","1987","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Mieter","1987","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Mieter","1987","Hessen","Städtischer Raum","","","",""
"Mieter","1987","Hessen","Ländlicher Raum","","","",""
"Mieter","1987","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Mieter","1987","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Mieter","1987","Baden-Württemberg","Städtischer Raum","","","",""
"Mieter","1987","Baden-Württemberg","Ländlicher Raum","","","",""
"Mieter","1987","Bayern","Städtischer Raum","","","",""
"Mieter","1987","Bayern","Ländlicher Raum","","","",""
"Mieter","1987","Saarland","Städtischer Raum","","","",""
"Mieter","1987","Saarland","Ländlicher Raum","","","",""
"Mieter","1987","Berlin","Städtischer Raum","","","",""
"Mieter","1987","Berlin","Ländlicher Raum","","","",""
"Mieter","1987","Brandenburg","Städtischer Raum","","","",""
"Mieter","1987","Brandenburg","Ländlicher Raum","","","",""
"Mieter","1987","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Mieter","1987","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Mieter","1987","Sachsen","Städtischer Raum","","","",""
"Mieter","1987","Sachsen","Ländlicher Raum","","","",""
"Mieter","1987","Sachsen-Anhalt","Städtischer Raum","","","",""
"Mieter","1987","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Mieter","1987","Thüringen","Städtischer Raum","","","",""
"Mieter","1987","Thüringen","Ländlicher Raum","","","",""
"Hauptmieter","1988","Schleswig-Holstein","Städtischer Raum","43","0.564979747434156","0.452780837516566","0.677178657351746"
"Hauptmieter","1988","Schleswig-Holstein","Ländlicher Raum","32","0.379113222986169","0.277165122985124","0.481061322987213"
"Hauptmieter","1988","Hamburg","Städtischer Raum","91","0.8122261771108","0.74115801053922","0.88329434368238"
"Hauptmieter","1988","Hamburg","Ländlicher Raum","1","","",""
"Hauptmieter","1988","Niedersachsen","Städtischer Raum","154","0.61302296118689","0.552404735550741","0.673641186823039"
"Hauptmieter","1988","Niedersachsen","Ländlicher Raum","107","0.44214263836048","0.379440499829162","0.504844776891799"
"Hauptmieter","1988","Bremen","Städtischer Raum","43","0.760803592114024","0.651951773547787","0.869655410680261"
"Hauptmieter","1988","Bremen","Ländlicher Raum","","","",""
"Hauptmieter","1988","Nordrhein-Westfalen","Städtischer Raum","841","0.649117996794002","0.622724578344741","0.675511415243262"
"Hauptmieter","1988","Nordrhein-Westfalen","Ländlicher Raum","10","","",""
"Hauptmieter","1988","Hessen","Städtischer Raum","269","0.580752969816418","0.532577463794022","0.628928475838814"
"Hauptmieter","1988","Hessen","Ländlicher Raum","37","0.516482376810125","0.394996632101883","0.637968121518367"
"Hauptmieter","1988","Rheinland-Pfalz,Saarland","Städtischer Raum","140","0.466410468237807","0.408288184761291","0.524532751714322"
"Hauptmieter","1988","Rheinland-Pfalz,Saarland","Ländlicher Raum","21","","",""
"Hauptmieter","1988","Baden-Württemberg","Städtischer Raum","443","0.494272154537757","0.458346629089608","0.530197679985906"
"Hauptmieter","1988","Baden-Württemberg","Ländlicher Raum","59","0.371222128209955","0.284418043291699","0.458026213128211"
"Hauptmieter","1988","Bayern","Städtischer Raum","269","0.57684021080026","0.530623845166951","0.623056576433569"
"Hauptmieter","1988","Bayern","Ländlicher Raum","169","0.442346728368356","0.390826530777816","0.493866925958896"
"Hauptmieter","1988","Saarland","Städtischer Raum","","","",""
"Hauptmieter","1988","Saarland","Ländlicher Raum","","","",""
"Hauptmieter","1988","Berlin","Städtischer Raum","167","0.877165048549637","0.830243665495624","0.92408643160365"
"Hauptmieter","1988","Berlin","Ländlicher Raum","","","",""
"Hauptmieter","1988","Brandenburg","Städtischer Raum","","","",""
"Hauptmieter","1988","Brandenburg","Ländlicher Raum","","","",""
"Hauptmieter","1988","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Hauptmieter","1988","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Hauptmieter","1988","Sachsen","Städtischer Raum","","","",""
"Hauptmieter","1988","Sachsen","Ländlicher Raum","","","",""
"Hauptmieter","1988","Sachsen-Anhalt","Städtischer Raum","","","",""
"Hauptmieter","1988","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Hauptmieter","1988","Thüringen","Städtischer Raum","","","",""
"Hauptmieter","1988","Thüringen","Ländlicher Raum","","","",""
"Untermieter","1988","Schleswig-Holstein","Städtischer Raum","1","","",""
"Untermieter","1988","Schleswig-Holstein","Ländlicher Raum","3","","",""
"Untermieter","1988","Hamburg","Städtischer Raum","3","","",""
"Untermieter","1988","Hamburg","Ländlicher Raum","","","",""
"Untermieter","1988","Niedersachsen","Städtischer Raum","8","","",""
"Untermieter","1988","Niedersachsen","Ländlicher Raum","6","","",""
"Untermieter","1988","Bremen","Städtischer Raum","2","","",""
"Untermieter","1988","Bremen","Ländlicher Raum","","","",""
"Untermieter","1988","Nordrhein-Westfalen","Städtischer Raum","27","","",""
"Untermieter","1988","Nordrhein-Westfalen","Ländlicher Raum","1","","",""
"Untermieter","1988","Hessen","Städtischer Raum","9","","",""
"Untermieter","1988","Hessen","Ländlicher Raum","3","","",""
"Untermieter","1988","Rheinland-Pfalz,Saarland","Städtischer Raum","7","","",""
"Untermieter","1988","Rheinland-Pfalz,Saarland","Ländlicher Raum","1","","",""
"Untermieter","1988","Baden-Württemberg","Städtischer Raum","15","","",""
"Untermieter","1988","Baden-Württemberg","Ländlicher Raum","7","","",""
"Untermieter","1988","Bayern","Städtischer Raum","13","","",""
"Untermieter","1988","Bayern","Ländlicher Raum","9","","",""
"Untermieter","1988","Saarland","Städtischer Raum","","","",""
"Untermieter","1988","Saarland","Ländlicher Raum","","","",""
"Untermieter","1988","Berlin","Städtischer Raum","8","","",""
"Untermieter","1988","Berlin","Ländlicher Raum","","","",""
"Untermieter","1988","Brandenburg","Städtischer Raum","","","",""
"Untermieter","1988","Brandenburg","Ländlicher Raum","","","",""
"Untermieter","1988","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Untermieter","1988","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Untermieter","1988","Sachsen","Städtischer Raum","","","",""
"Untermieter","1988","Sachsen","Ländlicher Raum","","","",""
"Untermieter","1988","Sachsen-Anhalt","Städtischer Raum","","","",""
"Untermieter","1988","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Untermieter","1988","Thüringen","Städtischer Raum","","","",""
"Untermieter","1988","Thüringen","Ländlicher Raum","","","",""
"Eigentümer","1988","Schleswig-Holstein","Städtischer Raum","31","0.416155423608035","0.304599184642627","0.527711662573444"
"Eigentümer","1988","Schleswig-Holstein","Ländlicher Raum","52","0.579347610792291","0.47561393799","0.683081283594582"
"Eigentümer","1988","Hamburg","Städtischer Raum","22","","",""
"Eigentümer","1988","Hamburg","Ländlicher Raum","1","","",""
"Eigentümer","1988","Niedersachsen","Städtischer Raum","86","0.35187733590926","0.29244175627084","0.411312915547679"
"Eigentümer","1988","Niedersachsen","Ländlicher Raum","128","0.533077579436778","0.47008967754249","0.596065481331067"
"Eigentümer","1988","Bremen","Städtischer Raum","14","","",""
"Eigentümer","1988","Bremen","Ländlicher Raum","","","",""
"Eigentümer","1988","Nordrhein-Westfalen","Städtischer Raum","388","0.32446416463349","0.298572448526122","0.350355880740858"
"Eigentümer","1988","Nordrhein-Westfalen","Ländlicher Raum","20","","",""
"Eigentümer","1988","Hessen","Städtischer Raum","125","0.392929683150729","0.345245704365476","0.440613661935982"
"Eigentümer","1988","Hessen","Ländlicher Raum","25","","",""
"Eigentümer","1988","Rheinland-Pfalz,Saarland","Städtischer Raum","136","0.493174669826536","0.434926214826252","0.55142312482682"
"Eigentümer","1988","Rheinland-Pfalz,Saarland","Ländlicher Raum","32","0.535511069544901","0.40248917723106","0.668532961858742"
"Eigentümer","1988","Baden-Württemberg","Städtischer Raum","286","0.478423721789186","0.442529305821882","0.51431813775649"
"Eigentümer","1988","Baden-Württemberg","Ländlicher Raum","53","0.571896493814238","0.482995274058377","0.660797713570099"
"Eigentümer","1988","Bayern","Städtischer Raum","157","0.381933222739092","0.336483917424799","0.427382528053384"
"Eigentümer","1988","Bayern","Ländlicher Raum","179","0.522394145230004","0.470580045771716","0.574208244688293"
"Eigentümer","1988","Saarland","Städtischer Raum","","","",""
"Eigentümer","1988","Saarland","Ländlicher Raum","","","",""
"Eigentümer","1988","Berlin","Städtischer Raum","13","","",""
"Eigentümer","1988","Berlin","Ländlicher Raum","","","",""
"Eigentümer","1988","Brandenburg","Städtischer Raum","","","",""
"Eigentümer","1988","Brandenburg","Ländlicher Raum","","","",""
"Eigentümer","1988","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Eigentümer","1988","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Eigentümer","1988","Sachsen","Städtischer Raum","","","",""
"Eigentümer","1988","Sachsen","Ländlicher Raum","","","",""
"Eigentümer","1988","Sachsen-Anhalt","Städtischer Raum","","","",""
"Eigentümer","1988","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Eigentümer","1988","Thüringen","Städtischer Raum","","","",""
"Eigentümer","1988","Thüringen","Ländlicher Raum","","","",""
"Altersheim","1988","Schleswig-Holstein","Städtischer Raum","","","",""
"Altersheim","1988","Schleswig-Holstein","Ländlicher Raum","","","",""
"Altersheim","1988","Hamburg","Städtischer Raum","","","",""
"Altersheim","1988","Hamburg","Ländlicher Raum","","","",""
"Altersheim","1988","Niedersachsen","Städtischer Raum","","","",""
"Altersheim","1988","Niedersachsen","Ländlicher Raum","","","",""
"Altersheim","1988","Bremen","Städtischer Raum","","","",""
"Altersheim","1988","Bremen","Ländlicher Raum","","","",""
"Altersheim","1988","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Altersheim","1988","Nordrhein-Westfalen","Ländlicher Raum","","","",""
