"hlf0001_h","year","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Hauptmieter","1988","Ländlicher Raum","436","0.431961000427781","0.400560939484056","0.463361061371507"
"Untermieter","1988","Städtischer Raum","93","0.0306076403419222","0.0251388240149087","0.0360764566689356"
"Untermieter","1988","Ländlicher Raum","30","0.0369226243401053","0.0249690987379787","0.0488761499422319"
"Eigentümer","1988","Städtischer Raum","1258","0.359507288774387","0.344272390367948","0.374742187180827"
"Eigentümer","1988","Ländlicher Raum","490","0.531116375232114","0.499482927841611","0.562749822622617"
"Altersheim","1988","Städtischer Raum","","","",""
"Altersheim","1988","Ländlicher Raum","","","",""
"Mieter","1988","Städtischer Raum","","","",""
"Mieter","1988","Ländlicher Raum","","","",""
"Hauptmieter","1989","Städtischer Raum","2387","0.602969993204226","0.5872701620378","0.618669824370653"
"Hauptmieter","1989","Ländlicher Raum","418","0.424789863744032","0.392796215839645","0.456783511648418"
"Untermieter","1989","Städtischer Raum","93","0.028484615611964","0.0231467763812171","0.0338224548427109"
"Untermieter","1989","Ländlicher Raum","26","","",""
"Eigentümer","1989","Städtischer Raum","1242","0.364745806378174","0.349300220356643","0.380191392399705"
"Eigentümer","1989","Ländlicher Raum","471","0.53291785235716","0.50062620568295","0.565209499031371"
"Altersheim","1989","Städtischer Raum","","","",""
"Altersheim","1989","Ländlicher Raum","","","",""
"Mieter","1989","Städtischer Raum","9","","",""
"Mieter","1989","Ländlicher Raum","2","","",""
"Hauptmieter","1990","Städtischer Raum","2958","0.631788141097272","0.617546485953041","0.646029796241502"
"Hauptmieter","1990","Ländlicher Raum","1170","0.484619912503579","0.4641643932405","0.505075431766657"
"Untermieter","1990","Städtischer Raum","107","0.0275108016703581","0.0226811049441051","0.0323404983966111"
"Untermieter","1990","Ländlicher Raum","99","0.0467234641137211","0.0380852685410834","0.0553616596863588"
"Eigentümer","1990","Städtischer Raum","1338","0.340407520893988","0.326416053475078","0.354398988312897"
"Eigentümer","1990","Ländlicher Raum","1022","0.46767396786519","0.44725158027415","0.48809635545623"
"Altersheim","1990","Städtischer Raum","","","",""
"Altersheim","1990","Ländlicher Raum","","","",""
"Mieter","1990","Städtischer Raum","3","","",""
"Mieter","1990","Ländlicher Raum","2","","",""
"Hauptmieter","1991","Städtischer Raum","2891","0.628113346293639","0.61374100605422","0.642485686533059"
"Hauptmieter","1991","Ländlicher Raum","1120","0.487010438755999","0.466269820178098","0.5077510573339"
"Untermieter","1991","Städtischer Raum","111","0.0277359112874004","0.0228525762103461","0.0326192463644546"
"Untermieter","1991","Ländlicher Raum","113","0.0472756372837527","0.0384691920761103","0.0560820824913951"
"Eigentümer","1991","Städtischer Raum","1340","0.343872759929988","0.329747511195863","0.357998008664113"
"Eigentümer","1991","Ländlicher Raum","996","0.464650165607383","0.443954462270471","0.485345868944295"
"Altersheim","1991","Städtischer Raum","","","",""
"Altersheim","1991","Ländlicher Raum","","","",""
"Mieter","1991","Städtischer Raum","2","","",""
"Mieter","1991","Ländlicher Raum","2","","",""
"Hauptmieter","1992","Städtischer Raum","2871","0.61341882602966","0.598977546422941","0.62786010563638"
"Hauptmieter","1992","Ländlicher Raum","1135","0.50066392251901","0.479650921487246","0.521676923550773"
"Untermieter","1992","Städtischer Raum","126","0.0318202344515364","0.0266150459144239","0.037025422988649"
"Untermieter","1992","Ländlicher Raum","75","0.0368954070806526","0.028973288467053","0.0448175256942521"
"Eigentümer","1992","Städtischer Raum","1369","0.354164909405512","0.339981835699504","0.368347983111521"
"Eigentümer","1992","Ländlicher Raum","963","0.461111806112838","0.440162438589663","0.482061173636013"
"Altersheim","1992","Städtischer Raum","","","",""
"Altersheim","1992","Ländlicher Raum","","","",""
"Mieter","1992","Städtischer Raum","2","","",""
"Mieter","1992","Ländlicher Raum","2","","",""
"Hauptmieter","1993","Städtischer Raum","2874","0.60737563965087","0.592885492689305","0.621865786612435"
"Hauptmieter","1993","Ländlicher Raum","1157","0.503695713750406","0.482826699544842","0.52456472795597"
"Untermieter","1993","Städtischer Raum","132","0.0325011400161866","0.027239392401828","0.0377628876305453"
"Untermieter","1993","Ländlicher Raum","84","0.0413354369388335","0.0330266351741627","0.0496442387035042"
"Eigentümer","1993","Städtischer Raum","1357","0.360123220332943","0.345879310288086","0.374367130377801"
"Eigentümer","1993","Ländlicher Raum","964","0.45496884931076","0.434184076217294","0.475753622404227"
"Altersheim","1993","Städtischer Raum","","","",""
"Altersheim","1993","Ländlicher Raum","","","",""
"Mieter","1993","Städtischer Raum","","","",""
"Mieter","1993","Ländlicher Raum","","","",""
"Hauptmieter","1994","Städtischer Raum","2833","0.606194424079823","0.591602668232858","0.620786179926788"
"Hauptmieter","1994","Ländlicher Raum","1114","0.491799453618246","0.470842189004268","0.512756718232225"
"Untermieter","1994","Städtischer Raum","128","0.0342097958194876","0.0287813276671583","0.039638263971817"
"Untermieter","1994","Ländlicher Raum","87","0.0386224884483411","0.0305447438480324","0.0467002330486499"
"Eigentümer","1994","Städtischer Raum","1346","0.359595780100689","0.345264168135335","0.373927392066044"
"Eigentümer","1994","Ländlicher Raum","985","0.469578057933413","0.448656806902225","0.4904993089646"
"Altersheim","1994","Städtischer Raum","","","",""
"Altersheim","1994","Ländlicher Raum","","","",""
"Mieter","1994","Städtischer Raum","","","",""
"Mieter","1994","Ländlicher Raum","","","",""
"Hauptmieter","1995","Städtischer Raum","2927","0.601085130440323","0.586689843928613","0.615480416952033"
"Hauptmieter","1995","Ländlicher Raum","1172","0.482044052154867","0.461406714280517","0.502681390029218"
"Untermieter","1995","Städtischer Raum","129","0.032342906039183","0.027142198041196","0.03754361403717"
"Untermieter","1995","Ländlicher Raum","105","0.0498615724263682","0.0408719733215586","0.0588511715311778"
"Eigentümer","1995","Städtischer Raum","1389","0.366571963520494","0.352406184188872","0.380737742852116"
"Eigentümer","1995","Ländlicher Raum","975","0.468094375418764","0.447485803381783","0.488702947455746"
"Altersheim","1995","Städtischer Raum","","","",""
"Altersheim","1995","Ländlicher Raum","","","",""
"Mieter","1995","Städtischer Raum","","","",""
"Mieter","1995","Ländlicher Raum","","","",""
"Hauptmieter","1996","Städtischer Raum","2857","0.599763445271016","0.585271898444892","0.61425499209714"
"Hauptmieter","1996","Ländlicher Raum","1148","0.479757162802833","0.459068240418078","0.500446085187589"
"Untermieter","1996","Städtischer Raum","144","0.0323630629592627","0.0271288980617782","0.0375972278567471"
"Untermieter","1996","Ländlicher Raum","87","0.0410147813181035","0.0328018112770121","0.0492277513591949"
"Eigentümer","1996","Städtischer Raum","1390","0.367873491769722","0.35361027044832","0.382136713091123"
"Eigentümer","1996","Ländlicher Raum","1005","0.479228055879063","0.458540032937177","0.499916078820949"
"Altersheim","1996","Städtischer Raum","","","",""
"Altersheim","1996","Ländlicher Raum","","","",""
"Mieter","1996","Städtischer Raum","","","",""
"Mieter","1996","Ländlicher Raum","","","",""
"Hauptmieter","1997","Städtischer Raum","2785","0.600565042883279","0.585969915380947","0.61516017038561"
"Hauptmieter","1997","Ländlicher Raum","1106","0.469467374556591","0.448702553335864","0.490232195777318"
"Untermieter","1997","Städtischer Raum","125","0.0290250395242087","0.0240224455160265","0.0340276335323908"
"Untermieter","1997","Ländlicher Raum","85","0.0436301459068062","0.0351309916488623","0.0521293001647501"
"Eigentümer","1997","Städtischer Raum","1416","0.370409917592513","0.356019444370265","0.38480039081476"
"Eigentümer","1997","Ländlicher Raum","1028","0.486902479536603","0.466105972806274","0.507698986266932"
"Altersheim","1997","Städtischer Raum","","","",""
"Altersheim","1997","Ländlicher Raum","","","",""
"Mieter","1997","Städtischer Raum","","","",""
"Mieter","1997","Ländlicher Raum","","","",""
"Hauptmieter","1998","Städtischer Raum","3070","0.595787918424444","0.582058684488523","0.609517152360366"
"Hauptmieter","1998","Ländlicher Raum","1179","0.451224183450565","0.431753041338503","0.470695325562626"
"Untermieter","1998","Städtischer Raum","164","0.0361637033187394","0.0309405364425915","0.0413868701948873"
"Untermieter","1998","Ländlicher Raum","103","0.0442399117206858","0.0361939246269456","0.052285898814426"
"Eigentümer","1998","Städtischer Raum","1674","0.368048378256816","0.354555947916047","0.381540808597585"
"Eigentümer","1998","Ländlicher Raum","1227","0.50453590482875","0.484972254437392","0.524099555220107"
"Altersheim","1998","Städtischer Raum","","","",""
"Altersheim","1998","Ländlicher Raum","","","",""
"Mieter","1998","Städtischer Raum","","","",""
"Mieter","1998","Ländlicher Raum","","","",""
"Hauptmieter","1999","Städtischer Raum","2919","0.59846079595916","0.584449167640118","0.612472424278201"
"Hauptmieter","1999","Ländlicher Raum","1155","0.456351453754433","0.436592086374605","0.47611082113426"
"Untermieter","1999","Städtischer Raum","127","0.0277043011465449","0.0230131485453725","0.0323954537477172"
"Untermieter","1999","Ländlicher Raum","83","0.0398428760015566","0.03208378767932","0.0476019643237931"
"Eigentümer","1999","Städtischer Raum","1656","0.373834902894295","0.360005891643165","0.387663914145426"
"Eigentümer","1999","Ländlicher Raum","1203","0.503805670244011","0.483971153418582","0.52364018706944"
"Altersheim","1999","Städtischer Raum","","","",""
"Altersheim","1999","Ländlicher Raum","","","",""
"Mieter","1999","Städtischer Raum","","","",""
"Mieter","1999","Ländlicher Raum","","","",""
"Hauptmieter","2000","Städtischer Raum","4929","0.597371351048729","0.586985097039589","0.607757605057869"
"Hauptmieter","2000","Ländlicher Raum","1965","0.480073571536639","0.465286296923813","0.494860846149465"
"Untermieter","2000","Städtischer Raum","147","0.0207096332049757","0.0176936678243559","0.0237255985855956"
"Untermieter","2000","Ländlicher Raum","84","0.0225060542164806","0.0181159987171576","0.0268961097158036"
"Eigentümer","2000","Städtischer Raum","3489","0.381919015746295","0.371629552036578","0.392208479456013"
"Eigentümer","2000","Ländlicher Raum","2336","0.497420374246881","0.482621539642198","0.512219208851563"
"Altersheim","2000","Städtischer Raum","","","",""
"Altersheim","2000","Ländlicher Raum","","","",""
"Mieter","2000","Städtischer Raum","","","",""
"Mieter","2000","Ländlicher Raum","","","",""
"Hauptmieter","2001","Städtischer Raum","4492","0.596901905765149","0.585982523646292","0.607821287884006"
"Hauptmieter","2001","Ländlicher Raum","1707","0.465120998870423","0.44952284863013","0.480719149110716"
"Untermieter","2001","Städtischer Raum","128","0.0210526756606436","0.0178569129810004","0.0242484383402868"
"Untermieter","2001","Ländlicher Raum","85","0.0230752639704686","0.0183799326463336","0.0277705952946036"
"Eigentümer","2001","Städtischer Raum","3131","0.381708158170549","0.370893726818941","0.392522589522158"
"Eigentümer","2001","Ländlicher Raum","2136","0.511803737159108","0.496171853896519","0.527435620421698"
"Altersheim","2001","Städtischer Raum","1","","",""
"Altersheim","2001","Ländlicher Raum","","","",""
"Mieter","2001","Städtischer Raum","","","",""
"Mieter","2001","Ländlicher Raum","","","",""
"Hauptmieter","2002","Städtischer Raum","4425","0.588680634288334","0.578043730765287","0.59931753781138"
"Hauptmieter","2002","Ländlicher Raum","1707","0.465984696286749","0.450508297719358","0.48146109485414"
"Untermieter","2002","Städtischer Raum","143","0.0213286324034825","0.01820553367967","0.024451731127295"
"Untermieter","2002","Ländlicher Raum","92","0.0255814838677179","0.0206832123240992","0.0304797554113365"
"Eigentümer","2002","Städtischer Raum","3652","0.389641689878938","0.379099983707056","0.40018339605082"
"Eigentümer","2002","Ländlicher Raum","2192","0.508433819845533","0.492923689752186","0.523943949938881"
"Altersheim","2002","Städtischer Raum","1","","",""
"Altersheim","2002","Ländlicher Raum","","","",""
"Mieter","2002","Städtischer Raum","","","",""
"Mieter","2002","Ländlicher Raum","","","",""
"Hauptmieter","2003","Städtischer Raum","4260","0.589474544307241","0.57866238393099","0.600286704683491"
"Hauptmieter","2003","Ländlicher Raum","1624","0.456577546722197","0.440847463646456","0.472307629797937"
"Untermieter","2003","Städtischer Raum","151","0.023842247029344","0.0204891702276484","0.0271953238310396"
"Untermieter","2003","Ländlicher Raum","109","0.0359606069031994","0.0300807622990845","0.0418404515073143"
"Eigentümer","2003","Städtischer Raum","3540","0.386323214292408","0.375621455559417","0.397024973025399"
"Eigentümer","2003","Ländlicher Raum","2119","0.507461846374604","0.491673865615485","0.523249827133723"
"Altersheim","2003","Städtischer Raum","1","","",""
"Altersheim","2003","Ländlicher Raum","","","",""
"Mieter","2003","Städtischer Raum","","","",""
"Mieter","2003","Ländlicher Raum","","","",""
"Hauptmieter","2004","Städtischer Raum","4151","0.592801091814242","0.581869006432887","0.603733177195596"
"Hauptmieter","2004","Ländlicher Raum","1574","0.457457606362797","0.441584395215772","0.473330817509823"
"Untermieter","2004","Städtischer Raum","150","0.0246845899718802","0.021232113584333","0.0281370663594273"
"Untermieter","2004","Ländlicher Raum","104","0.0336051277190602","0.0278632675658177","0.0393469878723027"
"Eigentümer","2004","Städtischer Raum","3455","0.38199546160677","0.371184355024935","0.392806568188605"
"Eigentümer","2004","Ländlicher Raum","2106","0.508937265918143","0.493008829653107","0.524865702183179"
"Altersheim","2004","Städtischer Raum","3","","",""
"Altersheim","2004","Ländlicher Raum","","","",""
"Mieter","2004","Städtischer Raum","","","",""
"Mieter","2004","Ländlicher Raum","","","",""
"Hauptmieter","2005","Städtischer Raum","4021","0.59504638632955","0.583955330553102","0.606137442105997"
"Hauptmieter","2005","Ländlicher Raum","1508","0.45160020402366","0.435506228598221","0.467694179449098"
"Untermieter","2005","Städtischer Raum","180","0.0302507300510641","0.026380894593042","0.0341205655090862"
"Untermieter","2005","Ländlicher Raum","103","0.0323316923204235","0.0266114410757868","0.0380519435650602"
"Eigentümer","2005","Städtischer Raum","3324","0.374702883619386","0.36376630272858","0.385639464510192"
"Eigentümer","2005","Ländlicher Raum","2061","0.516000908618155","0.49983927961254","0.53216253762377"
"Altersheim","2005","Städtischer Raum","","","",""
"Altersheim","2005","Ländlicher Raum","1","","",""
"Mieter","2005","Städtischer Raum","","","",""
"Mieter","2005","Ländlicher Raum","","","",""
"Hauptmieter","2006","Städtischer Raum","4285","0.600747803237612","0.590102143739965","0.611393462735259"
"Hauptmieter","2006","Ländlicher Raum","1711","0.46550618210919","0.4502989750926","0.48071338912578"
"Untermieter","2006","Städtischer Raum","158","0.024278091943574","0.0209324988239982","0.0276236850631498"
"Untermieter","2006","Ländlicher Raum","105","0.0304030304643527","0.0251685998126064","0.0356374611160991"
"Eigentümer","2006","Städtischer Raum","3687","0.374974104818814","0.364450792446519","0.385497417191109"
"Eigentümer","2006","Ländlicher Raum","2316","0.504036096076424","0.488793068234739","0.519279123918108"
"Altersheim","2006","Städtischer Raum","","","",""
"Altersheim","2006","Ländlicher Raum","1","","",""
"Mieter","2006","Städtischer Raum","","","",""
"Mieter","2006","Ländlicher Raum","","","",""
"Hauptmieter","2007","Städtischer Raum","3954","0.585487577708842","0.574389277813038","0.596585877604646"
"Hauptmieter","2007","Ländlicher Raum","1617","0.461210375230887","0.445533206713452","0.476887543748323"
"Untermieter","2007","Städtischer Raum","166","0.026016445201106","0.0224302937376025","0.0296025966646095"
"Untermieter","2007","Ländlicher Raum","95","0.0335234405603754","0.0278626324258575","0.0391842486948933"
"Eigentümer","2007","Städtischer Raum","3449","0.388495977090052","0.377515486081791","0.399476468098313"
"Eigentümer","2007","Ländlicher Raum","2171","0.50521295551699","0.489489250791576","0.520936660242404"
"Altersheim","2007","Städtischer Raum","","","",""
"Altersheim","2007","Ländlicher Raum","1","","",""
"Mieter","2007","Städtischer Raum","","","",""
"Mieter","2007","Ländlicher Raum","","","",""
"Hauptmieter","2008","Städtischer Raum","3719","0.577070731510635","0.565624531787053","0.588516931234217"
"Hauptmieter","2008","Ländlicher Raum","1484","0.44701341198186","0.430919210399031","0.463107613564688"
"Untermieter","2008","Städtischer Raum","146","0.0256757157007622","0.0220111208437841","0.0293403105577404"
"Untermieter","2008","Ländlicher Raum","93","0.0332336290219498","0.0274313112206799","0.0390359468232196"
"Eigentümer","2008","Städtischer Raum","3291","0.397253552788603","0.385916135031967","0.408590970545239"
"Eigentümer","2008","Ländlicher Raum","2088","0.519700245200813","0.503527471710306","0.535873018691319"
"Altersheim","2008","Städtischer Raum","","","",""
"Altersheim","2008","Ländlicher Raum","1","","",""
"Mieter","2008","Städtischer Raum","","","",""
"Mieter","2008","Ländlicher Raum","","","",""
"Hauptmieter","2009","Städtischer Raum","3433","0.563697700227489","0.551795298212232","0.575600102242746"
"Hauptmieter","2009","Ländlicher Raum","1429","0.446435919432285","0.42998531670063","0.462886522163941"
"Untermieter","2009","Städtischer Raum","151","0.0258004995976125","0.0219954901327572","0.0296055090624678"
"Untermieter","2009","Ländlicher Raum","100","0.0315345172154843","0.0257515135817625","0.0373175208492061"
"Eigentümer","2009","Städtischer Raum","3085","0.410501800174899","0.398695426982197","0.422308173367601"
"Eigentümer","2009","Ländlicher Raum","1978","0.521976324302864","0.505446493638257","0.538506154967472"
"Altersheim","2009","Städtischer Raum","","","",""
"Altersheim","2009","Ländlicher Raum","1","","",""
"Mieter","2009","Städtischer Raum","","","",""
"Mieter","2009","Ländlicher Raum","","","",""
"Hauptmieter","2010","Städtischer Raum","5078","0.553653204246106","0.54341021033342","0.563896198158793"
"Hauptmieter","2010","Ländlicher Raum","2114","0.440524853051928","0.426408218146557","0.454641487957299"
"Untermieter","2010","Städtischer Raum","156","0.0245338272859005","0.0213462512466938","0.0277214033251072"
"Untermieter","2010","Ländlicher Raum","117","0.0272229014681452","0.0225955823594205","0.03185022057687"
"Eigentümer","2010","Städtischer Raum","3814","0.421812968467993","0.411637230099296","0.431988706836691"
"Eigentümer","2010","Ländlicher Raum","2517","0.531960314856345","0.517771813296496","0.546148816416195"
"Altersheim","2010","Städtischer Raum","","","",""
"Altersheim","2010","Ländlicher Raum","3","","",""
"Mieter","2010","Städtischer Raum","","","",""
"Mieter","2010","Ländlicher Raum","","","",""
"Hauptmieter","2011","Städtischer Raum","5947","0.554320221232347","0.544909485795344","0.563730956669349"
"Hauptmieter","2011","Ländlicher Raum","2657","0.445375074274281","0.432679167674115","0.458070980874446"
"Untermieter","2011","Städtischer Raum","167","0.0226080035172608","0.0197935295640558","0.0254224774704658"
"Untermieter","2011","Ländlicher Raum","109","0.0275127711500765","0.0233343694038912","0.0316911728962617"
"Eigentümer","2011","Städtischer Raum","4602","0.423071775250393","0.413717725873193","0.432425824627592"
"Eigentümer","2011","Ländlicher Raum","3118","0.526887756567936","0.514133879690976","0.539641633444895"
"Altersheim","2011","Städtischer Raum","","","",""
"Altersheim","2011","Ländlicher Raum","3","","",""
"Mieter","2011","Städtischer Raum","","","",""
"Mieter","2011","Ländlicher Raum","","","",""
"Hauptmieter","2012","Städtischer Raum","5772","0.553599214574215","0.544053331243381","0.563145097905049"
"Hauptmieter","2012","Ländlicher Raum","2665","0.451543797074487","0.43882939989368","0.464258194255295"
"Untermieter","2012","Städtischer Raum","149","0.0211791418789079","0.0184143547309542","0.0239439290268617"
"Untermieter","2012","Ländlicher Raum","118","0.0285429433837358","0.0242885657272683","0.0327973210402033"
"Eigentümer","2012","Städtischer Raum","4497","0.425221643546877","0.415728418017895","0.43471486907586"
"Eigentümer","2012","Ländlicher Raum","3099","0.519717732567072","0.506953141646724","0.532482323487421"
"Altersheim","2012","Städtischer Raum","","","",""
"Altersheim","2012","Ländlicher Raum","3","","",""
"Mieter","2012","Städtischer Raum","","","",""
"Mieter","2012","Ländlicher Raum","","","",""
"Hauptmieter","2013","Städtischer Raum","6986","0.55532596728119","0.546366731345876","0.564285203216504"
"Hauptmieter","2013","Ländlicher Raum","2880","0.453932066961688","0.44138860549136","0.466475528432016"
"Untermieter","2013","Städtischer Raum","169","0.0205829531256001","0.0180231075319888","0.0231427987192115"
"Untermieter","2013","Ländlicher Raum","125","0.0263663746756798","0.0223297197699182","0.0304030295814415"
"Eigentümer","2013","Städtischer Raum","4663","0.42409107959321","0.415180979768437","0.433001179417982"
"Eigentümer","2013","Ländlicher Raum","3045","0.519507962101342","0.506920509937557","0.532095414265127"
"Altersheim","2013","Städtischer Raum","","","",""
"Altersheim","2013","Ländlicher Raum","2","","",""
"Mieter","2013","Städtischer Raum","","","",""
"Mieter","2013","Ländlicher Raum","","","",""
"Hauptmieter","2014","Städtischer Raum","5952","0.551058984537271","0.54148635041516","0.560631618659382"
"Hauptmieter","2014","Ländlicher Raum","2568","0.468251382328587","0.455012118614941","0.481490646042233"
"Untermieter","2014","Städtischer Raum","162","0.0206716975962008","0.0179333410263283","0.0234100541660733"
"Untermieter","2014","Ländlicher Raum","92","0.0227491080773978","0.0187931075679266","0.0267051085868691"
"Eigentümer","2014","Städtischer Raum","4256","0.428087556861298","0.418564665081687","0.437610448640909"
"Eigentümer","2014","Ländlicher Raum","2796","0.508827115630021","0.495563148736333","0.522091082523708"
"Altersheim","2014","Städtischer Raum","1","","",""
"Altersheim","2014","Ländlicher Raum","1","","",""
"Mieter","2014","Städtischer Raum","","","",""
"Mieter","2014","Ländlicher Raum","","","",""
"Hauptmieter","2015","Städtischer Raum","6126","0.547007184265937","0.537419467150758","0.556594901381116"
"Hauptmieter","2015","Ländlicher Raum","2595","0.468812838217822","0.455514017436282","0.482111658999362"
"Untermieter","2015","Städtischer Raum","193","0.0214700277172422","0.0186782784664935","0.0242617769679909"
"Untermieter","2015","Ländlicher Raum","111","0.0216210343838978","0.0177450556319856","0.02549701313581"
"Eigentümer","2015","Städtischer Raum","4036","0.431522788016821","0.421983160073646","0.441062415959996"
"Eigentümer","2015","Ländlicher Raum","2703","0.50956612739828","0.496243799922942","0.522888454873618"
"Altersheim","2015","Städtischer Raum","","","",""
"Altersheim","2015","Ländlicher Raum","","","",""
"Mieter","2015","Städtischer Raum","","","",""
"Mieter","2015","Ländlicher Raum","","","",""
"Hauptmieter","2016","Städtischer Raum","5432","0.546417107218911","0.536328298561808","0.556505915876014"
"Hauptmieter","2016","Ländlicher Raum","2288","0.444957106413839","0.431108710129353","0.458805502698325"
"Untermieter","2016","Städtischer Raum","163","0.0210893415105818","0.0181776024893052","0.0240010805318585"
"Untermieter","2016","Ländlicher Raum","116","0.0291770222479299","0.0244870784052534","0.0338669660906064"
"Eigentümer","2016","Städtischer Raum","3759","0.432493551270507","0.422453761317864","0.442533341223151"
"Eigentümer","2016","Ländlicher Raum","2543","0.525865871338232","0.511951447193127","0.539780295483336"
"Altersheim","2016","Städtischer Raum","","","",""
"Altersheim","2016","Ländlicher Raum","","","",""
"Mieter","2016","Städtischer Raum","","","",""
"Mieter","2016","Ländlicher Raum","","","",""
"Hauptmieter","2017","Städtischer Raum","6944","0.537564456095","0.5284391986588","0.546689713531199"
"Hauptmieter","2017","Ländlicher Raum","3038","0.450316472713057","0.437741189718105","0.46289175570801"
"Untermieter","2017","Städtischer Raum","283","0.024998975331171","0.022141596065831","0.027856354596511"
"Untermieter","2017","Ländlicher Raum","153","0.0299789304053212","0.0256686935125965","0.034289167298046"
"Eigentümer","2017","Städtischer Raum","4241","0.437436568573829","0.428357369452083","0.446515767695575"
"Eigentümer","2017","Ländlicher Raum","2822","0.519704596881622","0.507076584959192","0.532332608804051"
"Altersheim","2017","Städtischer Raum","","","",""
"Altersheim","2017","Ländlicher Raum","","","",""
"Mieter","2017","Städtischer Raum","","","",""
"Mieter","2017","Ländlicher Raum","","","",""
"Hauptmieter","2018","Städtischer Raum","7598","0.539753365107876","0.530799828324284","0.548706901891467"
"Hauptmieter","2018","Ländlicher Raum","3154","0.457506272515739","0.444873130776781","0.470139414254696"
"Untermieter","2018","Städtischer Raum","240","0.0202609164112976","0.0177299499458149","0.0227918828767803"
"Untermieter","2018","Ländlicher Raum","127","0.0229227113383215","0.0191277012571599","0.0267177214194831"
"Eigentümer","2018","Städtischer Raum","4065","0.43969947351315","0.430783061670973","0.448615885355327"
"Eigentümer","2018","Ländlicher Raum","2693","0.51957101614594","0.506901718478263","0.532240313813616"
"Altersheim","2018","Städtischer Raum","1","","",""
"Altersheim","2018","Ländlicher Raum","","","",""
"Mieter","2018","Städtischer Raum","","","",""
"Mieter","2018","Ländlicher Raum","","","",""
"Hauptmieter","2019","Städtischer Raum","6966","0.532571587837282","0.523636797644415","0.541506378030149"
"Hauptmieter","2019","Ländlicher Raum","2898","0.452238442578225","0.439684473635205","0.464792411521244"
"Untermieter","2019","Städtischer Raum","294","0.023061557314662","0.0203736411199009","0.0257494735094232"
"Untermieter","2019","Ländlicher Raum","128","0.0244848235967825","0.0205865973477006","0.0283830498458645"
"Eigentümer","2019","Städtischer Raum","4719","0.444366854848056","0.435468643643892","0.453265066052219"
"Eigentümer","2019","Ländlicher Raum","3012","0.523276733824993","0.510678768074661","0.535874699575325"
"Altersheim","2019","Städtischer Raum","","","",""
"Altersheim","2019","Ländlicher Raum","","","",""
"Mieter","2019","Städtischer Raum","","","",""
"Mieter","2019","Ländlicher Raum","","","",""
"Hauptmieter","2020","Städtischer Raum","8650","0.541248924398468","0.532812341887378","0.549685506909557"
"Hauptmieter","2020","Ländlicher Raum","3150","0.460144385068305","0.447562452768708","0.472726317367903"
"Untermieter","2020","Städtischer Raum","464","0.0247210830083743","0.0220921613046021","0.0273500047121465"
"Untermieter","2020","Ländlicher Raum","163","0.0256435894652257","0.0216532503957659","0.0296339285346855"
"Eigentümer","2020","Städtischer Raum","4287","0.434029992593158","0.425638560842849","0.442421424343467"
"Eigentümer","2020","Ländlicher Raum","2715","0.514212025466469","0.501595029518641","0.526829021414297"
"Altersheim","2020","Städtischer Raum","","","",""
"Altersheim","2020","Ländlicher Raum","","","",""
