"hlf0001_h","year","hhtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Hauptmieter","1990","Sonstige","Ostdeutschland","165","0.450129591011456","0.401374827770763","0.498884354252148"
"Untermieter","1990","1-Pers.- Haushalt","Westdeutschland","60","0.0541252206365141","0.0401014514980506","0.0681489897749775"
"Untermieter","1990","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Untermieter","1990","(Ehe-)Paar ohne Kind(er)","Westdeutschland","62","0.0235042040143415","0.0174023023424464","0.0296061056862365"
"Untermieter","1990","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","40","0.0440135904617197","0.0310243249365729","0.0570028559868665"
"Untermieter","1990","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","1990","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","1990","Paar mit Kind(ern)","Westdeutschland","103","0.012684346228273","0.0101560495192958","0.0152126429372501"
"Untermieter","1990","Paar mit Kind(ern)","Ostdeutschland","143","0.034449623851206","0.0288608947082011","0.0400383529942108"
"Untermieter","1990","Sonstige","Westdeutschland","","","",""
"Untermieter","1990","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","1990","1-Pers.- Haushalt","Westdeutschland","230","0.241592717937091","0.215062473093445","0.268122962780738"
"Eigentuemer","1990","1-Pers.- Haushalt","Ostdeutschland","42","0.127412482757819","0.0911058415762354","0.163719123939402"
"Eigentuemer","1990","(Ehe-)Paar ohne Kind(er)","Westdeutschland","932","0.443893513989119","0.423882199285856","0.463904828692383"
"Eigentuemer","1990","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","288","0.297548042148728","0.268597800135842","0.326498284161613"
"Eigentuemer","1990","Alleinerziehende","Westdeutschland","217","0.377830184787149","0.340267130490044","0.415393239084254"
"Eigentuemer","1990","Alleinerziehende","Ostdeutschland","48","0.16090822724634","0.119938534417683","0.201877920074996"
"Eigentuemer","1990","Paar mit Kind(ern)","Westdeutschland","3286","0.546442913937862","0.535195456418804","0.557690371456919"
"Eigentuemer","1990","Paar mit Kind(ern)","Ostdeutschland","1361","0.322360400230118","0.308038403077001","0.336682397383236"
"Eigentuemer","1990","Sonstige","Westdeutschland","394","0.619900592357262","0.588152360393397","0.651648824321126"
"Eigentuemer","1990","Sonstige","Ostdeutschland","220","0.515277406176949","0.46630118459978","0.564253627754117"
"Altersheim/Seniorenwohnheim","1990","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1990","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1990","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1990","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1990","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1990","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1990","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1990","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1990","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1990","Sonstige","Ostdeutschland","","","",""
"Mieter","1990","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","1990","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","1990","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","1990","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","1990","Alleinerziehende","Westdeutschland","","","",""
"Mieter","1990","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","1990","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","1990","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","1990","Sonstige","Westdeutschland","","","",""
"Mieter","1990","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","1991","1-Pers.- Haushalt","Westdeutschland","729","0.728380611292319","0.700894792889409","0.755866429695229"
"Hauptmieter","1991","1-Pers.- Haushalt","Ostdeutschland","227","0.803428713211342","0.757290648305792","0.849566778116892"
"Hauptmieter","1991","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1396","0.515609840187069","0.49566559090055","0.535554089473587"
"Hauptmieter","1991","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","578","0.648107976834291","0.616768332873474","0.679447620795108"
"Hauptmieter","1991","Alleinerziehende","Westdeutschland","407","0.564424620479505","0.526481695424954","0.602367545534055"
"Hauptmieter","1991","Alleinerziehende","Ostdeutschland","214","0.787581828390847","0.739151603426859","0.836012053354835"
"Hauptmieter","1991","Paar mit Kind(ern)","Westdeutschland","4095","0.432148319001129","0.420922910984554","0.443373727017704"
"Hauptmieter","1991","Paar mit Kind(ern)","Ostdeutschland","2356","0.623007197024842","0.607716623928082","0.638297770121601"
"Hauptmieter","1991","Sonstige","Westdeutschland","496","0.380434987652744","0.348786894835042","0.412083080470446"
"Hauptmieter","1991","Sonstige","Ostdeutschland","156","0.454768816747002","0.403115327369288","0.506422306124715"
"Untermieter","1991","1-Pers.- Haushalt","Westdeutschland","55","0.0392138468613053","0.0272193456511719","0.0512083480714387"
"Untermieter","1991","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Untermieter","1991","(Ehe-)Paar ohne Kind(er)","Westdeutschland","68","0.032423604708228","0.0253550158833848","0.0394921935330711"
"Untermieter","1991","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","32","0.0363940053256839","0.0241046150173885","0.0486833956339793"
"Untermieter","1991","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","1991","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","1991","Paar mit Kind(ern)","Westdeutschland","88","0.0134732122130154","0.010860700296954","0.0160857241290768"
"Untermieter","1991","Paar mit Kind(ern)","Ostdeutschland","210","0.0576748537058612","0.0503194867759789","0.0650302206357436"
"Untermieter","1991","Sonstige","Westdeutschland","","","",""
"Untermieter","1991","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","1991","1-Pers.- Haushalt","Westdeutschland","222","0.232405541846376","0.206305677153507","0.258505406539244"
"Eigentuemer","1991","1-Pers.- Haushalt","Ostdeutschland","42","0.140888045877831","0.100496766006783","0.181279325748879"
"Eigentuemer","1991","(Ehe-)Paar ohne Kind(er)","Westdeutschland","948","0.451966555104703","0.432104868715775","0.471828241493632"
"Eigentuemer","1991","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","280","0.313498252608001","0.283054088832616","0.343942416383387"
"Eigentuemer","1991","Alleinerziehende","Westdeutschland","230","0.395192123740409","0.357780286984432","0.432603960496386"
"Eigentuemer","1991","Alleinerziehende","Ostdeutschland","47","0.160010715110539","0.11660127186689","0.203420158354187"
"Eigentuemer","1991","Paar mit Kind(ern)","Westdeutschland","3298","0.554378468785855","0.543115457371497","0.565641480200214"
"Eigentuemer","1991","Paar mit Kind(ern)","Ostdeutschland","1290","0.318511531946492","0.303812032784922","0.333211031108062"
"Eigentuemer","1991","Sonstige","Westdeutschland","395","0.603982281733296","0.572101182756258","0.635863380710334"
"Eigentuemer","1991","Sonstige","Ostdeutschland","183","0.472805255349003","0.421015880731396","0.524594629966611"
"Altersheim/Seniorenwohnheim","1991","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1991","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1991","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1991","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1991","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1991","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1991","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1991","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1991","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1991","Sonstige","Ostdeutschland","","","",""
"Mieter","1991","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","1991","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","1991","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","1991","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","1991","Alleinerziehende","Westdeutschland","","","",""
"Mieter","1991","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","1991","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","1991","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","1991","Sonstige","Westdeutschland","","","",""
"Mieter","1991","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","1992","1-Pers.- Haushalt","Westdeutschland","716","0.706687088673468","0.678553296865753","0.734820880481184"
"Hauptmieter","1992","1-Pers.- Haushalt","Ostdeutschland","246","0.842211497798267","0.800682591342424","0.88374040425411"
"Hauptmieter","1992","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1424","0.50398575855096","0.48422000586769","0.523751511234231"
"Hauptmieter","1992","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","626","0.67276427187305","0.642608639943589","0.702919903802511"
"Hauptmieter","1992","Alleinerziehende","Westdeutschland","441","0.597580860371737","0.560337519654661","0.634824201088812"
"Hauptmieter","1992","Alleinerziehende","Ostdeutschland","230","0.796569283223032","0.750318228721228","0.842820337724837"
"Hauptmieter","1992","Paar mit Kind(ern)","Westdeutschland","3955","0.420631886740258","0.409409262673394","0.431854510807123"
"Hauptmieter","1992","Paar mit Kind(ern)","Ostdeutschland","2229","0.647955002637272","0.632195035228105","0.66371497004644"
"Hauptmieter","1992","Sonstige","Westdeutschland","462","0.359737676230181","0.327992863544789","0.391482488915572"
"Hauptmieter","1992","Sonstige","Ostdeutschland","180","0.550415669589398","0.498595666127043","0.602235673051753"
"Untermieter","1992","1-Pers.- Haushalt","Westdeutschland","69","0.0544693298510687","0.0404456196988352","0.0684930400033023"
"Untermieter","1992","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Untermieter","1992","(Ehe-)Paar ohne Kind(er)","Westdeutschland","58","0.0282204595886164","0.0216737501141232","0.0347671690631095"
"Untermieter","1992","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Untermieter","1992","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","1992","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","1992","Paar mit Kind(ern)","Westdeutschland","126","0.0173139614670573","0.0143486409609251","0.0202792819731895"
"Untermieter","1992","Paar mit Kind(ern)","Ostdeutschland","97","0.0295259180152635","0.0239402196669494","0.0351116163635776"
"Untermieter","1992","Sonstige","Westdeutschland","","","",""
"Untermieter","1992","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","1992","1-Pers.- Haushalt","Westdeutschland","221","0.238843581475463","0.212495873271939","0.265191289678987"
"Eigentuemer","1992","1-Pers.- Haushalt","Ostdeutschland","43","0.138729554985311","0.0993512966048981","0.178107813365723"
"Eigentuemer","1992","(Ehe-)Paar ohne Kind(er)","Westdeutschland","974","0.466732540067713","0.44700995972653","0.486455120408897"
"Eigentuemer","1992","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","276","0.299551970276655","0.270112454258357","0.328991486294953"
"Eigentuemer","1992","Alleinerziehende","Westdeutschland","209","0.370527112055524","0.33384878769309","0.407205436417957"
"Eigentuemer","1992","Alleinerziehende","Ostdeutschland","50","0.170611240082851","0.127391267300888","0.213831212864814"
"Eigentuemer","1992","Paar mit Kind(ern)","Westdeutschland","3348","0.561332884594359","0.550051983107504","0.572613786081215"
"Eigentuemer","1992","Paar mit Kind(ern)","Ostdeutschland","1202","0.322519079347464","0.30709461670515","0.337943541989778"
"Eigentuemer","1992","Sonstige","Westdeutschland","402","0.615637791258611","0.583461661181921","0.6478139213353"
"Eigentuemer","1992","Sonstige","Ostdeutschland","161","0.428331381923179","0.376783766083403","0.479878997762956"
"Altersheim/Seniorenwohnheim","1992","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1992","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1992","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1992","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1992","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1992","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1992","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1992","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1992","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1992","Sonstige","Ostdeutschland","","","",""
"Mieter","1992","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","1992","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","1992","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","1992","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","1992","Alleinerziehende","Westdeutschland","","","",""
"Mieter","1992","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","1992","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","1992","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","1992","Sonstige","Westdeutschland","","","",""
"Mieter","1992","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","1993","1-Pers.- Haushalt","Westdeutschland","754","0.700736431923034","0.673168801878696","0.728304061967372"
"Hauptmieter","1993","1-Pers.- Haushalt","Ostdeutschland","250","0.844010122930033","0.802951015956352","0.885069229903713"
"Hauptmieter","1993","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1406","0.494915518687908","0.475293331476927","0.51453770589889"
"Hauptmieter","1993","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","644","0.663719430621845","0.633740436520185","0.693698424723505"
"Hauptmieter","1993","Alleinerziehende","Westdeutschland","423","0.634462024845488","0.596585392513076","0.672338657177901"
"Hauptmieter","1993","Alleinerziehende","Ostdeutschland","232","0.7751941612841","0.727717638196126","0.822670684372074"
"Hauptmieter","1993","Paar mit Kind(ern)","Westdeutschland","3916","0.411304302453639","0.399990008667854","0.422618596239425"
"Hauptmieter","1993","Paar mit Kind(ern)","Ostdeutschland","2058","0.623696429359176","0.607164911457492","0.640227947260861"
"Hauptmieter","1993","Sonstige","Westdeutschland","399","0.316986153164253","0.286886488980285","0.347085817348222"
"Hauptmieter","1993","Sonstige","Ostdeutschland","159","0.525833553118971","0.470865795970397","0.580801310267545"
"Untermieter","1993","1-Pers.- Haushalt","Westdeutschland","66","0.0527286560300101","0.0392745232584057","0.0661827888016144"
"Untermieter","1993","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Untermieter","1993","(Ehe-)Paar ohne Kind(er)","Westdeutschland","76","0.0276664173793323","0.0212294105252775","0.0341034242333871"
"Untermieter","1993","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","30","0.0255373329323075","0.0155270978746034","0.0355475679900117"
"Untermieter","1993","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","1993","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","1993","Paar mit Kind(ern)","Westdeutschland","147","0.0236440275223337","0.0201504915780796","0.0271375634665877"
"Untermieter","1993","Paar mit Kind(ern)","Ostdeutschland","60","0.0199386120954721","0.0151684730881502","0.024708751102794"
"Untermieter","1993","Sonstige","Westdeutschland","31","0.0355847378824395","0.0236010449207939","0.047568430844085"
"Untermieter","1993","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","1993","1-Pers.- Haushalt","Westdeutschland","240","0.246534912046956","0.22058917933389","0.272480644760021"
"Eigentuemer","1993","1-Pers.- Haushalt","Ostdeutschland","38","0.123304755204285","0.0860997215433765","0.160509788865193"
"Eigentuemer","1993","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1012","0.477418063932759","0.457814885777293","0.497021242088225"
"Eigentuemer","1993","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","280","0.310743236445847","0.281375852293544","0.340110620598151"
"Eigentuemer","1993","Alleinerziehende","Westdeutschland","179","0.333980773862589","0.296886539853567","0.37107500787161"
"Eigentuemer","1993","Alleinerziehende","Ostdeutschland","57","0.207645334278475","0.161514557806484","0.253776110750467"
"Eigentuemer","1993","Paar mit Kind(ern)","Westdeutschland","3203","0.565051670024027","0.553652760422916","0.576450579625138"
"Eigentuemer","1993","Paar mit Kind(ern)","Ostdeutschland","1181","0.356364958545352","0.340022241178254","0.372707675912449"
"Eigentuemer","1993","Sonstige","Westdeutschland","488","0.647429108953307","0.616522874991574","0.67833534291504"
"Eigentuemer","1993","Sonstige","Ostdeutschland","143","0.395476367879657","0.341651202874534","0.44930153288478"
"Altersheim/Seniorenwohnheim","1993","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1993","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1993","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1993","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1993","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1993","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1993","Paar mit Kind(ern)","Westdeutschland","","","",""
