"hlf0001_h","year","bula_h","hhtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Untermieter","1993","Nordrhein-Westfalen","1-Pers.- Haushalt","15","","",""
"Untermieter","1993","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","20","","",""
"Untermieter","1993","Nordrhein-Westfalen","Alleinerziehende","5","","",""
"Untermieter","1993","Nordrhein-Westfalen","Paar mit Kind(ern)","26","","",""
"Untermieter","1993","Nordrhein-Westfalen","Sonstige","3","","",""
"Untermieter","1993","Hessen","1-Pers.- Haushalt","7","","",""
"Untermieter","1993","Hessen","(Ehe-)Paar ohne Kind(er)","6","","",""
"Untermieter","1993","Hessen","Alleinerziehende","2","","",""
"Untermieter","1993","Hessen","Paar mit Kind(ern)","15","","",""
"Untermieter","1993","Hessen","Sonstige","11","","",""
"Untermieter","1993","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","3","","",""
"Untermieter","1993","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","4","","",""
"Untermieter","1993","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Untermieter","1993","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","10","","",""
"Untermieter","1993","Rheinland-Pfalz,Saarland","Sonstige","4","","",""
"Untermieter","1993","Baden-Wuerttemberg","1-Pers.- Haushalt","10","","",""
"Untermieter","1993","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","10","","",""
"Untermieter","1993","Baden-Wuerttemberg","Alleinerziehende","5","","",""
"Untermieter","1993","Baden-Wuerttemberg","Paar mit Kind(ern)","37","0.0296083800219832","0.0211315529222554","0.038085207121711"
"Untermieter","1993","Baden-Wuerttemberg","Sonstige","2","","",""
"Untermieter","1993","Bayern","1-Pers.- Haushalt","10","","",""
"Untermieter","1993","Bayern","(Ehe-)Paar ohne Kind(er)","10","","",""
"Untermieter","1993","Bayern","Alleinerziehende","3","","",""
"Untermieter","1993","Bayern","Paar mit Kind(ern)","35","0.0301301462020445","0.0207024893757628","0.0395578030283262"
"Untermieter","1993","Bayern","Sonstige","8","","",""
"Untermieter","1993","Saarland","1-Pers.- Haushalt","","","",""
"Untermieter","1993","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","1993","Saarland","Alleinerziehende","","","",""
"Untermieter","1993","Saarland","Paar mit Kind(ern)","","","",""
"Untermieter","1993","Saarland","Sonstige","","","",""
"Untermieter","1993","Berlin","1-Pers.- Haushalt","8","","",""
"Untermieter","1993","Berlin","(Ehe-)Paar ohne Kind(er)","6","","",""
"Untermieter","1993","Berlin","Alleinerziehende","2","","",""
"Untermieter","1993","Berlin","Paar mit Kind(ern)","3","","",""
"Untermieter","1993","Berlin","Sonstige","","","",""
"Untermieter","1993","Brandenburg","1-Pers.- Haushalt","2","","",""
"Untermieter","1993","Brandenburg","(Ehe-)Paar ohne Kind(er)","6","","",""
"Untermieter","1993","Brandenburg","Alleinerziehende","","","",""
"Untermieter","1993","Brandenburg","Paar mit Kind(ern)","3","","",""
"Untermieter","1993","Brandenburg","Sonstige","2","","",""
"Untermieter","1993","Mecklenburg-Vorpommern","1-Pers.- Haushalt","1","","",""
"Untermieter","1993","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","1993","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Untermieter","1993","Mecklenburg-Vorpommern","Paar mit Kind(ern)","7","","",""
"Untermieter","1993","Mecklenburg-Vorpommern","Sonstige","3","","",""
"Untermieter","1993","Sachsen","1-Pers.- Haushalt","1","","",""
"Untermieter","1993","Sachsen","(Ehe-)Paar ohne Kind(er)","8","","",""
"Untermieter","1993","Sachsen","Alleinerziehende","2","","",""
"Untermieter","1993","Sachsen","Paar mit Kind(ern)","6","","",""
"Untermieter","1993","Sachsen","Sonstige","","","",""
"Untermieter","1993","Sachsen-Anhalt","1-Pers.- Haushalt","2","","",""
"Untermieter","1993","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","8","","",""
"Untermieter","1993","Sachsen-Anhalt","Alleinerziehende","6","","",""
"Untermieter","1993","Sachsen-Anhalt","Paar mit Kind(ern)","11","","",""
"Untermieter","1993","Sachsen-Anhalt","Sonstige","4","","",""
"Untermieter","1993","Thueringen","1-Pers.- Haushalt","3","","",""
"Untermieter","1993","Thueringen","(Ehe-)Paar ohne Kind(er)","8","","",""
"Untermieter","1993","Thueringen","Alleinerziehende","","","",""
"Untermieter","1993","Thueringen","Paar mit Kind(ern)","33","0.0491732376583622","0.0318859859491247","0.0664604893675997"
"Untermieter","1993","Thueringen","Sonstige","6","","",""
"Eigentuemer","1993","Schleswig-Holstein","1-Pers.- Haushalt","11","","",""
"Eigentuemer","1993","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","52","0.610538101253544","0.512993924269266","0.708082278237822"
"Eigentuemer","1993","Schleswig-Holstein","Alleinerziehende","5","","",""
"Eigentuemer","1993","Schleswig-Holstein","Paar mit Kind(ern)","113","0.529624606704459","0.464261835573924","0.594987377834993"
"Eigentuemer","1993","Schleswig-Holstein","Sonstige","3","","",""
"Eigentuemer","1993","Hamburg","1-Pers.- Haushalt","2","","",""
"Eigentuemer","1993","Hamburg","(Ehe-)Paar ohne Kind(er)","8","","",""
"Eigentuemer","1993","Hamburg","Alleinerziehende","2","","",""
"Eigentuemer","1993","Hamburg","Paar mit Kind(ern)","19","","",""
"Eigentuemer","1993","Hamburg","Sonstige","","","",""
"Eigentuemer","1993","Niedersachsen","1-Pers.- Haushalt","21","","",""
"Eigentuemer","1993","Niedersachsen","(Ehe-)Paar ohne Kind(er)","134","0.517533899093291","0.460608637036591","0.574459161149991"
"Eigentuemer","1993","Niedersachsen","Alleinerziehende","16","","",""
"Eigentuemer","1993","Niedersachsen","Paar mit Kind(ern)","371","0.655690421054799","0.620056656069511","0.691324186040086"
"Eigentuemer","1993","Niedersachsen","Sonstige","92","0.742398925453479","0.667512181913396","0.817285668993563"
"Eigentuemer","1993","Bremen","1-Pers.- Haushalt","1","","",""
"Eigentuemer","1993","Bremen","(Ehe-)Paar ohne Kind(er)","16","","",""
"Eigentuemer","1993","Bremen","Alleinerziehende","8","","",""
"Eigentuemer","1993","Bremen","Paar mit Kind(ern)","17","","",""
"Eigentuemer","1993","Bremen","Sonstige","","","",""
"Eigentuemer","1993","Nordrhein-Westfalen","1-Pers.- Haushalt","57","0.224199404973067","0.175085949766272","0.273312860179861"
"Eigentuemer","1993","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","226","0.408411034791984","0.370681360221233","0.446140709362736"
"Eigentuemer","1993","Nordrhein-Westfalen","Alleinerziehende","53","0.334539982321933","0.261430602793473","0.407649361850394"
"Eigentuemer","1993","Nordrhein-Westfalen","Paar mit Kind(ern)","829","0.506561449976708","0.485086095826625","0.52803680412679"
"Eigentuemer","1993","Nordrhein-Westfalen","Sonstige","88","0.57315909392121","0.505450815593671","0.64086737224875"
"Eigentuemer","1993","Hessen","1-Pers.- Haushalt","19","","",""
"Eigentuemer","1993","Hessen","(Ehe-)Paar ohne Kind(er)","116","0.47558303479816","0.418690697143938","0.532475372452382"
"Eigentuemer","1993","Hessen","Alleinerziehende","12","","",""
"Eigentuemer","1993","Hessen","Paar mit Kind(ern)","231","0.493241614023007","0.456152137230503","0.53033109081551"
"Eigentuemer","1993","Hessen","Sonstige","64","0.613160099534508","0.520445584099723","0.705874614969294"
"Eigentuemer","1993","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","22","","",""
"Eigentuemer","1993","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","86","0.56626469126828","0.491766494537946","0.640762887998615"
"Eigentuemer","1993","Rheinland-Pfalz,Saarland","Alleinerziehende","21","","",""
"Eigentuemer","1993","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","268","0.611321861106034","0.567895300873034","0.654748421339033"
"Eigentuemer","1993","Rheinland-Pfalz,Saarland","Sonstige","58","0.746686747075626","0.650783630018211","0.84258986413304"
"Eigentuemer","1993","Baden-Wuerttemberg","1-Pers.- Haushalt","48","0.384003546942233","0.308877268309475","0.459129825574991"
"Eigentuemer","1993","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","184","0.573786231834159","0.524956000809252","0.622616462859066"
"Eigentuemer","1993","Baden-Wuerttemberg","Alleinerziehende","25","","",""
"Eigentuemer","1993","Baden-Wuerttemberg","Paar mit Kind(ern)","680","0.63154404210014","0.607420165621354","0.655667918578926"
"Eigentuemer","1993","Baden-Wuerttemberg","Sonstige","104","0.746637528901135","0.686055816252904","0.807219241549366"
"Eigentuemer","1993","Bayern","1-Pers.- Haushalt","56","0.29584371455542","0.232269471291188","0.359417957819652"
"Eigentuemer","1993","Bayern","(Ehe-)Paar ohne Kind(er)","182","0.521308953197789","0.473189225096888","0.56942868129869"
"Eigentuemer","1993","Bayern","Alleinerziehende","35","0.396011125857713","0.303344283351157","0.48867796836427"
"Eigentuemer","1993","Bayern","Paar mit Kind(ern)","653","0.616288129592168","0.589469231226458","0.643107027957878"
"Eigentuemer","1993","Bayern","Sonstige","79","0.632662442311611","0.555515066971001","0.709809817652221"
"Eigentuemer","1993","Saarland","1-Pers.- Haushalt","","","",""
"Eigentuemer","1993","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Eigentuemer","1993","Saarland","Alleinerziehende","","","",""
"Eigentuemer","1993","Saarland","Paar mit Kind(ern)","","","",""
"Eigentuemer","1993","Saarland","Sonstige","","","",""
"Eigentuemer","1993","Berlin","1-Pers.- Haushalt","3","","",""
"Eigentuemer","1993","Berlin","(Ehe-)Paar ohne Kind(er)","14","","",""
"Eigentuemer","1993","Berlin","Alleinerziehende","2","","",""
"Eigentuemer","1993","Berlin","Paar mit Kind(ern)","31","0.106683706953269","0.0774710457906672","0.13589636811587"
"Eigentuemer","1993","Berlin","Sonstige","","","",""
"Eigentuemer","1993","Brandenburg","1-Pers.- Haushalt","13","","",""
"Eigentuemer","1993","Brandenburg","(Ehe-)Paar ohne Kind(er)","66","0.43023941916773","0.354464153824867","0.506014684510593"
"Eigentuemer","1993","Brandenburg","Alleinerziehende","15","","",""
"Eigentuemer","1993","Brandenburg","Paar mit Kind(ern)","188","0.347374930196348","0.306915162260839","0.387834698131858"
"Eigentuemer","1993","Brandenburg","Sonstige","14","","",""
"Eigentuemer","1993","Mecklenburg-Vorpommern","1-Pers.- Haushalt","1","","",""
"Eigentuemer","1993","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","30","0.347046424268205","0.252798890956868","0.441293957579541"
"Eigentuemer","1993","Mecklenburg-Vorpommern","Alleinerziehende","8","","",""
"Eigentuemer","1993","Mecklenburg-Vorpommern","Paar mit Kind(ern)","149","0.408459364506985","0.358031755223243","0.458886973790727"
"Eigentuemer","1993","Mecklenburg-Vorpommern","Sonstige","23","","",""
"Eigentuemer","1993","Sachsen","1-Pers.- Haushalt","11","","",""
"Eigentuemer","1993","Sachsen","(Ehe-)Paar ohne Kind(er)","60","0.218253896719017","0.172420223950788","0.264087569487246"
"Eigentuemer","1993","Sachsen","Alleinerziehende","12","","",""
"Eigentuemer","1993","Sachsen","Paar mit Kind(ern)","292","0.326054816812642","0.295959582296768","0.356150051328515"
"Eigentuemer","1993","Sachsen","Sonstige","38","0.333580042761508","0.241627989503557","0.42553209601946"
"Eigentuemer","1993","Sachsen-Anhalt","1-Pers.- Haushalt","6","","",""
"Eigentuemer","1993","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","64","0.378648655057502","0.307392083883588","0.449905226231416"
"Eigentuemer","1993","Sachsen-Anhalt","Alleinerziehende","14","","",""
"Eigentuemer","1993","Sachsen-Anhalt","Paar mit Kind(ern)","242","0.415333524963301","0.377005731431931","0.453661318494672"
"Eigentuemer","1993","Sachsen-Anhalt","Sonstige","26","","",""
"Eigentuemer","1993","Thueringen","1-Pers.- Haushalt","7","","",""
"Eigentuemer","1993","Thueringen","(Ehe-)Paar ohne Kind(er)","54","0.379012012279438","0.298649748879025","0.459374275679851"
"Eigentuemer","1993","Thueringen","Alleinerziehende","8","","",""
"Eigentuemer","1993","Thueringen","Paar mit Kind(ern)","301","0.486358673886599","0.446399254697923","0.526318093075276"
"Eigentuemer","1993","Thueringen","Sonstige","42","0.429233638166779","0.313282469369379","0.545184806964179"
"Altersheim/Seniorenwohnheim","1993","Schleswig-Holstein","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Schleswig-Holstein","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Schleswig-Holstein","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1993","Hamburg","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Hamburg","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Hamburg","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Hamburg","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1993","Niedersachsen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Niedersachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Niedersachsen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Niedersachsen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Niedersachsen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1993","Bremen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Bremen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Bremen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Bremen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1993","Nordrhein-Westfalen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Nordrhein-Westfalen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Nordrhein-Westfalen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Nordrhein-Westfalen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1993","Hessen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Hessen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Hessen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Hessen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Hessen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1993","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1993","Baden-Wuerttemberg","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Baden-Wuerttemberg","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Baden-Wuerttemberg","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Baden-Wuerttemberg","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1993","Bayern","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Bayern","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Bayern","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Bayern","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Bayern","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1993","Saarland","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Saarland","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Saarland","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Saarland","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1993","Berlin","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Berlin","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Berlin","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Berlin","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Berlin","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1993","Brandenburg","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Brandenburg","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Brandenburg","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Brandenburg","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1993","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Mecklenburg-Vorpommern","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1993","Sachsen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Sachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Sachsen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Sachsen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Sachsen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1993","Sachsen-Anhalt","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Sachsen-Anhalt","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Sachsen-Anhalt","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1993","Thueringen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1993","Thueringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1993","Thueringen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1993","Thueringen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1993","Thueringen","Sonstige","","","",""
"Mieter","1993","Schleswig-Holstein","1-Pers.- Haushalt","","","",""
"Mieter","1993","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1993","Schleswig-Holstein","Alleinerziehende","","","",""
"Mieter","1993","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Mieter","1993","Schleswig-Holstein","Sonstige","","","",""
"Mieter","1993","Hamburg","1-Pers.- Haushalt","","","",""
