year,bula_h,regtyp,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Lower Saxony,Rural regions,No,0.84828,880,1035,0.82642,0.87015
2013,Bremen,Urban regions,No,0.85276,105,105,0.78466,0.92087
2013,North Rhine-Westphalia,Urban regions,Yes,0.13265,495,3616,0.12159,0.14370
2013,North Rhine-Westphalia,Urban regions,No,0.86735,3121,3616,0.85630,0.87841
2013,North Rhine-Westphalia,Rural regions,No,0.82943,86,86,0.74946,0.90939
2013,Hesse,Urban regions,Yes,0.16680,178,1045,0.14419,0.18942
2013,Hesse,Urban regions,No,0.83320,867,1045,0.81058,0.85581
2013,Hesse,Rural regions,Yes,0.14510,36,245,0.10091,0.18929
2013,Hesse,Rural regions,No,0.85490,209,245,0.81071,0.89909
2013,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.16467,141,821,0.13928,0.19005
2013,"Rhineland-Palatinate, Saarland",Urban regions,No,0.83533,680,821,0.80995,0.86072
2013,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.11556,33,277,0.07785,0.15328
2013,"Rhineland-Palatinate, Saarland",Rural regions,No,0.88444,244,277,0.84672,0.92215
2013,Baden-Wuerttemberg,Urban regions,Yes,0.13237,250,1910,0.11716,0.14757
2013,Baden-Wuerttemberg,Urban regions,No,0.86763,1660,1910,0.85243,0.88284
2013,Baden-Wuerttemberg,Rural regions,Yes,0.13719,32,213,0.09088,0.18351
2013,Baden-Wuerttemberg,Rural regions,No,0.86281,181,213,0.81649,0.90912
2013,Bavaria,Urban regions,Yes,0.17123,226,1393,0.15144,0.19102
2013,Bavaria,Urban regions,No,0.82877,1167,1393,0.80898,0.84856
2013,Bavaria,Rural regions,Yes,0.15779,236,1554,0.13966,0.17592
2013,Bavaria,Rural regions,No,0.84221,1318,1554,0.82408,0.86034
2013,Berlin,Urban regions,Yes,0.18883,132,768,0.16113,0.21652
2013,Berlin,Urban regions,No,0.81117,636,768,0.78348,0.83887
2013,Brandenburg,Urban regions,No,0.88889,57,57,0.80658,0.97120
2013,Brandenburg,Rural regions,Yes,0.12116,91,712,0.09718,0.14515
2013,Brandenburg,Rural regions,No,0.87884,621,712,0.85485,0.90282
2013,Mecklenburg-Western Pomerania,Urban regions,No,0.82070,32,32,0.68566,0.95574
2013,Mecklenburg-Western Pomerania,Rural regions,Yes,0.10776,34,415,0.07789,0.13763
2013,Mecklenburg-Western Pomerania,Rural regions,No,0.89224,381,415,0.86237,0.92211
2013,Saxony,Urban regions,Yes,0.13375,96,670,0.10796,0.15954
2013,Saxony,Urban regions,No,0.86625,574,670,0.84046,0.89204
2013,Saxony,Rural regions,Yes,0.12618,80,665,0.10092,0.15144
2013,Saxony,Rural regions,No,0.87382,585,665,0.84856,0.89908
2013,Saxony-Anhalt,Urban regions,Yes,0.21352,36,178,0.15315,0.27390
2013,Saxony-Anhalt,Urban regions,No,0.78648,142,178,0.72610,0.84685
2013,Saxony-Anhalt,Rural regions,Yes,0.11683,69,581,0.09069,0.14298
2013,Saxony-Anhalt,Rural regions,No,0.88317,512,581,0.85702,0.90931
2013,Thuringa,Urban regions,Yes,0.19286,36,231,0.14187,0.24385
2013,Thuringa,Urban regions,No,0.80714,195,231,0.75615,0.85813
2013,Thuringa,Rural regions,Yes,0.11234,73,568,0.08635,0.13833
2013,Thuringa,Rural regions,No,0.88766,495,568,0.86167,0.91365
2015,Schleswig-Holstein,Urban regions,Yes,0.16722,40,241,0.12001,0.21444
2015,Schleswig-Holstein,Urban regions,No,0.83278,201,241,0.78556,0.87999
2015,Schleswig-Holstein,Rural regions,Yes,0.16478,91,633,0.13585,0.19370
2015,Schleswig-Holstein,Rural regions,No,0.83522,542,633,0.80630,0.86415
2015,Hamburg,Urban regions,Yes,0.15561,54,426,0.12115,0.19008
2015,Hamburg,Urban regions,No,0.84439,372,426,0.80992,0.87885
2015,Lower Saxony,Urban regions,Yes,0.15077,131,978,0.12833,0.17320
2015,Lower Saxony,Urban regions,No,0.84923,847,978,0.82680,0.87167
2015,Lower Saxony,Rural regions,Yes,0.18286,223,1443,0.16291,0.20281
2015,Lower Saxony,Rural regions,No,0.81714,1220,1443,0.79719,0.83709
2015,Bremen,Urban regions,No,0.82414,146,146,0.76218,0.88611
2015,North Rhine-Westphalia,Urban regions,Yes,0.14891,732,5058,0.13910,0.15873
2015,North Rhine-Westphalia,Urban regions,No,0.85109,4326,5058,0.84127,0.86090
2015,North Rhine-Westphalia,Rural regions,No,0.87857,93,93,0.81182,0.94531
2015,Hesse,Urban regions,Yes,0.12319,179,1377,0.10582,0.14055
2015,Hesse,Urban regions,No,0.87681,1198,1377,0.85945,0.89418
2015,Hesse,Rural regions,Yes,0.21866,64,328,0.17386,0.26346
2015,Hesse,Rural regions,No,0.78134,264,328,0.73654,0.82614
2015,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13993,140,1104,0.11946,0.16041
2015,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86007,964,1104,0.83959,0.88054
2015,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.10448,39,392,0.07416,0.13480
2015,"Rhineland-Palatinate, Saarland",Rural regions,No,0.89552,353,392,0.86520,0.92584
2015,Baden-Wuerttemberg,Urban regions,Yes,0.12001,308,2654,0.10764,0.13237
2015,Baden-Wuerttemberg,Urban regions,No,0.87999,2346,2654,0.86763,0.89236
2015,Baden-Wuerttemberg,Rural regions,Yes,0.09002,34,331,0.05914,0.12090
2015,Baden-Wuerttemberg,Rural regions,No,0.90998,297,331,0.87910,0.94086
2015,Bavaria,Urban regions,Yes,0.18694,307,1835,0.16909,0.20478
2015,Bavaria,Urban regions,No,0.81306,1528,1835,0.79522,0.83091
2015,Bavaria,Rural regions,Yes,0.15253,273,2192,0.13748,0.16759
2015,Bavaria,Rural regions,No,0.84747,1919,2192,0.83241,0.86252
2015,Berlin,Urban regions,Yes,0.18644,162,912,0.16115,0.21173
2015,Berlin,Urban regions,No,0.81356,750,912,0.78827,0.83885
2015,Brandenburg,Urban regions,No,0.92601,69,69,0.86379,0.98822
2015,Brandenburg,Rural regions,Yes,0.14170,127,908,0.11901,0.16440
2015,Brandenburg,Rural regions,No,0.85830,781,908,0.83560,0.88099
2015,Mecklenburg-Western Pomerania,Urban regions,No,0.91430,61,61,0.84347,0.98513
2015,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13686,61,490,0.10640,0.16733
2015,Mecklenburg-Western Pomerania,Rural regions,No,0.86314,429,490,0.83267,0.89360
2015,Saxony,Urban regions,Yes,0.14434,121,804,0.12003,0.16865
2015,Saxony,Urban regions,No,0.85566,683,804,0.83135,0.87997
2015,Saxony,Rural regions,Yes,0.15104,100,707,0.12463,0.17746
2015,Saxony,Rural regions,No,0.84896,607,707,0.82254,0.87537
2015,Saxony-Anhalt,Urban regions,Yes,0.21285,39,207,0.15695,0.26874
2015,Saxony-Anhalt,Urban regions,No,0.78715,168,207,0.73126,0.84305
2015,Saxony-Anhalt,Rural regions,Yes,0.12307,88,678,0.09832,0.14782
2015,Saxony-Anhalt,Rural regions,No,0.87693,590,678,0.85218,0.90168
2015,Thuringa,Urban regions,Yes,0.16011,50,289,0.11776,0.20247
2015,Thuringa,Urban regions,No,0.83989,239,289,0.79753,0.88224
2015,Thuringa,Rural regions,Yes,0.13590,81,631,0.10914,0.16266
2015,Thuringa,Rural regions,No,0.86410,550,631,0.83734,0.89086
2017,Schleswig-Holstein,Urban regions,Yes,0.11551,41,292,0.07878,0.15223
2017,Schleswig-Holstein,Urban regions,No,0.88449,251,292,0.84777,0.92122
2017,Schleswig-Holstein,Rural regions,Yes,0.18257,93,659,0.15305,0.21208
2017,Schleswig-Holstein,Rural regions,No,0.81743,566,659,0.78792,0.84695
2017,Hamburg,Urban regions,Yes,0.15490,69,466,0.12201,0.18779
2017,Hamburg,Urban regions,No,0.84510,397,466,0.81221,0.87799
2017,Lower Saxony,Urban regions,Yes,0.14322,158,1109,0.12259,0.16384
2017,Lower Saxony,Urban regions,No,0.85678,951,1109,0.83616,0.87741
2017,Lower Saxony,Rural regions,Yes,0.17139,249,1588,0.15285,0.18993
2017,Lower Saxony,Rural regions,No,0.82861,1339,1588,0.81007,0.84715
2017,Bremen,Urban regions,No,0.81142,192,192,0.75594,0.86689
2017,North Rhine-Westphalia,Urban regions,Yes,0.16406,850,5408,0.15418,0.17393
2017,North Rhine-Westphalia,Urban regions,No,0.83594,4558,5408,0.82607,0.84582
2017,North Rhine-Westphalia,Rural regions,No,0.89686,101,101,0.83725,0.95647
2017,Hesse,Urban regions,Yes,0.15363,230,1435,0.13497,0.17229
2017,Hesse,Urban regions,No,0.84637,1205,1435,0.82771,0.86503
2017,Hesse,Rural regions,Yes,0.19503,57,354,0.15369,0.23636
2017,Hesse,Rural regions,No,0.80497,297,354,0.76364,0.84631
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.16794,164,1116,0.14600,0.18988
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.83206,952,1116,0.81012,0.85400
2017,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.15057,50,408,0.11583,0.18532
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.84943,358,408,0.81468,0.88417
2017,Baden-Wuerttemberg,Urban regions,Yes,0.13601,348,2680,0.12303,0.14899
2017,Baden-Wuerttemberg,Urban regions,No,0.86399,2332,2680,0.85101,0.87697
2017,Baden-Wuerttemberg,Rural regions,Yes,0.10422,43,338,0.07159,0.13684
2017,Baden-Wuerttemberg,Rural regions,No,0.89578,295,338,0.86316,0.92841
2017,Bavaria,Urban regions,Yes,0.16896,316,1946,0.15231,0.18561
2017,Bavaria,Urban regions,No,0.83104,1630,1946,0.81439,0.84769
2017,Bavaria,Rural regions,Yes,0.13814,297,2265,0.12392,0.15235
2017,Bavaria,Rural regions,No,0.86186,1968,2265,0.84765,0.87608
2017,Berlin,Urban regions,Yes,0.20578,183,989,0.18058,0.23099
2017,Berlin,Urban regions,No,0.79422,806,989,0.76901,0.81942
2017,Brandenburg,Urban regions,No,0.82276,77,77,0.73690,0.90861
2017,Brandenburg,Rural regions,Yes,0.15179,151,944,0.12889,0.17469
2017,Brandenburg,Rural regions,No,0.84821,793,944,0.82531,0.87111
2017,Mecklenburg-Western Pomerania,Urban regions,No,0.95920,74,74,0.91382,1.00458
2017,Mecklenburg-Western Pomerania,Rural regions,Yes,0.11518,51,494,0.08700,0.14336
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.88482,443,494,0.85664,0.91300
2017,Saxony,Urban regions,Yes,0.15252,129,881,0.12877,0.17628
2017,Saxony,Urban regions,No,0.84748,752,881,0.82372,0.87123
2017,Saxony,Rural regions,Yes,0.12646,96,772,0.10300,0.14992
2017,Saxony,Rural regions,No,0.87354,676,772,0.85008,0.89700
2017,Saxony-Anhalt,Urban regions,No,0.82634,154,154,0.76631,0.88636
2017,Saxony-Anhalt,Rural regions,Yes,0.14553,99,743,0.12016,0.17090
2017,Saxony-Anhalt,Rural regions,No,0.85447,644,743,0.82910,0.87984
2017,Thuringa,Urban regions,Yes,0.15213,51,290,0.11072,0.19354
2017,Thuringa,Urban regions,No,0.84787,239,290,0.80646,0.88928
2017,Thuringa,Rural regions,Yes,0.18165,111,688,0.15281,0.21048
2017,Thuringa,Rural regions,No,0.81835,577,688,0.78952,0.84719
2019,Schleswig-Holstein,Urban regions,Yes,0.11739,46,339,0.08308,0.15171
2019,Schleswig-Holstein,Urban regions,No,0.88261,293,339,0.84829,0.91692
2019,Schleswig-Holstein,Rural regions,Yes,0.16394,78,601,0.13431,0.19356
2019,Schleswig-Holstein,Rural regions,No,0.83606,523,601,0.80644,0.86569
2019,Hamburg,Urban regions,Yes,0.15816,58,509,0.12643,0.18989
2019,Hamburg,Urban regions,No,0.84184,451,509,0.81011,0.87357
2019,Lower Saxony,Urban regions,Yes,0.17711,162,1025,0.15373,0.20049
2019,Lower Saxony,Urban regions,No,0.82289,863,1025,0.79951,0.84627
2019,Lower Saxony,Rural regions,Yes,0.13056,190,1433,0.11311,0.14801
2019,Lower Saxony,Rural regions,No,0.86944,1243,1433,0.85199,0.88689
2019,Bremen,Urban regions,No,0.88080,190,190,0.83461,0.92700
2019,North Rhine-Westphalia,No answer / don't know,Yes,0.27441,36,118,0.19355,0.35526
2019,North Rhine-Westphalia,No answer / don't know,No,0.72559,82,118,0.64474,0.80645
2019,North Rhine-Westphalia,Urban regions,Yes,0.13925,689,5189,0.12983,0.14867
2019,North Rhine-Westphalia,Urban regions,No,0.86075,4500,5189,0.85133,0.87017
2019,North Rhine-Westphalia,Rural regions,No,0.93123,87,87,0.87774,0.98471
2019,Hesse,No answer / don't know,No,0.68828,37,37,0.53697,0.83959
2019,Hesse,Urban regions,Yes,0.14984,195,1323,0.13060,0.16908
2019,Hesse,Urban regions,No,0.85016,1128,1323,0.83092,0.86940
2019,Hesse,Rural regions,Yes,0.18485,57,334,0.14316,0.22654
2019,Hesse,Rural regions,No,0.81515,277,334,0.77346,0.85684
2019,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.10730,104,1081,0.08884,0.12576
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.89270,977,1081,0.87424,0.91116
2019,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.14150,41,364,0.10564,0.17735
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85850,323,364,0.82265,0.89436
2019,Baden-Wuerttemberg,No answer / don't know,No,0.79231,42,42,0.66814,0.91648
2019,Baden-Wuerttemberg,Urban regions,Yes,0.12509,316,2471,0.11204,0.13814
2019,Baden-Wuerttemberg,Urban regions,No,0.87491,2155,2471,0.86186,0.88796
2019,Baden-Wuerttemberg,Rural regions,Yes,0.16324,37,277,0.11964,0.20684
2019,Baden-Wuerttemberg,Rural regions,No,0.83676,240,277,0.79316,0.88036
2019,Bavaria,No answer / don't know,No,0.85824,69,69,0.77534,0.94115
2019,Bavaria,Urban regions,Yes,0.15916,250,1769,0.14211,0.17622
2019,Bavaria,Urban regions,No,0.84084,1519,1769,0.82378,0.85789
2019,Bavaria,Rural regions,Yes,0.15988,271,2099,0.14420,0.17557
2019,Bavaria,Rural regions,No,0.84012,1828,2099,0.82443,0.85580
2019,Berlin,No answer / don't know,No,0.71062,48,48,0.58097,0.84026
2019,Berlin,Urban regions,Yes,0.20133,166,951,0.17583,0.22683
2019,Berlin,Urban regions,No,0.79867,785,951,0.77317,0.82417
2019,Brandenburg,Urban regions,No,0.81982,81,81,0.73559,0.90404
2019,Brandenburg,Rural regions,Yes,0.13727,143,1001,0.11594,0.15860
2019,Brandenburg,Rural regions,No,0.86273,858,1001,0.84140,0.88406
2019,Mecklenburg-Western Pomerania,Urban regions,No,0.93239,89,89,0.87993,0.98485
2019,Mecklenburg-Western Pomerania,Rural regions,Yes,0.07671,49,507,0.05352,0.09989
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.92329,458,507,0.90011,0.94648
2019,Saxony,Urban regions,Yes,0.15184,120,853,0.12774,0.17594
2019,Saxony,Urban regions,No,0.84816,733,853,0.82406,0.87226
2019,Saxony,Rural regions,Yes,0.14733,102,755,0.12203,0.17262
2019,Saxony,Rural regions,No,0.85267,653,755,0.82738,0.87797
2019,Saxony-Anhalt,Urban regions,No,0.88734,166,166,0.83910,0.93559
2019,Saxony-Anhalt,Rural regions,Yes,0.11875,97,685,0.09451,0.14300
2019,Saxony-Anhalt,Rural regions,No,0.88125,588,685,0.85700,0.90549
2019,Thuringa,Urban regions,Yes,0.13047,49,288,0.09150,0.16943
2019,Thuringa,Urban regions,No,0.86953,239,288,0.83057,0.90850
2019,Thuringa,Rural regions,Yes,0.19155,96,626,0.16070,0.22240
2019,Thuringa,Rural regions,No,0.80845,530,626,0.77760,0.83930
2021,Schleswig-Holstein,Urban regions,Yes,0.13338,36,329,0.09659,0.17017
2021,Schleswig-Holstein,Urban regions,No,0.86662,293,329,0.82983,0.90341
2021,Schleswig-Holstein,Rural regions,Yes,0.04635,41,497,0.02785,0.06485
2021,Schleswig-Holstein,Rural regions,No,0.95365,456,497,0.93515,0.97215
2021,Hamburg,Urban regions,Yes,0.19652,60,450,0.15977,0.23328
2021,Hamburg,Urban regions,No,0.80348,390,450,0.76672,0.84023
2021,Lower Saxony,Urban regions,Yes,0.12627,97,844,0.10385,0.14870
2021,Lower Saxony,Urban regions,No,0.87373,747,844,0.85130,0.89615
2021,Lower Saxony,Rural regions,Yes,0.11280,113,1042,0.09358,0.13202
2021,Lower Saxony,Rural regions,No,0.88720,929,1042,0.86798,0.90642
2021,Bremen,Urban regions,No,0.92033,132,132,0.87396,0.96670
2021,North Rhine-Westphalia,Urban regions,Yes,0.14834,520,4023,0.13735,0.15932
2021,North Rhine-Westphalia,Urban regions,No,0.85166,3503,4023,0.84068,0.86265
2021,North Rhine-Westphalia,Rural regions,No,0.82615,81,81,0.74311,0.90920
2021,Hesse,Urban regions,Yes,0.12968,146,1091,0.10974,0.14963
2021,Hesse,Urban regions,No,0.87032,945,1091,0.85037,0.89026
2021,Hesse,Rural regions,No,0.85004,204,204,0.80093,0.89916
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.14207,82,771,0.11741,0.16673
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.85793,689,771,0.83327,0.88259
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87105,202,202,0.82471,0.91738
2021,Baden-Wuerttemberg,Urban regions,Yes,0.13697,245,1933,0.12164,0.15231
2021,Baden-Wuerttemberg,Urban regions,No,0.86303,1688,1933,0.84769,0.87836
2021,Baden-Wuerttemberg,Rural regions,No,0.83533,208,208,0.78481,0.88586
2021,Bavaria,Urban regions,Yes,0.14674,207,1381,0.12807,0.16541
2021,Bavaria,Urban regions,No,0.85326,1174,1381,0.83459,0.87193
2021,Bavaria,Rural regions,Yes,0.16185,217,1476,0.14305,0.18064
2021,Bavaria,Rural regions,No,0.83815,1259,1476,0.81936,0.85695
2021,Berlin,Urban regions,Yes,0.17544,141,907,0.15067,0.20020
2021,Berlin,Urban regions,No,0.82456,766,907,0.79980,0.84933
2021,Brandenburg,Urban regions,No,0.89989,59,59,0.82265,0.97714
2021,Brandenburg,Rural regions,Yes,0.13637,97,634,0.10964,0.16311
2021,Brandenburg,Rural regions,No,0.86363,537,634,0.83689,0.89036
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.79901,61,61,0.69761,0.90041
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.15016,45,334,0.11179,0.18852
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.84984,289,334,0.81148,0.88821
2021,Saxony,Urban regions,Yes,0.16761,76,631,0.13844,0.19678
2021,Saxony,Urban regions,No,0.83239,555,631,0.80322,0.86156
2021,Saxony,Rural regions,Yes,0.10856,68,534,0.08215,0.13497
2021,Saxony,Rural regions,No,0.89144,466,534,0.86503,0.91785
2021,Saxony-Anhalt,Urban regions,No,0.77186,134,134,0.70054,0.84318
