,Unnamed: 0,year,bula_h,quintil_oecd,ple0023,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
603,603,2019,Bavaria,2nd Quintile,Yes,0.15144,94,22048,0.11885,0.18679
604,604,2019,Bavaria,2nd Quintile,No,0.84856,591,22048,0.76317,0.93793
605,605,2019,Bavaria,3rd Quintile,Yes,0.17627,89,22048,0.14061,0.21336
606,606,2019,Bavaria,3rd Quintile,No,0.82373,617,22048,0.7479,0.8962
607,607,2019,Bavaria,4th Quintile,Yes,0.1409,98,22048,0.10718,0.1831
608,608,2019,Bavaria,4th Quintile,No,0.8591,646,22048,0.79174,0.94973
609,609,2019,Bavaria,5th Quintile,Yes,0.17149,120,22048,0.13132,0.21739
610,610,2019,Bavaria,5th Quintile,No,0.82851,763,22048,0.75308,0.91029
611,611,2019,Berlin,1st Quintile,Yes,0.27378,46,22048,0.20252,0.3658
612,612,2019,Berlin,1st Quintile,No,0.72622,150,22048,0.60705,0.84396
613,613,2019,Berlin,2nd Quintile,No,1.0,138,22048,0.85023,1.1555
614,614,2019,Berlin,3rd Quintile,Yes,0.19081,31,22048,0.14231,0.24254
615,615,2019,Berlin,3rd Quintile,No,0.80919,145,22048,0.6932,0.9594
616,616,2019,Berlin,4th Quintile,No,1.0,126,22048,0.83897,1.17248
617,617,2019,Berlin,5th Quintile,No,1.0,146,22048,0.82888,1.176
618,618,2019,Brandenburg,1st Quintile,Yes,0.18754,43,22048,0.13819,0.26323
619,619,2019,Brandenburg,1st Quintile,No,0.81246,211,22048,0.68973,0.92381
620,620,2019,Brandenburg,2nd Quintile,No,1.0,209,22048,0.86395,1.15092
621,621,2019,Brandenburg,3rd Quintile,Yes,0.17886,36,22048,0.12708,0.23789
622,622,2019,Brandenburg,3rd Quintile,No,0.82114,168,22048,0.70996,0.96901
623,623,2019,Brandenburg,4th Quintile,No,1.0,142,22048,0.84041,1.1854
624,624,2019,Brandenburg,5th Quintile,No,1.0,107,22048,0.79998,1.2027
625,625,2019,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,140,22048,0.84613,1.15289
626,626,2019,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,129,22048,0.76879,1.22665
627,627,2019,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,115,22048,0.76985,1.33411
628,628,2019,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,56,22048,0.78672,1.261
629,629,2019,Mecklenburg-Western Pomerania,5th Quintile,No,1.0,47,22048,0.72318,1.3271
630,630,2019,Saxony,1st Quintile,Yes,0.17958,46,22048,0.12176,0.25093
631,631,2019,Saxony,1st Quintile,No,0.82042,230,22048,0.69828,0.95729
632,632,2019,Saxony,2nd Quintile,Yes,0.1428,56,22048,0.11516,0.17571
633,633,2019,Saxony,2nd Quintile,No,0.8572,377,22048,0.7767,0.94906
634,634,2019,Saxony,3rd Quintile,Yes,0.15141,54,22048,0.1182,0.18953
635,635,2019,Saxony,3rd Quintile,No,0.84859,292,22048,0.73598,0.96555
636,636,2019,Saxony,4th Quintile,No,1.0,194,22048,0.85858,1.15583
637,637,2019,Saxony,5th Quintile,No,1.0,153,22048,0.81674,1.22589
638,638,2019,Saxony-Anhalt,1st Quintile,No,1.0,188,22048,0.80346,1.19712
639,639,2019,Saxony-Anhalt,2nd Quintile,Yes,0.12017,33,22048,0.08025,0.16419
640,640,2019,Saxony-Anhalt,2nd Quintile,No,0.87983,173,22048,0.74801,1.03906
641,641,2019,Saxony-Anhalt,3rd Quintile,No,1.0,135,22048,0.78022,1.25272
642,642,2019,Saxony-Anhalt,4th Quintile,No,1.0,98,22048,0.81867,1.21666
643,643,2019,Saxony-Anhalt,5th Quintile,No,1.0,94,22048,0.81363,1.20456
644,644,2019,Thuringa,1st Quintile,Yes,0.24471,38,22048,0.15779,0.33349
645,645,2019,Thuringa,1st Quintile,No,0.75529,147,22048,0.64526,0.92526
646,646,2019,Thuringa,2nd Quintile,Yes,0.16379,36,22048,0.12196,0.2169
647,647,2019,Thuringa,2nd Quintile,No,0.83621,189,22048,0.70917,0.97122
648,648,2019,Thuringa,3rd Quintile,No,1.0,161,22048,0.85021,1.16044
649,649,2019,Thuringa,4th Quintile,No,1.0,103,22048,0.70331,1.28759
650,650,2019,Thuringa,5th Quintile,No,1.0,80,22048,0.74996,1.40157
651,651,2021,Schleswig-Holstein,1st Quintile,No,1.0,223,18055,0.79471,1.24912
652,652,2021,Schleswig-Holstein,2nd Quintile,No,1.0,116,18055,0.77683,1.26595
653,653,2021,Schleswig-Holstein,3rd Quintile,No,1.0,96,18055,0.76679,1.26514
654,654,2021,Schleswig-Holstein,4th Quintile,No,1.0,137,18055,0.7658,1.25831
655,655,2021,Schleswig-Holstein,5th Quintile,No,1.0,159,18055,0.76507,1.23287
656,656,2021,Hamburg,1st Quintile,No,1.0,101,18055,0.74471,1.30466
657,657,2021,Hamburg,2nd Quintile,No,1.0,61,18055,0.64486,1.33803
658,658,2021,Hamburg,3rd Quintile,No,1.0,57,18055,0.62403,1.45927
659,659,2021,Hamburg,4th Quintile,No,1.0,60,18055,0.72961,1.30449
660,660,2021,Hamburg,5th Quintile,No,1.0,107,18055,0.70223,1.32776
661,661,2021,Lower Saxony,1st Quintile,Yes,0.08541,54,18055,0.05869,0.11517
662,662,2021,Lower Saxony,1st Quintile,No,0.91459,414,18055,0.77442,1.07831
663,663,2021,Lower Saxony,2nd Quintile,Yes,0.11158,42,18055,0.06932,0.15215
664,664,2021,Lower Saxony,2nd Quintile,No,0.88842,317,18055,0.75137,1.06452
665,665,2021,Lower Saxony,3rd Quintile,Yes,0.14534,31,18055,0.10179,0.19873
666,666,2021,Lower Saxony,3rd Quintile,No,0.85466,259,18055,0.72492,1.0064
667,667,2021,Lower Saxony,4th Quintile,Yes,0.1363,42,18055,0.07971,0.19272
668,668,2021,Lower Saxony,4th Quintile,No,0.8637,285,18055,0.74621,0.97394
669,669,2021,Lower Saxony,5th Quintile,Yes,0.11087,40,18055,0.06876,0.17062
670,670,2021,Lower Saxony,5th Quintile,No,0.88913,376,18055,0.77967,1.01943
671,671,2021,Bremen,1st Quintile,No,1.0,49,18055,0.68614,1.29948
672,672,2021,North Rhine-Westphalia,1st Quintile,Yes,0.14573,137,18055,0.11219,0.17907
673,673,2021,North Rhine-Westphalia,1st Quintile,No,0.85427,984,18055,0.76145,0.95456
674,674,2021,North Rhine-Westphalia,2nd Quintile,Yes,0.17189,112,18055,0.1291,0.21135
675,675,2021,North Rhine-Westphalia,2nd Quintile,No,0.82811,644,18055,0.73868,0.93141
676,676,2021,North Rhine-Westphalia,3rd Quintile,Yes,0.14698,86,18055,0.11865,0.17598
677,677,2021,North Rhine-Westphalia,3rd Quintile,No,0.85302,514,18055,0.78493,0.93547
678,678,2021,North Rhine-Westphalia,4th Quintile,Yes,0.14566,95,18055,0.11526,0.18021
679,679,2021,North Rhine-Westphalia,4th Quintile,No,0.85434,570,18055,0.76872,0.93639
680,680,2021,North Rhine-Westphalia,5th Quintile,Yes,0.1316,95,18055,0.1007,0.16121
681,681,2021,North Rhine-Westphalia,5th Quintile,No,0.8684,773,18055,0.78354,0.96404
682,682,2021,Hesse,1st Quintile,Yes,0.19515,40,18055,0.11937,0.26438
683,683,2021,Hesse,1st Quintile,No,0.80485,324,18055,0.60117,1.0079
684,684,2021,Hesse,2nd Quintile,No,1.0,171,18055,0.78994,1.2261
685,685,2021,Hesse,3rd Quintile,Yes,0.16786,34,18055,0.10874,0.23062
686,686,2021,Hesse,3rd Quintile,No,0.83214,147,18055,0.65247,1.03217
687,687,2021,Hesse,4th Quintile,No,1.0,189,18055,0.83995,1.16724
688,688,2021,Hesse,5th Quintile,Yes,0.14325,54,18055,0.09132,0.20664
689,689,2021,Hesse,5th Quintile,No,0.85675,292,18055,0.75039,0.96784
690,690,2021,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,241,18055,0.78317,1.25779
691,691,2021,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,175,18055,0.81699,1.19794
692,692,2021,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.0,148,18055,0.83885,1.21513
693,693,2021,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,131,18055,0.8313,1.21784
694,694,2021,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.0,166,18055,0.82538,1.17737
695,695,2021,Baden-Wuerttemberg,1st Quintile,Yes,0.15214,42,18055,0.10693,0.20441
696,696,2021,Baden-Wuerttemberg,1st Quintile,No,0.84786,361,18055,0.68293,0.97281
697,697,2021,Baden-Wuerttemberg,2nd Quintile,Yes,0.15376,55,18055,0.11091,0.20779
698,698,2021,Baden-Wuerttemberg,2nd Quintile,No,0.84624,288,18055,0.71964,0.97149
699,699,2021,Baden-Wuerttemberg,3rd Quintile,Yes,0.16452,54,18055,0.1152,0.21644
700,700,2021,Baden-Wuerttemberg,3rd Quintile,No,0.83548,307,18055,0.72332,0.93998
701,701,2021,Baden-Wuerttemberg,4th Quintile,Yes,0.13874,55,18055,0.10402,0.18398
702,702,2021,Baden-Wuerttemberg,4th Quintile,No,0.86126,361,18055,0.75261,0.9929
703,703,2021,Baden-Wuerttemberg,5th Quintile,Yes,0.11935,66,18055,0.08331,0.16736
704,704,2021,Baden-Wuerttemberg,5th Quintile,No,0.88065,563,18055,0.80208,1.00259
705,705,2021,Bavaria,1st Quintile,Yes,0.1806,79,18055,0.12765,0.22824
706,706,2021,Bavaria,1st Quintile,No,0.8194,435,18055,0.70248,0.96524
707,707,2021,Bavaria,2nd Quintile,Yes,0.1506,71,18055,0.10174,0.20424
708,708,2021,Bavaria,2nd Quintile,No,0.8494,445,18055,0.75357,0.95307
709,709,2021,Bavaria,3rd Quintile,Yes,0.14838,79,18055,0.11385,0.18588
710,710,2021,Bavaria,3rd Quintile,No,0.85162,406,18055,0.76571,0.95261
711,711,2021,Bavaria,4th Quintile,Yes,0.15149,76,18055,0.10137,0.21379
712,712,2021,Bavaria,4th Quintile,No,0.84851,507,18055,0.74205,0.94632
713,713,2021,Bavaria,5th Quintile,Yes,0.14724,117,18055,0.11126,0.1894
714,714,2021,Bavaria,5th Quintile,No,0.85276,621,18055,0.7465,0.95047
715,715,2021,Berlin,1st Quintile,Yes,0.24196,38,18055,0.13616,0.35189
716,716,2021,Berlin,1st Quintile,No,0.75804,207,18055,0.58875,0.93221
717,717,2021,Berlin,2nd Quintile,No,1.0,140,18055,0.8073,1.25147
718,718,2021,Berlin,3rd Quintile,No,1.0,107,18055,0.79126,1.19042
719,719,2021,Berlin,4th Quintile,No,1.0,124,18055,0.81214,1.18553
720,720,2021,Berlin,5th Quintile,Yes,0.25676,37,18055,0.14999,0.36649
721,721,2021,Berlin,5th Quintile,No,0.74324,170,18055,0.59432,0.89135
722,722,2021,Brandenburg,1st Quintile,No,1.0,142,18055,0.79729,1.23308
723,723,2021,Brandenburg,2nd Quintile,No,1.0,122,18055,0.81415,1.21586
724,724,2021,Brandenburg,3rd Quintile,No,1.0,122,18055,0.80622,1.25798
725,725,2021,Brandenburg,4th Quintile,No,1.0,89,18055,0.75448,1.36705
726,726,2021,Brandenburg,5th Quintile,No,1.0,118,18055,0.76698,1.26368
727,727,2021,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,88,18055,0.76652,1.2756
728,728,2021,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,95,18055,0.71411,1.34233
729,729,2021,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,47,18055,0.73416,1.2803
730,730,2021,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,56,18055,0.73334,1.26463
731,731,2021,Mecklenburg-Western Pomerania,5th Quintile,No,1.0,62,18055,0.74498,1.32121
732,732,2021,Saxony,1st Quintile,Yes,0.15133,44,18055,0.10386,0.21478
733,733,2021,Saxony,1st Quintile,No,0.84867,236,18055,0.73217,0.98687
734,734,2021,Saxony,2nd Quintile,Yes,0.1453,41,18055,0.10784,0.19863
735,735,2021,Saxony,2nd Quintile,No,0.8547,245,18055,0.73401,0.97787
736,736,2021,Saxony,3rd Quintile,No,1.0,224,18055,0.87572,1.17037
737,737,2021,Saxony,4th Quintile,No,1.0,144,18055,0.7914,1.19853
738,738,2021,Saxony,5th Quintile,No,1.0,167,18055,0.78124,1.27197
739,739,2021,Saxony-Anhalt,1st Quintile,No,1.0,167,18055,0.79692,1.28876
740,740,2021,Saxony-Anhalt,2nd Quintile,No,1.0,119,18055,0.75472,1.2655
741,741,2021,Saxony-Anhalt,3rd Quintile,No,1.0,77,18055,0.77233,1.29204
742,742,2021,Saxony-Anhalt,4th Quintile,No,1.0,76,18055,0.69541,1.3848
743,743,2021,Saxony-Anhalt,5th Quintile,No,1.0,77,18055,0.6929,1.4462
744,744,2021,Thuringa,1st Quintile,No,1.0,148,18055,0.81433,1.21073
745,745,2021,Thuringa,2nd Quintile,No,1.0,122,18055,0.78679,1.19994
746,746,2021,Thuringa,3rd Quintile,No,1.0,89,18055,0.74908,1.28706
747,747,2021,Thuringa,4th Quintile,No,1.0,88,18055,0.78358,1.26639
748,748,2021,Thuringa,5th Quintile,No,1.0,91,18055,0.66836,1.45437
