,Unnamed: 0,year,bula_h,quintil_oecd,ple0023,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
92,92,2009,Saxony,2nd Quintile,No,0.80221,276,17353,0.7372,0.90192
93,93,2009,Saxony,3rd Quintile,Yes,0.20018,73,17353,0.1563,0.24952
94,94,2009,Saxony,3rd Quintile,No,0.79982,277,17353,0.68211,0.95247
95,95,2009,Saxony,4th Quintile,Yes,0.19631,47,17353,0.15521,0.25551
96,96,2009,Saxony,4th Quintile,No,0.80369,180,17353,0.68404,0.92261
97,97,2009,Saxony,5th Quintile,No,1.0,149,17353,0.83285,1.15458
98,98,2009,Saxony-Anhalt,1st Quintile,Yes,0.22745,33,17353,0.17895,0.28197
99,99,2009,Saxony-Anhalt,1st Quintile,No,0.77255,112,17353,0.63388,0.93138
100,100,2009,Saxony-Anhalt,2nd Quintile,No,1.0,141,17353,0.91307,1.12957
101,101,2009,Saxony-Anhalt,3rd Quintile,Yes,0.1969,43,17353,0.15684,0.23924
102,102,2009,Saxony-Anhalt,3rd Quintile,No,0.8031,152,17353,0.70001,0.9436
103,103,2009,Saxony-Anhalt,4th Quintile,No,1.0,120,17353,0.83069,1.18666
104,104,2009,Saxony-Anhalt,5th Quintile,No,1.0,99,17353,0.74628,1.29398
105,105,2009,Thuringa,1st Quintile,Yes,0.2175,33,17353,0.16125,0.27834
106,106,2009,Thuringa,1st Quintile,No,0.7825,154,17353,0.66493,0.92953
107,107,2009,Thuringa,2nd Quintile,Yes,0.13366,32,17353,0.1036,0.16987
108,108,2009,Thuringa,2nd Quintile,No,0.86634,198,17353,0.75769,0.97207
109,109,2009,Thuringa,3rd Quintile,No,1.0,152,17353,0.85565,1.14334
110,110,2009,Thuringa,4th Quintile,No,1.0,103,17353,0.80422,1.2091
111,111,2009,Thuringa,5th Quintile,No,1.0,82,17353,0.76458,1.25221
112,112,2011,Schleswig-Holstein,1st Quintile,No,1.0,56,14727,0.72708,1.32274
113,113,2011,Schleswig-Holstein,2nd Quintile,No,1.0,63,14727,0.81989,1.16932
114,114,2011,Schleswig-Holstein,3rd Quintile,No,1.0,69,14727,0.8263,1.17989
115,115,2011,Schleswig-Holstein,4th Quintile,No,1.0,68,14727,0.81208,1.20972
116,116,2011,Schleswig-Holstein,5th Quintile,No,1.0,106,14727,0.79815,1.19184
117,117,2011,Hamburg,2nd Quintile,No,1.0,42,14727,0.78852,1.24981
118,118,2011,Hamburg,4th Quintile,No,1.0,33,14727,0.73705,1.35287
119,119,2011,Hamburg,5th Quintile,No,1.0,89,14727,0.76136,1.24251
120,120,2011,Lower Saxony,1st Quintile,Yes,0.09424,32,14727,0.06555,0.13119
121,121,2011,Lower Saxony,1st Quintile,No,0.90576,182,14727,0.75581,1.06647
122,122,2011,Lower Saxony,2nd Quintile,No,1.0,168,14727,0.87242,1.11897
123,123,2011,Lower Saxony,3rd Quintile,Yes,0.11735,33,14727,0.08993,0.15176
124,124,2011,Lower Saxony,3rd Quintile,No,0.88265,268,14727,0.80065,0.99029
125,125,2011,Lower Saxony,4th Quintile,Yes,0.13538,43,14727,0.09371,0.17722
126,126,2011,Lower Saxony,4th Quintile,No,0.86462,265,14727,0.76725,0.98069
127,127,2011,Lower Saxony,5th Quintile,Yes,0.16244,61,14727,0.11966,0.21568
128,128,2011,Lower Saxony,5th Quintile,No,0.83756,355,14727,0.7377,0.94244
129,129,2011,North Rhine-Westphalia,1st Quintile,Yes,0.17226,73,14727,0.13903,0.20737
130,130,2011,North Rhine-Westphalia,1st Quintile,No,0.82774,416,14727,0.75368,0.89945
131,131,2011,North Rhine-Westphalia,2nd Quintile,Yes,0.15359,66,14727,0.12518,0.18267
132,132,2011,North Rhine-Westphalia,2nd Quintile,No,0.84641,430,14727,0.76923,0.90418
133,133,2011,North Rhine-Westphalia,3rd Quintile,Yes,0.11633,63,14727,0.08784,0.1452
134,134,2011,North Rhine-Westphalia,3rd Quintile,No,0.88367,501,14727,0.8069,0.95985
135,135,2011,North Rhine-Westphalia,4th Quintile,Yes,0.13968,89,14727,0.11241,0.16841
136,136,2011,North Rhine-Westphalia,4th Quintile,No,0.86032,565,14727,0.79888,0.95302
137,137,2011,North Rhine-Westphalia,5th Quintile,Yes,0.15308,148,14727,0.12649,0.18294
138,138,2011,North Rhine-Westphalia,5th Quintile,No,0.84692,808,14727,0.78926,0.91124
139,139,2011,Hesse,1st Quintile,No,1.0,97,14727,0.83409,1.21367
140,140,2011,Hesse,2nd Quintile,No,1.0,131,14727,0.85699,1.19148
141,141,2011,Hesse,3rd Quintile,Yes,0.14408,32,14727,0.10012,0.17552
142,142,2011,Hesse,3rd Quintile,No,0.85592,155,14727,0.74509,0.97098
143,143,2011,Hesse,4th Quintile,Yes,0.17172,41,14727,0.1314,0.22182
144,144,2011,Hesse,4th Quintile,No,0.82828,186,14727,0.71819,0.96617
145,145,2011,Hesse,5th Quintile,Yes,0.18856,67,14727,0.14172,0.23608
146,146,2011,Hesse,5th Quintile,No,0.81144,297,14727,0.73127,0.91155
147,147,2011,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,115,14727,0.83278,1.18537
148,148,2011,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.23158,36,14727,0.17313,0.28729
149,149,2011,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.76842,142,14727,0.66209,0.88877
150,150,2011,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.0,163,14727,0.83546,1.15287
151,151,2011,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,154,14727,0.86495,1.15885
152,152,2011,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.12541,35,14727,0.09483,0.15843
153,153,2011,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.87459,192,14727,0.76854,0.99375
154,154,2011,Baden-Wuerttemberg,1st Quintile,No,1.0,176,14727,0.85761,1.16312
155,155,2011,Baden-Wuerttemberg,2nd Quintile,No,1.0,225,14727,0.88042,1.14104
156,156,2011,Baden-Wuerttemberg,3rd Quintile,Yes,0.12879,40,14727,0.09254,0.16701
157,157,2011,Baden-Wuerttemberg,3rd Quintile,No,0.87121,283,14727,0.77184,0.9861
158,158,2011,Baden-Wuerttemberg,4th Quintile,Yes,0.12754,57,14727,0.0883,0.1665
159,159,2011,Baden-Wuerttemberg,4th Quintile,No,0.87246,408,14727,0.79249,0.96493
160,160,2011,Baden-Wuerttemberg,5th Quintile,Yes,0.1525,84,14727,0.12024,0.19296
161,161,2011,Baden-Wuerttemberg,5th Quintile,No,0.8475,507,14727,0.75387,0.94907
162,162,2011,Bavaria,1st Quintile,Yes,0.18183,53,14727,0.14783,0.21885
163,163,2011,Bavaria,1st Quintile,No,0.81817,232,14727,0.7104,0.92387
164,164,2011,Bavaria,2nd Quintile,Yes,0.19712,49,14727,0.14762,0.25361
165,165,2011,Bavaria,2nd Quintile,No,0.80288,252,14727,0.69767,0.90636
166,166,2011,Bavaria,3rd Quintile,Yes,0.15103,65,14727,0.11527,0.18322
167,167,2011,Bavaria,3rd Quintile,No,0.84897,374,14727,0.76089,0.95354
168,168,2011,Bavaria,4th Quintile,Yes,0.16461,75,14727,0.1332,0.2029
169,169,2011,Bavaria,4th Quintile,No,0.83539,448,14727,0.75931,0.91063
170,170,2011,Bavaria,5th Quintile,Yes,0.16878,112,14727,0.14101,0.20078
171,171,2011,Bavaria,5th Quintile,No,0.83122,593,14727,0.74867,0.91366
172,172,2011,Berlin,1st Quintile,No,1.0,91,14727,0.84439,1.17093
173,173,2011,Berlin,2nd Quintile,No,1.0,95,14727,0.8254,1.15792
174,174,2011,Berlin,3rd Quintile,No,1.0,99,14727,0.86135,1.16474
175,175,2011,Berlin,4th Quintile,No,1.0,92,14727,0.83249,1.16545
176,176,2011,Berlin,5th Quintile,No,1.0,134,14727,0.81342,1.20415
177,177,2011,Brandenburg,1st Quintile,No,1.0,119,14727,0.80881,1.19948
178,178,2011,Brandenburg,2nd Quintile,No,1.0,129,14727,0.86328,1.14793
179,179,2011,Brandenburg,3rd Quintile,No,1.0,136,14727,0.82747,1.22492
180,180,2011,Brandenburg,4th Quintile,No,1.0,92,14727,0.80327,1.20872
181,181,2011,Brandenburg,5th Quintile,No,1.0,89,14727,0.75881,1.31364
182,182,2011,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,88,14727,0.83705,1.17988
183,183,2011,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,73,14727,0.8385,1.21785
184,184,2011,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,78,14727,0.76782,1.18257
185,185,2011,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,70,14727,0.79214,1.26242
186,186,2011,Mecklenburg-Western Pomerania,5th Quintile,No,1.0,66,14727,0.83269,1.16671
187,187,2011,Saxony,1st Quintile,Yes,0.14715,35,14727,0.10249,0.21061
188,188,2011,Saxony,1st Quintile,No,0.85285,201,14727,0.75282,0.98398
189,189,2011,Saxony,2nd Quintile,Yes,0.1339,47,14727,0.10739,0.16349
190,190,2011,Saxony,2nd Quintile,No,0.8661,276,14727,0.78189,0.95945
191,191,2011,Saxony,3rd Quintile,Yes,0.13118,45,14727,0.10365,0.1648
192,192,2011,Saxony,3rd Quintile,No,0.86882,265,14727,0.74824,1.00647
193,193,2011,Saxony,4th Quintile,No,1.0,147,14727,0.83068,1.17808
194,194,2011,Saxony,5th Quintile,No,1.0,112,14727,0.8309,1.18514
195,195,2011,Saxony-Anhalt,1st Quintile,No,1.0,133,14727,0.84487,1.17435
196,196,2011,Saxony-Anhalt,2nd Quintile,No,1.0,150,14727,0.83659,1.19301
197,197,2011,Saxony-Anhalt,3rd Quintile,No,1.0,114,14727,0.86632,1.15229
198,198,2011,Saxony-Anhalt,4th Quintile,No,1.0,101,14727,0.82556,1.21802
199,199,2011,Saxony-Anhalt,5th Quintile,No,1.0,81,14727,0.73441,1.36417
200,200,2011,Thuringa,1st Quintile,No,1.0,125,14727,0.83741,1.20085
201,201,2011,Thuringa,2nd Quintile,No,1.0,177,14727,0.88803,1.14144
202,202,2011,Thuringa,3rd Quintile,No,1.0,118,14727,0.82444,1.19645
203,203,2011,Thuringa,4th Quintile,No,1.0,109,14727,0.76335,1.23283
204,204,2011,Thuringa,5th Quintile,No,1.0,72,14727,0.71697,1.24702
205,205,2013,Schleswig-Holstein,1st Quintile,No,1.0,100,18180,0.86271,1.18703
206,206,2013,Schleswig-Holstein,2nd Quintile,No,1.0,87,18180,0.81723,1.18148
207,207,2013,Schleswig-Holstein,3rd Quintile,No,1.0,103,18180,0.86357,1.12454
208,208,2013,Schleswig-Holstein,4th Quintile,No,1.0,124,18180,0.87376,1.13525
209,209,2013,Schleswig-Holstein,5th Quintile,No,1.0,88,18180,0.79136,1.17596
210,210,2013,Hamburg,2nd Quintile,No,1.0,54,18180,0.82481,1.19626
211,211,2013,Hamburg,3rd Quintile,No,1.0,46,18180,0.71362,1.27906
212,212,2013,Hamburg,4th Quintile,No,1.0,66,18180,0.74508,1.21903
213,213,2013,Hamburg,5th Quintile,No,1.0,67,18180,0.67593,1.36326
214,214,2013,Lower Saxony,1st Quintile,Yes,0.10195,34,18180,0.06678,0.13611
215,215,2013,Lower Saxony,1st Quintile,No,0.89805,239,18180,0.78293,0.99435
216,216,2013,Lower Saxony,2nd Quintile,Yes,0.16595,47,18180,0.13178,0.2051
217,217,2013,Lower Saxony,2nd Quintile,No,0.83405,230,18180,0.74565,0.91561
218,218,2013,Lower Saxony,3rd Quintile,Yes,0.16652,44,18180,0.13428,0.20216
219,219,2013,Lower Saxony,3rd Quintile,No,0.83348,285,18180,0.75153,0.91697
220,220,2013,Lower Saxony,4th Quintile,Yes,0.17956,71,18180,0.13949,0.20935
221,221,2013,Lower Saxony,4th Quintile,No,0.82044,324,18180,0.74275,0.89258
222,222,2013,Lower Saxony,5th Quintile,Yes,0.14208,71,18180,0.10227,0.19031
223,223,2013,Lower Saxony,5th Quintile,No,0.85792,430,18180,0.77891,0.94053
224,224,2013,Bremen,5th Quintile,No,1.0,37,18180,0.69382,1.27445
225,225,2013,North Rhine-Westphalia,1st Quintile,Yes,0.16049,93,18180,0.13107,0.19512
226,226,2013,North Rhine-Westphalia,1st Quintile,No,0.83951,534,18180,0.76325,0.9048
227,227,2013,North Rhine-Westphalia,2nd Quintile,Yes,0.14647,80,18180,0.12317,0.17206
228,228,2013,North Rhine-Westphalia,2nd Quintile,No,0.85353,461,18180,0.78808,0.92774
229,229,2013,North Rhine-Westphalia,3rd Quintile,Yes,0.11419,80,18180,0.0927,0.13328
230,230,2013,North Rhine-Westphalia,3rd Quintile,No,0.88581,558,18180,0.80714,0.95318
231,231,2013,North Rhine-Westphalia,4th Quintile,Yes,0.14125,113,18180,0.12212,0.17039
232,232,2013,North Rhine-Westphalia,4th Quintile,No,0.85875,706,18180,0.80573,0.91511
233,233,2013,North Rhine-Westphalia,5th Quintile,Yes,0.12127,145,18180,0.10367,0.14065
234,234,2013,North Rhine-Westphalia,5th Quintile,No,0.87873,946,18180,0.82892,0.92728
235,235,2013,Hesse,1st Quintile,Yes,0.16714,32,18180,0.11777,0.22362
236,236,2013,Hesse,1st Quintile,No,0.83286,140,18180,0.71395,0.96394
237,237,2013,Hesse,2nd Quintile,Yes,0.15339,31,18180,0.10287,0.20717
238,238,2013,Hesse,2nd Quintile,No,0.84661,162,18180,0.74142,0.94875
239,239,2013,Hesse,3rd Quintile,Yes,0.19997,38,18180,0.14944,0.25887
240,240,2013,Hesse,3rd Quintile,No,0.80003,189,18180,0.71118,0.89664
241,241,2013,Hesse,4th Quintile,Yes,0.15995,32,18180,0.0961,0.26125
242,242,2013,Hesse,4th Quintile,No,0.84005,192,18180,0.74176,0.96819
243,243,2013,Hesse,5th Quintile,Yes,0.14421,81,18180,0.11696,0.17835
244,244,2013,Hesse,5th Quintile,No,0.85579,393,18180,0.78289,0.9344
245,245,2013,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.2173,45,18180,0.17139,0.26384
246,246,2013,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.7827,144,18180,0.65533,0.9071
247,247,2013,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,175,18180,0.87902,1.13193
248,248,2013,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.14586,31,18180,0.11039,0.1766
249,249,2013,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.85414,171,18180,0.75704,0.95565
250,250,2013,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.11211,31,18180,0.08215,0.1423
251,251,2013,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.88789,206,18180,0.77438,0.98499
252,252,2013,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.19059,45,18180,0.14624,0.24133
253,253,2013,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.80941,228,18180,0.73622,0.89458
254,254,2013,Baden-Wuerttemberg,1st Quintile,Yes,0.12757,34,18180,0.08777,0.17456
255,255,2013,Baden-Wuerttemberg,1st Quintile,No,0.87243,200,18180,0.75345,0.99016
256,256,2013,Baden-Wuerttemberg,2nd Quintile,Yes,0.15029,48,18180,0.11977,0.19529
257,257,2013,Baden-Wuerttemberg,2nd Quintile,No,0.84971,261,18180,0.76814,0.93521
258,258,2013,Baden-Wuerttemberg,3rd Quintile,Yes,0.15872,55,18180,0.12871,0.19657
259,259,2013,Baden-Wuerttemberg,3rd Quintile,No,0.84128,343,18180,0.77251,0.92299
260,260,2013,Baden-Wuerttemberg,4th Quintile,Yes,0.13154,66,18180,0.1055,0.15818
261,261,2013,Baden-Wuerttemberg,4th Quintile,No,0.86846,427,18180,0.79488,0.93949
262,262,2013,Baden-Wuerttemberg,5th Quintile,Yes,0.10818,79,18180,0.08279,0.13759
263,263,2013,Baden-Wuerttemberg,5th Quintile,No,0.89182,610,18180,0.81935,0.96913
264,264,2013,Bavaria,1st Quintile,Yes,0.19492,63,18180,0.15821,0.23161
265,265,2013,Bavaria,1st Quintile,No,0.80508,284,18180,0.69814,0.90174
266,266,2013,Bavaria,2nd Quintile,Yes,0.16002,87,18180,0.13524,0.19114
267,267,2013,Bavaria,2nd Quintile,No,0.83998,414,18180,0.74844,0.93797
268,268,2013,Bavaria,3rd Quintile,Yes,0.15292,90,18180,0.12786,0.18141
269,269,2013,Bavaria,3rd Quintile,No,0.84708,500,18180,0.7871,0.92477
270,270,2013,Bavaria,4th Quintile,Yes,0.19581,102,18180,0.16696,0.23622
271,271,2013,Bavaria,4th Quintile,No,0.80419,570,18180,0.73164,0.87555
272,272,2013,Bavaria,5th Quintile,Yes,0.12881,120,18180,0.10491,0.1604
273,273,2013,Bavaria,5th Quintile,No,0.87119,715,18180,0.81136,0.95167
274,274,2013,Berlin,1st Quintile,No,1.0,120,18180,0.86919,1.16757
275,275,2013,Berlin,2nd Quintile,No,1.0,122,18180,0.87069,1.16172
276,276,2013,Berlin,3rd Quintile,No,1.0,119,18180,0.87759,1.13904
277,277,2013,Berlin,4th Quintile,Yes,0.20998,33,18180,0.15253,0.28248
278,278,2013,Berlin,4th Quintile,No,0.79002,138,18180,0.68931,0.90307
279,279,2013,Berlin,5th Quintile,Yes,0.18664,31,18180,0.1337,0.24595
280,280,2013,Berlin,5th Quintile,No,0.81336,137,18180,0.66544,0.93847
281,281,2013,Brandenburg,1st Quintile,No,1.0,147,18180,0.82977,1.17329
282,282,2013,Brandenburg,2nd Quintile,No,1.0,169,18180,0.87794,1.13812
283,283,2013,Brandenburg,3rd Quintile,No,1.0,151,18180,0.84541,1.17078
284,284,2013,Brandenburg,4th Quintile,No,1.0,111,18180,0.86308,1.17419
285,285,2013,Brandenburg,5th Quintile,No,1.0,100,18180,0.79422,1.26129
286,286,2013,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,120,18180,0.84314,1.178
287,287,2013,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,108,18180,0.86522,1.14218
288,288,2013,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,78,18180,0.82004,1.18302
289,289,2013,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,50,18180,0.70756,1.36927
290,290,2013,Mecklenburg-Western Pomerania,5th Quintile,No,1.0,57,18180,0.8432,1.13022
291,291,2013,Saxony,1st Quintile,Yes,0.14215,43,18180,0.10075,0.18974
292,292,2013,Saxony,1st Quintile,No,0.85785,243,18180,0.76041,0.98288
293,293,2013,Saxony,2nd Quintile,Yes,0.12461,44,18180,0.09601,0.15798
294,294,2013,Saxony,2nd Quintile,No,0.87539,335,18180,0.78514,0.9968
295,295,2013,Saxony,3rd Quintile,Yes,0.09418,35,18180,0.07693,0.11326
296,296,2013,Saxony,3rd Quintile,No,0.90582,265,18180,0.78919,1.02434
297,297,2013,Saxony,4th Quintile,Yes,0.15858,32,18180,0.11507,0.21
298,298,2013,Saxony,4th Quintile,No,0.84142,189,18180,0.70491,1.00668
299,299,2013,Saxony,5th Quintile,No,1.0,127,18180,0.84321,1.17882
300,300,2013,Saxony-Anhalt,1st Quintile,No,1.0,156,18180,0.84304,1.15544
