year,bula_h,sampreg,plh0191,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1992,North Rhine-Westphalia,West,Agree completely,0.010645437080388856,83,10660,0.010619250566158376,0.010671623594619336
1992,North Rhine-Westphalia,West,Agree,0.019681469718331353,157,10660,0.019646026566772255,0.01971691286989045
1992,North Rhine-Westphalia,West,Disagree,0.05904577909125602,522,10660,0.05898563421457321,0.05910592396793884
1992,North Rhine-Westphalia,West,Disagree completely,0.12793635946265183,1115,10660,0.12785112974559723,0.12802158917970644
1992,Hesse,West,Agree,0.007268570295103583,58,10660,0.0072468952332211956,0.007290245356985971
1992,Hesse,West,Disagree,0.01972877666985767,173,10660,0.019693291803993065,0.019764261535722274
1992,Hesse,West,Disagree completely,0.04332382057536152,396,10660,0.043271872935955115,0.04337576821476793
1992,"Rhineland-Palatinate, Saarland",West,Agree,0.009508993344708798,73,10660,0.00948422981755756,0.009533756871860036
1992,"Rhineland-Palatinate, Saarland",West,Disagree,0.019239399947206356,171,10660,0.019204349204128925,0.019274450690283787
1992,"Rhineland-Palatinate, Saarland",West,Disagree completely,0.030932319817550593,279,10660,0.030888142101104615,0.03097649753399657
1992,Baden-Wuerttemberg,West,Agree completely,0.006915195719355774,58,10660,0.0068940503454417755,0.006936341093269772
1992,Baden-Wuerttemberg,West,Agree,0.016816447932366158,136,10660,0.016783638070764537,0.01684925779396778
1992,Baden-Wuerttemberg,West,Disagree,0.03804257408867793,332,10660,0.03799376138807275,0.03809138678928311
1992,Baden-Wuerttemberg,West,Disagree completely,0.0631562100516203,576,10660,0.06309414293302958,0.06321827717021102
1992,Bavaria,West,Agree completely,0.005992029857261701,52,10660,0.005972337310726961,0.006011722403796441
1992,Bavaria,West,Agree,0.01725927529536187,136,10660,0.017226043736239104,0.01729250685448464
1992,Bavaria,West,Disagree,0.04275920786163491,368,10660,0.042707584606354175,0.042810831116915644
1992,Bavaria,West,Disagree completely,0.08334028214844896,754,10660,0.0832697557803723,0.08341080851652563
1992,Berlin,West,Disagree,0.007500105115872062,59,10660,0.007478090106609033,0.007522120125135091
1992,Berlin,West,Disagree completely,0.015115991455045023,133,10660,0.015084857748718617,0.01514712516137143
1992,Berlin,East,Disagree,0.007189070434613619,111,10660,0.007167513370826643,0.007210627498400595
1992,Berlin,East,Disagree completely,0.007839376618969697,126,10660,0.007816873033419372,0.007861880204520022
1992,Brandenburg,East,Agree completely,0.002319437678433912,40,10660,0.002307163086242012,0.0023317122706258122
1992,Brandenburg,East,Agree,0.009102171594641766,144,10660,0.009077938609817612,0.009126404579465919
1992,Brandenburg,East,Disagree,0.013767654866084915,247,10660,0.013737921808715591,0.013797387923454238
1992,Brandenburg,East,Disagree completely,0.013047996315215507,226,10660,0.01301904022693996,0.013076952403491054
1992,Mecklenburg-Western Pomerania,East,Agree,0.006789363099302106,106,10660,0.006768409667564836,0.006810316531039376
1992,Mecklenburg-Western Pomerania,East,Disagree,0.008728610500470265,152,10660,0.008704875523993488,0.008752345476947043
1992,Mecklenburg-Western Pomerania,East,Disagree completely,0.00752762044585585,133,10660,0.007505565396504318,0.0075496754952073825
1992,Saxony,East,Agree completely,0.006529773482123778,100,10660,0.006509221843785168,0.006550325120462388
1992,Saxony,East,Agree,0.015281258342064208,258,10660,0.015249957528663538,0.015312559155464877
1992,Saxony,East,Disagree,0.024883383794361277,432,10660,0.02484363692199441,0.024923130666728143
1992,Saxony,East,Disagree completely,0.01960495853234883,365,10660,0.019569582959622463,0.019640334105075197
1992,Saxony-Anhalt,East,Agree completely,0.00404124739955637,54,10660,0.004025059207131542,0.004057435591981198
1992,Saxony-Anhalt,East,Agree,0.010845807079953817,190,10660,0.010819377948051557,0.010872236211856076
1992,Saxony-Anhalt,East,Disagree,0.015519262861821715,305,10660,0.015487723048479902,0.015550802675163528
1992,Saxony-Anhalt,East,Disagree completely,0.009479293540089284,219,10660,0.00945456834493714,0.009504018735241428
1992,Thuringa,East,Agree completely,0.0031750621067078645,48,10660,0.003160707029842115,0.003189417183573614
1992,Thuringa,East,Agree,0.009021775165696296,166,10660,0.008997648460455577,0.009045901870937016
1992,Thuringa,East,Disagree,0.01414695162560068,280,10660,0.014116817576692735,0.014177085674508625
1992,Thuringa,East,Disagree completely,0.008705563437170964,189,10660,0.008681859540823268,0.00872926733351866
1993,Schleswig-Holstein,West,Agree,0.005563573508997933,39,12828,0.005545415434657608,0.005581731583338257
1993,Schleswig-Holstein,West,Disagree,0.011967306873868964,86,12828,0.01194076153744109,0.011993852210296838
1993,Schleswig-Holstein,West,Disagree completely,0.018017244067450665,151,12828,0.017984772707797633,0.018049715427103697
1993,Hamburg,West,Agree,0.003915815798581105,33,12828,0.003900569531909354,0.003931062065252857
1993,Hamburg,West,Disagree,0.004880472825086353,40,12828,0.00486346013713974,0.004897485513032966
1993,Hamburg,West,Disagree completely,0.006893147841581293,59,12828,0.006872949712275008,0.006913345970887578
1993,Lower Saxony,West,Agree completely,0.006842484618422992,64,12828,0.00682236033876195,0.006862608898084033
1993,Lower Saxony,West,Agree,0.013460385110850688,135,12828,0.013432253774086805,0.013488516447614571
1993,Lower Saxony,West,Disagree,0.02877148968914294,313,12828,0.028730681601048493,0.02881229777723739
1993,Lower Saxony,West,Disagree completely,0.03947848138588519,457,12828,0.03943094368967226,0.039526019082098116
1993,Bremen,West,Disagree completely,0.004305673400101936,40,12828,0.004289689309938046,0.004321657490265827
1993,North Rhine-Westphalia,West,Agree completely,0.017846493717317894,196,12828,0.017814173780745172,0.017878813653890616
1993,North Rhine-Westphalia,West,Agree,0.029661367714496182,347,12828,0.029619952338357132,0.029702783090635232
1993,North Rhine-Westphalia,West,Disagree,0.06837084254070856,772,12828,0.06830923109998911,0.06843245398142801
1993,North Rhine-Westphalia,West,Disagree completely,0.10232268569670604,1167,12828,0.10224869954259763,0.10239667185081444
1993,Hesse,West,Agree completely,0.00629579991984257,54,12828,0.006276490982023908,0.006315108857661231
1993,Hesse,West,Agree,0.010500814864622345,134,12828,0.01047593067032521,0.01052569905891948
1993,Hesse,West,Disagree,0.02306578969400187,267,12828,0.023029144148970053,0.023102435239033686
1993,Hesse,West,Disagree completely,0.03507961129702696,462,12828,0.035034697735981085,0.03512452485807284
1993,"Rhineland-Palatinate, Saarland",West,Agree,0.0085097481002423,85,12828,0.00848732441756365,0.00853217178292095
1993,"Rhineland-Palatinate, Saarland",West,Disagree,0.020485137572065836,214,12828,0.020450557227221923,0.02051971791690975
1993,"Rhineland-Palatinate, Saarland",West,Disagree completely,0.030261274820497633,309,12828,0.030219455656978384,0.03030309398401688
1993,Baden-Wuerttemberg,West,Agree completely,0.009399354182211135,137,12828,0.009375798121054166,0.009422910243368105
1993,Baden-Wuerttemberg,West,Agree,0.019764121651052433,308,12828,0.019730142821198254,0.019798100480906612
1993,Baden-Wuerttemberg,West,Disagree,0.04643698902815391,577,12828,0.04638561884824574,0.046488359208062074
1993,Baden-Wuerttemberg,West,Disagree completely,0.05665622086777407,729,12828,0.05659978396673536,0.05671265776881278
1993,Bavaria,West,Agree completely,0.008577932978495855,87,12828,0.008555420413622677,0.008600445543369034
1993,Bavaria,West,Agree,0.02163020646266897,214,12828,0.021594693556599584,0.02166571936873836
1993,Bavaria,West,Disagree,0.05197216159537749,595,12828,0.05191797394779551,0.05202634924295948
1993,Bavaria,West,Disagree completely,0.06285684742880666,712,12828,0.06279759807363326,0.06291609678398007
1993,Berlin,West,Agree,0.0030873909280228055,37,12828,0.0030738474964215447,0.0031009343596240663
1993,Berlin,West,Disagree,0.007211270408344204,84,12828,0.0071906147675719935,0.007231926049116414
1993,Berlin,West,Disagree completely,0.015467886687570053,159,12828,0.015437761150608484,0.015498012224531623
1993,Berlin,East,Agree,0.0029509951096283117,43,12828,0.0029377533146492923,0.002964236904607331
1993,Berlin,East,Disagree,0.006177224382336247,96,12828,0.006158097000682395,0.0061963517639901
1993,Berlin,East,Disagree completely,0.007135034423583329,116,12828,0.007114487467534696,0.007155581379631962
1993,Brandenburg,East,Agree completely,0.0026999147314614893,46,12828,0.002687247190574661,0.002712582272348318
1993,Brandenburg,East,Agree,0.00790337190634972,135,12828,0.007881755297774089,0.007924988514925351
1993,Brandenburg,East,Disagree,0.013750313989896049,263,12828,0.013721885479168496,0.013778742500623602
1993,Brandenburg,East,Disagree completely,0.009298295025370476,184,12828,0.009274864745376768,0.009321725305364185
1993,Mecklenburg-Western Pomerania,East,Agree,0.004939178312325896,82,12828,0.0049220641152563005,0.004956292509395491
1993,Mecklenburg-Western Pomerania,East,Disagree,0.009989119801154848,177,12828,0.009964843195878113,0.010013396406431584
1993,Mecklenburg-Western Pomerania,East,Disagree completely,0.006048774026727007,117,12828,0.006029845335828406,0.006067702717625608
1993,Saxony,East,Agree completely,0.006206820137542827,95,12828,0.006187647275443391,0.006225992999642263
1993,Saxony,East,Agree,0.013936785087679933,237,12828,0.013908167169163134,0.013965403006196732
1993,Saxony,East,Disagree,0.023242023279083437,447,12828,0.023205241323840203,0.023278805234326672
1993,Saxony,East,Disagree completely,0.017404499775480562,331,12828,0.017372575391872303,0.01743642415908882
1993,Saxony-Anhalt,East,Agree completely,0.005581427608287589,78,12828,0.005563240584955452,0.005599614631619725
1993,Saxony-Anhalt,East,Agree,0.008322828210552488,153,12828,0.008300650077445777,0.008345006343659199
1993,Saxony-Anhalt,East,Disagree,0.014135117757088752,313,12828,0.014106299827480073,0.01416393568669743
1993,Saxony-Anhalt,East,Disagree completely,0.008876035206710778,192,12828,0.00885313824493616,0.008898932168485396
1993,Thuringa,East,Agree completely,0.0029964752749335514,53,12828,0.002983132134451237,0.003009818415415866
1993,Thuringa,East,Agree,0.007971524207244049,153,12828,0.007949815342324435,0.007993233072163663
1993,Thuringa,East,Disagree,0.011739832050198233,256,12828,0.011713537184919737,0.01176612691547673
1993,Thuringa,East,Disagree completely,0.009138386420388549,198,12828,0.009115156612210826,0.009161616228566271
1995,Schleswig-Holstein,West,Agree,0.004429398393426339,35,12962,0.004413169465851745,0.004445627321000932
1995,Schleswig-Holstein,West,Disagree,0.0123431657604337,86,12962,0.01231618229430968,0.012370149226557721
1995,Schleswig-Holstein,West,Disagree completely,0.019383968774386875,145,12962,0.019350274798282024,0.019417662750491727
1995,Hamburg,West,Disagree,0.0050829718301216385,38,12962,0.005065592473228967,0.00510035118701431
1995,Hamburg,West,Disagree completely,0.006503192789857029,62,12962,0.006483548878272732,0.006522836701441327
1995,Lower Saxony,West,Agree completely,0.004628892693440809,45,12962,0.0046123039882126045,0.0046454813986690135
1995,Lower Saxony,West,Agree,0.010771389038952625,100,12962,0.010746162038866434,0.010796616039038816
1995,Lower Saxony,West,Disagree,0.03363058102245627,356,12962,0.033586523487684095,0.03367463855722845
1995,Lower Saxony,West,Disagree completely,0.04465860214634074,537,12962,0.04460812285148346,0.04470908144119801
1995,Bremen,West,Disagree completely,0.004045616768438656,41,12962,0.004030103849885437,0.004061129686991874
1995,North Rhine-Westphalia,West,Agree completely,0.011503819157963759,120,12962,0.011477758226197473,0.011529880089730044
1995,North Rhine-Westphalia,West,Agree,0.024321022238123276,301,12962,0.024283375634224082,0.02435866884202247
1995,North Rhine-Westphalia,West,Disagree,0.06913561217129353,802,12962,0.06907361447781585,0.06919760986477122
1995,North Rhine-Westphalia,West,Disagree completely,0.1124965095373223,1337,12962,0.11241928843851658,0.11257373063612804
1995,Hesse,West,Agree completely,0.004304633630188861,41,12962,0.004288633896333227,0.004320633364044494
1995,Hesse,West,Agree,0.009875168175700338,118,12962,0.00985100251659205,0.009899333834808626
1995,Hesse,West,Disagree,0.021311115332313432,264,12962,0.021275820848391386,0.02134640981623548
1995,Hesse,West,Disagree completely,0.04072299061297771,513,12962,0.04067468770598952,0.040771293519965904
1995,"Rhineland-Palatinate, Saarland",West,Agree,0.005104103356321213,59,12962,0.005086688096096141,0.005121518616546284
1995,"Rhineland-Palatinate, Saarland",West,Disagree,0.019422538291166108,224,12962,0.019388811473484858,0.01945626510884736
1995,"Rhineland-Palatinate, Saarland",West,Disagree completely,0.03768909274976395,398,12962,0.03764255054375744,0.03773563495577047
1995,Baden-Wuerttemberg,West,Agree completely,0.007374231006917818,107,12962,0.007353322040734285,0.0073951399731013515
1995,Baden-Wuerttemberg,West,Agree,0.01624187458660545,255,12962,0.016210982754847794,0.01627276641836311
1995,Baden-Wuerttemberg,West,Disagree,0.05028163007766306,669,12962,0.05022822488183923,0.050335035273486886
1995,Baden-Wuerttemberg,West,Disagree completely,0.05635378102627018,744,12962,0.05629742406730389,0.05641013798523647
1995,Bavaria,West,Agree completely,0.007670073462012116,72,12962,0.0076487523807911946,0.007691394543233038
1995,Bavaria,West,Agree,0.01950191487006455,190,12962,0.019468120572684506,0.019535709167444595
1995,Bavaria,West,Disagree,0.04642273842678592,549,12962,0.046371319294992365,0.04647415755857947
1995,Bavaria,West,Disagree completely,0.07330736402847181,864,12962,0.07324366642748137,0.07337106162946225
1995,Berlin,West,Agree,0.0033683014396281206,41,12962,0.0033541417334419102,0.003382461145814331
1995,Berlin,West,Disagree,0.010253661594240413,117,12962,0.010229041888362309,0.010278281300118517
1995,Berlin,West,Disagree completely,0.014024189171707347,137,12962,0.013995451377582646,0.014052926965832048
1995,Berlin,East,Disagree,0.006347893586150816,100,12962,0.0063284841277975205,0.006367303044504111
1995,Berlin,East,Disagree completely,0.006100393273251275,102,12962,0.006081363588468458,0.0061194229580340915
1995,Brandenburg,East,Agree completely,0.0021240744904502686,31,12962,0.002112823142320114,0.0021353258385804234
1995,Brandenburg,East,Agree,0.0057708125771865106,100,12962,0.005752301011287402,0.005789324143085619
1995,Brandenburg,East,Disagree,0.015327647018150547,262,12962,0.015297623261201604,0.01535767077509949
1995,Brandenburg,East,Disagree completely,0.010379056949744355,194,12962,0.010354288729287715,0.010403825170200996
1995,Mecklenburg-Western Pomerania,East,Agree,0.004037188971204815,62,12962,0.0040216921537040125,0.004052685788705618
1995,Mecklenburg-Western Pomerania,East,Disagree,0.0095835651165434,176,12962,0.009559755418561567,0.009607374814525234
1995,Mecklenburg-Western Pomerania,East,Disagree completely,0.007844222959095957,151,12962,0.007822663080265498,0.007865782837926416
1995,Saxony,East,Agree completely,0.00494854358243783,69,12962,0.004931394421030131,0.004965692743845529
1995,Saxony,East,Agree,0.013456102653470784,227,12962,0.013427944817716343,0.013484260489225224
1995,Saxony,East,Disagree,0.021802363032392552,423,12962,0.02176667303580476,0.021838053028980346
1995,Saxony,East,Disagree completely,0.019536083922467553,371,12962,0.01950226062213248,0.019569907222802625
1995,Saxony-Anhalt,East,Agree completely,0.0035011602028617436,45,12962,0.003486724903038461,0.0035155955026850262
1995,Saxony-Anhalt,East,Agree,0.006615757240735977,123,12962,0.006595945171721344,0.00663556930975061
1995,Saxony-Anhalt,East,Disagree,0.012878399292227716,267,12962,0.012850844465198278,0.012905954119257155
1995,Saxony-Anhalt,East,Disagree completely,0.01238994525892278,245,12962,0.012362911348929261,0.0124169791689163
1995,Thuringa,East,Agree completely,0.0035581195065360416,50,12962,0.003543567674609486,0.0035726713384625973
1995,Thuringa,East,Agree,0.007757912974695737,153,12962,0.007736471103037221,0.007779354846354253
1995,Thuringa,East,Disagree,0.011465381791930703,262,12962,0.01143936392906508,0.011491399654796328
1995,Thuringa,East,Disagree completely,0.008411231438186648,182,12962,0.008388912321162848,0.008433550555210449
1996,Schleswig-Holstein,West,Disagree,0.014149227857714912,98,12709,0.014120338605784868,0.014178117109644955
1996,Schleswig-Holstein,West,Disagree completely,0.018596901337593046,141,12709,0.01856385614088508,0.01862994653430101
1996,Hamburg,West,Disagree,0.0046231174601760695,33,12709,0.004606524434912311,0.004639710485439828
1996,Hamburg,West,Disagree completely,0.00685882927729724,55,12709,0.006838641206226297,0.0068790173483681836
1996,Lower Saxony,West,Agree completely,0.004633326913192814,43,12709,0.004616715661634859,0.004649938164750769
1996,Lower Saxony,West,Agree,0.01205114103094795,110,12709,0.012024451210512887,0.012077830851383014
1996,Lower Saxony,West,Disagree,0.03229516797439532,361,12709,0.03225192609470075,0.032338409854089895
1996,Lower Saxony,West,Disagree completely,0.04653196877346531,524,12709,0.04648044672550234,0.046583490821428285
1996,Bremen,West,Disagree completely,0.004243775975804648,42,12709,0.004227875245361095,0.004259676706248201
1996,North Rhine-Westphalia,West,Agree completely,0.008531184623244028,96,12709,0.008508688455833444,0.008553680790654612
1996,North Rhine-Westphalia,West,Agree,0.025132913977714482,277,12709,0.02509462634971016,0.025171201605718806
1996,North Rhine-Westphalia,West,Disagree,0.08198840995862286,942,12709,0.08192130344915922,0.0820555164680865
1996,North Rhine-Westphalia,West,Disagree completely,0.10618129562068293,1223,12709,0.10610594044877229,0.10625665079259357
1996,Hesse,West,Agree,0.010274439225355304,107,12709,0.010249773108049713,0.010299105342660894
1996,Hesse,West,Disagree,0.028914896919108677,337,12709,0.028873909194872188,0.028955884643345167
1996,Hesse,West,Disagree completely,0.03300961818268122,422,12709,0.032965916751176674,0.03305331961418577
1996,"Rhineland-Palatinate, Saarland",West,Agree,0.006026037285834777,62,12709,0.006007106539033988,0.006044968032635565
1996,"Rhineland-Palatinate, Saarland",West,Disagree,0.022374849838070938,234,12709,0.022338673001914874,0.022411026674227
1996,"Rhineland-Palatinate, Saarland",West,Disagree completely,0.033899263333625106,370,12709,0.03385499729359271,0.0339435293736575
1996,Baden-Wuerttemberg,West,Agree completely,0.005539911607520783,90,12709,0.005521756056591026,0.005558067158450539
1996,Baden-Wuerttemberg,West,Agree,0.019731351734571294,275,12709,0.01969733322273497,0.019765370246407617
1996,Baden-Wuerttemberg,West,Disagree,0.05121396408938253,654,12709,0.05116004498448979,0.05126788319427527
1996,Baden-Wuerttemberg,West,Disagree completely,0.05581568969909938,673,12709,0.055759536969410536,0.05587184242878822
1996,Bavaria,West,Agree completely,0.005629974458037727,50,12709,0.005611672752651641,0.0056482761634238125
1996,Bavaria,West,Agree,0.016797098059168635,178,12709,0.016765663813707078,0.016828532304630193
1996,Bavaria,West,Disagree,0.05595848576370093,624,12709,0.055902265502516896,0.056014706024884967
1996,Bavaria,West,Disagree completely,0.06781255423017521,796,12709,0.06775105481133233,0.06787405364901809
1996,Berlin,West,Agree,0.003108955993886067,37,12709,0.003095338553896326,0.0031225734338758077
1996,Berlin,West,Disagree,0.011406310626536256,102,12709,0.011380336207076245,0.011432285045996268
1996,Berlin,West,Disagree completely,0.0132317038852415,137,12709,0.013203754013721073,0.013259653756761929
1996,Berlin,East,Agree,0.002734042052997072,36,12709,0.00272126965544501,0.002746814450549134
1996,Berlin,East,Disagree,0.006962230359535673,109,12709,0.006941891742760352,0.006982568976310994
1996,Berlin,East,Disagree completely,0.005309581693776548,86,12709,0.005291805513075519,0.005327357874477578
1996,Brandenburg,East,Agree,0.006849048904141692,108,12709,0.006828875132499048,0.006869222675784336
1996,Brandenburg,East,Disagree,0.015193138043096518,285,12709,0.015163217903848057,0.015223058182344979
1996,Brandenburg,East,Disagree completely,0.009641840478286222,180,12709,0.009617938136704685,0.009665742819867758
1996,Mecklenburg-Western Pomerania,East,Agree,0.004942963089209523,72,12709,0.004925808433476243,0.004960117744942804
1996,Mecklenburg-Western Pomerania,East,Disagree,0.009476230603467651,170,12709,0.00945253244513956,0.009499928761795742
1996,Mecklenburg-Western Pomerania,East,Disagree completely,0.006670382541873468,136,12709,0.006650471847849671,0.006690293235897264
1996,Saxony,East,Agree completely,0.0038786522200607667,61,12709,0.0038634481143888224,0.003893856325732711
1996,Saxony,East,Agree,0.011809787424798832,205,12709,0.011783362993469952,0.011836211856127711
1996,Saxony,East,Disagree,0.026033787626877223,495,12709,0.025994837851277756,0.02607273740247669
1996,Saxony,East,Disagree completely,0.01830104617879524,344,12709,0.018268259950544815,0.018333832407045666
1996,Saxony-Anhalt,East,Agree completely,0.002351621472852202,36,12709,0.0023397736979443727,0.0023634692477600317
1996,Saxony-Anhalt,East,Agree,0.0066523406292489,118,12709,0.006632456699900091,0.006672224558597709
1996,Saxony-Anhalt,East,Disagree,0.014344467760581804,292,12709,0.014315382755984088,0.01437355276517952
1996,Saxony-Anhalt,East,Disagree completely,0.01148493908279932,224,12709,0.011458876327363268,0.011511001838235373
1996,Thuringa,East,Agree completely,0.0032197744729990795,55,12709,0.003205917232041407,0.003233631713956752
1996,Thuringa,East,Agree,0.007247182217483112,144,12709,0.007226434539912906,0.007267929895053317
1996,Thuringa,East,Disagree,0.012954377033408196,296,12709,0.012926717731457489,0.012982036335358903
1996,Thuringa,East,Disagree completely,0.007380200400862977,164,12709,0.007359264585489623,0.007401136216236332
1997,Schleswig-Holstein,West,Disagree,0.012813281211501649,82,12467,0.012785788516754708,0.01284077390624859
1997,Schleswig-Holstein,West,Disagree completely,0.02000992236067761,145,12467,0.019975691247661197,0.02004415347369402
1997,Hamburg,West,Disagree,0.004590499012029432,33,12467,0.004573974892825458,0.004607023131233405
1997,Hamburg,West,Disagree completely,0.008298558214634214,56,12467,0.008276382415758484,0.008320734013509945
1997,Lower Saxony,West,Agree completely,0.00459635677237155,40,12467,0.004579822162281734,0.004612891382461366
1997,Lower Saxony,West,Agree,0.010403280950684398,102,12467,0.01037847809043386,0.010428083810934937
1997,Lower Saxony,West,Disagree,0.03341173092918069,371,12467,0.03336780128081332,0.03345566057754806
1997,Lower Saxony,West,Disagree completely,0.045263501977258085,517,12467,0.04521268564479137,0.0453143183097248
1997,Bremen,West,Disagree completely,0.0036778103622093694,36,12467,0.0036630130769280634,0.0036926076474906753
1997,North Rhine-Westphalia,West,Agree completely,0.011102937607423567,102,12467,0.011077323338057023,0.01112855187679011
1997,North Rhine-Westphalia,West,Agree,0.02827555103065618,329,12467,0.028235031483521106,0.02831607057779125
1997,North Rhine-Westphalia,West,Disagree,0.07927357110594951,889,12467,0.07920752959582601,0.07933961261607302
1997,North Rhine-Westphalia,West,Disagree completely,0.10158548470897973,1166,12467,0.101511636207366,0.10165933321059345
1997,Hesse,West,Agree completely,0.0031745695008085495,33,12467,0.0031608183370636766,0.0031883206645534224
1997,Hesse,West,Agree,0.011573907978593171,118,12467,0.011547762319606815,0.011600053637579528
1997,Hesse,West,Disagree,0.027541138858081675,308,12467,0.027501133879174584,0.027581143836988765
1997,Hesse,West,Disagree completely,0.03511705983994059,379,12467,0.03507206280811086,0.03516205687177032
