"plh0036","year","age_gr","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1994","17-29","Thüringen","58","0.36168836772665","0.286288698250579","0.437088037202721"
"Grosse Sorgen","1994","30-45","Schleswig-Holstein","27","","",""
"Grosse Sorgen","1994","30-45","Hamburg","23","","",""
"Grosse Sorgen","1994","30-45","Niedersachsen","102","0.420609774580771","0.360489151679189","0.480730397482352"
"Grosse Sorgen","1994","30-45","Bremen","9","","",""
"Grosse Sorgen","1994","30-45","Nordrhein-Westfalen","359","0.449808244795973","0.415591332136518","0.484025157455427"
"Grosse Sorgen","1994","30-45","Hessen","104","0.437039036979449","0.3779832173629","0.496094856595999"
"Grosse Sorgen","1994","30-45","Rheinland-Pfalz,Saarland","87","0.423246157232605","0.356262831238378","0.490229483226832"
"Grosse Sorgen","1994","30-45","Baden-Württemberg","183","0.412737272395391","0.369626848625804","0.455847696164977"
"Grosse Sorgen","1994","30-45","Bayern","220","0.460006799792221","0.416580872203944","0.503432727380498"
"Grosse Sorgen","1994","30-45","Saarland","","","",""
"Grosse Sorgen","1994","30-45","Berlin","86","0.527820313731415","0.455490183668017","0.600150443794813"
"Grosse Sorgen","1994","30-45","Brandenburg","74","0.360101586882698","0.296085481402069","0.424117692363327"
"Grosse Sorgen","1994","30-45","Mecklenburg-Vorpommern","42","0.265991028891189","0.194071262417587","0.337910795364792"
"Grosse Sorgen","1994","30-45","Sachsen","148","0.389046940207572","0.341269484400212","0.436824396014931"
"Grosse Sorgen","1994","30-45","Sachsen-Anhalt","71","0.282269469313448","0.224721921352507","0.33981701727439"
"Grosse Sorgen","1994","30-45","Thüringen","90","0.401944719299522","0.339392039783709","0.464497398815335"
"Grosse Sorgen","1994","46-65","Schleswig-Holstein","29","","",""
"Grosse Sorgen","1994","46-65","Hamburg","5","","",""
"Grosse Sorgen","1994","46-65","Niedersachsen","98","0.327686097436784","0.274836482076578","0.38053571279699"
"Grosse Sorgen","1994","46-65","Bremen","9","","",""
"Grosse Sorgen","1994","46-65","Nordrhein-Westfalen","286","0.421192465722591","0.384641701080528","0.457743230364654"
"Grosse Sorgen","1994","46-65","Hessen","92","0.392798073171907","0.336394957859726","0.449201188484089"
"Grosse Sorgen","1994","46-65","Rheinland-Pfalz,Saarland","58","0.338028846012378","0.268536895165905","0.40752079685885"
"Grosse Sorgen","1994","46-65","Baden-Württemberg","134","0.321122500202894","0.280440349118953","0.361804651286835"
"Grosse Sorgen","1994","46-65","Bayern","165","0.386839235288985","0.3418411255223","0.43183734505567"
"Grosse Sorgen","1994","46-65","Saarland","","","",""
"Grosse Sorgen","1994","46-65","Berlin","86","0.484145194360856","0.412325562943308","0.555964825778404"
"Grosse Sorgen","1994","46-65","Brandenburg","60","0.334859332091974","0.266852870130516","0.402865794053431"
"Grosse Sorgen","1994","46-65","Mecklenburg-Vorpommern","58","0.415141697400062","0.333519631788039","0.496763763012084"
"Grosse Sorgen","1994","46-65","Sachsen","119","0.3212769279311","0.272701124776665","0.369852731085535"
"Grosse Sorgen","1994","46-65","Sachsen-Anhalt","83","0.356142288850269","0.294523831403644","0.417760746296895"
"Grosse Sorgen","1994","46-65","Thüringen","74","0.413329661012609","0.34421405233112","0.482445269694098"
"Grosse Sorgen","1994","66","Schleswig-Holstein","","","",""
"Grosse Sorgen","1994","66","Hamburg","","","",""
"Grosse Sorgen","1994","66","Niedersachsen","","","",""
"Grosse Sorgen","1994","66","Bremen","","","",""
"Grosse Sorgen","1994","66","Nordrhein-Westfalen","","","",""
"Grosse Sorgen","1994","66","Hessen","","","",""
"Grosse Sorgen","1994","66","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","1994","66","Baden-Württemberg","","","",""
"Grosse Sorgen","1994","66","Bayern","","","",""
"Grosse Sorgen","1994","66","Saarland","","","",""
"Grosse Sorgen","1994","66","Berlin","","","",""
"Grosse Sorgen","1994","66","Brandenburg","","","",""
"Grosse Sorgen","1994","66","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1994","66","Sachsen","","","",""
"Grosse Sorgen","1994","66","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1994","66","Thüringen","","","",""
"Einige Sorgen","1994","17-29","Schleswig-Holstein","29","","",""
"Einige Sorgen","1994","17-29","Hamburg","14","","",""
"Einige Sorgen","1994","17-29","Niedersachsen","155","0.569865537716682","0.511666740420042","0.628064335013322"
"Einige Sorgen","1994","17-29","Bremen","9","","",""
"Einige Sorgen","1994","17-29","Nordrhein-Westfalen","289","0.449056496072751","0.411022721222123","0.487090270923379"
"Einige Sorgen","1994","17-29","Hessen","125","0.470550932090495","0.408050868115738","0.533050996065253"
"Einige Sorgen","1994","17-29","Rheinland-Pfalz,Saarland","84","0.560731518882333","0.481042686716613","0.640420351048053"
"Einige Sorgen","1994","17-29","Baden-Württemberg","274","0.476409173745899","0.434400956771472","0.518417390720327"
"Einige Sorgen","1994","17-29","Bayern","210","0.492586114135226","0.444942997483702","0.540229230786751"
"Einige Sorgen","1994","17-29","Saarland","","","",""
"Einige Sorgen","1994","17-29","Berlin","50","0.407954303888342","0.32180010304436","0.494108504732324"
"Einige Sorgen","1994","17-29","Brandenburg","76","0.54574296065683","0.461753244978481","0.629732676335179"
"Einige Sorgen","1994","17-29","Mecklenburg-Vorpommern","54","0.531877936391342","0.433586419660992","0.630169453121691"
"Einige Sorgen","1994","17-29","Sachsen","119","0.532136304412538","0.468877605006739","0.595395003818338"
"Einige Sorgen","1994","17-29","Sachsen-Anhalt","91","0.560325035006561","0.483416598597317","0.637233471415806"
"Einige Sorgen","1994","17-29","Thüringen","90","0.601789550090829","0.524971294792738","0.678607805388919"
"Einige Sorgen","1994","30-45","Schleswig-Holstein","53","0.642444205501494","0.541732933047818","0.74315547795517"
"Einige Sorgen","1994","30-45","Hamburg","18","","",""
"Einige Sorgen","1994","30-45","Niedersachsen","148","0.543193488334606","0.482528009542067","0.603858967127145"
"Einige Sorgen","1994","30-45","Bremen","11","","",""
"Einige Sorgen","1994","30-45","Nordrhein-Westfalen","409","0.511144277758018","0.476762195138333","0.545526360377703"
"Einige Sorgen","1994","30-45","Hessen","156","0.53879298372404","0.479442759485564","0.598143207962516"
"Einige Sorgen","1994","30-45","Rheinland-Pfalz,Saarland","111","0.508180204749266","0.44040250552358","0.575957903974951"
"Einige Sorgen","1994","30-45","Baden-Württemberg","276","0.544109816448025","0.500498155293937","0.587721477602112"
"Einige Sorgen","1994","30-45","Bayern","267","0.514929073475855","0.471382983871057","0.558475163080654"
"Einige Sorgen","1994","30-45","Saarland","","","",""
"Einige Sorgen","1994","30-45","Berlin","92","0.445164282030833","0.373158908534568","0.517169655527098"
"Einige Sorgen","1994","30-45","Brandenburg","132","0.594650834927363","0.529177136553948","0.660124533300778"
"Einige Sorgen","1994","30-45","Mecklenburg-Vorpommern","95","0.670080610026341","0.59355064132528","0.746610578727402"
"Einige Sorgen","1994","30-45","Sachsen","225","0.539490010264882","0.490643974082237","0.588336046447527"
"Einige Sorgen","1994","30-45","Sachsen-Anhalt","155","0.681581634242609","0.622019238998186","0.741144029487033"
"Einige Sorgen","1994","30-45","Thüringen","139","0.562420668725702","0.499128332591084","0.625713004860321"
"Einige Sorgen","1994","46-65","Schleswig-Holstein","57","0.565638119857095","0.46648470826174","0.66479153145245"
"Einige Sorgen","1994","46-65","Hamburg","28","","",""
"Einige Sorgen","1994","46-65","Niedersachsen","191","0.627046608022017","0.572595845128671","0.681497370915363"
"Einige Sorgen","1994","46-65","Bremen","14","","",""
"Einige Sorgen","1994","46-65","Nordrhein-Westfalen","359","0.513730254320039","0.4767308034662","0.550729705173878"
"Einige Sorgen","1994","46-65","Hessen","166","0.546633705816541","0.489139422435173","0.604127989197909"
"Einige Sorgen","1994","46-65","Rheinland-Pfalz,Saarland","106","0.572802720368693","0.500132769757667","0.645472670979719"
"Einige Sorgen","1994","46-65","Baden-Württemberg","308","0.595964483607703","0.55320890446248","0.638720062752926"
"Einige Sorgen","1994","46-65","Bayern","253","0.55256244198046","0.506621622968992","0.598503260991928"
"Einige Sorgen","1994","46-65","Saarland","","","",""
"Einige Sorgen","1994","46-65","Berlin","94","0.495197340430853","0.423344889321611","0.567049791540096"
"Einige Sorgen","1994","46-65","Brandenburg","119","0.636464181107504","0.567149885438385","0.705778476776624"
"Einige Sorgen","1994","46-65","Mecklenburg-Vorpommern","76","0.539377245377148","0.456810896985072","0.621943593769224"
"Einige Sorgen","1994","46-65","Sachsen","214","0.622756090120257","0.572335952719688","0.673176227520827"
"Einige Sorgen","1994","46-65","Sachsen-Anhalt","139","0.601829514504611","0.538838968614227","0.664820060394995"
"Einige Sorgen","1994","46-65","Thüringen","110","0.529882897911985","0.459830378049246","0.599935417774725"
"Einige Sorgen","1994","66","Schleswig-Holstein","","","",""
"Einige Sorgen","1994","66","Hamburg","","","",""
"Einige Sorgen","1994","66","Niedersachsen","","","",""
"Einige Sorgen","1994","66","Bremen","","","",""
"Einige Sorgen","1994","66","Nordrhein-Westfalen","","","",""
"Einige Sorgen","1994","66","Hessen","","","",""
"Einige Sorgen","1994","66","Rheinland-Pfalz,Saarland","","","",""
"Einige Sorgen","1994","66","Baden-Württemberg","","","",""
"Einige Sorgen","1994","66","Bayern","","","",""
"Einige Sorgen","1994","66","Saarland","","","",""
"Einige Sorgen","1994","66","Berlin","","","",""
"Einige Sorgen","1994","66","Brandenburg","","","",""
"Einige Sorgen","1994","66","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1994","66","Sachsen","","","",""
"Einige Sorgen","1994","66","Sachsen-Anhalt","","","",""
"Einige Sorgen","1994","66","Thüringen","","","",""
"Keine Sorgen","1994","17-29","Schleswig-Holstein","5","","",""
"Keine Sorgen","1994","17-29","Hamburg","1","","",""
"Keine Sorgen","1994","17-29","Niedersachsen","11","","",""
"Keine Sorgen","1994","17-29","Bremen","","","",""
"Keine Sorgen","1994","17-29","Nordrhein-Westfalen","34","0.0410628235430605","0.0258893543038623","0.0562362927822586"
"Keine Sorgen","1994","17-29","Hessen","17","","",""
"Keine Sorgen","1994","17-29","Rheinland-Pfalz,Saarland","10","","",""
"Keine Sorgen","1994","17-29","Baden-Württemberg","46","0.0504318030843457","0.0320256298806495","0.0688379762880419"
"Keine Sorgen","1994","17-29","Bayern","29","","",""
"Keine Sorgen","1994","17-29","Saarland","","","",""
"Keine Sorgen","1994","17-29","Berlin","9","","",""
"Keine Sorgen","1994","17-29","Brandenburg","6","","",""
"Keine Sorgen","1994","17-29","Mecklenburg-Vorpommern","3","","",""
"Keine Sorgen","1994","17-29","Sachsen","10","","",""
"Keine Sorgen","1994","17-29","Sachsen-Anhalt","3","","",""
"Keine Sorgen","1994","17-29","Thüringen","8","","",""
"Keine Sorgen","1994","30-45","Schleswig-Holstein","7","","",""
"Keine Sorgen","1994","30-45","Hamburg","4","","",""
"Keine Sorgen","1994","30-45","Niedersachsen","9","","",""
"Keine Sorgen","1994","30-45","Bremen","1","","",""
"Keine Sorgen","1994","30-45","Nordrhein-Westfalen","44","0.0390474774460097","0.0257240017714766","0.0523709531205427"
"Keine Sorgen","1994","30-45","Hessen","11","","",""
"Keine Sorgen","1994","30-45","Rheinland-Pfalz,Saarland","11","","",""
"Keine Sorgen","1994","30-45","Baden-Württemberg","42","0.0431529111565848","0.0253596502231689","0.0609461720900006"
"Keine Sorgen","1994","30-45","Bayern","19","","",""
"Keine Sorgen","1994","30-45","Saarland","","","",""
"Keine Sorgen","1994","30-45","Berlin","5","","",""
"Keine Sorgen","1994","30-45","Brandenburg","10","","",""
"Keine Sorgen","1994","30-45","Mecklenburg-Vorpommern","8","","",""
"Keine Sorgen","1994","30-45","Sachsen","27","","",""
"Keine Sorgen","1994","30-45","Sachsen-Anhalt","9","","",""
"Keine Sorgen","1994","30-45","Thüringen","7","","",""
"Keine Sorgen","1994","46-65","Schleswig-Holstein","10","","",""
"Keine Sorgen","1994","46-65","Hamburg","3","","",""
"Keine Sorgen","1994","46-65","Niedersachsen","14","","",""
"Keine Sorgen","1994","46-65","Bremen","","","",""
"Keine Sorgen","1994","46-65","Nordrhein-Westfalen","56","0.0650772799573698","0.0468176641626292","0.0833368957521105"
"Keine Sorgen","1994","46-65","Hessen","30","0.0605682210115515","0.0330191549934943","0.0881172870296088"
"Keine Sorgen","1994","46-65","Rheinland-Pfalz,Saarland","14","","",""
"Keine Sorgen","1994","46-65","Baden-Württemberg","64","0.0829130161894034","0.0588865746231304","0.106939457755676"
"Keine Sorgen","1994","46-65","Bayern","32","0.0605983227305545","0.0385539471536939","0.0826426983074152"
"Keine Sorgen","1994","46-65","Saarland","","","",""
"Keine Sorgen","1994","46-65","Berlin","6","","",""
"Keine Sorgen","1994","46-65","Brandenburg","6","","",""
"Keine Sorgen","1994","46-65","Mecklenburg-Vorpommern","6","","",""
"Keine Sorgen","1994","46-65","Sachsen","22","","",""
"Keine Sorgen","1994","46-65","Sachsen-Anhalt","10","","",""
"Keine Sorgen","1994","46-65","Thüringen","11","","",""
"Keine Sorgen","1994","66","Schleswig-Holstein","","","",""
"Keine Sorgen","1994","66","Hamburg","","","",""
"Keine Sorgen","1994","66","Niedersachsen","","","",""
"Keine Sorgen","1994","66","Bremen","","","",""
"Keine Sorgen","1994","66","Nordrhein-Westfalen","","","",""
"Keine Sorgen","1994","66","Hessen","","","",""
"Keine Sorgen","1994","66","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1994","66","Baden-Württemberg","","","",""
"Keine Sorgen","1994","66","Bayern","","","",""
"Keine Sorgen","1994","66","Saarland","","","",""
"Keine Sorgen","1994","66","Berlin","","","",""
"Keine Sorgen","1994","66","Brandenburg","","","",""
"Keine Sorgen","1994","66","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1994","66","Sachsen","","","",""
"Keine Sorgen","1994","66","Sachsen-Anhalt","","","",""
"Keine Sorgen","1994","66","Thüringen","","","",""
"Grosse Sorgen","1995","17-29","Schleswig-Holstein","46","0.656540487071669","0.546084961105592","0.766996013037746"
"Grosse Sorgen","1995","17-29","Hamburg","15","","",""
"Grosse Sorgen","1995","17-29","Niedersachsen","120","0.44480952216599","0.385752481429725","0.503866562902254"
"Grosse Sorgen","1995","17-29","Bremen","18","","",""
"Grosse Sorgen","1995","17-29","Nordrhein-Westfalen","349","0.562054751694512","0.52431810789354","0.599791395495483"
"Grosse Sorgen","1995","17-29","Hessen","110","0.517506885825569","0.454023038464854","0.580990733186284"
"Grosse Sorgen","1995","17-29","Rheinland-Pfalz,Saarland","75","0.451064901215188","0.375820625239725","0.526309177190651"
"Grosse Sorgen","1995","17-29","Baden-Württemberg","228","0.481436347549392","0.43828295433488","0.524589740763904"
"Grosse Sorgen","1995","17-29","Bayern","211","0.501862145355729","0.455354580714153","0.548369709997304"
"Grosse Sorgen","1995","17-29","Saarland","","","",""
"Grosse Sorgen","1995","17-29","Berlin","66","0.519831296140787","0.432596258079008","0.607066334202566"
"Grosse Sorgen","1995","17-29","Brandenburg","69","0.543750931426957","0.459101650564624","0.628400212289291"
"Grosse Sorgen","1995","17-29","Mecklenburg-Vorpommern","42","0.410881237528223","0.317659802409976","0.50410267264647"
"Grosse Sorgen","1995","17-29","Sachsen","104","0.409177825451979","0.346314319512331","0.472041331391626"
"Grosse Sorgen","1995","17-29","Sachsen-Anhalt","69","0.413148791962808","0.336126664572233","0.490170919353384"
"Grosse Sorgen","1995","17-29","Thüringen","67","0.468423864019681","0.388030634105325","0.548817093934038"
"Grosse Sorgen","1995","30-45","Schleswig-Holstein","32","0.464640510600627","0.361022708443992","0.568258312757262"
"Grosse Sorgen","1995","30-45","Hamburg","26","","",""
"Grosse Sorgen","1995","30-45","Niedersachsen","152","0.46988684384267","0.416441900433461","0.523331787251879"
"Grosse Sorgen","1995","30-45","Bremen","13","","",""
"Grosse Sorgen","1995","30-45","Nordrhein-Westfalen","426","0.492137465878667","0.459292456538242","0.524982475219093"
"Grosse Sorgen","1995","30-45","Hessen","131","0.475569414224475","0.419151658338285","0.531987170110664"
"Grosse Sorgen","1995","30-45","Rheinland-Pfalz,Saarland","91","0.375557206274313","0.316002565194005","0.435111847354621"
"Grosse Sorgen","1995","30-45","Baden-Württemberg","230","0.478148608700711","0.437032554241749","0.519264663159674"
"Grosse Sorgen","1995","30-45","Bayern","237","0.465958017292548","0.424000549454302","0.507915485130794"
"Grosse Sorgen","1995","30-45","Saarland","","","",""
"Grosse Sorgen","1995","30-45","Berlin","105","0.555589613642314","0.485120214789553","0.626059012495076"
"Grosse Sorgen","1995","30-45","Brandenburg","73","0.396182028666489","0.329872590061503","0.462491467271474"
"Grosse Sorgen","1995","30-45","Mecklenburg-Vorpommern","37","0.239938565607455","0.166245332003186","0.313631799211724"
"Grosse Sorgen","1995","30-45","Sachsen","136","0.379860694373436","0.330932521373147","0.428788867373724"
"Grosse Sorgen","1995","30-45","Sachsen-Anhalt","89","0.377785985198772","0.313719696493907","0.441852273903637"
"Grosse Sorgen","1995","30-45","Thüringen","100","0.447955719113192","0.38451083771473","0.511400600511654"
