"plh0036","year","age_gr","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1984","46-65","Niedersachsen","148","0.429035130641659","0.377108935778343","0.480961325504976"
"Grosse Sorgen","1984","46-65","Bremen","27","","",""
"Grosse Sorgen","1984","46-65","Nordrhein-Westfalen","464","0.551834343544789","0.51927184394238","0.584396843147197"
"Grosse Sorgen","1984","46-65","Hessen","189","0.536668281828584","0.487430445530391","0.585906118126776"
"Grosse Sorgen","1984","46-65","Rheinland-Pfalz,Saarland","127","0.472417120854076","0.414354440273901","0.530479801434251"
"Grosse Sorgen","1984","46-65","Baden-Württemberg","288","0.526183801129873","0.487469506481189","0.564898095778558"
"Grosse Sorgen","1984","46-65","Bayern","254","0.437962566982963","0.398230990552856","0.477694143413069"
"Grosse Sorgen","1984","46-65","Saarland","","","",""
"Grosse Sorgen","1984","46-65","Berlin","65","0.508845198478347","0.421206660886701","0.596483736069993"
"Grosse Sorgen","1984","46-65","Brandenburg","","","",""
"Grosse Sorgen","1984","46-65","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1984","46-65","Sachsen","","","",""
"Grosse Sorgen","1984","46-65","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1984","46-65","Thüringen","","","",""
"Grosse Sorgen","1984","66","Schleswig-Holstein","","","",""
"Grosse Sorgen","1984","66","Hamburg","","","",""
"Grosse Sorgen","1984","66","Niedersachsen","","","",""
"Grosse Sorgen","1984","66","Bremen","","","",""
"Grosse Sorgen","1984","66","Nordrhein-Westfalen","","","",""
"Grosse Sorgen","1984","66","Hessen","","","",""
"Grosse Sorgen","1984","66","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","1984","66","Baden-Württemberg","","","",""
"Grosse Sorgen","1984","66","Bayern","","","",""
"Grosse Sorgen","1984","66","Saarland","","","",""
"Grosse Sorgen","1984","66","Berlin","","","",""
"Grosse Sorgen","1984","66","Brandenburg","","","",""
"Grosse Sorgen","1984","66","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1984","66","Sachsen","","","",""
"Grosse Sorgen","1984","66","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1984","66","Thüringen","","","",""
"Einige Sorgen","1984","17-29","Schleswig-Holstein","33","0.314188756334491","0.221332730007167","0.407044782661815"
"Einige Sorgen","1984","17-29","Hamburg","17","","",""
"Einige Sorgen","1984","17-29","Niedersachsen","111","0.307221186927145","0.257596025876586","0.356846347977704"
"Einige Sorgen","1984","17-29","Bremen","3","","",""
"Einige Sorgen","1984","17-29","Nordrhein-Westfalen","330","0.328596634700738","0.298728396863043","0.358464872538433"
"Einige Sorgen","1984","17-29","Hessen","140","0.334868736773935","0.286845423628143","0.382892049919727"
"Einige Sorgen","1984","17-29","Rheinland-Pfalz,Saarland","111","0.432726116147627","0.370812882697545","0.494639349597708"
"Einige Sorgen","1984","17-29","Baden-Württemberg","219","0.329171354368359","0.292906574077418","0.3654361346593"
"Einige Sorgen","1984","17-29","Bayern","205","0.360038840676763","0.320175657159935","0.39990202419359"
"Einige Sorgen","1984","17-29","Saarland","","","",""
"Einige Sorgen","1984","17-29","Berlin","36","0.410517182250719","0.312621515434261","0.508412849067178"
"Einige Sorgen","1984","17-29","Brandenburg","","","",""
"Einige Sorgen","1984","17-29","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1984","17-29","Sachsen","","","",""
"Einige Sorgen","1984","17-29","Sachsen-Anhalt","","","",""
"Einige Sorgen","1984","17-29","Thüringen","","","",""
"Einige Sorgen","1984","30-45","Schleswig-Holstein","63","0.436636499520393","0.355061272653759","0.518211726387027"
"Einige Sorgen","1984","30-45","Hamburg","35","0.292347565683798","0.210967654518511","0.373727476849084"
"Einige Sorgen","1984","30-45","Niedersachsen","164","0.427332031920945","0.377981866986641","0.476682196855248"
"Einige Sorgen","1984","30-45","Bremen","7","","",""
"Einige Sorgen","1984","30-45","Nordrhein-Westfalen","400","0.348302554410039","0.319782389165298","0.37682271965478"
"Einige Sorgen","1984","30-45","Hessen","153","0.41658259806038","0.366006897134576","0.467158298986184"
"Einige Sorgen","1984","30-45","Rheinland-Pfalz,Saarland","97","0.436915362008271","0.369182414066701","0.504648309949841"
"Einige Sorgen","1984","30-45","Baden-Württemberg","288","0.388686226422395","0.353470159546674","0.423902293298117"
"Einige Sorgen","1984","30-45","Bayern","262","0.394117417535302","0.356836793668689","0.431398041401915"
"Einige Sorgen","1984","30-45","Saarland","","","",""
"Einige Sorgen","1984","30-45","Berlin","43","0.257936231759898","0.184135954080383","0.331736509439413"
"Einige Sorgen","1984","30-45","Brandenburg","","","",""
"Einige Sorgen","1984","30-45","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1984","30-45","Sachsen","","","",""
"Einige Sorgen","1984","30-45","Sachsen-Anhalt","","","",""
"Einige Sorgen","1984","30-45","Thüringen","","","",""
"Einige Sorgen","1984","46-65","Schleswig-Holstein","54","0.525812984120951","0.428909701928139","0.622716266313763"
"Einige Sorgen","1984","46-65","Hamburg","23","","",""
"Einige Sorgen","1984","46-65","Niedersachsen","172","0.506005826222937","0.453552377248481","0.558459275197393"
"Einige Sorgen","1984","46-65","Bremen","10","","",""
"Einige Sorgen","1984","46-65","Nordrhein-Westfalen","362","0.395766258911047","0.363746654981462","0.427785862840631"
"Einige Sorgen","1984","46-65","Hessen","152","0.388385966734628","0.340260997416042","0.436510936053214"
"Einige Sorgen","1984","46-65","Rheinland-Pfalz,Saarland","137","0.461913504239883","0.40393122315017","0.519895785329595"
"Einige Sorgen","1984","46-65","Baden-Württemberg","258","0.38033411328121","0.342693291512959","0.417974935049461"
"Einige Sorgen","1984","46-65","Bayern","279","0.471096372434282","0.431122351762963","0.511070393105601"
"Einige Sorgen","1984","46-65","Saarland","","","",""
"Einige Sorgen","1984","46-65","Berlin","51","0.429282236768329","0.342511109690797","0.516053363845861"
"Einige Sorgen","1984","46-65","Brandenburg","","","",""
"Einige Sorgen","1984","46-65","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1984","46-65","Sachsen","","","",""
"Einige Sorgen","1984","46-65","Sachsen-Anhalt","","","",""
"Einige Sorgen","1984","46-65","Thüringen","","","",""
"Einige Sorgen","1984","66","Schleswig-Holstein","","","",""
"Einige Sorgen","1984","66","Hamburg","","","",""
"Einige Sorgen","1984","66","Niedersachsen","","","",""
"Einige Sorgen","1984","66","Bremen","","","",""
"Einige Sorgen","1984","66","Nordrhein-Westfalen","","","",""
"Einige Sorgen","1984","66","Hessen","","","",""
"Einige Sorgen","1984","66","Rheinland-Pfalz,Saarland","","","",""
"Einige Sorgen","1984","66","Baden-Württemberg","","","",""
"Einige Sorgen","1984","66","Bayern","","","",""
"Einige Sorgen","1984","66","Saarland","","","",""
"Einige Sorgen","1984","66","Berlin","","","",""
"Einige Sorgen","1984","66","Brandenburg","","","",""
"Einige Sorgen","1984","66","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1984","66","Sachsen","","","",""
"Einige Sorgen","1984","66","Sachsen-Anhalt","","","",""
"Einige Sorgen","1984","66","Thüringen","","","",""
"Keine Sorgen","1984","17-29","Schleswig-Holstein","2","","",""
"Keine Sorgen","1984","17-29","Hamburg","5","","",""
"Keine Sorgen","1984","17-29","Niedersachsen","16","","",""
"Keine Sorgen","1984","17-29","Bremen","1","","",""
"Keine Sorgen","1984","17-29","Nordrhein-Westfalen","82","0.0537947131731712","0.0394481203808381","0.0681413059655043"
"Keine Sorgen","1984","17-29","Hessen","28","","",""
"Keine Sorgen","1984","17-29","Rheinland-Pfalz,Saarland","11","","",""
"Keine Sorgen","1984","17-29","Baden-Württemberg","92","0.0868481955536149","0.0651151733204677","0.108581217786762"
"Keine Sorgen","1984","17-29","Bayern","38","0.0501609925875804","0.0320338832297923","0.0682881019453685"
"Keine Sorgen","1984","17-29","Saarland","","","",""
"Keine Sorgen","1984","17-29","Berlin","10","","",""
"Keine Sorgen","1984","17-29","Brandenburg","","","",""
"Keine Sorgen","1984","17-29","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1984","17-29","Sachsen","","","",""
"Keine Sorgen","1984","17-29","Sachsen-Anhalt","","","",""
"Keine Sorgen","1984","17-29","Thüringen","","","",""
"Keine Sorgen","1984","30-45","Schleswig-Holstein","10","","",""
"Keine Sorgen","1984","30-45","Hamburg","10","","",""
"Keine Sorgen","1984","30-45","Niedersachsen","34","0.0544828452245851","0.0318406237164163","0.0771250667327539"
"Keine Sorgen","1984","30-45","Bremen","4","","",""
"Keine Sorgen","1984","30-45","Nordrhein-Westfalen","111","0.0673154610846488","0.0523160053887252","0.0823149167805723"
"Keine Sorgen","1984","30-45","Hessen","48","0.0700121221020549","0.0438346971368246","0.0961895470672852"
"Keine Sorgen","1984","30-45","Rheinland-Pfalz,Saarland","19","","",""
"Keine Sorgen","1984","30-45","Baden-Württemberg","113","0.0788382332701577","0.0593691466401887","0.0983073199001267"
"Keine Sorgen","1984","30-45","Bayern","56","0.0572248213949","0.0395044664736331","0.074945176316167"
"Keine Sorgen","1984","30-45","Saarland","","","",""
"Keine Sorgen","1984","30-45","Berlin","6","","",""
"Keine Sorgen","1984","30-45","Brandenburg","","","",""
"Keine Sorgen","1984","30-45","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1984","30-45","Sachsen","","","",""
"Keine Sorgen","1984","30-45","Sachsen-Anhalt","","","",""
"Keine Sorgen","1984","30-45","Thüringen","","","",""
"Keine Sorgen","1984","46-65","Schleswig-Holstein","4","","",""
"Keine Sorgen","1984","46-65","Hamburg","7","","",""
"Keine Sorgen","1984","46-65","Niedersachsen","29","","",""
"Keine Sorgen","1984","46-65","Bremen","7","","",""
"Keine Sorgen","1984","46-65","Nordrhein-Westfalen","70","0.0523993975441647","0.0378089068764004","0.0669898882119289"
"Keine Sorgen","1984","46-65","Hessen","53","0.0749457514367884","0.0489467247172959","0.100944778156281"
"Keine Sorgen","1984","46-65","Rheinland-Pfalz,Saarland","20","","",""
"Keine Sorgen","1984","46-65","Baden-Württemberg","93","0.0934820855889167","0.0709111244049879","0.116053046772845"
"Keine Sorgen","1984","46-65","Bayern","66","0.0909410605827553","0.0679154737143983","0.113966647451112"
"Keine Sorgen","1984","46-65","Saarland","","","",""
"Keine Sorgen","1984","46-65","Berlin","9","","",""
"Keine Sorgen","1984","46-65","Brandenburg","","","",""
"Keine Sorgen","1984","46-65","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1984","46-65","Sachsen","","","",""
"Keine Sorgen","1984","46-65","Sachsen-Anhalt","","","",""
"Keine Sorgen","1984","46-65","Thüringen","","","",""
"Keine Sorgen","1984","66","Schleswig-Holstein","","","",""
"Keine Sorgen","1984","66","Hamburg","","","",""
"Keine Sorgen","1984","66","Niedersachsen","","","",""
"Keine Sorgen","1984","66","Bremen","","","",""
"Keine Sorgen","1984","66","Nordrhein-Westfalen","","","",""
"Keine Sorgen","1984","66","Hessen","","","",""
"Keine Sorgen","1984","66","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1984","66","Baden-Württemberg","","","",""
"Keine Sorgen","1984","66","Bayern","","","",""
"Keine Sorgen","1984","66","Saarland","","","",""
"Keine Sorgen","1984","66","Berlin","","","",""
"Keine Sorgen","1984","66","Brandenburg","","","",""
"Keine Sorgen","1984","66","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1984","66","Sachsen","","","",""
"Keine Sorgen","1984","66","Sachsen-Anhalt","","","",""
"Keine Sorgen","1984","66","Thüringen","","","",""
"Grosse Sorgen","1985","17-29","Schleswig-Holstein","47","0.604024035614327","0.500055925156726","0.707992146071928"
"Grosse Sorgen","1985","17-29","Hamburg","43","0.714448005649236","0.600160072483544","0.828735938814929"
"Grosse Sorgen","1985","17-29","Niedersachsen","189","0.663686602276643","0.610046009485975","0.717327195067311"
"Grosse Sorgen","1985","17-29","Bremen","10","","",""
"Grosse Sorgen","1985","17-29","Nordrhein-Westfalen","445","0.577072226081849","0.543977453717035","0.610166998446663"
"Grosse Sorgen","1985","17-29","Hessen","165","0.584695672231092","0.531609396045962","0.637781948416222"
"Grosse Sorgen","1985","17-29","Rheinland-Pfalz,Saarland","115","0.490885932164312","0.427373688599679","0.554398175728944"
"Grosse Sorgen","1985","17-29","Baden-Württemberg","297","0.561942263282193","0.522374532203069","0.601509994361317"
"Grosse Sorgen","1985","17-29","Bayern","269","0.541550136465646","0.498516332694804","0.584583940236488"
"Grosse Sorgen","1985","17-29","Saarland","","","",""
"Grosse Sorgen","1985","17-29","Berlin","51","0.578886203226038","0.479601435754098","0.678170970697979"
"Grosse Sorgen","1985","17-29","Brandenburg","","","",""
"Grosse Sorgen","1985","17-29","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1985","17-29","Sachsen","","","",""
"Grosse Sorgen","1985","17-29","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1985","17-29","Thüringen","","","",""
"Grosse Sorgen","1985","30-45","Schleswig-Holstein","61","0.499531414932397","0.411879199366703","0.587183630498091"
"Grosse Sorgen","1985","30-45","Hamburg","51","0.567267323393918","0.469670827978107","0.66486381880973"
"Grosse Sorgen","1985","30-45","Niedersachsen","173","0.528670225121853","0.47629930053724","0.581041149706466"
"Grosse Sorgen","1985","30-45","Bremen","16","","",""
"Grosse Sorgen","1985","30-45","Nordrhein-Westfalen","458","0.505209316801406","0.473906639410923","0.53651199419189"
"Grosse Sorgen","1985","30-45","Hessen","142","0.46519925074233","0.411866503036594","0.518531998448066"
"Grosse Sorgen","1985","30-45","Rheinland-Pfalz,Saarland","68","0.412536882744447","0.337872831743922","0.487200933744973"
"Grosse Sorgen","1985","30-45","Baden-Württemberg","270","0.46575949420489","0.427113243338784","0.504405745070995"
"Grosse Sorgen","1985","30-45","Bayern","285","0.492917950224286","0.452914366319043","0.532921534129529"
"Grosse Sorgen","1985","30-45","Saarland","","","",""
"Grosse Sorgen","1985","30-45","Berlin","70","0.64453074983458","0.558167310894295","0.730894188774865"
"Grosse Sorgen","1985","30-45","Brandenburg","","","",""
"Grosse Sorgen","1985","30-45","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1985","30-45","Sachsen","","","",""
"Grosse Sorgen","1985","30-45","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1985","30-45","Thüringen","","","",""
"Grosse Sorgen","1985","46-65","Schleswig-Holstein","42","0.455810672173139","0.356183058173816","0.555438286172463"
"Grosse Sorgen","1985","46-65","Hamburg","34","0.464314209319273","0.350684137352677","0.577944281285869"
"Grosse Sorgen","1985","46-65","Niedersachsen","122","0.395324206795547","0.341922129534064","0.448726284057029"
"Grosse Sorgen","1985","46-65","Bremen","19","","",""
"Grosse Sorgen","1985","46-65","Nordrhein-Westfalen","368","0.452098821923078","0.418421704173195","0.485775939672962"
"Grosse Sorgen","1985","46-65","Hessen","133","0.422420888679303","0.37132578334915","0.473515994009455"
"Grosse Sorgen","1985","46-65","Rheinland-Pfalz,Saarland","111","0.453037234909607","0.392990145978211","0.513084323841003"
"Grosse Sorgen","1985","46-65","Baden-Württemberg","228","0.419453902791168","0.379803273635064","0.459104531947272"
"Grosse Sorgen","1985","46-65","Bayern","230","0.440040730079872","0.398480066858898","0.481601393300846"
"Grosse Sorgen","1985","46-65","Saarland","","","",""
"Grosse Sorgen","1985","46-65","Berlin","47","0.426683852591404","0.335085160941131","0.518282544241677"
"Grosse Sorgen","1985","46-65","Brandenburg","","","",""
"Grosse Sorgen","1985","46-65","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1985","46-65","Sachsen","","","",""
"Grosse Sorgen","1985","46-65","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1985","46-65","Thüringen","","","",""
"Grosse Sorgen","1985","66","Schleswig-Holstein","","","",""
"Grosse Sorgen","1985","66","Hamburg","","","",""
"Grosse Sorgen","1985","66","Niedersachsen","","","",""
"Grosse Sorgen","1985","66","Bremen","","","",""
"Grosse Sorgen","1985","66","Nordrhein-Westfalen","","","",""
"Grosse Sorgen","1985","66","Hessen","","","",""
"Grosse Sorgen","1985","66","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","1985","66","Baden-Württemberg","","","",""
"Grosse Sorgen","1985","66","Bayern","","","",""
"Grosse Sorgen","1985","66","Saarland","","","",""
"Grosse Sorgen","1985","66","Berlin","","","",""
"Grosse Sorgen","1985","66","Brandenburg","","","",""
"Grosse Sorgen","1985","66","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1985","66","Sachsen","","","",""
"Grosse Sorgen","1985","66","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1985","66","Thüringen","","","",""
"Einige Sorgen","1985","17-29","Schleswig-Holstein","36","0.368103575986162","0.265574605816037","0.470632546156288"
"Einige Sorgen","1985","17-29","Hamburg","14","","",""
"Einige Sorgen","1985","17-29","Niedersachsen","101","0.319691547257041","0.266742461073981","0.372640633440101"
"Einige Sorgen","1985","17-29","Bremen","10","","",""
"Einige Sorgen","1985","17-29","Nordrhein-Westfalen","333","0.364319317132645","0.332081040661017","0.396557593604274"
"Einige Sorgen","1985","17-29","Hessen","138","0.363116356710559","0.311309523273541","0.414923190147578"
"Einige Sorgen","1985","17-29","Rheinland-Pfalz,Saarland","111","0.462659566345061","0.399314157072581","0.526004975617541"
"Einige Sorgen","1985","17-29","Baden-Württemberg","237","0.362160850588379","0.323831103079045","0.400490598097713"
"Einige Sorgen","1985","17-29","Bayern","212","0.40549705465359","0.363092223936837","0.447901885370344"
"Einige Sorgen","1985","17-29","Saarland","","","",""
"Einige Sorgen","1985","17-29","Berlin","39","0.38172346116563","0.284033013805075","0.479413908526184"
"Einige Sorgen","1985","17-29","Brandenburg","","","",""
"Einige Sorgen","1985","17-29","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1985","17-29","Sachsen","","","",""
"Einige Sorgen","1985","17-29","Sachsen-Anhalt","","","",""
"Einige Sorgen","1985","17-29","Thüringen","","","",""
"Einige Sorgen","1985","30-45","Schleswig-Holstein","54","0.426380961742783","0.339684022485032","0.513077901000534"
"Einige Sorgen","1985","30-45","Hamburg","42","0.389943219117247","0.293866910307033","0.486019527927461"
"Einige Sorgen","1985","30-45","Niedersachsen","149","0.420016789760363","0.368235076689477","0.471798502831249"
"Einige Sorgen","1985","30-45","Bremen","12","","",""
"Einige Sorgen","1985","30-45","Nordrhein-Westfalen","435","0.434269296364477","0.40323660154565","0.465301991183303"
"Einige Sorgen","1985","30-45","Hessen","157","0.462644953111662","0.409331964004091","0.515957942219232"
"Einige Sorgen","1985","30-45","Rheinland-Pfalz,Saarland","87","0.531207187710736","0.455521754867646","0.606892620553825"
"Einige Sorgen","1985","30-45","Baden-Württemberg","277","0.455385368781213","0.416802697504594","0.493968040057832"
"Einige Sorgen","1985","30-45","Bayern","271","0.454720357729632","0.414877148990535","0.494563566468729"
"Einige Sorgen","1985","30-45","Saarland","","","",""
"Einige Sorgen","1985","30-45","Berlin","40","0.307731270201648","0.224453275415379","0.391009264987916"
"Einige Sorgen","1985","30-45","Brandenburg","","","",""
"Einige Sorgen","1985","30-45","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1985","30-45","Sachsen","","","",""
"Einige Sorgen","1985","30-45","Sachsen-Anhalt","","","",""
"Einige Sorgen","1985","30-45","Thüringen","","","",""
"Einige Sorgen","1985","46-65","Schleswig-Holstein","49","0.491747621260153","0.391742251868545","0.591752990651762"
"Einige Sorgen","1985","46-65","Hamburg","36","0.485876816486626","0.372001679127663","0.599751953845588"
"Einige Sorgen","1985","46-65","Niedersachsen","169","0.524005217966205","0.469455933661465","0.578554502270945"
"Einige Sorgen","1985","46-65","Bremen","12","","",""
"Einige Sorgen","1985","46-65","Nordrhein-Westfalen","404","0.492432053637903","0.458603193707031","0.526260913568774"
"Einige Sorgen","1985","46-65","Hessen","188","0.51569012469803","0.463994125197873","0.567386124198187"
"Einige Sorgen","1985","46-65","Rheinland-Pfalz,Saarland","125","0.467114738103602","0.406931608602198","0.527297867605006"
"Einige Sorgen","1985","46-65","Baden-Württemberg","285","0.494638244289877","0.454465209534109","0.534811279045645"
"Einige Sorgen","1985","46-65","Bayern","260","0.4657541540752","0.423989704962199","0.507518603188202"
"Einige Sorgen","1985","46-65","Saarland","","","",""
"Einige Sorgen","1985","46-65","Berlin","58","0.524716043491354","0.432229653371427","0.617202433611282"
"Einige Sorgen","1985","46-65","Brandenburg","","","",""
"Einige Sorgen","1985","46-65","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1985","46-65","Sachsen","","","",""
"Einige Sorgen","1985","46-65","Sachsen-Anhalt","","","",""
"Einige Sorgen","1985","46-65","Thüringen","","","",""
"Einige Sorgen","1985","66","Schleswig-Holstein","","","",""
"Einige Sorgen","1985","66","Hamburg","","","",""
"Einige Sorgen","1985","66","Niedersachsen","","","",""
"Einige Sorgen","1985","66","Bremen","","","",""
"Einige Sorgen","1985","66","Nordrhein-Westfalen","","","",""
"Einige Sorgen","1985","66","Hessen","","","",""
"Einige Sorgen","1985","66","Rheinland-Pfalz,Saarland","","","",""
"Einige Sorgen","1985","66","Baden-Württemberg","","","",""
"Einige Sorgen","1985","66","Bayern","","","",""
"Einige Sorgen","1985","66","Saarland","","","",""
"Einige Sorgen","1985","66","Berlin","","","",""
"Einige Sorgen","1985","66","Brandenburg","","","",""
"Einige Sorgen","1985","66","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1985","66","Sachsen","","","",""
"Einige Sorgen","1985","66","Sachsen-Anhalt","","","",""
"Einige Sorgen","1985","66","Thüringen","","","",""
"Keine Sorgen","1985","17-29","Schleswig-Holstein","2","","",""
"Keine Sorgen","1985","17-29","Hamburg","3","","",""
"Keine Sorgen","1985","17-29","Niedersachsen","8","","",""
"Keine Sorgen","1985","17-29","Bremen","1","","",""
"Keine Sorgen","1985","17-29","Nordrhein-Westfalen","78","0.0586084567855052","0.042873103498174","0.0743438100728362"
"Keine Sorgen","1985","17-29","Hessen","28","","",""
"Keine Sorgen","1985","17-29","Rheinland-Pfalz,Saarland","12","","",""
"Keine Sorgen","1985","17-29","Baden-Württemberg","70","0.0758968861294284","0.0547765017611751","0.0970172704976817"
"Keine Sorgen","1985","17-29","Bayern","34","0.0529528088807637","0.0336119931258447","0.0722936246356826"
"Keine Sorgen","1985","17-29","Saarland","","","",""
"Keine Sorgen","1985","17-29","Berlin","5","","",""
"Keine Sorgen","1985","17-29","Brandenburg","","","",""
"Keine Sorgen","1985","17-29","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1985","17-29","Sachsen","","","",""
"Keine Sorgen","1985","17-29","Sachsen-Anhalt","","","",""
"Keine Sorgen","1985","17-29","Thüringen","","","",""
"Keine Sorgen","1985","30-45","Schleswig-Holstein","10","","",""
"Keine Sorgen","1985","30-45","Hamburg","6","","",""
"Keine Sorgen","1985","30-45","Niedersachsen","27","","",""
"Keine Sorgen","1985","30-45","Bremen","","","",""
"Keine Sorgen","1985","30-45","Nordrhein-Westfalen","87","0.0605213868341171","0.0455923105290763","0.0754504631391578"
"Keine Sorgen","1985","30-45","Hessen","37","0.0721557961460086","0.0444894635657565","0.0998221287262607"
"Keine Sorgen","1985","30-45","Rheinland-Pfalz,Saarland","12","","",""
"Keine Sorgen","1985","30-45","Baden-Württemberg","93","0.0788551370138971","0.0579748210296251","0.0997354529981691"
"Keine Sorgen","1985","30-45","Bayern","44","0.052361692046082","0.034537879492308","0.0701855045998561"
"Keine Sorgen","1985","30-45","Saarland","","","",""
"Keine Sorgen","1985","30-45","Berlin","8","","",""
"Keine Sorgen","1985","30-45","Brandenburg","","","",""
"Keine Sorgen","1985","30-45","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1985","30-45","Sachsen","","","",""
"Keine Sorgen","1985","30-45","Sachsen-Anhalt","","","",""
"Keine Sorgen","1985","30-45","Thüringen","","","",""
"Keine Sorgen","1985","46-65","Schleswig-Holstein","5","","",""
"Keine Sorgen","1985","46-65","Hamburg","4","","",""
"Keine Sorgen","1985","46-65","Niedersachsen","31","0.0806705752382483","0.0509256204999445","0.110415529976552"
"Keine Sorgen","1985","46-65","Bremen","2","","",""
"Keine Sorgen","1985","46-65","Nordrhein-Westfalen","67","0.0554691244390193","0.0399809280969104","0.0709573207811281"
"Keine Sorgen","1985","46-65","Hessen","38","0.0618889866226674","0.0369640151565821","0.0868139580887526"
"Keine Sorgen","1985","46-65","Rheinland-Pfalz,Saarland","28","","",""
"Keine Sorgen","1985","46-65","Baden-Württemberg","82","0.0859078529189552","0.0633913453710637","0.108424360466847"
