"plh0036","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","1985","17-29","(noch) kein Abschluss","137","0.359786895971341","0.309069865171155","0.410503926771526"
"Einige Sorgen","1985","17-29","Hauptschule","631","0.455901881329948","0.429353744366586","0.482450018293311"
"Einige Sorgen","1985","17-29","Realschule","280","0.351624945377732","0.318244678417355","0.385005212338109"
"Einige Sorgen","1985","17-29","(Fach-)Abitur","122","0.248715331909244","0.208093733858674","0.289336929959815"
"Einige Sorgen","1985","17-29","AkademikerIn","34","0.263103208814926","0.183991454454612","0.34221496317524"
"Einige Sorgen","1985","30-45","(noch) kein Abschluss","164","0.484532765590634","0.431720964681117","0.537344566500151"
"Einige Sorgen","1985","30-45","Hauptschule","953","0.480470554592135","0.458623313824201","0.50231779536007"
"Einige Sorgen","1985","30-45","Realschule","211","0.418041007000336","0.374764375180277","0.461317638820396"
"Einige Sorgen","1985","30-45","(Fach-)Abitur","68","0.375036687150146","0.305832351296638","0.444241023003654"
"Einige Sorgen","1985","30-45","AkademikerIn","113","0.31815576776633","0.270043112389811","0.366268423142848"
"Einige Sorgen","1985","46-65","(noch) kein Abschluss","160","0.458916695559801","0.40678599893133","0.511047392188272"
"Einige Sorgen","1985","46-65","Hauptschule","1103","0.501149236938729","0.48018441261682","0.522114061260637"
"Einige Sorgen","1985","46-65","Realschule","163","0.461599087819462","0.409446015547568","0.513752160091357"
"Einige Sorgen","1985","46-65","(Fach-)Abitur","49","0.464897877388383","0.373340618098497","0.556455136678269"
"Einige Sorgen","1985","46-65","AkademikerIn","102","0.472927325433286","0.406035405846641","0.539819245019931"
"Einige Sorgen","1985","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","1985","66","Hauptschule","","","",""
"Einige Sorgen","1985","66","Realschule","","","",""
"Einige Sorgen","1985","66","(Fach-)Abitur","","","",""
"Einige Sorgen","1985","66","AkademikerIn","","","",""
"Keine Sorgen","1985","17-29","(noch) kein Abschluss","43","0.060334749801569","0.0351730943528929","0.0854964052502451"
"Keine Sorgen","1985","17-29","Hauptschule","141","0.0793801288374567","0.0649703997024531","0.0937898579724603"
"Keine Sorgen","1985","17-29","Realschule","28","","",""
"Keine Sorgen","1985","17-29","(Fach-)Abitur","13","","",""
"Keine Sorgen","1985","17-29","AkademikerIn","3","","",""
"Keine Sorgen","1985","30-45","(noch) kein Abschluss","84","0.250455993623724","0.204669946365697","0.296242040881751"
"Keine Sorgen","1985","30-45","Hauptschule","200","0.0747563827171124","0.0632560524948043","0.0862567129394204"
"Keine Sorgen","1985","30-45","Realschule","14","","",""
"Keine Sorgen","1985","30-45","(Fach-)Abitur","12","","",""
"Keine Sorgen","1985","30-45","AkademikerIn","6","","",""
"Keine Sorgen","1985","46-65","(noch) kein Abschluss","97","0.264341011999454","0.218207652722091","0.310474371276816"
"Keine Sorgen","1985","46-65","Hauptschule","187","0.0755361494533599","0.064456021942215","0.0866162769645048"
"Keine Sorgen","1985","46-65","Realschule","15","","",""
"Keine Sorgen","1985","46-65","(Fach-)Abitur","9","","",""
"Keine Sorgen","1985","46-65","AkademikerIn","8","","",""
"Keine Sorgen","1985","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","1985","66","Hauptschule","","","",""
"Keine Sorgen","1985","66","Realschule","","","",""
"Keine Sorgen","1985","66","(Fach-)Abitur","","","",""
"Keine Sorgen","1985","66","AkademikerIn","","","",""
"Grosse Sorgen","1986","17-29","(noch) kein Abschluss","143","0.497417783709828","0.444271506906555","0.5505640605131"
"Grosse Sorgen","1986","17-29","Hauptschule","544","0.45978154073097","0.432741750956089","0.486821330505851"
"Grosse Sorgen","1986","17-29","Realschule","431","0.567156400514195","0.532023150154882","0.602289650873509"
"Grosse Sorgen","1986","17-29","(Fach-)Abitur","281","0.650440712254235","0.606433475341852","0.694447949166618"
"Grosse Sorgen","1986","17-29","AkademikerIn","59","0.648246197615332","0.551713697633743","0.74477869759692"
"Grosse Sorgen","1986","30-45","(noch) kein Abschluss","76","0.247921218391517","0.199460852578794","0.296381584204239"
"Grosse Sorgen","1986","30-45","Hauptschule","690","0.400262167165391","0.377838769466867","0.422685564863916"
"Grosse Sorgen","1986","30-45","Realschule","255","0.518690359157127","0.474222769426318","0.563157948887936"
"Grosse Sorgen","1986","30-45","(Fach-)Abitur","106","0.555206446730713","0.486506475615068","0.623906417846357"
"Grosse Sorgen","1986","30-45","AkademikerIn","213","0.563585063309898","0.513322824381777","0.613847302238018"
"Grosse Sorgen","1986","46-65","(noch) kein Abschluss","90","0.238338964200754","0.193379933774084","0.283297994627424"
"Grosse Sorgen","1986","46-65","Hauptschule","818","0.390717016438105","0.369957554698936","0.411476478177274"
"Grosse Sorgen","1986","46-65","Realschule","147","0.4173876587061","0.365651400031648","0.469123917380553"
"Grosse Sorgen","1986","46-65","(Fach-)Abitur","50","0.438985549914779","0.345391476426404","0.532579623403154"
"Grosse Sorgen","1986","46-65","AkademikerIn","104","0.468002585297689","0.402658998645246","0.533346171950132"
"Grosse Sorgen","1986","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1986","66","Hauptschule","","","",""
"Grosse Sorgen","1986","66","Realschule","","","",""
"Grosse Sorgen","1986","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","1986","66","AkademikerIn","","","",""
"Einige Sorgen","1986","17-29","(noch) kein Abschluss","154","0.414124984814421","0.361767733587351","0.466482236041491"
"Einige Sorgen","1986","17-29","Hauptschule","628","0.469473474432635","0.442396388933047","0.496550559932223"
"Einige Sorgen","1986","17-29","Realschule","290","0.377335433956776","0.342964424866029","0.411706443047522"
"Einige Sorgen","1986","17-29","(Fach-)Abitur","148","0.31139989322875","0.268663034954649","0.35413675150285"
"Einige Sorgen","1986","17-29","AkademikerIn","33","0.328362667172222","0.233427205724279","0.423298128620164"
"Einige Sorgen","1986","30-45","(noch) kein Abschluss","162","0.520285292859308","0.464217886958666","0.57635269875995"
"Einige Sorgen","1986","30-45","Hauptschule","924","0.504242503132875","0.481360038723954","0.527124967541795"
"Einige Sorgen","1986","30-45","Realschule","210","0.437851502690094","0.393697897393913","0.482005107986276"
"Einige Sorgen","1986","30-45","(Fach-)Abitur","76","0.379337160824712","0.312257535393985","0.446416786255438"
"Einige Sorgen","1986","30-45","AkademikerIn","148","0.410220609238113","0.360370533347322","0.460070685128903"
"Einige Sorgen","1986","46-65","(noch) kein Abschluss","158","0.467304640331663","0.414657104711138","0.519952175952188"
"Einige Sorgen","1986","46-65","Hauptschule","1082","0.509148832924512","0.487878578169123","0.5304190876799"
"Einige Sorgen","1986","46-65","Realschule","180","0.520815877978687","0.468404123842887","0.573227632114488"
"Einige Sorgen","1986","46-65","(Fach-)Abitur","54","0.521073054922969","0.426858032208103","0.615288077637835"
"Einige Sorgen","1986","46-65","AkademikerIn","111","0.490141502529968","0.42467643026208","0.555606574797855"
"Einige Sorgen","1986","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","1986","66","Hauptschule","","","",""
"Einige Sorgen","1986","66","Realschule","","","",""
"Einige Sorgen","1986","66","(Fach-)Abitur","","","",""
"Einige Sorgen","1986","66","AkademikerIn","","","",""
"Keine Sorgen","1986","17-29","(noch) kein Abschluss","43","0.088457231475751","0.0582741324268964","0.118640330524606"
"Keine Sorgen","1986","17-29","Hauptschule","133","0.0707449848363955","0.0568339921936666","0.0846559774791244"
"Keine Sorgen","1986","17-29","Realschule","43","0.0555081655290291","0.0392721688842305","0.0717441621738277"
"Keine Sorgen","1986","17-29","(Fach-)Abitur","22","","",""
"Keine Sorgen","1986","17-29","AkademikerIn","2","","",""
"Keine Sorgen","1986","30-45","(noch) kein Abschluss","67","0.231793488749175","0.18443609654777","0.27915088095058"
"Keine Sorgen","1986","30-45","Hauptschule","220","0.0954953297017339","0.0820446293310032","0.108946030072465"
"Keine Sorgen","1986","30-45","Realschule","20","","",""
"Keine Sorgen","1986","30-45","(Fach-)Abitur","19","","",""
"Keine Sorgen","1986","30-45","AkademikerIn","13","","",""
"Keine Sorgen","1986","46-65","(noch) kein Abschluss","97","0.294356395467583","0.246264932756234","0.342447858178931"
"Keine Sorgen","1986","46-65","Hauptschule","222","0.100134150637383","0.0873622539873784","0.112906047287388"
"Keine Sorgen","1986","46-65","Realschule","22","","",""
"Keine Sorgen","1986","46-65","(Fach-)Abitur","4","","",""
"Keine Sorgen","1986","46-65","AkademikerIn","9","","",""
"Keine Sorgen","1986","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","1986","66","Hauptschule","","","",""
"Keine Sorgen","1986","66","Realschule","","","",""
"Keine Sorgen","1986","66","(Fach-)Abitur","","","",""
"Keine Sorgen","1986","66","AkademikerIn","","","",""
"Grosse Sorgen","1987","17-29","(noch) kein Abschluss","174","0.688226429762385","0.636991211757049","0.739461647767721"
"Grosse Sorgen","1987","17-29","Hauptschule","670","0.567190923180472","0.540340135207107","0.594041711153837"
"Grosse Sorgen","1987","17-29","Realschule","518","0.695560682644188","0.662779996967013","0.728341368321363"
"Grosse Sorgen","1987","17-29","(Fach-)Abitur","315","0.774737082310322","0.735159593858914","0.81431457076173"
"Grosse Sorgen","1987","17-29","AkademikerIn","68","0.795623032415017","0.712313156937989","0.878932907892045"
"Grosse Sorgen","1987","30-45","(noch) kein Abschluss","104","0.382763082071593","0.32766918855002","0.437856975593166"
"Grosse Sorgen","1987","30-45","Hauptschule","905","0.565274222433304","0.542022064803404","0.588526380063204"
"Grosse Sorgen","1987","30-45","Realschule","326","0.667329272456475","0.625610892728014","0.709047652184937"
"Grosse Sorgen","1987","30-45","(Fach-)Abitur","129","0.733453837507778","0.671553550157055","0.795354124858502"
"Grosse Sorgen","1987","30-45","AkademikerIn","270","0.74515231615465","0.700385081049445","0.789919551259856"
"Grosse Sorgen","1987","46-65","(noch) kein Abschluss","117","0.340368910985469","0.291078843232032","0.389658978738906"
"Grosse Sorgen","1987","46-65","Hauptschule","1110","0.541839167871037","0.520609928371712","0.563068407370363"
"Grosse Sorgen","1987","46-65","Realschule","206","0.592163009635732","0.539694698560862","0.644631320710602"
"Grosse Sorgen","1987","46-65","(Fach-)Abitur","63","0.621682371299574","0.528476346249963","0.714888396349184"
"Grosse Sorgen","1987","46-65","AkademikerIn","143","0.61257089165925","0.549611796967756","0.675529986350745"
"Grosse Sorgen","1987","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1987","66","Hauptschule","","","",""
"Grosse Sorgen","1987","66","Realschule","","","",""
"Grosse Sorgen","1987","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","1987","66","AkademikerIn","","","",""
"Einige Sorgen","1987","17-29","(noch) kein Abschluss","112","0.255680940129896","0.207429307308598","0.303932572951194"
"Einige Sorgen","1987","17-29","Hauptschule","520","0.375412856293742","0.349170954252669","0.401654758334815"
"Einige Sorgen","1987","17-29","Realschule","225","0.292265238051177","0.259866805693905","0.32466367040845"
"Einige Sorgen","1987","17-29","(Fach-)Abitur","98","0.206499707833532","0.168150228427681","0.244849187239382"
"Einige Sorgen","1987","17-29","AkademikerIn","20","","",""
"Einige Sorgen","1987","30-45","(noch) kein Abschluss","136","0.439283392125486","0.383028978924549","0.495537805326423"
"Einige Sorgen","1987","30-45","Hauptschule","723","0.393696372080905","0.370779688876898","0.416613055284911"
"Einige Sorgen","1987","30-45","Realschule","152","0.313430364639744","0.27235675407735","0.354503975202138"
"Einige Sorgen","1987","30-45","(Fach-)Abitur","53","0.233045772998055","0.173858900350125","0.292232645645986"
"Einige Sorgen","1987","30-45","AkademikerIn","89","0.247038823785747","0.202732440865643","0.291345206705851"
"Einige Sorgen","1987","46-65","(noch) kein Abschluss","169","0.493773505605386","0.441765494988289","0.545781516222484"
"Einige Sorgen","1987","46-65","Hauptschule","874","0.409727398179546","0.388773536390705","0.430681259968388"
"Einige Sorgen","1987","46-65","Realschule","121","0.378569130979672","0.32678434914075","0.430353912818593"
"Einige Sorgen","1987","46-65","(Fach-)Abitur","36","0.346267248475886","0.254827030846317","0.437707466105455"
"Einige Sorgen","1987","46-65","AkademikerIn","84","0.376989951271111","0.314357907164978","0.439621995377244"
"Einige Sorgen","1987","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","1987","66","Hauptschule","","","",""
"Einige Sorgen","1987","66","Realschule","","","",""
"Einige Sorgen","1987","66","(Fach-)Abitur","","","",""
"Einige Sorgen","1987","66","AkademikerIn","","","",""
"Keine Sorgen","1987","17-29","(noch) kein Abschluss","28","","",""
"Keine Sorgen","1987","17-29","Hauptschule","118","0.0573962205257861","0.0447909997904599","0.0700014412611124"
"Keine Sorgen","1987","17-29","Realschule","14","","",""
"Keine Sorgen","1987","17-29","(Fach-)Abitur","15","","",""
"Keine Sorgen","1987","17-29","AkademikerIn","2","","",""
"Keine Sorgen","1987","30-45","(noch) kein Abschluss","59","0.177953525802921","0.134601042373897","0.221306009231946"
"Keine Sorgen","1987","30-45","Hauptschule","118","0.041029405485791","0.0317252656586035","0.0503335453129784"
"Keine Sorgen","1987","30-45","Realschule","12","","",""
"Keine Sorgen","1987","30-45","(Fach-)Abitur","14","","",""
"Keine Sorgen","1987","30-45","AkademikerIn","5","","",""
"Keine Sorgen","1987","46-65","(noch) kein Abschluss","69","0.165857583409145","0.127165538420126","0.204549628398163"
"Keine Sorgen","1987","46-65","Hauptschule","132","0.0484334339494164","0.0392863539492875","0.0575805139495452"
"Keine Sorgen","1987","46-65","Realschule","10","","",""
"Keine Sorgen","1987","46-65","(Fach-)Abitur","5","","",""
"Keine Sorgen","1987","46-65","AkademikerIn","3","","",""
"Keine Sorgen","1987","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","1987","66","Hauptschule","","","",""
"Keine Sorgen","1987","66","Realschule","","","",""
"Keine Sorgen","1987","66","(Fach-)Abitur","","","",""
"Keine Sorgen","1987","66","AkademikerIn","","","",""
"Grosse Sorgen","1988","17-29","(noch) kein Abschluss","141","0.593233249360331","0.53517456245179","0.651291936268873"
"Grosse Sorgen","1988","17-29","Hauptschule","626","0.557206962218485","0.529856262432434","0.584557662004537"
"Grosse Sorgen","1988","17-29","Realschule","462","0.656612504650261","0.621976618384172","0.691248390916349"
"Grosse Sorgen","1988","17-29","(Fach-)Abitur","275","0.731848930044496","0.68827233166939","0.775425528419603"
"Grosse Sorgen","1988","17-29","AkademikerIn","48","0.654164762945737","0.547229857694889","0.761099668196585"
"Grosse Sorgen","1988","30-45","(noch) kein Abschluss","76","0.341136672169003","0.283620535186534","0.398652809151472"
"Grosse Sorgen","1988","30-45","Hauptschule","841","0.571365407881252","0.54727427828956","0.595456537472943"
"Grosse Sorgen","1988","30-45","Realschule","322","0.664749587270856","0.622473573267214","0.707025601274499"
"Grosse Sorgen","1988","30-45","(Fach-)Abitur","124","0.749328001466051","0.687539724916068","0.811116278016033"
"Grosse Sorgen","1988","30-45","AkademikerIn","238","0.69744157158876","0.648827771138485","0.746055372039035"
"Grosse Sorgen","1988","46-65","(noch) kein Abschluss","112","0.354834954049769","0.303826947257695","0.405842960841842"
"Grosse Sorgen","1988","46-65","Hauptschule","1057","0.531409349206575","0.509770940833556","0.553047757579594"
"Grosse Sorgen","1988","46-65","Realschule","198","0.600500210795714","0.54757470692134","0.653425714670089"
"Grosse Sorgen","1988","46-65","(Fach-)Abitur","63","0.613997657508247","0.519520605724819","0.708474709291675"
"Grosse Sorgen","1988","46-65","AkademikerIn","131","0.575221009053821","0.510775485578626","0.639666532529017"
"Grosse Sorgen","1988","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1988","66","Hauptschule","","","",""
"Grosse Sorgen","1988","66","Realschule","","","",""
"Grosse Sorgen","1988","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","1988","66","AkademikerIn","","","",""
"Einige Sorgen","1988","17-29","(noch) kein Abschluss","97","0.321547704841489","0.26634452319473","0.376750886488248"
"Einige Sorgen","1988","17-29","Hauptschule","530","0.383876366115425","0.357097671339622","0.410655060891228"
"Einige Sorgen","1988","17-29","Realschule","233","0.319320981158412","0.285314288075057","0.353327674241767"
"Einige Sorgen","1988","17-29","(Fach-)Abitur","110","0.253463607075469","0.210674213143969","0.29625300100697"
"Einige Sorgen","1988","17-29","AkademikerIn","26","","",""
"Einige Sorgen","1988","30-45","(noch) kein Abschluss","143","0.533380566502827","0.472856535850868","0.593904597154785"
"Einige Sorgen","1988","30-45","Hauptschule","671","0.38564221411445","0.361947059292122","0.409337368936779"
"Einige Sorgen","1988","30-45","Realschule","152","0.327504485180814","0.285476975542923","0.369531994818704"
"Einige Sorgen","1988","30-45","(Fach-)Abitur","58","0.240948412338401","0.179978598367086","0.301918226309716"
"Einige Sorgen","1988","30-45","AkademikerIn","98","0.277775354683746","0.230374732909018","0.325175976458474"
"Einige Sorgen","1988","46-65","(noch) kein Abschluss","164","0.500604340586312","0.447300386278281","0.553908294894343"
"Einige Sorgen","1988","46-65","Hauptschule","875","0.424392039771032","0.40296012773986","0.445823951802204"
"Einige Sorgen","1988","46-65","Realschule","121","0.369111974281022","0.316967853213431","0.421256095348614"
"Einige Sorgen","1988","46-65","(Fach-)Abitur","36","0.380693763760971","0.286463889183693","0.474923638338248"
"Einige Sorgen","1988","46-65","AkademikerIn","88","0.399349883223895","0.335496864293241","0.463202902154549"
"Einige Sorgen","1988","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","1988","66","Hauptschule","","","",""
"Einige Sorgen","1988","66","Realschule","","","",""
"Einige Sorgen","1988","66","(Fach-)Abitur","","","",""
"Einige Sorgen","1988","66","AkademikerIn","","","",""
"Keine Sorgen","1988","17-29","(noch) kein Abschluss","37","0.0852190457981796","0.0522194489160433","0.118218642680316"
"Keine Sorgen","1988","17-29","Hauptschule","111","0.0589166716660894","0.0459510625109409","0.0718822808212379"
"Keine Sorgen","1988","17-29","Realschule","27","","",""
"Keine Sorgen","1988","17-29","(Fach-)Abitur","12","","",""
"Keine Sorgen","1988","17-29","AkademikerIn","2","","",""
"Keine Sorgen","1988","30-45","(noch) kein Abschluss","42","0.12548276132817","0.0852940520594689","0.165671470596872"
"Keine Sorgen","1988","30-45","Hauptschule","109","0.042992378004298","0.033117993925748","0.0528667620828479"
"Keine Sorgen","1988","30-45","Realschule","5","","",""
"Keine Sorgen","1988","30-45","(Fach-)Abitur","7","","",""
"Keine Sorgen","1988","30-45","AkademikerIn","7","","",""
"Keine Sorgen","1988","46-65","(noch) kein Abschluss","62","0.14456070536392","0.107071220918322","0.182050189809517"
"Keine Sorgen","1988","46-65","Hauptschule","111","0.0441986110223931","0.0352860596305907","0.0531111624141955"
"Keine Sorgen","1988","46-65","Realschule","10","","",""
"Keine Sorgen","1988","46-65","(Fach-)Abitur","3","","",""
"Keine Sorgen","1988","46-65","AkademikerIn","7","","",""
"Keine Sorgen","1988","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","1988","66","Hauptschule","","","",""
"Keine Sorgen","1988","66","Realschule","","","",""
"Keine Sorgen","1988","66","(Fach-)Abitur","","","",""
"Keine Sorgen","1988","66","AkademikerIn","","","",""
"Grosse Sorgen","1989","17-29","(noch) kein Abschluss","164","0.701976726515335","0.649151873862556","0.754801579168114"
"Grosse Sorgen","1989","17-29","Hauptschule","650","0.59005080640359","0.562407433909787","0.617694178897394"
"Grosse Sorgen","1989","17-29","Realschule","512","0.741701894104735","0.70932353468108","0.774080253528389"
"Grosse Sorgen","1989","17-29","(Fach-)Abitur","306","0.800942043379526","0.762479478929845","0.839404607829207"
"Grosse Sorgen","1989","17-29","AkademikerIn","63","0.847546326816059","0.767257816920508","0.92783483671161"
"Grosse Sorgen","1989","30-45","(noch) kein Abschluss","95","0.434765096690686","0.371785273944571","0.497744919436801"
"Grosse Sorgen","1989","30-45","Hauptschule","942","0.66230988384717","0.638826852535418","0.685792915158923"
"Grosse Sorgen","1989","30-45","Realschule","316","0.6836981202773","0.6413852798544","0.726010960700201"
"Grosse Sorgen","1989","30-45","(Fach-)Abitur","123","0.717634929137002","0.653458660935747","0.781811197338256"
"Grosse Sorgen","1989","30-45","AkademikerIn","257","0.772791301174667","0.728053284164335","0.817529318184998"
"Grosse Sorgen","1989","46-65","(noch) kein Abschluss","103","0.336697377633004","0.285632080163429","0.387762675102578"
"Grosse Sorgen","1989","46-65","Hauptschule","1113","0.597537500862772","0.575726842694014","0.61934815903153"
"Grosse Sorgen","1989","46-65","Realschule","212","0.667088272768584","0.615535530152818","0.71864101538435"
"Grosse Sorgen","1989","46-65","(Fach-)Abitur","64","0.736123589643003","0.647960231137523","0.824286948148483"
