year,age_gr,migback,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,17-29 y.,Indirect migration background,No,0.51822,46,122,0.42919,0.60726
1986,30-45 y.,No migration background,Yes,0.04819,104,2150,0.03913,0.05724
1986,30-45 y.,No migration background,No,0.95181,2046,2150,0.94276,0.96087
1986,30-45 y.,Direct migration background,No,0.96162,1081,1081,0.95017,0.97308
1986,46-65 y.,No migration background,No,0.99298,2326,2326,0.98958,0.99637
1986,66 and older,No migration background,No,0.99687,976,976,0.99336,1.00038
1987,17-29 y.,No migration background,Yes,0.39121,878,2071,0.37019,0.41224
1987,17-29 y.,No migration background,No,0.60755,1193,2071,0.58652,0.62859
1987,17-29 y.,Direct migration background,Yes,0.29977,231,795,0.26790,0.33164
1987,17-29 y.,Direct migration background,No,0.69807,564,795,0.66613,0.73000
1987,17-29 y.,Indirect migration background,Yes,0.41368,79,141,0.33210,0.49527
1987,17-29 y.,Indirect migration background,No,0.58632,62,141,0.50473,0.66790
1987,30-45 y.,No migration background,Yes,0.04917,98,2098,0.03992,0.05843
1987,30-45 y.,No migration background,No,0.95083,2000,2098,0.94157,0.96008
1987,30-45 y.,Direct migration background,No,0.95820,1031,1031,0.94598,0.97042
1987,46-65 y.,No migration background,No,0.98912,2264,2264,0.98484,0.99339
1987,66 and older,No migration background,No,0.99745,1008,1008,0.99433,1.00056
1988,17-29 y.,No migration background,Yes,0.39908,815,1914,0.37714,0.42103
1988,17-29 y.,No migration background,No,0.60010,1099,1914,0.57815,0.62206
1988,17-29 y.,Direct migration background,Yes,0.27115,192,768,0.23968,0.30261
1988,17-29 y.,Direct migration background,No,0.72817,576,768,0.69669,0.75966
1988,17-29 y.,Indirect migration background,Yes,0.46809,104,189,0.39677,0.53942
1988,17-29 y.,Indirect migration background,No,0.53191,85,189,0.46058,0.60323
1988,30-45 y.,No migration background,Yes,0.04480,86,2001,0.03573,0.05386
1988,30-45 y.,No migration background,No,0.95520,1915,2001,0.94614,0.96427
1988,30-45 y.,Direct migration background,No,0.96699,914,914,0.95540,0.97858
1988,46-65 y.,No migration background,No,0.99085,2177,2177,0.98685,0.99485
1989,17-29 y.,No migration background,Yes,0.40403,750,1864,0.38174,0.42631
1989,17-29 y.,No migration background,No,0.59494,1114,1864,0.57264,0.61723
1989,17-29 y.,Direct migration background,Yes,0.23664,154,739,0.20598,0.26730
1989,17-29 y.,Direct migration background,No,0.76336,585,739,0.73270,0.79402
1989,17-29 y.,Indirect migration background,Yes,0.59467,128,223,0.53009,0.65926
1989,17-29 y.,Indirect migration background,No,0.40153,95,223,0.33704,0.46601
1989,30-45 y.,No migration background,Yes,0.04822,89,1947,0.03870,0.05774
1989,30-45 y.,No migration background,No,0.95178,1858,1947,0.94226,0.96130
1989,30-45 y.,Direct migration background,No,0.96252,862,862,0.94983,0.97521
1989,46-65 y.,No migration background,No,0.99293,2052,2052,0.98931,0.99656
1989,46-65 y.,Direct migration background,No,0.99910,903,903,0.99715,1.00106
1989,66 and older,No migration background,No,0.99739,937,937,0.99412,1.00066
1990,17-29 y.,No migration background,Yes,0.36456,998,2890,0.34701,0.38212
1990,17-29 y.,No migration background,No,0.63413,1892,2890,0.61656,0.65169
1990,17-29 y.,Direct migration background,Yes,0.25043,149,703,0.21838,0.28248
1990,17-29 y.,Direct migration background,No,0.74680,554,703,0.71463,0.77897
1990,17-29 y.,Indirect migration background,Yes,0.53563,142,261,0.47501,0.59626
1990,17-29 y.,Indirect migration background,No,0.46300,119,261,0.40239,0.52361
1990,30-45 y.,No migration background,Yes,0.05297,190,3411,0.04545,0.06048
1990,30-45 y.,No migration background,No,0.94703,3221,3411,0.93952,0.95455
1990,30-45 y.,Direct migration background,No,0.97674,860,860,0.96667,0.98682
1990,46-65 y.,No migration background,Yes,0.01586,55,3260,0.01157,0.02015
1990,46-65 y.,No migration background,No,0.98403,3205,3260,0.97973,0.98833
1990,46-65 y.,Direct migration background,No,0.98362,981,981,0.97567,0.99157
1990,66 and older,No migration background,No,0.99943,1353,1353,0.99816,1.00070
1991,17-29 y.,No migration background,Yes,0.36291,952,2715,0.34482,0.38100
1991,17-29 y.,No migration background,No,0.63652,1763,2715,0.61842,0.65461
1991,17-29 y.,Direct migration background,Yes,0.27772,143,666,0.24368,0.31176
1991,17-29 y.,Direct migration background,No,0.72228,523,666,0.68824,0.75632
1991,17-29 y.,Indirect migration background,Yes,0.58367,184,314,0.52906,0.63828
1991,17-29 y.,Indirect migration background,No,0.41633,130,314,0.36172,0.47094
1991,30-45 y.,No migration background,Yes,0.07111,255,3456,0.06254,0.07968
1991,30-45 y.,No migration background,No,0.92862,3201,3456,0.92004,0.93721
1991,30-45 y.,Direct migration background,No,0.96387,815,815,0.95106,0.97669
1991,46-65 y.,No migration background,Yes,0.01447,60,3122,0.01028,0.01866
1991,46-65 y.,No migration background,No,0.98553,3062,3122,0.98134,0.98972
1991,46-65 y.,Direct migration background,No,0.99323,995,995,0.98813,0.99833
1991,66 and older,No migration background,No,0.99881,1318,1318,0.99695,1.00067
1992,17-29 y.,No migration background,Yes,0.37439,950,2574,0.35569,0.39309
1992,17-29 y.,No migration background,No,0.62509,1624,2574,0.60638,0.64379
1992,17-29 y.,Direct migration background,Yes,0.27786,127,629,0.24283,0.31290
1992,17-29 y.,Direct migration background,No,0.72214,502,629,0.68710,0.75717
1992,17-29 y.,Indirect migration background,Yes,0.61048,216,370,0.56072,0.66023
1992,17-29 y.,Indirect migration background,No,0.38952,154,370,0.33977,0.43928
1992,30-45 y.,No migration background,Yes,0.06785,261,3444,0.05945,0.07625
1992,30-45 y.,No migration background,No,0.93215,3183,3444,0.92375,0.94055
1992,30-45 y.,Direct migration background,No,0.95930,770,770,0.94533,0.97326
1992,46-65 y.,No migration background,Yes,0.01605,64,3027,0.01157,0.02052
1992,46-65 y.,No migration background,No,0.98313,2963,3027,0.97854,0.98772
1992,46-65 y.,Direct migration background,No,0.98898,986,986,0.98246,0.99550
1992,66 and older,No migration background,No,0.99957,1310,1310,0.99845,1.00069
1993,17-29 y.,No migration background,Yes,0.38945,931,2478,0.37025,0.40866
1993,17-29 y.,No migration background,No,0.61033,1547,2478,0.59113,0.62954
1993,17-29 y.,Direct migration background,Yes,0.22645,102,583,0.19245,0.26046
1993,17-29 y.,Direct migration background,No,0.77355,481,583,0.73954,0.80755
1993,17-29 y.,Indirect migration background,Yes,0.64287,241,421,0.59704,0.68869
1993,17-29 y.,Indirect migration background,No,0.35489,180,421,0.30912,0.40065
1993,30-45 y.,No migration background,Yes,0.06095,241,3410,0.05292,0.06898
1993,30-45 y.,No migration background,No,0.93905,3169,3410,0.93102,0.94708
1993,30-45 y.,Direct migration background,No,0.97257,737,737,0.96077,0.98437
1993,30-45 y.,Indirect migration background,No,0.86959,31,31,0.74908,0.99009
1993,46-65 y.,No migration background,Yes,0.01204,47,2954,0.00810,0.01597
1993,46-65 y.,No migration background,No,0.98796,2907,2954,0.98403,0.99190
1993,46-65 y.,Direct migration background,No,0.99726,985,985,0.99399,1.00053
1994,17-29 y.,No migration background,Yes,0.36444,858,2384,0.34512,0.38376
1994,17-29 y.,No migration background,No,0.63556,1526,2384,0.61624,0.65488
1994,17-29 y.,Direct migration background,Yes,0.20919,88,522,0.17427,0.24412
1994,17-29 y.,Direct migration background,No,0.79081,434,522,0.75588,0.82573
1994,17-29 y.,Indirect migration background,Yes,0.58568,229,438,0.53949,0.63186
1994,17-29 y.,Indirect migration background,No,0.41326,209,438,0.36709,0.45943
1994,30-45 y.,No migration background,Yes,0.06243,217,3394,0.05429,0.07057
1994,30-45 y.,No migration background,No,0.93757,3177,3394,0.92943,0.94571
1994,30-45 y.,Direct migration background,No,0.96809,697,697,0.95503,0.98114
1994,30-45 y.,Indirect migration background,No,0.92748,40,40,0.84608,1.00888
1994,46-65 y.,No migration background,Yes,0.01567,51,2928,0.01117,0.02017
1994,46-65 y.,No migration background,No,0.98433,2877,2928,0.97983,0.98883
1994,46-65 y.,Direct migration background,No,0.99360,949,949,0.98853,0.99868
1994,66 and older,No migration background,No,0.99752,1317,1317,0.99483,1.00021
1995,17-29 y.,No migration background,Yes,0.40676,923,2309,0.38672,0.42680
1995,17-29 y.,No migration background,No,0.59255,1386,2309,0.57250,0.61260
1995,17-29 y.,Direct migration background,Yes,0.32243,149,604,0.28512,0.35974
1995,17-29 y.,Direct migration background,No,0.67757,455,604,0.64026,0.71488
1995,17-29 y.,Indirect migration background,Yes,0.56477,225,442,0.51850,0.61104
1995,17-29 y.,Indirect migration background,No,0.43279,217,442,0.38655,0.47903
1995,30-45 y.,No migration background,Yes,0.05525,204,3469,0.04764,0.06285
1995,30-45 y.,No migration background,No,0.94458,3265,3469,0.93696,0.95219
1995,30-45 y.,Direct migration background,Yes,0.05538,35,923,0.04061,0.07014
1995,30-45 y.,Direct migration background,No,0.94462,888,923,0.92986,0.95939
1995,30-45 y.,Indirect migration background,No,0.91814,45,45,0.83714,0.99915
1995,46-65 y.,No migration background,Yes,0.01504,55,2915,0.01062,0.01945
1995,46-65 y.,No migration background,No,0.98496,2860,2915,0.98055,0.98938
1995,46-65 y.,Direct migration background,No,0.98729,1035,1035,0.98046,0.99412
1995,66 and older,No migration background,No,0.99833,1304,1304,0.99610,1.00055
1996,17-29 y.,No migration background,Yes,0.40292,860,2164,0.38225,0.42359
1996,17-29 y.,No migration background,No,0.59678,1304,2164,0.57610,0.61745
1996,17-29 y.,Direct migration background,Yes,0.30304,124,535,0.26406,0.34202
1996,17-29 y.,Direct migration background,No,0.69696,411,535,0.65798,0.73594
1996,17-29 y.,Indirect migration background,Yes,0.49404,211,463,0.44845,0.53963
1996,17-29 y.,Indirect migration background,No,0.50596,252,463,0.46037,0.55155
1996,30-45 y.,No migration background,Yes,0.05737,207,3518,0.04968,0.06505
1996,30-45 y.,No migration background,No,0.94263,3311,3518,0.93495,0.95032
1996,30-45 y.,Direct migration background,Yes,0.05115,36,854,0.03636,0.06593
1996,30-45 y.,Direct migration background,No,0.94885,818,854,0.93407,0.96364
1996,30-45 y.,Indirect migration background,No,0.92501,61,61,0.85837,0.99165
1996,46-65 y.,No migration background,Yes,0.01437,54,2908,0.01005,0.01870
1996,46-65 y.,No migration background,No,0.98525,2854,2908,0.98087,0.98963
1996,46-65 y.,Direct migration background,No,0.99069,975,975,0.98466,0.99672
1996,66 and older,No migration background,No,0.99340,1310,1310,0.98901,0.99778
1997,17-29 y.,No migration background,Yes,0.42771,867,2075,0.40642,0.44900
1997,17-29 y.,No migration background,No,0.57183,1208,2075,0.55054,0.59313
1997,17-29 y.,Direct migration background,Yes,0.26450,108,477,0.22488,0.30413
1997,17-29 y.,Direct migration background,No,0.73022,369,477,0.69034,0.77009
1997,17-29 y.,Indirect migration background,Yes,0.51995,227,476,0.47503,0.56488
1997,17-29 y.,Indirect migration background,No,0.48005,249,476,0.43512,0.52497
1997,30-45 y.,No migration background,Yes,0.06506,220,3475,0.05686,0.07326
1997,30-45 y.,No migration background,No,0.93494,3255,3475,0.92674,0.94314
1997,30-45 y.,Direct migration background,Yes,0.05647,35,822,0.04068,0.07226
1997,30-45 y.,Direct migration background,No,0.94353,787,822,0.92774,0.95932
1997,30-45 y.,Indirect migration background,No,0.97018,63,63,0.92785,1.01252
1997,46-65 y.,No migration background,Yes,0.01262,39,2897,0.00855,0.01668
1997,46-65 y.,No migration background,No,0.98728,2858,2897,0.98320,0.99136
1997,46-65 y.,Direct migration background,No,0.99550,934,934,0.99121,0.99980
1998,17-29 y.,No migration background,Yes,0.43550,956,2243,0.41498,0.45603
1998,17-29 y.,No migration background,No,0.56346,1287,2243,0.54293,0.58399
1998,17-29 y.,Direct migration background,Yes,0.30601,110,435,0.26266,0.34937
1998,17-29 y.,Direct migration background,No,0.69399,325,435,0.65063,0.73734
1998,17-29 y.,Indirect migration background,Yes,0.51216,234,485,0.46763,0.55669
1998,17-29 y.,Indirect migration background,No,0.48784,251,485,0.44331,0.53237
1998,30-45 y.,No migration background,Yes,0.05523,199,3953,0.04811,0.06235
1998,30-45 y.,No migration background,No,0.94477,3754,3953,0.93765,0.95189
1998,30-45 y.,Direct migration background,No,0.95539,760,760,0.94070,0.97008
1998,30-45 y.,Indirect migration background,No,0.92832,80,80,0.87143,0.98520
1998,46-65 y.,No migration background,No,0.99308,3416,3416,0.99030,0.99586
1998,46-65 y.,Direct migration background,No,0.98517,921,921,0.97736,0.99298
1998,66 and older,No migration background,No,0.99930,1601,1601,0.99801,1.00060
1999,17-29 y.,No migration background,Yes,0.45443,934,2124,0.43325,0.47561
1999,17-29 y.,No migration background,No,0.54557,1190,2124,0.52439,0.56675
1999,17-29 y.,Direct migration background,Yes,0.24938,88,368,0.20512,0.29365
1999,17-29 y.,Direct migration background,No,0.75062,280,368,0.70635,0.79488
1999,17-29 y.,Indirect migration background,Yes,0.54276,236,481,0.49820,0.58733
1999,17-29 y.,Indirect migration background,No,0.45724,245,481,0.41267,0.50180
1999,30-45 y.,No migration background,Yes,0.06119,229,3874,0.05364,0.06874
1999,30-45 y.,No migration background,No,0.93881,3645,3874,0.93126,0.94636
1999,30-45 y.,Direct migration background,No,0.97713,724,724,0.96623,0.98802
1999,30-45 y.,Indirect migration background,No,0.90944,92,92,0.85048,0.96841
1999,46-65 y.,No migration background,Yes,0.00988,38,3323,0.00651,0.01324
1999,46-65 y.,No migration background,No,0.99012,3285,3323,0.98676,0.99349
1999,46-65 y.,Direct migration background,No,0.98478,839,839,0.97649,0.99307
1999,66 and older,No migration background,No,0.99827,1542,1542,0.99619,1.00034
1999,66 and older,Direct migration background,No,0.99621,247,247,0.98853,1.00389
2000,17-29 y.,No migration background,Yes,0.45283,1615,3374,0.43603,0.46963
2000,17-29 y.,No migration background,No,0.54488,1759,3374,0.52808,0.56169
2000,17-29 y.,Direct migration background,Yes,0.31318,189,591,0.27576,0.35061
2000,17-29 y.,Direct migration background,No,0.68682,402,591,0.64939,0.72424
2000,17-29 y.,Indirect migration background,Yes,0.46131,288,612,0.42178,0.50084
2000,17-29 y.,Indirect migration background,No,0.53869,324,612,0.49916,0.57822
2000,30-45 y.,No migration background,Yes,0.05172,343,6830,0.04647,0.05698
2000,30-45 y.,No migration background,No,0.94828,6487,6830,0.94302,0.95353
2000,30-45 y.,Direct migration background,Yes,0.02994,38,1177,0.02020,0.03968
2000,30-45 y.,Direct migration background,No,0.97006,1139,1177,0.96032,0.97980
2000,30-45 y.,Indirect migration background,No,0.98442,155,155,0.96486,1.00398
2000,46-65 y.,No migration background,Yes,0.01329,95,6556,0.01052,0.01606
2000,46-65 y.,No migration background,No,0.98671,6461,6556,0.98394,0.98948
2000,46-65 y.,Direct migration background,No,0.99358,1176,1176,0.98901,0.99815
2000,66 and older,No migration background,No,0.99812,3219,3219,0.99663,0.99962
2000,66 and older,Direct migration background,No,0.99784,354,354,0.99299,1.00268
2001,17-29 y.,No migration background,Yes,0.48154,1546,3055,0.46382,0.49926
2001,17-29 y.,No migration background,No,0.51846,1509,3055,0.50074,0.53618
2001,17-29 y.,Direct migration background,Yes,0.37033,180,497,0.32783,0.41283
2001,17-29 y.,Direct migration background,No,0.62967,317,497,0.58717,0.67217
2001,17-29 y.,Indirect migration background,Yes,0.49458,268,547,0.45264,0.53652
2001,17-29 y.,Indirect migration background,No,0.50542,279,547,0.46348,0.54736
2001,30-45 y.,No migration background,Yes,0.04920,288,6120,0.04378,0.05462
2001,30-45 y.,No migration background,No,0.95080,5832,6120,0.94538,0.95622
2001,30-45 y.,Direct migration background,Yes,0.05727,45,1040,0.04314,0.07140
2001,30-45 y.,Direct migration background,No,0.94273,995,1040,0.92860,0.95686
2001,30-45 y.,Indirect migration background,No,0.96884,162,162,0.94200,0.99568
2001,46-65 y.,No migration background,Yes,0.01558,91,6019,0.01245,0.01871
2001,46-65 y.,No migration background,No,0.98442,5928,6019,0.98129,0.98755
2001,46-65 y.,Direct migration background,No,0.98623,1034,1034,0.97912,0.99334
2001,66 and older,No migration background,No,0.99806,3039,3039,0.99649,0.99962
2002,17-29 y.,No migration background,Yes,0.50318,1748,3177,0.48579,0.52056
2002,17-29 y.,No migration background,No,0.49665,1429,3177,0.47926,0.51404
2002,17-29 y.,Direct migration background,Yes,0.41809,175,441,0.37200,0.46418
2002,17-29 y.,Direct migration background,No,0.58191,266,441,0.53582,0.62800
2002,17-29 y.,Indirect migration background,Yes,0.53278,259,523,0.48997,0.57558
2002,17-29 y.,Indirect migration background,No,0.46722,264,523,0.42442,0.51003
2002,30-45 y.,No migration background,Yes,0.05212,300,6282,0.04663,0.05762
2002,30-45 y.,No migration background,No,0.94788,5982,6282,0.94238,0.95337
2002,30-45 y.,Direct migration background,Yes,0.04930,35,970,0.03567,0.06293
2002,30-45 y.,Direct migration background,No,0.95070,935,970,0.93707,0.96433
2002,30-45 y.,Indirect migration background,No,0.94372,175,175,0.90947,0.97796
2002,46-65 y.,No migration background,Yes,0.01061,91,6774,0.00817,0.01305
2002,46-65 y.,No migration background,No,0.98939,6683,6774,0.98695,0.99183
2002,46-65 y.,Direct migration background,No,0.99449,1034,1034,0.98998,0.99901
2002,66 and older,No migration background,No,0.99875,3225,3225,0.99754,0.99997
2003,17-29 y.,No migration background,Yes,0.48618,1695,3123,0.46865,0.50372
2003,17-29 y.,No migration background,No,0.51382,1428,3123,0.49628,0.53135
2003,17-29 y.,Direct migration background,Yes,0.44533,164,380,0.39529,0.49537
2003,17-29 y.,Direct migration background,No,0.55467,216,380,0.50463,0.60471
2003,17-29 y.,Indirect migration background,Yes,0.48514,248,504,0.44146,0.52882
2003,17-29 y.,Indirect migration background,No,0.51486,256,504,0.47118,0.55854
2003,30-45 y.,No migration background,Yes,0.05226,278,5829,0.04655,0.05798
2003,30-45 y.,No migration background,No,0.94774,5551,5829,0.94202,0.95345
2003,30-45 y.,Direct migration background,No,0.96354,865,865,0.95104,0.97604
2003,30-45 y.,Indirect migration background,No,0.94639,202,202,0.91525,0.97753
2003,46-65 y.,No migration background,Yes,0.00984,68,6539,0.00745,0.01224
2003,46-65 y.,No migration background,No,0.99013,6471,6539,0.98773,0.99253
2003,46-65 y.,Direct migration background,No,0.98752,977,977,0.98056,0.99449
2003,66 and older,No migration background,No,0.99804,3275,3275,0.99652,0.99955
2003,66 and older,Direct migration background,No,0.99773,356,356,0.99278,1.00268
2004,17-29 y.,No migration background,Yes,0.49995,1718,3071,0.48226,0.51763
2004,17-29 y.,No migration background,No,0.50005,1353,3071,0.48237,0.51774
2004,17-29 y.,Direct migration background,Yes,0.42733,154,372,0.37699,0.47766
2004,17-29 y.,Direct migration background,No,0.56139,218,372,0.51090,0.61188
2004,17-29 y.,Indirect migration background,Yes,0.55759,277,515,0.51465,0.60052
2004,17-29 y.,Indirect migration background,No,0.44241,238,515,0.39948,0.48535
2004,30-45 y.,No migration background,Yes,0.04736,246,5459,0.04172,0.05299
2004,30-45 y.,No migration background,No,0.95264,5213,5459,0.94701,0.95828
2004,30-45 y.,Direct migration background,No,0.96562,823,823,0.95317,0.97808
2004,30-45 y.,Indirect migration background,No,0.95600,209,209,0.92812,0.98387
2004,46-65 y.,No migration background,Yes,0.00863,61,6364,0.00636,0.01090
2004,46-65 y.,No migration background,No,0.99137,6303,6364,0.98910,0.99364
2004,46-65 y.,Direct migration background,No,0.99737,949,949,0.99411,1.00063
2004,66 and older,No migration background,No,0.99707,3375,3375,0.99525,0.99889
2004,66 and older,Direct migration background,No,0.99798,361,361,0.99334,1.00262
2005,17-29 y.,No migration background,Yes,0.50711,1671,2993,0.48920,0.52503
2005,17-29 y.,No migration background,No,0.49289,1322,2993,0.47497,0.51080
2005,17-29 y.,Direct migration background,Yes,0.43300,139,315,0.37819,0.48780
2005,17-29 y.,Direct migration background,No,0.56361,176,315,0.50876,0.61847
2005,17-29 y.,Indirect migration background,Yes,0.50627,274,520,0.46326,0.54928
2005,17-29 y.,Indirect migration background,No,0.49373,246,520,0.45072,0.53674
2005,30-45 y.,No migration background,Yes,0.04527,195,5049,0.03954,0.05101
2005,30-45 y.,No migration background,No,0.95473,4854,5049,0.94899,0.96046
2005,30-45 y.,Direct migration background,No,0.96954,775,775,0.95744,0.98165
2005,30-45 y.,Indirect migration background,No,0.95546,229,229,0.92868,0.98223
2005,46-65 y.,No migration background,Yes,0.01217,71,6077,0.00942,0.01493
2005,46-65 y.,No migration background,No,0.98779,6006,6077,0.98502,0.99055
2005,46-65 y.,Direct migration background,No,0.99402,885,885,0.98894,0.99910
2005,66 and older,No migration background,No,0.99799,3380,3380,0.99649,0.99950
2006,17-29 y.,No migration background,Yes,0.42171,1442,2886,0.40369,0.43973
2006,17-29 y.,No migration background,No,0.51340,1444,2886,0.49516,0.53164
2006,17-29 y.,Direct migration background,Yes,0.39068,128,322,0.33730,0.44405
2006,17-29 y.,Direct migration background,No,0.58409,194,322,0.53017,0.63801
2006,17-29 y.,Indirect migration background,Yes,0.44093,232,472,0.39609,0.48577
2006,17-29 y.,Indirect migration background,No,0.49422,240,472,0.44907,0.53938
2006,30-45 y.,No migration background,Yes,0.03490,170,5219,0.02992,0.03988
2006,30-45 y.,No migration background,No,0.96510,5049,5219,0.96012,0.97008
2006,30-45 y.,Direct migration background,No,0.97322,763,763,0.96176,0.98469
2006,30-45 y.,Indirect migration background,No,0.91402,259,259,0.87981,0.94823
2006,46-65 y.,No migration background,Yes,0.00670,47,6645,0.00474,0.00866
2006,46-65 y.,No migration background,No,0.99330,6598,6645,0.99134,0.99526
2006,46-65 y.,Direct migration background,No,0.99147,877,877,0.98538,0.99756
2006,66 and older,No migration background,No,0.99874,4023,4023,0.99765,0.99984
2007,17-29 y.,No migration background,Yes,0.41824,1390,2686,0.39958,0.43689
2007,17-29 y.,No migration background,No,0.49759,1296,2686,0.47868,0.51650
2007,17-29 y.,Direct migration background,Yes,0.41218,116,268,0.35314,0.47122
2007,17-29 y.,Direct migration background,No,0.52819,152,268,0.46832,0.58807
2007,17-29 y.,Indirect migration background,Yes,0.37488,201,444,0.32980,0.41996
2007,17-29 y.,Indirect migration background,No,0.54230,243,444,0.49591,0.58870
2007,30-45 y.,No migration background,Yes,0.04040,165,4752,0.03480,0.04599
2007,30-45 y.,No migration background,No,0.95960,4587,4752,0.95401,0.96520
2007,30-45 y.,Direct migration background,No,0.96192,664,664,0.94735,0.97649
2007,30-45 y.,Indirect migration background,No,0.96226,260,260,0.93905,0.98547
2007,46-65 y.,No migration background,Yes,0.01002,65,6220,0.00755,0.01250
2007,46-65 y.,No migration background,No,0.98998,6155,6220,0.98750,0.99245
2007,46-65 y.,Direct migration background,No,0.99358,784,784,0.98799,0.99918
2007,66 and older,No migration background,No,0.99872,3953,3953,0.99760,0.99983
2008,17-29 y.,No migration background,Yes,0.44269,1321,2499,0.42321,0.46217
2008,17-29 y.,No migration background,No,0.48782,1178,2499,0.46822,0.50742
2008,17-29 y.,Direct migration background,Yes,0.38327,90,225,0.31960,0.44694
2008,17-29 y.,Direct migration background,No,0.60371,135,225,0.53966,0.66777
2008,17-29 y.,Indirect migration background,Yes,0.36741,213,433,0.32195,0.41287
2008,17-29 y.,Indirect migration background,No,0.51466,220,433,0.46753,0.56179
2008,30-45 y.,No migration background,Yes,0.04253,157,4296,0.03649,0.04856
2008,30-45 y.,No migration background,No,0.95747,4139,4296,0.95144,0.96351
2008,30-45 y.,Direct migration background,No,0.97658,590,590,0.96437,0.98880
2008,30-45 y.,Indirect migration background,No,0.94928,250,250,0.92202,0.97653
2008,46-65 y.,No migration background,Yes,0.00676,43,5935,0.00468,0.00885
2008,46-65 y.,No migration background,No,0.99324,5892,5935,0.99115,0.99532
2008,46-65 y.,Direct migration background,No,0.98595,702,702,0.97724,0.99466
2008,66 and older,No migration background,No,0.99837,3912,3912,0.99711,0.99964
2009,17-29 y.,No migration background,Yes,0.45278,1216,2296,0.43242,0.47315
2009,17-29 y.,No migration background,No,0.48534,1080,2296,0.46489,0.50578
2009,17-29 y.,Direct migration background,Yes,0.37399,69,174,0.30189,0.44609
2009,17-29 y.,Direct migration background,No,0.57096,105,174,0.49721,0.64472
2009,17-29 y.,Indirect migration background,Yes,0.44485,195,385,0.39514,0.49455
2009,17-29 y.,Indirect migration background,No,0.46728,190,385,0.41738,0.51718
2009,30-45 y.,No migration background,Yes,0.04097,147,3876,0.03473,0.04722
2009,30-45 y.,No migration background,No,0.95903,3729,3876,0.95278,0.96527
2009,30-45 y.,Direct migration background,No,0.94711,510,510,0.92766,0.96655
2009,30-45 y.,Indirect migration background,No,0.94627,256,256,0.91860,0.97395
2009,46-65 y.,No migration background,Yes,0.00784,42,5660,0.00554,0.01013
2009,46-65 y.,No migration background,No,0.99216,5618,5660,0.98987,0.99446
2009,46-65 y.,Direct migration background,No,0.98440,612,612,0.97458,0.99423
2009,46-65 y.,Indirect migration background,No,0.98252,45,45,0.94380,1.02124
2009,66 and older,No migration background,No,0.99851,3816,3816,0.99729,0.99974
2010,17-29 y.,No migration background,Yes,0.48972,1381,2961,0.47171,0.50773
2010,17-29 y.,No migration background,No,0.45313,1580,2961,0.43520,0.47107
2010,17-29 y.,Direct migration background,Yes,0.42520,128,485,0.38116,0.46925
2010,17-29 y.,Direct migration background,No,0.54885,357,485,0.50452,0.59318
2010,17-29 y.,Indirect migration background,Yes,0.53051,243,474,0.48554,0.57549
