year,age_gr,bula_h,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,46-65 y.,North Rhine-Westphalia,No,0.99182,877,877,0.98586,0.99779
1998,46-65 y.,Hesse,No,0.99535,312,312,0.98779,1.00291
1998,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99557,217,217,0.98672,1.00443
1998,46-65 y.,Baden-Wuerttemberg,No,0.99197,516,516,0.98426,0.99968
1998,46-65 y.,Bavaria,No,0.98633,543,543,0.97656,0.99611
1998,46-65 y.,Berlin,No,0.97035,163,163,0.94424,0.99647
1998,46-65 y.,Brandenburg,No,0.99337,213,213,0.98245,1.00430
1998,46-65 y.,Saxony,No,0.98655,379,379,0.97494,0.99816
1998,46-65 y.,Saxony-Anhalt,No,0.99012,244,244,0.97768,1.00255
1998,46-65 y.,Thuringa,No,0.99720,219,219,0.99018,1.00421
1998,66 and older,Berlin,No,0.98232,68,68,0.95076,1.01388
1999,17-29 y.,Schleswig-Holstein,No,0.57229,32,32,0.39813,0.74646
1999,17-29 y.,Lower Saxony,Yes,0.46225,111,260,0.40153,0.52297
1999,17-29 y.,Lower Saxony,No,0.53775,149,260,0.47703,0.59847
1999,17-29 y.,North Rhine-Westphalia,Yes,0.42848,241,588,0.38845,0.46851
1999,17-29 y.,North Rhine-Westphalia,No,0.57152,347,588,0.53149,0.61155
1999,17-29 y.,Hesse,Yes,0.46191,82,178,0.38846,0.53536
1999,17-29 y.,Hesse,No,0.53809,96,178,0.46464,0.61154
1999,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.46147,62,142,0.37919,0.54376
1999,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.53853,80,142,0.45624,0.62081
1999,17-29 y.,Baden-Wuerttemberg,Yes,0.42201,156,416,0.37449,0.46952
1999,17-29 y.,Baden-Wuerttemberg,No,0.57799,260,416,0.53048,0.62551
1999,17-29 y.,Bavaria,Yes,0.45856,141,377,0.40819,0.50892
1999,17-29 y.,Bavaria,No,0.54144,236,377,0.49108,0.59181
1999,17-29 y.,Berlin,Yes,0.57005,66,109,0.47668,0.66342
1999,17-29 y.,Berlin,No,0.42995,43,109,0.33658,0.52332
1999,17-29 y.,Brandenburg,Yes,0.38642,60,137,0.30459,0.46826
1999,17-29 y.,Brandenburg,No,0.61358,77,137,0.53174,0.69541
1999,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.37847,45,98,0.28195,0.47499
1999,17-29 y.,Mecklenburg-Western Pomerania,No,0.62153,53,98,0.52501,0.71805
1999,17-29 y.,Saxony,Yes,0.43171,115,247,0.36982,0.49361
1999,17-29 y.,Saxony,No,0.56829,132,247,0.50639,0.63018
1999,17-29 y.,Saxony-Anhalt,Yes,0.45683,75,156,0.37840,0.53525
1999,17-29 y.,Saxony-Anhalt,No,0.54317,81,156,0.46475,0.62160
1999,17-29 y.,Thuringa,Yes,0.34923,58,156,0.27418,0.42428
1999,17-29 y.,Thuringa,No,0.65077,98,156,0.57572,0.72582
1999,30-45 y.,Schleswig-Holstein,No,0.91868,118,118,0.86916,0.96821
1999,30-45 y.,Hamburg,No,0.89705,35,35,0.79491,0.99920
1999,30-45 y.,Lower Saxony,Yes,0.06594,34,418,0.04212,0.08976
1999,30-45 y.,Lower Saxony,No,0.93406,384,418,0.91024,0.95788
1999,30-45 y.,North Rhine-Westphalia,Yes,0.03110,35,939,0.01999,0.04221
1999,30-45 y.,North Rhine-Westphalia,No,0.96890,904,939,0.95779,0.98001
1999,30-45 y.,Hesse,No,0.95941,283,283,0.93638,0.98244
1999,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.90326,274,274,0.86820,0.93833
1999,30-45 y.,Baden-Wuerttemberg,No,0.94397,603,603,0.92560,0.96234
1999,30-45 y.,Bavaria,No,0.96471,617,617,0.95014,0.97928
1999,30-45 y.,Berlin,No,0.83590,151,151,0.77663,0.89517
1999,30-45 y.,Brandenburg,No,0.96157,171,171,0.93267,0.99047
1999,30-45 y.,Mecklenburg-Western Pomerania,No,0.92931,121,121,0.88345,0.97517
1999,30-45 y.,Saxony,No,0.96559,366,366,0.94689,0.98429
1999,30-45 y.,Saxony-Anhalt,No,0.90256,188,188,0.86005,0.94506
1999,30-45 y.,Thuringa,No,0.92654,224,224,0.89230,0.96078
1999,46-65 y.,Lower Saxony,No,0.98571,340,340,0.97308,0.99835
1999,46-65 y.,North Rhine-Westphalia,No,0.99226,839,839,0.98633,0.99819
1999,46-65 y.,Hesse,No,0.98558,291,291,0.97186,0.99930
1999,46-65 y.,Baden-Wuerttemberg,No,0.98849,471,471,0.97885,0.99814
1999,46-65 y.,Bavaria,No,0.98947,503,503,0.98054,0.99840
1999,46-65 y.,Berlin,No,0.98708,159,159,0.96946,1.00469
1999,46-65 y.,Brandenburg,No,0.97535,200,200,0.95381,0.99690
1999,46-65 y.,Mecklenburg-Western Pomerania,No,0.98746,128,128,0.96811,1.00681
1999,46-65 y.,Saxony,No,0.98182,363,363,0.96806,0.99558
1999,46-65 y.,Saxony-Anhalt,No,0.97897,239,239,0.96075,0.99720
1999,46-65 y.,Thuringa,No,0.99539,226,226,0.98655,1.00424
1999,66 and older,North Rhine-Westphalia,No,0.99691,324,324,0.99086,1.00296
1999,66 and older,Baden-Wuerttemberg,No,0.99659,209,209,0.98867,1.00451
1999,66 and older,Bavaria,No,0.98923,267,267,0.97683,1.00164
1999,66 and older,Berlin,No,0.98256,66,66,0.95074,1.01438
1999,66 and older,Saxony-Anhalt,No,0.99192,87,87,0.97300,1.01084
2000,17-29 y.,Schleswig-Holstein,Yes,0.38666,45,102,0.29168,0.48163
2000,17-29 y.,Schleswig-Holstein,No,0.61334,57,102,0.51837,0.70832
2000,17-29 y.,Lower Saxony,Yes,0.44040,172,393,0.39126,0.48955
2000,17-29 y.,Lower Saxony,No,0.55960,221,393,0.51045,0.60874
2000,17-29 y.,North Rhine-Westphalia,Yes,0.41732,417,945,0.38586,0.44877
2000,17-29 y.,North Rhine-Westphalia,No,0.58268,528,945,0.55123,0.61414
2000,17-29 y.,Hesse,Yes,0.44985,147,300,0.39346,0.50624
2000,17-29 y.,Hesse,No,0.55015,153,300,0.49376,0.60654
2000,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.41402,99,227,0.34980,0.47823
2000,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.58598,128,227,0.52177,0.65020
2000,17-29 y.,Baden-Wuerttemberg,Yes,0.41390,268,628,0.37535,0.45246
2000,17-29 y.,Baden-Wuerttemberg,No,0.58610,360,628,0.54754,0.62465
2000,17-29 y.,Bavaria,Yes,0.44791,270,623,0.40883,0.48699
2000,17-29 y.,Bavaria,No,0.55209,353,623,0.51301,0.59117
2000,17-29 y.,Berlin,Yes,0.56768,91,149,0.48787,0.64749
2000,17-29 y.,Berlin,No,0.42021,58,149,0.34068,0.49973
2000,17-29 y.,Brandenburg,Yes,0.44219,107,217,0.37596,0.50842
2000,17-29 y.,Brandenburg,No,0.55355,110,217,0.48725,0.61985
2000,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.43795,61,129,0.35200,0.52390
2000,17-29 y.,Mecklenburg-Western Pomerania,No,0.55321,68,129,0.46708,0.63933
2000,17-29 y.,Saxony,Yes,0.46473,177,347,0.41217,0.51728
2000,17-29 y.,Saxony,No,0.53527,170,347,0.48272,0.58783
2000,17-29 y.,Saxony-Anhalt,Yes,0.46877,108,213,0.40159,0.53594
2000,17-29 y.,Saxony-Anhalt,No,0.51095,105,213,0.44366,0.57824
2000,17-29 y.,Thuringa,Yes,0.38694,96,222,0.32273,0.45116
2000,17-29 y.,Thuringa,No,0.60741,126,222,0.54303,0.67179
2000,30-45 y.,Schleswig-Holstein,No,0.94003,221,221,0.90866,0.97141
2000,30-45 y.,Hamburg,No,0.87263,81,81,0.79957,0.94569
2000,30-45 y.,Lower Saxony,Yes,0.04595,32,701,0.03044,0.06146
2000,30-45 y.,Lower Saxony,No,0.95405,669,701,0.93854,0.96956
2000,30-45 y.,Bremen,No,0.94282,48,48,0.87644,1.00920
2000,30-45 y.,North Rhine-Westphalia,Yes,0.04091,69,1712,0.03152,0.05030
2000,30-45 y.,North Rhine-Westphalia,No,0.95909,1643,1712,0.94970,0.96848
2000,30-45 y.,Hesse,No,0.95623,564,564,0.93933,0.97313
2000,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.96463,543,543,0.94907,0.98018
2000,30-45 y.,Baden-Wuerttemberg,Yes,0.04056,44,1075,0.02876,0.05236
2000,30-45 y.,Baden-Wuerttemberg,No,0.95944,1031,1075,0.94764,0.97124
2000,30-45 y.,Bavaria,Yes,0.04155,52,1186,0.03019,0.05292
2000,30-45 y.,Bavaria,No,0.95845,1134,1186,0.94708,0.96981
2000,30-45 y.,Berlin,No,0.91406,259,259,0.87986,0.94826
2000,30-45 y.,Brandenburg,No,0.94487,281,281,0.91813,0.97160
2000,30-45 y.,Mecklenburg-Western Pomerania,No,0.95363,163,163,0.92124,0.98601
2000,30-45 y.,Saxony,Yes,0.06285,39,587,0.04320,0.08250
2000,30-45 y.,Saxony,No,0.93715,548,587,0.91750,0.95680
2000,30-45 y.,Saxony-Anhalt,No,0.92388,273,273,0.89237,0.95540
2000,30-45 y.,Thuringa,No,0.95547,323,323,0.93294,0.97800
2000,46-65 y.,Schleswig-Holstein,No,0.99644,247,247,0.98899,1.00388
2000,46-65 y.,Hamburg,No,0.98140,115,115,0.95660,1.00620
2000,46-65 y.,Lower Saxony,No,0.98431,607,607,0.97442,0.99421
2000,46-65 y.,Bremen,No,0.98708,59,59,0.95802,1.01614
2000,46-65 y.,North Rhine-Westphalia,No,0.99051,1705,1705,0.98591,0.99512
2000,46-65 y.,Hesse,No,0.99261,542,542,0.98539,0.99983
2000,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99553,411,411,0.98908,1.00199
2000,46-65 y.,Baden-Wuerttemberg,No,0.98915,855,855,0.98220,0.99610
2000,46-65 y.,Bavaria,No,0.99145,1054,1054,0.98588,0.99701
2000,46-65 y.,Berlin,No,0.97142,270,270,0.95151,0.99133
2000,46-65 y.,Brandenburg,No,0.99425,337,337,0.98617,1.00234
2000,46-65 y.,Mecklenburg-Western Pomerania,No,0.98790,183,183,0.97202,1.00378
2000,46-65 y.,Saxony,No,0.97504,561,561,0.96212,0.98796
2000,46-65 y.,Saxony-Anhalt,No,0.97755,390,390,0.96283,0.99227
2000,46-65 y.,Thuringa,No,0.97285,329,329,0.95527,0.99044
2000,66 and older,North Rhine-Westphalia,No,0.99582,760,760,0.99123,1.00041
2000,66 and older,Hesse,No,0.99768,234,234,0.99151,1.00386
2000,66 and older,"Rhineland-Palatinate, Saarland",No,0.99666,259,259,0.98961,1.00370
2000,66 and older,Baden-Wuerttemberg,No,0.99833,388,388,0.99426,1.00240
2000,66 and older,Bavaria,No,0.99243,498,498,0.98481,1.00005
2000,66 and older,Berlin,No,0.99103,104,104,0.97281,1.00924
2001,17-29 y.,Schleswig-Holstein,Yes,0.51540,52,91,0.41214,0.61865
2001,17-29 y.,Schleswig-Holstein,No,0.48460,39,91,0.38135,0.58786
2001,17-29 y.,Lower Saxony,Yes,0.44719,153,345,0.39465,0.49974
2001,17-29 y.,Lower Saxony,No,0.55281,192,345,0.50026,0.60535
2001,17-29 y.,North Rhine-Westphalia,Yes,0.47908,412,830,0.44507,0.51308
2001,17-29 y.,North Rhine-Westphalia,No,0.52092,418,830,0.48692,0.55493
2001,17-29 y.,Hesse,Yes,0.43006,126,262,0.37000,0.49013
2001,17-29 y.,Hesse,No,0.56994,136,262,0.50987,0.63000
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.43824,98,211,0.37113,0.50535
2001,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.56176,113,211,0.49465,0.62887
2001,17-29 y.,Baden-Wuerttemberg,Yes,0.43618,238,534,0.39408,0.47828
2001,17-29 y.,Baden-Wuerttemberg,No,0.56382,296,534,0.52172,0.60592
2001,17-29 y.,Bavaria,Yes,0.46707,266,562,0.42579,0.50836
2001,17-29 y.,Bavaria,No,0.53293,296,562,0.49164,0.57421
2001,17-29 y.,Berlin,Yes,0.58514,95,161,0.50880,0.66149
2001,17-29 y.,Berlin,No,0.41486,66,161,0.33851,0.49120
2001,17-29 y.,Brandenburg,Yes,0.50931,107,197,0.43933,0.57930
2001,17-29 y.,Brandenburg,No,0.49069,90,197,0.42070,0.56067
2001,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.36962,45,105,0.27684,0.46239
2001,17-29 y.,Mecklenburg-Western Pomerania,No,0.63038,60,105,0.53761,0.72316
2001,17-29 y.,Saxony,Yes,0.48154,158,317,0.42645,0.53663
2001,17-29 y.,Saxony,No,0.51846,159,317,0.46337,0.57355
2001,17-29 y.,Saxony-Anhalt,Yes,0.47840,108,205,0.40985,0.54695
2001,17-29 y.,Saxony-Anhalt,No,0.52160,97,205,0.45305,0.59015
2001,17-29 y.,Thuringa,Yes,0.44473,98,207,0.37687,0.51260
2001,17-29 y.,Thuringa,No,0.55527,109,207,0.48740,0.62313
2001,30-45 y.,Schleswig-Holstein,No,0.95186,188,188,0.92118,0.98254
2001,30-45 y.,Hamburg,No,0.83554,75,75,0.75108,0.92000
2001,30-45 y.,Lower Saxony,No,0.94928,608,608,0.93182,0.96673
2001,30-45 y.,Bremen,No,0.88286,41,41,0.78320,0.98252
2001,30-45 y.,North Rhine-Westphalia,Yes,0.04228,70,1571,0.03233,0.05224
2001,30-45 y.,North Rhine-Westphalia,No,0.95772,1501,1571,0.94776,0.96767
2001,30-45 y.,Hesse,No,0.95753,485,485,0.93956,0.97549
2001,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.95058,490,490,0.93137,0.96979
2001,30-45 y.,Baden-Wuerttemberg,Yes,0.03800,33,934,0.02573,0.05027
2001,30-45 y.,Baden-Wuerttemberg,No,0.96200,901,934,0.94973,0.97427
2001,30-45 y.,Bavaria,Yes,0.03277,33,1061,0.02205,0.04349
2001,30-45 y.,Bavaria,No,0.96723,1028,1061,0.95651,0.97795
2001,30-45 y.,Berlin,No,0.90698,239,239,0.87008,0.94388
2001,30-45 y.,Brandenburg,No,0.92159,245,245,0.88786,0.95532
2001,30-45 y.,Mecklenburg-Western Pomerania,No,0.97253,162,162,0.94728,0.99778
2001,30-45 y.,Saxony,No,0.93719,492,492,0.91573,0.95865
2001,30-45 y.,Saxony-Anhalt,No,0.93789,259,259,0.90844,0.96734
2001,30-45 y.,Thuringa,No,0.92942,275,275,0.89910,0.95975
2001,46-65 y.,Schleswig-Holstein,No,0.99546,241,241,0.98696,1.00397
2001,46-65 y.,Hamburg,No,0.96154,106,106,0.92476,0.99832
2001,46-65 y.,Lower Saxony,No,0.98756,559,559,0.97836,0.99676
2001,46-65 y.,Bremen,No,0.98851,45,45,0.95703,1.02000
2001,46-65 y.,North Rhine-Westphalia,No,0.98312,1512,1512,0.97663,0.98962
2001,46-65 y.,Hesse,No,0.99212,479,479,0.98419,1.00004
2001,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99144,391,391,0.98229,1.00058
2001,46-65 y.,Baden-Wuerttemberg,No,0.98709,760,760,0.97906,0.99512
2001,46-65 y.,Bavaria,No,0.98380,932,932,0.97570,0.99191
2001,46-65 y.,Berlin,No,0.96718,270,270,0.94588,0.98847
2001,46-65 y.,Brandenburg,No,0.98150,323,323,0.96678,0.99622
2001,46-65 y.,Mecklenburg-Western Pomerania,No,0.98868,162,162,0.97233,1.00502
2001,46-65 y.,Saxony,No,0.98786,532,532,0.97855,0.99718
2001,46-65 y.,Saxony-Anhalt,No,0.98534,366,366,0.97300,0.99767
2001,46-65 y.,Thuringa,No,0.97339,315,315,0.95559,0.99119
2001,66 and older,Schleswig-Holstein,No,0.99356,116,116,0.97894,1.00818
2001,66 and older,North Rhine-Westphalia,No,0.99894,711,711,0.99656,1.00133
2001,66 and older,Hesse,No,0.99620,229,229,0.98821,1.00419
2001,66 and older,"Rhineland-Palatinate, Saarland",No,0.99419,236,236,0.98447,1.00391
2001,66 and older,Baden-Wuerttemberg,No,0.99832,364,364,0.99412,1.00253
2001,66 and older,Bavaria,No,0.99287,470,470,0.98526,1.00049
2001,66 and older,Saxony,No,0.99558,262,262,0.98753,1.00363
2001,66 and older,Thuringa,No,0.99495,140,140,0.98317,1.00673
2002,17-29 y.,Schleswig-Holstein,Yes,0.50929,65,114,0.41711,0.60146
2002,17-29 y.,Schleswig-Holstein,No,0.49071,49,114,0.39854,0.58289
2002,17-29 y.,Lower Saxony,Yes,0.45048,167,352,0.39843,0.50253
2002,17-29 y.,Lower Saxony,No,0.54952,185,352,0.49747,0.60157
2002,17-29 y.,North Rhine-Westphalia,Yes,0.48586,437,822,0.45167,0.52005
2002,17-29 y.,North Rhine-Westphalia,No,0.51351,385,822,0.47932,0.54770
2002,17-29 y.,Hesse,Yes,0.47804,148,274,0.41878,0.53729
2002,17-29 y.,Hesse,No,0.52196,126,274,0.46271,0.58122
2002,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.49730,110,223,0.43153,0.56308
2002,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.50270,113,223,0.43692,0.56847
2002,17-29 y.,Baden-Wuerttemberg,Yes,0.47990,268,539,0.43768,0.52212
2002,17-29 y.,Baden-Wuerttemberg,No,0.52010,271,539,0.47788,0.56232
2002,17-29 y.,Bavaria,Yes,0.47170,295,574,0.43083,0.51258
2002,17-29 y.,Bavaria,No,0.52830,279,574,0.48742,0.56917
2002,17-29 y.,Berlin,Yes,0.66961,109,165,0.59763,0.74160
2002,17-29 y.,Berlin,No,0.33039,56,165,0.25840,0.40237
2002,17-29 y.,Brandenburg,Yes,0.49774,101,193,0.42702,0.56846
2002,17-29 y.,Brandenburg,No,0.50226,92,193,0.43154,0.57298
2002,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.47192,58,97,0.37206,0.57179
2002,17-29 y.,Mecklenburg-Western Pomerania,No,0.52808,39,97,0.42821,0.62794
2002,17-29 y.,Saxony,Yes,0.50869,157,312,0.45313,0.56425
2002,17-29 y.,Saxony,No,0.49131,155,312,0.43575,0.54687
2002,17-29 y.,Saxony-Anhalt,Yes,0.55559,110,185,0.48379,0.62738
2002,17-29 y.,Saxony-Anhalt,No,0.44441,75,185,0.37262,0.51621
2002,17-29 y.,Thuringa,Yes,0.53864,111,207,0.47056,0.60671
2002,17-29 y.,Thuringa,No,0.46136,96,207,0.39329,0.52944
2002,30-45 y.,Schleswig-Holstein,No,0.94949,194,194,0.91859,0.98038
2002,30-45 y.,Hamburg,No,0.93768,83,83,0.88535,0.99000
2002,30-45 y.,Lower Saxony,Yes,0.04740,32,666,0.03125,0.06355
2002,30-45 y.,Lower Saxony,No,0.95260,634,666,0.93645,0.96875
2002,30-45 y.,Bremen,No,0.96126,42,42,0.90220,1.02033
2002,30-45 y.,North Rhine-Westphalia,Yes,0.04641,75,1584,0.03605,0.05678
2002,30-45 y.,North Rhine-Westphalia,No,0.95359,1509,1584,0.94322,0.96395
2002,30-45 y.,Hesse,No,0.94995,538,538,0.93150,0.96839
2002,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.94135,448,448,0.91956,0.96313
2002,30-45 y.,Baden-Wuerttemberg,Yes,0.04291,39,1011,0.03041,0.05540
2002,30-45 y.,Baden-Wuerttemberg,No,0.95709,972,1011,0.94460,0.96959
2002,30-45 y.,Bavaria,Yes,0.03721,37,1094,0.02599,0.04843
2002,30-45 y.,Bavaria,No,0.96279,1057,1094,0.95157,0.97401
2002,30-45 y.,Berlin,No,0.91317,233,233,0.87693,0.94940
2002,30-45 y.,Brandenburg,No,0.93424,247,247,0.90326,0.96521
2002,30-45 y.,Mecklenburg-Western Pomerania,No,0.94110,149,149,0.90317,0.97903
2002,30-45 y.,Saxony,Yes,0.08353,37,512,0.05954,0.10752
2002,30-45 y.,Saxony,No,0.91647,475,512,0.89248,0.94046
2002,30-45 y.,Saxony-Anhalt,No,0.94218,247,247,0.91301,0.97135
2002,30-45 y.,Thuringa,No,0.92445,264,264,0.89251,0.95639
2002,46-65 y.,Schleswig-Holstein,No,0.99719,269,269,0.99086,1.00353
2002,46-65 y.,Hamburg,No,0.99859,140,140,0.99234,1.00483
2002,46-65 y.,Lower Saxony,No,0.99180,628,628,0.98475,0.99886
2002,46-65 y.,Bremen,No,0.97663,63,63,0.93902,1.01424
2002,46-65 y.,North Rhine-Westphalia,No,0.98998,1698,1698,0.98524,0.99472
2002,46-65 y.,Hesse,No,0.98487,553,553,0.97469,0.99505
2002,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99548,430,430,0.98914,1.00183
2002,46-65 y.,Baden-Wuerttemberg,No,0.99290,866,866,0.98730,0.99849
2002,46-65 y.,Bavaria,No,0.99320,1075,1075,0.98828,0.99811
2002,46-65 y.,Berlin,No,0.98154,297,297,0.96621,0.99688
2002,46-65 y.,Brandenburg,No,0.97578,321,321,0.95894,0.99262
2002,46-65 y.,Mecklenburg-Western Pomerania,No,0.99942,184,184,0.99594,1.00290
2002,46-65 y.,Saxony,No,0.99417,545,545,0.98778,1.00057
2002,46-65 y.,Saxony-Anhalt,No,0.97017,358,358,0.95252,0.98782
2002,46-65 y.,Thuringa,No,0.99062,332,332,0.98023,1.00100
2002,66 and older,Lower Saxony,No,0.99639,324,324,0.98985,1.00293
2002,66 and older,"Rhineland-Palatinate, Saarland",No,0.99106,249,249,0.97934,1.00278
2002,66 and older,Thuringa,No,0.99446,143,143,0.98225,1.00667
2003,17-29 y.,Schleswig-Holstein,Yes,0.52676,60,105,0.43080,0.62271
2003,17-29 y.,Schleswig-Holstein,No,0.47324,45,105,0.37729,0.56920
2003,17-29 y.,Lower Saxony,Yes,0.45396,166,331,0.40024,0.50768
2003,17-29 y.,Lower Saxony,No,0.54604,165,331,0.49232,0.59976
2003,17-29 y.,North Rhine-Westphalia,Yes,0.46910,421,782,0.43410,0.50410
2003,17-29 y.,North Rhine-Westphalia,No,0.53090,361,782,0.49590,0.56590
2003,17-29 y.,Hesse,Yes,0.51047,130,248,0.44813,0.57281
2003,17-29 y.,Hesse,No,0.48953,118,248,0.42719,0.55187
2003,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.52495,125,230,0.46027,0.58963
2003,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.47505,105,230,0.41037,0.53973
2003,17-29 y.,Baden-Wuerttemberg,Yes,0.46630,256,514,0.42313,0.50947
2003,17-29 y.,Baden-Wuerttemberg,No,0.53370,258,514,0.49053,0.57687
2003,17-29 y.,Bavaria,Yes,0.40907,278,564,0.36846,0.44968
2003,17-29 y.,Bavaria,No,0.59093,286,564,0.55032,0.63154
2003,17-29 y.,Berlin,Yes,0.61230,114,178,0.54052,0.68408
2003,17-29 y.,Berlin,No,0.38770,64,178,0.31592,0.45948
2003,17-29 y.,Brandenburg,Yes,0.44968,93,184,0.37761,0.52176
2003,17-29 y.,Brandenburg,No,0.55032,91,184,0.47824,0.62239
2003,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.50948,63,101,0.41150,0.60747
2003,17-29 y.,Mecklenburg-Western Pomerania,No,0.49052,38,101,0.39253,0.58850
2003,17-29 y.,Saxony,Yes,0.55195,161,304,0.49595,0.60794
2003,17-29 y.,Saxony,No,0.44805,143,304,0.39206,0.50405
2003,17-29 y.,Saxony-Anhalt,Yes,0.49397,92,178,0.42032,0.56763
2003,17-29 y.,Saxony-Anhalt,No,0.50603,86,178,0.43237,0.57968
2003,17-29 y.,Thuringa,Yes,0.45368,101,210,0.38618,0.52117
2003,17-29 y.,Thuringa,No,0.54632,109,210,0.47883,0.61382
2003,30-45 y.,Schleswig-Holstein,No,0.92437,169,169,0.88439,0.96436
2003,30-45 y.,Hamburg,No,0.94761,76,76,0.89718,0.99804
2003,30-45 y.,Lower Saxony,No,0.95072,603,603,0.93343,0.96801
2003,30-45 y.,Bremen,No,0.98993,45,45,0.96044,1.01943
2003,30-45 y.,North Rhine-Westphalia,Yes,0.04369,67,1491,0.03331,0.05407
2003,30-45 y.,North Rhine-Westphalia,No,0.95631,1424,1491,0.94593,0.96669
2003,30-45 y.,Hesse,No,0.93819,479,479,0.91660,0.95977
2003,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.97245,431,431,0.95698,0.98792
2003,30-45 y.,Baden-Wuerttemberg,No,0.96994,905,905,0.95881,0.98107
2003,30-45 y.,Bavaria,Yes,0.04036,39,1019,0.02827,0.05245
2003,30-45 y.,Bavaria,No,0.95964,980,1019,0.94755,0.97173
2003,30-45 y.,Berlin,No,0.88587,211,211,0.84286,0.92888
2003,30-45 y.,Brandenburg,No,0.93752,225,225,0.90582,0.96921
2003,30-45 y.,Mecklenburg-Western Pomerania,No,0.94434,152,152,0.90777,0.98091
2003,30-45 y.,Saxony,Yes,0.08366,35,481,0.05889,0.10843
2003,30-45 y.,Saxony,No,0.91634,446,481,0.89157,0.94111
2003,30-45 y.,Saxony-Anhalt,No,0.94264,224,224,0.91212,0.97316
2003,30-45 y.,Thuringa,No,0.93212,248,248,0.90075,0.96349
2003,46-65 y.,Schleswig-Holstein,No,0.99661,254,254,0.98945,1.00377
2003,46-65 y.,Hamburg,No,0.99862,125,125,0.99210,1.00515
2003,46-65 y.,Lower Saxony,No,0.98202,602,602,0.97139,0.99264
2003,46-65 y.,Bremen,No,0.97012,60,60,0.92668,1.01356
2003,46-65 y.,North Rhine-Westphalia,No,0.98588,1606,1606,0.98011,0.99165
2003,46-65 y.,Hesse,No,0.98816,514,514,0.97881,0.99752
2003,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.98693,412,412,0.97595,0.99791
2003,46-65 y.,Baden-Wuerttemberg,No,0.99662,861,861,0.99274,1.00050
2003,46-65 y.,Bavaria,No,0.99532,1025,1025,0.99113,0.99950
2003,46-65 y.,Berlin,No,0.99179,293,293,0.98143,1.00214
2003,46-65 y.,Brandenburg,No,0.99374,336,336,0.98529,1.00219
2003,46-65 y.,Mecklenburg-Western Pomerania,No,0.98830,182,182,0.97263,1.00397
2003,46-65 y.,Saxony,No,0.98623,542,542,0.97642,0.99605
2003,46-65 y.,Saxony-Anhalt,No,0.98627,351,351,0.97407,0.99846
2003,46-65 y.,Thuringa,No,0.99351,329,329,0.98481,1.00220
2003,66 and older,Hamburg,No,0.97131,41,41,0.91957,1.02304
2003,66 and older,Bremen,No,0.96028,34,34,0.89364,1.02691
2003,66 and older,North Rhine-Westphalia,No,0.99650,769,769,0.99232,1.00068
2003,66 and older,Hesse,No,0.99932,225,225,0.99592,1.00273
2003,66 and older,Baden-Wuerttemberg,No,0.99814,376,376,0.99378,1.00250
2004,17-29 y.,Schleswig-Holstein,Yes,0.39290,56,114,0.30284,0.48295
2004,17-29 y.,Schleswig-Holstein,No,0.60710,58,114,0.51705,0.69716
2004,17-29 y.,Lower Saxony,Yes,0.54719,183,332,0.49356,0.60082
2004,17-29 y.,Lower Saxony,No,0.45281,149,332,0.39918,0.50644
2004,17-29 y.,North Rhine-Westphalia,Yes,0.53326,421,759,0.49774,0.56877
2004,17-29 y.,North Rhine-Westphalia,No,0.46674,338,759,0.43123,0.50226
2004,17-29 y.,Hesse,Yes,0.53504,138,241,0.47193,0.59814
2004,17-29 y.,Hesse,No,0.46496,103,241,0.40186,0.52807
2004,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.49273,125,217,0.42606,0.55941
2004,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.49102,92,217,0.42435,0.55769
2004,17-29 y.,Baden-Wuerttemberg,Yes,0.47027,258,503,0.42661,0.51393
2004,17-29 y.,Baden-Wuerttemberg,No,0.52665,245,503,0.48298,0.57033
