year,age_gr,bula_h,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,46-65 y.,Schleswig-Holstein,No,0.98236,94,94,0.95561,1.00912
1989,46-65 y.,Hamburg,No,0.98487,55,55,0.95232,1.01743
1989,46-65 y.,Lower Saxony,No,0.99885,332,332,0.99520,1.00250
1989,46-65 y.,North Rhine-Westphalia,No,0.99043,762,762,0.98351,0.99735
1989,46-65 y.,Baden-Wuerttemberg,No,0.99147,561,561,0.98385,0.99909
1989,46-65 y.,Bavaria,No,0.99130,466,466,0.98286,0.99974
1989,46-65 y.,Berlin,No,0.99109,110,110,0.97346,1.00873
1989,66 and older,Lower Saxony,No,0.99244,121,121,0.97694,1.00794
1990,17-29 y.,Schleswig-Holstein,No,0.59340,50,50,0.45587,0.73094
1990,17-29 y.,Lower Saxony,Yes,0.34088,93,279,0.28516,0.39660
1990,17-29 y.,Lower Saxony,No,0.65912,186,279,0.60340,0.71484
1990,17-29 y.,North Rhine-Westphalia,Yes,0.45246,315,737,0.41650,0.48842
1990,17-29 y.,North Rhine-Westphalia,No,0.54619,422,737,0.51022,0.58216
1990,17-29 y.,Hesse,Yes,0.44874,97,270,0.38931,0.50818
1990,17-29 y.,Hesse,No,0.55126,173,270,0.49182,0.61069
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.35905,61,189,0.29048,0.42763
1990,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.64095,128,189,0.57237,0.70952
1990,17-29 y.,Baden-Wuerttemberg,Yes,0.34110,165,539,0.30104,0.38116
1990,17-29 y.,Baden-Wuerttemberg,No,0.65714,374,539,0.61703,0.69725
1990,17-29 y.,Bavaria,Yes,0.34579,150,472,0.30284,0.38875
1990,17-29 y.,Bavaria,No,0.65397,322,472,0.61100,0.69693
1990,17-29 y.,Berlin,Yes,0.37517,59,170,0.30218,0.44817
1990,17-29 y.,Berlin,No,0.62483,111,170,0.55183,0.69782
1990,17-29 y.,Brandenburg,Yes,0.30973,59,176,0.24123,0.37824
1990,17-29 y.,Brandenburg,No,0.69027,117,176,0.62176,0.75877
1990,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.27174,45,146,0.19933,0.34415
1990,17-29 y.,Mecklenburg-Western Pomerania,No,0.72826,101,146,0.65585,0.80067
1990,17-29 y.,Saxony,Yes,0.23792,87,322,0.19134,0.28450
1990,17-29 y.,Saxony,No,0.75520,235,322,0.70816,0.80224
1990,17-29 y.,Saxony-Anhalt,Yes,0.28326,63,214,0.22275,0.34377
1990,17-29 y.,Saxony-Anhalt,No,0.70423,151,214,0.64294,0.76552
1990,17-29 y.,Thuringa,Yes,0.21807,49,203,0.16113,0.27502
1990,17-29 y.,Thuringa,No,0.78193,154,203,0.72498,0.83887
1990,30-45 y.,Schleswig-Holstein,No,0.91836,71,71,0.85422,0.98251
1990,30-45 y.,Hamburg,No,0.97334,53,53,0.92956,1.01712
1990,30-45 y.,Lower Saxony,No,0.94862,236,236,0.92040,0.97685
1990,30-45 y.,North Rhine-Westphalia,Yes,0.04540,34,823,0.03117,0.05963
1990,30-45 y.,North Rhine-Westphalia,No,0.95460,789,823,0.94037,0.96883
1990,30-45 y.,Hesse,No,0.95764,288,288,0.93434,0.98094
1990,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.96791,164,164,0.94085,0.99497
1990,30-45 y.,Baden-Wuerttemberg,No,0.96913,535,535,0.95446,0.98380
1990,30-45 y.,Bavaria,No,0.95318,442,442,0.93346,0.97290
1990,30-45 y.,Berlin,No,0.94308,195,195,0.91048,0.97568
1990,30-45 y.,Brandenburg,No,0.92198,247,247,0.88847,0.95550
1990,30-45 y.,Mecklenburg-Western Pomerania,No,0.94326,158,158,0.90708,0.97945
1990,30-45 y.,Saxony,Yes,0.08917,39,448,0.06275,0.11559
1990,30-45 y.,Saxony,No,0.91083,409,448,0.88441,0.93725
1990,30-45 y.,Saxony-Anhalt,No,0.95982,265,265,0.93613,0.98351
1990,30-45 y.,Thuringa,No,0.93590,227,227,0.90397,0.96783
1990,46-65 y.,Hamburg,No,0.98118,44,44,0.94056,1.02180
1990,46-65 y.,Lower Saxony,No,0.99319,333,333,0.98435,1.00204
1990,46-65 y.,North Rhine-Westphalia,No,0.99200,756,756,0.98565,0.99836
1990,46-65 y.,Hesse,No,0.98529,308,308,0.97182,0.99876
1990,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99550,224,224,0.98672,1.00428
1990,46-65 y.,Baden-Wuerttemberg,No,0.97803,537,537,0.96562,0.99044
1990,46-65 y.,Bavaria,No,0.97008,454,454,0.95439,0.98577
1990,46-65 y.,Berlin,No,0.99043,189,189,0.97652,1.00435
1990,46-65 y.,Brandenburg,No,0.97176,210,210,0.94930,0.99422
1990,46-65 y.,Mecklenburg-Western Pomerania,No,0.98131,156,156,0.95999,1.00263
1990,46-65 y.,Saxony,No,0.96707,413,413,0.94983,0.98430
1990,46-65 y.,Saxony-Anhalt,No,0.96112,223,223,0.93569,0.98655
1990,46-65 y.,Thuringa,No,0.97825,222,222,0.95901,0.99748
1991,17-29 y.,Schleswig-Holstein,Yes,0.43599,33,83,0.32866,0.54332
1991,17-29 y.,Schleswig-Holstein,No,0.56401,50,83,0.45668,0.67134
1991,17-29 y.,Lower Saxony,Yes,0.39963,111,286,0.34276,0.45650
1991,17-29 y.,Lower Saxony,No,0.60037,175,286,0.54350,0.65724
1991,17-29 y.,North Rhine-Westphalia,Yes,0.44423,311,738,0.40836,0.48010
1991,17-29 y.,North Rhine-Westphalia,No,0.55452,427,738,0.51864,0.59040
1991,17-29 y.,Hesse,Yes,0.43585,90,250,0.37425,0.49744
1991,17-29 y.,Hesse,No,0.56415,160,250,0.50256,0.62575
1991,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.32060,61,186,0.25334,0.38785
1991,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.67940,125,186,0.61215,0.74666
1991,17-29 y.,Baden-Wuerttemberg,Yes,0.35703,175,545,0.31677,0.39730
1991,17-29 y.,Baden-Wuerttemberg,No,0.64297,370,545,0.60270,0.68323
1991,17-29 y.,Bavaria,Yes,0.34177,147,468,0.29875,0.38479
1991,17-29 y.,Bavaria,No,0.65823,321,468,0.61521,0.70125
1991,17-29 y.,Berlin,Yes,0.40659,69,161,0.33048,0.48270
1991,17-29 y.,Berlin,No,0.59341,92,161,0.51730,0.66952
1991,17-29 y.,Brandenburg,Yes,0.28943,50,148,0.21611,0.36274
1991,17-29 y.,Brandenburg,No,0.71057,98,148,0.63726,0.78389
1991,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.19599,31,123,0.12555,0.26643
1991,17-29 y.,Mecklenburg-Western Pomerania,No,0.80401,92,123,0.73357,0.87445
1991,17-29 y.,Saxony,Yes,0.28647,92,279,0.23332,0.33962
1991,17-29 y.,Saxony,No,0.71353,187,279,0.66038,0.76668
1991,17-29 y.,Saxony-Anhalt,Yes,0.25954,54,195,0.19785,0.32123
1991,17-29 y.,Saxony-Anhalt,No,0.73420,141,195,0.67204,0.79637
1991,17-29 y.,Thuringa,Yes,0.21389,40,177,0.15331,0.27448
1991,17-29 y.,Thuringa,No,0.78611,137,177,0.72552,0.84669
1991,30-45 y.,Schleswig-Holstein,No,0.89423,76,76,0.82462,0.96383
1991,30-45 y.,Lower Saxony,No,0.93412,230,230,0.90199,0.96625
1991,30-45 y.,North Rhine-Westphalia,Yes,0.06718,44,832,0.05016,0.08420
1991,30-45 y.,North Rhine-Westphalia,No,0.93282,788,832,0.91580,0.94984
1991,30-45 y.,Hesse,No,0.91839,283,283,0.88644,0.95035
1991,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.97447,180,180,0.95136,0.99757
1991,30-45 y.,Baden-Wuerttemberg,No,0.94862,527,527,0.92975,0.96749
1991,30-45 y.,Bavaria,No,0.95324,459,459,0.93391,0.97258
1991,30-45 y.,Berlin,No,0.90207,178,178,0.85829,0.94586
1991,30-45 y.,Brandenburg,No,0.91388,234,234,0.87786,0.94990
1991,30-45 y.,Mecklenburg-Western Pomerania,No,0.91214,150,150,0.86668,0.95760
1991,30-45 y.,Saxony,Yes,0.09693,43,437,0.06916,0.12470
1991,30-45 y.,Saxony,No,0.90307,394,437,0.87530,0.93084
1991,30-45 y.,Saxony-Anhalt,No,0.90735,254,254,0.87163,0.94308
1991,30-45 y.,Thuringa,No,0.90862,218,218,0.87029,0.94696
1991,46-65 y.,Schleswig-Holstein,No,0.98348,99,99,0.95824,1.00872
1991,46-65 y.,Hamburg,No,0.99790,47,47,0.98469,1.01112
1991,46-65 y.,Lower Saxony,No,0.99647,325,325,0.99001,1.00293
1991,46-65 y.,North Rhine-Westphalia,No,0.99050,725,725,0.98343,0.99757
1991,46-65 y.,Baden-Wuerttemberg,No,0.98975,538,538,0.98123,0.99827
1991,46-65 y.,Bavaria,No,0.98279,449,449,0.97075,0.99483
1991,46-65 y.,Berlin,No,0.96658,189,189,0.94088,0.99227
1991,46-65 y.,Brandenburg,No,0.97344,199,199,0.95104,0.99584
1991,46-65 y.,Mecklenburg-Western Pomerania,No,0.97328,152,152,0.94756,0.99900
1991,46-65 y.,Saxony,No,0.96894,375,375,0.95136,0.98652
1991,46-65 y.,Saxony-Anhalt,No,0.95852,219,219,0.93206,0.98499
1991,46-65 y.,Thuringa,No,0.97893,206,206,0.95927,0.99859
1991,66 and older,Schleswig-Holstein,No,0.97666,31,31,0.92264,1.03069
1991,66 and older,Thuringa,No,0.98600,67,67,0.95765,1.01435
1992,17-29 y.,Schleswig-Holstein,No,0.55107,40,40,0.39496,0.70717
1992,17-29 y.,Lower Saxony,Yes,0.39885,103,276,0.34098,0.45673
1992,17-29 y.,Lower Saxony,No,0.60115,173,276,0.54327,0.65902
1992,17-29 y.,North Rhine-Westphalia,Yes,0.43016,288,716,0.39387,0.46645
1992,17-29 y.,North Rhine-Westphalia,No,0.56774,428,716,0.53143,0.60405
1992,17-29 y.,Hesse,Yes,0.42807,96,260,0.36781,0.48833
1992,17-29 y.,Hesse,No,0.57193,164,260,0.51167,0.63219
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.33507,60,174,0.26473,0.40540
1992,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.66493,114,174,0.59460,0.73527
1992,17-29 y.,Baden-Wuerttemberg,Yes,0.36046,166,545,0.32011,0.40081
1992,17-29 y.,Baden-Wuerttemberg,No,0.63954,379,545,0.59919,0.67989
1992,17-29 y.,Bavaria,Yes,0.35718,150,481,0.31431,0.40004
1992,17-29 y.,Bavaria,No,0.64282,331,481,0.59996,0.68569
1992,17-29 y.,Berlin,Yes,0.40880,72,157,0.33165,0.48595
1992,17-29 y.,Berlin,No,0.59120,85,157,0.51405,0.66835
1992,17-29 y.,Brandenburg,Yes,0.36858,62,150,0.29112,0.44605
1992,17-29 y.,Brandenburg,No,0.63142,88,150,0.55395,0.70888
1992,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.28644,38,98,0.19647,0.37641
1992,17-29 y.,Mecklenburg-Western Pomerania,No,0.71356,60,98,0.62359,0.80353
1992,17-29 y.,Saxony,Yes,0.33245,95,246,0.27346,0.39144
1992,17-29 y.,Saxony,No,0.66755,151,246,0.60856,0.72654
1992,17-29 y.,Saxony-Anhalt,Yes,0.32371,70,185,0.25610,0.39132
1992,17-29 y.,Saxony-Anhalt,No,0.67629,115,185,0.60868,0.74390
1992,17-29 y.,Thuringa,Yes,0.27148,55,174,0.20521,0.33775
1992,17-29 y.,Thuringa,No,0.72852,119,174,0.66225,0.79479
