year,age_gr,quintil_oecd,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,46-65 y.,4th Quintile,No,0.98993,718,718,0.98262,0.99724
1985,46-65 y.,5th Quintile,No,0.99139,780,780,0.98491,0.99788
1985,66 and older,3rd Quintile,No,0.99597,224,224,0.98766,1.00429
1985,66 and older,5th Quintile,No,0.99245,168,168,0.97933,1.00558
1986,17-29 y.,1st Quintile,Yes,0.50186,312,662,0.46375,0.53998
1986,17-29 y.,1st Quintile,No,0.49814,350,662,0.46002,0.53625
1986,17-29 y.,2nd Quintile,Yes,0.41201,243,609,0.37288,0.45113
1986,17-29 y.,2nd Quintile,No,0.58766,366,609,0.54853,0.62679
1986,17-29 y.,3rd Quintile,Yes,0.43999,259,615,0.40072,0.47925
1986,17-29 y.,3rd Quintile,No,0.55959,356,615,0.52032,0.59886
1986,17-29 y.,4th Quintile,Yes,0.34014,215,664,0.30408,0.37621
1986,17-29 y.,4th Quintile,No,0.65986,449,664,0.62379,0.69592
1986,17-29 y.,5th Quintile,Yes,0.37551,186,499,0.33298,0.41804
1986,17-29 y.,5th Quintile,No,0.62449,313,499,0.58196,0.66702
1986,30-45 y.,1st Quintile,No,0.96020,586,586,0.94436,0.97605
1986,30-45 y.,2nd Quintile,No,0.97011,671,671,0.95721,0.98300
1986,30-45 y.,3rd Quintile,No,0.94473,628,628,0.92684,0.96262
1986,30-45 y.,4th Quintile,No,0.95506,618,618,0.93871,0.97141
1986,30-45 y.,5th Quintile,Yes,0.05797,39,680,0.04039,0.07555
1986,30-45 y.,5th Quintile,No,0.94203,641,680,0.92445,0.95961
1986,46-65 y.,1st Quintile,No,0.99671,552,552,0.99193,1.00149
1986,46-65 y.,2nd Quintile,No,0.99755,538,538,0.99337,1.00173
1986,46-65 y.,3rd Quintile,No,0.99186,618,618,0.98477,0.99895
1986,46-65 y.,4th Quintile,No,0.98782,737,737,0.97990,0.99574
1986,46-65 y.,5th Quintile,No,0.99414,765,765,0.98873,0.99955
1986,66 and older,1st Quintile,No,0.99520,252,252,0.98665,1.00375
1986,66 and older,3rd Quintile,No,0.99802,213,213,0.99203,1.00401
1986,66 and older,5th Quintile,No,0.99012,152,152,0.97435,1.00590
1987,17-29 y.,1st Quintile,Yes,0.52504,303,644,0.48644,0.56364
1987,17-29 y.,1st Quintile,No,0.47422,341,644,0.43563,0.51282
1987,17-29 y.,2nd Quintile,Yes,0.36176,234,619,0.32387,0.39964
1987,17-29 y.,2nd Quintile,No,0.63791,385,619,0.60002,0.67580
1987,17-29 y.,3rd Quintile,Yes,0.36404,250,608,0.32576,0.40231
1987,17-29 y.,3rd Quintile,No,0.63596,358,608,0.59769,0.67424
1987,17-29 y.,4th Quintile,Yes,0.34149,236,653,0.30509,0.37789
1987,17-29 y.,4th Quintile,No,0.65368,417,653,0.61716,0.69020
1987,17-29 y.,5th Quintile,Yes,0.33517,164,481,0.29294,0.37741
1987,17-29 y.,5th Quintile,No,0.66483,317,481,0.62259,0.70706
1987,30-45 y.,1st Quintile,No,0.94540,539,539,0.92621,0.96460
1987,30-45 y.,2nd Quintile,No,0.96187,636,636,0.94697,0.97676
1987,30-45 y.,3rd Quintile,No,0.97000,633,633,0.95670,0.98330
1987,30-45 y.,4th Quintile,No,0.94230,594,594,0.92353,0.96107
1987,30-45 y.,5th Quintile,Yes,0.05717,36,682,0.03973,0.07460
1987,30-45 y.,5th Quintile,No,0.94283,646,682,0.92540,0.96027
1987,46-65 y.,1st Quintile,No,0.99676,515,515,0.99186,1.00167
1987,46-65 y.,2nd Quintile,No,0.98917,538,538,0.98042,0.99792
1987,46-65 y.,3rd Quintile,No,0.99255,630,630,0.98583,0.99927
1987,46-65 y.,4th Quintile,No,0.98942,744,744,0.98207,0.99678
1987,46-65 y.,5th Quintile,No,0.98470,758,758,0.97596,0.99345
1987,66 and older,1st Quintile,No,0.99634,310,310,0.98961,1.00307
1987,66 and older,2nd Quintile,No,0.99432,228,228,0.98455,1.00410
1988,17-29 y.,1st Quintile,Yes,0.49438,277,639,0.45559,0.53318
1988,17-29 y.,1st Quintile,No,0.50562,362,639,0.46682,0.54441
1988,17-29 y.,2nd Quintile,Yes,0.43350,237,563,0.39252,0.47447
1988,17-29 y.,2nd Quintile,No,0.56614,326,563,0.52517,0.60712
1988,17-29 y.,3rd Quintile,Yes,0.41536,257,608,0.37615,0.45456
1988,17-29 y.,3rd Quintile,No,0.58464,351,608,0.54544,0.62385
1988,17-29 y.,4th Quintile,Yes,0.30522,200,626,0.26912,0.34133
1988,17-29 y.,4th Quintile,No,0.69478,426,626,0.65867,0.73088
1988,17-29 y.,5th Quintile,Yes,0.31197,140,434,0.26833,0.35561
1988,17-29 y.,5th Quintile,No,0.68412,294,434,0.64034,0.72791
1988,30-45 y.,1st Quintile,No,0.93129,518,518,0.90949,0.95310
1988,30-45 y.,2nd Quintile,No,0.95876,624,624,0.94314,0.97437
1988,30-45 y.,3rd Quintile,No,0.95507,575,575,0.93813,0.97202
1988,30-45 y.,4th Quintile,No,0.96757,542,542,0.95264,0.98250
1988,30-45 y.,5th Quintile,No,0.96751,588,588,0.95317,0.98185
1988,46-65 y.,1st Quintile,No,0.99391,509,509,0.98715,1.00068
1988,46-65 y.,2nd Quintile,No,0.99432,509,509,0.98779,1.00086
1988,46-65 y.,3rd Quintile,No,0.98953,621,621,0.98151,0.99754
1988,46-65 y.,4th Quintile,No,0.99181,728,728,0.98526,0.99836
1988,46-65 y.,5th Quintile,No,0.98937,724,724,0.98189,0.99684
1989,17-29 y.,1st Quintile,Yes,0.51732,275,642,0.47863,0.55600
1989,17-29 y.,1st Quintile,No,0.48019,367,642,0.44151,0.51887
1989,17-29 y.,2nd Quintile,Yes,0.38856,223,604,0.34965,0.42746
1989,17-29 y.,2nd Quintile,No,0.61144,381,604,0.57254,0.65035
1989,17-29 y.,3rd Quintile,Yes,0.41750,210,531,0.37552,0.45949
1989,17-29 y.,3rd Quintile,No,0.58250,321,531,0.54051,0.62448
1989,17-29 y.,4th Quintile,Yes,0.32624,194,628,0.28955,0.36294
1989,17-29 y.,4th Quintile,No,0.67376,434,628,0.63706,0.71045
1989,17-29 y.,5th Quintile,Yes,0.32159,130,421,0.27692,0.36626
1989,17-29 y.,5th Quintile,No,0.67560,291,421,0.63083,0.72038
1989,30-45 y.,1st Quintile,No,0.96268,498,498,0.94602,0.97935
1989,30-45 y.,2nd Quintile,No,0.95196,592,592,0.93472,0.96920
1989,30-45 y.,3rd Quintile,No,0.94151,569,569,0.92221,0.96081
1989,30-45 y.,4th Quintile,No,0.95497,512,512,0.93699,0.97295
1989,30-45 y.,5th Quintile,No,0.95776,567,567,0.94119,0.97433
1989,46-65 y.,1st Quintile,No,0.99442,479,479,0.98774,1.00110
1989,46-65 y.,3rd Quintile,No,0.99076,581,581,0.98297,0.99855
1989,46-65 y.,4th Quintile,No,0.98789,706,706,0.97982,0.99597
1989,46-65 y.,5th Quintile,No,0.99477,668,668,0.98930,1.00024
1989,66 and older,4th Quintile,No,0.99393,159,159,0.98183,1.00604
1989,66 and older,5th Quintile,No,0.98924,163,163,0.97335,1.00513
1990,17-29 y.,1st Quintile,Yes,0.48760,243,577,0.44678,0.52842
1990,17-29 y.,1st Quintile,No,0.51035,334,577,0.46953,0.55118
1990,17-29 y.,2nd Quintile,Yes,0.42706,215,567,0.38631,0.46781
1990,17-29 y.,2nd Quintile,No,0.57117,352,567,0.53039,0.61194
1990,17-29 y.,3rd Quintile,Yes,0.38696,201,554,0.34636,0.42755
1990,17-29 y.,3rd Quintile,No,0.61304,353,554,0.57245,0.65364
1990,17-29 y.,4th Quintile,Yes,0.28962,172,608,0.25354,0.32571
1990,17-29 y.,4th Quintile,No,0.71038,436,608,0.67429,0.74646
1990,17-29 y.,5th Quintile,Yes,0.35674,127,406,0.31009,0.40340
1990,17-29 y.,5th Quintile,No,0.64326,279,406,0.59660,0.68991
1990,30-45 y.,1st Quintile,No,0.95941,500,500,0.94210,0.97672
1990,30-45 y.,2nd Quintile,No,0.94910,599,599,0.93148,0.96671
1990,30-45 y.,3rd Quintile,No,0.95375,558,558,0.93631,0.97119
1990,30-45 y.,4th Quintile,No,0.93406,458,458,0.91131,0.95682
1990,30-45 y.,5th Quintile,No,0.97695,575,575,0.96467,0.98923
1990,46-65 y.,1st Quintile,No,0.99669,507,507,0.99169,1.00170
1990,46-65 y.,2nd Quintile,No,0.99343,476,476,0.98616,1.00069
1990,46-65 y.,3rd Quintile,No,0.99377,576,576,0.98734,1.00020
1990,46-65 y.,4th Quintile,No,0.98953,669,669,0.98181,0.99725
1990,46-65 y.,5th Quintile,No,0.96860,658,658,0.95526,0.98193
1990,66 and older,4th Quintile,No,0.99582,172,172,0.98615,1.00549
1991,17-29 y.,1st Quintile,Yes,0.44214,247,605,0.40253,0.48175
1991,17-29 y.,1st Quintile,No,0.55615,358,605,0.51653,0.59577
1991,17-29 y.,2nd Quintile,Yes,0.42246,207,546,0.38099,0.46393
1991,17-29 y.,2nd Quintile,No,0.57754,339,546,0.53607,0.61901
1991,17-29 y.,3rd Quintile,Yes,0.40773,219,549,0.36659,0.44888
1991,17-29 y.,3rd Quintile,No,0.59227,330,549,0.55112,0.63341
1991,17-29 y.,4th Quintile,Yes,0.33891,173,565,0.29984,0.37797
1991,17-29 y.,4th Quintile,No,0.66109,392,565,0.62203,0.70016
1991,17-29 y.,5th Quintile,Yes,0.32620,131,419,0.28125,0.37114
1991,17-29 y.,5th Quintile,No,0.67380,288,419,0.62886,0.71875
1991,30-45 y.,1st Quintile,No,0.92409,434,434,0.89915,0.94904
1991,30-45 y.,2nd Quintile,No,0.92847,600,600,0.90784,0.94911
1991,30-45 y.,3rd Quintile,No,0.95553,582,582,0.93877,0.97229
1991,30-45 y.,4th Quintile,No,0.96048,498,498,0.94335,0.97761
1991,30-45 y.,5th Quintile,Yes,0.07033,37,612,0.05006,0.09061
1991,30-45 y.,5th Quintile,No,0.92967,575,612,0.90939,0.94994
1991,46-65 y.,1st Quintile,No,0.99481,471,471,0.98831,1.00131
1991,46-65 y.,2nd Quintile,No,0.99663,471,471,0.99139,1.00187
1991,46-65 y.,4th Quintile,No,0.98727,678,678,0.97882,0.99571
1991,46-65 y.,5th Quintile,No,0.98550,651,651,0.97631,0.99469
1991,66 and older,4th Quintile,No,0.99461,174,174,0.98371,1.00552
1992,17-29 y.,1st Quintile,Yes,0.41430,282,697,0.37770,0.45089
1992,17-29 y.,1st Quintile,No,0.58482,415,697,0.54821,0.62143
1992,17-29 y.,2nd Quintile,Yes,0.39110,316,811,0.35749,0.42470
1992,17-29 y.,2nd Quintile,No,0.60890,495,811,0.57530,0.64251
1992,17-29 y.,3rd Quintile,Yes,0.40777,295,765,0.37293,0.44262
1992,17-29 y.,3rd Quintile,No,0.59223,470,765,0.55738,0.62707
1992,17-29 y.,4th Quintile,Yes,0.36751,243,736,0.33265,0.40237
1992,17-29 y.,4th Quintile,No,0.63117,493,736,0.59629,0.66606
1992,17-29 y.,5th Quintile,Yes,0.30304,156,563,0.26505,0.34104
1992,17-29 y.,5th Quintile,No,0.69696,407,563,0.65896,0.73495
1992,30-45 y.,1st Quintile,Yes,0.06709,58,825,0.05001,0.08417
1992,30-45 y.,1st Quintile,No,0.93291,767,825,0.91583,0.94999
1992,30-45 y.,2nd Quintile,Yes,0.08626,81,1023,0.06905,0.10347
1992,30-45 y.,2nd Quintile,No,0.91374,942,1023,0.89653,0.93095
1992,30-45 y.,3rd Quintile,Yes,0.07367,65,898,0.05658,0.09077
1992,30-45 y.,3rd Quintile,No,0.92633,833,898,0.90923,0.94342
1992,30-45 y.,4th Quintile,Yes,0.05685,45,775,0.04054,0.07317
1992,30-45 y.,4th Quintile,No,0.94315,730,775,0.92683,0.95946
1992,30-45 y.,5th Quintile,Yes,0.04458,36,739,0.02969,0.05946
1992,30-45 y.,5th Quintile,No,0.95542,703,739,0.94054,0.97031
1992,46-65 y.,1st Quintile,No,0.98712,745,745,0.97902,0.99522
1992,46-65 y.,2nd Quintile,No,0.98549,711,711,0.97669,0.99428
1992,46-65 y.,3rd Quintile,No,0.98315,756,756,0.97396,0.99233
1992,46-65 y.,4th Quintile,No,0.97787,878,878,0.96814,0.98761
1992,46-65 y.,5th Quintile,No,0.98452,865,865,0.97629,0.99275
1992,66 and older,3rd Quintile,No,0.99772,230,230,0.99155,1.00390
1993,17-29 y.,1st Quintile,Yes,0.42910,296,730,0.39317,0.46502
1993,17-29 y.,1st Quintile,No,0.56925,434,730,0.53331,0.60520
1993,17-29 y.,2nd Quintile,Yes,0.41895,309,752,0.38366,0.45424
1993,17-29 y.,2nd Quintile,No,0.58105,443,752,0.54576,0.61634
1993,17-29 y.,3rd Quintile,Yes,0.40521,288,751,0.37007,0.44034
1993,17-29 y.,3rd Quintile,No,0.59479,463,751,0.55966,0.62993
1993,17-29 y.,4th Quintile,Yes,0.36502,220,698,0.32927,0.40076
1993,17-29 y.,4th Quintile,No,0.63498,478,698,0.59924,0.67073
1993,17-29 y.,5th Quintile,Yes,0.33181,161,551,0.29246,0.37116
1993,17-29 y.,5th Quintile,No,0.66819,390,551,0.62884,0.70754
1993,30-45 y.,1st Quintile,Yes,0.09614,67,749,0.07501,0.11727
1993,30-45 y.,1st Quintile,No,0.90386,682,749,0.88273,0.92499
1993,30-45 y.,2nd Quintile,Yes,0.06012,56,987,0.04529,0.07496
1993,30-45 y.,2nd Quintile,No,0.93988,931,987,0.92504,0.95471
1993,30-45 y.,3rd Quintile,Yes,0.05461,59,924,0.03995,0.06927
1993,30-45 y.,3rd Quintile,No,0.94539,865,924,0.93073,0.96005
1993,30-45 y.,4th Quintile,Yes,0.05079,43,789,0.03546,0.06612
1993,30-45 y.,4th Quintile,No,0.94921,746,789,0.93388,0.96454
1993,30-45 y.,5th Quintile,Yes,0.03942,36,749,0.02547,0.05336
1993,30-45 y.,5th Quintile,No,0.96058,713,749,0.94664,0.97453
1993,46-65 y.,1st Quintile,No,0.99492,709,709,0.98969,1.00016
1993,46-65 y.,2nd Quintile,No,0.98879,696,696,0.98096,0.99662
1993,46-65 y.,3rd Quintile,No,0.99160,719,719,0.98493,0.99828
1993,46-65 y.,4th Quintile,No,0.98404,890,890,0.97580,0.99228
1993,46-65 y.,5th Quintile,No,0.98691,884,884,0.97941,0.99441
1994,17-29 y.,1st Quintile,Yes,0.42566,275,687,0.38866,0.46266
1994,17-29 y.,1st Quintile,No,0.57391,412,687,0.53691,0.61092
1994,17-29 y.,2nd Quintile,Yes,0.40218,263,702,0.36588,0.43848
1994,17-29 y.,2nd Quintile,No,0.59782,439,702,0.56152,0.63412
1994,17-29 y.,3rd Quintile,Yes,0.36293,264,718,0.32773,0.39813
1994,17-29 y.,3rd Quintile,No,0.63707,454,718,0.60187,0.67227
1994,17-29 y.,4th Quintile,Yes,0.34345,235,719,0.30871,0.37818
1994,17-29 y.,4th Quintile,No,0.65655,484,719,0.62182,0.69129
1994,17-29 y.,5th Quintile,Yes,0.29337,136,514,0.25397,0.33277
1994,17-29 y.,5th Quintile,No,0.70663,378,514,0.66723,0.74603
1994,30-45 y.,1st Quintile,Yes,0.07441,42,723,0.05527,0.09356
1994,30-45 y.,1st Quintile,No,0.92559,681,723,0.90644,0.94473
1994,30-45 y.,2nd Quintile,Yes,0.05899,48,941,0.04393,0.07405
1994,30-45 y.,2nd Quintile,No,0.94101,893,941,0.92595,0.95607
1994,30-45 y.,3rd Quintile,Yes,0.05980,59,941,0.04464,0.07496
1994,30-45 y.,3rd Quintile,No,0.94020,882,941,0.92504,0.95536
1994,30-45 y.,4th Quintile,Yes,0.05186,44,772,0.03621,0.06751
1994,30-45 y.,4th Quintile,No,0.94814,728,772,0.93249,0.96379
1994,30-45 y.,5th Quintile,Yes,0.05432,41,771,0.03831,0.07033
1994,30-45 y.,5th Quintile,No,0.94568,730,771,0.92967,0.96169
1994,46-65 y.,1st Quintile,No,0.99207,695,695,0.98547,0.99867
1994,46-65 y.,2nd Quintile,No,0.99155,663,663,0.98458,0.99852
1994,46-65 y.,3rd Quintile,No,0.98052,751,751,0.97062,0.99041
1994,46-65 y.,4th Quintile,No,0.99154,828,828,0.98529,0.99778
1994,46-65 y.,5th Quintile,No,0.97523,894,894,0.96504,0.98543
1994,66 and older,2nd Quintile,No,0.99745,386,386,0.99240,1.00249
1994,66 and older,4th Quintile,No,0.98881,218,218,0.97481,1.00281
1995,17-29 y.,1st Quintile,Yes,0.45316,322,761,0.41777,0.48856
1995,17-29 y.,1st Quintile,No,0.54607,439,761,0.51068,0.58147
1995,17-29 y.,2nd Quintile,Yes,0.41249,285,719,0.37648,0.44850
1995,17-29 y.,2nd Quintile,No,0.58751,434,719,0.55150,0.62352
1995,17-29 y.,3rd Quintile,Yes,0.37276,268,695,0.33678,0.40873
1995,17-29 y.,3rd Quintile,No,0.62724,427,695,0.59127,0.66322
1995,17-29 y.,4th Quintile,Yes,0.39806,239,686,0.36140,0.43471
1995,17-29 y.,4th Quintile,No,0.59930,447,686,0.56260,0.63600
1995,17-29 y.,5th Quintile,Yes,0.39062,183,494,0.34755,0.43369
1995,17-29 y.,5th Quintile,No,0.60938,311,494,0.56631,0.65245
1995,30-45 y.,1st Quintile,Yes,0.06956,47,838,0.05232,0.08679
1995,30-45 y.,1st Quintile,No,0.93044,791,838,0.91321,0.94768
1995,30-45 y.,2nd Quintile,Yes,0.07298,63,1017,0.05699,0.08897
1995,30-45 y.,2nd Quintile,No,0.92702,954,1017,0.91103,0.94301
1995,30-45 y.,3rd Quintile,Yes,0.04996,48,955,0.03613,0.06378
1995,30-45 y.,3rd Quintile,No,0.95004,907,955,0.93622,0.96387
1995,30-45 y.,4th Quintile,Yes,0.04184,40,831,0.02822,0.05546
1995,30-45 y.,4th Quintile,No,0.95743,791,831,0.94370,0.97117
1995,30-45 y.,5th Quintile,Yes,0.04689,43,797,0.03221,0.06158
1995,30-45 y.,5th Quintile,No,0.95311,754,797,0.93842,0.96779
1995,46-65 y.,1st Quintile,No,0.98940,637,637,0.98145,0.99736
1995,46-65 y.,2nd Quintile,No,0.99285,716,716,0.98667,0.99903
1995,46-65 y.,3rd Quintile,No,0.97979,727,727,0.96956,0.99003
1995,46-65 y.,4th Quintile,No,0.98220,868,868,0.97340,0.99100
1995,46-65 y.,5th Quintile,No,0.98293,954,954,0.97471,0.99116
1995,66 and older,1st Quintile,No,0.99756,300,300,0.99197,1.00315
1995,66 and older,4th Quintile,No,0.99440,268,268,0.98544,1.00335
1996,17-29 y.,1st Quintile,Yes,0.43557,315,758,0.40024,0.47089
1996,17-29 y.,1st Quintile,No,0.56443,443,758,0.52911,0.59976
1996,17-29 y.,2nd Quintile,Yes,0.40650,269,690,0.36983,0.44318
1996,17-29 y.,2nd Quintile,No,0.59350,421,690,0.55682,0.63017
1996,17-29 y.,3rd Quintile,Yes,0.41304,230,601,0.37364,0.45244
1996,17-29 y.,3rd Quintile,No,0.58696,371,601,0.54756,0.62636
1996,17-29 y.,4th Quintile,Yes,0.33559,209,664,0.29964,0.37153
1996,17-29 y.,4th Quintile,No,0.66441,455,664,0.62847,0.70036
1996,17-29 y.,5th Quintile,Yes,0.38691,171,448,0.34176,0.43206
1996,17-29 y.,5th Quintile,No,0.61169,277,448,0.56651,0.65687
1996,30-45 y.,1st Quintile,Yes,0.09474,61,828,0.07478,0.11470
1996,30-45 y.,1st Quintile,No,0.90526,767,828,0.88530,0.92522
1996,30-45 y.,2nd Quintile,Yes,0.05306,48,1008,0.03922,0.06691
1996,30-45 y.,2nd Quintile,No,0.94694,960,1008,0.93309,0.96078
1996,30-45 y.,3rd Quintile,Yes,0.05480,48,935,0.04021,0.06940
1996,30-45 y.,3rd Quintile,No,0.94520,887,935,0.93060,0.95979
1996,30-45 y.,4th Quintile,Yes,0.04253,49,886,0.02924,0.05583
1996,30-45 y.,4th Quintile,No,0.95747,837,886,0.94417,0.97076
1996,30-45 y.,5th Quintile,Yes,0.04575,40,779,0.03107,0.06044
1996,30-45 y.,5th Quintile,No,0.95425,739,779,0.93956,0.96893
1996,46-65 y.,1st Quintile,No,0.99025,617,617,0.98248,0.99801
1996,46-65 y.,2nd Quintile,No,0.98641,639,639,0.97743,0.99539
1996,46-65 y.,3rd Quintile,No,0.97740,770,770,0.96690,0.98791
1996,46-65 y.,4th Quintile,No,0.98640,859,859,0.97865,0.99415
1996,46-65 y.,5th Quintile,No,0.98955,952,952,0.98309,0.99602
1996,66 and older,1st Quintile,No,0.99488,332,332,0.98720,1.00257
1996,66 and older,2nd Quintile,No,0.99795,386,386,0.99342,1.00247
1996,66 and older,3rd Quintile,No,0.99649,330,330,0.99010,1.00288
1996,66 and older,4th Quintile,No,0.98202,285,285,0.96656,0.99747
1996,66 and older,5th Quintile,No,0.98998,206,206,0.97635,1.00361
1997,17-29 y.,1st Quintile,Yes,0.46421,297,683,0.42678,0.50164
1997,17-29 y.,1st Quintile,No,0.53116,386,683,0.49371,0.56861
1997,17-29 y.,2nd Quintile,Yes,0.45553,294,679,0.41804,0.49302
1997,17-29 y.,2nd Quintile,No,0.54447,385,679,0.50698,0.58196
1997,17-29 y.,3rd Quintile,Yes,0.37112,219,584,0.33190,0.41033
1997,17-29 y.,3rd Quintile,No,0.62888,365,584,0.58967,0.66810
1997,17-29 y.,4th Quintile,Yes,0.36234,230,639,0.32504,0.39964
1997,17-29 y.,4th Quintile,No,0.63766,409,639,0.60036,0.67496
1997,17-29 y.,5th Quintile,Yes,0.42261,162,442,0.37650,0.46871
1997,17-29 y.,5th Quintile,No,0.57739,280,442,0.53129,0.62350
1997,30-45 y.,1st Quintile,Yes,0.08079,53,774,0.06158,0.10000
1997,30-45 y.,1st Quintile,No,0.91921,721,774,0.90000,0.93842
1997,30-45 y.,2nd Quintile,Yes,0.05555,48,995,0.04131,0.06979
1997,30-45 y.,2nd Quintile,No,0.94445,947,995,0.93021,0.95869
1997,30-45 y.,3rd Quintile,Yes,0.07258,54,919,0.05579,0.08936
1997,30-45 y.,3rd Quintile,No,0.92742,865,919,0.91064,0.94421
1997,30-45 y.,4th Quintile,Yes,0.05871,53,872,0.04310,0.07432
1997,30-45 y.,4th Quintile,No,0.94129,819,872,0.92568,0.95690
1997,30-45 y.,5th Quintile,Yes,0.05389,53,806,0.03830,0.06949
1997,30-45 y.,5th Quintile,No,0.94611,753,806,0.93051,0.96170
1997,46-65 y.,1st Quintile,No,0.99672,582,582,0.99207,1.00137
1997,46-65 y.,2nd Quintile,No,0.98885,671,671,0.98090,0.99680
1997,46-65 y.,3rd Quintile,No,0.99403,714,714,0.98838,0.99969
1997,46-65 y.,4th Quintile,No,0.98769,896,896,0.98047,0.99492
1997,46-65 y.,5th Quintile,No,0.98202,944,944,0.97354,0.99050
1997,66 and older,1st Quintile,No,0.99396,338,338,0.98569,1.00223
1998,17-29 y.,1st Quintile,Yes,0.44552,302,693,0.40849,0.48255
1998,17-29 y.,1st Quintile,No,0.55448,391,693,0.51745,0.59151
1998,17-29 y.,2nd Quintile,Yes,0.42561,278,650,0.38757,0.46365
1998,17-29 y.,2nd Quintile,No,0.57439,372,650,0.53635,0.61243
1998,17-29 y.,3rd Quintile,Yes,0.43869,234,542,0.39688,0.48051
1998,17-29 y.,3rd Quintile,No,0.56131,308,542,0.51949,0.60312
1998,17-29 y.,4th Quintile,Yes,0.39957,207,596,0.36022,0.43893
1998,17-29 y.,4th Quintile,No,0.60043,389,596,0.56107,0.63978
1998,17-29 y.,5th Quintile,Yes,0.44925,147,369,0.39843,0.50008
1998,17-29 y.,5th Quintile,No,0.55075,222,369,0.49992,0.60157
1998,30-45 y.,1st Quintile,Yes,0.08300,47,752,0.06327,0.10273
1998,30-45 y.,1st Quintile,No,0.91700,705,752,0.89727,0.93673
1998,30-45 y.,2nd Quintile,Yes,0.04815,37,946,0.03450,0.06180
1998,30-45 y.,2nd Quintile,No,0.95185,909,946,0.93820,0.96550
1998,30-45 y.,3rd Quintile,Yes,0.04004,40,898,0.02721,0.05287
1998,30-45 y.,3rd Quintile,No,0.95996,858,898,0.94713,0.97279
1998,30-45 y.,4th Quintile,Yes,0.06075,44,862,0.04480,0.07671
1998,30-45 y.,4th Quintile,No,0.93925,818,862,0.92329,0.95520
1998,30-45 y.,5th Quintile,Yes,0.05202,37,765,0.03628,0.06777
