year,age_gr,quintil_oecd,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,30-45 y.,3rd Quintile,No,0.94022,1451,1513,0.92827,0.95217
2011,30-45 y.,4th Quintile,Yes,0.04475,63,1466,0.03416,0.05534
2011,30-45 y.,4th Quintile,No,0.95525,1403,1466,0.94466,0.96584
2011,30-45 y.,5th Quintile,Yes,0.06673,63,1426,0.05377,0.07968
2011,30-45 y.,5th Quintile,No,0.93327,1363,1426,0.92032,0.94623
2011,46-65 y.,1st Quintile,No,0.99094,1073,1073,0.98526,0.99661
2011,46-65 y.,2nd Quintile,No,0.99389,997,997,0.98905,0.99873
2011,46-65 y.,3rd Quintile,No,0.99119,1185,1185,0.98587,0.99651
2011,46-65 y.,4th Quintile,No,0.98924,1423,1423,0.98388,0.99460
2011,46-65 y.,5th Quintile,No,0.99276,2144,2144,0.98917,0.99635
2011,66 and older,2nd Quintile,No,0.99953,941,941,0.99814,1.00092
2011,66 and older,5th Quintile,No,0.99756,782,782,0.99410,1.00102
2012,17-29 y.,1st Quintile,Yes,0.46073,558,1212,0.43266,0.48881
2012,17-29 y.,1st Quintile,No,0.47391,654,1212,0.44578,0.50203
2012,17-29 y.,2nd Quintile,Yes,0.43198,359,746,0.39641,0.46755
2012,17-29 y.,2nd Quintile,No,0.49698,387,746,0.46108,0.53288
2012,17-29 y.,3rd Quintile,Yes,0.42683,344,664,0.38918,0.46448
2012,17-29 y.,3rd Quintile,No,0.49327,320,664,0.45521,0.53133
2012,17-29 y.,4th Quintile,Yes,0.41949,316,582,0.37936,0.45962
2012,17-29 y.,4th Quintile,No,0.50989,266,582,0.46924,0.55054
2012,17-29 y.,5th Quintile,Yes,0.52370,259,422,0.47599,0.57140
2012,17-29 y.,5th Quintile,No,0.39979,163,422,0.35300,0.44658
2012,30-45 y.,1st Quintile,Yes,0.08864,126,1974,0.07610,0.10118
2012,30-45 y.,1st Quintile,No,0.91136,1848,1974,0.89882,0.92390
2012,30-45 y.,2nd Quintile,Yes,0.04648,87,1797,0.03674,0.05621
2012,30-45 y.,2nd Quintile,No,0.95352,1710,1797,0.94379,0.96326
2012,30-45 y.,3rd Quintile,Yes,0.05719,68,1702,0.04616,0.06823
2012,30-45 y.,3rd Quintile,No,0.94281,1634,1702,0.93177,0.95384
2012,30-45 y.,4th Quintile,Yes,0.03732,65,1581,0.02797,0.04666
2012,30-45 y.,4th Quintile,No,0.96268,1516,1581,0.95334,0.97203
2012,30-45 y.,5th Quintile,Yes,0.04969,59,1468,0.03857,0.06080
2012,30-45 y.,5th Quintile,No,0.95031,1409,1468,0.93920,0.96143
2012,46-65 y.,1st Quintile,No,0.98980,1397,1397,0.98453,0.99507
2012,46-65 y.,2nd Quintile,No,0.99254,1229,1229,0.98773,0.99735
2012,46-65 y.,3rd Quintile,No,0.99157,1517,1517,0.98697,0.99617
2012,46-65 y.,4th Quintile,No,0.99090,1757,1757,0.98646,0.99534
2012,46-65 y.,5th Quintile,Yes,0.01155,34,2479,0.00735,0.01576
2012,46-65 y.,5th Quintile,No,0.98845,2445,2479,0.98424,0.99265
2012,66 and older,2nd Quintile,No,0.99804,1149,1149,0.99547,1.00060
2012,66 and older,5th Quintile,No,0.99612,876,876,0.99200,1.00024
2013,17-29 y.,1st Quintile,Yes,0.51304,603,1132,0.48391,0.54217
2013,17-29 y.,1st Quintile,No,0.40582,529,1132,0.37720,0.43443
2013,17-29 y.,2nd Quintile,Yes,0.43733,411,799,0.40291,0.47175
2013,17-29 y.,2nd Quintile,No,0.45991,388,799,0.42533,0.49449
2013,17-29 y.,3rd Quintile,Yes,0.43153,367,675,0.39414,0.46893
2013,17-29 y.,3rd Quintile,No,0.49396,308,675,0.45622,0.53171
2013,17-29 y.,4th Quintile,Yes,0.46665,326,582,0.42608,0.50722
2013,17-29 y.,4th Quintile,No,0.46968,256,582,0.42910,0.51026
2013,17-29 y.,5th Quintile,Yes,0.56693,288,449,0.52104,0.61281
2013,17-29 y.,5th Quintile,No,0.35384,161,449,0.30957,0.39812
2013,30-45 y.,1st Quintile,Yes,0.10594,125,1785,0.09166,0.12022
2013,30-45 y.,1st Quintile,No,0.89406,1660,1785,0.87978,0.90834
2013,30-45 y.,2nd Quintile,Yes,0.04820,93,1791,0.03828,0.05813
2013,30-45 y.,2nd Quintile,No,0.95180,1698,1791,0.94187,0.96172
2013,30-45 y.,3rd Quintile,Yes,0.06388,79,1572,0.05179,0.07597
2013,30-45 y.,3rd Quintile,No,0.93597,1493,1572,0.92386,0.94808
2013,30-45 y.,4th Quintile,Yes,0.04420,68,1517,0.03386,0.05455
2013,30-45 y.,4th Quintile,No,0.95580,1449,1517,0.94545,0.96614
2013,30-45 y.,5th Quintile,Yes,0.06373,61,1385,0.05086,0.07659
2013,30-45 y.,5th Quintile,No,0.93627,1324,1385,0.92341,0.94914
2013,46-65 y.,1st Quintile,No,0.97659,1420,1420,0.96872,0.98445
2013,46-65 y.,2nd Quintile,No,0.99413,1359,1359,0.99007,0.99820
2013,46-65 y.,3rd Quintile,No,0.99404,1614,1614,0.99028,0.99780
2013,46-65 y.,4th Quintile,No,0.99115,1900,1900,0.98693,0.99536
2013,46-65 y.,5th Quintile,No,0.98879,2625,2625,0.98476,0.99282
2013,66 and older,3rd Quintile,No,0.99828,1054,1054,0.99577,1.00078
2013,66 and older,4th Quintile,No,0.99762,869,869,0.99437,1.00086
2014,17-29 y.,1st Quintile,Yes,0.50786,773,1456,0.48218,0.53355
2014,17-29 y.,1st Quintile,No,0.42588,683,1456,0.40047,0.45128
2014,17-29 y.,2nd Quintile,Yes,0.44340,428,877,0.41050,0.47630
2014,17-29 y.,2nd Quintile,No,0.46342,449,877,0.43040,0.49644
2014,17-29 y.,3rd Quintile,Yes,0.45621,392,760,0.42078,0.49165
2014,17-29 y.,3rd Quintile,No,0.48125,368,760,0.44570,0.51679
2014,17-29 y.,4th Quintile,Yes,0.44610,385,726,0.40991,0.48228
2014,17-29 y.,4th Quintile,No,0.50354,341,726,0.46714,0.53993
2014,17-29 y.,5th Quintile,Yes,0.45915,260,475,0.41429,0.50401
2014,17-29 y.,5th Quintile,No,0.46707,215,475,0.42216,0.51199
2014,30-45 y.,1st Quintile,Yes,0.08513,123,1891,0.07255,0.09771
2014,30-45 y.,1st Quintile,No,0.91487,1768,1891,0.90229,0.92745
2014,30-45 y.,2nd Quintile,Yes,0.07212,113,1928,0.06057,0.08367
2014,30-45 y.,2nd Quintile,No,0.92788,1815,1928,0.91633,0.93943
2014,30-45 y.,3rd Quintile,Yes,0.05198,76,1702,0.04143,0.06253
2014,30-45 y.,3rd Quintile,No,0.94802,1626,1702,0.93747,0.95857
2014,30-45 y.,4th Quintile,Yes,0.04933,71,1561,0.03858,0.06007
2014,30-45 y.,4th Quintile,No,0.95067,1490,1561,0.93993,0.96142
2014,30-45 y.,5th Quintile,Yes,0.06619,73,1437,0.05333,0.07905
2014,30-45 y.,5th Quintile,No,0.93381,1364,1437,0.92095,0.94667
2014,46-65 y.,1st Quintile,No,0.98990,1619,1619,0.98503,0.99477
2014,46-65 y.,2nd Quintile,No,0.98530,1426,1426,0.97905,0.99155
2014,46-65 y.,3rd Quintile,No,0.99418,1644,1644,0.99051,0.99786
2014,46-65 y.,4th Quintile,No,0.98792,1941,1941,0.98306,0.99278
2014,46-65 y.,5th Quintile,No,0.99209,2553,2553,0.98865,0.99553
2014,66 and older,2nd Quintile,No,0.99719,1263,1263,0.99426,1.00011
2014,66 and older,3rd Quintile,No,0.99917,1056,1056,0.99742,1.00091
2014,66 and older,5th Quintile,No,0.99440,913,913,0.98956,0.99924
2015,17-29 y.,1st Quintile,Yes,0.51967,688,1258,0.49205,0.54729
2015,17-29 y.,1st Quintile,No,0.41809,570,1258,0.39082,0.44535
2015,17-29 y.,2nd Quintile,Yes,0.44994,448,873,0.41692,0.48296
2015,17-29 y.,2nd Quintile,No,0.46995,425,873,0.43682,0.50307
2015,17-29 y.,3rd Quintile,Yes,0.41475,382,753,0.37953,0.44996
2015,17-29 y.,3rd Quintile,No,0.50512,371,753,0.46938,0.54085
2015,17-29 y.,4th Quintile,Yes,0.44386,337,629,0.40500,0.48272
2015,17-29 y.,4th Quintile,No,0.49661,292,629,0.45751,0.53572
2015,17-29 y.,5th Quintile,Yes,0.47690,259,451,0.43076,0.52305
2015,17-29 y.,5th Quintile,No,0.46381,192,451,0.41774,0.50989
2015,30-45 y.,1st Quintile,Yes,0.09914,101,1582,0.08441,0.11387
2015,30-45 y.,1st Quintile,No,0.90086,1481,1582,0.88613,0.91559
2015,30-45 y.,2nd Quintile,Yes,0.05303,77,1657,0.04224,0.06382
2015,30-45 y.,2nd Quintile,No,0.94697,1580,1657,0.93618,0.95776
2015,30-45 y.,3rd Quintile,Yes,0.06739,74,1536,0.05485,0.07993
2015,30-45 y.,3rd Quintile,No,0.93261,1462,1536,0.92007,0.94515
2015,30-45 y.,4th Quintile,Yes,0.05349,61,1366,0.04156,0.06543
2015,30-45 y.,4th Quintile,No,0.94651,1305,1366,0.93457,0.95844
2015,30-45 y.,5th Quintile,Yes,0.04831,53,1246,0.03640,0.06022
2015,30-45 y.,5th Quintile,No,0.95169,1193,1246,0.93978,0.96360
2015,46-65 y.,1st Quintile,No,0.98789,1460,1460,0.98228,0.99351
2015,46-65 y.,2nd Quintile,No,0.99167,1461,1461,0.98701,0.99634
2015,46-65 y.,3rd Quintile,No,0.98811,1546,1546,0.98270,0.99351
2015,46-65 y.,4th Quintile,No,0.99633,1885,1885,0.99360,0.99906
2015,46-65 y.,5th Quintile,No,0.99121,2457,2457,0.98752,0.99490
2015,66 and older,2nd Quintile,No,0.99822,1288,1288,0.99592,1.00052
2015,66 and older,4th Quintile,No,0.99117,883,883,0.98499,0.99734
2015,66 and older,5th Quintile,No,0.99869,931,931,0.99637,1.00101
2016,17-29 y.,1st Quintile,Yes,0.49973,648,1287,0.47241,0.52706
2016,17-29 y.,1st Quintile,No,0.43701,639,1287,0.40990,0.46412
2016,17-29 y.,2nd Quintile,Yes,0.47237,435,867,0.43912,0.50562
2016,17-29 y.,2nd Quintile,No,0.43103,432,867,0.39805,0.46402
2016,17-29 y.,3rd Quintile,Yes,0.41310,332,700,0.37660,0.44960
2016,17-29 y.,3rd Quintile,No,0.51585,368,700,0.47880,0.55289
2016,17-29 y.,4th Quintile,Yes,0.40073,295,577,0.36071,0.44075
2016,17-29 y.,4th Quintile,No,0.52712,282,577,0.48634,0.56789
2016,17-29 y.,5th Quintile,Yes,0.48422,246,427,0.43676,0.53168
2016,17-29 y.,5th Quintile,No,0.46867,181,427,0.42128,0.51606
2016,30-45 y.,1st Quintile,Yes,0.10566,131,1628,0.09072,0.12060
2016,30-45 y.,1st Quintile,No,0.89418,1497,1628,0.87924,0.90913
2016,30-45 y.,2nd Quintile,Yes,0.03950,62,1605,0.02997,0.04904
2016,30-45 y.,2nd Quintile,No,0.96050,1543,1605,0.95096,0.97003
2016,30-45 y.,3rd Quintile,Yes,0.06750,56,1392,0.05431,0.08068
2016,30-45 y.,3rd Quintile,No,0.93250,1336,1392,0.91932,0.94569
2016,30-45 y.,4th Quintile,Yes,0.06483,69,1354,0.05171,0.07795
2016,30-45 y.,4th Quintile,No,0.93517,1285,1354,0.92205,0.94829
2016,30-45 y.,5th Quintile,Yes,0.04637,48,1117,0.03403,0.05870
2016,30-45 y.,5th Quintile,No,0.95363,1069,1117,0.94130,0.96597
2016,46-65 y.,1st Quintile,No,0.99133,1394,1394,0.98647,0.99620
2016,46-65 y.,2nd Quintile,No,0.98987,1470,1470,0.98475,0.99499
2016,46-65 y.,3rd Quintile,No,0.99423,1520,1520,0.99042,0.99804
2016,46-65 y.,4th Quintile,No,0.99413,1818,1818,0.99062,0.99764
2016,46-65 y.,5th Quintile,No,0.99185,2316,2316,0.98819,0.99551
2016,66 and older,2nd Quintile,No,0.99934,1203,1203,0.99788,1.00079
2016,66 and older,4th Quintile,No,0.99847,831,831,0.99580,1.00113
2016,66 and older,5th Quintile,No,0.99484,951,951,0.99029,0.99940
2017,17-29 y.,1st Quintile,Yes,0.50459,732,1687,0.48072,0.52846
2017,17-29 y.,1st Quintile,No,0.42603,955,1687,0.40243,0.44964
2017,17-29 y.,2nd Quintile,Yes,0.45689,403,812,0.42261,0.49118
2017,17-29 y.,2nd Quintile,No,0.45604,409,812,0.42177,0.49032
2017,17-29 y.,3rd Quintile,Yes,0.42032,340,679,0.38317,0.45748
2017,17-29 y.,3rd Quintile,No,0.50354,339,679,0.46590,0.54118
2017,17-29 y.,4th Quintile,Yes,0.43509,294,593,0.39516,0.47503
2017,17-29 y.,4th Quintile,No,0.50136,299,593,0.46108,0.54164
2017,17-29 y.,5th Quintile,Yes,0.56308,257,415,0.51530,0.61086
2017,17-29 y.,5th Quintile,No,0.38646,158,415,0.33955,0.43336
2017,30-45 y.,1st Quintile,Yes,0.09081,149,2261,0.07896,0.10265
2017,30-45 y.,1st Quintile,No,0.90917,2112,2261,0.89733,0.92102
2017,30-45 y.,2nd Quintile,Yes,0.06018,79,1547,0.04833,0.07204
2017,30-45 y.,2nd Quintile,No,0.93982,1468,1547,0.92796,0.95167
2017,30-45 y.,3rd Quintile,Yes,0.04215,52,1247,0.03099,0.05331
2017,30-45 y.,3rd Quintile,No,0.95785,1195,1247,0.94669,0.96901
2017,30-45 y.,4th Quintile,Yes,0.05344,52,1147,0.04042,0.06647
2017,30-45 y.,4th Quintile,No,0.94656,1095,1147,0.93353,0.95958
2017,30-45 y.,5th Quintile,Yes,0.05112,50,992,0.03741,0.06483
2017,30-45 y.,5th Quintile,No,0.94888,942,992,0.93517,0.96259
2017,46-65 y.,1st Quintile,No,0.99078,1526,1526,0.98598,0.99558
2017,46-65 y.,2nd Quintile,No,0.98493,1405,1405,0.97856,0.99130
2017,46-65 y.,3rd Quintile,No,0.98950,1465,1465,0.98427,0.99472
2017,46-65 y.,4th Quintile,No,0.99577,1759,1759,0.99273,0.99880
2017,46-65 y.,5th Quintile,No,0.99374,2217,2217,0.99045,0.99702
2017,66 and older,3rd Quintile,No,0.99846,1027,1027,0.99606,1.00086
2017,66 and older,4th Quintile,No,0.99964,824,824,0.99833,1.00094
2017,66 and older,5th Quintile,No,0.99879,908,908,0.99652,1.00105
2018,17-29 y.,1st Quintile,Yes,0.48902,832,2046,0.46735,0.51068
2018,17-29 y.,1st Quintile,No,0.44953,1214,2046,0.42797,0.47109
2018,17-29 y.,2nd Quintile,Yes,0.40647,453,989,0.37584,0.43710
2018,17-29 y.,2nd Quintile,No,0.52223,536,989,0.49108,0.55337
2018,17-29 y.,3rd Quintile,Yes,0.43915,367,775,0.40419,0.47412
2018,17-29 y.,3rd Quintile,No,0.49728,408,775,0.46205,0.53250
2018,17-29 y.,4th Quintile,Yes,0.40878,302,621,0.37008,0.44748
2018,17-29 y.,4th Quintile,No,0.54524,319,621,0.50605,0.58444
2018,17-29 y.,5th Quintile,Yes,0.45681,268,474,0.41192,0.50170
2018,17-29 y.,5th Quintile,No,0.46158,206,474,0.41666,0.50651
2018,30-45 y.,1st Quintile,Yes,0.11808,182,2532,0.10551,0.13065
2018,30-45 y.,1st Quintile,No,0.88192,2350,2532,0.86935,0.89449
2018,30-45 y.,2nd Quintile,Yes,0.08211,106,1601,0.06865,0.09556
2018,30-45 y.,2nd Quintile,No,0.91789,1495,1601,0.90444,0.93135
2018,30-45 y.,3rd Quintile,Yes,0.04468,56,1338,0.03360,0.05575
2018,30-45 y.,3rd Quintile,No,0.95518,1282,1338,0.94409,0.96627
2018,30-45 y.,4th Quintile,Yes,0.03315,40,1209,0.02305,0.04324
2018,30-45 y.,4th Quintile,No,0.96590,1169,1209,0.95567,0.97614
2018,30-45 y.,5th Quintile,Yes,0.03975,45,1078,0.02808,0.05142
2018,30-45 y.,5th Quintile,No,0.96025,1033,1078,0.94858,0.97192
2018,46-65 y.,1st Quintile,No,0.99507,1790,1790,0.99182,0.99831
2018,46-65 y.,2nd Quintile,No,0.99171,1656,1656,0.98734,0.99608
2018,46-65 y.,3rd Quintile,No,0.99415,1665,1665,0.99048,0.99781
2018,46-65 y.,4th Quintile,No,0.99522,1947,1947,0.99215,0.99828
2018,46-65 y.,5th Quintile,No,0.99359,2553,2553,0.99050,0.99669
2018,66 and older,3rd Quintile,No,0.99209,1025,1025,0.98666,0.99752
2018,66 and older,4th Quintile,No,0.99715,847,847,0.99356,1.00074
2018,66 and older,5th Quintile,No,0.99746,967,967,0.99429,1.00063
2019,17-29 y.,1st Quintile,Yes,0.49687,774,1876,0.47424,0.51950
2019,17-29 y.,1st Quintile,No,0.44235,1102,1876,0.41987,0.46483
2019,17-29 y.,2nd Quintile,Yes,0.40003,439,905,0.36809,0.43196
2019,17-29 y.,2nd Quintile,No,0.51400,466,905,0.48142,0.54658
2019,17-29 y.,3rd Quintile,Yes,0.39323,347,710,0.35727,0.42918
2019,17-29 y.,3rd Quintile,No,0.52096,363,710,0.48419,0.55774
2019,17-29 y.,4th Quintile,Yes,0.40025,286,561,0.35967,0.44083
2019,17-29 y.,4th Quintile,No,0.52418,275,561,0.48282,0.56555
2019,17-29 y.,5th Quintile,Yes,0.39429,226,429,0.34799,0.44059
2019,17-29 y.,5th Quintile,No,0.53965,203,429,0.49243,0.58687
2019,30-45 y.,1st Quintile,Yes,0.11339,163,2596,0.10120,0.12559
2019,30-45 y.,1st Quintile,No,0.88661,2433,2596,0.87441,0.89880
2019,30-45 y.,2nd Quintile,Yes,0.06235,81,1320,0.04930,0.07540
2019,30-45 y.,2nd Quintile,No,0.93765,1239,1320,0.92460,0.95070
2019,30-45 y.,3rd Quintile,Yes,0.06020,72,1239,0.04695,0.07345
2019,30-45 y.,3rd Quintile,No,0.93980,1167,1239,0.92655,0.95305
2019,30-45 y.,4th Quintile,Yes,0.04849,47,1039,0.03542,0.06155
2019,30-45 y.,4th Quintile,No,0.95151,992,1039,0.93845,0.96458
2019,30-45 y.,5th Quintile,Yes,0.03591,36,933,0.02396,0.04785
2019,30-45 y.,5th Quintile,No,0.96409,897,933,0.95215,0.97604
2019,46-65 y.,1st Quintile,Yes,0.00997,37,1806,0.00539,0.01456
2019,46-65 y.,1st Quintile,No,0.99001,1769,1806,0.98542,0.99460
2019,46-65 y.,2nd Quintile,No,0.99158,1472,1472,0.98691,0.99625
2019,46-65 y.,3rd Quintile,No,0.99631,1605,1605,0.99335,0.99928
2019,46-65 y.,4th Quintile,No,0.98807,1807,1807,0.98307,0.99308
2019,46-65 y.,5th Quintile,No,0.99141,2459,2459,0.98776,0.99506
2019,66 and older,1st Quintile,No,0.99995,758,758,0.99947,1.00044
2019,66 and older,3rd Quintile,No,0.99720,958,958,0.99385,1.00055
2019,66 and older,4th Quintile,No,0.99692,841,841,0.99317,1.00067
2019,66 and older,5th Quintile,No,0.99627,943,943,0.99238,1.00016
2020,17-29 y.,1st Quintile,Yes,0.47593,715,1705,0.45222,0.49964
2020,17-29 y.,1st Quintile,No,0.47171,990,1705,0.44800,0.49541
2020,17-29 y.,2nd Quintile,Yes,0.47815,413,804,0.44360,0.51270
2020,17-29 y.,2nd Quintile,No,0.41854,391,804,0.38441,0.45266
2020,17-29 y.,3rd Quintile,Yes,0.41251,332,695,0.37588,0.44913
2020,17-29 y.,3rd Quintile,No,0.53101,363,695,0.49388,0.56814
2020,17-29 y.,4th Quintile,Yes,0.43316,307,606,0.39368,0.47265
2020,17-29 y.,4th Quintile,No,0.50044,299,606,0.46060,0.54028
2020,17-29 y.,5th Quintile,Yes,0.41143,281,478,0.36727,0.45559
2020,17-29 y.,5th Quintile,No,0.47470,197,478,0.42989,0.51952
2020,30-45 y.,1st Quintile,Yes,0.09916,161,2355,0.08708,0.11123
2020,30-45 y.,1st Quintile,No,0.90016,2194,2355,0.88804,0.91227
2020,30-45 y.,2nd Quintile,Yes,0.06712,68,1243,0.05320,0.08103
2020,30-45 y.,2nd Quintile,No,0.93286,1175,1243,0.91894,0.94678
2020,30-45 y.,3rd Quintile,Yes,0.05711,65,1123,0.04353,0.07069
2020,30-45 y.,3rd Quintile,No,0.94289,1058,1123,0.92931,0.95647
2020,30-45 y.,4th Quintile,Yes,0.05080,39,1063,0.03759,0.06401
2020,30-45 y.,4th Quintile,No,0.94920,1024,1063,0.93599,0.96241
2020,30-45 y.,5th Quintile,Yes,0.04564,57,1142,0.03353,0.05775
2020,30-45 y.,5th Quintile,No,0.95436,1085,1142,0.94225,0.96647
2020,46-65 y.,1st Quintile,No,0.98779,1759,1759,0.98265,0.99292
2020,46-65 y.,2nd Quintile,No,0.99411,1475,1475,0.99020,0.99802
2020,46-65 y.,3rd Quintile,No,0.99232,1575,1575,0.98801,0.99664
2020,46-65 y.,4th Quintile,No,0.98987,1946,1946,0.98543,0.99432
2020,46-65 y.,5th Quintile,Yes,0.00815,37,3219,0.00505,0.01126
2020,46-65 y.,5th Quintile,No,0.99185,3182,3219,0.98874,0.99495
2020,66 and older,2nd Quintile,No,0.99840,1161,1161,0.99610,1.00070
2020,66 and older,3rd Quintile,No,0.99980,989,989,0.99891,1.00069
2020,66 and older,4th Quintile,No,0.99582,787,787,0.99132,1.00033
2020,66 and older,5th Quintile,No,0.99521,1162,1162,0.99124,0.99918
2021,17-29 y.,1st Quintile,Yes,0.48820,581,1225,0.46019,0.51620
2021,17-29 y.,1st Quintile,No,0.45839,644,1225,0.43048,0.48631
2021,17-29 y.,2nd Quintile,Yes,0.44347,301,621,0.40437,0.48258
2021,17-29 y.,2nd Quintile,No,0.46461,320,621,0.42536,0.50387
2021,17-29 y.,3rd Quintile,Yes,0.40574,214,465,0.36106,0.45042
2021,17-29 y.,3rd Quintile,No,0.52133,251,465,0.47588,0.56679
2021,17-29 y.,4th Quintile,Yes,0.42989,224,460,0.38460,0.47518
2021,17-29 y.,4th Quintile,No,0.52477,236,460,0.47908,0.57046
2021,17-29 y.,5th Quintile,Yes,0.41568,178,321,0.36168,0.46968
2021,17-29 y.,5th Quintile,No,0.52520,143,321,0.47049,0.57992
2021,30-45 y.,1st Quintile,Yes,0.07883,126,1642,0.06579,0.09187
2021,30-45 y.,1st Quintile,No,0.91916,1516,1642,0.90597,0.93235
2021,30-45 y.,2nd Quintile,Yes,0.08351,68,1027,0.06658,0.10044
2021,30-45 y.,2nd Quintile,No,0.91591,959,1027,0.89893,0.93289
2021,30-45 y.,3rd Quintile,Yes,0.09162,71,840,0.07210,0.11114
2021,30-45 y.,3rd Quintile,No,0.90829,769,840,0.88876,0.92782
2021,30-45 y.,4th Quintile,Yes,0.04262,42,797,0.02858,0.05665
2021,30-45 y.,4th Quintile,No,0.95525,755,797,0.94088,0.96961
2021,30-45 y.,5th Quintile,Yes,0.06141,49,816,0.04493,0.07790
2021,30-45 y.,5th Quintile,No,0.93859,767,816,0.92210,0.95507
2021,46-65 y.,1st Quintile,Yes,0.00888,31,1245,0.00367,0.01410
2021,46-65 y.,1st Quintile,No,0.98666,1214,1245,0.98028,0.99303
2021,46-65 y.,2nd Quintile,No,0.99425,1114,1114,0.98980,0.99869
2021,46-65 y.,3rd Quintile,No,0.99441,1098,1098,0.99000,0.99882
2021,46-65 y.,4th Quintile,No,0.98834,1357,1357,0.98263,0.99405
2021,46-65 y.,5th Quintile,Yes,0.00843,33,2323,0.00471,0.01215
2021,46-65 y.,5th Quintile,No,0.99046,2290,2323,0.98651,0.99441
2021,66 and older,1st Quintile,No,0.97557,621,621,0.96342,0.98772
2021,66 and older,2nd Quintile,No,0.99320,822,822,0.98758,0.99882
2021,66 and older,3rd Quintile,No,0.99184,631,631,0.98481,0.99886
2021,66 and older,4th Quintile,No,0.99126,623,623,0.98395,0.99858
2021,66 and older,5th Quintile,No,0.98634,851,851,0.97853,0.99414
