year,quintil_oecd_hh,rentown,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,3rd Quintile,Tenant,Yes,0.01983,33,1578,0.01295,0.02671
2018,3rd Quintile,Tenant,No,0.98017,1545,1578,0.97329,0.98705
2018,4th Quintile,Owner,No,0.99849,1687,1687,0.99663,1.00034
2018,4th Quintile,Tenant,No,0.98581,1171,1171,0.97903,0.99258
2018,5th Quintile,Owner,No,0.99682,2146,2146,0.99444,0.99921
2018,5th Quintile,Tenant,No,0.99751,834,834,0.99413,1.00090
2019,1st Quintile,Owner,No,0.98872,382,382,0.97812,0.99932
2019,1st Quintile,Tenant,Yes,0.06952,150,4627,0.06219,0.07685
2019,1st Quintile,Tenant,No,0.93048,4477,4627,0.92315,0.93781
2019,2nd Quintile,Owner,No,0.99677,1014,1014,0.99327,1.00026
2019,2nd Quintile,Tenant,Yes,0.02828,48,2114,0.02121,0.03535
2019,2nd Quintile,Tenant,No,0.97172,2066,2114,0.96465,0.97879
2019,3rd Quintile,Owner,No,0.99556,1397,1397,0.99207,0.99905
2019,3rd Quintile,Tenant,Yes,0.03180,37,1475,0.02284,0.04075
2019,3rd Quintile,Tenant,No,0.96820,1438,1475,0.95925,0.97716
2019,4th Quintile,Owner,No,0.99667,1756,1756,0.99397,0.99936
2019,4th Quintile,Tenant,No,0.98332,1127,1127,0.97584,0.99080
2019,5th Quintile,Owner,No,0.99632,3236,3236,0.99423,0.99840
2019,5th Quintile,Tenant,No,0.99829,1081,1081,0.99583,1.00075
2020,1st Quintile,Owner,No,0.99479,320,320,0.98690,1.00269
2020,1st Quintile,Tenant,Yes,0.07487,141,5700,0.06803,0.08170
2020,1st Quintile,Tenant,No,0.92513,5559,5700,0.91830,0.93197
2020,2nd Quintile,Owner,No,0.99490,960,960,0.99039,0.99941
2020,2nd Quintile,Tenant,Yes,0.03251,55,2491,0.02554,0.03947
2020,2nd Quintile,Tenant,No,0.96749,2436,2491,0.96053,0.97446
2020,3rd Quintile,Owner,No,0.99753,1271,1271,0.99480,1.00026
2020,3rd Quintile,Tenant,No,0.98143,1552,1552,0.97471,0.98815
2020,4th Quintile,Owner,No,0.99744,1579,1579,0.99494,0.99993
2020,4th Quintile,Tenant,No,0.99457,1231,1231,0.99047,0.99868
2020,5th Quintile,Owner,No,0.99883,2699,2699,0.99753,1.00012
2020,5th Quintile,Tenant,No,0.99382,994,994,0.98894,0.99869
2021,1st Quintile,Owner,No,0.99766,275,275,0.99195,1.00338
2021,1st Quintile,Tenant,Yes,0.04920,75,2920,0.04136,0.05705
2021,1st Quintile,Tenant,No,0.95080,2845,2920,0.94295,0.95864
2021,2nd Quintile,Owner,No,0.99429,668,668,0.98857,1.00001
2021,2nd Quintile,Tenant,Yes,0.02898,37,1678,0.02095,0.03701
2021,2nd Quintile,Tenant,No,0.97102,1641,1678,0.96299,0.97905
2021,3rd Quintile,Owner,No,0.99386,913,913,0.98879,0.99893
2021,3rd Quintile,Tenant,No,0.97546,1119,1119,0.96639,0.98453
2021,4th Quintile,Owner,No,0.98876,1188,1188,0.98276,0.99476
2021,4th Quintile,Tenant,No,0.98261,865,865,0.97390,0.99133
2021,5th Quintile,Owner,No,0.99479,1968,1968,0.99160,0.99797
2021,5th Quintile,Tenant,No,0.99430,726,726,0.98882,0.99978
2022,1st Quintile,Owner,No,0.99132,966,966,0.98547,0.99717
2022,1st Quintile,Tenant,Yes,0.04919,95,4203,0.04265,0.05573
2022,1st Quintile,Tenant,No,0.95081,4108,4203,0.94427,0.95735
2022,2nd Quintile,Owner,No,0.99387,1099,1099,0.98925,0.99849
2022,2nd Quintile,Tenant,Yes,0.03528,67,3020,0.02870,0.04186
2022,2nd Quintile,Tenant,No,0.96472,2953,3020,0.95814,0.97130
2022,3rd Quintile,Owner,No,0.99557,1389,1389,0.99208,0.99906
2022,3rd Quintile,Tenant,Yes,0.03683,41,2055,0.02869,0.04498
2022,3rd Quintile,Tenant,No,0.96317,2014,2055,0.95502,0.97131
2022,4th Quintile,Owner,No,0.99226,1713,1713,0.98810,0.99641
2022,4th Quintile,Tenant,No,0.98466,1665,1665,0.97875,0.99056
2022,5th Quintile,Owner,No,0.99149,2524,2524,0.98791,0.99508
2022,5th Quintile,Tenant,No,0.99130,1238,1238,0.98613,0.99648
