year,bula_h,hhtyp,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98380,163,163,0.96437,1.00324
2021,"Rhineland-Palatinate, Saarland",Couple without children,No,0.98876,170,170,0.97286,1.00465
2021,"Rhineland-Palatinate, Saarland",Couple with children,No,0.99677,212,212,0.98910,1.00443
2021,Baden-Wuerttemberg,Single-person household,No,0.96061,328,328,0.93953,0.98170
2021,Baden-Wuerttemberg,Couple without children,No,0.99348,359,359,0.98515,1.00182
2021,Baden-Wuerttemberg,Single parent,No,0.99382,103,103,0.97862,1.00903
2021,Baden-Wuerttemberg,Couple with children,No,0.98145,485,485,0.96944,0.99347
2021,Bavaria,Single-person household,No,0.96416,537,537,0.94843,0.97990
2021,Bavaria,Couple without children,No,0.98047,502,502,0.96836,0.99259
2021,Bavaria,Single parent,No,0.99412,135,135,0.98118,1.00706
2021,Bavaria,Couple with children,No,0.98621,586,586,0.97676,0.99566
2021,Bavaria,Other Combinations,No,0.95330,50,50,0.89422,1.01238
2021,Berlin,Single-person household,No,0.96886,254,254,0.94745,0.99026
2021,Berlin,Couple without children,No,0.99701,157,157,0.98845,1.00558
2021,Berlin,Couple with children,No,0.96757,163,163,0.94029,0.99485
2021,Brandenburg,Single-person household,No,0.99768,124,124,0.98919,1.00618
2021,Brandenburg,Single parent,No,0.97810,44,44,0.93435,1.02185
2021,Mecklenburg-Western Pomerania,Single-person household,No,0.99034,85,85,0.96941,1.01126
2021,Mecklenburg-Western Pomerania,Couple without children,No,0.96881,84,84,0.93141,1.00621
2021,Mecklenburg-Western Pomerania,Couple with children,No,0.97566,61,61,0.93666,1.01465
2021,Saxony,Single-person household,No,0.96971,205,205,0.94619,0.99323
2021,Saxony,Couple without children,No,0.97656,261,261,0.95816,0.99495
2021,Saxony,Single parent,No,0.99242,73,73,0.97239,1.01245
2021,Saxony,Couple with children,No,0.99126,191,191,0.97802,1.00449
2021,Saxony-Anhalt,Single-person household,No,0.99976,120,120,0.99699,1.00254
2021,Saxony-Anhalt,Couple without children,No,0.97657,115,115,0.94881,1.00434
2021,Saxony-Anhalt,Single parent,No,0.99598,40,40,0.97612,1.01584
2021,Thuringa,Single-person household,No,0.99298,127,127,0.97839,1.00756
2021,Thuringa,Couple without children,No,0.99041,125,125,0.97326,1.00756
2021,Thuringa,Couple with children,No,0.98105,104,104,0.95472,1.00738
2022,Schleswig-Holstein,Single-person household,No,0.98636,170,170,0.96888,1.00385
2022,Schleswig-Holstein,Couple without children,No,0.98810,209,209,0.97336,1.00284
2022,Schleswig-Holstein,Single parent,No,0.97711,50,50,0.93524,1.01899
2022,Schleswig-Holstein,Couple with children,No,0.99205,218,218,0.98023,1.00387
2022,Hamburg,Single-person household,No,0.97521,144,144,0.94973,1.00069
2022,Hamburg,Couple without children,No,0.97604,138,138,0.95043,1.00165
2022,Hamburg,Single parent,No,0.95212,35,35,0.88036,1.02389
2022,Lower Saxony,No answer / don't know,No,0.98245,33,33,0.93695,1.02795
2022,Lower Saxony,Single-person household,No,0.97420,453,453,0.95958,0.98882
2022,Lower Saxony,Couple without children,No,0.98274,491,491,0.97121,0.99427
2022,Lower Saxony,Single parent,No,0.96071,99,99,0.92224,0.99918
2022,Lower Saxony,Couple with children,No,0.98795,549,549,0.97882,0.99709
2022,Lower Saxony,Other Combinations,No,0.98890,99,99,0.96815,1.00964
2022,Bremen,Single-person household,No,0.93741,52,52,0.87093,1.00389
2022,Bremen,Couple with children,No,0.99852,40,40,0.98646,1.01058
2022,North Rhine-Westphalia,Single-person household,No,0.97065,1142,1142,0.96086,0.98045
2022,North Rhine-Westphalia,Couple without children,No,0.99005,1193,1193,0.98441,0.99568
2022,North Rhine-Westphalia,Single parent,No,0.99236,234,234,0.98118,1.00354
2022,North Rhine-Westphalia,Couple with children,No,0.98469,1304,1304,0.97803,0.99136
2022,North Rhine-Westphalia,Other Combinations,No,0.97644,246,246,0.95745,0.99543
2022,Hesse,Single-person household,No,0.98709,391,391,0.97588,0.99829
2022,Hesse,Couple without children,No,0.97073,376,376,0.95366,0.98779
2022,Hesse,Single parent,No,0.99484,83,83,0.97934,1.01035
2022,Hesse,Couple with children,No,0.99287,366,366,0.98423,1.00150
2022,Hesse,Other Combinations,No,0.87640,58,58,0.79096,0.96185
2022,"Rhineland-Palatinate, Saarland",Single-person household,No,0.96501,267,267,0.94293,0.98709
2022,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99193,269,269,0.98122,1.00264
2022,"Rhineland-Palatinate, Saarland",Single parent,No,0.98137,56,56,0.94563,1.01711
2022,"Rhineland-Palatinate, Saarland",Couple with children,No,0.98412,262,262,0.96895,0.99928
2022,"Rhineland-Palatinate, Saarland",Other Combinations,No,0.96550,54,54,0.91637,1.01464
2022,Baden-Wuerttemberg,Single-person household,No,0.95849,609,609,0.94264,0.97435
2022,Baden-Wuerttemberg,Couple without children,No,0.99415,626,626,0.98817,1.00013
2022,Baden-Wuerttemberg,Couple with children,No,0.99286,757,757,0.98685,0.99886
2022,Bavaria,No answer / don't know,No,0.98576,74,74,0.95858,1.01294
2022,Bavaria,Single-person household,No,0.96271,895,895,0.95029,0.97513
2022,Bavaria,Couple without children,No,0.98054,895,895,0.97148,0.98959
2022,Bavaria,Single parent,No,0.98974,171,171,0.97459,1.00489
2022,Bavaria,Couple with children,No,0.99498,886,886,0.99032,0.99964
2022,Bavaria,Other Combinations,No,0.93059,190,190,0.89436,0.96683
2022,Berlin,Single-person household,No,0.96643,467,467,0.95008,0.98278
2022,Berlin,Couple without children,No,0.98861,343,343,0.97737,0.99986
2022,Berlin,Single parent,No,0.99496,71,71,0.97837,1.01155
2022,Berlin,Couple with children,No,0.98199,218,218,0.96429,0.99968
2022,Berlin,Other Combinations,No,0.98697,65,65,0.95918,1.01475
2022,Brandenburg,Single-person household,No,0.96809,185,185,0.94269,0.99348
2022,Brandenburg,Single parent,No,0.91131,52,52,0.83329,0.98934
2022,Brandenburg,Couple with children,No,0.99983,210,210,0.99804,1.00161
2022,Mecklenburg-Western Pomerania,Single-person household,No,0.99338,151,151,0.98041,1.00636
2022,Mecklenburg-Western Pomerania,Couple without children,No,0.98397,122,122,0.96159,1.00635
2022,Mecklenburg-Western Pomerania,Single parent,No,0.97087,38,38,0.91669,1.02506
2022,Mecklenburg-Western Pomerania,Couple with children,No,0.93560,96,96,0.88624,0.98496
2022,Saxony,Single-person household,No,0.97540,372,372,0.95963,0.99116
2022,Saxony,Couple without children,No,0.99015,390,390,0.98033,0.99996
2022,Saxony,Couple with children,No,0.99055,335,335,0.98017,1.00092
2022,Saxony,Other Combinations,No,0.96442,62,62,0.91793,1.01091
2022,Saxony-Anhalt,Single-person household,No,0.98363,193,193,0.96568,1.00158
2022,Saxony-Anhalt,Couple without children,No,0.98128,193,193,0.96211,1.00045
2022,Saxony-Anhalt,Single parent,No,0.99266,46,46,0.96772,1.01760
2022,Saxony-Anhalt,Couple with children,No,0.99922,182,182,0.99516,1.00328
2022,Saxony-Anhalt,Other Combinations,No,0.90629,39,39,0.81363,0.99895
2022,Thuringa,Single-person household,No,0.95649,177,177,0.92635,0.98663
2022,Thuringa,Couple without children,No,0.99765,160,160,0.99013,1.00517
2022,Thuringa,Single parent,No,0.99259,38,38,0.96496,1.02022
2022,Thuringa,Couple with children,No,0.98886,169,169,0.97299,1.00473
2022,Thuringa,Other Combinations,No,0.97854,33,33,0.92833,1.02875
