year,bula_h,hhtyp,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Saxony,Couple without children,No,0.99641,297,297,0.98960,1.00322
2008,Saxony-Anhalt,Couple without children,No,0.99627,162,162,0.98686,1.00569
2008,Thuringa,Single-person household,No,0.98782,124,124,0.96843,1.00720
2008,Thuringa,Couple with children,No,0.99606,134,134,0.98541,1.00671
2009,Schleswig-Holstein,Single-person household,No,0.95147,85,85,0.90552,0.99742
2009,Lower Saxony,Single-person household,No,0.98150,236,236,0.96427,0.99873
2009,Lower Saxony,Couple with children,No,0.99332,286,286,0.98386,1.00278
2009,North Rhine-Westphalia,Single-person household,No,0.97912,533,533,0.96697,0.99127
2009,North Rhine-Westphalia,Couple without children,No,0.99547,704,704,0.99051,1.00044
2009,North Rhine-Westphalia,Single parent,No,0.99231,112,112,0.97606,1.00856
2009,North Rhine-Westphalia,Couple with children,No,0.98805,635,635,0.97959,0.99651
2009,Hesse,Couple without children,No,0.98912,251,251,0.97626,1.00198
2009,"Rhineland-Palatinate, Saarland",Single-person household,No,0.99425,181,181,0.98321,1.00530
2009,"Rhineland-Palatinate, Saarland",Couple without children,No,0.98957,167,167,0.97412,1.00503
2009,"Rhineland-Palatinate, Saarland",Couple with children,No,0.99320,175,175,0.98099,1.00541
2009,Baden-Wuerttemberg,Single-person household,No,0.98799,308,308,0.97581,1.00018
2009,Baden-Wuerttemberg,Couple without children,No,0.99943,375,375,0.99702,1.00184
2009,Baden-Wuerttemberg,Single parent,No,0.97987,70,70,0.94673,1.01301
2009,Baden-Wuerttemberg,Couple with children,No,0.98050,375,375,0.96648,0.99451
2009,Bavaria,Single-person household,No,0.99176,380,380,0.98265,1.00086
2009,Bavaria,Couple without children,No,0.98824,480,480,0.97858,0.99789
2009,Bavaria,Couple with children,No,0.99313,478,478,0.98572,1.00054
2009,Berlin,Single-person household,No,0.95770,164,164,0.92680,0.98860
2009,Berlin,Single parent,No,0.99126,37,37,0.96085,1.02167
2009,Brandenburg,Single-person household,No,0.99157,128,128,0.97566,1.00747
2009,Mecklenburg-Western Pomerania,Couple with children,No,0.99498,58,58,0.97663,1.01333
2009,Saxony,Single-person household,No,0.96805,210,210,0.94421,0.99190
2009,Saxony,Couple without children,No,0.99815,279,279,0.99309,1.00320
2009,Thuringa,Single-person household,No,0.98708,114,114,0.96626,1.00790
2009,Thuringa,Couple with children,No,0.97451,129,129,0.94721,1.00181
2010,Schleswig-Holstein,Single-person household,No,0.94499,79,79,0.89439,0.99559
2010,Schleswig-Holstein,Couple without children,No,0.98806,106,106,0.96728,1.00884
2010,Schleswig-Holstein,Single parent,No,0.99081,78,78,0.96950,1.01212
2010,Schleswig-Holstein,Couple with children,No,0.99895,177,177,0.99416,1.00374
2010,Hamburg,Single-person household,No,0.98589,66,66,0.95722,1.01456
2010,Lower Saxony,Single-person household,No,0.98137,230,230,0.96385,0.99888
2010,Lower Saxony,Couple without children,No,0.99013,309,309,0.97908,1.00117
2010,Lower Saxony,Single parent,No,0.98639,179,179,0.96937,1.00341
2010,Lower Saxony,Couple with children,No,0.99862,515,515,0.99541,1.00183
2010,North Rhine-Westphalia,Single-person household,No,0.96779,474,474,0.95188,0.98370
2010,North Rhine-Westphalia,Couple without children,No,0.98478,662,662,0.97545,0.99411
2010,North Rhine-Westphalia,Single parent,No,0.98501,357,357,0.97239,0.99763
2010,North Rhine-Westphalia,Couple with children,No,0.98583,1252,1252,0.97928,0.99238
2010,Hesse,Couple with children,No,0.99879,419,419,0.99547,1.00212
2010,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98897,182,182,0.97376,1.00419
2010,"Rhineland-Palatinate, Saarland",Couple with children,No,0.98757,325,325,0.97551,0.99964
2010,Baden-Wuerttemberg,Single-person household,No,0.98981,305,305,0.97852,1.00110
2010,Baden-Wuerttemberg,Couple without children,No,0.99941,350,350,0.99685,1.00196
2010,Baden-Wuerttemberg,Single parent,No,0.96598,201,201,0.94086,0.99110
2010,Baden-Wuerttemberg,Couple with children,No,0.99000,742,742,0.98283,0.99716
2010,Bavaria,Single-person household,No,0.97741,353,353,0.96188,0.99293
2010,Bavaria,Couple without children,No,0.98365,461,461,0.97206,0.99524
2010,Bavaria,Single parent,No,0.95203,269,269,0.92644,0.97762
2010,Bavaria,Couple with children,No,0.98084,906,906,0.97191,0.98977
2010,Berlin,Single-person household,No,0.95428,166,166,0.92241,0.98615
2010,Berlin,Single parent,No,0.99068,100,100,0.97176,1.00961
2010,Berlin,Couple with children,No,0.99970,176,176,0.99716,1.00225
2010,Brandenburg,Single-person household,No,0.98044,113,113,0.95479,1.00609
2010,Brandenburg,Single parent,No,0.98114,80,80,0.95114,1.01114
2010,Brandenburg,Couple with children,No,0.99482,189,189,0.98457,1.00508
2010,Mecklenburg-Western Pomerania,Single-person household,No,0.99702,74,74,0.98451,1.00953
2010,Mecklenburg-Western Pomerania,Couple without children,No,0.97910,103,103,0.95134,1.00686
2010,Mecklenburg-Western Pomerania,Couple with children,No,0.97767,111,111,0.95005,1.00528
2010,Saxony,Single-person household,No,0.98314,189,189,0.96473,1.00154
2010,Saxony,Couple without children,No,0.99799,257,257,0.99251,1.00348
2010,Saxony,Couple with children,No,0.99467,382,382,0.98736,1.00198
2010,Saxony-Anhalt,Single-person household,No,0.99715,117,117,0.98745,1.00685
2010,Saxony-Anhalt,Couple without children,No,0.99077,148,148,0.97530,1.00623
2010,Saxony-Anhalt,Couple with children,No,0.99450,183,183,0.98375,1.00524
2010,Thuringa,Single-person household,No,0.98876,115,115,0.96941,1.00811
2010,Thuringa,Couple with children,No,0.97982,191,191,0.95982,0.99981
2011,Schleswig-Holstein,Single-person household,No,0.95710,117,117,0.92023,0.99398
2011,Schleswig-Holstein,Couple without children,No,0.97354,162,162,0.94875,0.99833
2011,Schleswig-Holstein,Single parent,No,0.94540,93,93,0.89897,0.99182
2011,Schleswig-Holstein,Couple with children,No,0.99948,207,207,0.99637,1.00259
2011,Hamburg,Single-person household,No,0.93779,70,70,0.88080,0.99478
2011,Hamburg,Single parent,No,0.97660,38,38,0.92790,1.02531
2011,Lower Saxony,Single-person household,No,0.97691,265,265,0.95879,0.99503
2011,Lower Saxony,Single parent,No,0.97646,202,202,0.95550,0.99742
2011,Lower Saxony,Couple with children,No,0.99704,566,566,0.99257,1.00152
2011,North Rhine-Westphalia,Single-person household,No,0.97527,623,623,0.96307,0.98748
2011,North Rhine-Westphalia,Couple without children,No,0.97336,826,826,0.96237,0.98435
2011,North Rhine-Westphalia,Single parent,No,0.98147,449,449,0.96899,0.99396
2011,North Rhine-Westphalia,Couple with children,No,0.98085,1272,1272,0.97331,0.98838
2011,Hesse,Single-person household,No,0.98528,226,226,0.96954,1.00102
2011,Hesse,Couple without children,No,0.98626,279,279,0.97258,0.99995
2011,Hesse,Single parent,No,0.99030,157,157,0.97491,1.00568
2011,Hesse,Couple with children,No,0.99791,446,446,0.99366,1.00215
2011,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98894,221,221,0.97512,1.00276
2011,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99339,230,230,0.98289,1.00388
2011,"Rhineland-Palatinate, Saarland",Single parent,No,0.99364,115,115,0.97906,1.00823
2011,"Rhineland-Palatinate, Saarland",Couple with children,No,0.99203,342,342,0.98260,1.00147
2011,Baden-Wuerttemberg,Single-person household,No,0.97393,390,390,0.95809,0.98976
2011,Baden-Wuerttemberg,Couple without children,No,0.99253,483,483,0.98484,1.00022
2011,Baden-Wuerttemberg,Single parent,No,0.97706,246,246,0.95831,0.99581
2011,Baden-Wuerttemberg,Couple with children,No,0.99711,804,804,0.99339,1.00082
2011,Bavaria,Single-person household,No,0.97566,503,503,0.96218,0.98914
2011,Bavaria,Couple without children,No,0.98465,642,642,0.97514,0.99417
2011,Bavaria,Single parent,No,0.98171,344,344,0.96753,0.99589
2011,Bavaria,Couple with children,No,0.99431,981,981,0.98961,0.99902
2011,Berlin,Single-person household,No,0.97408,202,202,0.95211,0.99605
2011,Berlin,Couple without children,No,0.99141,164,164,0.97725,1.00558
2011,Berlin,Single parent,No,0.98830,110,110,0.96812,1.00849
2011,Berlin,Couple with children,No,0.99119,166,166,0.97693,1.00545
2011,Brandenburg,Single-person household,No,0.97616,150,150,0.95166,1.00065
2011,Brandenburg,Couple without children,No,0.99292,199,199,0.98123,1.00460
2011,Brandenburg,Single parent,No,0.98596,103,103,0.96313,1.00879
2011,Brandenburg,Couple with children,No,0.98376,195,195,0.96597,1.00155
2011,Mecklenburg-Western Pomerania,Single-person household,No,0.95793,88,88,0.91575,1.00012
2011,Mecklenburg-Western Pomerania,Couple without children,No,0.97755,113,113,0.95012,1.00499
2011,Mecklenburg-Western Pomerania,Single parent,No,0.91134,73,73,0.84568,0.97700
2011,Mecklenburg-Western Pomerania,Couple with children,No,0.97319,97,97,0.94087,1.00550
2011,Saxony,Single-person household,No,0.97510,223,223,0.95461,0.99560
2011,Saxony,Couple without children,No,0.99280,297,297,0.98317,1.00243
2011,Saxony,Couple with children,No,0.98668,356,356,0.97476,0.99861
2011,Saxony-Anhalt,Single-person household,No,0.98873,150,150,0.97177,1.00568
2011,Saxony-Anhalt,Couple without children,No,0.96423,177,177,0.93679,0.99167
2011,Saxony-Anhalt,Single parent,No,0.98629,87,87,0.96172,1.01087
2011,Saxony-Anhalt,Couple with children,No,0.99538,208,208,0.98614,1.00462
2011,Thuringa,Couple without children,No,0.99742,189,189,0.99017,1.00467
2011,Thuringa,Single parent,No,0.96651,69,69,0.92376,1.00927
2011,Thuringa,Couple with children,No,0.99050,201,201,0.97706,1.00395
2012,Schleswig-Holstein,Single-person household,No,0.96443,134,134,0.93295,0.99591
2012,Schleswig-Holstein,Couple without children,No,0.97049,160,160,0.94419,0.99680
2012,Schleswig-Holstein,Couple with children,No,0.99353,193,193,0.98218,1.00487
2012,Hamburg,Single-person household,No,0.95956,74,74,0.91437,1.00475
2012,Hamburg,Single parent,No,0.95404,39,39,0.88747,1.02062
2012,Lower Saxony,Single-person household,No,0.96703,278,278,0.94600,0.98806
2012,Lower Saxony,Couple without children,No,0.99189,417,417,0.98328,1.00051
2012,Lower Saxony,Single parent,No,0.97625,187,187,0.95437,0.99814
2012,Lower Saxony,Couple with children,No,0.99706,534,534,0.99246,1.00166
2012,North Rhine-Westphalia,Single-person household,No,0.97359,638,638,0.96114,0.98604
2012,North Rhine-Westphalia,Couple without children,No,0.98291,839,839,0.97414,0.99169
2012,North Rhine-Westphalia,Single parent,No,0.98197,425,425,0.96931,0.99464
2012,North Rhine-Westphalia,Couple with children,No,0.97557,1173,1173,0.96673,0.98441
2012,Hesse,Single-person household,No,0.97150,230,230,0.94994,0.99305
2012,Hesse,Couple without children,No,0.97938,294,294,0.96311,0.99566
2012,Hesse,Single parent,No,0.98358,152,152,0.96331,1.00385
2012,Hesse,Couple with children,No,0.99771,410,410,0.99308,1.00234
2012,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98040,226,226,0.96228,0.99851
2012,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99283,239,239,0.98211,1.00355
2012,"Rhineland-Palatinate, Saarland",Single parent,No,0.99488,108,108,0.98136,1.00840
2012,"Rhineland-Palatinate, Saarland",Couple with children,No,0.99656,317,317,0.99011,1.00302
2012,Baden-Wuerttemberg,Single-person household,No,0.98472,386,386,0.97246,0.99697
2012,Baden-Wuerttemberg,Couple without children,No,0.99203,480,480,0.98407,0.99999
2012,Baden-Wuerttemberg,Single parent,No,0.99025,223,223,0.97733,1.00318
2012,Baden-Wuerttemberg,Couple with children,No,0.99268,734,734,0.98651,0.99885
2012,Bavaria,Single-person household,No,0.98714,531,531,0.97755,0.99673
2012,Bavaria,Couple without children,No,0.98053,639,639,0.96981,0.99125
2012,Bavaria,Single parent,No,0.98575,317,317,0.97269,0.99882
2012,Bavaria,Couple with children,No,0.99038,941,941,0.98414,0.99662
2012,Berlin,Single-person household,No,0.93253,220,220,0.89931,0.96575
2012,Berlin,Couple without children,No,0.99157,177,177,0.97807,1.00508
2012,Berlin,Single parent,No,0.99508,106,106,0.98170,1.00846
2012,Berlin,Couple with children,No,0.98689,159,159,0.96915,1.00463
2012,Brandenburg,Single-person household,No,0.97570,152,152,0.95114,1.00026
2012,Brandenburg,Couple without children,No,0.99361,220,220,0.98306,1.00416
2012,Brandenburg,Single parent,No,0.95064,90,90,0.90563,0.99564
2012,Brandenburg,Couple with children,No,0.99217,174,174,0.97904,1.00530
2012,Mecklenburg-Western Pomerania,Single-person household,No,0.93395,93,93,0.88320,0.98470
2012,Mecklenburg-Western Pomerania,Couple without children,No,0.98185,122,122,0.95806,1.00563
2012,Mecklenburg-Western Pomerania,Single parent,No,0.94428,65,65,0.88808,1.00048
2012,Mecklenburg-Western Pomerania,Couple with children,No,0.94010,92,92,0.89135,0.98886
2012,Saxony,Single-person household,No,0.95710,247,247,0.93178,0.98242
2012,Saxony,Couple without children,No,0.98724,302,302,0.97456,0.99992
2012,Saxony,Couple with children,No,0.98662,333,333,0.97427,0.99898
2012,Saxony-Anhalt,Single-person household,No,0.99280,151,151,0.97927,1.00633
2012,Saxony-Anhalt,Couple without children,No,0.97419,171,171,0.95035,0.99803
2012,Saxony-Anhalt,Couple with children,No,0.99747,170,170,0.98990,1.00504
2012,Thuringa,Single-person household,No,0.99664,162,162,0.98770,1.00558
2012,Thuringa,Couple without children,No,0.98913,185,185,0.97416,1.00411
2012,Thuringa,Single parent,No,0.98694,68,68,0.95975,1.01413
2012,Thuringa,Couple with children,No,0.98944,193,193,0.97498,1.00390
2013,Schleswig-Holstein,Single-person household,No,0.94633,147,147,0.90977,0.98289
2013,Schleswig-Holstein,Couple without children,No,0.99308,148,148,0.97968,1.00648
2013,Schleswig-Holstein,Couple with children,No,0.99480,226,226,0.98541,1.00420
2013,Hamburg,Single-person household,No,0.95112,72,72,0.90097,1.00128
2013,Hamburg,Couple without children,No,0.99405,87,87,0.97780,1.01030
2013,Hamburg,Single parent,No,0.95760,44,44,0.89737,1.01783
2013,Lower Saxony,Single-person household,No,0.96338,285,285,0.94154,0.98523
2013,Lower Saxony,Couple without children,No,0.99117,445,445,0.98247,0.99987
2013,Lower Saxony,Single parent,No,0.97813,213,213,0.95844,0.99782
2013,Lower Saxony,Couple with children,No,0.99384,590,590,0.98753,1.00016
2013,Bremen,Couple with children,No,0.97188,52,52,0.92651,1.01725
2013,North Rhine-Westphalia,Single-person household,No,0.98945,693,693,0.98183,0.99706
2013,North Rhine-Westphalia,Couple without children,No,0.97940,878,878,0.97000,0.98880
2013,North Rhine-Westphalia,Single parent,No,0.98408,467,467,0.97272,0.99544
2013,North Rhine-Westphalia,Couple with children,No,0.98678,1439,1439,0.98088,0.99268
2013,North Rhine-Westphalia,Other Combinations,No,0.85739,68,68,0.77365,0.94112
2013,Hesse,Single-person household,No,0.95543,254,254,0.93000,0.98086
2013,Hesse,Couple without children,No,0.98778,323,323,0.97578,0.99978
2013,Hesse,Single parent,No,0.98474,157,157,0.96550,1.00398
2013,Hesse,Couple with children,No,0.99475,475,475,0.98825,1.00126
2013,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98334,231,231,0.96680,0.99988
2013,"Rhineland-Palatinate, Saarland",Couple with children,No,0.99379,376,376,0.98584,1.00174
2013,Baden-Wuerttemberg,Single-person household,No,0.98018,395,395,0.96642,0.99395
2013,Baden-Wuerttemberg,Couple without children,No,0.99135,500,500,0.98322,0.99947
2013,Baden-Wuerttemberg,Single parent,No,0.98623,212,212,0.97051,1.00196
2013,Baden-Wuerttemberg,Couple with children,No,0.99553,909,909,0.99120,0.99987
2013,Bavaria,Single-person household,No,0.98248,573,573,0.97173,0.99323
2013,Bavaria,Couple without children,No,0.99551,690,690,0.99052,1.00050
2013,Bavaria,Single parent,No,0.97778,332,332,0.96191,0.99366
2013,Bavaria,Couple with children,No,0.98482,1071,1071,0.97750,0.99215
2013,Berlin,Single-person household,No,0.93201,235,235,0.89976,0.96427
2013,Berlin,Couple without children,No,0.98832,181,181,0.97263,1.00402
2013,Berlin,Single parent,No,0.97619,106,106,0.94703,1.00535
2013,Berlin,Couple with children,No,0.98206,189,189,0.96308,1.00103
2013,Brandenburg,Single-person household,No,0.97170,145,145,0.94461,0.99878
2013,Brandenburg,Couple without children,No,0.99344,213,213,0.98258,1.00431
2013,Brandenburg,Single parent,No,0.95500,86,86,0.91093,0.99907
2013,Brandenburg,Couple with children,No,0.99041,190,190,0.97652,1.00431
2013,Mecklenburg-Western Pomerania,Single-person household,No,0.93745,92,92,0.88770,0.98720
2013,Mecklenburg-Western Pomerania,Couple without children,No,0.95711,108,108,0.91871,0.99550
2013,Mecklenburg-Western Pomerania,Single parent,No,0.94059,58,58,0.87922,1.00196
2013,Mecklenburg-Western Pomerania,Couple with children,No,0.99634,96,96,0.98420,1.00848
2013,Saxony,Single-person household,No,0.96373,245,245,0.94027,0.98719
2013,Saxony,Couple without children,No,0.99106,306,306,0.98050,1.00162
2013,Saxony,Couple with children,No,0.99452,316,316,0.98636,1.00267
2013,Saxony-Anhalt,Single-person household,No,0.98226,152,152,0.96121,1.00332
2013,Saxony-Anhalt,Couple without children,No,0.95508,181,181,0.92482,0.98534
2013,Saxony-Anhalt,Couple with children,No,0.99721,174,174,0.98934,1.00507
2013,Thuringa,Single-person household,No,0.97733,137,137,0.95231,1.00235
2013,Thuringa,Single parent,No,0.89982,69,69,0.82846,0.97118
2013,Thuringa,Couple with children,No,0.99841,191,191,0.99275,1.00407
2014,Schleswig-Holstein,Single-person household,No,0.93569,131,131,0.89353,0.97786
2014,Schleswig-Holstein,Couple without children,No,0.97028,145,145,0.94254,0.99802
2014,Schleswig-Holstein,Single parent,No,0.99836,69,69,0.98875,1.00797
2014,Schleswig-Holstein,Couple with children,No,0.99307,186,186,0.98112,1.00502
2014,Hamburg,Single-person household,No,0.93984,61,61,0.87968,1.00001
2014,Hamburg,Single parent,No,0.98467,33,33,0.94210,1.02724
2014,Lower Saxony,Single-person household,No,0.97130,265,265,0.95115,0.99144
2014,Lower Saxony,Couple without children,No,0.99519,418,418,0.98854,1.00183
2014,Lower Saxony,Single parent,No,0.97413,173,173,0.95040,0.99785
2014,Lower Saxony,Couple with children,No,0.99803,543,543,0.99430,1.00176
2014,Bremen,Single-person household,No,0.97639,31,31,0.92207,1.03072
2014,Bremen,Couple with children,No,0.96952,41,41,0.91625,1.02279
2014,North Rhine-Westphalia,Single-person household,No,0.99294,617,617,0.98633,0.99955
2014,North Rhine-Westphalia,Couple without children,No,0.98431,822,822,0.97581,0.99281
2014,North Rhine-Westphalia,Single parent,No,0.96455,394,394,0.94626,0.98283
2014,North Rhine-Westphalia,Couple with children,No,0.99505,1260,1260,0.99118,0.99893
2014,North Rhine-Westphalia,Other Combinations,No,0.95643,52,52,0.90041,1.01246
2014,Hesse,Single-person household,No,0.94337,222,222,0.91290,0.97384
2014,Hesse,Couple without children,No,0.98860,290,290,0.97636,1.00084
2014,Hesse,Single parent,No,0.98188,121,121,0.95802,1.00575
2014,Hesse,Couple with children,No,0.99382,410,410,0.98622,1.00141
2014,"Rhineland-Palatinate, Saarland",Single-person household,No,0.97814,228,228,0.95912,0.99716
2014,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99520,232,232,0.98629,1.00411
2014,"Rhineland-Palatinate, Saarland",Single parent,No,0.99129,102,102,0.97318,1.00941
2014,"Rhineland-Palatinate, Saarland",Couple with children,No,0.99515,320,320,0.98753,1.00277
2014,Baden-Wuerttemberg,Single-person household,No,0.97766,365,365,0.96248,0.99285
2014,Baden-Wuerttemberg,Couple without children,No,0.99693,455,455,0.99184,1.00202
2014,Baden-Wuerttemberg,Single parent,No,0.96945,157,157,0.94244,0.99645
2014,Baden-Wuerttemberg,Couple with children,No,0.99188,761,761,0.98550,0.99826
2014,Bavaria,Single-person household,No,0.97758,542,542,0.96510,0.99005
2014,Bavaria,Couple without children,No,0.99368,650,650,0.98759,0.99978
2014,Bavaria,Single parent,No,0.96945,273,273,0.94900,0.98991
2014,Bavaria,Couple with children,No,0.99625,951,951,0.99237,1.00014
2014,Bavaria,Other Combinations,No,0.91524,43,43,0.83100,0.99947
2014,Berlin,Single-person household,No,0.94300,212,212,0.91172,0.97429
2014,Berlin,Couple without children,No,0.98765,174,174,0.97118,1.00411
2014,Berlin,Single parent,No,0.98944,80,80,0.96691,1.01198
2014,Berlin,Couple with children,No,0.98648,159,159,0.96847,1.00449
2014,Brandenburg,Single-person household,No,0.97705,144,144,0.95251,1.00159
