year,bula_h,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Mecklenburg-Western Pomerania,No,0.99909,270,270,0.99549,1.00269
2009,Saxony,No,0.98709,752,752,0.97902,0.99516
2009,Thuringa,No,0.98910,448,448,0.97947,0.99872
2010,Schleswig-Holstein,No,0.97363,444,444,0.95870,0.98855
2010,Hamburg,No,0.99267,243,243,0.98193,1.00342
2010,Lower Saxony,No,0.98868,1249,1249,0.98282,0.99455
2010,Bremen,No,0.97979,103,103,0.95248,1.00710
2010,North Rhine-Westphalia,No,0.97882,2788,2788,0.97347,0.98416
2010,Hesse,No,0.99968,964,964,0.99855,1.00081
2010,"Rhineland-Palatinate, Saarland",No,0.99218,771,771,0.98596,0.99840
2010,Baden-Wuerttemberg,No,0.99028,1615,1615,0.98549,0.99507
2010,Bavaria,No,0.97882,2017,2017,0.97254,0.98511
2010,Berlin,No,0.97475,587,587,0.96205,0.98745
2010,Brandenburg,No,0.98389,556,556,0.97341,0.99436
2010,Mecklenburg-Western Pomerania,No,0.98683,348,348,0.97483,0.99882
2010,Saxony,No,0.99159,928,928,0.98572,0.99747
2010,Saxony-Anhalt,No,0.99480,530,530,0.98867,1.00093
2010,Thuringa,No,0.99130,533,533,0.98341,0.99919
2011,Schleswig-Holstein,No,0.97061,585,585,0.95691,0.98431
2011,Hamburg,No,0.96839,259,259,0.94704,0.98974
2011,Lower Saxony,No,0.98955,1481,1481,0.98437,0.99473
2011,Bremen,No,0.94344,116,116,0.90122,0.98566
2011,North Rhine-Westphalia,Yes,0.02533,41,3258,0.01993,0.03073
2011,North Rhine-Westphalia,No,0.97467,3217,3258,0.96927,0.98007
2011,Hesse,No,0.98905,1117,1117,0.98294,0.99516
2011,"Rhineland-Palatinate, Saarland",No,0.99124,923,923,0.98523,0.99726
2011,Baden-Wuerttemberg,No,0.98532,1950,1950,0.97998,0.99066
2011,Bavaria,No,0.98328,2505,2505,0.97825,0.98830
2011,Berlin,No,0.98128,646,646,0.97082,0.99174
2011,Brandenburg,No,0.97823,655,655,0.96704,0.98941
2011,Mecklenburg-Western Pomerania,No,0.96414,374,374,0.94527,0.98301
2011,Saxony,No,0.98467,1009,1009,0.97708,0.99225
2011,Saxony-Anhalt,No,0.98251,634,634,0.97229,0.99272
2011,Thuringa,No,0.99508,631,631,0.98962,1.00055
2012,Schleswig-Holstein,No,0.97379,584,584,0.96082,0.98676
2012,Hamburg,No,0.97632,262,262,0.95787,0.99477
2012,Lower Saxony,No,0.98292,1439,1439,0.97622,0.98962
2012,Bremen,No,0.96381,120,120,0.93026,0.99737
2012,North Rhine-Westphalia,Yes,0.02447,42,3154,0.01907,0.02986
2012,North Rhine-Westphalia,No,0.97553,3112,3154,0.97014,0.98093
2012,Hesse,No,0.98144,1099,1099,0.97345,0.98942
2012,"Rhineland-Palatinate, Saarland",No,0.98808,903,903,0.98099,0.99516
2012,Baden-Wuerttemberg,No,0.98901,1844,1844,0.98425,0.99377
2012,Bavaria,No,0.98608,2466,2466,0.98145,0.99070
2012,Berlin,No,0.95785,666,666,0.94258,0.97312
2012,Brandenburg,No,0.98385,644,644,0.97410,0.99359
2012,Mecklenburg-Western Pomerania,No,0.95314,375,375,0.93172,0.97456
2012,Saxony,No,0.97482,1012,1012,0.96516,0.98448
2012,Saxony-Anhalt,No,0.98824,598,598,0.97959,0.99689
2012,Thuringa,No,0.99233,619,619,0.98546,0.99921
2013,Schleswig-Holstein,No,0.97085,631,631,0.95771,0.98398
2013,Hamburg,No,0.97208,323,323,0.95408,0.99007
2013,Lower Saxony,No,0.97963,1574,1574,0.97265,0.98661
2013,Bremen,No,0.99518,143,143,0.98378,1.00657
2013,North Rhine-Westphalia,Yes,0.01631,36,3611,0.01218,0.02044
2013,North Rhine-Westphalia,No,0.98369,3575,3611,0.97956,0.98782
2013,Hesse,No,0.97660,1262,1262,0.96825,0.98494
2013,"Rhineland-Palatinate, Saarland",No,0.99137,1011,1011,0.98567,0.99708
2013,Baden-Wuerttemberg,No,0.98798,2077,2077,0.98329,0.99266
2013,Bavaria,No,0.98684,2759,2759,0.98259,0.99110
2013,Berlin,No,0.95502,730,730,0.93997,0.97006
2013,Brandenburg,No,0.97738,643,643,0.96588,0.98888
2013,Mecklenburg-Western Pomerania,No,0.95315,360,360,0.93130,0.97501
2013,Saxony,No,0.98048,995,995,0.97188,0.98908
2013,Saxony-Anhalt,No,0.97689,609,609,0.96495,0.98883
2013,Thuringa,No,0.98458,587,587,0.97461,0.99456
2014,Schleswig-Holstein,No,0.95728,546,546,0.94030,0.97426
2014,Hamburg,No,0.97167,261,261,0.95151,0.99184
2014,Lower Saxony,No,0.98455,1428,1428,0.97815,0.99095
2014,Bremen,No,0.97876,121,121,0.95296,1.00456
2014,North Rhine-Westphalia,Yes,0.01146,31,3198,0.00777,0.01515
2014,North Rhine-Westphalia,No,0.98854,3167,3198,0.98485,0.99223
2014,Hesse,No,0.97054,1085,1085,0.96047,0.98060
2014,"Rhineland-Palatinate, Saarland",No,0.98722,906,906,0.97990,0.99454
2014,Baden-Wuerttemberg,No,0.98625,1784,1784,0.98084,0.99165
2014,Bavaria,No,0.98504,2484,2484,0.98027,0.98982
2014,Berlin,No,0.96261,635,635,0.94785,0.97738
2014,Brandenburg,No,0.98334,608,608,0.97315,0.99352
2014,Mecklenburg-Western Pomerania,No,0.96199,333,333,0.94142,0.98256
2014,Saxony,No,0.98174,931,931,0.97314,0.99035
2014,Saxony-Anhalt,No,0.98174,571,571,0.97075,0.99273
2014,Thuringa,No,0.98226,580,580,0.97151,0.99301
2015,Schleswig-Holstein,No,0.95690,528,528,0.93956,0.97424
2015,Hamburg,No,0.96817,271,271,0.94724,0.98911
2015,Lower Saxony,No,0.98717,1437,1437,0.98135,0.99299
2015,Bremen,No,0.99550,111,111,0.98300,1.00801
2015,North Rhine-Westphalia,Yes,0.01622,35,3133,0.01179,0.02064
2015,North Rhine-Westphalia,No,0.98378,3098,3133,0.97936,0.98821
2015,Hesse,No,0.98145,1090,1090,0.97344,0.98946
2015,"Rhineland-Palatinate, Saarland",No,0.99618,890,890,0.99212,1.00023
2015,Baden-Wuerttemberg,No,0.98924,1775,1775,0.98444,0.99404
2015,Bavaria,No,0.98755,2480,2480,0.98319,0.99192
2015,Berlin,No,0.95010,613,613,0.93285,0.96735
2015,Brandenburg,No,0.97922,586,586,0.96767,0.99078
2015,Mecklenburg-Western Pomerania,No,0.95789,321,321,0.93588,0.97989
2015,Saxony,No,0.98368,880,880,0.97531,0.99206
2015,Saxony-Anhalt,No,0.97049,517,517,0.95588,0.98509
2015,Thuringa,No,0.98591,552,552,0.97607,0.99575
2016,Schleswig-Holstein,No,0.96864,487,487,0.95315,0.98414
2016,Hamburg,No,0.96643,253,253,0.94419,0.98867
2016,Lower Saxony,No,0.98359,1313,1313,0.97671,0.99046
2016,Bremen,No,0.97390,104,104,0.94311,1.00469
2016,North Rhine-Westphalia,Yes,0.01501,35,2869,0.01056,0.01946
2016,North Rhine-Westphalia,No,0.98499,2834,2869,0.98054,0.98944
2016,Hesse,No,0.96812,944,944,0.95690,0.97933
2016,"Rhineland-Palatinate, Saarland",No,0.99415,823,823,0.98894,0.99936
2016,Baden-Wuerttemberg,No,0.98841,1601,1601,0.98316,0.99365
2016,Bavaria,No,0.98763,2224,2224,0.98303,0.99222
2016,Berlin,No,0.95606,591,591,0.93952,0.97260
2016,Brandenburg,No,0.97767,541,541,0.96521,0.99013
2016,Mecklenburg-Western Pomerania,No,0.96029,307,307,0.93841,0.98217
2016,Saxony,No,0.98393,831,831,0.97537,0.99248
2016,Saxony-Anhalt,No,0.97635,500,500,0.96302,0.98968
2016,Thuringa,No,0.98585,527,527,0.97575,0.99594
2017,Schleswig-Holstein,No,0.98621,675,675,0.97740,0.99501
2017,Hamburg,No,0.96888,314,314,0.94964,0.98811
2017,Lower Saxony,No,0.97617,1707,1707,0.96893,0.98341
2017,Bremen,No,0.96562,176,176,0.93862,0.99261
2017,North Rhine-Westphalia,Yes,0.01451,33,3524,0.01056,0.01845
2017,North Rhine-Westphalia,No,0.98549,3491,3524,0.98155,0.98944
2017,Hesse,No,0.97176,1176,1176,0.96229,0.98123
2017,"Rhineland-Palatinate, Saarland",No,0.99185,990,990,0.98625,0.99745
2017,Baden-Wuerttemberg,No,0.98388,1912,1912,0.97823,0.98953
2017,Bavaria,No,0.98601,2620,2620,0.98151,0.99051
2017,Berlin,No,0.95706,685,685,0.94186,0.97225
2017,Brandenburg,No,0.97640,686,686,0.96503,0.98777
2017,Mecklenburg-Western Pomerania,No,0.98322,379,379,0.97027,0.99617
2017,Saxony,No,0.98473,1037,1037,0.97727,0.99220
2017,Saxony-Anhalt,No,0.96897,595,595,0.95503,0.98292
2017,Thuringa,No,0.97944,614,614,0.96821,0.99067
2018,Schleswig-Holstein,No,0.98694,660,660,0.97827,0.99561
2018,Hamburg,No,0.96245,348,348,0.94245,0.98245
2018,Lower Saxony,Yes,0.03063,40,1784,0.02263,0.03863
2018,Lower Saxony,No,0.96937,1744,1784,0.96137,0.97737
2018,Bremen,No,0.97461,178,178,0.95143,0.99778
2018,North Rhine-Westphalia,Yes,0.01801,50,3742,0.01375,0.02227
2018,North Rhine-Westphalia,No,0.98199,3692,3742,0.97773,0.98625
2018,Hesse,No,0.97160,1202,1202,0.96221,0.98100
2018,"Rhineland-Palatinate, Saarland",No,0.99407,1039,1039,0.98940,0.99874
2018,Baden-Wuerttemberg,No,0.98254,1846,1846,0.97656,0.98851
2018,Bavaria,Yes,0.01715,36,2624,0.01218,0.02212
2018,Bavaria,No,0.98285,2588,2624,0.97788,0.98782
2018,Berlin,No,0.97339,761,761,0.96195,0.98483
2018,Brandenburg,No,0.98504,708,708,0.97609,0.99399
2018,Mecklenburg-Western Pomerania,No,0.98825,400,400,0.97767,0.99882
2018,Saxony,No,0.98604,1038,1038,0.97890,0.99318
2018,Saxony-Anhalt,No,0.98424,610,610,0.97435,0.99413
2018,Thuringa,No,0.98113,628,628,0.97048,0.99178
2019,Schleswig-Holstein,No,0.99395,705,705,0.98822,0.99968
2019,Hamburg,No,0.95923,379,379,0.93930,0.97917
2019,Lower Saxony,Yes,0.03071,38,1758,0.02264,0.03877
2019,Lower Saxony,No,0.96929,1720,1758,0.96123,0.97736
2019,Bremen,No,0.99891,171,171,0.99394,1.00387
2019,North Rhine-Westphalia,Yes,0.02252,54,3855,0.01784,0.02720
2019,North Rhine-Westphalia,No,0.97748,3801,3855,0.97280,0.98216
2019,Hesse,No,0.96780,1269,1269,0.95809,0.97752
2019,"Rhineland-Palatinate, Saarland",No,0.98819,1034,1034,0.98160,0.99478
2019,Baden-Wuerttemberg,No,0.98404,1916,1916,0.97843,0.98965
2019,Bavaria,Yes,0.01646,34,2755,0.01170,0.02121
2019,Bavaria,No,0.98354,2721,2755,0.97879,0.98830
2019,Berlin,No,0.95561,786,786,0.94120,0.97002
2019,Brandenburg,No,0.98928,778,778,0.98204,0.99652
2019,Mecklenburg-Western Pomerania,No,0.96832,416,416,0.95146,0.98517
2019,Saxony,No,0.97969,1079,1079,0.97127,0.98811
2019,Saxony-Anhalt,No,0.96843,606,606,0.95449,0.98236
2019,Thuringa,No,0.98215,632,632,0.97181,0.99248
2020,Schleswig-Holstein,No,0.99605,677,677,0.99132,1.00078
2020,Hamburg,No,0.96024,420,420,0.94153,0.97895
2020,Lower Saxony,No,0.97869,1769,1769,0.97196,0.98542
2020,Bremen,No,0.99865,210,210,0.99367,1.00363
2020,North Rhine-Westphalia,Yes,0.02347,62,4306,0.01895,0.02800
2020,North Rhine-Westphalia,No,0.97653,4244,4306,0.97200,0.98105
2020,Hesse,No,0.97107,1316,1316,0.96201,0.98013
2020,"Rhineland-Palatinate, Saarland",No,0.98904,1021,1021,0.98265,0.99543
2020,Baden-Wuerttemberg,No,0.98406,1938,1938,0.97849,0.98964
2020,Bavaria,Yes,0.02055,33,2855,0.01535,0.02576
2020,Bavaria,No,0.97945,2822,2855,0.97424,0.98465
2020,Berlin,No,0.95831,1007,1007,0.94596,0.97066
2020,Brandenburg,No,0.98517,732,732,0.97641,0.99393
2020,Mecklenburg-Western Pomerania,No,0.96916,360,360,0.95127,0.98704
2020,Saxony,No,0.98687,1064,1064,0.98003,0.99372
2020,Saxony-Anhalt,No,0.98641,600,600,0.97714,0.99569
2020,Thuringa,No,0.97832,613,613,0.96678,0.98986
2021,Schleswig-Holstein,No,0.99423,507,507,0.98763,1.00083
2021,Hamburg,No,0.95425,296,296,0.93040,0.97809
2021,Lower Saxony,No,0.99072,1181,1181,0.98524,0.99619
2021,Bremen,No,0.98596,104,104,0.96324,1.00868
2021,North Rhine-Westphalia,Yes,0.01836,35,2662,0.01326,0.02347
2021,North Rhine-Westphalia,No,0.98164,2627,2662,0.97653,0.98674
2021,Hesse,No,0.97086,839,839,0.95947,0.98225
2021,"Rhineland-Palatinate, Saarland",No,0.98844,625,625,0.98005,0.99683
2021,Baden-Wuerttemberg,No,0.97631,1314,1314,0.96808,0.98453
2021,Bavaria,Yes,0.02537,33,1863,0.01823,0.03251
2021,Bavaria,No,0.97463,1830,1863,0.96749,0.98177
2021,Berlin,No,0.97708,639,639,0.96547,0.98870
2021,Brandenburg,No,0.99749,473,473,0.99298,1.00200
2021,Mecklenburg-Western Pomerania,No,0.98197,266,266,0.96596,0.99799
2021,Saxony,No,0.97789,755,755,0.96740,0.98839
2021,Saxony-Anhalt,No,0.98359,390,390,0.97096,0.99621
2021,Thuringa,No,0.99075,411,411,0.98148,1.00002
2022,Schleswig-Holstein,No,0.98137,684,684,0.97123,0.99151
2022,Hamburg,No,0.97912,459,459,0.96602,0.99221
2022,Lower Saxony,No,0.97950,1731,1731,0.97283,0.98618
2022,Bremen,No,0.96521,153,153,0.93608,0.99434
2022,North Rhine-Westphalia,Yes,0.01920,57,4286,0.01509,0.02331
2022,North Rhine-Westphalia,No,0.98080,4229,4286,0.97669,0.98491
2022,Hesse,No,0.98073,1305,1305,0.97327,0.98820
2022,"Rhineland-Palatinate, Saarland",No,0.97780,932,932,0.96833,0.98726
2022,Baden-Wuerttemberg,No,0.98142,2333,2333,0.97594,0.98690
2022,Bavaria,Yes,0.02590,48,3173,0.02037,0.03142
2022,Bavaria,No,0.97410,3125,3173,0.96858,0.97963
2022,Berlin,No,0.97592,1187,1187,0.96719,0.98464
2022,Brandenburg,No,0.97817,748,748,0.96769,0.98865
2022,Mecklenburg-Western Pomerania,No,0.97972,428,428,0.96635,0.99309
2022,Saxony,No,0.98293,1292,1292,0.97587,0.99000
2022,Saxony-Anhalt,No,0.98391,684,684,0.97448,0.99335
2022,Thuringa,No,0.97636,593,593,0.96412,0.98860
