"plh0112","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr wichtig","1993","(Fach-)Abitur","","","",""
"Sehr wichtig","1993","AkademikerIn","","","",""
"Wichtig","1993","(noch) kein Abschluss","","","",""
"Wichtig","1993","Hauptschule","","","",""
"Wichtig","1993","Realschule","","","",""
"Wichtig","1993","(Fach-)Abitur","","","",""
"Wichtig","1993","AkademikerIn","","","",""
"Weniger wichtig","1993","(noch) kein Abschluss","","","",""
"Weniger wichtig","1993","Hauptschule","","","",""
"Weniger wichtig","1993","Realschule","","","",""
"Weniger wichtig","1993","(Fach-)Abitur","","","",""
"Weniger wichtig","1993","AkademikerIn","","","",""
"Ganz unwichtig","1993","(noch) kein Abschluss","","","",""
"Ganz unwichtig","1993","Hauptschule","","","",""
"Ganz unwichtig","1993","Realschule","","","",""
"Ganz unwichtig","1993","(Fach-)Abitur","","","",""
"Ganz unwichtig","1993","AkademikerIn","","","",""
"Sehr wichtig","1994","(noch) kein Abschluss","","","",""
"Sehr wichtig","1994","Hauptschule","","","",""
"Sehr wichtig","1994","Realschule","","","",""
"Sehr wichtig","1994","(Fach-)Abitur","","","",""
"Sehr wichtig","1994","AkademikerIn","","","",""
"Wichtig","1994","(noch) kein Abschluss","","","",""
"Wichtig","1994","Hauptschule","","","",""
"Wichtig","1994","Realschule","","","",""
"Wichtig","1994","(Fach-)Abitur","","","",""
"Wichtig","1994","AkademikerIn","","","",""
"Weniger wichtig","1994","(noch) kein Abschluss","","","",""
"Weniger wichtig","1994","Hauptschule","","","",""
"Weniger wichtig","1994","Realschule","","","",""
"Weniger wichtig","1994","(Fach-)Abitur","","","",""
"Weniger wichtig","1994","AkademikerIn","","","",""
"Ganz unwichtig","1994","(noch) kein Abschluss","","","",""
"Ganz unwichtig","1994","Hauptschule","","","",""
"Ganz unwichtig","1994","Realschule","","","",""
"Ganz unwichtig","1994","(Fach-)Abitur","","","",""
"Ganz unwichtig","1994","AkademikerIn","","","",""
"Sehr wichtig","1995","(noch) kein Abschluss","58","0.157006024657819","0.118946362667307","0.195065686648331"
"Sehr wichtig","1995","Hauptschule","365","0.074493122463824","0.067273384954353","0.081712859973295"
"Sehr wichtig","1995","Realschule","289","0.101920848504951","0.0910492494167481","0.112792447593154"
"Sehr wichtig","1995","(Fach-)Abitur","114","0.135179730058087","0.112576402899656","0.157783057216518"
"Sehr wichtig","1995","AkademikerIn","198","0.129724214171681","0.113780204397891","0.145668223945471"
"Wichtig","1995","(noch) kein Abschluss","161","0.464701862989785","0.412524802858229","0.516878923121341"
"Wichtig","1995","Hauptschule","1689","0.324040440483806","0.311171776602091","0.33690910436552"
"Wichtig","1995","Realschule","1106","0.387465653982001","0.369959673719692","0.40497163424431"
"Wichtig","1995","(Fach-)Abitur","389","0.422761643982036","0.390104437430934","0.455418850533139"
"Wichtig","1995","AkademikerIn","720","0.436920109572978","0.413383462064794","0.460456757081162"
"Weniger wichtig","1995","(noch) kein Abschluss","104","0.29801556812251","0.250166030099015","0.345865106146004"
"Weniger wichtig","1995","Hauptschule","2239","0.433175367470539","0.419550580287853","0.446800154653224"
"Weniger wichtig","1995","Realschule","1360","0.431695800025985","0.413897277583679","0.449494322468291"
"Weniger wichtig","1995","(Fach-)Abitur","329","0.375100292311813","0.343094210166962","0.407106374456665"
"Weniger wichtig","1995","AkademikerIn","703","0.384981289396527","0.361891362751962","0.408071216041092"
"Ganz unwichtig","1995","(noch) kein Abschluss","28","","",""
"Ganz unwichtig","1995","Hauptschule","788","0.168291069581832","0.158004046572651","0.178578092591012"
"Ganz unwichtig","1995","Realschule","220","0.0789176974870627","0.0692295436160325","0.0886058513580928"
"Ganz unwichtig","1995","(Fach-)Abitur","47","0.0669583336480632","0.0504346644772647","0.0834820028188616"
"Ganz unwichtig","1995","AkademikerIn","85","0.0483743868588144","0.0381931773223708","0.0585555963952581"
"Sehr wichtig","1996","(noch) kein Abschluss","","","",""
"Sehr wichtig","1996","Hauptschule","","","",""
"Sehr wichtig","1996","Realschule","","","",""
"Sehr wichtig","1996","(Fach-)Abitur","","","",""
"Sehr wichtig","1996","AkademikerIn","","","",""
"Wichtig","1996","(noch) kein Abschluss","","","",""
"Wichtig","1996","Hauptschule","","","",""
"Wichtig","1996","Realschule","","","",""
"Wichtig","1996","(Fach-)Abitur","","","",""
"Wichtig","1996","AkademikerIn","","","",""
"Weniger wichtig","1996","(noch) kein Abschluss","","","",""
"Weniger wichtig","1996","Hauptschule","","","",""
"Weniger wichtig","1996","Realschule","","","",""
"Weniger wichtig","1996","(Fach-)Abitur","","","",""
"Weniger wichtig","1996","AkademikerIn","","","",""
"Ganz unwichtig","1996","(noch) kein Abschluss","","","",""
"Ganz unwichtig","1996","Hauptschule","","","",""
"Ganz unwichtig","1996","Realschule","","","",""
"Ganz unwichtig","1996","(Fach-)Abitur","","","",""
"Ganz unwichtig","1996","AkademikerIn","","","",""
"Sehr wichtig","1997","(noch) kein Abschluss","","","",""
"Sehr wichtig","1997","Hauptschule","","","",""
"Sehr wichtig","1997","Realschule","","","",""
"Sehr wichtig","1997","(Fach-)Abitur","","","",""
"Sehr wichtig","1997","AkademikerIn","","","",""
"Wichtig","1997","(noch) kein Abschluss","","","",""
"Wichtig","1997","Hauptschule","","","",""
"Wichtig","1997","Realschule","","","",""
"Wichtig","1997","(Fach-)Abitur","","","",""
"Wichtig","1997","AkademikerIn","","","",""
"Weniger wichtig","1997","(noch) kein Abschluss","","","",""
"Weniger wichtig","1997","Hauptschule","","","",""
"Weniger wichtig","1997","Realschule","","","",""
"Weniger wichtig","1997","(Fach-)Abitur","","","",""
"Weniger wichtig","1997","AkademikerIn","","","",""
"Ganz unwichtig","1997","(noch) kein Abschluss","","","",""
"Ganz unwichtig","1997","Hauptschule","","","",""
"Ganz unwichtig","1997","Realschule","","","",""
"Ganz unwichtig","1997","(Fach-)Abitur","","","",""
"Ganz unwichtig","1997","AkademikerIn","","","",""
"Sehr wichtig","1998","(noch) kein Abschluss","","","",""
"Sehr wichtig","1998","Hauptschule","","","",""
"Sehr wichtig","1998","Realschule","","","",""
"Sehr wichtig","1998","(Fach-)Abitur","","","",""
"Sehr wichtig","1998","AkademikerIn","","","",""
"Wichtig","1998","(noch) kein Abschluss","","","",""
"Wichtig","1998","Hauptschule","","","",""
"Wichtig","1998","Realschule","","","",""
"Wichtig","1998","(Fach-)Abitur","","","",""
"Wichtig","1998","AkademikerIn","","","",""
"Weniger wichtig","1998","(noch) kein Abschluss","","","",""
"Weniger wichtig","1998","Hauptschule","","","",""
"Weniger wichtig","1998","Realschule","","","",""
"Weniger wichtig","1998","(Fach-)Abitur","","","",""
"Weniger wichtig","1998","AkademikerIn","","","",""
"Ganz unwichtig","1998","(noch) kein Abschluss","","","",""
"Ganz unwichtig","1998","Hauptschule","","","",""
"Ganz unwichtig","1998","Realschule","","","",""
"Ganz unwichtig","1998","(Fach-)Abitur","","","",""
"Ganz unwichtig","1998","AkademikerIn","","","",""
"Sehr wichtig","1999","(noch) kein Abschluss","","","",""
"Sehr wichtig","1999","Hauptschule","","","",""
"Sehr wichtig","1999","Realschule","","","",""
"Sehr wichtig","1999","(Fach-)Abitur","","","",""
"Sehr wichtig","1999","AkademikerIn","","","",""
"Wichtig","1999","(noch) kein Abschluss","","","",""
"Wichtig","1999","Hauptschule","","","",""
"Wichtig","1999","Realschule","","","",""
"Wichtig","1999","(Fach-)Abitur","","","",""
"Wichtig","1999","AkademikerIn","","","",""
"Weniger wichtig","1999","(noch) kein Abschluss","","","",""
"Weniger wichtig","1999","Hauptschule","","","",""
"Weniger wichtig","1999","Realschule","","","",""
"Weniger wichtig","1999","(Fach-)Abitur","","","",""
"Weniger wichtig","1999","AkademikerIn","","","",""
"Ganz unwichtig","1999","(noch) kein Abschluss","","","",""
"Ganz unwichtig","1999","Hauptschule","","","",""
"Ganz unwichtig","1999","Realschule","","","",""
"Ganz unwichtig","1999","(Fach-)Abitur","","","",""
"Ganz unwichtig","1999","AkademikerIn","","","",""
"Sehr wichtig","2000","(noch) kein Abschluss","","","",""
"Sehr wichtig","2000","Hauptschule","","","",""
"Sehr wichtig","2000","Realschule","","","",""
"Sehr wichtig","2000","(Fach-)Abitur","","","",""
"Sehr wichtig","2000","AkademikerIn","","","",""
"Wichtig","2000","(noch) kein Abschluss","","","",""
"Wichtig","2000","Hauptschule","","","",""
"Wichtig","2000","Realschule","","","",""
"Wichtig","2000","(Fach-)Abitur","","","",""
"Wichtig","2000","AkademikerIn","","","",""
"Weniger wichtig","2000","(noch) kein Abschluss","","","",""
"Weniger wichtig","2000","Hauptschule","","","",""
"Weniger wichtig","2000","Realschule","","","",""
"Weniger wichtig","2000","(Fach-)Abitur","","","",""
"Weniger wichtig","2000","AkademikerIn","","","",""
"Ganz unwichtig","2000","(noch) kein Abschluss","","","",""
"Ganz unwichtig","2000","Hauptschule","","","",""
"Ganz unwichtig","2000","Realschule","","","",""
"Ganz unwichtig","2000","(Fach-)Abitur","","","",""
"Ganz unwichtig","2000","AkademikerIn","","","",""
"Sehr wichtig","2001","(noch) kein Abschluss","","","",""
"Sehr wichtig","2001","Hauptschule","","","",""
"Sehr wichtig","2001","Realschule","","","",""
"Sehr wichtig","2001","(Fach-)Abitur","","","",""
"Sehr wichtig","2001","AkademikerIn","","","",""
"Wichtig","2001","(noch) kein Abschluss","","","",""
"Wichtig","2001","Hauptschule","","","",""
"Wichtig","2001","Realschule","","","",""
"Wichtig","2001","(Fach-)Abitur","","","",""
"Wichtig","2001","AkademikerIn","","","",""
"Weniger wichtig","2001","(noch) kein Abschluss","","","",""
"Weniger wichtig","2001","Hauptschule","","","",""
"Weniger wichtig","2001","Realschule","","","",""
"Weniger wichtig","2001","(Fach-)Abitur","","","",""
"Weniger wichtig","2001","AkademikerIn","","","",""
"Ganz unwichtig","2001","(noch) kein Abschluss","","","",""
"Ganz unwichtig","2001","Hauptschule","","","",""
"Ganz unwichtig","2001","Realschule","","","",""
"Ganz unwichtig","2001","(Fach-)Abitur","","","",""
"Ganz unwichtig","2001","AkademikerIn","","","",""
"Sehr wichtig","2002","(noch) kein Abschluss","","","",""
"Sehr wichtig","2002","Hauptschule","","","",""
"Sehr wichtig","2002","Realschule","","","",""
"Sehr wichtig","2002","(Fach-)Abitur","","","",""
"Sehr wichtig","2002","AkademikerIn","","","",""
"Wichtig","2002","(noch) kein Abschluss","","","",""
"Wichtig","2002","Hauptschule","","","",""
"Wichtig","2002","Realschule","","","",""
"Wichtig","2002","(Fach-)Abitur","","","",""
"Wichtig","2002","AkademikerIn","","","",""
"Weniger wichtig","2002","(noch) kein Abschluss","","","",""
"Weniger wichtig","2002","Hauptschule","","","",""
"Weniger wichtig","2002","Realschule","","","",""
"Weniger wichtig","2002","(Fach-)Abitur","","","",""
"Weniger wichtig","2002","AkademikerIn","","","",""
"Ganz unwichtig","2002","(noch) kein Abschluss","","","",""
"Ganz unwichtig","2002","Hauptschule","","","",""
"Ganz unwichtig","2002","Realschule","","","",""
"Ganz unwichtig","2002","(Fach-)Abitur","","","",""
"Ganz unwichtig","2002","AkademikerIn","","","",""
"Sehr wichtig","2003","(noch) kein Abschluss","","","",""
"Sehr wichtig","2003","Hauptschule","","","",""
"Sehr wichtig","2003","Realschule","","","",""
"Sehr wichtig","2003","(Fach-)Abitur","","","",""
"Sehr wichtig","2003","AkademikerIn","","","",""
"Wichtig","2003","(noch) kein Abschluss","","","",""
"Wichtig","2003","Hauptschule","","","",""
"Wichtig","2003","Realschule","","","",""
"Wichtig","2003","(Fach-)Abitur","","","",""
"Wichtig","2003","AkademikerIn","","","",""
"Weniger wichtig","2003","(noch) kein Abschluss","","","",""
"Weniger wichtig","2003","Hauptschule","","","",""
"Weniger wichtig","2003","Realschule","","","",""
"Weniger wichtig","2003","(Fach-)Abitur","","","",""
"Weniger wichtig","2003","AkademikerIn","","","",""
"Ganz unwichtig","2003","(noch) kein Abschluss","","","",""
"Ganz unwichtig","2003","Hauptschule","","","",""
"Ganz unwichtig","2003","Realschule","","","",""
"Ganz unwichtig","2003","(Fach-)Abitur","","","",""
"Ganz unwichtig","2003","AkademikerIn","","","",""
"Sehr wichtig","2004","(noch) kein Abschluss","151","0.162192131489732","0.138082141463144","0.186302121516321"
"Sehr wichtig","2004","Hauptschule","577","0.0739204552957503","0.0681963847743584","0.0796445258171423"
"Sehr wichtig","2004","Realschule","499","0.0932849278423149","0.0856718073785178","0.100898048306112"
"Sehr wichtig","2004","(Fach-)Abitur","320","0.12778806221585","0.114397861553525","0.141178262878174"
"Sehr wichtig","2004","AkademikerIn","522","0.12476590406958","0.114872811323351","0.134658996815809"
"Wichtig","2004","(noch) kein Abschluss","333","0.349011330386944","0.317835616959483","0.380187043814405"
"Wichtig","2004","Hauptschule","2468","0.296731055067916","0.286737023111093","0.306725087024739"
"Wichtig","2004","Realschule","2001","0.360848972622792","0.348277503687316","0.373420441558269"
"Wichtig","2004","(Fach-)Abitur","1022","0.415971645550049","0.396202870473231","0.435740420626868"
"Wichtig","2004","AkademikerIn","1837","0.435504916302342","0.420660995771192","0.450348836833492"
"Weniger wichtig","2004","(noch) kein Abschluss","297","0.338686769195484","0.307733063849701","0.369640474541267"
"Weniger wichtig","2004","Hauptschule","3597","0.444757128442481","0.433885328105026","0.455628928779935"
"Weniger wichtig","2004","Realschule","2610","0.453270613711097","0.440239349957108","0.466301877465087"
"Weniger wichtig","2004","(Fach-)Abitur","874","0.377223991745247","0.357783980144395","0.396664003346099"
"Weniger wichtig","2004","AkademikerIn","1681","0.375633620623472","0.36113508999062","0.390132151256324"
"Ganz unwichtig","2004","(noch) kein Abschluss","117","0.15010976892784","0.126748532777324","0.173471005078355"
"Ganz unwichtig","2004","Hauptschule","1384","0.184591361193852","0.176103625375941","0.193079097011763"
"Ganz unwichtig","2004","Realschule","496","0.0925954858237953","0.0850076675802723","0.100183304067318"
"Ganz unwichtig","2004","(Fach-)Abitur","172","0.079016300488854","0.0681965997755056","0.0898360012022024"
"Ganz unwichtig","2004","AkademikerIn","246","0.064095559004606","0.0567630647479876","0.0714280532612245"
"Sehr wichtig","2005","(noch) kein Abschluss","","","",""
"Sehr wichtig","2005","Hauptschule","","","",""
"Sehr wichtig","2005","Realschule","","","",""
"Sehr wichtig","2005","(Fach-)Abitur","","","",""
"Sehr wichtig","2005","AkademikerIn","","","",""
"Wichtig","2005","(noch) kein Abschluss","","","",""
"Wichtig","2005","Hauptschule","","","",""
"Wichtig","2005","Realschule","","","",""
"Wichtig","2005","(Fach-)Abitur","","","",""
"Wichtig","2005","AkademikerIn","","","",""
"Weniger wichtig","2005","(noch) kein Abschluss","","","",""
"Weniger wichtig","2005","Hauptschule","","","",""
"Weniger wichtig","2005","Realschule","","","",""
"Weniger wichtig","2005","(Fach-)Abitur","","","",""
"Weniger wichtig","2005","AkademikerIn","","","",""
"Ganz unwichtig","2005","(noch) kein Abschluss","","","",""
"Ganz unwichtig","2005","Hauptschule","","","",""
"Ganz unwichtig","2005","Realschule","","","",""
"Ganz unwichtig","2005","(Fach-)Abitur","","","",""
"Ganz unwichtig","2005","AkademikerIn","","","",""
"Sehr wichtig","2006","(noch) kein Abschluss","","","",""
"Sehr wichtig","2006","Hauptschule","","","",""
"Sehr wichtig","2006","Realschule","","","",""
"Sehr wichtig","2006","(Fach-)Abitur","","","",""
"Sehr wichtig","2006","AkademikerIn","","","",""
"Wichtig","2006","(noch) kein Abschluss","","","",""
"Wichtig","2006","Hauptschule","","","",""
"Wichtig","2006","Realschule","","","",""
"Wichtig","2006","(Fach-)Abitur","","","",""
"Wichtig","2006","AkademikerIn","","","",""
"Weniger wichtig","2006","(noch) kein Abschluss","","","",""
"Weniger wichtig","2006","Hauptschule","","","",""
"Weniger wichtig","2006","Realschule","","","",""
"Weniger wichtig","2006","(Fach-)Abitur","","","",""
"Weniger wichtig","2006","AkademikerIn","","","",""
"Ganz unwichtig","2006","(noch) kein Abschluss","","","",""
"Ganz unwichtig","2006","Hauptschule","","","",""
"Ganz unwichtig","2006","Realschule","","","",""
"Ganz unwichtig","2006","(Fach-)Abitur","","","",""
"Ganz unwichtig","2006","AkademikerIn","","","",""
"Sehr wichtig","2007","(noch) kein Abschluss","","","",""
"Sehr wichtig","2007","Hauptschule","","","",""
"Sehr wichtig","2007","Realschule","","","",""
"Sehr wichtig","2007","(Fach-)Abitur","","","",""
"Sehr wichtig","2007","AkademikerIn","","","",""
"Wichtig","2007","(noch) kein Abschluss","","","",""
"Wichtig","2007","Hauptschule","","","",""
"Wichtig","2007","Realschule","","","",""
"Wichtig","2007","(Fach-)Abitur","","","",""
"Wichtig","2007","AkademikerIn","","","",""
"Weniger wichtig","2007","(noch) kein Abschluss","","","",""
"Weniger wichtig","2007","Hauptschule","","","",""
"Weniger wichtig","2007","Realschule","","","",""
"Weniger wichtig","2007","(Fach-)Abitur","","","",""
"Weniger wichtig","2007","AkademikerIn","","","",""
"Ganz unwichtig","2007","(noch) kein Abschluss","","","",""
"Ganz unwichtig","2007","Hauptschule","","","",""
"Ganz unwichtig","2007","Realschule","","","",""
"Ganz unwichtig","2007","(Fach-)Abitur","","","",""
"Ganz unwichtig","2007","AkademikerIn","","","",""
"Sehr wichtig","2008","(noch) kein Abschluss","66","0.0787826676033823","0.056102574187588","0.101462761019177"
"Sehr wichtig","2008","Hauptschule","333","0.0522626917460694","0.0469592956311153","0.0575660878610234"
"Sehr wichtig","2008","Realschule","365","0.0781102468856257","0.0707469660799646","0.0854735276912868"
"Sehr wichtig","2008","(Fach-)Abitur","254","0.114543245182003","0.101134533436043","0.127951956927963"
"Sehr wichtig","2008","AkademikerIn","465","0.126318834587321","0.116250291832119","0.136387377342524"
"Wichtig","2008","(noch) kein Abschluss","211","0.402078884843069","0.360800183429345","0.443357586256793"
"Wichtig","2008","Hauptschule","1851","0.265886435831279","0.255358483592578","0.276414388069981"
"Wichtig","2008","Realschule","1695","0.325254279488131","0.312399653563654","0.338108905412609"
"Wichtig","2008","(Fach-)Abitur","852","0.396820085842615","0.37622142939701","0.417418742288219"
"Wichtig","2008","AkademikerIn","1748","0.396071752224888","0.381248766738393","0.410894737711383"
"Weniger wichtig","2008","(noch) kein Abschluss","174","0.308045626542315","0.269177402204421","0.346913850880209"
"Weniger wichtig","2008","Hauptschule","3070","0.450756514331155","0.438899709975453","0.462613318686858"
"Weniger wichtig","2008","Realschule","2462","0.477957903129386","0.464251438484876","0.491664367773897"
"Weniger wichtig","2008","(Fach-)Abitur","882","0.400761846651982","0.380128886073576","0.421394807230387"
"Weniger wichtig","2008","AkademikerIn","1720","0.40298417206704","0.388118210908263","0.417850133225818"
"Ganz unwichtig","2008","(noch) kein Abschluss","91","0.211092821011234","0.176737173858628","0.24544846816384"
"Ganz unwichtig","2008","Hauptschule","1511","0.231094358091496","0.221049463453495","0.241139252729497"
"Ganz unwichtig","2008","Realschule","580","0.118677570496857","0.109803362596608","0.127551778397106"
"Ganz unwichtig","2008","(Fach-)Abitur","179","0.0878748223234006","0.0759547720450238","0.0997948726017774"
"Ganz unwichtig","2008","AkademikerIn","249","0.0746252411207504","0.0666607547193725","0.0825897275221282"
"Sehr wichtig","2009","(noch) kein Abschluss","","","",""
"Sehr wichtig","2009","Hauptschule","","","",""
"Sehr wichtig","2009","Realschule","","","",""
"Sehr wichtig","2009","(Fach-)Abitur","","","",""
"Sehr wichtig","2009","AkademikerIn","","","",""
"Wichtig","2009","(noch) kein Abschluss","","","",""
"Wichtig","2009","Hauptschule","","","",""
"Wichtig","2009","Realschule","","","",""
"Wichtig","2009","(Fach-)Abitur","","","",""
"Wichtig","2009","AkademikerIn","","","",""
"Weniger wichtig","2009","(noch) kein Abschluss","","","",""
"Weniger wichtig","2009","Hauptschule","","","",""
"Weniger wichtig","2009","Realschule","","","",""
"Weniger wichtig","2009","(Fach-)Abitur","","","",""
"Weniger wichtig","2009","AkademikerIn","","","",""
"Ganz unwichtig","2009","(noch) kein Abschluss","","","",""
"Ganz unwichtig","2009","Hauptschule","","","",""
"Ganz unwichtig","2009","Realschule","","","",""
"Ganz unwichtig","2009","(Fach-)Abitur","","","",""
"Ganz unwichtig","2009","AkademikerIn","","","",""
"Sehr wichtig","2010","(noch) kein Abschluss","","","",""
"Sehr wichtig","2010","Hauptschule","","","",""
"Sehr wichtig","2010","Realschule","","","",""
"Sehr wichtig","2010","(Fach-)Abitur","","","",""
"Sehr wichtig","2010","AkademikerIn","","","",""
"Wichtig","2010","(noch) kein Abschluss","","","",""
"Wichtig","2010","Hauptschule","","","",""
"Wichtig","2010","Realschule","","","",""
"Wichtig","2010","(Fach-)Abitur","","","",""
"Wichtig","2010","AkademikerIn","","","",""
"Weniger wichtig","2010","(noch) kein Abschluss","","","",""
"Weniger wichtig","2010","Hauptschule","","","",""
"Weniger wichtig","2010","Realschule","","","",""
"Weniger wichtig","2010","(Fach-)Abitur","","","",""
"Weniger wichtig","2010","AkademikerIn","","","",""
"Ganz unwichtig","2010","(noch) kein Abschluss","","","",""
"Ganz unwichtig","2010","Hauptschule","","","",""
"Ganz unwichtig","2010","Realschule","","","",""
"Ganz unwichtig","2010","(Fach-)Abitur","","","",""
"Ganz unwichtig","2010","AkademikerIn","","","",""
"Sehr wichtig","2011","(noch) kein Abschluss","","","",""
"Sehr wichtig","2011","Hauptschule","","","",""
"Sehr wichtig","2011","Realschule","","","",""
"Sehr wichtig","2011","(Fach-)Abitur","","","",""
"Sehr wichtig","2011","AkademikerIn","","","",""
"Wichtig","2011","(noch) kein Abschluss","","","",""
"Wichtig","2011","Hauptschule","","","",""
"Wichtig","2011","Realschule","","","",""
"Wichtig","2011","(Fach-)Abitur","","","",""
"Wichtig","2011","AkademikerIn","","","",""
"Weniger wichtig","2011","(noch) kein Abschluss","","","",""
"Weniger wichtig","2011","Hauptschule","","","",""
"Weniger wichtig","2011","Realschule","","","",""
"Weniger wichtig","2011","(Fach-)Abitur","","","",""
"Weniger wichtig","2011","AkademikerIn","","","",""
"Ganz unwichtig","2011","(noch) kein Abschluss","","","",""
"Ganz unwichtig","2011","Hauptschule","","","",""
"Ganz unwichtig","2011","Realschule","","","",""
"Ganz unwichtig","2011","(Fach-)Abitur","","","",""
"Ganz unwichtig","2011","AkademikerIn","","","",""
"Sehr wichtig","2012","(noch) kein Abschluss","166","0.178344582599626","0.153223376521058","0.203465788678194"
"Sehr wichtig","2012","Hauptschule","632","0.0771421867052021","0.0715141692165409","0.0827702041938634"
"Sehr wichtig","2012","Realschule","723","0.110655382143373","0.103663479094266","0.117647285192479"
"Sehr wichtig","2012","(Fach-)Abitur","421","0.124392145653952","0.113532701674044","0.13525158963386"
"Sehr wichtig","2012","AkademikerIn","814","0.144801100622037","0.135993319451952","0.153608881792122"
