year,age_gr,migback,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,66 and older,Direct migration background,Somewhat concerned,0.41455,142,331,0.36140,0.46770
2009,66 and older,Direct migration background,Not concerned at all,0.40569,137,331,0.35271,0.45867
2010,17-29 y.,No migration background,Very concerned,0.21319,691,2944,0.19839,0.22799
2010,17-29 y.,No migration background,Somewhat concerned,0.34760,1088,2944,0.33040,0.36481
2010,17-29 y.,No migration background,Not concerned at all,0.37690,1165,2944,0.35940,0.39441
2010,17-29 y.,Direct migration background,Very concerned,0.17728,58,480,0.14308,0.21148
2010,17-29 y.,Direct migration background,Somewhat concerned,0.31843,205,480,0.27670,0.36015
2010,17-29 y.,Direct migration background,Not concerned at all,0.47008,217,480,0.42538,0.51477
2010,17-29 y.,Indirect migration background,Very concerned,0.18577,88,470,0.15057,0.22097
2010,17-29 y.,Indirect migration background,Somewhat concerned,0.37968,191,470,0.33575,0.42360
2010,17-29 y.,Indirect migration background,Not concerned at all,0.34918,191,470,0.30604,0.39233
2010,30-45 y.,No migration background,Very concerned,0.21152,1491,7039,0.20198,0.22107
2010,30-45 y.,No migration background,Somewhat concerned,0.37295,2720,7039,0.36166,0.38425
2010,30-45 y.,No migration background,Not concerned at all,0.41149,2828,7039,0.40000,0.42299
2010,30-45 y.,Direct migration background,Very concerned,0.13966,220,1424,0.12165,0.15767
2010,30-45 y.,Direct migration background,Somewhat concerned,0.40793,583,1424,0.38240,0.43347
2010,30-45 y.,Direct migration background,Not concerned at all,0.43379,621,1424,0.40804,0.45954
2010,30-45 y.,Indirect migration background,Very concerned,0.17939,101,543,0.14709,0.21170
2010,30-45 y.,Indirect migration background,Somewhat concerned,0.42740,210,543,0.38575,0.46904
2010,30-45 y.,Indirect migration background,Not concerned at all,0.39250,232,543,0.35139,0.43361
2010,46-65 y.,No migration background,Very concerned,0.24946,1401,6146,0.23864,0.26028
2010,46-65 y.,No migration background,Somewhat concerned,0.43685,2598,6146,0.42445,0.44925
2010,46-65 y.,No migration background,Not concerned at all,0.30670,2147,6146,0.29517,0.31823
2010,46-65 y.,Direct migration background,Very concerned,0.17468,109,688,0.14629,0.20307
2010,46-65 y.,Direct migration background,Somewhat concerned,0.45319,307,688,0.41597,0.49042
2010,46-65 y.,Direct migration background,Not concerned at all,0.35494,272,688,0.31916,0.39072
2010,46-65 y.,Indirect migration background,Somewhat concerned,0.27875,34,65,0.16890,0.38861
2010,46-65 y.,Indirect migration background,Not concerned at all,0.46201,31,65,0.33986,0.58416
2010,66 and older,No migration background,Very concerned,0.23793,863,3665,0.22414,0.25172
2010,66 and older,No migration background,Somewhat concerned,0.47289,1771,3665,0.45673,0.48906
2010,66 and older,No migration background,Not concerned at all,0.27639,1031,3665,0.26190,0.29087
2010,66 and older,Direct migration background,Very concerned,0.21690,59,311,0.17102,0.26278
2010,66 and older,Direct migration background,Somewhat concerned,0.34499,118,311,0.29207,0.39791
2010,66 and older,Direct migration background,Not concerned at all,0.42681,134,311,0.37175,0.48187
2011,17-29 y.,No migration background,Very concerned,0.20850,557,2370,0.19214,0.22486
2011,17-29 y.,No migration background,Somewhat concerned,0.29163,867,2370,0.27333,0.30994
2011,17-29 y.,No migration background,Not concerned at all,0.34137,946,2370,0.32228,0.36047
2011,17-29 y.,Direct migration background,Somewhat concerned,0.32779,93,184,0.25978,0.39580
2011,17-29 y.,Direct migration background,Not concerned at all,0.29780,91,184,0.23155,0.36406
2011,17-29 y.,Indirect migration background,Very concerned,0.12679,60,378,0.09320,0.16038
2011,17-29 y.,Indirect migration background,Somewhat concerned,0.39855,166,378,0.34913,0.44798
2011,17-29 y.,Indirect migration background,Not concerned at all,0.27797,152,378,0.23275,0.32320
2011,30-45 y.,No migration background,Very concerned,0.17096,866,3918,0.15917,0.18275
2011,30-45 y.,No migration background,Somewhat concerned,0.31871,1627,3918,0.30412,0.33330
2011,30-45 y.,No migration background,Not concerned at all,0.30618,1425,3918,0.29175,0.32062
2011,30-45 y.,Direct migration background,Very concerned,0.10146,92,577,0.07680,0.12612
2011,30-45 y.,Direct migration background,Somewhat concerned,0.28167,259,577,0.24494,0.31841
2011,30-45 y.,Direct migration background,Not concerned at all,0.29339,226,577,0.25621,0.33058
2011,30-45 y.,Indirect migration background,Very concerned,0.14301,55,311,0.10404,0.18198
2011,30-45 y.,Indirect migration background,Somewhat concerned,0.31421,129,311,0.26253,0.36588
2011,30-45 y.,Indirect migration background,Not concerned at all,0.32588,127,311,0.27370,0.37805
2011,46-65 y.,No migration background,Very concerned,0.25853,1726,6829,0.24814,0.26891
2011,46-65 y.,No migration background,Somewhat concerned,0.41154,2925,6829,0.39987,0.42321
2011,46-65 y.,No migration background,Not concerned at all,0.28044,2178,6829,0.26978,0.29109
2011,46-65 y.,Direct migration background,Very concerned,0.15833,128,782,0.13273,0.18393
2011,46-65 y.,Direct migration background,Somewhat concerned,0.45827,379,782,0.42332,0.49321
2011,46-65 y.,Direct migration background,Not concerned at all,0.31849,275,782,0.28582,0.35117
2011,46-65 y.,Indirect migration background,Somewhat concerned,0.38232,36,71,0.26848,0.49616
2011,46-65 y.,Indirect migration background,Not concerned at all,0.37879,35,71,0.26515,0.49243
2011,66 and older,No migration background,Very concerned,0.26018,1177,4587,0.24749,0.27288
2011,66 and older,No migration background,Somewhat concerned,0.45687,2139,4587,0.44246,0.47129
2011,66 and older,No migration background,Not concerned at all,0.25622,1271,4587,0.24358,0.26885
2011,66 and older,Direct migration background,Very concerned,0.16763,77,401,0.13102,0.20424
2011,66 and older,Direct migration background,Somewhat concerned,0.38146,154,401,0.33385,0.42906
2011,66 and older,Direct migration background,Not concerned at all,0.41523,170,401,0.36694,0.46352
2012,17-29 y.,No migration background,Very concerned,0.15642,412,2284,0.14152,0.17132
2012,17-29 y.,No migration background,Somewhat concerned,0.28346,763,2284,0.26497,0.30195
2012,17-29 y.,No migration background,Not concerned at all,0.40236,1109,2284,0.38225,0.42248
2012,17-29 y.,Direct migration background,Somewhat concerned,0.34373,83,200,0.27774,0.40972
2012,17-29 y.,Direct migration background,Not concerned at all,0.39598,117,200,0.32803,0.46393
2012,17-29 y.,Indirect migration background,Very concerned,0.08799,43,359,0.05864,0.11733
2012,17-29 y.,Indirect migration background,Somewhat concerned,0.32153,131,359,0.27315,0.36991
2012,17-29 y.,Indirect migration background,Not concerned at all,0.39190,185,359,0.34133,0.44247
2012,30-45 y.,No migration background,Very concerned,0.14055,664,3678,0.12932,0.15178
2012,30-45 y.,No migration background,Somewhat concerned,0.28451,1391,3678,0.26993,0.29909
2012,30-45 y.,No migration background,Not concerned at all,0.38339,1623,3678,0.36768,0.39911
2012,30-45 y.,Direct migration background,Very concerned,0.10180,80,582,0.07721,0.12639
2012,30-45 y.,Direct migration background,Somewhat concerned,0.27875,239,582,0.24229,0.31521
2012,30-45 y.,Direct migration background,Not concerned at all,0.32983,263,582,0.29160,0.36806
2012,30-45 y.,Indirect migration background,Very concerned,0.11952,53,308,0.08323,0.15581
2012,30-45 y.,Indirect migration background,Somewhat concerned,0.31409,109,308,0.26217,0.36601
2012,30-45 y.,Indirect migration background,Not concerned at all,0.36012,146,308,0.30642,0.41382
2012,46-65 y.,No migration background,Very concerned,0.20431,1355,6936,0.19482,0.21380
2012,46-65 y.,No migration background,Somewhat concerned,0.39086,2815,6936,0.37937,0.40234
2012,46-65 y.,No migration background,Not concerned at all,0.35430,2766,6936,0.34305,0.36556
2012,46-65 y.,Direct migration background,Very concerned,0.13641,110,752,0.11186,0.16096
2012,46-65 y.,Direct migration background,Somewhat concerned,0.44397,336,752,0.40844,0.47951
2012,46-65 y.,Direct migration background,Not concerned at all,0.35338,306,752,0.31919,0.38757
2012,46-65 y.,Indirect migration background,Somewhat concerned,0.30350,35,90,0.20798,0.39903
2012,46-65 y.,Indirect migration background,Not concerned at all,0.48211,55,90,0.37830,0.58593
2012,66 and older,No migration background,Very concerned,0.21341,955,4727,0.20173,0.22509
2012,66 and older,No migration background,Somewhat concerned,0.46816,2214,4727,0.45393,0.48239
2012,66 and older,No migration background,Not concerned at all,0.31017,1558,4727,0.29698,0.32336
2012,66 and older,Direct migration background,Very concerned,0.13864,57,408,0.10507,0.17222
2012,66 and older,Direct migration background,Somewhat concerned,0.35755,164,408,0.31098,0.40411
2012,66 and older,Direct migration background,Not concerned at all,0.47624,187,408,0.42772,0.52476
2013,17-29 y.,No migration background,Very concerned,0.15128,379,2037,0.13571,0.16684
2013,17-29 y.,No migration background,Somewhat concerned,0.28211,681,2037,0.26256,0.30165
2013,17-29 y.,No migration background,Not concerned at all,0.37993,977,2037,0.35884,0.40101
2013,17-29 y.,Direct migration background,Somewhat concerned,0.09642,49,153,0.04950,0.14335
2013,17-29 y.,Direct migration background,Not concerned at all,0.20455,104,153,0.14042,0.26867
2013,17-29 y.,Indirect migration background,Very concerned,0.06931,47,312,0.04108,0.09754
2013,17-29 y.,Indirect migration background,Somewhat concerned,0.13275,114,312,0.09504,0.17046
2013,17-29 y.,Indirect migration background,Not concerned at all,0.19872,151,312,0.15437,0.24307
2013,30-45 y.,No migration background,Very concerned,0.15166,664,3293,0.13941,0.16391
2013,30-45 y.,No migration background,Somewhat concerned,0.28477,1223,3293,0.26936,0.30019
2013,30-45 y.,No migration background,Not concerned at all,0.36094,1406,3293,0.34454,0.37735
2013,30-45 y.,Direct migration background,Very concerned,0.04493,74,484,0.02646,0.06341
2013,30-45 y.,Direct migration background,Somewhat concerned,0.12133,201,484,0.09221,0.15045
2013,30-45 y.,Direct migration background,Not concerned at all,0.15661,209,484,0.12419,0.18902
2013,30-45 y.,Indirect migration background,Very concerned,0.09238,65,279,0.05834,0.12642
2013,30-45 y.,Indirect migration background,Somewhat concerned,0.22147,106,279,0.17266,0.27028
2013,30-45 y.,Indirect migration background,Not concerned at all,0.19499,108,279,0.14842,0.24156
2013,46-65 y.,No migration background,Very concerned,0.22690,1448,6511,0.21672,0.23707
2013,46-65 y.,No migration background,Somewhat concerned,0.40638,2732,6511,0.39445,0.41831
2013,46-65 y.,No migration background,Not concerned at all,0.31113,2331,6511,0.29988,0.32237
2013,46-65 y.,Direct migration background,Very concerned,0.13456,134,677,0.10884,0.16029
2013,46-65 y.,Direct migration background,Somewhat concerned,0.27458,303,677,0.24093,0.30822
2013,46-65 y.,Direct migration background,Not concerned at all,0.21384,240,677,0.18293,0.24475
2013,46-65 y.,Indirect migration background,Somewhat concerned,0.24051,36,86,0.14965,0.33137
2013,46-65 y.,Indirect migration background,Not concerned at all,0.43385,50,86,0.32849,0.53921
2013,66 and older,No migration background,Very concerned,0.25465,1099,4507,0.24193,0.26737
2013,66 and older,No migration background,Somewhat concerned,0.46250,2141,4507,0.44794,0.47706
2013,66 and older,No migration background,Not concerned at all,0.26511,1267,4507,0.25222,0.27800
2013,66 and older,Direct migration background,Very concerned,0.18633,73,375,0.14687,0.22580
2013,66 and older,Direct migration background,Somewhat concerned,0.32639,140,375,0.27887,0.37391
2013,66 and older,Direct migration background,Not concerned at all,0.41170,162,375,0.36182,0.46158
2014,17-29 y.,No migration background,Very concerned,0.22847,661,2650,0.21248,0.24446
2014,17-29 y.,No migration background,Somewhat concerned,0.34322,971,2650,0.32514,0.36130
2014,17-29 y.,No migration background,Not concerned at all,0.35476,1018,2650,0.33654,0.37298
2014,17-29 y.,Direct migration background,Very concerned,0.14307,146,784,0.11855,0.16760
2014,17-29 y.,Direct migration background,Somewhat concerned,0.36122,324,784,0.32757,0.39486
2014,17-29 y.,Direct migration background,Not concerned at all,0.44950,314,784,0.41465,0.48434
2014,17-29 y.,Indirect migration background,Very concerned,0.21803,183,830,0.18992,0.24613
2014,17-29 y.,Indirect migration background,Somewhat concerned,0.37908,322,830,0.34605,0.41210
2014,17-29 y.,Indirect migration background,Not concerned at all,0.30691,325,830,0.27551,0.33831
2014,30-45 y.,No migration background,Very concerned,0.23821,1331,5413,0.22686,0.24956
2014,30-45 y.,No migration background,Somewhat concerned,0.37096,2162,5413,0.35809,0.38383
2014,30-45 y.,No migration background,Not concerned at all,0.38896,1920,5413,0.37597,0.40195
2014,30-45 y.,Direct migration background,Very concerned,0.18873,508,2356,0.17292,0.20453
2014,30-45 y.,Direct migration background,Somewhat concerned,0.42994,1084,2356,0.40995,0.44994
2014,30-45 y.,Direct migration background,Not concerned at all,0.36526,764,2356,0.34581,0.38471
2014,30-45 y.,Indirect migration background,Very concerned,0.27002,196,696,0.23702,0.30303
2014,30-45 y.,Indirect migration background,Somewhat concerned,0.37186,267,696,0.33593,0.40779
2014,30-45 y.,Indirect migration background,Not concerned at all,0.34652,233,696,0.31114,0.38190
2014,46-65 y.,No migration background,Very concerned,0.28399,2036,7504,0.27379,0.29419
2014,46-65 y.,No migration background,Somewhat concerned,0.41590,3063,7504,0.40475,0.42706
2014,46-65 y.,No migration background,Not concerned at all,0.29460,2405,7504,0.28429,0.30492
2014,46-65 y.,Direct migration background,Very concerned,0.24452,354,1576,0.22330,0.26575
2014,46-65 y.,Direct migration background,Somewhat concerned,0.44588,741,1576,0.42133,0.47043
2014,46-65 y.,Direct migration background,Not concerned at all,0.30186,481,1576,0.27919,0.32454
2014,46-65 y.,Indirect migration background,Very concerned,0.20697,39,174,0.14660,0.26734
2014,46-65 y.,Indirect migration background,Somewhat concerned,0.35583,67,174,0.28448,0.42717
2014,46-65 y.,Indirect migration background,Not concerned at all,0.43367,68,174,0.35983,0.50752
2014,66 and older,No migration background,Very concerned,0.28966,1226,4478,0.27637,0.30294
2014,66 and older,No migration background,Somewhat concerned,0.45737,2101,4478,0.44277,0.47196
2014,66 and older,No migration background,Not concerned at all,0.24597,1151,4478,0.23335,0.25858
2014,66 and older,Direct migration background,Very concerned,0.19827,99,440,0.16098,0.23557
2014,66 and older,Direct migration background,Somewhat concerned,0.43049,191,440,0.38417,0.47681
2014,66 and older,Direct migration background,Not concerned at all,0.35333,150,440,0.30861,0.39804
2015,17-29 y.,No migration background,Very concerned,0.29331,824,2529,0.27556,0.31106
2015,17-29 y.,No migration background,Somewhat concerned,0.32913,873,2529,0.31081,0.34745
2015,17-29 y.,No migration background,Not concerned at all,0.29069,832,2529,0.27299,0.30839
2015,17-29 y.,Direct migration background,Very concerned,0.14495,155,583,0.11635,0.17355
2015,17-29 y.,Direct migration background,Somewhat concerned,0.29023,245,583,0.25336,0.32711
2015,17-29 y.,Direct migration background,Not concerned at all,0.22148,183,583,0.18774,0.25521
2015,17-29 y.,Indirect migration background,Very concerned,0.23344,188,764,0.20342,0.26346
2015,17-29 y.,Indirect migration background,Somewhat concerned,0.40138,328,764,0.36660,0.43616
2015,17-29 y.,Indirect migration background,Not concerned at all,0.27453,248,764,0.24286,0.30619
2015,30-45 y.,No migration background,Very concerned,0.28557,1474,4748,0.27272,0.29842
2015,30-45 y.,No migration background,Somewhat concerned,0.38805,1926,4748,0.37418,0.40191
2015,30-45 y.,No migration background,Not concerned at all,0.31134,1348,4748,0.29817,0.32451
2015,30-45 y.,Direct migration background,Very concerned,0.23180,568,1952,0.21307,0.25052
2015,30-45 y.,Direct migration background,Somewhat concerned,0.33656,875,1952,0.31559,0.35753
2015,30-45 y.,Direct migration background,Not concerned at all,0.23509,509,1952,0.21628,0.25391
2015,30-45 y.,Indirect migration background,Very concerned,0.27990,181,609,0.24421,0.31558
2015,30-45 y.,Indirect migration background,Somewhat concerned,0.37007,256,609,0.33169,0.40845
2015,30-45 y.,Indirect migration background,Not concerned at all,0.31710,172,609,0.28011,0.35409
2015,46-65 y.,No migration background,Very concerned,0.35906,2450,7237,0.34800,0.37011
2015,46-65 y.,No migration background,Somewhat concerned,0.40978,3048,7237,0.39845,0.42111
2015,46-65 y.,No migration background,Not concerned at all,0.22495,1739,7237,0.21533,0.23457
2015,46-65 y.,Direct migration background,Very concerned,0.27705,423,1404,0.25363,0.30047
2015,46-65 y.,Direct migration background,Somewhat concerned,0.41667,632,1404,0.39088,0.44247
2015,46-65 y.,Direct migration background,Not concerned at all,0.23887,349,1404,0.21656,0.26118
2015,46-65 y.,Indirect migration background,Very concerned,0.31003,58,175,0.24130,0.37875
2015,46-65 y.,Indirect migration background,Somewhat concerned,0.31982,63,175,0.25051,0.38912
2015,46-65 y.,Indirect migration background,Not concerned at all,0.36817,54,175,0.29650,0.43983
2015,66 and older,No migration background,Very concerned,0.33572,1412,4410,0.32178,0.34966
2015,66 and older,No migration background,Somewhat concerned,0.46170,2100,4410,0.44699,0.47642
2015,66 and older,No migration background,Not concerned at all,0.19031,898,4410,0.17872,0.20190
2015,66 and older,Direct migration background,Very concerned,0.33012,138,425,0.28536,0.37489
2015,66 and older,Direct migration background,Somewhat concerned,0.35717,172,425,0.31156,0.40278
2015,66 and older,Direct migration background,Not concerned at all,0.28369,115,425,0.24078,0.32660
2016,17-29 y.,No migration background,Very concerned,0.33890,853,2343,0.31973,0.35807
2016,17-29 y.,No migration background,Somewhat concerned,0.38993,963,2343,0.37018,0.40969
2016,17-29 y.,No migration background,Not concerned at all,0.18788,527,2343,0.17206,0.20370
2016,17-29 y.,Direct migration background,Very concerned,0.25131,225,717,0.21954,0.28308
2016,17-29 y.,Direct migration background,Somewhat concerned,0.33081,310,717,0.29634,0.36527
2016,17-29 y.,Direct migration background,Not concerned at all,0.23130,182,717,0.20041,0.26218
2016,17-29 y.,Indirect migration background,Very concerned,0.22574,219,709,0.19495,0.25654
2016,17-29 y.,Indirect migration background,Somewhat concerned,0.42420,303,709,0.38779,0.46060
2016,17-29 y.,Indirect migration background,Not concerned at all,0.24032,187,709,0.20884,0.27179
2016,30-45 y.,No migration background,Very concerned,0.41841,1811,4231,0.40354,0.43327
2016,30-45 y.,No migration background,Somewhat concerned,0.39324,1676,4231,0.37852,0.40796
2016,30-45 y.,No migration background,Not concerned at all,0.18317,744,4231,0.17151,0.19483
2016,30-45 y.,Direct migration background,Very concerned,0.38607,955,2215,0.36579,0.40635
2016,30-45 y.,Direct migration background,Somewhat concerned,0.37589,907,2215,0.35572,0.39607
2016,30-45 y.,Direct migration background,Not concerned at all,0.17295,353,2215,0.15720,0.18870
2016,30-45 y.,Indirect migration background,Very concerned,0.37803,246,567,0.33808,0.41798
2016,30-45 y.,Indirect migration background,Somewhat concerned,0.42434,219,567,0.38362,0.46505
2016,30-45 y.,Indirect migration background,Not concerned at all,0.16458,102,567,0.13403,0.19513
2016,46-65 y.,No migration background,Very concerned,0.51006,3282,6860,0.49823,0.52189
2016,46-65 y.,No migration background,Somewhat concerned,0.36134,2552,6860,0.34997,0.37271
2016,46-65 y.,No migration background,Not concerned at all,0.12658,1026,6860,0.11871,0.13445
2016,46-65 y.,Direct migration background,Very concerned,0.45077,665,1511,0.42568,0.47587
2016,46-65 y.,Direct migration background,Somewhat concerned,0.38693,609,1511,0.36236,0.41150
2016,46-65 y.,Direct migration background,Not concerned at all,0.14056,237,1511,0.12302,0.15809
2016,46-65 y.,Indirect migration background,Very concerned,0.40974,73,182,0.33810,0.48139
2016,46-65 y.,Indirect migration background,Somewhat concerned,0.37028,76,182,0.29993,0.44063
2016,46-65 y.,Indirect migration background,Not concerned at all,0.18596,33,182,0.12928,0.24264
2016,66 and older,No migration background,Very concerned,0.51918,2208,4287,0.50422,0.53413
2016,66 and older,No migration background,Somewhat concerned,0.37068,1618,4287,0.35622,0.38514
2016,66 and older,No migration background,Not concerned at all,0.10510,461,4287,0.09592,0.11429
2016,66 and older,Direct migration background,Very concerned,0.41209,180,405,0.36409,0.46009
2016,66 and older,Direct migration background,Somewhat concerned,0.42349,169,405,0.37531,0.47167
2016,66 and older,Direct migration background,Not concerned at all,0.13954,56,405,0.10575,0.17333
2017,17-29 y.,No migration background,Very concerned,0.25864,797,2902,0.24270,0.27457
2017,17-29 y.,No migration background,Somewhat concerned,0.40864,1246,2902,0.39075,0.42653
2017,17-29 y.,No migration background,Not concerned at all,0.25536,859,2902,0.23949,0.27123
2017,17-29 y.,Direct migration background,Very concerned,0.15640,150,611,0.12757,0.18522
2017,17-29 y.,Direct migration background,Somewhat concerned,0.39277,301,611,0.35401,0.43152
2017,17-29 y.,Direct migration background,Not concerned at all,0.23694,160,611,0.20320,0.27069
2017,17-29 y.,Indirect migration background,Very concerned,0.21850,205,799,0.18983,0.24717
2017,17-29 y.,Indirect migration background,Somewhat concerned,0.39463,332,799,0.36071,0.42854
2017,17-29 y.,Indirect migration background,Not concerned at all,0.30289,262,799,0.27101,0.33477
2017,30-45 y.,No migration background,Very concerned,0.34170,1616,4546,0.32791,0.35549
2017,30-45 y.,No migration background,Somewhat concerned,0.41131,1902,4546,0.39700,0.42562
2017,30-45 y.,No migration background,Not concerned at all,0.24398,1028,4546,0.23150,0.25647
2017,30-45 y.,Direct migration background,Very concerned,0.29910,754,2086,0.27945,0.31875
2017,30-45 y.,Direct migration background,Somewhat concerned,0.42182,940,2086,0.40062,0.44302
2017,30-45 y.,Direct migration background,Not concerned at all,0.22392,392,2086,0.20603,0.24182
2017,30-45 y.,Indirect migration background,Very concerned,0.32182,199,589,0.28406,0.35958
2017,30-45 y.,Indirect migration background,Somewhat concerned,0.45073,274,589,0.41051,0.49095
2017,30-45 y.,Indirect migration background,Not concerned at all,0.20106,116,589,0.16867,0.23346
2017,46-65 y.,No migration background,Very concerned,0.42060,3217,8123,0.40987,0.43134
2017,46-65 y.,No migration background,Somewhat concerned,0.41654,3436,8123,0.40582,0.42726
2017,46-65 y.,No migration background,Not concerned at all,0.15918,1470,8123,0.15122,0.16713
2017,46-65 y.,Direct migration background,Very concerned,0.39622,621,1579,0.37209,0.42036
2017,46-65 y.,Direct migration background,Somewhat concerned,0.43630,686,1579,0.41183,0.46077
2017,46-65 y.,Direct migration background,Not concerned at all,0.14677,272,1579,0.12931,0.16423
2017,46-65 y.,Indirect migration background,Very concerned,0.38468,85,223,0.32068,0.44868
2017,46-65 y.,Indirect migration background,Somewhat concerned,0.33081,81,223,0.26892,0.39271
2017,46-65 y.,Indirect migration background,Not concerned at all,0.28338,57,223,0.22410,0.34266
2017,66 and older,No migration background,Very concerned,0.43401,1942,4478,0.41950,0.44853
2017,66 and older,No migration background,Somewhat concerned,0.42413,1944,4478,0.40966,0.43861
2017,66 and older,No migration background,Not concerned at all,0.13231,592,4478,0.12238,0.14223
2017,66 and older,Direct migration background,Very concerned,0.39788,187,429,0.35151,0.44425
2017,66 and older,Direct migration background,Somewhat concerned,0.37666,167,429,0.33076,0.42257
2017,66 and older,Direct migration background,Not concerned at all,0.20333,75,429,0.16520,0.24146
2018,17-29 y.,No migration background,Very concerned,0.20377,592,2890,0.18908,0.21846
2018,17-29 y.,No migration background,Somewhat concerned,0.38428,1199,2890,0.36655,0.40202
2018,17-29 y.,No migration background,Not concerned at all,0.33906,1099,2890,0.32180,0.35632
2018,17-29 y.,Direct migration background,Very concerned,0.11251,102,549,0.08606,0.13897
2018,17-29 y.,Direct migration background,Somewhat concerned,0.37605,260,549,0.33549,0.41661
2018,17-29 y.,Direct migration background,Not concerned at all,0.29477,187,549,0.25660,0.33295
2018,17-29 y.,Indirect migration background,Very concerned,0.16947,152,805,0.14354,0.19540
2018,17-29 y.,Indirect migration background,Somewhat concerned,0.43074,355,805,0.39651,0.46496
2018,17-29 y.,Indirect migration background,Not concerned at all,0.31626,298,805,0.28412,0.34840
2018,30-45 y.,No migration background,Very concerned,0.28377,1259,4209,0.27015,0.29739
2018,30-45 y.,No migration background,Somewhat concerned,0.41138,1730,4209,0.39652,0.42625
2018,30-45 y.,No migration background,Not concerned at all,0.30174,1220,4209,0.28787,0.31561
2018,30-45 y.,Direct migration background,Very concerned,0.23722,549,1942,0.21829,0.25614
2018,30-45 y.,Direct migration background,Somewhat concerned,0.43702,896,1942,0.41495,0.45909
2018,30-45 y.,Direct migration background,Not concerned at all,0.26728,497,1942,0.24759,0.28697
2018,30-45 y.,Indirect migration background,Very concerned,0.25628,160,562,0.22015,0.29240
2018,30-45 y.,Indirect migration background,Somewhat concerned,0.45581,256,562,0.41460,0.49702
2018,30-45 y.,Indirect migration background,Not concerned at all,0.28792,146,562,0.25045,0.32539
2018,46-65 y.,No migration background,Very concerned,0.36074,2575,7785,0.35007,0.37141
2018,46-65 y.,No migration background,Somewhat concerned,0.41422,3333,7785,0.40328,0.42516
2018,46-65 y.,No migration background,Not concerned at all,0.22108,1877,7785,0.21186,0.23030
2018,46-65 y.,Direct migration background,Very concerned,0.30872,530,1571,0.28587,0.33157
2018,46-65 y.,Direct migration background,Somewhat concerned,0.47039,699,1571,0.44570,0.49508
2018,46-65 y.,Direct migration background,Not concerned at all,0.19971,342,1571,0.17994,0.21949
2018,46-65 y.,Indirect migration background,Very concerned,0.29962,67,238,0.24130,0.35795
2018,46-65 y.,Indirect migration background,Somewhat concerned,0.37843,93,238,0.31668,0.44017
2018,46-65 y.,Indirect migration background,Not concerned at all,0.32195,78,238,0.26247,0.38144
2018,66 and older,No migration background,Very concerned,0.35478,1590,4502,0.34080,0.36875
2018,66 and older,No migration background,Somewhat concerned,0.45807,2103,4502,0.44351,0.47263
2018,66 and older,No migration background,Not concerned at all,0.18405,809,4502,0.17272,0.19537
2018,66 and older,Direct migration background,Very concerned,0.29317,152,451,0.25111,0.33523
2018,66 and older,Direct migration background,Somewhat concerned,0.43813,198,451,0.39229,0.48397
2018,66 and older,Direct migration background,Not concerned at all,0.25622,101,451,0.21589,0.29656
2019,17-29 y.,No migration background,Very concerned,0.19001,542,2687,0.17518,0.20485
2019,17-29 y.,No migration background,Somewhat concerned,0.38072,1103,2687,0.36236,0.39908
2019,17-29 y.,No migration background,Not concerned at all,0.34533,1042,2687,0.32735,0.36331
2019,17-29 y.,Direct migration background,Very concerned,0.11300,65,409,0.08228,0.14372
2019,17-29 y.,Direct migration background,Somewhat concerned,0.38880,208,409,0.34149,0.43610
2019,17-29 y.,Direct migration background,Not concerned at all,0.26459,136,409,0.22178,0.30739
2019,17-29 y.,Indirect migration background,Very concerned,0.17889,143,703,0.15054,0.20724
2019,17-29 y.,Indirect migration background,Somewhat concerned,0.38060,298,703,0.34468,0.41652
2019,17-29 y.,Indirect migration background,Not concerned at all,0.35071,262,703,0.31541,0.38601
2019,30-45 y.,No migration background,Very concerned,0.26483,1121,4126,0.25136,0.27829
2019,30-45 y.,No migration background,Somewhat concerned,0.40708,1691,4126,0.39208,0.42207
2019,30-45 y.,No migration background,Not concerned at all,0.32450,1314,4126,0.31021,0.33878
2019,30-45 y.,Direct migration background,Very concerned,0.18563,398,1576,0.16643,0.20484
2019,30-45 y.,Direct migration background,Somewhat concerned,0.46199,749,1576,0.43737,0.48661
2019,30-45 y.,Direct migration background,Not concerned at all,0.27916,429,1576,0.25700,0.30131
2019,30-45 y.,Indirect migration background,Very concerned,0.25343,155,547,0.21694,0.28992
2019,30-45 y.,Indirect migration background,Somewhat concerned,0.38834,227,547,0.34746,0.42922
2019,30-45 y.,Indirect migration background,Not concerned at all,0.35078,165,547,0.31075,0.39081
2019,46-65 y.,No migration background,Very concerned,0.33639,2535,8590,0.32640,0.34638
2019,46-65 y.,No migration background,Somewhat concerned,0.42024,3592,8590,0.40981,0.43068
2019,46-65 y.,No migration background,Not concerned at all,0.24139,2463,8590,0.23234,0.25044
2019,46-65 y.,Direct migration background,Very concerned,0.30400,473,1497,0.28069,0.32731
2019,46-65 y.,Direct migration background,Somewhat concerned,0.44969,672,1497,0.42448,0.47490
2019,46-65 y.,Direct migration background,Not concerned at all,0.22092,352,1497,0.19989,0.24194
2019,46-65 y.,Indirect migration background,Very concerned,0.30367,78,285,0.25019,0.35716
2019,46-65 y.,Indirect migration background,Somewhat concerned,0.38274,114,285,0.32621,0.43927
2019,46-65 y.,Indirect migration background,Not concerned at all,0.30877,93,285,0.25504,0.36250
