year,age_gr,bula_h,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,17-29 y.,Lower Saxony,Somewhat concerned,0.46649,182,387,0.41672,0.51626
2000,17-29 y.,Lower Saxony,Not concerned at all,0.28695,114,387,0.24182,0.33207
2000,17-29 y.,North Rhine-Westphalia,Very concerned,0.24692,237,932,0.21922,0.27462
2000,17-29 y.,North Rhine-Westphalia,Somewhat concerned,0.38756,399,932,0.35626,0.41885
2000,17-29 y.,North Rhine-Westphalia,Not concerned at all,0.35301,296,932,0.32231,0.38371
2000,17-29 y.,Hesse,Very concerned,0.24834,79,296,0.19904,0.29765
2000,17-29 y.,Hesse,Somewhat concerned,0.41729,113,296,0.36102,0.47356
2000,17-29 y.,Hesse,Not concerned at all,0.32015,104,296,0.26691,0.37339
2000,17-29 y.,"Rhineland-Palatinate, Saarland",Very concerned,0.23764,50,225,0.18190,0.29338
2000,17-29 y.,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.42562,103,225,0.36086,0.49037
2000,17-29 y.,"Rhineland-Palatinate, Saarland",Not concerned at all,0.32347,72,225,0.26221,0.38473
2000,17-29 y.,Baden-Wuerttemberg,Very concerned,0.23115,129,622,0.19799,0.26431
2000,17-29 y.,Baden-Wuerttemberg,Somewhat concerned,0.44257,286,622,0.40351,0.48164
2000,17-29 y.,Baden-Wuerttemberg,Not concerned at all,0.31631,207,622,0.27974,0.35289
2000,17-29 y.,Bavaria,Very concerned,0.21327,142,615,0.18087,0.24567
2000,17-29 y.,Bavaria,Somewhat concerned,0.43054,273,615,0.39137,0.46971
2000,17-29 y.,Bavaria,Not concerned at all,0.34391,200,615,0.30634,0.38149
2000,17-29 y.,Berlin,Very concerned,0.21849,36,149,0.15191,0.28506
2000,17-29 y.,Berlin,Somewhat concerned,0.39242,67,149,0.31375,0.47108
2000,17-29 y.,Berlin,Not concerned at all,0.37698,46,149,0.29890,0.45506
2000,17-29 y.,Brandenburg,Very concerned,0.30543,65,215,0.24372,0.36714
2000,17-29 y.,Brandenburg,Somewhat concerned,0.43020,99,215,0.36387,0.49654
2000,17-29 y.,Brandenburg,Not concerned at all,0.25043,51,215,0.19238,0.30848
2000,17-29 y.,Mecklenburg-Western Pomerania,Very concerned,0.25571,34,127,0.17953,0.33189
2000,17-29 y.,Mecklenburg-Western Pomerania,Somewhat concerned,0.47763,61,127,0.39041,0.56485
2000,17-29 y.,Mecklenburg-Western Pomerania,Not concerned at all,0.24073,32,127,0.16608,0.31538
2000,17-29 y.,Saxony,Very concerned,0.33566,127,342,0.28554,0.38579
2000,17-29 y.,Saxony,Somewhat concerned,0.40872,137,342,0.35654,0.46090
2000,17-29 y.,Saxony,Not concerned at all,0.24192,78,342,0.19646,0.28737
2000,17-29 y.,Saxony-Anhalt,Very concerned,0.32341,69,209,0.25984,0.38698
2000,17-29 y.,Saxony-Anhalt,Somewhat concerned,0.42157,92,209,0.35446,0.48868
2000,17-29 y.,Saxony-Anhalt,Not concerned at all,0.21947,48,209,0.16322,0.27572
2000,17-29 y.,Thuringa,Very concerned,0.32090,66,217,0.25865,0.38316
2000,17-29 y.,Thuringa,Somewhat concerned,0.46562,110,217,0.39909,0.53214
2000,17-29 y.,Thuringa,Not concerned at all,0.18359,41,217,0.13196,0.23522
2000,30-45 y.,Schleswig-Holstein,Very concerned,0.19060,41,232,0.13995,0.24125
2000,30-45 y.,Schleswig-Holstein,Somewhat concerned,0.41139,90,232,0.34793,0.47484
2000,30-45 y.,Schleswig-Holstein,Not concerned at all,0.38341,101,232,0.32071,0.44611
2000,30-45 y.,Hamburg,Somewhat concerned,0.33244,33,68,0.21964,0.44525
2000,30-45 y.,Hamburg,Not concerned at all,0.39904,35,68,0.28178,0.51630
2000,30-45 y.,Lower Saxony,Very concerned,0.30513,209,694,0.27084,0.33941
2000,30-45 y.,Lower Saxony,Somewhat concerned,0.42542,306,694,0.38861,0.46223
2000,30-45 y.,Lower Saxony,Not concerned at all,0.25842,179,694,0.22583,0.29102
2000,30-45 y.,North Rhine-Westphalia,Very concerned,0.28943,492,1701,0.26787,0.31099
2000,30-45 y.,North Rhine-Westphalia,Somewhat concerned,0.42227,747,1701,0.39879,0.44575
2000,30-45 y.,North Rhine-Westphalia,Not concerned at all,0.28147,462,1701,0.26009,0.30285
2000,30-45 y.,Hesse,Very concerned,0.26686,162,580,0.23083,0.30289
2000,30-45 y.,Hesse,Somewhat concerned,0.43543,254,580,0.39505,0.47582
2000,30-45 y.,Hesse,Not concerned at all,0.27599,164,580,0.23958,0.31240
2000,30-45 y.,"Rhineland-Palatinate, Saarland",Very concerned,0.27310,150,558,0.23610,0.31010
2000,30-45 y.,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.46355,272,558,0.42214,0.50496
2000,30-45 y.,"Rhineland-Palatinate, Saarland",Not concerned at all,0.25397,136,558,0.21782,0.29012
2000,30-45 y.,Baden-Wuerttemberg,Very concerned,0.26913,280,1052,0.24232,0.29594
2000,30-45 y.,Baden-Wuerttemberg,Somewhat concerned,0.44370,490,1052,0.41366,0.47374
2000,30-45 y.,Baden-Wuerttemberg,Not concerned at all,0.26796,282,1052,0.24118,0.29474
2000,30-45 y.,Bavaria,Very concerned,0.25169,312,1180,0.22692,0.27646
2000,30-45 y.,Bavaria,Somewhat concerned,0.46829,554,1180,0.43981,0.49677
2000,30-45 y.,Bavaria,Not concerned at all,0.27171,314,1180,0.24632,0.29710
2000,30-45 y.,Berlin,Very concerned,0.33940,99,277,0.28354,0.39526
2000,30-45 y.,Berlin,Somewhat concerned,0.38059,103,277,0.32331,0.43787
2000,30-45 y.,Berlin,Not concerned at all,0.26536,75,277,0.21327,0.31745
2000,30-45 y.,Brandenburg,Very concerned,0.39845,117,299,0.34286,0.45404
2000,30-45 y.,Brandenburg,Somewhat concerned,0.39155,125,299,0.33613,0.44696
2000,30-45 y.,Brandenburg,Not concerned at all,0.20028,57,299,0.15484,0.24572
2000,30-45 y.,Mecklenburg-Western Pomerania,Very concerned,0.32050,50,171,0.25035,0.39065
2000,30-45 y.,Mecklenburg-Western Pomerania,Somewhat concerned,0.47882,87,171,0.40373,0.55392
2000,30-45 y.,Mecklenburg-Western Pomerania,Not concerned at all,0.19757,34,171,0.13772,0.25743
2000,30-45 y.,Saxony,Very concerned,0.34642,200,583,0.30776,0.38508
2000,30-45 y.,Saxony,Somewhat concerned,0.44583,274,583,0.40544,0.48621
2000,30-45 y.,Saxony,Not concerned at all,0.19959,109,583,0.16712,0.23206
2000,30-45 y.,Saxony-Anhalt,Very concerned,0.35159,102,287,0.29625,0.40692
2000,30-45 y.,Saxony-Anhalt,Somewhat concerned,0.45530,131,287,0.39758,0.51302
2000,30-45 y.,Saxony-Anhalt,Not concerned at all,0.18500,54,287,0.14000,0.23001
2000,30-45 y.,Thuringa,Very concerned,0.35526,120,335,0.30393,0.40659
2000,30-45 y.,Thuringa,Somewhat concerned,0.41880,145,335,0.36588,0.47171
2000,30-45 y.,Thuringa,Not concerned at all,0.22594,70,335,0.18109,0.27079
2000,46-65 y.,Schleswig-Holstein,Very concerned,0.25129,51,245,0.19687,0.30572
2000,46-65 y.,Schleswig-Holstein,Somewhat concerned,0.47256,123,245,0.40991,0.53520
2000,46-65 y.,Schleswig-Holstein,Not concerned at all,0.26395,71,245,0.20864,0.31925
2000,46-65 y.,Hamburg,Very concerned,0.43826,46,116,0.34758,0.52895
2000,46-65 y.,Hamburg,Somewhat concerned,0.32796,39,116,0.24215,0.41376
2000,46-65 y.,Hamburg,Not concerned at all,0.21332,31,116,0.13845,0.28820
2000,46-65 y.,Lower Saxony,Very concerned,0.28712,173,608,0.25113,0.32311
2000,46-65 y.,Lower Saxony,Somewhat concerned,0.51416,322,608,0.47440,0.55392
2000,46-65 y.,Lower Saxony,Not concerned at all,0.18187,113,608,0.15118,0.21256
2000,46-65 y.,Bremen,Somewhat concerned,0.53886,31,31,0.36048,0.71724
2000,46-65 y.,North Rhine-Westphalia,Very concerned,0.32469,548,1703,0.30244,0.34694
2000,46-65 y.,North Rhine-Westphalia,Somewhat concerned,0.44501,794,1703,0.42140,0.46862
2000,46-65 y.,North Rhine-Westphalia,Not concerned at all,0.21903,361,1703,0.19938,0.23868
2000,46-65 y.,Hesse,Very concerned,0.38299,207,539,0.34192,0.42407
2000,46-65 y.,Hesse,Somewhat concerned,0.40947,229,539,0.36792,0.45103
2000,46-65 y.,Hesse,Not concerned at all,0.19380,103,539,0.16040,0.22721
2000,46-65 y.,"Rhineland-Palatinate, Saarland",Very concerned,0.27935,105,409,0.23581,0.32288
2000,46-65 y.,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.48679,202,409,0.43828,0.53529
2000,46-65 y.,"Rhineland-Palatinate, Saarland",Not concerned at all,0.22484,102,409,0.18433,0.26535
2000,46-65 y.,Baden-Wuerttemberg,Very concerned,0.32834,263,845,0.29666,0.36002
2000,46-65 y.,Baden-Wuerttemberg,Somewhat concerned,0.40112,359,845,0.36805,0.43418
2000,46-65 y.,Baden-Wuerttemberg,Not concerned at all,0.24397,223,845,0.21499,0.27294
2000,46-65 y.,Bavaria,Very concerned,0.28628,311,1054,0.25897,0.31358
2000,46-65 y.,Bavaria,Somewhat concerned,0.45878,486,1054,0.42868,0.48888
2000,46-65 y.,Bavaria,Not concerned at all,0.24086,257,1054,0.21503,0.26668
2000,46-65 y.,Berlin,Very concerned,0.32839,99,276,0.27288,0.38390
2000,46-65 y.,Berlin,Somewhat concerned,0.42793,115,276,0.36945,0.48641
2000,46-65 y.,Berlin,Not concerned at all,0.24368,62,276,0.19294,0.29442
2000,46-65 y.,Brandenburg,Very concerned,0.35466,106,333,0.30320,0.40613
2000,46-65 y.,Brandenburg,Somewhat concerned,0.41211,152,333,0.35917,0.46506
2000,46-65 y.,Brandenburg,Not concerned at all,0.21873,75,333,0.17426,0.26320
2000,46-65 y.,Mecklenburg-Western Pomerania,Very concerned,0.35637,63,185,0.28717,0.42557
2000,46-65 y.,Mecklenburg-Western Pomerania,Somewhat concerned,0.45601,86,185,0.38404,0.52798
2000,46-65 y.,Mecklenburg-Western Pomerania,Not concerned at all,0.18762,36,185,0.13121,0.24403
2000,46-65 y.,Saxony,Very concerned,0.32307,191,569,0.28461,0.36153
2000,46-65 y.,Saxony,Somewhat concerned,0.47615,271,569,0.43508,0.51722
2000,46-65 y.,Saxony,Not concerned at all,0.18871,107,569,0.15654,0.22089
2000,46-65 y.,Saxony-Anhalt,Very concerned,0.33472,131,395,0.28812,0.38132
2000,46-65 y.,Saxony-Anhalt,Somewhat concerned,0.49132,199,395,0.44196,0.54069
2000,46-65 y.,Saxony-Anhalt,Not concerned at all,0.16067,65,395,0.12441,0.19694
2000,46-65 y.,Thuringa,Very concerned,0.31853,107,337,0.26871,0.36834
2000,46-65 y.,Thuringa,Somewhat concerned,0.50183,171,337,0.44837,0.55530
2000,46-65 y.,Thuringa,Not concerned at all,0.17964,59,337,0.13859,0.22069
2000,66 and older,Schleswig-Holstein,Somewhat concerned,0.52530,64,101,0.42743,0.62318
2000,66 and older,Schleswig-Holstein,Not concerned at all,0.29396,37,101,0.20467,0.38325
2000,66 and older,Lower Saxony,Very concerned,0.31169,96,310,0.26005,0.36334
2000,66 and older,Lower Saxony,Somewhat concerned,0.50750,159,310,0.45176,0.56325
2000,66 and older,Lower Saxony,Not concerned at all,0.16175,55,310,0.12070,0.20281
2000,66 and older,North Rhine-Westphalia,Very concerned,0.33237,250,749,0.29861,0.36613
2000,66 and older,North Rhine-Westphalia,Somewhat concerned,0.46365,356,749,0.42791,0.49939
2000,66 and older,North Rhine-Westphalia,Not concerned at all,0.18468,143,749,0.15688,0.21249
2000,66 and older,Hesse,Very concerned,0.34867,86,233,0.28735,0.40999
2000,66 and older,Hesse,Somewhat concerned,0.41414,94,233,0.35076,0.47752
2000,66 and older,Hesse,Not concerned at all,0.22061,53,233,0.16725,0.27397
2000,66 and older,"Rhineland-Palatinate, Saarland",Very concerned,0.26351,70,252,0.20901,0.31801
2000,66 and older,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.46990,122,252,0.40816,0.53165
2000,66 and older,"Rhineland-Palatinate, Saarland",Not concerned at all,0.23333,60,252,0.18101,0.28566
2000,66 and older,Baden-Wuerttemberg,Very concerned,0.30082,114,384,0.25489,0.34675
2000,66 and older,Baden-Wuerttemberg,Somewhat concerned,0.52943,202,384,0.47944,0.57942
2000,66 and older,Baden-Wuerttemberg,Not concerned at all,0.15319,68,384,0.11712,0.18927
2000,66 and older,Bavaria,Very concerned,0.31083,150,490,0.26981,0.35185
2000,66 and older,Bavaria,Somewhat concerned,0.48806,250,490,0.44375,0.53236
2000,66 and older,Bavaria,Not concerned at all,0.17013,90,490,0.13683,0.20344
2000,66 and older,Berlin,Very concerned,0.39520,41,83,0.28939,0.50102
2000,66 and older,Berlin,Somewhat concerned,0.40723,42,83,0.30089,0.51358
2000,66 and older,Brandenburg,Very concerned,0.33677,51,158,0.26285,0.41070
2000,66 and older,Brandenburg,Somewhat concerned,0.37592,67,158,0.30015,0.45168
2000,66 and older,Brandenburg,Not concerned at all,0.26942,40,158,0.20002,0.33882
2000,66 and older,Mecklenburg-Western Pomerania,Somewhat concerned,0.53434,43,43,0.38348,0.68520
2000,66 and older,Saxony,Very concerned,0.26819,69,262,0.21444,0.32193
2000,66 and older,Saxony,Somewhat concerned,0.48512,132,262,0.42448,0.54575
2000,66 and older,Saxony,Not concerned at all,0.23755,61,262,0.18592,0.28918
2000,66 and older,Saxony-Anhalt,Very concerned,0.25376,39,156,0.18525,0.32226
2000,66 and older,Saxony-Anhalt,Somewhat concerned,0.42264,68,156,0.34487,0.50041
2000,66 and older,Saxony-Anhalt,Not concerned at all,0.29984,49,156,0.22771,0.37198
2000,66 and older,Thuringa,Very concerned,0.28311,45,157,0.21242,0.35381
2000,66 and older,Thuringa,Somewhat concerned,0.48464,80,157,0.40622,0.56307
2000,66 and older,Thuringa,Not concerned at all,0.22671,32,157,0.16101,0.29242
2001,17-29 y.,Schleswig-Holstein,Not concerned at all,0.46855,46,46,0.32275,0.61435
2001,17-29 y.,Lower Saxony,Very concerned,0.21340,69,342,0.16992,0.25689
2001,17-29 y.,Lower Saxony,Somewhat concerned,0.43959,152,342,0.38691,0.49227
2001,17-29 y.,Lower Saxony,Not concerned at all,0.33654,121,342,0.28638,0.38669
2001,17-29 y.,North Rhine-Westphalia,Very concerned,0.19517,182,827,0.16814,0.22220
2001,17-29 y.,North Rhine-Westphalia,Somewhat concerned,0.44164,370,827,0.40778,0.47551
2001,17-29 y.,North Rhine-Westphalia,Not concerned at all,0.35964,275,827,0.32692,0.39237
2001,17-29 y.,Hesse,Very concerned,0.21723,56,261,0.16711,0.26736
2001,17-29 y.,Hesse,Somewhat concerned,0.44315,110,261,0.38276,0.50353
2001,17-29 y.,Hesse,Not concerned at all,0.33559,95,261,0.27819,0.39299
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Very concerned,0.20897,41,208,0.15358,0.26435
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.35278,80,208,0.28768,0.41787
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Not concerned at all,0.41406,87,208,0.34696,0.48116
2001,17-29 y.,Baden-Wuerttemberg,Very concerned,0.16822,90,528,0.13628,0.20015
2001,17-29 y.,Baden-Wuerttemberg,Somewhat concerned,0.45618,250,528,0.41365,0.49870
2001,17-29 y.,Baden-Wuerttemberg,Not concerned at all,0.36728,188,528,0.32612,0.40844
2001,17-29 y.,Bavaria,Very concerned,0.17314,104,558,0.14172,0.20456
2001,17-29 y.,Bavaria,Somewhat concerned,0.49301,276,558,0.45149,0.53453
2001,17-29 y.,Bavaria,Not concerned at all,0.32667,178,558,0.28772,0.36562
2001,17-29 y.,Berlin,Very concerned,0.16162,31,160,0.10440,0.21883
2001,17-29 y.,Berlin,Somewhat concerned,0.37500,66,160,0.29975,0.45025
2001,17-29 y.,Berlin,Not concerned at all,0.45845,63,160,0.38100,0.53590
2001,17-29 y.,Brandenburg,Very concerned,0.27045,56,193,0.20761,0.33328
2001,17-29 y.,Brandenburg,Somewhat concerned,0.40801,80,193,0.33849,0.47753
2001,17-29 y.,Brandenburg,Not concerned at all,0.29057,57,193,0.22635,0.35479
