year,quintil_oecd,sex,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,female,Yes,0.06325,111,1050,0.04852,0.07798
1990,1st Quintile,female,No,0.74793,939,1050,0.72165,0.77420
1990,2nd Quintile,male,Yes,0.11770,139,895,0.09658,0.13883
1990,2nd Quintile,male,No,0.63945,756,895,0.60797,0.67092
1990,2nd Quintile,female,Yes,0.07063,96,993,0.05468,0.08657
1990,2nd Quintile,female,No,0.72794,897,993,0.70025,0.75563
1990,3rd Quintile,male,Yes,0.10914,131,942,0.08922,0.12906
1990,3rd Quintile,male,No,0.70474,811,942,0.67559,0.73388
1990,3rd Quintile,female,Yes,0.07156,99,954,0.05520,0.08793
1990,3rd Quintile,female,No,0.75309,855,954,0.72572,0.78047
1990,4th Quintile,male,Yes,0.10836,123,1013,0.08921,0.12751
1990,4th Quintile,male,No,0.78676,890,1013,0.76153,0.81200
1990,4th Quintile,female,Yes,0.07360,82,930,0.05681,0.09039
1990,4th Quintile,female,No,0.81789,848,930,0.79307,0.84271
1990,5th Quintile,male,Yes,0.08055,83,959,0.06332,0.09778
1990,5th Quintile,male,No,0.82246,876,959,0.79826,0.84665
1990,5th Quintile,female,Yes,0.07393,73,868,0.05651,0.09134
1990,5th Quintile,female,No,0.82909,795,868,0.80403,0.85415
1991,1st Quintile,male,Yes,0.13039,158,815,0.10726,0.15352
1991,1st Quintile,male,No,0.58457,657,815,0.55071,0.61842
1991,1st Quintile,female,Yes,0.07477,113,1027,0.05868,0.09086
1991,1st Quintile,female,No,0.73946,914,1027,0.71260,0.76632
1991,2nd Quintile,male,Yes,0.11867,144,889,0.09740,0.13994
1991,2nd Quintile,male,No,0.63306,745,889,0.60136,0.66477
1991,2nd Quintile,female,Yes,0.06324,93,1004,0.04818,0.07830
1991,2nd Quintile,female,No,0.74132,911,1004,0.71422,0.76842
1991,3rd Quintile,male,Yes,0.11295,138,949,0.09280,0.13310
1991,3rd Quintile,male,No,0.69791,811,949,0.66868,0.72714
1991,3rd Quintile,female,Yes,0.07123,99,934,0.05472,0.08773
1991,3rd Quintile,female,No,0.74224,835,934,0.71418,0.77031
1991,4th Quintile,male,Yes,0.09789,124,1017,0.07962,0.11616
1991,4th Quintile,male,No,0.77862,893,1017,0.75309,0.80415
1991,4th Quintile,female,Yes,0.07416,85,927,0.05728,0.09104
1991,4th Quintile,female,No,0.79640,842,927,0.77047,0.82234
1991,5th Quintile,male,Yes,0.08479,97,963,0.06719,0.10240
1991,5th Quintile,male,No,0.81194,866,963,0.78725,0.83663
1991,5th Quintile,female,Yes,0.07225,75,883,0.05516,0.08934
1991,5th Quintile,female,No,0.83265,808,883,0.80802,0.85729
1992,1st Quintile,male,Yes,0.09873,164,1185,0.08174,0.11572
1992,1st Quintile,male,No,0.64428,1021,1185,0.61701,0.67155
1992,1st Quintile,female,Yes,0.07678,187,1585,0.06366,0.08989
1992,1st Quintile,female,No,0.74437,1398,1585,0.72289,0.76585
1992,2nd Quintile,male,Yes,0.11141,215,1369,0.09474,0.12808
1992,2nd Quintile,male,No,0.62423,1154,1369,0.59856,0.64989
1992,2nd Quintile,female,Yes,0.06823,179,1501,0.05547,0.08099
1992,2nd Quintile,female,No,0.71514,1322,1501,0.69230,0.73798
1992,3rd Quintile,male,Yes,0.12183,220,1309,0.10410,0.13955
1992,3rd Quintile,male,No,0.67327,1089,1309,0.64785,0.69869
1992,3rd Quintile,female,Yes,0.08512,180,1362,0.07030,0.09995
1992,3rd Quintile,female,No,0.73985,1182,1362,0.71654,0.76316
1992,4th Quintile,male,Yes,0.08828,147,1333,0.07305,0.10352
1992,4th Quintile,male,No,0.77981,1186,1333,0.75756,0.80207
1992,4th Quintile,female,Yes,0.08941,147,1269,0.07371,0.10512
1992,4th Quintile,female,No,0.76347,1122,1269,0.74008,0.78686
1992,5th Quintile,male,Yes,0.07888,118,1266,0.06403,0.09373
1992,5th Quintile,male,No,0.82579,1148,1266,0.80488,0.84669
1992,5th Quintile,female,Yes,0.06782,96,1132,0.05317,0.08247
1992,5th Quintile,female,No,0.82514,1036,1132,0.80300,0.84728
1993,1st Quintile,male,Yes,0.11353,178,1121,0.09495,0.13211
1993,1st Quintile,male,No,0.62425,943,1121,0.59589,0.65261
1993,1st Quintile,female,Yes,0.07488,184,1474,0.06144,0.08833
1993,1st Quintile,female,No,0.73792,1290,1474,0.71546,0.76038
1993,2nd Quintile,male,Yes,0.10275,187,1309,0.08630,0.11921
1993,2nd Quintile,male,No,0.63808,1122,1309,0.61204,0.66413
1993,2nd Quintile,female,Yes,0.08345,197,1525,0.06957,0.09734
1993,2nd Quintile,female,No,0.72542,1328,1525,0.70301,0.74783
1993,3rd Quintile,male,Yes,0.10789,206,1338,0.09126,0.12452
1993,3rd Quintile,male,No,0.69541,1132,1338,0.67074,0.72008
1993,3rd Quintile,female,Yes,0.06796,145,1341,0.05449,0.08144
1993,3rd Quintile,female,No,0.73443,1196,1341,0.71078,0.75808
1993,4th Quintile,male,Yes,0.10108,155,1327,0.08485,0.11730
1993,4th Quintile,male,No,0.75306,1172,1327,0.72985,0.77627
1993,4th Quintile,female,Yes,0.07718,131,1281,0.06256,0.09180
1993,4th Quintile,female,No,0.78108,1150,1281,0.75843,0.80373
1993,5th Quintile,male,Yes,0.07473,113,1270,0.06026,0.08920
1993,5th Quintile,male,No,0.83686,1157,1270,0.81653,0.85719
1993,5th Quintile,female,Yes,0.06089,89,1113,0.04684,0.07495
1993,5th Quintile,female,No,0.82517,1024,1113,0.80285,0.84750
1994,1st Quintile,male,Yes,0.10322,158,1076,0.08503,0.12141
1994,1st Quintile,male,No,0.62555,918,1076,0.59662,0.65448
1994,1st Quintile,female,Yes,0.06940,165,1444,0.05628,0.08251
1994,1st Quintile,female,No,0.73354,1279,1444,0.71073,0.75635
1994,2nd Quintile,male,Yes,0.09267,150,1249,0.07658,0.10875
1994,2nd Quintile,male,No,0.65148,1099,1249,0.62504,0.67792
1994,2nd Quintile,female,Yes,0.07381,160,1418,0.06020,0.08743
1994,2nd Quintile,female,No,0.72991,1258,1418,0.70679,0.75302
1994,3rd Quintile,male,Yes,0.09978,186,1328,0.08366,0.11591
1994,3rd Quintile,male,No,0.71539,1142,1328,0.69111,0.73967
1994,3rd Quintile,female,Yes,0.07548,170,1386,0.06157,0.08940
1994,3rd Quintile,female,No,0.74264,1216,1386,0.71962,0.76567
1994,4th Quintile,male,Yes,0.08859,152,1281,0.07302,0.10415
1994,4th Quintile,male,No,0.75207,1129,1281,0.72841,0.77573
1994,4th Quintile,female,Yes,0.07298,129,1261,0.05862,0.08735
1994,4th Quintile,female,No,0.78548,1132,1261,0.76281,0.80814
1994,5th Quintile,male,Yes,0.07739,114,1278,0.06273,0.09204
1994,5th Quintile,male,No,0.82641,1164,1278,0.80563,0.84718
1994,5th Quintile,female,Yes,0.05130,80,1145,0.03852,0.06408
1994,5th Quintile,female,No,0.84228,1065,1145,0.82116,0.86340
1995,1st Quintile,male,Yes,0.12028,188,1109,0.10113,0.13943
1995,1st Quintile,male,No,0.58320,921,1109,0.55417,0.61223
1995,1st Quintile,female,Yes,0.08051,180,1430,0.06640,0.09462
1995,1st Quintile,female,No,0.69446,1250,1430,0.67058,0.71834
1995,2nd Quintile,male,Yes,0.09571,184,1351,0.08002,0.11141
1995,2nd Quintile,male,No,0.67245,1167,1351,0.64741,0.69748
1995,2nd Quintile,female,Yes,0.06735,171,1535,0.05481,0.07989
1995,2nd Quintile,female,No,0.74018,1364,1535,0.71824,0.76213
1995,3rd Quintile,male,Yes,0.09171,181,1336,0.07623,0.10719
1995,3rd Quintile,male,No,0.72127,1155,1336,0.69722,0.74532
1995,3rd Quintile,female,Yes,0.06850,150,1387,0.05520,0.08179
1995,3rd Quintile,female,No,0.74628,1237,1387,0.72338,0.76919
1995,4th Quintile,male,Yes,0.08710,154,1351,0.07206,0.10214
1995,4th Quintile,male,No,0.76521,1197,1351,0.74260,0.78782
1995,4th Quintile,female,Yes,0.07845,147,1311,0.06389,0.09301
1995,4th Quintile,female,No,0.79526,1164,1311,0.77341,0.81711
1995,5th Quintile,male,Yes,0.08205,129,1262,0.06690,0.09720
1995,5th Quintile,male,No,0.81192,1133,1262,0.79035,0.83349
1995,5th Quintile,female,Yes,0.07032,119,1207,0.05589,0.08475
1995,5th Quintile,female,No,0.83232,1088,1207,0.81124,0.85341
1996,1st Quintile,male,Yes,0.11187,182,1121,0.09341,0.13033
1996,1st Quintile,male,No,0.59911,939,1121,0.57041,0.62781
1996,1st Quintile,female,Yes,0.09413,199,1454,0.07912,0.10915
1996,1st Quintile,female,No,0.70032,1255,1454,0.67676,0.72387
1996,2nd Quintile,male,Yes,0.08096,150,1205,0.06555,0.09637
1996,2nd Quintile,male,No,0.64903,1055,1205,0.62207,0.67599
1996,2nd Quintile,female,Yes,0.07504,163,1423,0.06135,0.08873
1996,2nd Quintile,female,No,0.73696,1260,1423,0.71407,0.75984
1996,3rd Quintile,male,Yes,0.09625,168,1320,0.08033,0.11217
1996,3rd Quintile,male,No,0.72613,1152,1320,0.70207,0.75020
1996,3rd Quintile,female,Yes,0.06547,138,1365,0.05235,0.07860
1996,3rd Quintile,female,No,0.75204,1227,1365,0.72912,0.77496
1996,4th Quintile,male,Yes,0.07203,141,1375,0.05836,0.08570
1996,4th Quintile,male,No,0.78598,1234,1375,0.76430,0.80767
1996,4th Quintile,female,Yes,0.07189,139,1334,0.05802,0.08576
1996,4th Quintile,female,No,0.77997,1195,1334,0.75773,0.80221
1996,5th Quintile,male,Yes,0.07156,123,1270,0.05737,0.08574
1996,5th Quintile,male,No,0.83332,1147,1270,0.81282,0.85383
1996,5th Quintile,female,Yes,0.06338,102,1171,0.04942,0.07734
1996,5th Quintile,female,No,0.83856,1069,1171,0.81748,0.85964
1997,1st Quintile,male,Yes,0.11241,171,1036,0.09316,0.13165
1997,1st Quintile,male,No,0.59513,865,1036,0.56523,0.62504
1997,1st Quintile,female,Yes,0.08680,176,1354,0.07180,0.10181
1997,1st Quintile,female,No,0.70884,1178,1354,0.68463,0.73305
1997,2nd Quintile,male,Yes,0.10174,182,1287,0.08521,0.11826
1997,2nd Quintile,male,No,0.66841,1105,1287,0.64268,0.69414
1997,2nd Quintile,female,Yes,0.06850,167,1453,0.05551,0.08149
1997,2nd Quintile,female,No,0.73124,1286,1453,0.70843,0.75404
1997,3rd Quintile,male,Yes,0.09073,166,1283,0.07501,0.10645
1997,3rd Quintile,male,No,0.70895,1117,1283,0.68409,0.73382
1997,3rd Quintile,female,Yes,0.07252,136,1343,0.05865,0.08640
1997,3rd Quintile,female,No,0.75647,1207,1343,0.73351,0.77944
1997,4th Quintile,male,Yes,0.06720,136,1346,0.05382,0.08058
1997,4th Quintile,male,No,0.78868,1210,1346,0.76686,0.81050
1997,4th Quintile,female,Yes,0.09320,150,1312,0.07747,0.10894
1997,4th Quintile,female,No,0.77433,1162,1312,0.75170,0.79696
1997,5th Quintile,male,Yes,0.07207,119,1255,0.05776,0.08638
1997,5th Quintile,male,No,0.83350,1136,1255,0.81288,0.85412
1997,5th Quintile,female,Yes,0.06275,105,1157,0.04877,0.07673
1997,5th Quintile,female,No,0.83261,1052,1157,0.81108,0.85413
1998,1st Quintile,male,Yes,0.11957,177,1033,0.09978,0.13937
1998,1st Quintile,male,No,0.59888,856,1033,0.56898,0.62878
1998,1st Quintile,female,Yes,0.08918,166,1307,0.07372,0.10464
1998,1st Quintile,female,No,0.68756,1141,1307,0.66242,0.71270
1998,2nd Quintile,male,Yes,0.09679,168,1180,0.07991,0.11367
1998,2nd Quintile,male,No,0.65267,1012,1180,0.62550,0.67985
1998,2nd Quintile,female,Yes,0.07008,151,1324,0.05632,0.08383
1998,2nd Quintile,female,No,0.73020,1173,1324,0.70628,0.75411
1998,3rd Quintile,male,Yes,0.06949,142,1241,0.05534,0.08365
1998,3rd Quintile,male,No,0.75152,1099,1241,0.72746,0.77557
1998,3rd Quintile,female,Yes,0.07087,141,1340,0.05713,0.08461
1998,3rd Quintile,female,No,0.76870,1199,1340,0.74611,0.79128
1998,4th Quintile,male,Yes,0.09867,144,1317,0.08256,0.11478
1998,4th Quintile,male,No,0.77769,1173,1317,0.75523,0.80016
1998,4th Quintile,female,Yes,0.07033,123,1288,0.05636,0.08431
1998,4th Quintile,female,No,0.79427,1165,1288,0.77219,0.81636
1998,5th Quintile,male,Yes,0.07043,99,1185,0.05585,0.08500
1998,5th Quintile,male,No,0.82190,1086,1185,0.80011,0.84370
1998,5th Quintile,female,Yes,0.06009,95,1114,0.04613,0.07405
1998,5th Quintile,female,No,0.83608,1019,1114,0.81433,0.85783
1999,1st Quintile,male,Yes,0.12756,212,1140,0.10819,0.14693
1999,1st Quintile,male,No,0.59265,928,1140,0.56412,0.62119
1999,1st Quintile,female,Yes,0.09149,192,1459,0.07669,0.10629
1999,1st Quintile,female,No,0.68776,1267,1459,0.66397,0.71154
1999,2nd Quintile,male,Yes,0.09350,180,1379,0.07813,0.10888
1999,2nd Quintile,male,No,0.69494,1199,1379,0.67063,0.71925
1999,2nd Quintile,female,Yes,0.07295,167,1493,0.05975,0.08614
1999,2nd Quintile,female,No,0.74619,1326,1493,0.72411,0.76828
1999,3rd Quintile,male,Yes,0.08787,152,1366,0.07285,0.10289
1999,3rd Quintile,male,No,0.73307,1214,1366,0.70960,0.75654
1999,3rd Quintile,female,Yes,0.06743,146,1460,0.05456,0.08030
1999,3rd Quintile,female,No,0.75823,1314,1460,0.73626,0.78020
1999,4th Quintile,male,Yes,0.08177,135,1376,0.06729,0.09625
1999,4th Quintile,male,No,0.77597,1241,1376,0.75394,0.79801
1999,4th Quintile,female,Yes,0.06661,134,1390,0.05350,0.07972
1999,4th Quintile,female,No,0.79671,1256,1390,0.77554,0.81787
1999,5th Quintile,male,Yes,0.07292,122,1348,0.05903,0.08680
1999,5th Quintile,male,No,0.82511,1226,1348,0.80483,0.84540
1999,5th Quintile,female,Yes,0.06528,122,1263,0.05165,0.07891
1999,5th Quintile,female,No,0.83418,1141,1263,0.81366,0.85470
2000,1st Quintile,male,Yes,0.11793,191,1122,0.09904,0.13681
2000,1st Quintile,male,No,0.60438,931,1122,0.57576,0.63301
2000,1st Quintile,female,Yes,0.08984,193,1458,0.07515,0.10452
2000,1st Quintile,female,No,0.70833,1265,1458,0.68499,0.73167
2000,2nd Quintile,male,Yes,0.08883,162,1298,0.07334,0.10431
2000,2nd Quintile,male,No,0.67657,1136,1298,0.65111,0.70203
2000,2nd Quintile,female,Yes,0.07419,168,1443,0.06066,0.08771
2000,2nd Quintile,female,No,0.73208,1275,1443,0.70922,0.75494
2000,3rd Quintile,male,Yes,0.09008,162,1346,0.07478,0.10538
2000,3rd Quintile,male,No,0.73945,1184,1346,0.71599,0.76291
2000,3rd Quintile,female,Yes,0.07158,152,1386,0.05800,0.08515
2000,3rd Quintile,female,No,0.75000,1234,1386,0.72720,0.77281
2000,4th Quintile,male,Yes,0.06864,130,1357,0.05518,0.08209
2000,4th Quintile,male,No,0.77339,1227,1357,0.75110,0.79567
2000,4th Quintile,female,Yes,0.06841,133,1335,0.05486,0.08196
2000,4th Quintile,female,No,0.79753,1202,1335,0.77597,0.81909
2000,5th Quintile,male,Yes,0.08070,126,1306,0.06592,0.09548
2000,5th Quintile,male,No,0.80983,1180,1306,0.78853,0.83112
2000,5th Quintile,female,Yes,0.06554,110,1233,0.05172,0.07936
2000,5th Quintile,female,No,0.83162,1123,1233,0.81073,0.85252
2001,1st Quintile,male,Yes,0.12709,284,1652,0.11102,0.14316
2001,1st Quintile,male,No,0.61040,1368,1652,0.58688,0.63392
2001,1st Quintile,female,Yes,0.10897,339,2228,0.09603,0.12191
2001,1st Quintile,female,No,0.68238,1889,2228,0.66305,0.70172
2001,2nd Quintile,male,Yes,0.08790,248,2034,0.07559,0.10021
2001,2nd Quintile,male,No,0.68606,1786,2034,0.66588,0.70623
2001,2nd Quintile,female,Yes,0.06915,247,2316,0.05882,0.07949
2001,2nd Quintile,female,No,0.73607,2069,2316,0.71812,0.75403
2001,3rd Quintile,male,Yes,0.07568,239,2207,0.06464,0.08672
2001,3rd Quintile,male,No,0.75192,1968,2207,0.73390,0.76994
2001,3rd Quintile,female,Yes,0.07438,239,2334,0.06373,0.08503
2001,3rd Quintile,female,No,0.75933,2095,2334,0.74199,0.77668
2001,4th Quintile,male,Yes,0.07227,227,2303,0.06170,0.08285
2001,4th Quintile,male,No,0.77948,2076,2303,0.76255,0.79642
2001,4th Quintile,female,Yes,0.08066,255,2312,0.06956,0.09176
2001,4th Quintile,female,No,0.78210,2057,2312,0.76527,0.79894
2001,5th Quintile,male,Yes,0.06488,176,2328,0.05487,0.07489
2001,5th Quintile,male,No,0.83190,2152,2328,0.81671,0.84709
2001,5th Quintile,female,Yes,0.06268,190,2204,0.05256,0.07281
2001,5th Quintile,female,No,0.83938,2014,2204,0.82405,0.85471
2002,1st Quintile,male,Yes,0.13020,256,1480,0.11304,0.14735
2002,1st Quintile,male,No,0.61789,1224,1480,0.59313,0.64266
2002,1st Quintile,female,Yes,0.10474,296,1989,0.09128,0.11820
2002,1st Quintile,female,No,0.69363,1693,1989,0.67337,0.71390
2002,2nd Quintile,male,Yes,0.09122,221,1809,0.07795,0.10449
2002,2nd Quintile,male,No,0.69276,1588,1809,0.67149,0.71402
2002,2nd Quintile,female,Yes,0.06247,199,2114,0.05215,0.07279
2002,2nd Quintile,female,No,0.75405,1915,2114,0.73569,0.77241
2002,3rd Quintile,male,Yes,0.08185,225,1947,0.06967,0.09403
2002,3rd Quintile,male,No,0.72137,1722,1947,0.70145,0.74129
2002,3rd Quintile,female,Yes,0.07597,229,2093,0.06462,0.08732
2002,3rd Quintile,female,No,0.75122,1864,2093,0.73269,0.76974
2002,4th Quintile,male,Yes,0.07494,234,2189,0.06391,0.08597
2002,4th Quintile,male,No,0.77899,1955,2189,0.76160,0.79637
2002,4th Quintile,female,Yes,0.07026,219,2179,0.05953,0.08100
2002,4th Quintile,female,No,0.79545,1960,2179,0.77851,0.81239
2002,5th Quintile,male,Yes,0.06335,212,2552,0.05390,0.07280
2002,5th Quintile,male,No,0.85542,2340,2552,0.84178,0.86907
2002,5th Quintile,female,Yes,0.06585,238,2447,0.05602,0.07568
2002,5th Quintile,female,No,0.84821,2209,2447,0.83399,0.86243
2003,1st Quintile,male,Yes,0.14528,276,1447,0.12711,0.16344
2003,1st Quintile,male,No,0.60884,1171,1447,0.58368,0.63399
2003,1st Quintile,female,Yes,0.09473,284,1963,0.08177,0.10769
2003,1st Quintile,female,No,0.71319,1679,1963,0.69318,0.73320
2003,2nd Quintile,male,Yes,0.08692,201,1761,0.07376,0.10008
2003,2nd Quintile,male,No,0.69050,1560,1761,0.66890,0.71210
2003,2nd Quintile,female,Yes,0.06974,216,2100,0.05884,0.08064
2003,2nd Quintile,female,No,0.74788,1884,2100,0.72930,0.76646
2003,3rd Quintile,male,Yes,0.07412,213,2002,0.06264,0.08560
2003,3rd Quintile,male,No,0.74168,1789,2002,0.72250,0.76086
2003,3rd Quintile,female,Yes,0.06918,213,2067,0.05824,0.08012
