year,bula_h,regtyp,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Hesse,Urban regions,No,0.89039,1219,1339,0.87365,0.90713
2010,Hesse,Rural regions,Yes,0.14032,36,335,0.10308,0.17757
2010,Hesse,Rural regions,No,0.85968,299,335,0.82243,0.89692
2010,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.11348,93,1006,0.09387,0.13309
2010,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88652,913,1006,0.86691,0.90613
2010,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87077,307,307,0.83319,0.90836
2010,Baden-Wuerttemberg,Urban regions,Yes,0.11180,255,2611,0.09971,0.12389
2010,Baden-Wuerttemberg,Urban regions,No,0.88820,2356,2611,0.87611,0.90029
2010,Baden-Wuerttemberg,Rural regions,Yes,0.13704,32,285,0.09705,0.17704
2010,Baden-Wuerttemberg,Rural regions,No,0.86296,253,285,0.82296,0.90295
2010,Bavaria,Urban regions,Yes,0.09416,141,1602,0.07986,0.10847
2010,Bavaria,Urban regions,No,0.90584,1461,1602,0.89153,0.92014
2010,Bavaria,Rural regions,Yes,0.07216,153,1981,0.06076,0.08355
2010,Bavaria,Rural regions,No,0.92784,1828,1981,0.91645,0.93924
2010,Berlin,Urban regions,Yes,0.10037,107,925,0.08100,0.11975
2010,Berlin,Urban regions,No,0.89963,818,925,0.88025,0.91900
2010,Brandenburg,Urban regions,No,0.80968,61,61,0.71035,0.90901
2010,Brandenburg,Rural regions,Yes,0.08217,74,883,0.06404,0.10029
2010,Brandenburg,Rural regions,No,0.91783,809,883,0.89971,0.93596
2010,Mecklenburg-Western Pomerania,Urban regions,No,0.89316,71,71,0.82080,0.96553
2010,Mecklenburg-Western Pomerania,Rural regions,Yes,0.05706,36,510,0.03691,0.07721
2010,Mecklenburg-Western Pomerania,Rural regions,No,0.94294,474,510,0.92279,0.96309
2010,Saxony,Urban regions,Yes,0.13723,104,878,0.11446,0.16001
2010,Saxony,Urban regions,No,0.86277,774,878,0.83999,0.88554
2010,Saxony,Rural regions,Yes,0.07845,60,801,0.05982,0.09708
2010,Saxony,Rural regions,No,0.92155,741,801,0.90292,0.94018
2010,Saxony-Anhalt,Urban regions,No,0.75330,131,131,0.67919,0.82741
2010,Saxony-Anhalt,Rural regions,Yes,0.08471,62,750,0.06477,0.10465
2010,Saxony-Anhalt,Rural regions,No,0.91529,688,750,0.89535,0.93523
2010,Thuringa,Urban regions,Yes,0.22295,43,325,0.17762,0.26827
2010,Thuringa,Urban regions,No,0.77705,282,325,0.73173,0.82238
2010,Thuringa,Rural regions,Yes,0.03971,39,630,0.02445,0.05497
2010,Thuringa,Rural regions,No,0.96029,591,630,0.94503,0.97555
2011,Schleswig-Holstein,Urban regions,No,0.91734,270,270,0.88443,0.95025
2011,Schleswig-Holstein,Rural regions,Yes,0.09313,67,687,0.07139,0.11488
2011,Schleswig-Holstein,Rural regions,No,0.90687,620,687,0.88512,0.92861
2011,Hamburg,Urban regions,Yes,0.07980,51,430,0.05415,0.10544
2011,Hamburg,Urban regions,No,0.92020,379,430,0.89456,0.94585
2011,Lower Saxony,Urban regions,Yes,0.09702,110,1152,0.07992,0.11412
2011,Lower Saxony,Urban regions,No,0.90298,1042,1152,0.88588,0.92008
2011,Lower Saxony,Rural regions,Yes,0.07677,115,1484,0.06322,0.09032
2011,Lower Saxony,Rural regions,No,0.92323,1369,1484,0.90968,0.93678
2011,Bremen,Urban regions,No,0.85516,171,171,0.80226,0.90807
2011,North Rhine-Westphalia,Urban regions,Yes,0.10237,527,5557,0.09440,0.11034
2011,North Rhine-Westphalia,Urban regions,No,0.89763,5030,5557,0.88966,0.90560
2011,North Rhine-Westphalia,Rural regions,No,0.88289,149,149,0.83108,0.93470
2011,Hesse,Urban regions,Yes,0.09913,146,1566,0.08433,0.11394
2011,Hesse,Urban regions,No,0.90087,1420,1566,0.88606,0.91567
2011,Hesse,Rural regions,Yes,0.08632,38,400,0.05876,0.11388
2011,Hesse,Rural regions,No,0.91368,362,400,0.88612,0.94124
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09312,103,1177,0.07651,0.10973
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90688,1074,1177,0.89027,0.92349
2011,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.09582,38,435,0.06813,0.12351
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.90418,397,435,0.87649,0.93187
2011,Baden-Wuerttemberg,Urban regions,Yes,0.11091,323,3146,0.09993,0.12188
2011,Baden-Wuerttemberg,Urban regions,No,0.88909,2823,3146,0.87812,0.90007
2011,Baden-Wuerttemberg,Rural regions,Yes,0.12700,35,388,0.09382,0.16017
2011,Baden-Wuerttemberg,Rural regions,No,0.87300,353,388,0.83983,0.90618
2011,Bavaria,Urban regions,Yes,0.08173,166,1968,0.06962,0.09384
2011,Bavaria,Urban regions,No,0.91827,1802,1968,0.90616,0.93038
2011,Bavaria,Rural regions,Yes,0.08052,190,2467,0.06978,0.09126
2011,Bavaria,Rural regions,No,0.91948,2277,2467,0.90874,0.93022
2011,Berlin,Urban regions,Yes,0.09761,114,1018,0.07937,0.11585
2011,Berlin,Urban regions,No,0.90239,904,1018,0.88415,0.92063
2011,Brandenburg,Urban regions,No,0.94356,83,83,0.89361,0.99351
2011,Brandenburg,Rural regions,Yes,0.06761,81,1054,0.05245,0.08278
2011,Brandenburg,Rural regions,No,0.93239,973,1054,0.91722,0.94755
2011,Mecklenburg-Western Pomerania,Urban regions,No,0.77592,55,55,0.66470,0.88714
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.07821,48,588,0.05649,0.09993
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.92179,540,588,0.90007,0.94351
2011,Saxony,Urban regions,Yes,0.09606,96,967,0.07748,0.11464
2011,Saxony,Urban regions,No,0.90394,871,967,0.88536,0.92252
2011,Saxony,Rural regions,Yes,0.08032,64,872,0.06227,0.09837
2011,Saxony,Rural regions,No,0.91968,808,872,0.90163,0.93773
2011,Saxony-Anhalt,Urban regions,Yes,0.20356,32,225,0.15083,0.25629
2011,Saxony-Anhalt,Urban regions,No,0.79644,193,225,0.74371,0.84917
2011,Saxony-Anhalt,Rural regions,Yes,0.07280,59,876,0.05559,0.09002
2011,Saxony-Anhalt,Rural regions,No,0.92720,817,876,0.90998,0.94441
2011,Thuringa,Urban regions,Yes,0.14100,48,364,0.10520,0.17681
2011,Thuringa,Urban regions,No,0.85900,316,364,0.82319,0.89480
2011,Thuringa,Rural regions,Yes,0.04950,46,742,0.03388,0.06512
2011,Thuringa,Rural regions,No,0.95050,696,742,0.93488,0.96612
2012,Schleswig-Holstein,Urban regions,Yes,0.15723,36,282,0.11467,0.19979
2012,Schleswig-Holstein,Urban regions,No,0.84277,246,282,0.80021,0.88533
2012,Schleswig-Holstein,Rural regions,Yes,0.10852,85,703,0.08551,0.13152
2012,Schleswig-Holstein,Rural regions,No,0.89148,618,703,0.86848,0.91449
2012,Hamburg,Urban regions,Yes,0.08912,43,438,0.06241,0.11583
2012,Hamburg,Urban regions,No,0.91088,395,438,0.88417,0.93759
2012,Lower Saxony,Urban regions,Yes,0.11702,106,1052,0.09758,0.13645
2012,Lower Saxony,Urban regions,No,0.88298,946,1052,0.86355,0.90242
2012,Lower Saxony,Rural regions,Yes,0.07158,104,1515,0.05859,0.08456
2012,Lower Saxony,Rural regions,No,0.92842,1411,1515,0.91544,0.94141
2012,Bremen,Urban regions,No,0.85699,175,175,0.80497,0.90901
2012,North Rhine-Westphalia,Urban regions,Yes,0.10130,536,5388,0.09324,0.10936
2012,North Rhine-Westphalia,Urban regions,No,0.89870,4852,5388,0.89064,0.90676
2012,North Rhine-Westphalia,Rural regions,No,0.85842,130,130,0.79826,0.91858
2012,Hesse,Urban regions,Yes,0.09070,131,1495,0.07614,0.10526
2012,Hesse,Urban regions,No,0.90930,1364,1495,0.89474,0.92386
2012,Hesse,Rural regions,Yes,0.11845,57,410,0.08713,0.14977
2012,Hesse,Rural regions,No,0.88155,353,410,0.85023,0.91287
2012,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.10902,101,1167,0.09113,0.12691
2012,"Rhineland-Palatinate, Saarland",Urban regions,No,0.89098,1066,1167,0.87309,0.90887
2012,"Rhineland-Palatinate, Saarland",Rural regions,No,0.91766,373,373,0.88973,0.94560
2012,Baden-Wuerttemberg,Urban regions,Yes,0.09804,274,2964,0.08733,0.10874
2012,Baden-Wuerttemberg,Urban regions,No,0.90196,2690,2964,0.89126,0.91267
2012,Baden-Wuerttemberg,Rural regions,Yes,0.12725,38,373,0.09339,0.16112
2012,Baden-Wuerttemberg,Rural regions,No,0.87275,335,373,0.83888,0.90661
2012,Bavaria,Urban regions,Yes,0.08267,173,1886,0.07024,0.09510
2012,Bavaria,Urban regions,No,0.91733,1713,1886,0.90490,0.92976
2012,Bavaria,Rural regions,Yes,0.07037,205,2470,0.06029,0.08046
2012,Bavaria,Rural regions,No,0.92963,2265,2470,0.91954,0.93971
2012,Berlin,Urban regions,Yes,0.09953,115,1042,0.08134,0.11771
2012,Berlin,Urban regions,No,0.90047,927,1042,0.88229,0.91866
2012,Brandenburg,Urban regions,No,0.93479,77,77,0.87928,0.99030
2012,Brandenburg,Rural regions,Yes,0.04261,73,1012,0.03016,0.05506
2012,Brandenburg,Rural regions,No,0.95739,939,1012,0.94494,0.96984
2012,Mecklenburg-Western Pomerania,Urban regions,No,0.83043,51,51,0.72641,0.93445
2012,Mecklenburg-Western Pomerania,Rural regions,Yes,0.05175,39,582,0.03374,0.06977
2012,Mecklenburg-Western Pomerania,Rural regions,No,0.94825,543,582,0.93023,0.96626
2012,Saxony,Urban regions,Yes,0.10049,90,938,0.08124,0.11974
2012,Saxony,Urban regions,No,0.89951,848,938,0.88026,0.91876
2012,Saxony,Rural regions,Yes,0.08648,68,909,0.06820,0.10476
2012,Saxony,Rural regions,No,0.91352,841,909,0.89524,0.93180
2012,Saxony-Anhalt,Urban regions,Yes,0.17275,31,210,0.12150,0.22400
2012,Saxony-Anhalt,Urban regions,No,0.82725,179,210,0.77600,0.87850
2012,Saxony-Anhalt,Rural regions,Yes,0.06065,53,828,0.04439,0.07692
2012,Saxony-Anhalt,Rural regions,No,0.93935,775,828,0.92308,0.95561
2012,Thuringa,Urban regions,Yes,0.15884,49,330,0.11934,0.19833
2012,Thuringa,Urban regions,No,0.84116,281,330,0.80167,0.88066
2012,Thuringa,Rural regions,Yes,0.04771,42,749,0.03244,0.06299
2012,Thuringa,Rural regions,No,0.95229,707,749,0.93701,0.96756
2013,Schleswig-Holstein,Urban regions,Yes,0.14755,38,319,0.10857,0.18653
2013,Schleswig-Holstein,Urban regions,No,0.85245,281,319,0.81347,0.89143
2013,Schleswig-Holstein,Rural regions,Yes,0.10145,95,761,0.07998,0.12291
2013,Schleswig-Holstein,Rural regions,No,0.89855,666,761,0.87709,0.92002
2013,Hamburg,Urban regions,Yes,0.07053,56,564,0.04938,0.09168
2013,Hamburg,Urban regions,No,0.92947,508,564,0.90832,0.95062
2013,Lower Saxony,Urban regions,Yes,0.11472,138,1238,0.09696,0.13248
2013,Lower Saxony,Urban regions,No,0.88528,1100,1238,0.86752,0.90304
2013,Lower Saxony,Rural regions,Yes,0.08702,161,1661,0.07346,0.10058
2013,Lower Saxony,Rural regions,No,0.91298,1500,1661,0.89942,0.92654
2013,Bremen,Urban regions,No,0.90698,217,217,0.86825,0.94572
2013,North Rhine-Westphalia,Urban regions,Yes,0.10961,709,6292,0.10189,0.11733
2013,North Rhine-Westphalia,Urban regions,No,0.89039,5583,6292,0.88267,0.89811
2013,North Rhine-Westphalia,Rural regions,No,0.85317,113,113,0.78762,0.91872
2013,Hesse,Urban regions,Yes,0.10008,192,1808,0.08624,0.11392
2013,Hesse,Urban regions,No,0.89992,1616,1808,0.88608,0.91376
2013,Hesse,Rural regions,Yes,0.12068,47,394,0.08847,0.15289
2013,Hesse,Rural regions,No,0.87932,347,394,0.84711,0.91153
2013,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.10350,141,1328,0.08711,0.11989
2013,"Rhineland-Palatinate, Saarland",Urban regions,No,0.89650,1187,1328,0.88011,0.91289
2013,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.06365,39,443,0.04089,0.08641
2013,"Rhineland-Palatinate, Saarland",Rural regions,No,0.93635,404,443,0.91359,0.95911
2013,Baden-Wuerttemberg,Urban regions,Yes,0.09916,356,3372,0.08907,0.10925
2013,Baden-Wuerttemberg,Urban regions,No,0.90084,3016,3372,0.89075,0.91093
2013,Baden-Wuerttemberg,Rural regions,Yes,0.12038,45,408,0.08877,0.15199
2013,Baden-Wuerttemberg,Rural regions,No,0.87962,363,408,0.84801,0.91123
2013,Bavaria,Urban regions,Yes,0.09373,241,2197,0.08154,0.10592
2013,Bavaria,Urban regions,No,0.90627,1956,2197,0.89408,0.91846
2013,Bavaria,Rural regions,Yes,0.07622,254,2667,0.06615,0.08629
2013,Bavaria,Rural regions,No,0.92378,2413,2667,0.91371,0.93385
2013,Berlin,Urban regions,Yes,0.13008,148,1169,0.11079,0.14937
2013,Berlin,Urban regions,No,0.86992,1021,1169,0.85063,0.88921
2013,Brandenburg,Urban regions,No,0.94416,80,80,0.89352,0.99479
2013,Brandenburg,Rural regions,Yes,0.05055,87,1036,0.03721,0.06390
2013,Brandenburg,Rural regions,No,0.94945,949,1036,0.93610,0.96279
2013,Mecklenburg-Western Pomerania,Urban regions,No,0.73073,65,65,0.62205,0.83941
2013,Mecklenburg-Western Pomerania,Rural regions,Yes,0.06588,32,528,0.04470,0.08706
2013,Mecklenburg-Western Pomerania,Rural regions,No,0.93412,496,528,0.91294,0.95530
2013,Saxony,Urban regions,Yes,0.09133,85,916,0.07266,0.10999
2013,Saxony,Urban regions,No,0.90867,831,916,0.89001,0.92734
2013,Saxony,Rural regions,Yes,0.06375,61,868,0.04748,0.08001
2013,Saxony,Rural regions,No,0.93625,807,868,0.91999,0.95252
2013,Saxony-Anhalt,Urban regions,No,0.82066,215,215,0.76926,0.87206
2013,Saxony-Anhalt,Rural regions,Yes,0.05993,60,832,0.04380,0.07607
2013,Saxony-Anhalt,Rural regions,No,0.94007,772,832,0.92393,0.95620
2013,Thuringa,Urban regions,Yes,0.12351,47,322,0.08752,0.15951
2013,Thuringa,Urban regions,No,0.87649,275,322,0.84049,0.91248
2013,Thuringa,Rural regions,Yes,0.04340,40,720,0.02851,0.05830
2013,Thuringa,Rural regions,No,0.95660,680,720,0.94170,0.97149
2014,Schleswig-Holstein,Urban regions,Yes,0.10898,36,275,0.07208,0.14587
2014,Schleswig-Holstein,Urban regions,No,0.89102,239,275,0.85413,0.92792
2014,Schleswig-Holstein,Rural regions,Yes,0.11148,74,652,0.08730,0.13566
2014,Schleswig-Holstein,Rural regions,No,0.88852,578,652,0.86434,0.91270
2014,Hamburg,Urban regions,Yes,0.06496,45,445,0.04204,0.08789
2014,Hamburg,Urban regions,No,0.93504,400,445,0.91211,0.95796
2014,Lower Saxony,Urban regions,Yes,0.10865,132,1077,0.09006,0.12725
2014,Lower Saxony,Urban regions,No,0.89135,945,1077,0.87275,0.90994
2014,Lower Saxony,Rural regions,Yes,0.08660,152,1530,0.07250,0.10069
2014,Lower Saxony,Rural regions,No,0.91340,1378,1530,0.89931,0.92750
2014,Bremen,Urban regions,Yes,0.14346,38,214,0.09639,0.19054
2014,Bremen,Urban regions,No,0.85654,176,214,0.80946,0.90361
2014,North Rhine-Westphalia,Urban regions,Yes,0.10441,615,5521,0.09635,0.11248
2014,North Rhine-Westphalia,Urban regions,No,0.89559,4906,5521,0.88752,0.90365
2014,North Rhine-Westphalia,Rural regions,No,0.83343,105,105,0.76182,0.90504
2014,Hesse,Urban regions,Yes,0.10817,177,1546,0.09268,0.12366
2014,Hesse,Urban regions,No,0.89183,1369,1546,0.87634,0.90732
2014,Hesse,Rural regions,Yes,0.15679,46,341,0.11814,0.19544
2014,Hesse,Rural regions,No,0.84321,295,341,0.80456,0.88186
2014,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09550,113,1190,0.07880,0.11221
2014,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90450,1077,1190,0.88779,0.92120
2014,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.11669,39,395,0.08499,0.14839
2014,"Rhineland-Palatinate, Saarland",Rural regions,No,0.88331,356,395,0.85161,0.91501
2014,Baden-Wuerttemberg,Urban regions,Yes,0.10194,285,2869,0.09087,0.11301
2014,Baden-Wuerttemberg,Urban regions,No,0.89806,2584,2869,0.88699,0.90913
2014,Baden-Wuerttemberg,Rural regions,Yes,0.10860,32,352,0.07605,0.14114
2014,Baden-Wuerttemberg,Rural regions,No,0.89140,320,352,0.85886,0.92395
2014,Bavaria,Urban regions,Yes,0.11065,232,2018,0.09696,0.12434
2014,Bavaria,Urban regions,No,0.88935,1786,2018,0.87566,0.90304
2014,Bavaria,Rural regions,Yes,0.08955,242,2385,0.07809,0.10102
2014,Bavaria,Rural regions,No,0.91045,2143,2385,0.89898,0.92191
2014,Berlin,Urban regions,Yes,0.13570,129,991,0.11437,0.15703
2014,Berlin,Urban regions,No,0.86430,862,991,0.84297,0.88563
2014,Brandenburg,Urban regions,No,0.92017,76,76,0.85883,0.98151
2014,Brandenburg,Rural regions,Yes,0.04850,70,940,0.03476,0.06224
2014,Brandenburg,Rural regions,No,0.95150,870,940,0.93776,0.96524
2014,Mecklenburg-Western Pomerania,Urban regions,No,0.74510,54,54,0.62777,0.86243
2014,Mecklenburg-Western Pomerania,Rural regions,Yes,0.05346,37,494,0.03360,0.07332
2014,Mecklenburg-Western Pomerania,Rural regions,No,0.94654,457,494,0.92668,0.96640
2014,Saxony,Urban regions,Yes,0.11036,84,839,0.08914,0.13157
2014,Saxony,Urban regions,No,0.88964,755,839,0.86843,0.91086
2014,Saxony,Rural regions,Yes,0.06240,51,779,0.04541,0.07940
2014,Saxony,Rural regions,No,0.93760,728,779,0.92060,0.95459
2014,Saxony-Anhalt,Urban regions,Yes,0.16621,32,222,0.11713,0.21529
2014,Saxony-Anhalt,Urban regions,No,0.83379,190,222,0.78471,0.88287
2014,Saxony-Anhalt,Rural regions,Yes,0.06337,52,744,0.04586,0.08089
2014,Saxony-Anhalt,Rural regions,No,0.93663,692,744,0.91911,0.95414
2014,Thuringa,Urban regions,Yes,0.12246,43,305,0.08561,0.15931
2014,Thuringa,Urban regions,No,0.87754,262,305,0.84069,0.91439
2014,Thuringa,Rural regions,Yes,0.05104,40,689,0.03459,0.06748
2014,Thuringa,Rural regions,No,0.94896,649,689,0.93252,0.96541
2015,Schleswig-Holstein,Urban regions,Yes,0.13247,31,243,0.08976,0.17518
2015,Schleswig-Holstein,Urban regions,No,0.86753,212,243,0.82482,0.91024
2015,Schleswig-Holstein,Rural regions,Yes,0.08310,72,658,0.06199,0.10420
2015,Schleswig-Holstein,Rural regions,No,0.91690,586,658,0.89580,0.93801
2015,Hamburg,Urban regions,Yes,0.06063,44,463,0.03887,0.08240
2015,Hamburg,Urban regions,No,0.93937,419,463,0.91760,0.96113
2015,Lower Saxony,Urban regions,Yes,0.10633,117,1054,0.08771,0.12494
2015,Lower Saxony,Urban regions,No,0.89367,937,1054,0.87506,0.91229
2015,Lower Saxony,Rural regions,Yes,0.09893,162,1558,0.08410,0.11376
2015,Lower Saxony,Rural regions,No,0.90107,1396,1558,0.88624,0.91590
2015,Bremen,Urban regions,Yes,0.21798,31,187,0.15864,0.27732
2015,Bremen,Urban regions,No,0.78202,156,187,0.72268,0.84136
2015,North Rhine-Westphalia,Urban regions,Yes,0.10844,619,5469,0.10020,0.11669
2015,North Rhine-Westphalia,Urban regions,No,0.89156,4850,5469,0.88331,0.89980
2015,North Rhine-Westphalia,Rural regions,No,0.80807,92,92,0.72715,0.88898
2015,Hesse,Urban regions,Yes,0.10749,174,1524,0.09194,0.12305
2015,Hesse,Urban regions,No,0.89251,1350,1524,0.87695,0.90806
2015,Hesse,Rural regions,Yes,0.12358,39,359,0.08949,0.15767
2015,Hesse,Rural regions,No,0.87642,320,359,0.84233,0.91051
2015,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09642,118,1171,0.07951,0.11333
2015,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90358,1053,1171,0.88667,0.92049
2015,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.11356,38,439,0.08385,0.14328
2015,"Rhineland-Palatinate, Saarland",Rural regions,No,0.88644,401,439,0.85672,0.91615
2015,Baden-Wuerttemberg,Urban regions,Yes,0.09134,280,2875,0.08081,0.10187
2015,Baden-Wuerttemberg,Urban regions,No,0.90866,2595,2875,0.89813,0.91919
2015,Baden-Wuerttemberg,Rural regions,Yes,0.09307,34,336,0.06196,0.12418
2015,Baden-Wuerttemberg,Rural regions,No,0.90693,302,336,0.87582,0.93804
2015,Bavaria,Urban regions,Yes,0.09432,213,2040,0.08164,0.10701
2015,Bavaria,Urban regions,No,0.90568,1827,2040,0.89299,0.91836
2015,Bavaria,Rural regions,Yes,0.07549,221,2342,0.06479,0.08619
2015,Bavaria,Rural regions,No,0.92451,2121,2342,0.91381,0.93521
2015,Berlin,Urban regions,Yes,0.11935,125,991,0.09916,0.13955
2015,Berlin,Urban regions,No,0.88065,866,991,0.86045,0.90084
2015,Brandenburg,Urban regions,No,0.92236,69,69,0.85875,0.98597
2015,Brandenburg,Rural regions,Yes,0.05045,75,933,0.03640,0.06450
2015,Brandenburg,Rural regions,No,0.94955,858,933,0.93550,0.96360
2015,Mecklenburg-Western Pomerania,Urban regions,No,0.80644,56,56,0.70202,0.91085
2015,Mecklenburg-Western Pomerania,Rural regions,Yes,0.06051,33,490,0.03938,0.08164
2015,Mecklenburg-Western Pomerania,Rural regions,No,0.93949,457,490,0.91836,0.96062
2015,Saxony,Urban regions,Yes,0.09120,82,828,0.07158,0.11082
2015,Saxony,Urban regions,No,0.90880,746,828,0.88918,0.92842
2015,Saxony,Rural regions,Yes,0.06158,43,707,0.04385,0.07932
2015,Saxony,Rural regions,No,0.93842,664,707,0.92068,0.95615
2015,Saxony-Anhalt,Urban regions,No,0.77048,177,177,0.70835,0.83261
2015,Saxony-Anhalt,Rural regions,Yes,0.04150,42,689,0.02660,0.05641
2015,Saxony-Anhalt,Rural regions,No,0.95850,647,689,0.94359,0.97340
2015,Thuringa,Urban regions,Yes,0.12252,43,304,0.08560,0.15944
2015,Thuringa,Urban regions,No,0.87748,261,304,0.84056,0.91440
2015,Thuringa,Rural regions,Yes,0.04783,37,668,0.03164,0.06403
2015,Thuringa,Rural regions,No,0.95217,631,668,0.93597,0.96836
2016,Schleswig-Holstein,Urban regions,Yes,0.08984,55,368,0.06059,0.11910
2016,Schleswig-Holstein,Urban regions,No,0.91016,313,368,0.88090,0.93941
2016,Schleswig-Holstein,Rural regions,Yes,0.07300,52,631,0.05269,0.09332
2016,Schleswig-Holstein,Rural regions,No,0.92700,579,631,0.90668,0.94731
2016,Hamburg,Urban regions,Yes,0.09424,50,462,0.06757,0.12092
2016,Hamburg,Urban regions,No,0.90576,412,462,0.87908,0.93243
2016,Lower Saxony,Urban regions,Yes,0.11708,134,1172,0.09866,0.13549
2016,Lower Saxony,Urban regions,No,0.88292,1038,1172,0.86451,0.90134
2016,Lower Saxony,Rural regions,Yes,0.10099,170,1543,0.08595,0.11603
2016,Lower Saxony,Rural regions,No,0.89901,1373,1543,0.88397,0.91405
2016,Bremen,Urban regions,No,0.78996,203,203,0.73378,0.84613
2016,North Rhine-Westphalia,Urban regions,Yes,0.10941,595,5582,0.10122,0.11760
2016,North Rhine-Westphalia,Urban regions,No,0.89059,4987,5582,0.88240,0.89878
2016,North Rhine-Westphalia,Rural regions,No,0.78337,124,124,0.71057,0.85618
2016,Hesse,Urban regions,Yes,0.10871,159,1495,0.09292,0.12449
2016,Hesse,Urban regions,No,0.89129,1336,1495,0.87551,0.90708
2016,Hesse,Rural regions,Yes,0.10581,32,347,0.07340,0.13822
2016,Hesse,Rural regions,No,0.89419,315,347,0.86178,0.92660
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.11152,120,1305,0.09444,0.12861
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88848,1185,1305,0.87139,0.90556
2016,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.06776,34,443,0.04433,0.09119
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.93224,409,443,0.90881,0.95567
2016,Baden-Wuerttemberg,Urban regions,Yes,0.08980,268,2817,0.07924,0.10036
2016,Baden-Wuerttemberg,Urban regions,No,0.91020,2549,2817,0.89964,0.92076
2016,Baden-Wuerttemberg,Rural regions,No,0.92011,344,344,0.89141,0.94880
2016,Bavaria,Urban regions,Yes,0.09797,177,1894,0.08457,0.11136
2016,Bavaria,Urban regions,No,0.90203,1717,1894,0.88864,0.91543
2016,Bavaria,Rural regions,Yes,0.07534,195,2328,0.06462,0.08606
2016,Bavaria,Rural regions,No,0.92466,2133,2328,0.91394,0.93538
2016,Berlin,Urban regions,Yes,0.12106,108,1012,0.10095,0.14116
2016,Berlin,Urban regions,No,0.87894,904,1012,0.85884,0.89905
2016,Brandenburg,Urban regions,No,0.80523,63,63,0.70666,0.90381
2016,Brandenburg,Rural regions,Yes,0.04022,56,975,0.02788,0.05255
2016,Brandenburg,Rural regions,No,0.95978,919,975,0.94745,0.97212
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.83779,70,70,0.75081,0.92477
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.97126,489,489,0.95643,0.98608
2016,Saxony,Urban regions,Yes,0.10711,90,863,0.08647,0.12776
2016,Saxony,Urban regions,No,0.89289,773,863,0.87224,0.91353
2016,Saxony,Rural regions,Yes,0.06884,42,721,0.05035,0.08734
2016,Saxony,Rural regions,No,0.93116,679,721,0.91266,0.94965
2016,Saxony-Anhalt,Urban regions,No,0.74226,201,201,0.68164,0.80288
2016,Saxony-Anhalt,Rural regions,Yes,0.05190,43,687,0.03530,0.06850
2016,Saxony-Anhalt,Rural regions,No,0.94810,644,687,0.93150,0.96470
2016,Thuringa,Urban regions,Yes,0.15349,37,294,0.11221,0.19476
2016,Thuringa,Urban regions,No,0.84651,257,294,0.80524,0.88779
2016,Thuringa,Rural regions,No,0.95740,657,657,0.94194,0.97285
2017,Schleswig-Holstein,Urban regions,Yes,0.10695,65,447,0.07827,0.13563
2017,Schleswig-Holstein,Urban regions,No,0.89305,382,447,0.86437,0.92173
2017,Schleswig-Holstein,Rural regions,Yes,0.07590,58,743,0.05684,0.09495
2017,Schleswig-Holstein,Rural regions,No,0.92410,685,743,0.90505,0.94316
2017,Hamburg,Urban regions,Yes,0.08290,60,534,0.05949,0.10631
2017,Hamburg,Urban regions,No,0.91710,474,534,0.89369,0.94051
2017,Lower Saxony,Urban regions,Yes,0.13327,155,1332,0.11501,0.15153
2017,Lower Saxony,Urban regions,No,0.86673,1177,1332,0.84847,0.88499
2017,Lower Saxony,Rural regions,Yes,0.09156,207,1880,0.07852,0.10460
2017,Lower Saxony,Rural regions,No,0.90844,1673,1880,0.89540,0.92148
2017,Bremen,Urban regions,Yes,0.15388,43,285,0.11191,0.19584
2017,Bremen,Urban regions,No,0.84612,242,285,0.80416,0.88809
2017,North Rhine-Westphalia,Urban regions,Yes,0.11408,725,6333,0.10625,0.12191
2017,North Rhine-Westphalia,Urban regions,No,0.88592,5608,6333,0.87809,0.89375
2017,North Rhine-Westphalia,Rural regions,No,0.87119,133,133,0.81405,0.92834
2017,Hesse,Urban regions,Yes,0.12604,200,1713,0.11032,0.14176
2017,Hesse,Urban regions,No,0.87396,1513,1713,0.85824,0.88968
