year,bula_h,quintil_oecd,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Baden-Wuerttemberg,4th Quintile,No,0.89258,448,494,0.86524,0.91991
1984,Baden-Wuerttemberg,5th Quintile,No,0.93765,413,413,0.91430,0.96100
1984,Bavaria,1st Quintile,Yes,0.11208,47,386,0.08057,0.14359
1984,Bavaria,1st Quintile,No,0.88792,339,386,0.85641,0.91943
1984,Bavaria,2nd Quintile,Yes,0.11109,49,416,0.08086,0.14133
1984,Bavaria,2nd Quintile,No,0.88891,367,416,0.85867,0.91914
1984,Bavaria,3rd Quintile,Yes,0.10936,52,434,0.07996,0.13876
1984,Bavaria,3rd Quintile,No,0.89064,382,434,0.86124,0.92004
1984,Bavaria,4th Quintile,Yes,0.10050,44,414,0.07151,0.12950
1984,Bavaria,4th Quintile,No,0.89950,370,414,0.87050,0.92849
1984,Bavaria,5th Quintile,Yes,0.07741,33,430,0.05212,0.10270
1984,Bavaria,5th Quintile,No,0.92259,397,430,0.89730,0.94788
1984,Berlin,1st Quintile,No,0.93244,55,55,0.86549,0.99938
1984,Berlin,2nd Quintile,No,0.78507,41,41,0.65776,0.91237
1984,Berlin,3rd Quintile,No,0.90356,97,97,0.84450,0.96261
1984,Berlin,4th Quintile,No,0.88967,69,69,0.81521,0.96414
1984,Berlin,5th Quintile,No,0.91579,97,97,0.86024,0.97134
1985,Schleswig-Holstein,1st Quintile,No,0.87337,65,65,0.79189,0.95485
1985,Schleswig-Holstein,2nd Quintile,No,0.93241,72,72,0.87402,0.99081
1985,Schleswig-Holstein,3rd Quintile,No,0.95353,55,55,0.89738,1.00967
1985,Schleswig-Holstein,4th Quintile,No,0.87702,63,63,0.79527,0.95877
1985,Schleswig-Holstein,5th Quintile,No,0.84013,59,59,0.74581,0.93445
1985,Hamburg,1st Quintile,No,0.74606,41,41,0.61117,0.88095
1985,Hamburg,2nd Quintile,No,0.97947,37,37,0.93315,1.02579
1985,Hamburg,3rd Quintile,No,0.84125,48,48,0.73678,0.94573
1985,Hamburg,4th Quintile,No,0.89595,51,51,0.81132,0.98058
1985,Hamburg,5th Quintile,No,0.95491,69,69,0.90560,1.00423
1985,Lower Saxony,1st Quintile,Yes,0.16532,45,238,0.11802,0.21261
1985,Lower Saxony,1st Quintile,No,0.83468,193,238,0.78739,0.88198
1985,Lower Saxony,2nd Quintile,No,0.88326,168,168,0.83455,0.93196
1985,Lower Saxony,3rd Quintile,Yes,0.17089,40,238,0.12297,0.21882
1985,Lower Saxony,3rd Quintile,No,0.82911,198,238,0.78118,0.87703
1985,Lower Saxony,4th Quintile,No,0.89921,175,175,0.85448,0.94394
1985,Lower Saxony,5th Quintile,Yes,0.15989,39,244,0.11381,0.20597
1985,Lower Saxony,5th Quintile,No,0.84011,205,244,0.79403,0.88619
1985,North Rhine-Westphalia,1st Quintile,Yes,0.17773,117,678,0.14893,0.20653
1985,North Rhine-Westphalia,1st Quintile,No,0.82227,561,678,0.79347,0.85107
1985,North Rhine-Westphalia,2nd Quintile,Yes,0.12565,84,622,0.09958,0.15172
1985,North Rhine-Westphalia,2nd Quintile,No,0.87435,538,622,0.84828,0.90042
1985,North Rhine-Westphalia,3rd Quintile,Yes,0.15788,83,522,0.12657,0.18919
1985,North Rhine-Westphalia,3rd Quintile,No,0.84212,439,522,0.81081,0.87343
1985,North Rhine-Westphalia,4th Quintile,Yes,0.12004,73,598,0.09397,0.14612
1985,North Rhine-Westphalia,4th Quintile,No,0.87996,525,598,0.85388,0.90603
1985,North Rhine-Westphalia,5th Quintile,Yes,0.08752,52,539,0.06364,0.11140
1985,North Rhine-Westphalia,5th Quintile,No,0.91248,487,539,0.88860,0.93636
1985,Hesse,1st Quintile,Yes,0.17996,37,255,0.13272,0.22721
1985,Hesse,1st Quintile,No,0.82004,218,255,0.77279,0.86728
1985,Hesse,2nd Quintile,No,0.90384,181,181,0.86077,0.94691
1985,Hesse,3rd Quintile,No,0.93968,186,186,0.90537,0.97399
1985,Hesse,4th Quintile,Yes,0.15265,34,236,0.10666,0.19863
1985,Hesse,4th Quintile,No,0.84735,202,236,0.80137,0.89334
1985,Hesse,5th Quintile,No,0.90038,206,206,0.85938,0.94138
1985,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.90316,154,154,0.85630,0.95002
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.90337,115,115,0.84913,0.95761
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.86262,157,157,0.80860,0.91664
1985,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.92935,147,147,0.88778,0.97091
1985,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.90474,113,113,0.85036,0.95911
1985,Baden-Wuerttemberg,1st Quintile,Yes,0.12084,43,387,0.08832,0.15335
1985,Baden-Wuerttemberg,1st Quintile,No,0.87916,344,387,0.84665,0.91168
1985,Baden-Wuerttemberg,2nd Quintile,Yes,0.13372,53,406,0.10057,0.16687
1985,Baden-Wuerttemberg,2nd Quintile,No,0.86628,353,406,0.83313,0.89943
1985,Baden-Wuerttemberg,3rd Quintile,Yes,0.12194,54,469,0.09230,0.15159
1985,Baden-Wuerttemberg,3rd Quintile,No,0.87806,415,469,0.84841,0.90770
1985,Baden-Wuerttemberg,4th Quintile,Yes,0.12349,50,420,0.09199,0.15499
1985,Baden-Wuerttemberg,4th Quintile,No,0.87651,370,420,0.84501,0.90801
1985,Baden-Wuerttemberg,5th Quintile,No,0.92351,328,328,0.89471,0.95232
1985,Bavaria,1st Quintile,Yes,0.13605,42,295,0.09686,0.17524
1985,Bavaria,1st Quintile,No,0.86395,253,295,0.82476,0.90314
1985,Bavaria,2nd Quintile,Yes,0.09779,42,404,0.06879,0.12679
1985,Bavaria,2nd Quintile,No,0.90221,362,404,0.87321,0.93121
1985,Bavaria,3rd Quintile,Yes,0.13585,48,370,0.10089,0.17081
1985,Bavaria,3rd Quintile,No,0.86415,322,370,0.82919,0.89911
1985,Bavaria,4th Quintile,Yes,0.10521,42,379,0.07428,0.13614
1985,Bavaria,4th Quintile,No,0.89479,337,379,0.86386,0.92572
1985,Bavaria,5th Quintile,Yes,0.07778,35,442,0.05279,0.10278
1985,Bavaria,5th Quintile,No,0.92222,407,442,0.89722,0.94721
1985,Berlin,1st Quintile,No,0.85475,52,52,0.75805,0.95146
1985,Berlin,2nd Quintile,No,0.93781,59,59,0.87565,0.99996
1985,Berlin,3rd Quintile,No,0.92106,64,64,0.85447,0.98764
1985,Berlin,4th Quintile,No,0.93840,66,66,0.87995,0.99685
1985,Berlin,5th Quintile,No,0.91114,84,84,0.84992,0.97236
1986,Schleswig-Holstein,1st Quintile,No,0.86029,47,47,0.76011,0.96048
1986,Schleswig-Holstein,2nd Quintile,No,0.91413,76,76,0.85072,0.97754
1986,Schleswig-Holstein,3rd Quintile,No,0.87286,49,49,0.77862,0.96710
1986,Schleswig-Holstein,4th Quintile,No,0.92764,58,58,0.86038,0.99490
1986,Schleswig-Holstein,5th Quintile,No,0.88899,58,58,0.80743,0.97054
1986,Hamburg,1st Quintile,No,0.72778,37,37,0.58238,0.87318
1986,Hamburg,2nd Quintile,No,0.93747,41,41,0.86244,1.01250
1986,Hamburg,3rd Quintile,No,0.93473,41,41,0.85819,1.01128
1986,Hamburg,4th Quintile,No,0.85184,47,47,0.74917,0.95450
1986,Hamburg,5th Quintile,No,0.93863,60,60,0.87738,0.99987
1986,Lower Saxony,1st Quintile,Yes,0.13512,38,237,0.09151,0.17874
1986,Lower Saxony,1st Quintile,No,0.86488,199,237,0.82126,0.90849
1986,Lower Saxony,2nd Quintile,Yes,0.10913,32,215,0.06735,0.15090
1986,Lower Saxony,2nd Quintile,No,0.89087,183,215,0.84910,0.93265
1986,Lower Saxony,3rd Quintile,Yes,0.17673,41,229,0.12722,0.22624
1986,Lower Saxony,3rd Quintile,No,0.82327,188,229,0.77376,0.87278
1986,Lower Saxony,4th Quintile,No,0.88362,186,186,0.83741,0.92983
1986,Lower Saxony,5th Quintile,Yes,0.14686,32,217,0.09965,0.19406
1986,Lower Saxony,5th Quintile,No,0.85314,185,217,0.80594,0.90035
1986,Bremen,1st Quintile,No,0.89080,36,36,0.78747,0.99413
1986,North Rhine-Westphalia,1st Quintile,Yes,0.17354,112,627,0.14388,0.20321
1986,North Rhine-Westphalia,1st Quintile,No,0.82646,515,627,0.79679,0.85612
1986,North Rhine-Westphalia,2nd Quintile,Yes,0.13039,84,543,0.10204,0.15874
1986,North Rhine-Westphalia,2nd Quintile,No,0.86961,459,543,0.84126,0.89796
1986,North Rhine-Westphalia,3rd Quintile,Yes,0.13921,81,558,0.11046,0.16796
1986,North Rhine-Westphalia,3rd Quintile,No,0.86079,477,558,0.83204,0.88954
1986,North Rhine-Westphalia,4th Quintile,Yes,0.11354,72,586,0.08783,0.13925
1986,North Rhine-Westphalia,4th Quintile,No,0.88646,514,586,0.86075,0.91217
1986,North Rhine-Westphalia,5th Quintile,Yes,0.11140,66,539,0.08482,0.13799
1986,North Rhine-Westphalia,5th Quintile,No,0.88860,473,539,0.86201,0.91518
1986,Hesse,1st Quintile,Yes,0.18692,39,237,0.13719,0.23666
1986,Hesse,1st Quintile,No,0.81308,198,237,0.76334,0.86281
1986,Hesse,2nd Quintile,No,0.88322,172,172,0.83509,0.93136
1986,Hesse,3rd Quintile,No,0.92814,128,128,0.88322,0.97305
1986,Hesse,4th Quintile,No,0.87102,219,219,0.82653,0.91552
1986,Hesse,5th Quintile,No,0.89193,198,198,0.84857,0.93528
1986,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.87422,131,131,0.81721,0.93122
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.93811,156,156,0.90017,0.97604
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.86567,135,135,0.80793,0.92341
1986,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.94198,144,144,0.90366,0.98030
1986,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.90197,118,118,0.84808,0.95585
1986,Baden-Wuerttemberg,1st Quintile,Yes,0.13644,55,334,0.09957,0.17331
1986,Baden-Wuerttemberg,1st Quintile,No,0.86356,279,334,0.82669,0.90043
1986,Baden-Wuerttemberg,2nd Quintile,Yes,0.13550,55,427,0.10300,0.16800
1986,Baden-Wuerttemberg,2nd Quintile,No,0.86450,372,427,0.83200,0.89700
1986,Baden-Wuerttemberg,3rd Quintile,Yes,0.13523,58,429,0.10283,0.16763
1986,Baden-Wuerttemberg,3rd Quintile,No,0.86477,371,429,0.83237,0.89717
1986,Baden-Wuerttemberg,4th Quintile,Yes,0.09284,37,412,0.06478,0.12090
1986,Baden-Wuerttemberg,4th Quintile,No,0.90716,375,412,0.87910,0.93522
1986,Baden-Wuerttemberg,5th Quintile,No,0.94419,357,357,0.92034,0.96803
1986,Bavaria,1st Quintile,Yes,0.08867,34,281,0.05537,0.12197
1986,Bavaria,1st Quintile,No,0.91133,247,281,0.87803,0.94463
1986,Bavaria,2nd Quintile,Yes,0.09768,37,329,0.06555,0.12981
1986,Bavaria,2nd Quintile,No,0.90232,292,329,0.87019,0.93445
1986,Bavaria,3rd Quintile,Yes,0.13978,57,399,0.10572,0.17385
1986,Bavaria,3rd Quintile,No,0.86022,342,399,0.82615,0.89428
1986,Bavaria,4th Quintile,Yes,0.12110,49,379,0.08821,0.15399
1986,Bavaria,4th Quintile,No,0.87890,330,379,0.84601,0.91179
1986,Bavaria,5th Quintile,Yes,0.10188,42,385,0.07163,0.13214
1986,Bavaria,5th Quintile,No,0.89812,343,385,0.86786,0.92837
1986,Berlin,1st Quintile,No,0.87159,56,56,0.78318,0.96001
1986,Berlin,2nd Quintile,No,0.96597,60,60,0.91971,1.01223
1986,Berlin,3rd Quintile,No,0.89514,59,59,0.81629,0.97399
1986,Berlin,4th Quintile,No,0.93040,75,75,0.87242,0.98838
1986,Berlin,5th Quintile,No,0.88053,66,66,0.80169,0.95938
1987,Schleswig-Holstein,1st Quintile,No,0.86321,56,56,0.77240,0.95403
1987,Schleswig-Holstein,2nd Quintile,No,0.94474,63,63,0.88787,1.00162
1987,Schleswig-Holstein,3rd Quintile,No,0.91447,58,58,0.84187,0.98708
1987,Schleswig-Holstein,4th Quintile,No,0.94934,50,50,0.88793,1.01074
1987,Schleswig-Holstein,5th Quintile,No,0.92537,66,66,0.86148,0.98926
1987,Hamburg,1st Quintile,No,0.88889,40,40,0.79026,0.98752
1987,Hamburg,2nd Quintile,No,0.92695,32,32,0.83534,1.01855
1987,Hamburg,4th Quintile,No,0.89475,43,43,0.80194,0.98756
1987,Hamburg,5th Quintile,No,0.88223,55,55,0.79626,0.96821
1987,Lower Saxony,1st Quintile,Yes,0.15529,47,244,0.10975,0.20083
1987,Lower Saxony,1st Quintile,No,0.84471,197,244,0.79917,0.89025
1987,Lower Saxony,2nd Quintile,Yes,0.12286,32,200,0.07725,0.16847
1987,Lower Saxony,2nd Quintile,No,0.87714,168,200,0.83153,0.92275
1987,Lower Saxony,3rd Quintile,No,0.89710,194,194,0.85424,0.93997
1987,Lower Saxony,4th Quintile,No,0.90060,201,201,0.85914,0.94207
1987,Lower Saxony,5th Quintile,No,0.90654,191,191,0.86515,0.94793
1987,North Rhine-Westphalia,1st Quintile,Yes,0.16683,112,627,0.13763,0.19604
1987,North Rhine-Westphalia,1st Quintile,No,0.83317,515,627,0.80396,0.86237
1987,North Rhine-Westphalia,2nd Quintile,Yes,0.10642,83,589,0.08150,0.13135
1987,North Rhine-Westphalia,2nd Quintile,No,0.89358,506,589,0.86865,0.91850
1987,North Rhine-Westphalia,3rd Quintile,Yes,0.14719,90,541,0.11730,0.17707
1987,North Rhine-Westphalia,3rd Quintile,No,0.85281,451,541,0.82293,0.88270
1987,North Rhine-Westphalia,4th Quintile,Yes,0.10953,63,509,0.08237,0.13668
1987,North Rhine-Westphalia,4th Quintile,No,0.89047,446,509,0.86332,0.91763
1987,North Rhine-Westphalia,5th Quintile,Yes,0.11339,69,560,0.08711,0.13968
1987,North Rhine-Westphalia,5th Quintile,No,0.88661,491,560,0.86032,0.91289
1987,Hesse,1st Quintile,Yes,0.16613,38,226,0.11749,0.21476
1987,Hesse,1st Quintile,No,0.83387,188,226,0.78524,0.88251
1987,Hesse,2nd Quintile,No,0.86316,163,163,0.81024,0.91608
1987,Hesse,3rd Quintile,No,0.93149,165,165,0.89283,0.97016
1987,Hesse,4th Quintile,No,0.89582,219,219,0.85527,0.93638
1987,Hesse,5th Quintile,No,0.90237,191,191,0.86017,0.94458
1987,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.92577,137,137,0.88172,0.96983
1987,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.89846,138,138,0.84789,0.94904
1987,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.88466,148,148,0.83302,0.93630
1987,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.89830,137,137,0.84750,0.94910
1987,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.88105,119,119,0.82264,0.93946
1987,Baden-Wuerttemberg,1st Quintile,Yes,0.13984,46,298,0.10040,0.17929
1987,Baden-Wuerttemberg,1st Quintile,No,0.86016,252,298,0.82071,0.89960
1987,Baden-Wuerttemberg,2nd Quintile,Yes,0.10868,50,420,0.07888,0.13848
1987,Baden-Wuerttemberg,2nd Quintile,No,0.89132,370,420,0.86152,0.92112
1987,Baden-Wuerttemberg,3rd Quintile,Yes,0.08546,47,415,0.05853,0.11240
1987,Baden-Wuerttemberg,3rd Quintile,No,0.91454,368,415,0.88760,0.94147
1987,Baden-Wuerttemberg,4th Quintile,Yes,0.11086,53,456,0.08201,0.13971
1987,Baden-Wuerttemberg,4th Quintile,No,0.88914,403,456,0.86029,0.91799
1987,Baden-Wuerttemberg,5th Quintile,No,0.92668,343,343,0.89905,0.95430
1987,Bavaria,1st Quintile,Yes,0.10517,38,286,0.06955,0.14079
1987,Bavaria,1st Quintile,No,0.89483,248,286,0.85921,0.93045
1987,Bavaria,2nd Quintile,Yes,0.09424,43,337,0.06300,0.12548
1987,Bavaria,2nd Quintile,No,0.90576,294,337,0.87452,0.93700
1987,Bavaria,3rd Quintile,Yes,0.10315,48,372,0.07220,0.13410
1987,Bavaria,3rd Quintile,No,0.89685,324,372,0.86590,0.92780
1987,Bavaria,4th Quintile,Yes,0.10167,44,350,0.06996,0.13337
1987,Bavaria,4th Quintile,No,0.89833,306,350,0.86663,0.93004
1987,Bavaria,5th Quintile,Yes,0.08949,39,377,0.06064,0.11835
1987,Bavaria,5th Quintile,No,0.91051,338,377,0.88165,0.93936
1987,Berlin,1st Quintile,No,0.86291,48,48,0.76458,0.96124
1987,Berlin,2nd Quintile,No,0.88317,49,49,0.79229,0.97404
1987,Berlin,3rd Quintile,No,0.91142,76,76,0.84712,0.97573
1987,Berlin,4th Quintile,No,0.90395,79,79,0.83856,0.96934
1987,Berlin,5th Quintile,No,0.90948,68,68,0.84078,0.97819
1988,Schleswig-Holstein,1st Quintile,No,0.87659,52,52,0.78631,0.96686
1988,Schleswig-Holstein,2nd Quintile,No,0.93285,64,64,0.87105,0.99465
1988,Schleswig-Holstein,3rd Quintile,No,0.90803,60,60,0.83430,0.98177
1988,Schleswig-Holstein,4th Quintile,No,0.88650,54,54,0.80110,0.97190
1988,Schleswig-Holstein,5th Quintile,No,0.97401,60,60,0.93342,1.01461
1988,Hamburg,1st Quintile,No,0.82029,34,34,0.68929,0.95129
1988,Hamburg,3rd Quintile,No,0.84739,36,36,0.72824,0.96653
1988,Hamburg,4th Quintile,No,0.94025,33,33,0.85812,1.02237
1988,Hamburg,5th Quintile,No,0.97041,49,49,0.92248,1.01835
1988,Lower Saxony,1st Quintile,No,0.88363,182,182,0.83691,0.93035
1988,Lower Saxony,2nd Quintile,Yes,0.13270,33,203,0.08592,0.17948
1988,Lower Saxony,2nd Quintile,No,0.86730,170,203,0.82052,0.91408
1988,Lower Saxony,3rd Quintile,No,0.87489,153,153,0.82229,0.92749
1988,Lower Saxony,4th Quintile,No,0.89865,213,213,0.85803,0.93928
1988,Lower Saxony,5th Quintile,No,0.89293,188,188,0.84861,0.93725
1988,North Rhine-Westphalia,1st Quintile,Yes,0.17500,118,637,0.14547,0.20453
1988,North Rhine-Westphalia,1st Quintile,No,0.82500,519,637,0.79547,0.85453
1988,North Rhine-Westphalia,2nd Quintile,Yes,0.13191,84,549,0.10358,0.16024
1988,North Rhine-Westphalia,2nd Quintile,No,0.86809,465,549,0.83976,0.89642
1988,North Rhine-Westphalia,3rd Quintile,Yes,0.14518,74,485,0.11380,0.17657
1988,North Rhine-Westphalia,3rd Quintile,No,0.85482,411,485,0.82343,0.88620
1988,North Rhine-Westphalia,4th Quintile,Yes,0.09959,55,499,0.07329,0.12589
1988,North Rhine-Westphalia,4th Quintile,No,0.90041,444,499,0.87411,0.92671
1988,North Rhine-Westphalia,5th Quintile,Yes,0.08951,52,522,0.06499,0.11402
1988,North Rhine-Westphalia,5th Quintile,No,0.91049,470,522,0.88598,0.93501
1988,Hesse,1st Quintile,Yes,0.19290,36,202,0.13835,0.24745
1988,Hesse,1st Quintile,No,0.80710,166,202,0.75255,0.86165
1988,Hesse,2nd Quintile,No,0.90819,176,176,0.86540,0.95097
1988,Hesse,3rd Quintile,No,0.91842,145,145,0.87372,0.96313
1988,Hesse,4th Quintile,No,0.94845,240,240,0.92042,0.97648
1988,Hesse,5th Quintile,No,0.95021,170,170,0.91741,0.98300
1988,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.91045,143,143,0.86349,0.95742
1988,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.93955,119,119,0.89655,0.98255
1988,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.84426,151,151,0.78624,0.90229
1988,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.93678,135,135,0.89557,0.97798
1988,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.87790,108,108,0.81586,0.93994
1988,Baden-Wuerttemberg,1st Quintile,Yes,0.13949,42,311,0.10093,0.17806
1988,Baden-Wuerttemberg,1st Quintile,No,0.86051,269,311,0.82194,0.89907
1988,Baden-Wuerttemberg,2nd Quintile,Yes,0.11157,57,414,0.08120,0.14193
1988,Baden-Wuerttemberg,2nd Quintile,No,0.88843,357,414,0.85807,0.91880
1988,Baden-Wuerttemberg,3rd Quintile,Yes,0.11369,44,404,0.08269,0.14468
1988,Baden-Wuerttemberg,3rd Quintile,No,0.88631,360,404,0.85532,0.91731
1988,Baden-Wuerttemberg,4th Quintile,Yes,0.09091,40,408,0.06298,0.11884
1988,Baden-Wuerttemberg,4th Quintile,No,0.90909,368,408,0.88116,0.93702
1988,Baden-Wuerttemberg,5th Quintile,No,0.92715,319,319,0.89858,0.95571
1988,Bavaria,1st Quintile,Yes,0.11063,33,267,0.07293,0.14832
1988,Bavaria,1st Quintile,No,0.88937,234,267,0.85168,0.92707
1988,Bavaria,2nd Quintile,Yes,0.10830,44,313,0.07381,0.14278
1988,Bavaria,2nd Quintile,No,0.89170,269,313,0.85722,0.92619
1988,Bavaria,3rd Quintile,Yes,0.12948,61,380,0.09568,0.16329
1988,Bavaria,3rd Quintile,No,0.87052,319,380,0.83671,0.90432
1988,Bavaria,4th Quintile,Yes,0.09991,41,343,0.06813,0.13169
1988,Bavaria,4th Quintile,No,0.90009,302,343,0.86831,0.93187
1988,Bavaria,5th Quintile,Yes,0.08050,35,344,0.05171,0.10930
1988,Bavaria,5th Quintile,No,0.91950,309,344,0.89070,0.94829
1988,Berlin,1st Quintile,No,0.87160,51,51,0.77887,0.96433
1988,Berlin,2nd Quintile,No,0.91189,46,46,0.82907,0.99471
1988,Berlin,3rd Quintile,No,0.93464,66,66,0.87455,0.99473
1988,Berlin,4th Quintile,No,0.93868,57,57,0.87584,1.00152
1988,Berlin,5th Quintile,No,0.96220,78,78,0.91960,1.00480
1989,Schleswig-Holstein,1st Quintile,No,0.82997,52,52,0.72687,0.93307
1989,Schleswig-Holstein,2nd Quintile,No,0.90092,69,69,0.82990,0.97193
1989,Schleswig-Holstein,3rd Quintile,No,0.87006,54,54,0.77954,0.96058
1989,Schleswig-Holstein,4th Quintile,No,0.89929,44,44,0.80934,0.98924
1989,Schleswig-Holstein,5th Quintile,No,0.89120,45,45,0.79919,0.98321
1989,Hamburg,1st Quintile,No,0.91146,35,35,0.81596,1.00695
1989,Hamburg,4th Quintile,No,0.87474,35,35,0.76348,0.98601
1989,Hamburg,5th Quintile,No,0.87253,47,47,0.77615,0.96891
1989,Lower Saxony,1st Quintile,Yes,0.12536,32,210,0.08047,0.17025
1989,Lower Saxony,1st Quintile,No,0.87464,178,210,0.82975,0.91953
1989,Lower Saxony,2nd Quintile,No,0.92732,146,146,0.88506,0.96958
1989,Lower Saxony,3rd Quintile,No,0.90648,174,174,0.86309,0.94987
1989,Lower Saxony,4th Quintile,Yes,0.11132,31,243,0.07169,0.15095
1989,Lower Saxony,4th Quintile,No,0.88868,212,243,0.84905,0.92831
1989,Lower Saxony,5th Quintile,No,0.90658,163,163,0.86176,0.95139
1989,North Rhine-Westphalia,1st Quintile,Yes,0.17070,109,601,0.14060,0.20081
1989,North Rhine-Westphalia,1st Quintile,No,0.82930,492,601,0.79919,0.85940
1989,North Rhine-Westphalia,2nd Quintile,Yes,0.12026,72,516,0.09217,0.14835
1989,North Rhine-Westphalia,2nd Quintile,No,0.87974,444,516,0.85165,0.90783
1989,North Rhine-Westphalia,3rd Quintile,Yes,0.15581,83,516,0.12448,0.18713
1989,North Rhine-Westphalia,3rd Quintile,No,0.84419,433,516,0.81287,0.87552
