year,bula_h,quintil_oecd,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Hamburg,3rd Quintile,No,0.81130,37,37,0.68349,0.93912
2005,Hamburg,4th Quintile,No,0.90015,44,44,0.81054,0.98976
2005,Hamburg,5th Quintile,No,0.96135,98,98,0.92298,0.99971
2005,Lower Saxony,1st Quintile,Yes,0.17359,44,239,0.12547,0.22171
2005,Lower Saxony,1st Quintile,No,0.82641,195,239,0.77829,0.87453
2005,Lower Saxony,2nd Quintile,Yes,0.13310,37,263,0.09196,0.17423
2005,Lower Saxony,2nd Quintile,No,0.86690,226,263,0.82577,0.90804
2005,Lower Saxony,3rd Quintile,No,0.93481,299,299,0.90678,0.96284
2005,Lower Saxony,4th Quintile,Yes,0.09645,47,405,0.06766,0.12523
2005,Lower Saxony,4th Quintile,No,0.90355,358,405,0.87477,0.93234
2005,Lower Saxony,5th Quintile,Yes,0.06637,43,552,0.04559,0.08716
2005,Lower Saxony,5th Quintile,No,0.93363,509,552,0.91284,0.95441
2005,Bremen,5th Quintile,No,0.95903,37,37,0.89428,1.02378
2005,North Rhine-Westphalia,1st Quintile,Yes,0.15061,100,667,0.12345,0.17778
2005,North Rhine-Westphalia,1st Quintile,No,0.84939,567,667,0.82222,0.87655
2005,North Rhine-Westphalia,2nd Quintile,Yes,0.10553,79,728,0.08320,0.12787
2005,North Rhine-Westphalia,2nd Quintile,No,0.89447,649,728,0.87213,0.91680
2005,North Rhine-Westphalia,3rd Quintile,Yes,0.10142,83,700,0.07904,0.12380
2005,North Rhine-Westphalia,3rd Quintile,No,0.89858,617,700,0.87620,0.92096
2005,North Rhine-Westphalia,4th Quintile,Yes,0.08657,87,884,0.06803,0.10512
2005,North Rhine-Westphalia,4th Quintile,No,0.91343,797,884,0.89488,0.93197
2005,North Rhine-Westphalia,5th Quintile,Yes,0.07908,126,1381,0.06484,0.09332
2005,North Rhine-Westphalia,5th Quintile,No,0.92092,1255,1381,0.90668,0.93516
2005,Hesse,1st Quintile,No,0.89573,149,149,0.84649,0.94497
2005,Hesse,2nd Quintile,No,0.87737,149,149,0.82452,0.93022
2005,Hesse,3rd Quintile,Yes,0.13527,34,247,0.09253,0.17801
2005,Hesse,3rd Quintile,No,0.86473,213,247,0.82199,0.90747
2005,Hesse,4th Quintile,Yes,0.10177,32,290,0.06691,0.13663
2005,Hesse,4th Quintile,No,0.89823,258,290,0.86337,0.93309
2005,Hesse,5th Quintile,Yes,0.07068,33,482,0.04778,0.09359
2005,Hesse,5th Quintile,No,0.92932,449,482,0.90641,0.95222
2005,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.88275,178,178,0.83536,0.93015
2005,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.90111,188,188,0.85833,0.94390
2005,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.89723,208,208,0.85586,0.93859
2005,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.90609,245,245,0.86948,0.94269
2005,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.93659,299,299,0.90893,0.96426
2005,Baden-Wuerttemberg,1st Quintile,Yes,0.19526,60,323,0.15196,0.23856
2005,Baden-Wuerttemberg,1st Quintile,No,0.80474,263,323,0.76144,0.84804
2005,Baden-Wuerttemberg,2nd Quintile,Yes,0.08075,42,380,0.05332,0.10818
2005,Baden-Wuerttemberg,2nd Quintile,No,0.91925,338,380,0.89182,0.94668
2005,Baden-Wuerttemberg,3rd Quintile,Yes,0.09933,48,448,0.07160,0.12706
2005,Baden-Wuerttemberg,3rd Quintile,No,0.90067,400,448,0.87294,0.92840
2005,Baden-Wuerttemberg,4th Quintile,Yes,0.10118,66,549,0.07593,0.12643
2005,Baden-Wuerttemberg,4th Quintile,No,0.89882,483,549,0.87357,0.92407
2005,Baden-Wuerttemberg,5th Quintile,Yes,0.08142,83,819,0.06268,0.10016
2005,Baden-Wuerttemberg,5th Quintile,No,0.91858,736,819,0.89984,0.93732
2005,Bavaria,1st Quintile,Yes,0.10586,47,298,0.07087,0.14085
2005,Bavaria,1st Quintile,No,0.89414,251,298,0.85915,0.92913
2005,Bavaria,2nd Quintile,Yes,0.12528,47,436,0.09417,0.15639
2005,Bavaria,2nd Quintile,No,0.87472,389,436,0.84361,0.90583
2005,Bavaria,3rd Quintile,Yes,0.08939,48,482,0.06389,0.11489
2005,Bavaria,3rd Quintile,No,0.91061,434,482,0.88511,0.93611
2005,Bavaria,4th Quintile,Yes,0.07192,67,634,0.05180,0.09205
2005,Bavaria,4th Quintile,No,0.92808,567,634,0.90795,0.94820
2005,Bavaria,5th Quintile,Yes,0.08845,108,1049,0.07126,0.10565
2005,Bavaria,5th Quintile,No,0.91155,941,1049,0.89435,0.92874
2005,Berlin,1st Quintile,Yes,0.27557,52,168,0.20780,0.34333
2005,Berlin,1st Quintile,No,0.72443,116,168,0.65667,0.79220
2005,Berlin,2nd Quintile,No,0.79885,92,92,0.71649,0.88121
2005,Berlin,3rd Quintile,No,0.93105,111,111,0.88370,0.97840
2005,Berlin,4th Quintile,No,0.90196,134,134,0.85143,0.95250
2005,Berlin,5th Quintile,No,0.90020,172,172,0.85527,0.94513
2005,Brandenburg,1st Quintile,No,0.86256,127,127,0.80244,0.92268
2005,Brandenburg,2nd Quintile,No,0.89358,189,189,0.84950,0.93766
2005,Brandenburg,3rd Quintile,No,0.88042,151,151,0.82849,0.93235
2005,Brandenburg,4th Quintile,No,0.92046,185,185,0.88136,0.95955
2005,Brandenburg,5th Quintile,No,0.88197,121,121,0.82424,0.93970
2005,Mecklenburg-Western Pomerania,1st Quintile,No,0.82557,82,82,0.74292,0.90821
2005,Mecklenburg-Western Pomerania,2nd Quintile,No,0.90512,126,126,0.85375,0.95650
2005,Mecklenburg-Western Pomerania,3rd Quintile,No,0.90721,81,81,0.84364,0.97079
2005,Mecklenburg-Western Pomerania,4th Quintile,No,0.93026,81,81,0.87444,0.98607
2005,Mecklenburg-Western Pomerania,5th Quintile,No,0.88721,70,70,0.81257,0.96185
2005,Saxony,1st Quintile,Yes,0.15888,51,312,0.11825,0.19951
2005,Saxony,1st Quintile,No,0.84112,261,312,0.80049,0.88175
2005,Saxony,2nd Quintile,Yes,0.13698,47,367,0.10175,0.17220
2005,Saxony,2nd Quintile,No,0.86302,320,367,0.82780,0.89825
2005,Saxony,3rd Quintile,Yes,0.09614,37,343,0.06489,0.12738
2005,Saxony,3rd Quintile,No,0.90386,306,343,0.87262,0.93511
2005,Saxony,4th Quintile,Yes,0.10019,39,296,0.06592,0.13445
2005,Saxony,4th Quintile,No,0.89981,257,296,0.86555,0.93408
2005,Saxony,5th Quintile,No,0.92464,184,184,0.88639,0.96288
2005,Saxony-Anhalt,1st Quintile,No,0.83637,143,143,0.77552,0.89722
2005,Saxony-Anhalt,2nd Quintile,No,0.93090,196,196,0.89531,0.96650
2005,Saxony-Anhalt,3rd Quintile,No,0.91217,197,197,0.87254,0.95179
2005,Saxony-Anhalt,4th Quintile,No,0.93189,155,155,0.89210,0.97168
2005,Saxony-Anhalt,5th Quintile,No,0.85836,100,100,0.78967,0.92704
2005,Thuringa,1st Quintile,No,0.86791,172,172,0.81716,0.91866
2005,Thuringa,2nd Quintile,No,0.88382,197,197,0.83896,0.92869
2005,Thuringa,3rd Quintile,No,0.91643,178,178,0.87566,0.95720
2005,Thuringa,4th Quintile,No,0.88332,140,140,0.82995,0.93669
2005,Thuringa,5th Quintile,No,0.92682,103,103,0.87628,0.97736
2006,Schleswig-Holstein,1st Quintile,No,0.90790,61,61,0.83473,0.98107
2006,Schleswig-Holstein,2nd Quintile,No,0.90074,79,79,0.83439,0.96710
2006,Schleswig-Holstein,3rd Quintile,No,0.93925,89,89,0.88935,0.98916
2006,Schleswig-Holstein,4th Quintile,No,0.90116,135,135,0.85063,0.95170
2006,Schleswig-Holstein,5th Quintile,No,0.96334,174,174,0.93533,0.99134
2006,Hamburg,3rd Quintile,No,0.89158,31,31,0.78032,1.00284
2006,Hamburg,4th Quintile,No,0.92569,48,48,0.85071,1.00067
2006,Hamburg,5th Quintile,No,0.96083,87,87,0.91982,1.00183
2006,Lower Saxony,1st Quintile,No,0.89376,179,179,0.84849,0.93903
2006,Lower Saxony,2nd Quintile,No,0.92490,253,253,0.89236,0.95744
2006,Lower Saxony,3rd Quintile,No,0.92770,264,264,0.89640,0.95900
2006,Lower Saxony,4th Quintile,No,0.95834,368,368,0.93790,0.97879
2006,Lower Saxony,5th Quintile,Yes,0.04466,33,520,0.02689,0.06244
2006,Lower Saxony,5th Quintile,No,0.95534,487,520,0.93756,0.97311
2006,Bremen,2nd Quintile,No,0.86637,32,32,0.74659,0.98615
2006,Bremen,4th Quintile,No,0.84813,33,33,0.72378,0.97248
2006,North Rhine-Westphalia,1st Quintile,Yes,0.16455,91,630,0.13557,0.19353
2006,North Rhine-Westphalia,1st Quintile,No,0.83545,539,630,0.80647,0.86443
2006,North Rhine-Westphalia,2nd Quintile,Yes,0.06897,47,628,0.04914,0.08881
2006,North Rhine-Westphalia,2nd Quintile,No,0.93103,581,628,0.91119,0.95086
2006,North Rhine-Westphalia,3rd Quintile,Yes,0.07919,65,680,0.05887,0.09950
2006,North Rhine-Westphalia,3rd Quintile,No,0.92081,615,680,0.90050,0.94113
2006,North Rhine-Westphalia,4th Quintile,Yes,0.07099,64,785,0.05301,0.08897
2006,North Rhine-Westphalia,4th Quintile,No,0.92901,721,785,0.91103,0.94699
2006,North Rhine-Westphalia,5th Quintile,Yes,0.05642,91,1301,0.04388,0.06897
2006,North Rhine-Westphalia,5th Quintile,No,0.94358,1210,1301,0.93103,0.95612
2006,Hesse,1st Quintile,No,0.82971,140,140,0.76722,0.89220
2006,Hesse,2nd Quintile,No,0.88844,139,139,0.83591,0.94097
2006,Hesse,3rd Quintile,No,0.92093,209,209,0.88425,0.95760
2006,Hesse,4th Quintile,No,0.92741,225,225,0.89343,0.96139
2006,Hesse,5th Quintile,No,0.93216,448,448,0.90885,0.95547
2006,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.87779,159,159,0.82672,0.92886
2006,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.90450,197,197,0.86335,0.94564
2006,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.93146,202,202,0.89652,0.96639
2006,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.93408,221,221,0.90128,0.96687
2006,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.95786,296,296,0.93494,0.98079
2006,Baden-Wuerttemberg,1st Quintile,Yes,0.18716,55,290,0.14219,0.23213
2006,Baden-Wuerttemberg,1st Quintile,No,0.81284,235,290,0.76787,0.85781
2006,Baden-Wuerttemberg,2nd Quintile,Yes,0.11111,41,358,0.07851,0.14371
2006,Baden-Wuerttemberg,2nd Quintile,No,0.88889,317,358,0.85629,0.92149
2006,Baden-Wuerttemberg,3rd Quintile,No,0.93950,365,365,0.91501,0.96399
2006,Baden-Wuerttemberg,4th Quintile,Yes,0.09345,65,538,0.06884,0.11807
2006,Baden-Wuerttemberg,4th Quintile,No,0.90655,473,538,0.88193,0.93116
2006,Baden-Wuerttemberg,5th Quintile,Yes,0.07449,68,806,0.05635,0.09263
2006,Baden-Wuerttemberg,5th Quintile,No,0.92551,738,806,0.90737,0.94365
2006,Bavaria,1st Quintile,Yes,0.13016,53,330,0.09380,0.16652
2006,Bavaria,1st Quintile,No,0.86984,277,330,0.83348,0.90620
2006,Bavaria,2nd Quintile,No,0.94992,343,343,0.92681,0.97304
2006,Bavaria,3rd Quintile,Yes,0.06396,32,486,0.04219,0.08574
2006,Bavaria,3rd Quintile,No,0.93604,454,486,0.91426,0.95781
2006,Bavaria,4th Quintile,Yes,0.07336,59,586,0.05223,0.09449
2006,Bavaria,4th Quintile,No,0.92664,527,586,0.90551,0.94777
2006,Bavaria,5th Quintile,Yes,0.07910,72,942,0.06186,0.09635
2006,Bavaria,5th Quintile,No,0.92090,870,942,0.90365,0.93814
2006,Berlin,1st Quintile,Yes,0.22751,33,136,0.15679,0.29823
2006,Berlin,1st Quintile,No,0.77249,103,136,0.70177,0.84321
2006,Berlin,2nd Quintile,No,0.78237,95,95,0.69895,0.86579
2006,Berlin,3rd Quintile,No,0.88838,100,100,0.82635,0.95041
2006,Berlin,4th Quintile,No,0.89784,122,122,0.84388,0.95181
2006,Berlin,5th Quintile,No,0.95646,181,181,0.92665,0.98627
2006,Brandenburg,1st Quintile,No,0.93156,132,132,0.88832,0.97480
2006,Brandenburg,2nd Quintile,No,0.92060,179,179,0.88088,0.96032
2006,Brandenburg,3rd Quintile,No,0.96337,188,188,0.93644,0.99029
2006,Brandenburg,4th Quintile,No,0.90591,134,134,0.85629,0.95553
2006,Brandenburg,5th Quintile,No,0.92658,126,126,0.88086,0.97231
2006,Mecklenburg-Western Pomerania,1st Quintile,No,0.91377,92,92,0.85609,0.97144
2006,Mecklenburg-Western Pomerania,2nd Quintile,No,0.92749,119,119,0.88069,0.97428
2006,Mecklenburg-Western Pomerania,3rd Quintile,No,0.91976,75,75,0.85786,0.98166
2006,Mecklenburg-Western Pomerania,4th Quintile,No,0.97909,69,69,0.94508,1.01310
2006,Mecklenburg-Western Pomerania,5th Quintile,No,0.88684,85,85,0.81910,0.95459
2006,Saxony,1st Quintile,Yes,0.14864,42,309,0.10891,0.18837
2006,Saxony,1st Quintile,No,0.85136,267,309,0.81163,0.89109
2006,Saxony,2nd Quintile,Yes,0.13075,37,324,0.09399,0.16752
2006,Saxony,2nd Quintile,No,0.86925,287,324,0.83248,0.90601
2006,Saxony,3rd Quintile,Yes,0.09927,38,348,0.06781,0.13074
2006,Saxony,3rd Quintile,No,0.90073,310,348,0.86926,0.93219
2006,Saxony,4th Quintile,Yes,0.10767,39,263,0.07013,0.14520
2006,Saxony,4th Quintile,No,0.89233,224,263,0.85480,0.92987
2006,Saxony,5th Quintile,No,0.94979,181,181,0.91789,0.98170
2006,Saxony-Anhalt,1st Quintile,No,0.89663,128,128,0.84368,0.94958
2006,Saxony-Anhalt,2nd Quintile,No,0.94358,183,183,0.91006,0.97710
2006,Saxony-Anhalt,3rd Quintile,No,0.90729,205,205,0.86749,0.94709
2006,Saxony-Anhalt,4th Quintile,No,0.89958,133,133,0.84830,0.95085
2006,Saxony-Anhalt,5th Quintile,No,0.87819,107,107,0.81593,0.94046
2006,Thuringa,1st Quintile,No,0.90869,158,158,0.86363,0.95374
2006,Thuringa,2nd Quintile,No,0.93184,179,179,0.89481,0.96886
2006,Thuringa,3rd Quintile,No,0.91800,148,148,0.87365,0.96236
2006,Thuringa,4th Quintile,No,0.89253,168,168,0.84556,0.93950
2006,Thuringa,5th Quintile,No,0.90644,89,89,0.84559,0.96728
2007,Schleswig-Holstein,1st Quintile,No,0.86894,90,90,0.79882,0.93905
2007,Schleswig-Holstein,2nd Quintile,No,0.87622,77,77,0.80217,0.95026
2007,Schleswig-Holstein,3rd Quintile,No,0.90024,123,123,0.84706,0.95342
2007,Schleswig-Holstein,4th Quintile,No,0.99266,95,95,0.97540,1.00992
2007,Schleswig-Holstein,5th Quintile,No,0.98330,171,171,0.96403,1.00256
2007,Hamburg,1st Quintile,No,0.90110,33,33,0.79766,1.00453
2007,Hamburg,2nd Quintile,No,0.91397,52,52,0.83701,0.99093
2007,Hamburg,3rd Quintile,No,0.91543,34,34,0.82049,1.01036
2007,Hamburg,4th Quintile,No,0.96181,61,61,0.91332,1.01031
2007,Hamburg,5th Quintile,No,0.98530,81,81,0.95892,1.01167
2007,Lower Saxony,1st Quintile,Yes,0.13682,40,232,0.09251,0.18114
2007,Lower Saxony,1st Quintile,No,0.86318,192,232,0.81886,0.90749
2007,Lower Saxony,2nd Quintile,No,0.91011,279,279,0.87649,0.94373
2007,Lower Saxony,3rd Quintile,No,0.90320,285,285,0.86881,0.93759
2007,Lower Saxony,4th Quintile,Yes,0.05897,32,435,0.03681,0.08113
2007,Lower Saxony,4th Quintile,No,0.94103,403,435,0.91887,0.96319
2007,Lower Saxony,5th Quintile,Yes,0.06316,37,539,0.04261,0.08372
2007,Lower Saxony,5th Quintile,No,0.93684,502,539,0.91628,0.95739
2007,Bremen,5th Quintile,No,0.99522,40,40,0.97357,1.01687
2007,North Rhine-Westphalia,1st Quintile,Yes,0.13150,83,670,0.10589,0.15711
2007,North Rhine-Westphalia,1st Quintile,No,0.86850,587,670,0.84289,0.89411
2007,North Rhine-Westphalia,2nd Quintile,Yes,0.07256,52,637,0.05240,0.09272
2007,North Rhine-Westphalia,2nd Quintile,No,0.92744,585,637,0.90728,0.94760
2007,North Rhine-Westphalia,3rd Quintile,Yes,0.06537,58,738,0.04752,0.08322
2007,North Rhine-Westphalia,3rd Quintile,No,0.93463,680,738,0.91678,0.95248
2007,North Rhine-Westphalia,4th Quintile,Yes,0.07437,79,852,0.05674,0.09200
2007,North Rhine-Westphalia,4th Quintile,No,0.92563,773,852,0.90800,0.94326
2007,North Rhine-Westphalia,5th Quintile,Yes,0.05715,95,1306,0.04456,0.06974
2007,North Rhine-Westphalia,5th Quintile,No,0.94285,1211,1306,0.93026,0.95544
2007,Hesse,1st Quintile,No,0.86378,157,157,0.80995,0.91761
2007,Hesse,2nd Quintile,No,0.89112,188,188,0.84647,0.93576
2007,Hesse,3rd Quintile,No,0.89979,201,201,0.85817,0.94140
2007,Hesse,4th Quintile,Yes,0.10282,31,288,0.06768,0.13796
2007,Hesse,4th Quintile,No,0.89718,257,288,0.86204,0.93232
2007,Hesse,5th Quintile,No,0.93519,462,462,0.91271,0.95766
2007,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.93089,156,156,0.89095,0.97082
2007,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.88305,186,186,0.83674,0.92936
2007,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.92189,195,195,0.88413,0.95965
2007,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.92349,243,243,0.89000,0.95698
2007,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.90590,301,301,0.87286,0.93894
2007,Baden-Wuerttemberg,1st Quintile,Yes,0.16860,56,321,0.12758,0.20962
2007,Baden-Wuerttemberg,1st Quintile,No,0.83140,265,321,0.79038,0.87242
2007,Baden-Wuerttemberg,2nd Quintile,Yes,0.11259,41,363,0.08003,0.14515
2007,Baden-Wuerttemberg,2nd Quintile,No,0.88741,322,363,0.85485,0.91997
2007,Baden-Wuerttemberg,3rd Quintile,Yes,0.07502,42,429,0.05006,0.09998
2007,Baden-Wuerttemberg,3rd Quintile,No,0.92498,387,429,0.90002,0.94994
2007,Baden-Wuerttemberg,4th Quintile,Yes,0.07780,50,551,0.05541,0.10019
2007,Baden-Wuerttemberg,4th Quintile,No,0.92220,501,551,0.89981,0.94459
2007,Baden-Wuerttemberg,5th Quintile,Yes,0.08095,70,824,0.06231,0.09959
2007,Baden-Wuerttemberg,5th Quintile,No,0.91905,754,824,0.90041,0.93769
2007,Bavaria,1st Quintile,Yes,0.13896,45,356,0.10297,0.17494
2007,Bavaria,1st Quintile,No,0.86104,311,356,0.82506,0.89703
2007,Bavaria,2nd Quintile,Yes,0.06917,36,463,0.04603,0.09231
2007,Bavaria,2nd Quintile,No,0.93083,427,463,0.90769,0.95397
2007,Bavaria,3rd Quintile,Yes,0.06049,41,549,0.04053,0.08045
2007,Bavaria,3rd Quintile,No,0.93951,508,549,0.91955,0.95947
2007,Bavaria,4th Quintile,Yes,0.05863,54,643,0.04046,0.07681
2007,Bavaria,4th Quintile,No,0.94137,589,643,0.92319,0.95954
2007,Bavaria,5th Quintile,Yes,0.07254,80,942,0.05597,0.08911
2007,Bavaria,5th Quintile,No,0.92746,862,942,0.91089,0.94403
2007,Berlin,1st Quintile,Yes,0.20259,31,140,0.13577,0.26941
2007,Berlin,1st Quintile,No,0.79741,109,140,0.73059,0.86423
2007,Berlin,2nd Quintile,No,0.88263,112,112,0.82276,0.94251
2007,Berlin,3rd Quintile,No,0.89472,114,114,0.83813,0.95131
2007,Berlin,4th Quintile,No,0.89147,139,139,0.83957,0.94337
2007,Berlin,5th Quintile,No,0.94199,182,182,0.90793,0.97604
2007,Brandenburg,1st Quintile,No,0.88312,140,140,0.82971,0.93653
2007,Brandenburg,2nd Quintile,No,0.92034,172,172,0.87975,0.96092
2007,Brandenburg,3rd Quintile,No,0.94085,174,174,0.90569,0.97600
2007,Brandenburg,4th Quintile,No,0.88483,159,159,0.83505,0.93460
2007,Brandenburg,5th Quintile,No,0.93761,141,141,0.89754,0.97767
2007,Mecklenburg-Western Pomerania,1st Quintile,No,0.89488,98,98,0.83385,0.95592
2007,Mecklenburg-Western Pomerania,2nd Quintile,No,0.93421,97,97,0.88462,0.98381
2007,Mecklenburg-Western Pomerania,3rd Quintile,No,0.92384,101,101,0.87185,0.97583
2007,Mecklenburg-Western Pomerania,4th Quintile,No,0.86074,79,79,0.78391,0.93758
2007,Mecklenburg-Western Pomerania,5th Quintile,No,0.90079,80,80,0.83487,0.96671
2007,Saxony,1st Quintile,Yes,0.19803,57,332,0.15510,0.24096
2007,Saxony,1st Quintile,No,0.80197,275,332,0.75904,0.84490
2007,Saxony,2nd Quintile,Yes,0.12840,33,321,0.09175,0.16506
2007,Saxony,2nd Quintile,No,0.87160,288,321,0.83494,0.90825
2007,Saxony,3rd Quintile,Yes,0.08436,39,387,0.05663,0.11208
2007,Saxony,3rd Quintile,No,0.91564,348,387,0.88792,0.94337
2007,Saxony,4th Quintile,Yes,0.10554,36,296,0.07048,0.14060
2007,Saxony,4th Quintile,No,0.89446,260,296,0.85940,0.92952
2007,Saxony,5th Quintile,No,0.95180,167,167,0.91922,0.98439
2007,Saxony-Anhalt,1st Quintile,No,0.86607,140,140,0.80945,0.92269
2007,Saxony-Anhalt,2nd Quintile,No,0.91261,168,168,0.86978,0.95545
2007,Saxony-Anhalt,3rd Quintile,No,0.89566,196,196,0.85276,0.93857
2007,Saxony-Anhalt,4th Quintile,No,0.95067,157,157,0.91668,0.98465
2007,Saxony-Anhalt,5th Quintile,No,0.90222,112,112,0.84696,0.95747
2007,Thuringa,1st Quintile,No,0.89242,160,160,0.84425,0.94058
2007,Thuringa,2nd Quintile,No,0.91538,198,198,0.87652,0.95425
2007,Thuringa,3rd Quintile,No,0.90332,169,169,0.85863,0.94801
2007,Thuringa,4th Quintile,No,0.94364,181,181,0.90995,0.97733
2007,Thuringa,5th Quintile,No,0.91808,100,100,0.86406,0.97210
2008,Schleswig-Holstein,1st Quintile,No,0.80544,79,79,0.71759,0.89330
2008,Schleswig-Holstein,2nd Quintile,No,0.92013,73,73,0.85752,0.98275
2008,Schleswig-Holstein,3rd Quintile,No,0.89995,107,107,0.84283,0.95707
2008,Schleswig-Holstein,4th Quintile,No,0.90188,106,106,0.84498,0.95878
2008,Schleswig-Holstein,5th Quintile,No,0.97903,137,137,0.95495,1.00311
2008,Hamburg,1st Quintile,No,0.90307,36,36,0.80504,1.00109
2008,Hamburg,2nd Quintile,No,0.89359,42,42,0.79920,0.98798
2008,Hamburg,3rd Quintile,No,0.95494,35,35,0.88521,1.02467
2008,Hamburg,4th Quintile,No,0.90108,53,53,0.81993,0.98223
2008,Hamburg,5th Quintile,No,0.99009,83,83,0.96865,1.01153
2008,Lower Saxony,1st Quintile,Yes,0.17508,39,219,0.12463,0.22553
2008,Lower Saxony,1st Quintile,No,0.82492,180,219,0.77447,0.87537
2008,Lower Saxony,2nd Quintile,Yes,0.12322,36,326,0.08749,0.15896
2008,Lower Saxony,2nd Quintile,No,0.87678,290,326,0.84104,0.91251
2008,Lower Saxony,3rd Quintile,No,0.93073,275,275,0.90066,0.96079
2008,Lower Saxony,4th Quintile,No,0.92561,362,362,0.89855,0.95268
2008,Lower Saxony,5th Quintile,Yes,0.04482,32,509,0.02683,0.06281
2008,Lower Saxony,5th Quintile,No,0.95518,477,509,0.93719,0.97317
2008,Bremen,5th Quintile,No,0.92043,40,40,0.83549,1.00537
2008,North Rhine-Westphalia,1st Quintile,Yes,0.13550,84,637,0.10890,0.16210
2008,North Rhine-Westphalia,1st Quintile,No,0.86450,553,637,0.83790,0.89110
2008,North Rhine-Westphalia,2nd Quintile,Yes,0.09390,59,620,0.07092,0.11688
2008,North Rhine-Westphalia,2nd Quintile,No,0.90610,561,620,0.88312,0.92908
2008,North Rhine-Westphalia,3rd Quintile,Yes,0.06933,54,689,0.05035,0.08831
2008,North Rhine-Westphalia,3rd Quintile,No,0.93067,635,689,0.91169,0.94965
2008,North Rhine-Westphalia,4th Quintile,Yes,0.07713,65,769,0.05826,0.09600
2008,North Rhine-Westphalia,4th Quintile,No,0.92287,704,769,0.90400,0.94174
2008,North Rhine-Westphalia,5th Quintile,Yes,0.07274,99,1212,0.05811,0.08736
2008,North Rhine-Westphalia,5th Quintile,No,0.92726,1113,1212,0.91264,0.94189
2008,Hesse,1st Quintile,No,0.84897,141,141,0.78966,0.90829
2008,Hesse,2nd Quintile,No,0.92159,171,171,0.88119,0.96200
2008,Hesse,3rd Quintile,No,0.88868,182,182,0.84286,0.93451
2008,Hesse,4th Quintile,No,0.90751,275,275,0.87321,0.94182
2008,Hesse,5th Quintile,No,0.93279,427,427,0.90901,0.95656
2008,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.91752,154,154,0.87393,0.96111
2008,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.92580,184,184,0.88783,0.96378
2008,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.93093,172,172,0.89292,0.96894
2008,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.91606,234,234,0.88046,0.95167
2008,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.95725,272,272,0.93316,0.98133
2008,Baden-Wuerttemberg,1st Quintile,Yes,0.14141,53,282,0.10066,0.18215
2008,Baden-Wuerttemberg,1st Quintile,No,0.85859,229,282,0.81785,0.89934
2008,Baden-Wuerttemberg,2nd Quintile,Yes,0.07937,32,350,0.05101,0.10773
2008,Baden-Wuerttemberg,2nd Quintile,No,0.92063,318,350,0.89227,0.94899
2008,Baden-Wuerttemberg,3rd Quintile,Yes,0.13246,53,409,0.09957,0.16536
2008,Baden-Wuerttemberg,3rd Quintile,No,0.86754,356,409,0.83464,0.90043
2008,Baden-Wuerttemberg,4th Quintile,Yes,0.09793,48,514,0.07221,0.12365
2008,Baden-Wuerttemberg,4th Quintile,No,0.90207,466,514,0.87635,0.92779
2008,Baden-Wuerttemberg,5th Quintile,Yes,0.05893,68,804,0.04265,0.07522
2008,Baden-Wuerttemberg,5th Quintile,No,0.94107,736,804,0.92478,0.95735
2008,Bavaria,1st Quintile,Yes,0.12803,51,323,0.09153,0.16452
2008,Bavaria,1st Quintile,No,0.87197,272,323,0.83548,0.90847
2008,Bavaria,2nd Quintile,Yes,0.06571,37,410,0.04170,0.08973
2008,Bavaria,2nd Quintile,No,0.93429,373,410,0.91027,0.95830
2008,Bavaria,3rd Quintile,Yes,0.05924,45,569,0.03983,0.07866
2008,Bavaria,3rd Quintile,No,0.94076,524,569,0.92134,0.96017
2008,Bavaria,4th Quintile,Yes,0.08410,54,581,0.06151,0.10669
2008,Bavaria,4th Quintile,No,0.91590,527,581,0.89331,0.93849
2008,Bavaria,5th Quintile,Yes,0.07526,68,868,0.05770,0.09282
2008,Bavaria,5th Quintile,No,0.92474,800,868,0.90718,0.94230
2008,Berlin,1st Quintile,No,0.83064,106,106,0.75890,0.90239
2008,Berlin,2nd Quintile,No,0.81336,96,96,0.73501,0.89171
2008,Berlin,3rd Quintile,No,0.91350,138,138,0.86643,0.96057
2008,Berlin,4th Quintile,No,0.95748,104,104,0.91851,0.99645
2008,Berlin,5th Quintile,No,0.93561,191,191,0.90072,0.97051
