year,quintil_oecd,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,1st Quintile,No,0.85921,1641,1930,0.84369,0.87474
1989,2nd Quintile,Yes,0.10938,247,1965,0.09558,0.12318
1989,2nd Quintile,No,0.89062,1718,1965,0.87682,0.90442
1989,3rd Quintile,Yes,0.11422,234,1895,0.09990,0.12855
1989,3rd Quintile,No,0.88578,1661,1895,0.87145,0.90010
1989,4th Quintile,Yes,0.10761,226,2009,0.09406,0.12117
1989,4th Quintile,No,0.89239,1783,2009,0.87883,0.90594
1989,5th Quintile,Yes,0.08145,160,1861,0.06902,0.09388
1989,5th Quintile,No,0.91855,1701,1861,0.90612,0.93098
1990,1st Quintile,Yes,0.12024,262,1903,0.10563,0.13486
1990,1st Quintile,No,0.87976,1641,1903,0.86514,0.89437
1990,2nd Quintile,Yes,0.11865,235,1888,0.10405,0.13324
1990,2nd Quintile,No,0.88135,1653,1888,0.86676,0.89595
1990,3rd Quintile,Yes,0.10984,230,1896,0.09576,0.12391
1990,3rd Quintile,No,0.89016,1666,1896,0.87609,0.90424
1990,4th Quintile,Yes,0.10242,205,1943,0.08893,0.11590
1990,4th Quintile,No,0.89758,1738,1943,0.88410,0.91107
1990,5th Quintile,Yes,0.08574,156,1827,0.07290,0.09858
1990,5th Quintile,No,0.91426,1671,1827,0.90142,0.92710
1991,1st Quintile,Yes,0.12672,271,1842,0.11152,0.14191
1991,1st Quintile,No,0.87328,1571,1842,0.85809,0.88848
1991,2nd Quintile,Yes,0.11325,237,1893,0.09897,0.12753
1991,2nd Quintile,No,0.88675,1656,1893,0.87247,0.90103
1991,3rd Quintile,Yes,0.11347,237,1883,0.09914,0.12780
1991,3rd Quintile,No,0.88653,1646,1883,0.87220,0.90086
1991,4th Quintile,Yes,0.09902,209,1944,0.08574,0.11231
1991,4th Quintile,No,0.90098,1735,1944,0.88769,0.91426
1991,5th Quintile,Yes,0.08756,172,1846,0.07466,0.10046
1991,5th Quintile,No,0.91244,1674,1846,0.89954,0.92534
1992,1st Quintile,Yes,0.10947,351,2770,0.09784,0.12110
1992,1st Quintile,No,0.89053,2419,2770,0.87890,0.90216
1992,2nd Quintile,Yes,0.11681,394,2870,0.10506,0.12857
1992,2nd Quintile,No,0.88319,2476,2870,0.87143,0.89494
1992,3rd Quintile,Yes,0.12664,400,2671,0.11403,0.13926
1992,3rd Quintile,No,0.87336,2271,2671,0.86074,0.88597
1992,4th Quintile,Yes,0.10321,294,2602,0.09152,0.11491
1992,4th Quintile,No,0.89679,2308,2602,0.88509,0.90848
1992,5th Quintile,Yes,0.08195,214,2398,0.07097,0.09293
1992,5th Quintile,No,0.91805,2184,2398,0.90707,0.92903
1993,1st Quintile,Yes,0.11743,362,2595,0.10504,0.12982
1993,1st Quintile,No,0.88257,2233,2595,0.87018,0.89496
1993,2nd Quintile,Yes,0.11878,384,2834,0.10687,0.13070
1993,2nd Quintile,No,0.88122,2450,2834,0.86930,0.89313
1993,3rd Quintile,Yes,0.10887,351,2679,0.09707,0.12066
1993,3rd Quintile,No,0.89113,2328,2679,0.87934,0.90293
1993,4th Quintile,Yes,0.10445,286,2608,0.09271,0.11619
1993,4th Quintile,No,0.89555,2322,2608,0.88381,0.90729
1993,5th Quintile,Yes,0.07600,202,2383,0.06536,0.08664
1993,5th Quintile,No,0.92400,2181,2383,0.91336,0.93464
1994,1st Quintile,Yes,0.10886,323,2520,0.09669,0.12102
1994,1st Quintile,No,0.89114,2197,2520,0.87898,0.90331
1994,2nd Quintile,Yes,0.10679,310,2667,0.09507,0.11852
1994,2nd Quintile,No,0.89321,2357,2667,0.88148,0.90493
1994,3rd Quintile,Yes,0.10672,356,2714,0.09511,0.11834
1994,3rd Quintile,No,0.89328,2358,2714,0.88166,0.90489
1994,4th Quintile,Yes,0.09536,281,2542,0.08394,0.10678
1994,4th Quintile,No,0.90464,2261,2542,0.89322,0.91606
1994,5th Quintile,Yes,0.07260,194,2423,0.06226,0.08293
1994,5th Quintile,No,0.92740,2229,2423,0.91707,0.93774
1995,1st Quintile,Yes,0.13240,368,2539,0.11921,0.14558
1995,1st Quintile,No,0.86760,2171,2539,0.85442,0.88079
1995,2nd Quintile,Yes,0.10192,355,2886,0.09088,0.11296
1995,2nd Quintile,No,0.89808,2531,2886,0.88704,0.90912
1995,3rd Quintile,Yes,0.09794,331,2723,0.08678,0.10911
1995,3rd Quintile,No,0.90206,2392,2723,0.89089,0.91322
1995,4th Quintile,Yes,0.09624,301,2662,0.08503,0.10744
1995,4th Quintile,No,0.90376,2361,2662,0.89256,0.91497
1995,5th Quintile,Yes,0.08508,248,2469,0.07407,0.09608
1995,5th Quintile,No,0.91492,2221,2469,0.90392,0.92593
1996,1st Quintile,Yes,0.13450,381,2575,0.12131,0.14768
1996,1st Quintile,No,0.86550,2194,2575,0.85232,0.87869
1996,2nd Quintile,Yes,0.10051,313,2628,0.08901,0.11201
1996,2nd Quintile,No,0.89949,2315,2628,0.88799,0.91099
1996,3rd Quintile,Yes,0.09851,306,2685,0.08724,0.10979
1996,3rd Quintile,No,0.90149,2379,2685,0.89021,0.91276
1996,4th Quintile,Yes,0.08417,280,2709,0.07371,0.09462
1996,4th Quintile,No,0.91583,2429,2709,0.90538,0.92629
1996,5th Quintile,Yes,0.07495,225,2441,0.06450,0.08540
1996,5th Quintile,No,0.92505,2216,2441,0.91460,0.93550
1997,1st Quintile,Yes,0.12926,347,2390,0.11581,0.14271
1997,1st Quintile,No,0.87074,2043,2390,0.85729,0.88419
1997,2nd Quintile,Yes,0.10692,349,2740,0.09535,0.11850
1997,2nd Quintile,No,0.89308,2391,2740,0.88150,0.90465
1997,3rd Quintile,Yes,0.09995,302,2626,0.08848,0.11142
1997,3rd Quintile,No,0.90005,2324,2626,0.88858,0.91152
1997,4th Quintile,Yes,0.09260,286,2658,0.08157,0.10362
1997,4th Quintile,No,0.90740,2372,2658,0.89638,0.91843
1997,5th Quintile,Yes,0.07521,224,2412,0.06468,0.08573
1997,5th Quintile,No,0.92479,2188,2412,0.91427,0.93532
1998,1st Quintile,Yes,0.13647,343,2340,0.12256,0.15038
1998,1st Quintile,No,0.86353,1997,2340,0.84962,0.87744
1998,2nd Quintile,Yes,0.10638,319,2504,0.09430,0.11846
1998,2nd Quintile,No,0.89362,2185,2504,0.88154,0.90570
1998,3rd Quintile,Yes,0.08452,283,2581,0.07379,0.09526
1998,3rd Quintile,No,0.91548,2298,2581,0.90474,0.92621
1998,4th Quintile,Yes,0.09738,267,2605,0.08600,0.10877
1998,4th Quintile,No,0.90262,2338,2605,0.89123,0.91400
1998,5th Quintile,Yes,0.07332,194,2299,0.06267,0.08398
1998,5th Quintile,No,0.92668,2105,2299,0.91602,0.93733
1999,1st Quintile,Yes,0.14282,404,2599,0.12937,0.15627
1999,1st Quintile,No,0.85718,2195,2599,0.84373,0.87063
1999,2nd Quintile,Yes,0.10303,347,2872,0.09191,0.11415
1999,2nd Quintile,No,0.89697,2525,2872,0.88585,0.90809
1999,3rd Quintile,Yes,0.09406,298,2826,0.08330,0.10483
1999,3rd Quintile,No,0.90594,2528,2826,0.89517,0.91670
1999,4th Quintile,Yes,0.08629,269,2766,0.07582,0.09676
1999,4th Quintile,No,0.91371,2497,2766,0.90324,0.92418
1999,5th Quintile,Yes,0.07709,244,2611,0.06686,0.08732
1999,5th Quintile,No,0.92291,2367,2611,0.91268,0.93314
2000,1st Quintile,Yes,0.13349,384,2580,0.12037,0.14662
2000,1st Quintile,No,0.86651,2196,2580,0.85338,0.87963
2000,2nd Quintile,Yes,0.10297,330,2741,0.09159,0.11435
2000,2nd Quintile,No,0.89703,2411,2741,0.88565,0.90841
2000,3rd Quintile,Yes,0.09766,314,2732,0.08653,0.10880
2000,3rd Quintile,No,0.90234,2418,2732,0.89120,0.91347
2000,4th Quintile,Yes,0.08027,263,2692,0.07000,0.09053
2000,4th Quintile,No,0.91973,2429,2692,0.90947,0.93000
2000,5th Quintile,Yes,0.08208,236,2539,0.07141,0.09276
2000,5th Quintile,No,0.91792,2303,2539,0.90724,0.92859
2001,1st Quintile,Yes,0.15229,623,3880,0.14099,0.16360
2001,1st Quintile,No,0.84771,3257,3880,0.83640,0.85901
2001,2nd Quintile,Yes,0.09878,495,4350,0.08991,0.10765
2001,2nd Quintile,No,0.90122,3855,4350,0.89235,0.91009
2001,3rd Quintile,Yes,0.09032,478,4541,0.08199,0.09866
2001,3rd Quintile,No,0.90968,4063,4541,0.90134,0.91801
2001,4th Quintile,Yes,0.08914,482,4615,0.08092,0.09737
2001,4th Quintile,No,0.91086,4133,4615,0.90263,0.91908
2001,5th Quintile,Yes,0.07100,366,4532,0.06352,0.07848
2001,5th Quintile,No,0.92900,4166,4532,0.92152,0.93648
2002,1st Quintile,Yes,0.14951,552,3469,0.13764,0.16137
2002,1st Quintile,No,0.85049,2917,3469,0.83863,0.86236
2002,2nd Quintile,Yes,0.09489,420,3923,0.08572,0.10407
2002,2nd Quintile,No,0.90511,3503,3923,0.89593,0.91428
2002,3rd Quintile,Yes,0.09676,454,4040,0.08764,0.10587
2002,3rd Quintile,No,0.90324,3586,4040,0.89413,0.91236
2002,4th Quintile,Yes,0.08451,453,4368,0.07626,0.09277
2002,4th Quintile,No,0.91549,3915,4368,0.90723,0.92374
2002,5th Quintile,Yes,0.07041,450,4999,0.06332,0.07751
2002,5th Quintile,No,0.92959,4549,4999,0.92249,0.93668
2003,1st Quintile,Yes,0.14944,560,3410,0.13747,0.16140
2003,1st Quintile,No,0.85056,2850,3410,0.83860,0.86253
2003,2nd Quintile,Yes,0.09742,417,3861,0.08806,0.10677
2003,2nd Quintile,No,0.90258,3444,3861,0.89323,0.91194
2003,3rd Quintile,Yes,0.08747,426,4069,0.07878,0.09615
2003,3rd Quintile,No,0.91253,3643,4069,0.90385,0.92122
2003,4th Quintile,Yes,0.08877,488,4465,0.08043,0.09711
2003,4th Quintile,No,0.91123,3977,4465,0.90289,0.91957
2003,5th Quintile,Yes,0.07573,618,6356,0.06922,0.08223
2003,5th Quintile,No,0.92427,5738,6356,0.91777,0.93078
2004,1st Quintile,Yes,0.14605,542,3265,0.13393,0.15816
2004,1st Quintile,No,0.85395,2723,3265,0.84184,0.86607
2004,2nd Quintile,Yes,0.10847,428,3785,0.09856,0.11838
2004,2nd Quintile,No,0.89153,3357,3785,0.88162,0.90144
2004,3rd Quintile,Yes,0.09170,449,4015,0.08277,0.10063
2004,3rd Quintile,No,0.90830,3566,4015,0.89937,0.91723
2004,4th Quintile,Yes,0.08682,475,4346,0.07845,0.09519
2004,4th Quintile,No,0.91318,3871,4346,0.90481,0.92155
2004,5th Quintile,Yes,0.07446,617,6198,0.06792,0.08099
2004,5th Quintile,No,0.92554,5581,6198,0.91901,0.93208
2005,1st Quintile,Yes,0.15983,545,3155,0.14704,0.17262
2005,1st Quintile,No,0.84017,2610,3155,0.82738,0.85296
2005,2nd Quintile,Yes,0.11089,417,3632,0.10068,0.12111
2005,2nd Quintile,No,0.88911,3215,3632,0.87889,0.89932
2005,3rd Quintile,Yes,0.09612,410,3758,0.08670,0.10555
2005,3rd Quintile,No,0.90388,3348,3758,0.89445,0.91330
2005,4th Quintile,Yes,0.09136,465,4303,0.08275,0.09997
2005,4th Quintile,No,0.90864,3838,4303,0.90003,0.91725
2005,5th Quintile,Yes,0.07873,561,5846,0.07183,0.08564
2005,5th Quintile,No,0.92127,5285,5846,0.91436,0.92817
2006,1st Quintile,Yes,0.14711,446,2952,0.13433,0.15989
2006,1st Quintile,No,0.85289,2506,2952,0.84011,0.86567
2006,2nd Quintile,Yes,0.08866,307,3320,0.07899,0.09833
2006,2nd Quintile,No,0.91134,3013,3320,0.90167,0.92101
2006,3rd Quintile,Yes,0.07406,311,3581,0.06548,0.08264
2006,3rd Quintile,No,0.92594,3270,3581,0.91736,0.93452
2006,4th Quintile,Yes,0.07877,372,3973,0.07039,0.08715
2006,4th Quintile,No,0.92123,3601,3973,0.91285,0.92961
2006,5th Quintile,Yes,0.06249,415,5522,0.05611,0.06888
2006,5th Quintile,No,0.93751,5107,5522,0.93112,0.94389
2007,1st Quintile,Yes,0.14109,462,3197,0.12902,0.15316
2007,1st Quintile,No,0.85891,2735,3197,0.84684,0.87098
2007,2nd Quintile,Yes,0.09344,342,3518,0.08382,0.10306
2007,2nd Quintile,No,0.90656,3176,3518,0.89694,0.91618
2007,3rd Quintile,Yes,0.07945,341,3871,0.07093,0.08797
2007,3rd Quintile,No,0.92055,3530,3871,0.91203,0.92907
2007,4th Quintile,Yes,0.07547,395,4319,0.06759,0.08335
2007,4th Quintile,No,0.92453,3924,4319,0.91665,0.93241
2007,5th Quintile,Yes,0.06544,435,5601,0.05896,0.07191
2007,5th Quintile,No,0.93456,5166,5601,0.92809,0.94104
2008,1st Quintile,Yes,0.14175,448,2974,0.12921,0.15429
2008,1st Quintile,No,0.85825,2526,2974,0.84571,0.87079
2008,2nd Quintile,Yes,0.08902,314,3378,0.07942,0.09863
2008,2nd Quintile,No,0.91098,3064,3378,0.90137,0.92058
2008,3rd Quintile,Yes,0.08258,359,3818,0.07385,0.09131
2008,3rd Quintile,No,0.91742,3459,3818,0.90869,0.92615
2008,4th Quintile,Yes,0.08389,350,3877,0.07517,0.09262
2008,4th Quintile,No,0.91611,3527,3877,0.90738,0.92483
2008,5th Quintile,Yes,0.06442,397,5267,0.05779,0.07105
2008,5th Quintile,No,0.93558,4870,5267,0.92895,0.94221
2009,1st Quintile,Yes,0.15059,418,2868,0.13750,0.16368
2009,1st Quintile,No,0.84941,2450,2868,0.83632,0.86250
2009,2nd Quintile,Yes,0.09023,276,3162,0.08024,0.10022
2009,2nd Quintile,No,0.90977,2886,3162,0.89978,0.91976
2009,3rd Quintile,Yes,0.08887,313,3407,0.07931,0.09842
2009,3rd Quintile,No,0.91113,3094,3407,0.90158,0.92069
2009,4th Quintile,Yes,0.07621,333,3770,0.06774,0.08468
2009,4th Quintile,No,0.92379,3437,3770,0.91532,0.93226
2009,5th Quintile,Yes,0.07681,375,4806,0.06928,0.08434
2009,5th Quintile,No,0.92319,4431,4806,0.91566,0.93072
2010,1st Quintile,Yes,0.16036,383,2575,0.14618,0.17453
2010,1st Quintile,No,0.83964,2192,2575,0.82547,0.85382
2010,2nd Quintile,Yes,0.09976,267,3012,0.08905,0.11046
2010,2nd Quintile,No,0.90024,2745,3012,0.88954,0.91095
2010,3rd Quintile,Yes,0.10190,310,3207,0.09143,0.11238
2010,3rd Quintile,No,0.89810,2897,3207,0.88762,0.90857
2010,4th Quintile,Yes,0.08402,316,3473,0.07479,0.09325
2010,4th Quintile,No,0.91598,3157,3473,0.90675,0.92521
2010,5th Quintile,Yes,0.07516,338,4368,0.06734,0.08298
2010,5th Quintile,No,0.92484,4030,4368,0.91702,0.93266
2011,1st Quintile,Yes,0.12481,598,4592,0.11525,0.13437
2011,1st Quintile,No,0.87519,3994,4592,0.86563,0.88475
2011,2nd Quintile,Yes,0.09171,394,4324,0.08310,0.10031
2011,2nd Quintile,No,0.90829,3930,4324,0.89969,0.91690
2011,3rd Quintile,Yes,0.09596,369,4125,0.08697,0.10495
2011,3rd Quintile,No,0.90404,3756,4125,0.89505,0.91303
2011,4th Quintile,Yes,0.08233,354,4131,0.07395,0.09071
2011,4th Quintile,No,0.91767,3777,4131,0.90929,0.92605
2011,5th Quintile,Yes,0.07423,326,4721,0.06675,0.08171
2011,5th Quintile,No,0.92577,4395,4721,0.91829,0.93325
2012,1st Quintile,Yes,0.13405,701,5328,0.12490,0.14320
2012,1st Quintile,No,0.86595,4627,5328,0.85680,0.87510
2012,2nd Quintile,Yes,0.08364,455,4948,0.07593,0.09136
2012,2nd Quintile,No,0.91636,4493,4948,0.90864,0.92407
2012,3rd Quintile,Yes,0.10225,439,4836,0.09371,0.11079
2012,3rd Quintile,No,0.89775,4397,4836,0.88921,0.90629
2012,4th Quintile,Yes,0.07852,396,4813,0.07092,0.08612
2012,4th Quintile,No,0.92148,4417,4813,0.91388,0.92908
2012,5th Quintile,Yes,0.07077,352,5261,0.06384,0.07770
2012,5th Quintile,No,0.92923,4909,5261,0.92230,0.93616
2013,1st Quintile,Yes,0.13889,744,5165,0.12945,0.14832
2013,1st Quintile,No,0.86111,4421,5165,0.85168,0.87055
2013,2nd Quintile,Yes,0.08866,537,5244,0.08096,0.09635
2013,2nd Quintile,No,0.91134,4707,5244,0.90365,0.91904
2013,3rd Quintile,Yes,0.08397,463,4901,0.07620,0.09174
2013,3rd Quintile,No,0.91603,4438,4901,0.90826,0.92380
2013,4th Quintile,Yes,0.08485,414,4859,0.07702,0.09269
2013,4th Quintile,No,0.91515,4445,4859,0.90731,0.92298
2013,5th Quintile,Yes,0.07700,379,5507,0.06995,0.08404
2013,5th Quintile,No,0.92300,5128,5507,0.91596,0.93005
2014,1st Quintile,Yes,0.15223,918,5825,0.14300,0.16145
2014,1st Quintile,No,0.84777,4907,5825,0.83855,0.85700
2014,2nd Quintile,Yes,0.09860,584,5518,0.09074,0.10647
2014,2nd Quintile,No,0.90140,4934,5518,0.89353,0.90926
2014,3rd Quintile,Yes,0.09598,480,5164,0.08795,0.10402
2014,3rd Quintile,No,0.90402,4684,5164,0.89598,0.91205
2014,4th Quintile,Yes,0.08465,468,5163,0.07706,0.09224
2014,4th Quintile,No,0.91535,4695,5163,0.90776,0.92294
2014,5th Quintile,Yes,0.07352,376,5403,0.06656,0.08048
2014,5th Quintile,No,0.92648,5027,5403,0.91952,0.93344
2015,1st Quintile,Yes,0.15558,819,5128,0.14566,0.16550
2015,1st Quintile,No,0.84442,4309,5128,0.83450,0.85434
2015,2nd Quintile,Yes,0.08684,532,5269,0.07924,0.09445
2015,2nd Quintile,No,0.91316,4737,5269,0.90555,0.92076
2015,3rd Quintile,Yes,0.09647,469,4854,0.08817,0.10478
2015,3rd Quintile,No,0.90353,4385,4854,0.89522,0.91183
2015,4th Quintile,Yes,0.07867,411,4768,0.07103,0.08632
2015,4th Quintile,No,0.92133,4357,4768,0.91368,0.92897
2015,5th Quintile,Yes,0.06753,339,5114,0.06065,0.07440
2015,5th Quintile,No,0.93247,4775,5114,0.92560,0.93935
2016,1st Quintile,Yes,0.16380,805,5057,0.15360,0.17400
2016,1st Quintile,No,0.83620,4252,5057,0.82600,0.84640
2016,2nd Quintile,Yes,0.09671,497,5091,0.08859,0.10483
2016,2nd Quintile,No,0.90329,4594,5091,0.89517,0.91141
2016,3rd Quintile,Yes,0.09385,409,4623,0.08544,0.10226
2016,3rd Quintile,No,0.90615,4214,4623,0.89774,0.91456
2016,4th Quintile,Yes,0.07221,377,4637,0.06475,0.07966
2016,4th Quintile,No,0.92779,4260,4637,0.92034,0.93525
2016,5th Quintile,Yes,0.07073,330,4871,0.06353,0.07793
2016,5th Quintile,No,0.92927,4541,4871,0.92207,0.93647
2017,1st Quintile,Yes,0.15846,917,6220,0.14938,0.16753
2017,1st Quintile,No,0.84154,5303,6220,0.83247,0.85062
2017,2nd Quintile,Yes,0.09513,505,4900,0.08692,0.10335
2017,2nd Quintile,No,0.90487,4395,4900,0.89665,0.91308
2017,3rd Quintile,Yes,0.07466,394,4438,0.06692,0.08239
2017,3rd Quintile,No,0.92534,4044,4438,0.91761,0.93308
2017,4th Quintile,Yes,0.08319,377,4359,0.07499,0.09139
2017,4th Quintile,No,0.91681,3982,4359,0.90861,0.92501
2017,5th Quintile,Yes,0.07296,327,4555,0.06541,0.08051
2017,5th Quintile,No,0.92704,4228,4555,0.91949,0.93459
2018,1st Quintile,Yes,0.16196,1041,7174,0.15343,0.17048
2018,1st Quintile,No,0.83804,6133,7174,0.82952,0.84657
2018,2nd Quintile,Yes,0.08702,567,5318,0.07944,0.09460
2018,2nd Quintile,No,0.91298,4751,5318,0.90540,0.92056
2018,3rd Quintile,Yes,0.08508,426,4823,0.07720,0.09295
2018,3rd Quintile,No,0.91492,4397,4823,0.90705,0.92280
2018,4th Quintile,Yes,0.07113,388,4737,0.06381,0.07845
2018,4th Quintile,No,0.92887,4349,4737,0.92155,0.93619
2018,5th Quintile,Yes,0.06208,333,5072,0.05544,0.06872
2018,5th Quintile,No,0.93792,4739,5072,0.93128,0.94456
2019,1st Quintile,Yes,0.16366,983,7080,0.15505,0.17228
2019,1st Quintile,No,0.83634,6097,7080,0.82772,0.84495
2019,2nd Quintile,Yes,0.08699,533,4926,0.07912,0.09486
2019,2nd Quintile,No,0.91301,4393,4926,0.90514,0.92088
2019,3rd Quintile,Yes,0.08222,417,4444,0.07414,0.09030
2019,3rd Quintile,No,0.91778,4027,4444,0.90970,0.92586
2019,4th Quintile,Yes,0.07227,364,4280,0.06451,0.08003
2019,4th Quintile,No,0.92773,3916,4280,0.91997,0.93549
2019,5th Quintile,Yes,0.05264,298,4821,0.04633,0.05894
2019,5th Quintile,No,0.94736,4523,4821,0.94106,0.95367
2020,1st Quintile,Yes,0.14966,898,6585,0.14105,0.15828
2020,1st Quintile,No,0.85034,5687,6585,0.84172,0.85895
2020,2nd Quintile,Yes,0.08761,499,4838,0.07964,0.09558
2020,2nd Quintile,No,0.91239,4339,4838,0.90442,0.92036
2020,3rd Quintile,Yes,0.09408,417,4270,0.08532,0.10284
2020,3rd Quintile,No,0.90592,3853,4270,0.89716,0.91468
2020,4th Quintile,Yes,0.07967,383,4527,0.07179,0.08756
2020,4th Quintile,No,0.92033,4144,4527,0.91244,0.92821
2020,5th Quintile,Yes,0.05837,374,5960,0.05241,0.06432
2020,5th Quintile,No,0.94163,5586,5960,0.93568,0.94759
2021,1st Quintile,Yes,0.14602,751,4789,0.13601,0.15602
2021,1st Quintile,No,0.85398,4038,4789,0.84398,0.86399
2021,2nd Quintile,Yes,0.10113,373,3546,0.09120,0.11105
2021,2nd Quintile,No,0.89887,3173,3546,0.88895,0.90880
2021,3rd Quintile,Yes,0.08684,312,3142,0.07699,0.09669
2021,3rd Quintile,No,0.91316,2830,3142,0.90331,0.92301
2021,4th Quintile,Yes,0.07841,273,3194,0.06909,0.08773
2021,4th Quintile,No,0.92159,2921,3194,0.91227,0.93091
2021,5th Quintile,Yes,0.05825,266,4286,0.05123,0.06526
2021,5th Quintile,No,0.94175,4020,4286,0.93474,0.94877
2022,1st Quintile,Yes,0.14553,691,4251,0.13493,0.15613
2022,1st Quintile,No,0.85447,3560,4251,0.84387,0.86507
2022,2nd Quintile,Yes,0.08502,324,3210,0.07537,0.09467
2022,2nd Quintile,No,0.91498,2886,3210,0.90533,0.92463
2022,3rd Quintile,Yes,0.06556,273,2952,0.05663,0.07449
2022,3rd Quintile,No,0.93444,2679,2952,0.92551,0.94337
2022,4th Quintile,Yes,0.05979,232,3103,0.05144,0.06813
2022,4th Quintile,No,0.94021,2871,3103,0.93187,0.94856
2022,5th Quintile,Yes,0.06149,238,3999,0.05405,0.06894
2022,5th Quintile,No,0.93851,3761,3999,0.93106,0.94595
