year,bula_h,sex,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,"Rhineland-Palatinate, Saarland",male,Yes,0.07640,35,495,0.05298,0.09983
2008,"Rhineland-Palatinate, Saarland",male,No,0.92360,460,495,0.90017,0.94702
2008,"Rhineland-Palatinate, Saarland",female,Yes,0.06637,45,602,0.04647,0.08627
2008,"Rhineland-Palatinate, Saarland",female,No,0.93363,557,602,0.91373,0.95353
2008,Baden-Wuerttemberg,male,Yes,0.12600,130,1135,0.10669,0.14532
2008,Baden-Wuerttemberg,male,No,0.87400,1005,1135,0.85468,0.89331
2008,Baden-Wuerttemberg,female,Yes,0.06971,124,1224,0.05543,0.08398
2008,Baden-Wuerttemberg,female,No,0.93029,1100,1224,0.91602,0.94457
2008,Bavaria,male,Yes,0.07526,115,1310,0.06097,0.08955
2008,Bavaria,male,No,0.92474,1195,1310,0.91045,0.93903
2008,Bavaria,female,Yes,0.08370,140,1441,0.06940,0.09801
2008,Bavaria,female,No,0.91630,1301,1441,0.90199,0.93060
2008,Berlin,male,Yes,0.13387,40,330,0.09708,0.17067
2008,Berlin,male,No,0.86613,290,330,0.82933,0.90292
2008,Berlin,female,Yes,0.09461,46,391,0.06556,0.12365
2008,Berlin,female,No,0.90539,345,391,0.87635,0.93444
2008,Brandenburg,male,Yes,0.07490,38,392,0.04881,0.10099
2008,Brandenburg,male,No,0.92510,354,392,0.89901,0.95119
2008,Brandenburg,female,Yes,0.10072,46,431,0.07227,0.12917
2008,Brandenburg,female,No,0.89928,385,431,0.87083,0.92773
2008,Mecklenburg-Western Pomerania,male,No,0.91510,211,211,0.87740,0.95280
2008,Mecklenburg-Western Pomerania,female,No,0.89207,228,228,0.85171,0.93244
2008,Saxony,male,Yes,0.10459,79,704,0.08196,0.12721
2008,Saxony,male,No,0.89541,625,704,0.87279,0.91804
2008,Saxony,female,Yes,0.09529,66,729,0.07397,0.11662
2008,Saxony,female,No,0.90471,663,729,0.88338,0.92603
2008,Saxony-Anhalt,male,Yes,0.07378,39,395,0.04797,0.09960
2008,Saxony-Anhalt,male,No,0.92622,356,395,0.90040,0.95203
2008,Saxony-Anhalt,female,Yes,0.11111,48,420,0.08102,0.14120
2008,Saxony-Anhalt,female,No,0.88889,372,420,0.85880,0.91898
2008,Thuringa,male,Yes,0.09317,43,426,0.06553,0.12080
2008,Thuringa,male,No,0.90683,383,426,0.87920,0.93447
2008,Thuringa,female,Yes,0.10438,49,449,0.07607,0.13269
2008,Thuringa,female,No,0.89562,400,449,0.86731,0.92393
2009,Schleswig-Holstein,male,No,0.93631,225,225,0.90433,0.96829
2009,Schleswig-Holstein,female,No,0.89190,239,239,0.85245,0.93135
2009,Hamburg,male,No,0.92922,110,110,0.88107,0.97736
2009,Hamburg,female,No,0.89797,127,127,0.84512,0.95082
2009,Lower Saxony,male,Yes,0.08243,71,789,0.06322,0.10163
2009,Lower Saxony,male,No,0.91757,718,789,0.89837,0.93678
2009,Lower Saxony,female,Yes,0.07999,62,844,0.06168,0.09830
2009,Lower Saxony,female,No,0.92001,782,844,0.90170,0.93832
2009,Bremen,male,No,0.87659,49,49,0.78354,0.96964
2009,Bremen,female,No,0.94091,59,59,0.88023,1.00160
2009,North Rhine-Westphalia,male,Yes,0.11076,154,1736,0.09599,0.12552
2009,North Rhine-Westphalia,male,No,0.88924,1582,1736,0.87448,0.90401
2009,North Rhine-Westphalia,female,Yes,0.09349,177,1892,0.08037,0.10661
2009,North Rhine-Westphalia,female,No,0.90651,1715,1892,0.89339,0.91963
2009,Hesse,male,Yes,0.15401,70,583,0.12468,0.18333
2009,Hesse,male,No,0.84599,513,583,0.81667,0.87532
2009,Hesse,female,Yes,0.08681,57,634,0.06488,0.10875
2009,Hesse,female,No,0.91319,577,634,0.89125,0.93512
2009,"Rhineland-Palatinate, Saarland",male,Yes,0.09565,41,463,0.06883,0.12247
2009,"Rhineland-Palatinate, Saarland",male,No,0.90435,422,463,0.87753,0.93117
2009,"Rhineland-Palatinate, Saarland",female,Yes,0.09683,50,561,0.07234,0.12133
2009,"Rhineland-Palatinate, Saarland",female,No,0.90317,511,561,0.87867,0.92766
2009,Baden-Wuerttemberg,male,Yes,0.12462,119,1007,0.10421,0.14503
2009,Baden-Wuerttemberg,male,No,0.87538,888,1007,0.85497,0.89579
2009,Baden-Wuerttemberg,female,Yes,0.09616,121,1100,0.07873,0.11359
2009,Baden-Wuerttemberg,female,No,0.90384,979,1100,0.88641,0.92127
2009,Bavaria,male,Yes,0.06651,112,1235,0.05260,0.08041
2009,Bavaria,male,No,0.93349,1123,1235,0.91959,0.94740
2009,Bavaria,female,Yes,0.08138,127,1374,0.06692,0.09585
2009,Bavaria,female,No,0.91862,1247,1374,0.90415,0.93308
2009,Berlin,male,Yes,0.12840,40,317,0.09152,0.16529
2009,Berlin,male,No,0.87160,277,317,0.83471,0.90848
2009,Berlin,female,Yes,0.10850,39,366,0.07659,0.14041
2009,Berlin,female,No,0.89150,327,366,0.85959,0.92341
2009,Brandenburg,male,Yes,0.09191,35,381,0.06287,0.12096
2009,Brandenburg,male,No,0.90809,346,381,0.87904,0.93713
2009,Brandenburg,female,Yes,0.06349,31,408,0.03980,0.08718
2009,Brandenburg,female,No,0.93651,377,408,0.91282,0.96020
2009,Mecklenburg-Western Pomerania,male,No,0.93406,206,206,0.90009,0.96803
2009,Mecklenburg-Western Pomerania,female,No,0.91222,226,226,0.87525,0.94920
2009,Saxony,male,Yes,0.10979,75,675,0.08619,0.13340
2009,Saxony,male,No,0.89021,600,675,0.86660,0.91381
2009,Saxony,female,Yes,0.07117,52,694,0.05203,0.09031
2009,Saxony,female,No,0.92883,642,694,0.90969,0.94797
2009,Saxony-Anhalt,male,Yes,0.09931,40,367,0.06867,0.12995
2009,Saxony-Anhalt,male,No,0.90069,327,367,0.87005,0.93133
2009,Saxony-Anhalt,female,Yes,0.13191,44,402,0.09879,0.16503
2009,Saxony-Anhalt,female,No,0.86809,358,402,0.83497,0.90121
2009,Thuringa,male,Yes,0.07068,34,393,0.04531,0.09605
2009,Thuringa,male,No,0.92932,359,393,0.90395,0.95469
2009,Thuringa,female,Yes,0.11714,39,430,0.08671,0.14758
2009,Thuringa,female,No,0.88286,391,430,0.85242,0.91329
2010,Schleswig-Holstein,male,Yes,0.09792,32,333,0.06595,0.12989
2010,Schleswig-Holstein,male,No,0.90208,301,333,0.87011,0.93405
2010,Schleswig-Holstein,female,Yes,0.10515,41,400,0.07505,0.13525
2010,Schleswig-Holstein,female,No,0.89485,359,400,0.86475,0.92495
2010,Hamburg,male,No,0.85626,150,150,0.79992,0.91259
2010,Hamburg,female,No,0.89649,191,191,0.85318,0.93981
2010,Lower Saxony,male,Yes,0.08013,93,987,0.06319,0.09708
2010,Lower Saxony,male,No,0.91987,894,987,0.90292,0.93681
2010,Lower Saxony,female,Yes,0.08880,97,1199,0.07269,0.10491
2010,Lower Saxony,female,No,0.91120,1102,1199,0.89509,0.92731
2010,Bremen,male,No,0.86435,64,64,0.77979,0.94890
2010,Bremen,female,No,0.93004,89,89,0.87675,0.98334
2010,North Rhine-Westphalia,male,Yes,0.12081,226,2273,0.10741,0.13421
2010,North Rhine-Westphalia,male,No,0.87919,2047,2273,0.86579,0.89259
2010,North Rhine-Westphalia,female,Yes,0.10009,242,2710,0.08879,0.11140
2010,North Rhine-Westphalia,female,No,0.89991,2468,2710,0.88860,0.91121
2010,Hesse,male,Yes,0.15069,80,780,0.12557,0.17581
2010,Hesse,male,No,0.84931,700,780,0.82419,0.87443
2010,Hesse,female,Yes,0.07674,76,894,0.05929,0.09420
2010,Hesse,female,No,0.92326,818,894,0.90580,0.94071
2010,"Rhineland-Palatinate, Saarland",male,Yes,0.12003,59,601,0.09402,0.14603
2010,"Rhineland-Palatinate, Saarland",male,No,0.87997,542,601,0.85397,0.90598
2010,"Rhineland-Palatinate, Saarland",female,Yes,0.11553,62,740,0.09248,0.13858
2010,"Rhineland-Palatinate, Saarland",female,No,0.88447,678,740,0.86142,0.90752
2010,Baden-Wuerttemberg,male,Yes,0.12345,145,1327,0.10575,0.14116
2010,Baden-Wuerttemberg,male,No,0.87655,1182,1327,0.85884,0.89425
2010,Baden-Wuerttemberg,female,Yes,0.10639,142,1569,0.09113,0.12165
2010,Baden-Wuerttemberg,female,No,0.89361,1427,1569,0.87835,0.90887
2010,Bavaria,male,Yes,0.08636,151,1618,0.07267,0.10005
2010,Bavaria,male,No,0.91364,1467,1618,0.89995,0.92733
2010,Bavaria,female,Yes,0.07947,143,1965,0.06751,0.09143
2010,Bavaria,female,No,0.92053,1822,1965,0.90857,0.93249
2010,Berlin,male,Yes,0.10199,46,401,0.07233,0.13165
2010,Berlin,male,No,0.89801,355,401,0.86835,0.92767
2010,Berlin,female,Yes,0.09888,61,524,0.07329,0.12446
2010,Berlin,female,No,0.90112,463,524,0.87554,0.92671
2010,Brandenburg,male,Yes,0.09632,34,434,0.06853,0.12411
2010,Brandenburg,male,No,0.90368,400,434,0.87589,0.93147
2010,Brandenburg,female,Yes,0.08662,50,520,0.06242,0.11082
2010,Brandenburg,female,No,0.91338,470,520,0.88918,0.93758
2010,Mecklenburg-Western Pomerania,male,No,0.96401,243,243,0.94054,0.98748
2010,Mecklenburg-Western Pomerania,female,No,0.91445,302,302,0.88285,0.94605
2010,Saxony,male,Yes,0.11182,85,807,0.09006,0.13357
2010,Saxony,male,No,0.88818,722,807,0.86643,0.90994
2010,Saxony,female,Yes,0.09994,79,872,0.08002,0.11986
2010,Saxony,female,No,0.90006,793,872,0.88014,0.91998
2010,Saxony-Anhalt,male,Yes,0.11020,40,402,0.07955,0.14085
2010,Saxony-Anhalt,male,No,0.88980,362,402,0.85915,0.92045
2010,Saxony-Anhalt,female,Yes,0.12491,51,508,0.09613,0.15369
2010,Saxony-Anhalt,female,No,0.87509,457,508,0.84631,0.90387
2010,Thuringa,male,Yes,0.08918,33,438,0.06246,0.11590
2010,Thuringa,male,No,0.91082,405,438,0.88410,0.93754
2010,Thuringa,female,Yes,0.11640,49,517,0.08873,0.14407
2010,Thuringa,female,No,0.88360,468,517,0.85593,0.91127
2011,Schleswig-Holstein,male,Yes,0.09693,46,444,0.06938,0.12448
2011,Schleswig-Holstein,male,No,0.90307,398,444,0.87552,0.93062
2011,Schleswig-Holstein,female,Yes,0.08346,48,540,0.06011,0.10681
2011,Schleswig-Holstein,female,No,0.91654,492,540,0.89319,0.93989
2011,Hamburg,male,No,0.93448,169,169,0.89706,0.97190
2011,Hamburg,female,No,0.90724,210,210,0.86791,0.94657
2011,Lower Saxony,male,Yes,0.08477,103,1188,0.06893,0.10062
2011,Lower Saxony,male,No,0.91523,1085,1188,0.89938,0.93107
2011,Lower Saxony,female,Yes,0.08704,122,1448,0.07252,0.10157
2011,Lower Saxony,female,No,0.91296,1326,1448,0.89843,0.92748
2011,Bremen,male,No,0.83441,73,73,0.74855,0.92027
2011,Bremen,female,No,0.87802,98,98,0.81289,0.94315
2011,North Rhine-Westphalia,male,Yes,0.09817,241,2596,0.08672,0.10962
2011,North Rhine-Westphalia,male,No,0.90183,2355,2596,0.89038,0.91328
2011,North Rhine-Westphalia,female,Yes,0.10730,301,3125,0.09645,0.11816
2011,North Rhine-Westphalia,female,No,0.89270,2824,3125,0.88184,0.90355
2011,Hesse,male,Yes,0.11678,85,893,0.09570,0.13785
2011,Hesse,male,No,0.88322,808,893,0.86215,0.90430
2011,Hesse,female,Yes,0.07604,99,1073,0.06018,0.09191
2011,Hesse,female,No,0.92396,974,1073,0.90809,0.93982
2011,"Rhineland-Palatinate, Saarland",male,Yes,0.11163,65,717,0.08856,0.13470
2011,"Rhineland-Palatinate, Saarland",male,No,0.88837,652,717,0.86530,0.91144
2011,"Rhineland-Palatinate, Saarland",female,Yes,0.07906,76,895,0.06137,0.09675
2011,"Rhineland-Palatinate, Saarland",female,No,0.92094,819,895,0.90325,0.93863
2011,Baden-Wuerttemberg,male,Yes,0.11451,174,1613,0.09897,0.13006
2011,Baden-Wuerttemberg,male,No,0.88549,1439,1613,0.86994,0.90103
2011,Baden-Wuerttemberg,female,Yes,0.11094,184,1921,0.09689,0.12499
2011,Baden-Wuerttemberg,female,No,0.88906,1737,1921,0.87501,0.90311
2011,Bavaria,male,Yes,0.08673,171,2004,0.07441,0.09906
2011,Bavaria,male,No,0.91327,1833,2004,0.90094,0.92559
2011,Bavaria,female,Yes,0.07602,185,2431,0.06548,0.08656
2011,Bavaria,female,No,0.92398,2246,2431,0.91344,0.93452
2011,Berlin,male,Yes,0.10566,46,439,0.07687,0.13444
2011,Berlin,male,No,0.89434,393,439,0.86556,0.92313
2011,Berlin,female,Yes,0.09057,68,579,0.06717,0.11396
2011,Berlin,female,No,0.90943,511,579,0.88604,0.93283
2011,Brandenburg,male,Yes,0.06457,37,519,0.04340,0.08573
2011,Brandenburg,male,No,0.93543,482,519,0.91427,0.95660
2011,Brandenburg,female,Yes,0.06904,50,624,0.04913,0.08895
2011,Brandenburg,female,No,0.93096,574,624,0.91105,0.95087
2011,Mecklenburg-Western Pomerania,male,No,0.92007,269,269,0.88760,0.95254
2011,Mecklenburg-Western Pomerania,female,Yes,0.09965,37,363,0.06880,0.13051
2011,Mecklenburg-Western Pomerania,female,No,0.90035,326,363,0.86949,0.93120
2011,Saxony,male,Yes,0.08645,75,867,0.06774,0.10517
2011,Saxony,male,No,0.91355,792,867,0.89483,0.93226
2011,Saxony,female,Yes,0.08913,85,972,0.07120,0.10705
2011,Saxony,female,No,0.91087,887,972,0.89295,0.92880
2011,Saxony-Anhalt,male,Yes,0.11120,51,496,0.08351,0.13890
2011,Saxony-Anhalt,male,No,0.88880,445,496,0.86110,0.91649
2011,Saxony-Anhalt,female,Yes,0.08677,40,605,0.06432,0.10922
2011,Saxony-Anhalt,female,No,0.91323,565,605,0.89078,0.93568
2011,Thuringa,male,Yes,0.07948,39,504,0.05584,0.10312
2011,Thuringa,male,No,0.92052,465,504,0.89688,0.94416
2011,Thuringa,female,Yes,0.08098,55,602,0.05917,0.10279
2011,Thuringa,female,No,0.91902,547,602,0.89721,0.94083
2012,Schleswig-Holstein,male,Yes,0.10224,55,443,0.07399,0.13048
2012,Schleswig-Holstein,male,No,0.89776,388,443,0.86952,0.92601
2012,Schleswig-Holstein,female,Yes,0.14341,66,542,0.11387,0.17294
2012,Schleswig-Holstein,female,No,0.85659,476,542,0.82706,0.88613
2012,Hamburg,male,No,0.90658,173,173,0.86309,0.95007
2012,Hamburg,female,No,0.91468,222,222,0.87785,0.95151
2012,Lower Saxony,male,Yes,0.09924,102,1167,0.08208,0.11640
2012,Lower Saxony,male,No,0.90076,1065,1167,0.88360,0.91792
2012,Lower Saxony,female,Yes,0.08354,108,1400,0.06905,0.09804
2012,Lower Saxony,female,No,0.91646,1292,1400,0.90196,0.93095
2012,Bremen,male,No,0.82270,73,73,0.73448,0.91092
2012,Bremen,female,No,0.89161,102,102,0.83098,0.95224
2012,North Rhine-Westphalia,male,Yes,0.09703,239,2518,0.08546,0.10859
2012,North Rhine-Westphalia,male,No,0.90297,2279,2518,0.89141,0.91454
2012,North Rhine-Westphalia,female,Yes,0.10755,314,3017,0.09649,0.11861
2012,North Rhine-Westphalia,female,No,0.89245,2703,3017,0.88139,0.90351
2012,Hesse,male,Yes,0.10256,81,853,0.08218,0.12293
2012,Hesse,male,No,0.89744,772,853,0.87707,0.91782
2012,Hesse,female,Yes,0.09037,107,1052,0.07304,0.10771
2012,Hesse,female,No,0.90963,945,1052,0.89229,0.92696
2012,"Rhineland-Palatinate, Saarland",male,Yes,0.11968,66,707,0.09574,0.14363
2012,"Rhineland-Palatinate, Saarland",male,No,0.88032,641,707,0.85637,0.90426
2012,"Rhineland-Palatinate, Saarland",female,Yes,0.08710,65,863,0.06827,0.10592
2012,"Rhineland-Palatinate, Saarland",female,No,0.91290,798,863,0.89408,0.93173
2012,Baden-Wuerttemberg,male,Yes,0.10406,155,1534,0.08878,0.11935
2012,Baden-Wuerttemberg,male,No,0.89594,1379,1534,0.88065,0.91122
2012,Baden-Wuerttemberg,female,Yes,0.09891,157,1803,0.08513,0.11270
2012,Baden-Wuerttemberg,female,No,0.90109,1646,1803,0.88730,0.91487
2012,Bavaria,male,Yes,0.07995,172,1971,0.06797,0.09192
2012,Bavaria,male,No,0.92005,1799,1971,0.90808,0.93203
2012,Bavaria,female,Yes,0.07274,206,2385,0.06231,0.08316
2012,Bavaria,female,No,0.92726,2179,2385,0.91684,0.93769
2012,Berlin,male,Yes,0.12329,57,462,0.09328,0.15331
2012,Berlin,male,No,0.87671,405,462,0.84669,0.90672
2012,Berlin,female,Yes,0.07778,58,580,0.05597,0.09960
2012,Berlin,female,No,0.92222,522,580,0.90040,0.94403
2012,Brandenburg,male,Yes,0.05542,37,500,0.03535,0.07550
2012,Brandenburg,male,No,0.94458,463,500,0.92450,0.96465
2012,Brandenburg,female,Yes,0.03356,45,598,0.01911,0.04800
2012,Brandenburg,female,No,0.96644,553,598,0.95200,0.98089
2012,Mecklenburg-Western Pomerania,male,No,0.94899,271,271,0.92275,0.97524
2012,Mecklenburg-Western Pomerania,female,No,0.93177,323,323,0.90423,0.95931
2012,Saxony,male,Yes,0.11242,81,876,0.09149,0.13335
2012,Saxony,male,No,0.88758,795,876,0.86665,0.90851
2012,Saxony,female,Yes,0.07206,77,971,0.05579,0.08834
2012,Saxony,female,No,0.92794,894,971,0.91166,0.94421
2012,Saxony-Anhalt,male,Yes,0.09959,50,466,0.07237,0.12681
2012,Saxony-Anhalt,male,No,0.90041,416,466,0.87319,0.92763
2012,Saxony-Anhalt,female,Yes,0.06350,34,572,0.04350,0.08350
2012,Saxony-Anhalt,female,No,0.93650,538,572,0.91650,0.95650
2012,Thuringa,male,Yes,0.08815,40,488,0.06297,0.11333
2012,Thuringa,male,No,0.91185,448,488,0.88667,0.93703
2012,Thuringa,female,Yes,0.07748,51,591,0.05590,0.09905
2012,Thuringa,female,No,0.92252,540,591,0.90095,0.94410
2013,Schleswig-Holstein,male,Yes,0.10433,56,487,0.07715,0.13151
2013,Schleswig-Holstein,male,No,0.89567,431,487,0.86849,0.92285
2013,Schleswig-Holstein,female,Yes,0.12452,77,593,0.09792,0.15112
2013,Schleswig-Holstein,female,No,0.87548,516,593,0.84888,0.90208
2013,Hamburg,male,No,0.92272,226,226,0.88783,0.95761
2013,Hamburg,female,No,0.93556,282,282,0.90685,0.96427
2013,Lower Saxony,male,Yes,0.11093,148,1329,0.09404,0.12782
2013,Lower Saxony,male,No,0.88907,1181,1329,0.87218,0.90596
2013,Lower Saxony,female,Yes,0.08745,151,1570,0.07347,0.10142
2013,Lower Saxony,female,No,0.91255,1419,1570,0.89858,0.92653
2013,Bremen,male,No,0.86978,94,94,0.80138,0.93818
2013,Bremen,female,No,0.94251,123,123,0.90121,0.98382
2013,North Rhine-Westphalia,male,Yes,0.10711,336,2942,0.09594,0.11829
2013,North Rhine-Westphalia,male,No,0.89289,2606,2942,0.88171,0.90406
2013,North Rhine-Westphalia,female,Yes,0.11372,390,3480,0.10317,0.12427
2013,North Rhine-Westphalia,female,No,0.88628,3090,3480,0.87573,0.89683
2013,Hesse,male,Yes,0.11700,110,1007,0.09714,0.13686
2013,Hesse,male,No,0.88300,897,1007,0.86314,0.90286
2013,Hesse,female,Yes,0.09136,129,1195,0.07502,0.10770
2013,Hesse,female,No,0.90864,1066,1195,0.89230,0.92498
2013,"Rhineland-Palatinate, Saarland",male,Yes,0.10707,86,809,0.08575,0.12839
2013,"Rhineland-Palatinate, Saarland",male,No,0.89293,723,809,0.87161,0.91425
2013,"Rhineland-Palatinate, Saarland",female,Yes,0.08187,94,962,0.06453,0.09920
2013,"Rhineland-Palatinate, Saarland",female,No,0.91813,868,962,0.90080,0.93547
2013,Baden-Wuerttemberg,male,Yes,0.12042,206,1739,0.10511,0.13572
2013,Baden-Wuerttemberg,male,No,0.87958,1533,1739,0.86428,0.89489
2013,Baden-Wuerttemberg,female,Yes,0.08365,195,2041,0.07163,0.09566
2013,Baden-Wuerttemberg,female,No,0.91635,1846,2041,0.90434,0.92837
2013,Bavaria,male,Yes,0.08566,229,2202,0.07397,0.09736
2013,Bavaria,male,No,0.91434,1973,2202,0.90264,0.92603
2013,Bavaria,female,Yes,0.08363,266,2662,0.07312,0.09415
2013,Bavaria,female,No,0.91637,2396,2662,0.90585,0.92688
2013,Berlin,male,Yes,0.15685,73,525,0.12571,0.18798
2013,Berlin,male,No,0.84315,452,525,0.81202,0.87429
2013,Berlin,female,Yes,0.10480,75,644,0.08112,0.12847
2013,Berlin,female,No,0.89520,569,644,0.87153,0.91888
2013,Brandenburg,male,Yes,0.06120,43,511,0.04040,0.08200
2013,Brandenburg,male,No,0.93880,468,511,0.91800,0.95960
2013,Brandenburg,female,Yes,0.04120,52,613,0.02545,0.05694
2013,Brandenburg,female,No,0.95880,561,613,0.94306,0.97455
2013,Mecklenburg-Western Pomerania,male,No,0.90443,251,251,0.86799,0.94088
2013,Mecklenburg-Western Pomerania,female,No,0.92384,310,310,0.89426,0.95341
2013,Saxony,male,Yes,0.08401,68,848,0.06532,0.10269
2013,Saxony,male,No,0.91599,780,848,0.89731,0.93468
2013,Saxony,female,Yes,0.06859,78,936,0.05239,0.08479
2013,Saxony,female,No,0.93141,858,936,0.91521,0.94761
2013,Saxony-Anhalt,male,Yes,0.07743,44,484,0.05359,0.10127
2013,Saxony-Anhalt,male,No,0.92257,440,484,0.89873,0.94641
2013,Saxony-Anhalt,female,Yes,0.08903,43,590,0.06603,0.11202
2013,Saxony-Anhalt,female,No,0.91097,547,590,0.88798,0.93397
2013,Thuringa,male,Yes,0.08582,41,470,0.06047,0.11117
2013,Thuringa,male,No,0.91418,429,470,0.88883,0.93953
2013,Thuringa,female,Yes,0.05154,46,572,0.03341,0.06968
2013,Thuringa,female,No,0.94846,526,572,0.93032,0.96659
2014,Schleswig-Holstein,male,Yes,0.09046,37,410,0.06266,0.11826
2014,Schleswig-Holstein,male,No,0.90954,373,410,0.88174,0.93734
2014,Schleswig-Holstein,female,Yes,0.12736,73,517,0.09860,0.15613
2014,Schleswig-Holstein,female,No,0.87264,444,517,0.84387,0.90140
2014,Hamburg,male,No,0.94729,185,185,0.91500,0.97958
2014,Hamburg,female,No,0.92317,215,215,0.88749,0.95885
2014,Lower Saxony,male,Yes,0.10968,136,1215,0.09210,0.12726
2014,Lower Saxony,male,No,0.89032,1079,1215,0.87274,0.90790
2014,Lower Saxony,female,Yes,0.08260,148,1392,0.06813,0.09707
2014,Lower Saxony,female,No,0.91740,1244,1392,0.90293,0.93187
2014,Bremen,male,No,0.86214,77,77,0.78463,0.93965
2014,Bremen,female,No,0.85107,99,99,0.78058,0.92156
2014,North Rhine-Westphalia,male,Yes,0.11611,302,2580,0.10375,0.12848
2014,North Rhine-Westphalia,male,No,0.88389,2278,2580,0.87152,0.89625
2014,North Rhine-Westphalia,female,Yes,0.09609,326,3059,0.08564,0.10654
2014,North Rhine-Westphalia,female,No,0.90391,2733,3059,0.89346,0.91436
2014,Hesse,male,Yes,0.14154,117,885,0.11856,0.16452
2014,Hesse,male,No,0.85846,768,885,0.83548,0.88144
2014,Hesse,female,Yes,0.09299,106,1002,0.07500,0.11099
2014,Hesse,female,No,0.90701,896,1002,0.88901,0.92500
2014,"Rhineland-Palatinate, Saarland",male,Yes,0.10815,72,726,0.08554,0.13075
2014,"Rhineland-Palatinate, Saarland",male,No,0.89185,654,726,0.86925,0.91446
2014,"Rhineland-Palatinate, Saarland",female,Yes,0.09374,80,859,0.07424,0.11324
2014,"Rhineland-Palatinate, Saarland",female,No,0.90626,779,859,0.88676,0.92576
2014,Baden-Wuerttemberg,male,Yes,0.11009,153,1490,0.09419,0.12599
2014,Baden-Wuerttemberg,male,No,0.88991,1337,1490,0.87401,0.90581
2014,Baden-Wuerttemberg,female,Yes,0.09587,164,1731,0.08199,0.10974
2014,Baden-Wuerttemberg,female,No,0.90413,1567,1731,0.89026,0.91801
2014,Bavaria,male,Yes,0.09105,198,2017,0.07850,0.10361
2014,Bavaria,male,No,0.90895,1819,2017,0.89639,0.92150
2014,Bavaria,female,Yes,0.10842,276,2386,0.09594,0.12090
2014,Bavaria,female,No,0.89158,2110,2386,0.87910,0.90406
2014,Berlin,male,Yes,0.14809,59,448,0.11516,0.18101
2014,Berlin,male,No,0.85191,389,448,0.81899,0.88484
2014,Berlin,female,Yes,0.12431,70,543,0.09653,0.15208
2014,Berlin,female,No,0.87569,473,543,0.84792,0.90347
2014,Brandenburg,male,Yes,0.05232,34,469,0.03215,0.07250
2014,Brandenburg,male,No,0.94768,435,469,0.92750,0.96785
2014,Brandenburg,female,Yes,0.04983,45,556,0.03173,0.06793
2014,Brandenburg,female,No,0.95017,511,556,0.93207,0.96827
2014,Mecklenburg-Western Pomerania,male,No,0.94195,228,228,0.91154,0.97237
2014,Mecklenburg-Western Pomerania,female,No,0.91596,283,283,0.88358,0.94835
2014,Saxony,male,Yes,0.09455,60,766,0.07382,0.11528
2014,Saxony,male,No,0.90545,706,766,0.88472,0.92618
2014,Saxony,female,Yes,0.07560,75,852,0.05784,0.09336
2014,Saxony,female,No,0.92440,777,852,0.90664,0.94216
2014,Saxony-Anhalt,male,Yes,0.06804,40,436,0.04438,0.09171
2014,Saxony-Anhalt,male,No,0.93196,396,436,0.90829,0.95562
2014,Saxony-Anhalt,female,Yes,0.10166,44,530,0.07591,0.12742
2014,Saxony-Anhalt,female,No,0.89834,486,530,0.87258,0.92409
2014,Thuringa,male,Yes,0.08298,35,444,0.05730,0.10867
2014,Thuringa,male,No,0.91702,409,444,0.89133,0.94270
2014,Thuringa,female,Yes,0.06395,48,550,0.04349,0.08442
2014,Thuringa,female,No,0.93605,502,550,0.91558,0.95651
2015,Schleswig-Holstein,male,Yes,0.09129,50,408,0.06330,0.11927
2015,Schleswig-Holstein,male,No,0.90871,358,408,0.88073,0.93670
2015,Schleswig-Holstein,female,Yes,0.10107,53,493,0.07444,0.12771
2015,Schleswig-Holstein,female,No,0.89893,440,493,0.87229,0.92556
2015,Hamburg,male,No,0.94768,192,192,0.91610,0.97926
2015,Hamburg,female,No,0.93153,227,227,0.89860,0.96445
2015,Lower Saxony,male,Yes,0.12353,135,1207,0.10496,0.14211
2015,Lower Saxony,male,No,0.87647,1072,1207,0.85789,0.89504
2015,Lower Saxony,female,Yes,0.08140,144,1405,0.06710,0.09570
2015,Lower Saxony,female,No,0.91860,1261,1405,0.90430,0.93290
2015,Bremen,male,No,0.86554,72,72,0.78619,0.94489
2015,Bremen,female,No,0.70652,84,84,0.60855,0.80448
2015,North Rhine-Westphalia,male,Yes,0.11365,299,2553,0.10133,0.12596
2015,North Rhine-Westphalia,male,No,0.88635,2254,2553,0.87404,0.89867
2015,North Rhine-Westphalia,female,Yes,0.10702,336,3024,0.09600,0.11804
2015,North Rhine-Westphalia,female,No,0.89298,2688,3024,0.88196,0.90400
2015,Hesse,male,Yes,0.10806,104,871,0.08743,0.12869
2015,Hesse,male,No,0.89194,767,871,0.87131,0.91257
2015,Hesse,female,Yes,0.11334,109,1012,0.09380,0.13288
2015,Hesse,female,No,0.88666,903,1012,0.86712,0.90620
2015,"Rhineland-Palatinate, Saarland",male,Yes,0.09962,68,739,0.07801,0.12123
2015,"Rhineland-Palatinate, Saarland",male,No,0.90038,671,739,0.87877,0.92199
2015,"Rhineland-Palatinate, Saarland",female,Yes,0.10159,88,871,0.08152,0.12167
2015,"Rhineland-Palatinate, Saarland",female,No,0.89841,783,871,0.87833,0.91848
2015,Baden-Wuerttemberg,male,Yes,0.09586,156,1492,0.08092,0.11081
2015,Baden-Wuerttemberg,male,No,0.90414,1336,1492,0.88919,0.91908
