year,regtyp,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Urban regions,Never,0.02202,302,13703,0.01956,0.02448
2005,Rural regions,At least once per week,0.31345,2531,6904,0.30251,0.32440
2005,Rural regions,At least once per month,0.30302,2588,6904,0.29218,0.31386
2005,Rural regions,Seldom,0.19204,1594,6904,0.18274,0.20133
2005,Rural regions,Never,0.02817,191,6904,0.02427,0.03207
2007,Urban regions,At least once per week,0.37067,6114,13375,0.36249,0.37886
2007,Urban regions,At least once per month,0.29117,4812,13375,0.28347,0.29887
2007,Urban regions,Seldom,0.13930,2098,13375,0.13343,0.14517
2007,Urban regions,Never,0.02575,351,13375,0.02307,0.02844
2007,Rural regions,At least once per week,0.32450,2655,7032,0.31356,0.33544
2007,Rural regions,At least once per month,0.31017,2694,7032,0.29936,0.32099
2007,Rural regions,Seldom,0.17546,1483,7032,0.16657,0.18435
2007,Rural regions,Never,0.02481,200,7032,0.02117,0.02844
2009,Urban regions,At least once per week,0.35737,4976,11631,0.34866,0.36608
2009,Urban regions,At least once per month,0.30879,4435,11631,0.30040,0.31719
2009,Urban regions,Seldom,0.14798,1974,11631,0.14153,0.15444
2009,Urban regions,Never,0.02148,246,11631,0.01885,0.02412
2009,Rural regions,At least once per week,0.32993,2285,6292,0.31831,0.34154
2009,Rural regions,At least once per month,0.30216,2428,6292,0.29082,0.31351
2009,Rural regions,Seldom,0.18623,1434,6292,0.17661,0.19585
2009,Rural regions,Never,0.02087,145,6292,0.01734,0.02440
2011,Urban regions,At least once per week,0.37229,8464,18103,0.36525,0.37933
2011,Urban regions,At least once per month,0.28633,6248,18103,0.27974,0.29291
2011,Urban regions,Seldom,0.14714,2898,18103,0.14198,0.15230
2011,Urban regions,Never,0.02598,493,18103,0.02367,0.02830
2011,Rural regions,At least once per week,0.31885,3892,10173,0.30980,0.32791
2011,Rural regions,At least once per month,0.29347,3809,10173,0.28462,0.30232
2011,Rural regions,Seldom,0.19504,2119,10173,0.18734,0.20274
2011,Rural regions,Never,0.02940,353,10173,0.02612,0.03268
2015,Urban regions,At least once per week,0.37868,8026,17440,0.37148,0.38588
2015,Urban regions,At least once per month,0.29431,6156,17440,0.28754,0.30107
2015,Urban regions,Seldom,0.14205,2745,17440,0.13687,0.14723
2015,Urban regions,Never,0.02434,513,17440,0.02205,0.02663
2015,Rural regions,At least once per week,0.32302,3626,9282,0.31351,0.33253
2015,Rural regions,At least once per month,0.31040,3463,9282,0.30098,0.31981
2015,Rural regions,Seldom,0.17832,1878,9282,0.17053,0.18610
2015,Rural regions,Never,0.03055,315,9282,0.02705,0.03405
2017,Urban regions,At least once per week,0.39538,8122,17121,0.38806,0.40271
2017,Urban regions,At least once per month,0.27913,5873,17121,0.27241,0.28585
2017,Urban regions,Seldom,0.13407,2718,17121,0.12897,0.13918
2017,Urban regions,Never,0.02185,408,17121,0.01966,0.02404
2017,Rural regions,At least once per week,0.34500,3774,9386,0.33539,0.35462
2017,Rural regions,At least once per month,0.30617,3559,9386,0.29685,0.31550
2017,Rural regions,Seldom,0.16044,1803,9386,0.15301,0.16786
2017,Rural regions,Never,0.02482,250,9386,0.02167,0.02796
